symbol,region,rr_target,fill_model,n_signals,filled_n,fill_rate_per_signal,miss_target_before_fill_rate,stop_invalid_before_fill_rate,expired_rate,ambiguity_rate,median_bars_to_fill,median_actual_RR,mean_actual_RR,filled_win_rate,filled_profit_factor,E_R_lower_filled,E_R_upper_filled,EV_R_lower_per_signal,EV_R_upper_per_signal,censor_worst_EV_per_signal
P,R3,0.25,TOUCH_FILL,102,68,0.6666666666666666,0.00980392156862745,0.0,0.0,0.0196078431372549,0.0,1.0,1.2992046459732216,0.7058823529411765,3.0946009911141474,0.6160591150335728,0.6160591150335728,0.4107060766890485,0.4156080374733622,0.4107060766890485
RB,R4,0.25,TOUCH_FILL,313,240,0.7667731629392971,0.0,0.0,0.0,0.07348242811501597,0.0,0.6,0.9979288419913357,0.625,1.0583393458393295,0.02187725468974862,0.09493281024530417,0.016774891774887127,0.08477276184943451,0.016774891774887127
RB,R1,0.25,TOUCH_FILL,126,121,0.9603174603174603,0.0,0.0,0.0,0.0,0.0,2.75,3.0531598750193862,0.23148148148148148,0.522693631669528,-0.3668187830687887,-0.3668187830687887,-0.3144160997732474,-0.3144160997732474,-0.4175907029478506
RB,R3,0.25,TOUCH_FILL,263,201,0.7642585551330798,0.0038022813688212928,0.0,0.0,0.045627376425855515,0.0,1.0,1.5067480060017808,0.4090909090909091,0.5649403066069615,-0.2570807279140682,-0.2570807279140682,-0.1935436658820742,-0.1821368217756103,-0.20495050998853806
RB,R2,0.25,TOUCH_FILL,341,237,0.6950146627565983,0.01466275659824047,0.0,0.0,0.020527859237536656,0.0,0.6,0.975707040264026,0.7721518987341772,2.67808641975307,0.3823488045006994,0.3886779184247501,0.2657380254154421,0.2745356793743864,0.2657380254154421
RU,R2,0.25,TOUCH_FILL,159,102,0.6415094339622641,0.025157232704402517,0.0,0.0,0.006289308176100629,0.0,1.1666666666666667,1.348851643292829,0.46078431372549017,0.7917693772438275,-0.11228121815283812,-0.11228121815283812,-0.07202946070182069,-0.07045713365779553,-0.07202946070182069
RU,R3,0.25,TOUCH_FILL,141,103,0.7304964539007093,0.03546099290780142,0.0,0.0,0.05673758865248227,0.0,0.9090747678485822,1.1505520202194988,0.5339805825242718,1.1418867495123435,0.06612198035526692,0.06612198035526692,0.04830187217441487,0.062486269337535434,0.04830187217441487
RU,R4,0.25,TOUCH_FILL,158,128,0.810126582278481,0.006329113924050633,0.0,0.0,0.0379746835443038,0.0,0.6666666666666666,1.6920254727101347,0.484375,2.067628284546553,0.5504958342193165,0.5504958342193165,0.4459713087346362,0.45546497962071214,0.4459713087346362
SC,R4,0.25,TOUCH_FILL,155,125,0.8064516129032258,0.01935483870967742,0.0,0.0,0.0064516129032258064,0.0,0.8749809267076066,1.0098209795065487,0.3620689655172414,0.3436222293131113,-0.4187237502657738,-0.4187237502657738,-0.3133674518118049,-0.3117545485859985,-0.37143196794083716
SC,R2,0.25,TOUCH_FILL,106,66,0.6226415094339622,0.02830188679245283,0.0,0.0,0.03773584905660377,0.0,0.6956426554840218,0.9978183482141818,0.5909090909090909,1.2003412634968047,0.08195778961232915,0.08195778961232915,0.05103032183409176,0.0604642840982427,0.05103032183409176
SN,R4,0.25,TOUCH_FILL,105,68,0.6476190476190476,0.10476190476190476,0.0,0.0,0.01904761904761905,0.0,0.755864682687397,1.0445094212911936,0.4153846153846154,0.7387653059266263,-0.15272182115058766,-0.12378562656234056,-0.0945420797598876,-0.07424824501478225,-0.12311350833131617
SN,R2,0.25,TOUCH_FILL,159,119,0.7484276729559748,0.0,0.0,0.0,0.012578616352201259,0.0,0.6474820143884892,1.0299926675565727,0.7413793103448276,2.205894483704038,0.31186926302690643,0.3118692630269065,0.2275272610762336,0.23067191516428392,0.20865933654793173
TA,R4,0.25,TOUCH_FILL,248,202,0.8145161290322581,0.004032258064516129,0.0,0.0,0.036290322580645164,0.0,0.875,1.0843342155040272,0.5495049504950495,0.9835572400963887,-0.007407381936775404,-0.007407381936775404,-0.00603343206140578,0.0030391485837555103,-0.00603343206140578
TA,R2,0.25,TOUCH_FILL,234,139,0.594017094017094,0.01282051282051282,0.0,0.0,0.04700854700854701,0.0,0.8888888888888888,1.7382212242074342,0.3695652173913043,0.5281405282419351,-0.29747662349964965,-0.2851577829199395,-0.17543493180748568,-0.1574862138587677,-0.17970843608098996
TA,R3,0.25,TOUCH_FILL,136,92,0.6764705882352942,0.0,0.0,0.0,0.007352941176470588,0.0,1.225,1.376629457698117,0.5652173913043478,1.3051852403067221,0.1326892349159661,0.1326892349159661,0.0897603647960947,0.09159860009021235,0.0897603647960947
AG,R2,0.25,STRICT_TRADE_THROUGH,126,77,0.6111111111111112,0.0,0.0,0.0,0.12698412698412698,0.0,0.720164609053498,1.0069974176735512,0.6363636363636364,1.3749030945359422,0.13632839801307006,0.13632839801307006,0.07537529084925709,0.1130737035476698,0.07537529084925709
AG,R1,0.25,STRICT_TRADE_THROUGH,118,117,0.9915254237288136,0.0,0.0,0.0,0.0,0.0,2.6818181818181817,4.453669676701222,0.358695652173913,1.1723884034906942,0.11055343267337996,0.11055343267338003,0.08619420174534709,0.08619420174534709,-0.12567020503431392
AL,R4,0.25,STRICT_TRADE_THROUGH,140,108,0.7714285714285715,0.0,0.0,0.0,0.03571428571428571,0.0,0.8571428571428571,1.259426446736397,0.44339622641509435,0.6002657908700526,-0.22249356923270655,-0.12815394659119714,-0.16845941670476355,-0.0970308452761921,-0.18274513099047784
AL,R2,0.25,STRICT_TRADE_THROUGH,144,117,0.8125,0.020833333333333332,0.0,0.0,0.041666666666666664,0.0,1.0,1.3378160067728355,0.47,0.817146933101424,-0.09691212545624513,-0.09691212545624513,-0.06730008712239245,-0.05688342045572578,-0.18535564267794802
AL,R3,0.25,STRICT_TRADE_THROUGH,176,126,0.7159090909090909,0.0,0.0,0.0,0.05113636363636364,0.0,0.7071428571428571,0.8666055064864588,0.7661290322580645,2.6232659103348763,0.3796347693525113,0.3796347693525112,0.2674699511347239,0.2802540420438148,0.25610631477108753
AU,R2,0.25,STRICT_TRADE_THROUGH,111,89,0.8018018018018018,0.0,0.0,0.0,0.0,0.0,0.8133544921875,1.3161901687584678,0.6292134831460674,1.905328063251257,0.3356834391830503,0.3356834391830503,0.2691515863719953,0.2691515863719953,0.2691515863719953
CF,R2,0.25,STRICT_TRADE_THROUGH,262,173,0.6603053435114504,0.0,0.0,0.0,0.007633587786259542,0.0,1.0,1.2443910228855477,0.42441860465116277,0.7110273037085856,-0.16632730774912813,-0.16632730774912813,-0.10919197302614517,-0.10728357607958028,-0.11300876691927494
CF,R3,0.25,STRICT_TRADE_THROUGH,206,163,0.7912621359223301,0.0048543689320388345,0.0,0.0,0.03398058252427184,0.0,0.75,1.3024918929461644,0.5644171779141104,1.8943512399553557,0.38956403703576864,0.3972327486922103,0.308247272023448,0.3215967865865548,0.308247272023448
CF,R4,0.25,STRICT_TRADE_THROUGH,274,193,0.7043795620437956,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.1306547301411685,0.7616580310880829,3.282653852238247,0.5440522134868362,0.5440522134868362,0.38321925986481514,0.38321925986481514,0.38321925986481514
CU,R2,0.25,STRICT_TRADE_THROUGH,144,98,0.6805555555555556,0.013888888888888888,0.0,0.0,0.027777777777777776,0.0,0.6896551724137931,0.917834569521797,0.5625,0.7806205764440863,-0.09597849780571222,-0.09597849780571222,-0.06398566520380815,-0.0570412207593637,-0.07787455409269703
CU,R4,0.25,STRICT_TRADE_THROUGH,163,124,0.7607361963190185,0.024539877300613498,0.0,0.0,0.006134969325153374,0.0,0.6111111111111112,0.7381433811100592,0.62,1.0250554034769899,0.009521053321256167,0.009521053321256167,0.005841137006905619,0.007374879338193962,-0.14139812679677535
CU,R3,0.25,STRICT_TRADE_THROUGH,140,122,0.8714285714285714,0.0,0.0,0.0,0.007142857142857143,0.0,0.4516129032258405,0.7135323051570673,0.680327868852459,1.505967575381349,0.16174373311370993,0.17403881508092306,0.14094811028480436,0.15166239599909007,0.14094811028480436
I,R3,0.25,STRICT_TRADE_THROUGH,324,244,0.7530864197530864,0.0030864197530864196,0.0,0.0,0.030864197530864196,0.0,0.7638888888889386,0.9929569406003865,0.5352697095435685,0.8750331761492411,-0.058075868345580886,-0.05185180195553916,-0.043198408244706755,-0.031624334170632505,-0.052457667503966014
I,R2,0.25,STRICT_TRADE_THROUGH,354,224,0.632768361581921,0.0,0.0,0.0,0.03672316384180791,0.0,1.0,1.2947175840033025,0.33035714285714285,0.3887089947089954,-0.40934665532879766,-0.40265022675736883,-0.2590216124114426,-0.2463097480046628,-0.2590216124114426
I,R4,0.25,STRICT_TRADE_THROUGH,349,266,0.7621776504297995,0.017191977077363897,0.0,0.0,0.014326647564469915,0.0,0.8,1.1878804153240028,0.6224899598393574,1.8531155015196932,0.32205966724036605,0.3220596672403661,0.2297789602947024,0.23336062218581988,0.18106835857550468
M,R2,0.25,STRICT_TRADE_THROUGH,286,206,0.7202797202797203,0.0,0.0,0.0,0.024475524475524476,0.0,0.6666666666666666,1.0491634642405347,0.45145631067961167,0.5931252737082968,-0.22318856345127405,-0.22318856345127405,-0.16075819605231628,-0.15463931493343516,-0.16075819605231628
M,R4,0.25,STRICT_TRADE_THROUGH,191,133,0.6963350785340314,0.02617801047120419,0.0,0.0,0.02617801047120419,0.0,0.75,1.524605302800822,0.5037593984962406,0.9945788218515524,-0.0026902087052446647,-0.0026902087052446647,-0.0018732866900394857,0.004671215927761561,-0.0018732866900394857
M,R3,0.25,STRICT_TRADE_THROUGH,232,162,0.6982758620689655,0.01293103448275862,0.0,0.0,0.03017241379310345,0.0,0.7142857142857143,0.9469456212511654,0.7888198757763976,3.22118494250847,0.46907011208253396,0.48459806239308945,0.32551848295382746,0.3427598622641698,0.32120813812624127
MA,R3,0.25,STRICT_TRADE_THROUGH,143,100,0.6993006993006993,0.027972027972027972,0.0,0.0,0.04195804195804196,0.0,1.1428571428571428,1.6805958987669498,0.39,0.5672683873503538,-0.26396628371628417,-0.26396628371628417,-0.18459180679460427,-0.17410229630509375,-0.18459180679460427
MA,R4,0.25,STRICT_TRADE_THROUGH,147,118,0.8027210884353742,0.006802721088435374,0.0,0.0,0.02040816326530612,0.0,0.861904761904762,1.9916373276265296,0.415929203539823,0.6099188310813426,-0.22783501901443715,-0.21161083022387667,-0.17513848400429524,-0.15926546813127934,-0.2091520894464721
MA,R2,0.25,STRICT_TRADE_THROUGH,212,148,0.6981132075471698,0.03773584905660377,0.0,0.0,0.03773584905660377,0.0,0.6055555555555556,0.938755062910468,0.6689655172413793,1.2921092796092741,0.09669824428444933,0.09669824428444933,0.06613795010021299,0.07557191236436392,0.05198700670398658
NI,R4,0.25,STRICT_TRADE_THROUGH,111,76,0.6846846846846847,0.0,0.0,0.0,0.0990990990990991,0.0,0.519999999999961,0.8709013406809671,0.6721311475409836,0.9853667657971252,-0.0047977817058605975,-0.004797781705860605,-0.0026366187752927647,0.022138155999482007,-0.1377717539104279
NI,R2,0.25,STRICT_TRADE_THROUGH,111,69,0.6216216216216216,0.0,0.0,0.0,0.02702702702702703,0.0,0.6195652173913043,0.9287365769553446,0.5074626865671642,1.0377112765376624,0.018574210831982917,0.0872309272498934,0.011211460592277983,0.057157406538223925,-0.006806557425740035
P,R2,0.25,STRICT_TRADE_THROUGH,170,131,0.7705882352941177,0.0058823529411764705,0.0,0.0,0.041176470588235294,0.0,1.1428571428571428,1.3851954006153642,0.7480916030534351,3.3562896186697593,0.5935691405809318,0.5935691405809318,0.45739739656530626,0.46769151421236504,0.45739739656530626
P,R4,0.25,STRICT_TRADE_THROUGH,132,105,0.7954545454545454,0.0,0.0,0.0,0.007575757575757576,0.0,0.6666666666666666,1.034242555067656,0.7047619047619048,1.8000687960504063,0.23621078740535809,0.23621078740535809,0.1878949445269894,0.1897888839209288,0.1878949445269894
P,R3,0.25,STRICT_TRADE_THROUGH,102,68,0.6666666666666666,0.00980392156862745,0.0,0.0,0.0196078431372549,0.0,1.0,1.2992046459732216,0.7058823529411765,3.0946009911141474,0.6160591150335728,0.6160591150335728,0.4107060766890485,0.4156080374733622,0.4107060766890485
RB,R4,0.25,STRICT_TRADE_THROUGH,313,240,0.7667731629392971,0.0,0.0,0.0,0.07348242811501597,0.0,0.6,0.9979288419913357,0.625,1.0583393458393295,0.02187725468974862,0.09493281024530417,0.016774891774887127,0.08477276184943451,0.016774891774887127
RB,R1,0.25,STRICT_TRADE_THROUGH,126,121,0.9603174603174603,0.0,0.0,0.0,0.0,0.0,2.75,3.0531598750193862,0.23148148148148148,0.522693631669528,-0.3668187830687887,-0.3668187830687887,-0.3144160997732474,-0.3144160997732474,-0.4175907029478506
RB,R3,0.25,STRICT_TRADE_THROUGH,263,201,0.7642585551330798,0.0038022813688212928,0.0,0.0,0.045627376425855515,0.0,1.0,1.5067480060017808,0.4090909090909091,0.5649403066069615,-0.2570807279140682,-0.2570807279140682,-0.1935436658820742,-0.1821368217756103,-0.20495050998853806
RB,R2,0.25,STRICT_TRADE_THROUGH,341,237,0.6950146627565983,0.01466275659824047,0.0,0.0,0.020527859237536656,0.0,0.6,0.975707040264026,0.7721518987341772,2.67808641975307,0.3823488045006994,0.3886779184247501,0.2657380254154421,0.2745356793743864,0.2657380254154421
RU,R2,0.25,STRICT_TRADE_THROUGH,159,102,0.6415094339622641,0.025157232704402517,0.0,0.0,0.006289308176100629,0.0,1.1666666666666667,1.348851643292829,0.46078431372549017,0.7917693772438275,-0.11228121815283812,-0.11228121815283812,-0.07202946070182069,-0.07045713365779553,-0.07202946070182069
RU,R3,0.25,STRICT_TRADE_THROUGH,141,103,0.7304964539007093,0.03546099290780142,0.0,0.0,0.05673758865248227,0.0,0.9090747678485822,1.1505520202194988,0.5339805825242718,1.1418867495123435,0.06612198035526692,0.06612198035526692,0.04830187217441487,0.062486269337535434,0.04830187217441487
RU,R4,0.25,STRICT_TRADE_THROUGH,158,128,0.810126582278481,0.006329113924050633,0.0,0.0,0.0379746835443038,0.0,0.6666666666666666,1.6920254727101347,0.484375,2.067628284546553,0.5504958342193165,0.5504958342193165,0.4459713087346362,0.45546497962071214,0.4459713087346362
SC,R4,0.25,STRICT_TRADE_THROUGH,155,125,0.8064516129032258,0.01935483870967742,0.0,0.0,0.0064516129032258064,0.0,0.8749809267076066,1.0098209795065487,0.3620689655172414,0.3436222293131113,-0.4187237502657738,-0.4187237502657738,-0.3133674518118049,-0.3117545485859985,-0.37143196794083716
SC,R2,0.25,STRICT_TRADE_THROUGH,106,66,0.6226415094339622,0.02830188679245283,0.0,0.0,0.03773584905660377,0.0,0.6956426554840218,0.9978183482141818,0.5909090909090909,1.2003412634968047,0.08195778961232915,0.08195778961232915,0.05103032183409176,0.0604642840982427,0.05103032183409176
SN,R4,0.25,STRICT_TRADE_THROUGH,105,68,0.6476190476190476,0.10476190476190476,0.0,0.0,0.01904761904761905,0.0,0.755864682687397,1.0445094212911936,0.4153846153846154,0.7387653059266263,-0.15272182115058766,-0.12378562656234056,-0.0945420797598876,-0.07424824501478225,-0.12311350833131617
SN,R2,0.25,STRICT_TRADE_THROUGH,159,119,0.7484276729559748,0.0,0.0,0.0,0.012578616352201259,0.0,0.6474820143884892,1.0299926675565727,0.7413793103448276,2.205894483704038,0.31186926302690643,0.3118692630269065,0.2275272610762336,0.23067191516428392,0.20865933654793173
TA,R4,0.25,STRICT_TRADE_THROUGH,248,202,0.8145161290322581,0.016129032258064516,0.0,0.0,0.024193548387096774,0.0,0.875,1.0843342155040272,0.5495049504950495,0.9835572400963887,-0.007407381936775404,-0.007407381936775404,-0.00603343206140578,1.4955035368417164e-05,-0.00603343206140578
TA,R2,0.25,STRICT_TRADE_THROUGH,234,139,0.594017094017094,0.01282051282051282,0.0,0.0,0.04700854700854701,0.0,0.8888888888888888,1.7382212242074342,0.3695652173913043,0.5281405282419351,-0.29747662349964965,-0.2851577829199395,-0.17543493180748568,-0.1574862138587677,-0.17970843608098996
TA,R3,0.25,STRICT_TRADE_THROUGH,136,92,0.6764705882352942,0.0,0.0,0.0,0.007352941176470588,0.0,1.225,1.376629457698117,0.5652173913043478,1.3051852403067221,0.1326892349159661,0.1326892349159661,0.0897603647960947,0.09159860009021235,0.0897603647960947
AG,R2,0.5,TOUCH_FILL,126,77,0.6111111111111112,0.11904761904761904,0.0,0.0,0.007936507936507936,0.0,0.720164609053498,1.0162330186653639,0.6363636363636364,1.3800766592889466,0.13820969428688984,0.13820969428688984,0.07652497190548029,0.08446147984198822,0.07652497190548029
AG,R1,0.5,TOUCH_FILL,118,116,0.9830508474576272,0.00847457627118644,0.0,0.0,0.0,0.0,2.6818181818181817,4.49582695096055,0.3516483516483517,1.169563544733632,0.1099368037283988,0.10993680372839877,0.08478177236681604,0.08478177236681604,-0.12708263441284498
AL,R4,0.5,TOUCH_FILL,140,104,0.7428571428571429,0.014285714285714285,0.0,0.0,0.05,0.0,0.8571428571428571,1.3050423601334673,0.4215686274509804,0.5904460437621809,-0.2368988570395228,-0.1388596413532483,-0.17259773870022374,-0.09402631012879518,-0.186883452985938
AL,R2,0.5,TOUCH_FILL,144,113,0.7847222222222222,0.027777777777777776,0.0,0.0,0.0625,0.0,1.2,1.3776496614368239,0.46875,0.835684285597782,-0.08729272327617828,-0.08729272327617828,-0.07208403773967441,-0.03388959329522997,-0.19013959329522997
AL,R3,0.5,TOUCH_FILL,176,119,0.6761363636363636,0.09090909090909091,0.0,0.0,0.0,0.0,0.7142857142857143,0.9206343143317957,0.7521367521367521,2.602898442553618,0.3972996139662813,0.3972996139662813,0.2641139479207666,0.2641139479207666,0.2527503115571302
AU,R2,0.5,TOUCH_FILL,111,75,0.6756756756756757,0.036036036036036036,0.0,0.0,0.09009009009009009,0.0,1.1668362156663277,1.5327076671967674,0.56,1.7752847102290752,0.3411252725007931,0.3411252725007931,0.23049004898702236,0.2755350940320674,0.23049004898702236
CF,R2,0.5,TOUCH_FILL,262,172,0.6564885496183206,0.0,0.0,0.0,0.011450381679389313,0.0,1.0,1.2760752906366453,0.42105263157894735,0.7237224368582638,-0.15995016813468943,-0.15995016813468943,-0.10439495706500722,-0.09866976622531257,-0.108211750958137
CF,R3,0.5,TOUCH_FILL,206,148,0.7184466019417476,0.0825242718446602,0.0,0.0,0.02912621359223301,0.0,0.833333333333389,1.4345457564649895,0.5202702702702703,1.8521905837101957,0.4088211584015129,0.41895629353664837,0.29371617205545586,0.31313364778361147,0.29371617205545586
CF,R4,0.5,TOUCH_FILL,274,175,0.6386861313868614,0.0364963503649635,0.0,0.0,0.029197080291970802,0.0,0.75,1.2299600392743693,0.7371428571428571,3.2122185759143913,0.5814974542403543,0.5814974542403543,0.37139435946008026,0.38599289960606564,0.37139435946008026
CU,R2,0.5,TOUCH_FILL,144,94,0.6527777777777778,0.05555555555555555,0.0,0.0,0.013888888888888888,0.0,0.6896551724137931,0.9795395891443632,0.5434782608695652,0.7941070899306072,-0.09399458937950535,-0.09399458937950536,-0.06005209877023951,-0.053107654325795076,-0.0739409876591284
CU,R4,0.5,TOUCH_FILL,163,115,0.7055214723926381,0.07975460122699386,0.0,0.0,0.006134969325153374,0.0,0.6470588235294118,0.7931079858300221,0.5824175824175825,1.002639815968519,0.0011023407341068914,0.001102340734106883,0.0006154172196547629,0.0036829018822314525,-0.14662384658402622
CU,R3,0.5,TOUCH_FILL,140,119,0.85,0.02142857142857143,0.0,0.0,0.007142857142857143,0.0,0.5000000000000073,0.7845711711257973,0.6722689075630253,1.5828978713593993,0.19103375615980314,0.20363879817660985,0.1623786927358327,0.1730929784501184,0.1623786927358327
I,R3,0.5,TOUCH_FILL,324,228,0.7037037037037037,0.030864197530864196,0.0,0.0,0.05246913580246913,0.0,0.8888888888888888,1.0500626566416067,0.5022222222222222,0.8388676303854813,-0.08020811287478263,-0.07354144620811572,-0.05570007838526572,-0.026379090730944552,-0.06495933764452498
I,R2,0.5,TOUCH_FILL,354,212,0.5988700564971752,0.022598870056497175,0.0,0.0,0.0480225988700565,0.0,1.0,1.3644807236788403,0.29245283018867924,0.37444444444444325,-0.44261006289308263,-0.4355345911949691,-0.2650659133709986,-0.23822975517890807,-0.2650659133709986
I,R4,0.5,TOUCH_FILL,349,243,0.6962750716332379,0.06017191977077364,0.0,0.0,0.03724928366762178,0.0,0.9999999999998863,1.2999510092102435,0.584070796460177,1.814766970617967,0.33888537715968553,0.33888537715968553,0.2194501296220313,0.2380747714558422,0.1707395279028336
