wf,region,rr_target,fill_model,n_signals,filled_n,fill_rate_per_signal,miss_target_before_fill_rate,stop_invalid_before_fill_rate,expired_rate,ambiguity_rate,median_bars_to_fill,median_actual_RR,mean_actual_RR,filled_win_rate,filled_profit_factor,E_R_lower_filled,E_R_upper_filled,EV_R_lower_per_signal,EV_R_upper_per_signal,censor_worst_EV_per_signal
WF2,R2,0.25,STRICT_TRADE_THROUGH,952,661,0.694327731092437,0.01365546218487395,0.0,0.0,0.026260504201680673,0.0,0.8333333333331944,1.2730275470355972,0.5515151515151515,1.1365540119141917,0.06124240534333438,0.06381816291909193,0.0424579700909671,0.05054620538508475,0.04140754992289987
WF3,R2,0.25,STRICT_TRADE_THROUGH,923,645,0.6988082340195017,0.004333694474539545,0.0,0.0,0.04333694474539545,0.0,0.7,1.0504623847216803,0.5805946791862285,1.1116255283898706,0.046816340545360324,0.05151117622611161,0.03132788906661459,0.04568325201352689,0.02482734735480527
WF1,R3,0.25,STRICT_TRADE_THROUGH,720,523,0.7263888888888889,0.005555555555555556,0.0,0.0,0.03194444444444444,0.0,0.875,1.2638964813199756,0.5825242718446602,1.5351114096706544,0.22339602539648679,0.23116301568774786,0.1597902126099871,0.17263743483220853,0.14867910149887598
WF2,R3,0.25,STRICT_TRADE_THROUGH,759,561,0.7391304347826086,0.014492753623188406,0.0,0.0,0.043478260869565216,0.0,0.8461538461538461,1.148401768545971,0.5882352941176471,1.270512026075232,0.11138730485450737,0.11361546884737725,0.082329747066375,0.0945168353404198,0.082329747066375
WF3,R3,0.25,STRICT_TRADE_THROUGH,685,519,0.7576642335766424,0.008759124087591242,0.0,0.0,0.021897810218978103,0.0,0.75,1.0855072736972415,0.544921875,0.9119270288718591,-0.0400800825641735,-0.03715039506417339,-0.029957667551615816,-0.02265839747862303,-0.0401766456538056
WF1,R4,0.25,STRICT_TRADE_THROUGH,931,641,0.6885069817400644,0.022556390977443608,0.0,0.0,0.04940923737916219,0.0,0.75,1.247698420273515,0.5653543307086614,1.1332738386664971,0.057926896806225495,0.07367492830228849,0.03950975238663071,0.06126055797202275,0.03306506925021825
WF2,R4,0.25,STRICT_TRADE_THROUGH,756,576,0.7619047619047619,0.007936507936507936,0.0,0.0,0.01455026455026455,0.0,0.75,1.2594269452018798,0.5044404973357016,0.8720136933118589,-0.0634248304902156,-0.06008406202087979,-0.04723304175395687,-0.04143826311872399,-0.06442880894972407
WF3,R4,0.25,STRICT_TRADE_THROUGH,987,817,0.8277608915906788,0.00911854103343465,0.0,0.0,0.020263424518743668,0.0,0.75,1.1197722864030297,0.619235836627141,1.6399324867712253,0.24366335794055882,0.2691793878044148,0.18737638163818046,0.20978435191849118,0.12861245053382384
WF1,R1,0.5,TOUCH_FILL,465,427,0.9182795698924732,0.004301075268817204,0.0,0.0,0.0,0.0,2.6388064762227685,3.118152201432129,0.31955922865013775,1.017375162544058,0.011822769003807911,0.011822769003807932,0.009229387415875838,0.009229387415875838,-0.1284050211862747
WF2,R1,0.5,TOUCH_FILL,380,350,0.9210526315789473,0.002631578947368421,0.0,0.0,0.0,0.0,2.5227392528680155,3.648050807660498,0.3281733746130031,1.2693400071056526,0.1809497880555003,0.1809497880555003,0.15380731984717522,0.15380731984717522,0.08275468826822785
WF3,R1,0.5,TOUCH_FILL,413,380,0.9200968523002422,0.007263922518159807,0.0,0.0,0.0,0.0,3.0,4.076396822445879,0.28328611898017,1.105748656805635,0.07579153023180038,0.07579153023180042,0.06478065416906913,0.06478065416906913,-0.0005946484943691342
WF1,R2,0.5,TOUCH_FILL,1044,639,0.6120689655172413,0.04885057471264368,0.0,0.0009578544061302681,0.034482758620689655,0.0,0.9523809523809523,1.2889687342408982,0.4829821717990275,0.8467699408763752,-0.07922267238320312,-0.07176724288563421,-0.04873600465559034,-0.026609567873981135,-0.06980880159045624
WF2,R2,0.5,TOUCH_FILL,952,597,0.6271008403361344,0.046218487394957986,0.0,0.0,0.06092436974789916,0.0,1.0,1.3953119333537622,0.5218120805369127,1.1472486084491522,0.07041250571813493,0.07326485471142345,0.0325271569411853,0.07002715694118532,0.031476736773118075
WF3,R2,0.5,TOUCH_FILL,923,570,0.6175514626218852,0.050920910075839654,0.0,0.0314192849404117,0.04658721560130011,0.0,0.75,1.176743298252531,0.5301418439716312,1.0826193519892178,0.03881937637791256,0.044138525314082876,0.019386921210338755,0.047014223485528424,0.012886379498529436
WF1,R3,0.5,TOUCH_FILL,720,487,0.6763888888888889,0.05138888888888889,0.0,0.002777777777777778,0.03333333333333333,0.0,0.8888888888888888,1.348052962236624,0.5511482254697286,1.4988629021486997,0.22391549887676493,0.23226622956569906,0.1489660055027367,0.16979933883606924,0.1378548943916256
WF2,R3,0.5,TOUCH_FILL,759,538,0.7088274044795784,0.048748353096179184,0.0,0.005270092226613966,0.034255599472990776,0.0,0.875,1.209567964411703,0.5762081784386617,1.297897201054445,0.12624639747288738,0.12903450156210683,0.08948690624560397,0.10793222903875291,0.08948690624560397
WF3,R3,0.5,TOUCH_FILL,685,489,0.7138686131386861,0.04525547445255475,0.0,0.0072992700729927005,0.021897810218978103,0.0,0.8461538461538461,1.1538751707164807,0.516597510373444,0.8930228302220078,-0.05171303020388417,-0.048600997008863306,-0.03638785482959441,-0.023979095705506735,-0.04660683293178419
WF1,R4,0.5,TOUCH_FILL,931,606,0.6509129967776585,0.06659505907626208,0.0,0.0010741138560687433,0.04189044038668099,0.0,0.8,1.3240362156472187,0.5416666666666666,1.1279553638898752,0.05864620844952608,0.07531287511619274,0.03779562306091907,0.06679669717477514,0.03135093992450661
WF2,R4,0.5,TOUCH_FILL,756,517,0.6838624338624338,0.062169312169312166,0.0,0.0026455026455026454,0.03571428571428571,0.0,0.8524551617179879,1.3813452536574817,0.4503968253968254,0.8320820983978734,-0.09228821179323228,-0.08855636130070041,-0.061525474528821525,-0.041841807004699735,-0.07872124172458872
WF3,R4,0.5,TOUCH_FILL,987,759,0.7689969604863222,0.06585612968591692,0.0,0.002026342451874367,0.020263424518743668,0.0,0.8,1.205550631209202,0.5877318116975749,1.6170608376043338,0.25439455359151575,0.28202175283069786,0.180679414455575,0.20587360560721296,0.12191548335121836
WF1,R1,0.5,STRICT_TRADE_THROUGH,465,427,0.9182795698924732,0.004301075268817204,0.0,0.0,0.0,0.0,2.6388064762227685,3.118152201432129,0.31955922865013775,1.017375162544058,0.011822769003807911,0.011822769003807932,0.009229387415875838,0.009229387415875838,-0.1284050211862747
WF2,R1,0.5,STRICT_TRADE_THROUGH,380,347,0.9131578947368421,0.010526315789473684,0.0,0.0,0.0,0.0,2.545478505736031,3.675267385248341,0.321875,1.2624275647093397,0.17795869231852057,0.17795869231852063,0.1498599514261226,0.1498599514261226,0.07880731984717522
WF3,R1,0.5,STRICT_TRADE_THROUGH,413,380,0.9200968523002422,0.007263922518159807,0.0,0.0,0.0,0.0,3.0,4.076396822445879,0.28328611898017,1.105748656805635,0.07579153023180038,0.07579153023180042,0.06478065416906913,0.06478065416906913,-0.0005946484943691342
WF1,R2,0.5,STRICT_TRADE_THROUGH,1044,638,0.6111111111111112,0.05555555555555555,0.0,0.0009578544061302681,0.028735632183908046,0.0,0.9600614439324117,1.2902053623509935,0.48214285714285715,0.8452025427572529,-0.08016296892927975,-0.07269543646174724,-0.04921493185865547,-0.029962058295437074,-0.07028772879352137
WF2,R2,0.5,STRICT_TRADE_THROUGH,952,595,0.625,0.05357142857142857,0.0,0.0,0.05567226890756303,0.0,1.0,1.3983213852305818,0.5202020202020202,1.1437398365193276,0.06896608317846532,0.07182803604041817,0.031476736773118075,0.06635068635295001,0.030426316605050848
WF3,R2,0.5,STRICT_TRADE_THROUGH,923,567,0.6143011917659805,0.05742145178764897,0.0,0.0314192849404117,0.04333694474539545,0.0,0.75,1.1803239506242376,0.5276292335115864,1.0769589746307273,0.036353169834478935,0.041700763417366754,0.017761785782386425,0.043763952629623765,0.011261244070577107
WF1,R3,0.5,STRICT_TRADE_THROUGH,720,485,0.6736111111111112,0.05694444444444444,0.0,0.005555555555555556,0.027777777777777776,0.0,0.8888888888888888,1.3515500878540945,0.549266247379455,1.494211739358002,0.2227579118699589,0.23114365610475862,0.14757711661384781,0.16563267216940258,0.13646600550273671
WF2,R3,0.5,STRICT_TRADE_THROUGH,759,538,0.7088274044795784,0.05665349143610013,0.0,0.005270092226613966,0.026350461133069828,0.0,0.875,1.209567964411703,0.5762081784386617,1.297897201054445,0.12624639747288738,0.12903450156210683,0.08948690624560397,0.10397965986879246,0.08948690624560397
WF3,R3,0.5,STRICT_TRADE_THROUGH,685,488,0.7124087591240876,0.04817518248175182,0.0,0.0072992700729927005,0.020437956204379562,0.0,0.8461538461538461,1.1552150788531947,0.5155925155925156,0.8908769074752267,-0.05286004274069058,-0.04974153962218732,-0.037117781836893675,-0.025438949720105273,-0.047336759939083456
WF1,R4,0.5,STRICT_TRADE_THROUGH,931,600,0.644468313641246,0.08055853920515575,0.0,0.0010741138560687433,0.034371643394199784,0.0,0.8,1.332276577803691,0.5370370370370371,1.1170462729807842,0.05418808934295564,0.07102310617797246,0.03457328149271284,0.059814957110328304,0.02812859835630038
WF2,R4,0.5,STRICT_TRADE_THROUGH,756,517,0.6838624338624338,0.06746031746031746,0.0,0.0026455026455026454,0.03042328042328042,0.0,0.8524551617179879,1.3813452536574817,0.4503968253968254,0.8320820983978734,-0.09228821179323228,-0.08855636130070041,-0.061525474528821525,-0.04448730965020238,-0.07872124172458872
WF3,R4,0.5,STRICT_TRADE_THROUGH,987,759,0.7689969604863222,0.06585612968591692,0.0,0.002026342451874367,0.020263424518743668,0.0,0.8,1.205550631209202,0.5877318116975749,1.6170608376043338,0.25439455359151575,0.28202175283069786,0.180679414455575,0.20587360560721296,0.12191548335121836
WF1,R1,0.75,TOUCH_FILL,465,423,0.9096774193548387,0.012903225806451613,0.0,0.0,0.0,0.0,2.6666666666666665,3.1431684861011786,0.31197771587743733,1.0088528706209572,0.0060909722656725075,0.0060909722656725075,0.00470249256640091,0.00470249256640091,-0.13293191603574964
WF2,R1,0.75,TOUCH_FILL,380,347,0.9131578947368421,0.010526315789473684,0.0,0.0,0.0,0.0,2.545478505736031,3.686401783990809,0.321875,1.2675595295187239,0.18143880595488426,0.18143880595488432,0.15279057343569202,0.15279057343569202,0.08173794185674466
WF3,R1,0.75,TOUCH_FILL,413,380,0.9200968523002422,0.007263922518159807,0.0,0.0,0.0,0.0,3.0,4.08001541724285,0.28328611898017,1.1109893400354485,0.07954760064863547,0.07954760064863552,0.06799104849629138,0.06799104849629138,0.002615745832853127
WF1,R2,0.75,TOUCH_FILL,1044,583,0.5584291187739464,0.06992337164750957,0.0,0.012452107279693486,0.05555555555555555,0.0,1.0,1.4135052318174226,0.44028520499108736,0.8255315711841338,-0.09765256087019969,-0.08945291737643855,-0.05726349295802875,-0.010711768820097726,-0.07833628989289465
WF2,R2,0.75,TOUCH_FILL,952,542,0.569327731092437,0.11029411764705882,0.0,0.004201680672268907,0.05042016806722689,0.0,1.0,1.537681118825659,0.4879852125693161,1.1501766560496332,0.07689266862430388,0.08012741908641105,0.026889636266542425,0.06995686315729874,0.0258392160984752
WF3,R2,0.75,TOUCH_FILL,923,498,0.5395449620801733,0.10400866738894908,0.0,0.06825568797399784,0.03466955579631636,0.0,0.8333333333333334,1.3358327878226894,0.4715447154471545,1.023307122346187,0.012316771971562149,0.01943059310977341,0.0022316921018511095,0.03148412980499298,-0.004268849609958208
WF1,R3,0.75,TOUCH_FILL,720,461,0.6402777777777777,0.07777777777777778,0.0,0.018055555555555554,0.027777777777777776,0.0,1.0,1.4456780969005736,0.5342163355408388,1.5496603389705725,0.2560228068935779,0.26540470534832333,0.16108101600387612,0.18573379378165336,0.14996990489276502
WF2,R3,0.75,TOUCH_FILL,759,495,0.6521739130434783,0.08300395256916997,0.0,0.03293807641633729,0.028985507246376812,0.0,1.0,1.3335105090427695,0.5434343434343434,1.3136449176806841,0.14319949776936286,0.14673485130471653,0.09339097680610622,0.11644763029754242,0.09339097680610622
WF3,R3,0.75,TOUCH_FILL,685,433,0.6321167883211679,0.06715328467153285,0.0,0.058394160583941604,0.030656934306569343,0.0,0.9999999999998788,1.3033246214377165,0.4671361502347418,0.8802277286579225,-0.0638223136024685,-0.05971433238181122,-0.03969095707248406,-0.015238402327958492,-0.04990993517467384
WF1,R4,0.75,TOUCH_FILL,931,556,0.5972073039742213,0.11063372717508056,0.0,0.01611170784103115,0.036519871106337275,0.0,0.8516483516483215,1.4738733700145243,0.509090909090909,1.1665903281286267,0.08178070653587136,0.09996252471768956,0.04294241524675536,0.07838817249702389,0.0364977321103429
WF2,R4,0.75,TOUCH_FILL,756,477,0.6309523809523809,0.10978835978835978,0.0,0.010582010582010581,0.03306878306878307,0.0,0.9166666666666666,1.5175136037753343,0.41594827586206895,0.8376679017029305,-0.0948103418933315,-0.09075678015144345,-0.06480423100331456,-0.03685336771199703,-0.08199999819908176
WF3,R4,0.75,TOUCH_FILL,987,690,0.6990881458966566,0.10739614994934144,0.0,0.031408308004052685,0.019250253292806486,0.0,0.8461538461538461,1.3471229909246156,0.5443037974683544,1.6006665741042516,0.27372147680700076,0.3048396202669166,0.1752704897082315,0.2027949746795251,0.11650655860387486
WF1,R1,0.75,STRICT_TRADE_THROUGH,465,423,0.9096774193548387,0.012903225806451613,0.0,0.0,0.0,0.0,2.6666666666666665,3.1431684861011786,0.31197771587743733,1.0088528706209572,0.0060909722656725075,0.0060909722656725075,0.00470249256640091,0.00470249256640091,-0.13293191603574964
WF2,R1,0.75,STRICT_TRADE_THROUGH,380,347,0.9131578947368421,0.010526315789473684,0.0,0.0,0.0,0.0,2.545478505736031,3.686401783990809,0.321875,1.2675595295187239,0.18143880595488426,0.18143880595488432,0.15279057343569202,0.15279057343569202,0.08173794185674466
WF3,R1,0.75,STRICT_TRADE_THROUGH,413,378,0.9152542372881356,0.007263922518159807,0.0,0.004842615012106538,0.0,0.0,3.0,4.097634546434612,0.2792022792022792,1.1050604862805071,0.07572735905688983,0.07572735905688985,0.06435908723721148,0.06435908723721148,-0.0010162154262267765
WF1,R2,0.75,STRICT_TRADE_THROUGH,1044,581,0.5565134099616859,0.07183908045977011,0.0,0.013409961685823755,0.05459770114942529,0.0,1.0,1.4157892429424395,0.4418604651162791,0.8308234402301858,-0.09442412638315209,-0.08619514606114853,-0.05630563855189849,-0.010232841617032593,-0.07737843548676439
WF2,R2,0.75,STRICT_TRADE_THROUGH,952,542,0.569327731092437,0.11029411764705882,0.0,0.004201680672268907,0.05042016806722689,0.0,1.0,1.537681118825659,0.4879852125693161,1.1501766560496332,0.07689266862430388,0.08012741908641105,0.026889636266542425,0.06995686315729874,0.0258392160984752
WF3,R2,0.75,STRICT_TRADE_THROUGH,923,493,0.5341278439869989,0.10617551462621885,0.0,0.07258938244853738,0.03358613217768147,0.0,0.8571428571428974,1.3417742968269764,0.46611909650924027,1.0088840454231096,0.00474302219714287,0.011929880513364511,-0.0018311464680297138,0.026608723521135996,-0.008331688179839031
WF1,R3,0.75,STRICT_TRADE_THROUGH,720,458,0.6361111111111111,0.08055555555555556,0.0,0.019444444444444445,0.027777777777777776,0.0,1.0,1.4502349403300534,0.5333333333333333,1.549896816775194,0.25661851449509065,0.2660629589395344,0.16038657155943167,0.18503934933720892,0.14927546044832057
WF2,R3,0.75,STRICT_TRADE_THROUGH,759,495,0.6521739130434783,0.08300395256916997,0.0,0.03293807641633729,0.028985507246376812,0.0,1.0,1.3335105090427695,0.5434343434343434,1.3136449176806841,0.14319949776936286,0.14673485130471653,0.09339097680610622,0.11644763029754242,0.09339097680610622
WF3,R3,0.75,STRICT_TRADE_THROUGH,685,431,0.6291970802919709,0.07007299270072993,0.0,0.061313868613138686,0.027737226277372264,0.0,0.9999999999998788,1.3058922530917203,0.46462264150943394,0.8736197991425042,-0.06766109810059336,-0.06353373961002728,-0.04188073809438187,-0.019617964371754112,-0.05209971619657165
WF1,R4,0.75,STRICT_TRADE_THROUGH,931,555,0.5961331901181526,0.11600429645542427,0.0,0.017185821697099892,0.031149301825993556,0.0,0.8571428571427968,1.4751776463568929,0.5081967213114754,1.163812550350849,0.08056354935287659,0.09877848560059972,0.0421368298547038,0.07355466014471455,0.03569214671829134
WF2,R4,0.75,STRICT_TRADE_THROUGH,756,477,0.6309523809523809,0.11243386243386243,0.0,0.010582010582010581,0.03042328042328042,0.0,0.9166666666666666,1.5175136037753343,0.41594827586206895,0.8376679017029305,-0.0948103418933315,-0.09075678015144345,-0.06480423100331456,-0.03883749469612401,-0.08199999819908176
WF3,R4,0.75,STRICT_TRADE_THROUGH,987,679,0.6879432624113475,0.11043566362715299,0.0,0.04154002026342452,0.017223910840932118,0.0,0.8461538461538461,1.356796559260655,0.5362318840579711,1.5720207407709181,0.2652849812270926,0.29695433173702296,0.16691182709424973,0.19291655522663756,0.1081478959898931
WF1,R1,1.0,TOUCH_FILL,465,415,0.8924731182795699,0.030107526881720432,0.0,0.0,0.0,0.0,2.6818181818181817,3.193296721856606,0.2962962962962963,0.988404727931727,-0.008159635899895865,-0.008159635899895825,-0.006159209034114928,-0.006159209034114928,-0.14379361763626547
WF2,R1,1.0,TOUCH_FILL,380,341,0.8973684210526316,0.013157894736842105,0.0,0.007894736842105263,0.005263157894736842,0.0,2.6666666666666665,3.752040399671408,0.3089171974522293,1.251649571275964,0.17391069097733816,0.17391069097733816,0.1437051499128531,0.14896830780758996,0.07265251833390574
WF3,R1,1.0,TOUCH_FILL,413,377,0.9128329297820823,0.007263922518159807,0.0,0.007263922518159807,0.0,0.0,3.0,4.1170673830778695,0.27714285714285714,1.1133816477780563,0.08195873396528078,0.08195873396528076,0.06945655420786505,0.06945655420786505,0.00408125154442679
WF1,R2,1.0,TOUCH_FILL,1044,523,0.5009578544061303,0.11015325670498084,0.0,0.04693486590038314,0.038314176245210725,0.0,1.1,1.5780641260510053,0.39520958083832336,0.8130634773126943,-0.11305741791268191,-0.10387578118613501,-0.061917400741622254,-0.020154948634342553,-0.08299019767648816
WF2,R2,1.0,TOUCH_FILL,952,496,0.5210084033613446,0.14705882352941177,0.0,0.03361344537815126,0.032563025210084036,0.0,1.1999999999999,1.6937191256207882,0.44242424242424244,1.107752221164416,0.060080026346219687,0.06412043038662373,0.013381946472036497,0.04699539185018777,0.01233152630396927
WF3,R2,1.0,TOUCH_FILL,923,438,0.4745395449620802,0.13542795232936078,0.0,0.11159263271939328,0.02275189599133261,0.0,1.0,1.5286822602060277,0.41203703703703703,0.97069709760289,-0.01722902131681931,-0.0172290213168193,-0.015647819294545975,0.007104076696786636,-0.022148361006355293
WF1,R3,1.0,TOUCH_FILL,720,427,0.5930555555555556,0.09027777777777778,0.0,0.05555555555555555,0.025,0.0,1.0,1.5989150933374034,0.5129411764705882,1.6156940873289718,0.29987923782846376,0.31046747312258016,0.17701205010707932,0.20548427232930075,0.17423427232930153
WF2,R3,1.0,TOUCH_FILL,759,451,0.5942028985507246,0.12779973649538867,0.0,0.06324110671936758,0.011857707509881422,0.0,1.0,1.4885387149267906,0.5011086474501109,1.305306098464221,0.15231457240454496,0.1567491622049884,0.09050576041429481,0.10368099098082972,0.09050576041429481
WF3,R3,1.0,TOUCH_FILL,685,384,0.5605839416058395,0.08613138686131387,0.0,0.11386861313868613,0.026277372262773723,0.0,1.1239170140508246,1.4722377710311727,0.45526315789473687,0.9753689410815826,-0.013417445252927438,-0.013417445252927457,-0.008903108315492594,0.01737426394728113,-0.014742524373886755
WF1,R4,1.0,TOUCH_FILL,931,514,0.5520945220193341,0.13211600429645542,0.0,0.04296455424274973,0.03329752953813104,0.0,1.0,1.6513542810626591,0.4763779527559055,1.2082317737820394,0.10903474768902056,0.1287197870590993,0.051975995516672875,0.09064409433514764,0.04553131238026041
WF2,R4,1.0,TOUCH_FILL,756,457,0.6044973544973545,0.12433862433862433,0.0,0.023809523809523808,0.031746031746031744,0.0,1.0,1.6626317434656461,0.39864864864864863,0.8949890889660992,-0.06314845325687277,-0.05864394875236828,-0.043700943447158073,-0.010632160378375012,-0.06089671064292527
WF3,R4,1.0,TOUCH_FILL,987,612,0.6200607902735562,0.13171225937183384,0.0,0.08206686930091185,0.02330293819655522,0.0,1.0,1.5370588426856808,0.4955116696588869,1.557498013714406,0.28125124210726776,0.31775632888165434,0.15872030582953203,0.19350585125337535,0.10299588840298696
WF1,R1,1.0,STRICT_TRADE_THROUGH,465,415,0.8924731182795699,0.030107526881720432,0.0,0.0,0.0,0.0,2.6818181818181817,3.193296721856606,0.2962962962962963,0.988404727931727,-0.008159635899895865,-0.008159635899895825,-0.006159209034114928,-0.006159209034114928,-0.14379361763626547
WF2,R1,1.0,STRICT_TRADE_THROUGH,380,341,0.8973684210526316,0.013157894736842105,0.0,0.007894736842105263,0.005263157894736842,0.0,2.6666666666666665,3.752040399671408,0.3089171974522293,1.251649571275964,0.17391069097733816,0.17391069097733816,0.1437051499128531,0.14896830780758996,0.07265251833390574
WF3,R1,1.0,STRICT_TRADE_THROUGH,413,377,0.9128329297820823,0.007263922518159807,0.0,0.007263922518159807,0.0,0.0,3.0,4.1170673830778695,0.27714285714285714,1.1133816477780563,0.08195873396528078,0.08195873396528076,0.06945655420786505,0.06945655420786505,0.00408125154442679
WF1,R2,1.0,STRICT_TRADE_THROUGH,1044,504,0.4827586206896552,0.12835249042145594,0.0,0.06321839080459771,0.022030651340996167,0.0,1.1428571428571428,1.5998562260410234,0.3900414937759336,0.8039395701555999,-0.11958872691753866,-0.11004515845280834,-0.06287525514775252,-0.037396327944687384,-0.08394805208261842
WF2,R2,1.0,STRICT_TRADE_THROUGH,952,477,0.5010504201680672,0.15861344537815125,0.0,0.046218487394957986,0.028361344537815126,0.0,1.2083333333333752,1.721351543622455,0.43487394957983194,1.0919688217151629,0.051973976977686444,0.05617565764995539,0.006029005295565925,0.035440770001448275,0.004978585127498698
WF3,R2,1.0,STRICT_TRADE_THROUGH,923,433,0.46912242686890576,0.13759479956663057,0.0,0.11592632719393282,0.021668472372697724,0.0,1.0,1.5347871361899315,0.4088785046728972,0.9626761375143639,-0.022062937403892362,-0.022062937403892362,-0.017814666531815748,0.0038538058408819774,-0.02323178462499018
WF1,R3,1.0,STRICT_TRADE_THROUGH,720,387,0.5375,0.10555555555555556,0.0,0.10416666666666667,0.015277777777777777,0.0,1.1,1.6608184621578068,0.4701298701298701,1.4580817454759665,0.24272383396648603,0.249217340459991,0.1270120501070793,0.14437316121818963,0.12423427232930154
WF2,R3,1.0,STRICT_TRADE_THROUGH,759,435,0.5731225296442688,0.14492753623188406,0.0,0.07378129117259552,0.005270092226613966,0.0,1.0476190476190477,1.5065079550160518,0.4850574712643678,1.2441690721180794,0.1257330394355167,0.130330740584942,0.07206043762114593,0.07864805290441339,0.07206043762114593
