instrument,horizon,feature_set,model,decile,n,mean_pred_width,median_abs_return,mean_abs_return,median_path_range,mean_path_range
AG,4,F2_ACTIVITY,gbr_quantile,2,225,0.011812104080566528,0.002761161441328,0.004307908934313985,0.0069681738151182995,0.008637741461397631
AG,4,F2_ACTIVITY,gbr_quantile,3,225,0.013587346493861022,0.0032740094028965,0.0038273642894346453,0.0067957492121361995,0.008173392162256064
AG,4,F2_ACTIVITY,gbr_quantile,4,225,0.017442117571605707,0.0052190369325763,0.006663692748049901,0.0111942634205603,0.01232371531620122
AG,4,F2_ACTIVITY,gbr_quantile,5,225,0.019371262070872624,0.0046823048581677,0.007158760529512642,0.011222136553541,0.013444560211033492
AG,4,F2_ACTIVITY,gbr_quantile,6,225,0.02027768492543633,0.0039393516630957,0.0064315062914386285,0.0104625082512508,0.01291035587462769
AG,4,F2_ACTIVITY,gbr_quantile,7,225,0.021225258800106457,0.0044017538320356,0.006192540629241338,0.010270930952094,0.012126522636066051
AG,4,F2_ACTIVITY,gbr_quantile,8,225,0.022280044641222834,0.005074183349365,0.00745450438795441,0.0118076812865111,0.01384905336404525
AG,4,F2_ACTIVITY,gbr_quantile,9,225,0.024117346023801108,0.0059025361412596,0.007697507596203014,0.012534523648354098,0.014246035406484146
AG,4,F2_ACTIVITY,gbr_quantile,10,225,0.028680343652282836,0.006478504843203,0.008018760531424834,0.0132870148298161,0.015781010494908695
AG,4,F3_VOL,linear_qr,1,225,0.01617188894847218,0.0036637777852143,0.005074629129391934,0.0091195802542186,0.010571309956574335
AG,4,F3_VOL,linear_qr,2,225,0.017550239987535944,0.003568736201276,0.005842862605586527,0.009172794410297,0.01134726335993277
AG,4,F3_VOL,linear_qr,3,225,0.018217478417232355,0.0037150909020024,0.005280049660315904,0.0082491573226915,0.010146581137720953
AG,4,F3_VOL,linear_qr,4,225,0.018800003770650872,0.0036491798391301,0.006154868628173913,0.009480505993010601,0.011565001067632608
AG,4,F3_VOL,linear_qr,5,225,0.01935927720503718,0.0034414979886652,0.005717534769197647,0.0090030967196944,0.010838899443647354
AG,4,F3_VOL,linear_qr,6,225,0.019890718214058113,0.003539826705124,0.006224733445145548,0.0099034337634798,0.01202464575782998
AG,4,F3_VOL,linear_qr,7,225,0.020427641477014133,0.0039942635641722,0.006308525899800615,0.010555355088315701,0.012513032052700553
AG,4,F3_VOL,linear_qr,8,225,0.02098326377763382,0.0045277153368643,0.0073281296440312945,0.011019199400993801,0.01327627873941193
AG,4,F3_VOL,linear_qr,9,225,0.021822900302648978,0.0045530711397754,0.006451348548294271,0.0107926002099873,0.013236748681290753
AG,4,F3_VOL,linear_qr,10,225,0.02421524102058185,0.0054353052936829,0.006624969612065047,0.011807681286511,0.013260335051310284
AG,4,F3_VOL,gbr_quantile,1,225,0.01008342721277064,0.002328449209794,0.003090988521543329,0.005798905824415,0.007090169262592081
AG,4,F3_VOL,gbr_quantile,2,225,0.011794558590615166,0.0027116822256614,0.004139535805151862,0.0066781589889463,0.008390345627167188
AG,4,F3_VOL,gbr_quantile,3,225,0.01368070057306264,0.0030916173159878,0.00391229075961932,0.0070330272491962,0.00829455505777001
AG,4,F3_VOL,gbr_quantile,4,225,0.016932441262094478,0.0043776518181195,0.006422847598518691,0.010545915039579001,0.012056511184389532
AG,4,F3_VOL,gbr_quantile,5,225,0.018930542281358407,0.0048591267159674,0.006731018914116286,0.0111146772592314,0.012393906565860178
AG,4,F3_VOL,gbr_quantile,6,225,0.020050950789777228,0.0039835217511995,0.006575758245276187,0.010536924733229501,0.013081104503291531
AG,4,F3_VOL,gbr_quantile,7,225,0.02106429032060437,0.0046823048581677,0.007017201674435248,0.0113523756758298,0.013321249655397912
AG,4,F3_VOL,gbr_quantile,8,225,0.02209690578948156,0.0055534749015944,0.007109030504843681,0.0114487158722718,0.013133151659571678
AG,4,F3_VOL,gbr_quantile,9,225,0.023670815450636762,0.0059025361412596,0.008070001661621766,0.0125975830614938,0.014875640291425395
AG,4,F3_VOL,gbr_quantile,10,225,0.027982338682024,0.0060749837522047,0.00793897825687633,0.013347717269737101,0.016143461440586006
AG,8,F1_DIRECTION,linear_qr,1,225,0.025177586064893037,0.0066457470308286,0.009428642521885992,0.0141342696495002,0.017275457903773345
AG,8,F1_DIRECTION,linear_qr,2,225,0.028470660759789525,0.0061895239412936,0.008833285394640945,0.0146708082173351,0.017179153494624674
AG,8,F1_DIRECTION,linear_qr,3,225,0.02988237223602429,0.0062470495821477,0.008717499336246751,0.0145215448682608,0.016669772705029565
AG,8,F1_DIRECTION,linear_qr,4,225,0.03093278279683738,0.005946980328106,0.0080274745935402,0.014594106464857499,0.016240761418604584
AG,8,F1_DIRECTION,linear_qr,5,225,0.03171228745650587,0.0063458700529029,0.009049710623324868,0.014339707629700299,0.01737704190346236
AG,8,F1_DIRECTION,linear_qr,6,225,0.03246242050513848,0.0064895931089665,0.00937571206896983,0.0150735123200599,0.017422206145011263
AG,8,F1_DIRECTION,linear_qr,7,225,0.03334397090237729,0.0061555491540052,0.009284565095417856,0.0145317520521614,0.016939684590572185
AG,8,F1_DIRECTION,linear_qr,8,225,0.03428692533050538,0.006569709223161,0.009622611939168732,0.01495609115365,0.017853456033851644
AG,8,F1_DIRECTION,linear_qr,9,225,0.03557018408354087,0.006725143979057,0.010023161017566876,0.0155441738481045,0.018700340915072194
AG,8,F1_DIRECTION,linear_qr,10,225,0.03986304430008478,0.0070996330786074,0.010309681654239788,0.0179703894102419,0.021839844454542373
AG,8,F1_DIRECTION,gbr_quantile,1,225,0.019029828949678234,0.003337715700246,0.0055544862420408535,0.0095980261186658,0.011731920489665626
AG,8,F1_DIRECTION,gbr_quantile,2,225,0.022574389055419034,0.0043075148865134,0.005974097261759976,0.009435067249507299,0.011673291894590432
AG,8,F1_DIRECTION,gbr_quantile,3,225,0.026418964735850183,0.0062987113597721,0.009174537520399706,0.014961928045484501,0.018129903136039398
AG,8,F1_DIRECTION,gbr_quantile,4,225,0.029334850005342448,0.0066126298103801,0.010103376931792453,0.0163743074855906,0.018993090354245765
AG,8,F1_DIRECTION,gbr_quantile,5,225,0.031094741602990823,0.0075507673519165,0.009838960204351623,0.0172567990506428,0.018937254055574518
AG,8,F1_DIRECTION,gbr_quantile,6,225,0.032462726252051065,0.0079828852383739,0.009670384894994116,0.0166649796305903,0.01855139876104022
AG,8,F1_DIRECTION,gbr_quantile,7,225,0.033629059368950664,0.0077124988579373,0.009343408410109935,0.0160403123569451,0.018529015174974725
AG,8,F1_DIRECTION,gbr_quantile,8,225,0.03481203145144258,0.0088408334062763,0.011013653945105282,0.0180540152595604,0.019880794096878356
AG,8,F1_DIRECTION,gbr_quantile,9,225,0.036214559429337434,0.0079966756098591,0.01100071200930446,0.0160906064592414,0.019862560801059255
AG,8,F1_DIRECTION,gbr_quantile,10,225,0.040318763623710126,0.0070283889816896,0.01099872682514343,0.0174976385936978,0.021208490800475894
AG,8,F2_ACTIVITY,linear_qr,1,225,0.024229976752783933,0.0062474172377117,0.009561762115066295,0.0148640226321493,0.018245592782625976
AG,8,F2_ACTIVITY,linear_qr,2,225,0.028113694725305827,0.0057929198927841,0.00825512586503081,0.0135263116120273,0.015776906030487
AG,8,F2_ACTIVITY,linear_qr,3,225,0.029722320090373927,0.0065249986025381,0.008886464639199202,0.015110080603948901,0.016346616465195692
AG,8,F2_ACTIVITY,linear_qr,4,225,0.030931056775184342,0.0066126298103801,0.008150121441633332,0.0141042161075976,0.01584594721847163
AG,8,F2_ACTIVITY,linear_qr,5,225,0.031955740862221325,0.0057950938930402,0.008072331986340059,0.0144466522305194,0.016458736112711977
AG,8,F2_ACTIVITY,linear_qr,6,225,0.033029178501965385,0.006518058777654,0.009035816628810648,0.0164046860794732,0.01732043739562215
AG,8,F2_ACTIVITY,linear_qr,7,225,0.03403300833490274,0.0062256453540451,0.009540862198973155,0.014488632562317,0.01744211451573504
AG,8,F2_ACTIVITY,linear_qr,8,225,0.03513781766892213,0.0059872080827704,0.00975167900184372,0.0150087239834278,0.018099869694333692
AG,8,F2_ACTIVITY,linear_qr,9,225,0.036694169728373124,0.0066847961487173,0.009975890668994977,0.0159901973524461,0.019204932875180308
AG,8,F2_ACTIVITY,linear_qr,10,225,0.0414633301220162,0.0070550653944333,0.011442289699109634,0.0179703894102419,0.02275656647418073
AG,8,F2_ACTIVITY,gbr_quantile,1,225,0.019411848826284737,0.00339275942242,0.005682832979010599,0.0090726428775723,0.011566902076236927
AG,8,F2_ACTIVITY,gbr_quantile,2,225,0.02294640590110536,0.0043104944224674,0.006454156330976433,0.0103399887253563,0.013432204583435439
AG,8,F2_ACTIVITY,gbr_quantile,3,225,0.026020149031384804,0.005909977222689,0.009058242343627565,0.0139171134848605,0.01705022022322672
AG,8,F2_ACTIVITY,gbr_quantile,4,225,0.028240063901887606,0.0071150330942278,0.00983085636083661,0.0156871219852078,0.01829815900866941
AG,8,F2_ACTIVITY,gbr_quantile,5,225,0.030027417419642946,0.0075076848651893,0.009990441910711096,0.015424106543689,0.018134046296229087
AG,8,F2_ACTIVITY,gbr_quantile,6,225,0.03167829455394669,0.0068027473227525,0.009142197848311464,0.016391493180515,0.01807509088620565
AG,8,F2_ACTIVITY,gbr_quantile,7,225,0.03321865684203997,0.0082322217384597,0.010216817046418341,0.017097477930297,0.0192489304420477
AG,8,F2_ACTIVITY,gbr_quantile,8,225,0.03477438237427048,0.0083656375006785,0.010411117484444203,0.0179077507944249,0.020003680328508824
AG,8,F2_ACTIVITY,gbr_quantile,9,225,0.036765549673908424,0.008434158523786,0.010518687220998277,0.0176427992427496,0.019881487788538404
AG,8,F2_ACTIVITY,gbr_quantile,10,225,0.04109468092052407,0.0076221480168652,0.011366994719667246,0.017979531303593217,0.02180699793144603
AG,8,F3_VOL,linear_qr,1,225,0.023771483786821854,0.0066457470308286,0.009919739839853194,0.0149604432384452,0.0184923465017071
AG,8,F3_VOL,linear_qr,2,225,0.02790642040437361,0.0061421062540668,0.0088400612742848,0.014235974525975699,0.016536011165396207
AG,8,F3_VOL,linear_qr,3,225,0.029573318129633742,0.0066782340705536,0.008460938324816487,0.0139989053505525,0.015821801973848516
AG,8,F3_VOL,linear_qr,4,225,0.030787985247734684,0.0059876434627699,0.007781816382181113,0.0139572104319665,0.015316001083056703
AG,8,F3_VOL,linear_qr,5,225,0.031854968047475105,0.0062359892780499,0.008662107963713962,0.0151509082706035,0.016796740669141923
AG,8,F3_VOL,linear_qr,6,225,0.03287509548868313,0.0063560202652298,0.008923322604643576,0.0145906067625939,0.017392609012400976
AG,8,F3_VOL,linear_qr,7,225,0.0339941005125987,0.0059382597302593,0.009118710606124632,0.014646315517239,0.017302393777779496
AG,8,F3_VOL,linear_qr,8,225,0.03527308700448457,0.0066459084666648,0.010267162263549725,0.0153320097488584,0.018870936327824824
AG,8,F3_VOL,linear_qr,9,225,0.03694058260239489,0.006558730702193,0.009420754745704056,0.0155454429456428,0.01839950622657595
AG,8,F3_VOL,linear_qr,10,225,0.042627198605232196,0.0072856202019577,0.01127773024013029,0.0186564664940923,0.02256937282681249
AG,8,F3_VOL,gbr_quantile,1,225,0.01928979715364209,0.003493730725416,0.005531089797402886,0.0090726428775723,0.011338391474196612
AG,8,F3_VOL,gbr_quantile,2,225,0.022843836194054792,0.0042536286386995,0.006164775771180256,0.0100972190274653,0.012954885929667948
AG,8,F3_VOL,gbr_quantile,3,225,0.025622461944720665,0.0064325787936115,0.009031078051203912,0.013541712576156701,0.016802685707978243
AG,8,F3_VOL,gbr_quantile,4,225,0.028166419204136275,0.0075214505988921,0.010078325989010126,0.0152563801840961,0.01887745920855458
AG,8,F3_VOL,gbr_quantile,5,225,0.030120186901993955,0.0072851698835882,0.009415062982999966,0.016318713118029,0.017599218184520912
AG,8,F3_VOL,gbr_quantile,6,225,0.031664808336403644,0.0071372230015319,0.010587429013887933,0.0172158185708368,0.01974427173458417
AG,8,F3_VOL,gbr_quantile,7,225,0.03316741048283127,0.0089955629085778,0.010464141475647174,0.0177007593791555,0.019419695911015552
AG,8,F3_VOL,gbr_quantile,8,225,0.034791285465612,0.0071708049768209,0.009682152745091788,0.0174339940101709,0.019794480378332476
AG,8,F3_VOL,gbr_quantile,9,225,0.036869737327572476,0.0079966756098591,0.011011187134242187,0.0179703894102419,0.020672317838023844
AG,8,F3_VOL,gbr_quantile,10,225,0.0410893412079178,0.0081729104056947,0.010707101284335602,0.0173143760814865,0.02029431319766985
AG,16,F1_DIRECTION,linear_qr,1,225,0.03980269039186521,0.0100704525808123,0.013175787711737493,0.0222371235485695,0.025436260026235655
AG,16,F1_DIRECTION,linear_qr,2,225,0.04406401800255071,0.0103406162987012,0.013201710929248088,0.023924586085245,0.024870625444654917
AG,16,F1_DIRECTION,linear_qr,3,225,0.0459357261034026,0.0104004446048846,0.013068376396585894,0.022421210637918403,0.02392633810849432
AG,16,F1_DIRECTION,linear_qr,4,225,0.04763371705491209,0.0110310834322736,0.013048426717938745,0.0224212106379185,0.02488653814401355
AG,16,F1_DIRECTION,linear_qr,5,225,0.049509166031031684,0.0117352562184209,0.013544038496382369,0.0226170201341955,0.0254332635247171
AG,16,F1_DIRECTION,linear_qr,6,225,0.05153078315152925,0.0113645658101456,0.01378279795473526,0.023480120190437298,0.026192109886557548
AG,16,F1_DIRECTION,linear_qr,7,225,0.05363564683993863,0.0131524412048058,0.01411150269169817,0.0243914531241589,0.02590337833506254
AG,16,F1_DIRECTION,linear_qr,8,225,0.05605365860900608,0.0129259441613969,0.015826777710479887,0.0249234084524567,0.02873129104104994
AG,16,F1_DIRECTION,linear_qr,9,225,0.05941444574919001,0.0112540832448372,0.015655593767450408,0.024744988263629,0.029411061717535908
AG,16,F1_DIRECTION,linear_qr,10,225,0.06557835298844478,0.0112385423979381,0.015586249038169358,0.0262479150136434,0.030710773639782182
AG,16,F1_DIRECTION,gbr_quantile,1,225,0.03375255161279999,0.0112988459578636,0.015325954570887394,0.0224212106379185,0.026143232142225577
AG,16,F1_DIRECTION,gbr_quantile,2,225,0.040038322697755806,0.0110444968874746,0.012036029533660569,0.02166894757798,0.024149957094516887
AG,16,F1_DIRECTION,gbr_quantile,3,225,0.042900954528101554,0.0102243324420942,0.012593044683321095,0.0230023471347904,0.024236609134230865
AG,16,F1_DIRECTION,gbr_quantile,4,225,0.044812783585443175,0.0095448134364492,0.011779694030811921,0.021642844217195003,0.023466973611859426
AG,16,F1_DIRECTION,gbr_quantile,5,225,0.04680723708101912,0.0113881563066562,0.014296097810385664,0.0242787289164321,0.027541980889556245
AG,16,F1_DIRECTION,gbr_quantile,6,225,0.04951606369993657,0.0113645658101456,0.013640870417051032,0.0242787289164319,0.02645357106413819
AG,16,F1_DIRECTION,gbr_quantile,7,225,0.052407102365404065,0.0121693874823339,0.014837992702056163,0.0246062348126391,0.027376889958610578
AG,16,F1_DIRECTION,gbr_quantile,8,225,0.05501153677029991,0.0112662294078037,0.014528964578610078,0.0243914531241592,0.02779506944476142
AG,16,F1_DIRECTION,gbr_quantile,9,225,0.058109454396965105,0.0131875511587267,0.016365035036166306,0.025754925737155498,0.02912617576444095
AG,16,F1_DIRECTION,gbr_quantile,10,225,0.06464269358855151,0.0114278945515231,0.015597578051475445,0.0244818040342477,0.029211180763763517
AG,16,F2_ACTIVITY,linear_qr,1,225,0.038032197717726875,0.0103656138147567,0.01364131961483461,0.022760584238448598,0.026009398812034675
AG,16,F2_ACTIVITY,linear_qr,2,225,0.043566388502917115,0.0104616903500293,0.01269837738709923,0.022510428951870397,0.023741624700193496
AG,16,F2_ACTIVITY,linear_qr,3,225,0.04569467715335559,0.0091336262108211,0.012114582339197117,0.0218205034236555,0.024131703211058918
AG,16,F2_ACTIVITY,linear_qr,4,225,0.0474598732845352,0.0115654066445727,0.013523448391600208,0.022204859676331103,0.02490861016658058
AG,16,F2_ACTIVITY,linear_qr,5,225,0.04948791443461034,0.0112668576797078,0.012600064998733503,0.022623822250927902,0.024221039300473302
AG,16,F2_ACTIVITY,linear_qr,6,225,0.05151883838740268,0.012603604139521,0.014396468292326188,0.024139103113356798,0.02603945100753275
AG,16,F2_ACTIVITY,linear_qr,7,225,0.05366323235215601,0.0122442448672204,0.01445227882368137,0.0241889906007266,0.026872339523638777
AG,16,F2_ACTIVITY,linear_qr,8,225,0.05609600576334443,0.0132729856363358,0.016031375425424044,0.024781417876766403,0.028735270079340076
AG,16,F2_ACTIVITY,linear_qr,9,225,0.059582030892531765,0.0104406878678265,0.015718062956826807,0.0259841623572467,0.030083663432589235
AG,16,F2_ACTIVITY,linear_qr,10,225,0.06599431469000117,0.0119965946295855,0.015825283184702596,0.0267926032185566,0.030758539634661856
AG,16,F2_ACTIVITY,gbr_quantile,1,225,0.032642765689866744,0.0105264129869875,0.014285527961166335,0.0207145265349201,0.0253381973196844
AG,16,F2_ACTIVITY,gbr_quantile,2,225,0.039457640004990996,0.0101549014570857,0.012439835106420301,0.021727080487981,0.024026484639078104
AG,16,F2_ACTIVITY,gbr_quantile,3,225,0.042775281518101324,0.0101310700770838,0.011812798012311655,0.0220350825278164,0.02370763859445744
AG,16,F2_ACTIVITY,gbr_quantile,4,225,0.04484130907091872,0.0100435154783125,0.012213657991005258,0.0227165163297943,0.023891624077506755
AG,16,F2_ACTIVITY,gbr_quantile,5,225,0.0467842597811833,0.0117352562184209,0.014510497827217188,0.0243479961194261,0.02626278989763359
AG,16,F2_ACTIVITY,gbr_quantile,6,225,0.04888172026573376,0.0109282949653381,0.012457050746874962,0.0236870146777222,0.025242010810085737
AG,16,F2_ACTIVITY,gbr_quantile,7,225,0.05128618209658601,0.012140130520036,0.014536641864985681,0.024219397408135,0.027685334517812445
AG,16,F2_ACTIVITY,gbr_quantile,8,225,0.05434123302635112,0.0114278945515231,0.01459099515827528,0.0241889906007266,0.027497194725447312
AG,16,F2_ACTIVITY,gbr_quantile,9,225,0.05769602736474304,0.0140781302124537,0.017823969464561253,0.0268704745298269,0.031125191028119996
AG,16,F2_ACTIVITY,gbr_quantile,10,225,0.06572647461834932,0.0137313512577541,0.01633028728160776,0.0276022678913615,0.03072517425827788
AG,16,F3_VOL,linear_qr,1,225,0.035259036936500995,0.0098993207206098,0.013318412600290163,0.0214861807140471,0.025268803172866162
AG,16,F3_VOL,linear_qr,2,225,0.04171965871737684,0.0098924635381327,0.011795630184809823,0.0211720287905567,0.02295464667015316
AG,16,F3_VOL,linear_qr,3,225,0.04423055087545575,0.0090673791363197,0.011875943212607,0.022955799842093,0.023724882801371902
AG,16,F3_VOL,linear_qr,4,225,0.046265212546851044,0.0110285099051411,0.012182465949846958,0.0213490540569359,0.023540792396663603
AG,16,F3_VOL,linear_qr,5,225,0.048412893935638156,0.0120526095655072,0.01452947856252459,0.023687014677722,0.025822011567350072
AG,16,F3_VOL,linear_qr,6,225,0.050474553416184495,0.01275796086794,0.01489947300329243,0.0243914531241591,0.027225562323882988
AG,16,F3_VOL,linear_qr,7,225,0.053160374029832015,0.0117278831135063,0.01558572765524706,0.0250940893319328,0.02812537739554936
AG,16,F3_VOL,linear_qr,8,225,0.05648903625021513,0.0122442448672204,0.01583790400817995,0.024558881796479897,0.028456836019632305
AG,16,F3_VOL,linear_qr,9,225,0.060504465301550306,0.010943224433218,0.014342435913072826,0.024391453124159,0.028216843813011632
AG,16,F3_VOL,linear_qr,10,225,0.06951902109611571,0.0133572145764021,0.016633790324554868,0.0281277245661412,0.03216588370762248
AG,16,F3_VOL,gbr_quantile,1,225,0.03315606905546632,0.0107460736713047,0.013452296352396245,0.0210453284876993,0.02442714923307674
AG,16,F3_VOL,gbr_quantile,2,225,0.03895237140676274,0.0104004446048846,0.012969617403888242,0.0232231046110115,0.024584891448640424
AG,16,F3_VOL,gbr_quantile,3,225,0.041878046565702376,0.0097746784528473,0.011578950758823515,0.0218205034236554,0.02303287306340833
AG,16,F3_VOL,gbr_quantile,4,225,0.043910482158179255,0.0109282949653381,0.013318134803435567,0.023016794944292998,0.02497410531309832
AG,16,F3_VOL,gbr_quantile,5,225,0.0457534455421375,0.0112964419337486,0.013649804893912692,0.0230167949442929,0.02541411985448734
AG,16,F3_VOL,gbr_quantile,6,225,0.04777133440249928,0.0112559877499439,0.013724278182772992,0.0241889906007266,0.027275268132651444
AG,16,F3_VOL,gbr_quantile,7,225,0.049959651975352314,0.0117764541281065,0.014684488472988571,0.024535363160076602,0.027773921358745794
AG,16,F3_VOL,gbr_quantile,8,225,0.05267827143397996,0.0130233136878191,0.016055108633355714,0.024647270053658202,0.02884951874185261
AG,16,F3_VOL,gbr_quantile,9,225,0.056456251377981395,0.0119965946295855,0.016104503310642417,0.026479704203810003,0.029807255053798064
AG,16,F3_VOL,gbr_quantile,10,225,0.06413007425206572,0.0129667140062624,0.015464078602209715,0.0261974777392318,0.0293625376683446
CU,4,F1_DIRECTION,linear_qr,1,225,0.0066250382568187405,0.0014823052556641,0.002119226374247681,0.0034525784751976997,0.00398836460417618
CU,4,F1_DIRECTION,linear_qr,2,225,0.006905827875987909,0.001346542475269,0.0018632384119598884,0.0032539027657187,0.003816268210331037
CU,4,F1_DIRECTION,linear_qr,3,225,0.007057280603378886,0.001350048421061,0.0018495449566151337,0.0031124759859127004,0.0037603357648010793
CU,4,F1_DIRECTION,linear_qr,4,225,0.007182799033259673,0.0014266016019773,0.001961227819041896,0.0035875347538413,0.004026053124550272
CU,4,F1_DIRECTION,linear_qr,5,225,0.0073121040497190395,0.0016215961964257,0.002247651291786602,0.0037484815703341,0.00436540509033336
CU,4,F1_DIRECTION,linear_qr,6,225,0.0074334521379754055,0.0016091631093118,0.0021844652723236593,0.003639850761840577,0.004251130047991915
CU,4,F1_DIRECTION,linear_qr,7,225,0.007572051304162205,0.0013477090988679,0.0020272917866830152,0.0035039573707359,0.004219480585318978
CU,4,F1_DIRECTION,linear_qr,8,225,0.007705952481220183,0.0016337517448742,0.0021624736680321745,0.0036193962742564,0.004128455748689465
CU,4,F1_DIRECTION,linear_qr,9,225,0.007879103992957336,0.0015286140360702,0.001951243740456105,0.0036107982978485003,0.004028549968737777
CU,4,F1_DIRECTION,linear_qr,10,225,0.008224513754605754,0.001444599856367,0.002093418347604388,0.0037134058381798002,0.004249038476393819
CU,4,F1_DIRECTION,gbr_quantile,1,225,0.004653580907344193,0.0008410036471957,0.0012402514766766688,0.002194971535459,0.0025772045471750835
CU,4,F1_DIRECTION,gbr_quantile,2,225,0.005810006177808809,0.0011662942326992,0.001510504610992818,0.0027642144201786,0.0032649547135617397
CU,4,F1_DIRECTION,gbr_quantile,3,225,0.006519812776050049,0.0013793105635055,0.0018196103067389148,0.0032423947995062,0.003734676875980536
CU,4,F1_DIRECTION,gbr_quantile,4,225,0.006824846361680973,0.001392176195897,0.002029033312887066,0.0033582121112647,0.003958036107774767
CU,4,F1_DIRECTION,gbr_quantile,5,225,0.007058672725134411,0.0013916595464021,0.002122863960489017,0.003520804155859,0.004109676324947795
CU,4,F1_DIRECTION,gbr_quantile,6,225,0.007274797508549051,0.0016618967909566,0.0023411980705415362,0.0038042263462269004,0.004502266356493128
CU,4,F1_DIRECTION,gbr_quantile,7,225,0.007537154953183101,0.0016751981581603,0.0021647213931328736,0.0039753956756444,0.00443440320369825
