instrument,horizon,feature_set,model,oos_rows,crossing_rate,ordered_share,interval_80_coverage_ordered,interval_score,baseline_interval_score,interval_score_skill,q50_spearman,q50_sign_accuracy,positive_interval_skill_fold_share,median_fold_interval_skill,q50_decile_monotonicity,q50_top_minus_bottom_median,width_abs_return_monotonicity,width_path_range_monotonicity,width_top_minus_bottom_path_range
I,4,F3_VOL,linear_qr,2250,0.0017777777777777779,0.9982222222222222,0.8000890471950134,0.014947919061756548,0.014893469918123582,-0.0036559071816237854,0.06801084285935546,0.5306666666666666,0.6,0.002129364872181183,0.7510676161988107,0.0006555228028903,0.7696969696969697,0.9515151515151514,0.0013159015436620992
I,4,F3_VOL,gbr_quantile,2250,0.0,1.0,0.7884444444444444,0.014936726500466417,0.014885110904748571,-0.0034675990019918945,0.04462393612376299,0.532,0.6,0.000334547725043044,0.49399126558977063,0.0006069802917766,0.8424242424242423,0.8545454545454544,0.0010223245342328002
I,8,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.824,0.020844373650988367,0.02067799825407972,-0.008046010782297275,0.02919817371377282,0.5137777777777778,0.2,-0.00628753230233392,0.5315095895586142,0.0006961364708553,-0.6848484848484848,-0.3696969696969697,-0.0006808414328049982
I,8,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.8093333333333333,0.020717265665697395,0.02067799825407972,-0.0018989948221863617,-0.0007173830253765775,0.5084444444444445,0.4,-0.006194989036456322,0.1565900178643122,0.0,-0.709090909090909,0.13939393939393938,-0.0002388103428706996
I,8,F2_ACTIVITY,linear_qr,2250,0.0013333333333333333,0.9986666666666667,0.8237650200267023,0.021020836770593503,0.020685020261460307,-0.016234768198843952,0.02004791760328108,0.5093333333333333,0.0,-0.0130372871394282,0.5627748595326502,0.0,-0.7696969696969697,-0.49090909090909085,-0.00036881887810479887
I,8,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.8017777777777778,0.020688752884699475,0.02067799825407972,-0.0005201001802790373,0.006316631043684035,0.512,0.4,-0.007701536876632664,0.3189057537351684,-0.0006351222823849,-0.6484848484848483,0.5272727272727272,-0.00019646263912509974
I,8,F3_VOL,linear_qr,2250,0.0035555555555555557,0.9964444444444445,0.8157894736842105,0.02097587692667696,0.020697948713123103,-0.013427814389048276,0.027550126556496315,0.5168888888888888,0.2,-0.011776706090430134,0.43146072564169846,0.0006136851987628,-0.6969696969696969,0.5030303030303029,0.0002635710589062
I,8,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8008888888888889,0.02058511251910854,0.02067799825407972,0.0044920080672147256,0.017782708286310688,0.5182222222222223,0.4,-0.003221200847086658,0.7510676161988107,0.0006709158252336,-0.5151515151515151,0.309090909090909,-7.450244911230003e-05
I,16,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.7951111111111111,0.030526639372249066,0.030212884520841927,-0.010384802920446079,0.01327691795821276,0.5097777777777778,0.4,-0.005411138421860029,0.5315095895586142,0.0012254931101684,-0.8181818181818182,-0.32121212121212117,-0.0018094652533729005
I,16,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.7777777777777778,0.030938539321738522,0.030212884520841927,-0.02401805760704545,-0.005816084137267074,0.5151111111111111,0.4,-0.039980758315011355,0.17575757575757575,1.722124598410005e-05,-0.5757575757575757,-0.17575757575757575,-0.0003158422552122994
I,16,F2_ACTIVITY,linear_qr,2250,0.0008888888888888889,0.9991111111111111,0.7904804270462633,0.03076264193039319,0.03021913196289646,-0.01798562474144072,-0.006403089879465796,0.5004444444444445,0.4,-0.009037252033783805,0.15021352323976214,0.0,-0.6484848484848483,-0.5030303030303029,-0.0014798463798039018
I,16,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.7768888888888889,0.030957074469694274,0.030212884520841927,-0.024631542491051484,0.03507668933211709,0.5084444444444445,0.2,-0.02005098487348622,0.4194548251392446,0.0013242326614055,-0.6727272727272726,-0.10303030303030303,-0.0001428222429279008
I,16,F3_VOL,linear_qr,2250,0.0026666666666666666,0.9973333333333333,0.7896613190730838,0.030715840290872015,0.030236223500027984,-0.015862324567206265,0.009497301726737153,0.5053333333333333,0.4,-0.004024317525844756,0.5092407888860745,0.0006343165452139,-0.7212121212121211,-0.19999999999999998,-0.00015092242545499887
I,16,F3_VOL,gbr_quantile,2250,0.0,1.0,0.7755555555555556,0.03075934356566245,0.030212884520841927,-0.01808695374463687,0.02945448044265862,0.5093333333333333,0.4,-0.006313941582927862,0.3865321650581048,0.0018728033115398002,-0.7212121212121211,-0.1515151515151515,0.00012112958398799965
