instrument,horizon,feature_set,model,oos_rows,crossing_rate,ordered_share,interval_80_coverage_ordered,interval_score,baseline_interval_score,interval_score_skill,q50_spearman,q50_sign_accuracy,positive_interval_skill_fold_share,median_fold_interval_skill,q50_decile_monotonicity,q50_top_minus_bottom_median,width_abs_return_monotonicity,width_path_range_monotonicity,width_top_minus_bottom_path_range,q10_pinball_skill,q50_pinball_skill,q90_pinball_skill,mean_pinball_skill,tail_pinball_skill,abs_interval_coverage_error
M,8,F3_VOL,gbr_quantile,2250,0.0,1.0,0.816,0.017301016469202502,0.017290729519534895,-0.0005949401762364026,-0.0372789637721079,0.4817777777777778,0.2,-0.00501395273201477,-0.5215116512688716,-0.0012567754552128,0.8303030303030302,0.9030303030303028,0.001915709398138901,0.044250603237569575,-0.033503787837026566,-0.04248545907644519,-0.010579547891967392,0.0008825720805621939,0.015999999999999903
M,16,F1_DIRECTION,linear_qr,2250,0.00044444444444444447,0.9995555555555555,0.8697198755002223,0.026311665249850714,0.0248136759664608,-0.06036950290697196,0.0213942289962916,0.47688888888888886,0.0,-0.028965307965670872,-0.006060606060606061,0.00021901248782700002,-0.5393939393939393,-0.12727272727272726,0.0005905699857325,-0.05117191075240646,-0.0010446773277559274,-0.06859426289667625,-0.040270283658946214,-0.059883086824541354,0.0697198755002223
M,16,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.832,0.024623775983382123,0.024810492167715706,0.00752569449535323,0.016392533009278773,0.5053333333333333,0.6,0.007142341745930425,0.2121212121212121,-0.0016725433696298002,0.18787878787878787,0.49090909090909085,0.0015645590169478998,0.027589759051097285,-0.0180134306859161,-0.009616169963669652,-1.3280532829488637e-05,0.008986794543713816,0.03199999999999992
M,16,F2_ACTIVITY,linear_qr,2250,0.0022222222222222222,0.9977777777777778,0.8699331848552339,0.026150722239833023,0.024824099922918234,-0.0534409030351195,0.0393750006089375,0.4831111111111111,0.0,-0.015782439917990443,0.3696969696969697,0.0003526457268792,-0.12727272727272726,-0.17575757575757575,0.001228128353791701,-0.05783132913451605,-0.0020343469375498913,-0.07482400509673814,-0.04489656038960136,-0.0663276671156271,0.06993318485523381
M,16,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.8337777777777777,0.024541095233915403,0.024810492167715706,0.010858185802168463,-0.0028513554290990114,0.5004444444444445,0.6,0.007377939174055381,-0.3890595479552414,-0.0013337781237038,0.29696969696969694,0.7696969696969697,0.0014015824939428,0.028555714994558556,-0.029195155927933758,-0.004261813728968722,-0.0016337515541146412,0.012146950632794917,0.033777777777777684
M,16,F3_VOL,linear_qr,2250,0.0013333333333333333,0.9986666666666667,0.8340008900756565,0.025939759561741986,0.02481138039702931,-0.0454782904722133,0.026275600329356427,0.5053333333333333,0.2,-0.029288994379231603,0.17575757575757575,-0.00031687577743559994,-0.18787878787878787,0.1515151515151515,0.00031674726630710054,-0.05202992067469414,-0.02391718898027606,-0.04355950557215782,-0.03983553840904267,-0.04779471312342598,0.03400089007565643
M,16,F3_VOL,gbr_quantile,2250,0.00044444444444444447,0.9995555555555555,0.8190306803023566,0.024377284088287765,0.024812375868026152,0.017535272803079538,0.018770302839430555,0.5137777777777778,0.6,0.0011708531608590755,0.3939393939393939,-0.000648088162671,0.3939393939393939,0.9151515151515152,0.0032260722162352987,0.03976395665495336,-0.024149727945064647,-0.0011864585381631265,0.004809256723908528,0.019288749058395116,0.01903068030235655
CF,4,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.8191111111111111,0.013482636943646034,0.013393134495091469,-0.006682711100031602,0.008598580179106433,0.52,0.4,-0.007014090593298938,0.23928181646454103,-0.0008866558878497,0.7333333333333332,0.9151515151515152,0.0015886771791157996,-0.014375026149375802,-0.010390064879354899,0.00021961087016164615,-0.008181826719523019,-0.007077707639607078,0.01911111111111108
CF,4,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.8115555555555556,0.01339787457762207,0.013393134495091469,-0.0003539188329915177,-0.022547275887810938,0.5031111111111111,0.6,0.0026977157083165615,-0.06748974310538336,-0.0006205398895992,0.7333333333333332,0.9757575757575757,0.0019125742479483001,0.001977433324213629,-0.017362103146147945,-0.002445843450185947,-0.005943504424040087,-0.00023420506298615917,0.011555555555555541
CF,4,F2_ACTIVITY,linear_qr,2250,0.0,1.0,0.8173333333333334,0.013372297754609146,0.013393134495091469,0.0015557777374638482,0.013226699327419732,0.5217777777777778,0.6,0.005922395646713596,0.3374487155269168,-0.0003055767785428,0.9030303030303028,0.9151515151515152,0.0018497834197645996,-0.015506395266886575,-0.010577899148882963,0.016865682601177934,-0.003072870604863868,0.0006796436671456796,0.01733333333333331
CF,4,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.8124444444444444,0.013351307147146154,0.013393134495091469,0.0031230439715694835,-0.024162173377487113,0.4928888888888889,0.6,0.008671379356274378,-0.3497195779097138,-0.0006240249812484,0.6606060606060605,0.9757575757575757,0.0019866838241735,0.0013715729359224937,-0.016655543899869896,0.0046946406797069296,-0.003529776761413491,0.0030331068078147116,0.01244444444444437
CF,4,F3_VOL,linear_qr,2250,0.0,1.0,0.812,0.013419076104783892,0.013393134495091469,-0.0019369334118111148,0.0041784947308932405,0.5155555555555555,0.4,-0.005419330060519201,0.2553203283456271,-0.0003164056346599,0.9272727272727272,0.9272727272727272,0.0018182337165793,-0.018957034544449414,-0.012993509978467932,0.013335220319430352,-0.006205108067828998,-0.002810907112509531,0.01200000000000001
CF,4,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8075555555555556,0.01337221356371688,0.013393134495091469,0.0015620638605740034,-0.02785139324328621,0.492,0.6,0.0012559102223539398,-0.12766016417281356,-0.0003115750142046,0.8303030303030302,0.9878787878787878,0.0020507298026600004,-0.0013457795808504702,-0.015834561480769338,0.00417127468239753,-0.004336355459740759,0.0014127475507735299,0.007555555555555538
CF,8,F1_DIRECTION,linear_qr,2250,0.0,1.0,0.8208888888888889,0.019848552089425275,0.019475019569044783,-0.01918008446955377,-0.02358596694888512,0.4911111111111111,0.4,-0.02146253795323072,-0.18237166310401937,-0.0006562815832116,0.3939393939393939,0.22424242424242422,0.0008517938148106998,-0.03400759965780775,-0.015036662495155229,-0.006319664384836887,-0.018454642179266623,-0.02016363202132232,0.020888888888888846
CF,8,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.8062222222222222,0.019858813567769612,0.019475019569044783,-0.019706989118247753,-0.04529282279360288,0.5186666666666667,0.2,-0.011176972757456216,0.05521888072258639,-0.0015974298361400002,0.6,0.22424242424242422,0.0007888754631390996,-0.019088481349601283,-0.020361319745808792,-0.020243442436923553,-0.01989774784411121,-0.019665961893262418,0.006222222222222129
CF,8,F2_ACTIVITY,linear_qr,2250,0.0,1.0,0.8177777777777778,0.01986070676098872,0.019475019569044783,-0.019804200482395284,-0.023487919773903257,0.488,0.4,-0.03273584210586877,0.13373921960961418,-0.00034298327419920007,0.38298049251844074,0.34545454545454546,0.0008625866686467996,-0.03925962091919244,-0.017768389225720993,-0.0029298370731973833,-0.019985949072703606,-0.02109472899619491,0.01777777777777778
CF,8,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.8128888888888889,0.01979132682099772,0.019475019569044783,-0.01624169109723006,-0.03610396018228378,0.49866666666666665,0.2,-0.011534806497889738,-0.05521888072258639,-0.0006287331235096,0.8303030303030302,0.9272727272727272,0.0012328290296532993,-0.01016898281208145,-0.01999177457337087,-0.021508762390525238,-0.017223173258659186,-0.015838872601303344,0.012888888888888839
CF,8,F3_VOL,linear_qr,2250,0.0,1.0,0.8146666666666667,0.019902732442239723,0.019475019569044783,-0.021962128031685513,-0.002953325918143647,0.49822222222222223,0.4,-0.02860347386985218,0.21884599572482327,0.000295328260273,0.32121212121212117,0.5151515151515151,0.0007982841836385,-0.046785962423339544,-0.012775225970787396,-0.0004315523191065207,-0.019997580237744488,-0.023608757371223033,0.014666666666666606
CF,8,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8106666666666666,0.019745536599906417,0.019475019569044783,-0.013890462595047559,-0.01846829912991487,0.5048888888888889,0.2,-0.013129877008426938,0.29179466096643103,-0.0003154732650889,0.32121212121212117,0.7333333333333332,0.0010051120789201003,-0.011338707415731397,-0.016405727789927882,-0.01610368869144385,-0.014616041299034377,-0.013721198053587624,0.010666666666666602
CF,16,F1_DIRECTION,linear_qr,2250,0.00044444444444444447,0.9995555555555555,0.7963539350822588,0.029350240641590086,0.027807723847232773,-0.05547080382527647,-0.00017671857694192078,0.5191111111111111,0.4,-0.019181232275431226,0.09090909090909088,-0.0008449865532951001,0.19999999999999998,0.35757575757575755,5.964007218199792e-05,-0.10951948004040846,-0.01851509060765455,-0.008655370381136507,-0.04556331367639984,-0.05908742521077248,0.0036460649177412208
CF,16,F1_DIRECTION,gbr_quantile,2250,0.0,1.0,0.7857777777777778,0.029279934395280875,0.027804109762579014,-0.053079370111253965,0.0015076512090772078,0.5115555555555555,0.0,-0.020330543801173162,0.34545454545454546,-0.0012295547898445,-0.5757575757575757,-0.41818181818181815,-0.0010211274462701998,-0.07207160697917225,-0.023390740030817536,-0.036492944463874855,-0.04398509715795488,-0.054282275721523554,0.014222222222222247
CF,16,F2_ACTIVITY,linear_qr,2250,0.0,1.0,0.8013333333333333,0.029185673549687232,0.027804109762579014,-0.04968919339282851,0.0032032069896046223,0.5173333333333333,0.2,-0.014186716283336454,0.11657319263657127,-0.00037185513545700015,0.01818181818181818,-0.2613993837824278,-1.9427430453100927e-05,-0.10868943187836755,-0.020192703802734302,0.0018372842740079776,-0.04234828380236463,-0.053426073802179785,0.0013333333333332975
CF,16,F2_ACTIVITY,gbr_quantile,2250,0.0,1.0,0.7933333333333333,0.02917125684217363,0.027804109762579014,-0.04917068344459752,0.01369331497957589,0.5146666666666667,0.0,-0.022431338735861672,0.22424242424242422,-0.0003153998403456,-0.4666666666666666,-0.2606060606060606,-0.0013802305004612,-0.07163595178184301,-0.021401251810390987,-0.029551167032942915,-0.040862790208392306,-0.05059355940739296,0.00666666666666671
CF,16,F3_VOL,linear_qr,2250,0.00044444444444444447,0.9995555555555555,0.7976878612716763,0.0291674965481721,0.027808232768716957,-0.0488799051259472,0.010786013560752747,0.5177777777777778,0.2,-0.022736839679776022,0.29696969696969694,0.0002749634073379,0.11515151515151514,0.06666666666666665,0.0005739127946499008,-0.10754686551139447,-0.018727610528159522,3.952467667378556e-06,-0.04209017452396221,-0.05377145652186355,0.0023121387283236983
CF,16,F3_VOL,gbr_quantile,2250,0.0,1.0,0.8004444444444444,0.028959099841315554,0.027804109762579014,-0.041540264680260286,-0.009147456437559608,0.5133333333333333,0.2,-0.026361214529403876,0.09118583155200968,0.00026900321327610004,-0.09090909090909088,0.06666666666666665,-0.0015654538096581995,-0.06602089172060199,-0.020664306565143065,-0.020160681904954902,-0.035615293396899984,-0.04309078681277845,0.0004444444444443585
