instrument,horizon,quantile,feature,mean_coefficient,positive_fold_share,fold_sign_consistency
SC,16,0.9,feat_15m_ret_4,-0.0007174519796384124,0.2,0.8
SC,16,0.9,feat_15m_ret_8,-0.0002544605089895134,0.6,0.6
SC,16,0.9,feat_15m_volume_ratio_32,-0.0006519161451986948,0.0,1.0
SC,16,0.9,feat_5m_1h_rv,-0.0019918830459684767,0.2,0.8
SC,16,0.9,feat_5m_rv_rate_ratio_1h_4h,0.004072035198691709,1.0,1.0
SC,16,0.9,feat_time_after_long_gap,0.0005878077922291264,1.0,1.0
SC,16,0.9,feat_time_bars_since_segment_start,0.0013404279514736485,1.0,1.0
SN,4,0.1,feat_15m_location_32,-0.0016666472205254935,0.0,1.0
SN,4,0.1,feat_15m_oi_log_change_4,0.000586089460060319,1.0,1.0
SN,4,0.1,feat_15m_ret_1,0.00033203259257686974,1.0,1.0
SN,4,0.1,feat_15m_ret_16,0.001505667304948798,1.0,1.0
SN,4,0.1,feat_15m_ret_4,0.00011084388517183265,0.8,0.8
SN,4,0.1,feat_15m_ret_8,-2.4993470241717774e-05,0.6,0.6
SN,4,0.1,feat_15m_volume_ratio_32,0.0001345169488468123,0.6,0.6
SN,4,0.1,feat_5m_1h_rv,-0.0008126152659878288,0.2,0.8
SN,4,0.1,feat_5m_rv_rate_ratio_1h_4h,-3.819333127711562e-05,0.6,0.6
SN,4,0.1,feat_time_after_long_gap,-0.0004670291042410251,0.2,0.8
SN,4,0.1,feat_time_bars_since_segment_start,-6.978759021207583e-05,0.6,0.6
SN,4,0.5,feat_15m_location_32,-0.0013464900491572832,0.0,1.0
SN,4,0.5,feat_15m_oi_log_change_4,0.0003138001906745016,1.0,1.0
SN,4,0.5,feat_15m_ret_1,0.0001701825951062718,1.0,1.0
SN,4,0.5,feat_15m_ret_16,0.0011749229447642294,1.0,1.0
SN,4,0.5,feat_15m_ret_4,-0.0003047493058107114,0.0,1.0
SN,4,0.5,feat_15m_ret_8,0.0003913847146454196,1.0,1.0
SN,4,0.5,feat_15m_volume_ratio_32,-0.0003826325003953813,0.0,1.0
SN,4,0.5,feat_5m_1h_rv,5.8746004643668665e-05,0.8,0.8
SN,4,0.5,feat_5m_rv_rate_ratio_1h_4h,-0.00032255467167933104,0.0,1.0
SN,4,0.5,feat_time_after_long_gap,-0.0003522189150755998,0.0,1.0
SN,4,0.5,feat_time_bars_since_segment_start,-0.00029819435036477343,0.0,1.0
SN,4,0.9,feat_15m_location_32,-0.002148265251338442,0.0,1.0
SN,4,0.9,feat_15m_oi_log_change_4,-0.00020240359442235935,0.0,1.0
SN,4,0.9,feat_15m_ret_1,0.0002927825734264051,0.8,0.8
SN,4,0.9,feat_15m_ret_16,0.000922839265625483,1.0,1.0
SN,4,0.9,feat_15m_ret_4,0.0006101432856102998,1.0,1.0
SN,4,0.9,feat_15m_ret_8,0.0006692716452580964,1.0,1.0
SN,4,0.9,feat_15m_volume_ratio_32,-0.0003439115291411822,0.0,1.0
SN,4,0.9,feat_5m_1h_rv,0.0015988713381491423,1.0,1.0
SN,4,0.9,feat_5m_rv_rate_ratio_1h_4h,-0.0012453263069991864,0.0,1.0
SN,4,0.9,feat_time_after_long_gap,0.0002835433890036081,1.0,1.0
SN,4,0.9,feat_time_bars_since_segment_start,-0.0005467561107215319,0.0,1.0
SN,8,0.1,feat_15m_location_32,-0.0029024142686169103,0.0,1.0
SN,8,0.1,feat_15m_oi_log_change_4,0.0006972332488423349,1.0,1.0
SN,8,0.1,feat_15m_ret_1,0.00018993213897217835,1.0,1.0
SN,8,0.1,feat_15m_ret_16,0.0019152446164430609,1.0,1.0
SN,8,0.1,feat_15m_ret_4,2.1763132443750772e-05,0.6,0.6
SN,8,0.1,feat_15m_ret_8,0.0004288680868854065,0.8,0.8
SN,8,0.1,feat_15m_volume_ratio_32,-0.00014995719421243692,0.4,0.6
SN,8,0.1,feat_5m_1h_rv,-3.2470882285710575e-05,0.4,0.6
SN,8,0.1,feat_5m_rv_rate_ratio_1h_4h,-0.0008099628211822878,0.0,1.0
SN,8,0.1,feat_time_after_long_gap,-0.0003997357238200384,0.2,0.8
SN,8,0.1,feat_time_bars_since_segment_start,-0.0014964405429235873,0.0,1.0
SN,8,0.5,feat_15m_location_32,-0.0031721509448633797,0.0,1.0
SN,8,0.5,feat_15m_oi_log_change_4,0.00022741753495536082,1.0,1.0
SN,8,0.5,feat_15m_ret_1,-0.00020574326352602797,0.0,1.0
SN,8,0.5,feat_15m_ret_16,0.0025335008012836793,1.0,1.0
SN,8,0.5,feat_15m_ret_4,0.00019979312643898846,1.0,1.0
SN,8,0.5,feat_15m_ret_8,0.0005528535601610814,1.0,1.0
SN,8,0.5,feat_15m_volume_ratio_32,-0.00032164197349132765,0.0,1.0
SN,8,0.5,feat_5m_1h_rv,0.00022418919664752435,1.0,1.0
SN,8,0.5,feat_5m_rv_rate_ratio_1h_4h,-0.0008197121420357844,0.0,1.0
SN,8,0.5,feat_time_after_long_gap,0.0002904859781373534,1.0,1.0
SN,8,0.5,feat_time_bars_since_segment_start,-0.0013315393063936469,0.0,1.0
SN,8,0.9,feat_15m_location_32,-0.003679347473019955,0.0,1.0
SN,8,0.9,feat_15m_oi_log_change_4,0.00015130064995455507,0.6,0.6
SN,8,0.9,feat_15m_ret_1,4.310166031430099e-05,0.4,0.6
SN,8,0.9,feat_15m_ret_16,0.001919062465930466,1.0,1.0
SN,8,0.9,feat_15m_ret_4,0.001360540494365728,1.0,1.0
SN,8,0.9,feat_15m_ret_8,0.0007330730115184217,1.0,1.0
SN,8,0.9,feat_15m_volume_ratio_32,-0.0010373482876807367,0.0,1.0
SN,8,0.9,feat_5m_1h_rv,0.002834117191458655,1.0,1.0
SN,8,0.9,feat_5m_rv_rate_ratio_1h_4h,-0.0023685854917882884,0.0,1.0
SN,8,0.9,feat_time_after_long_gap,1.2061913973192702e-05,0.6,0.6
SN,8,0.9,feat_time_bars_since_segment_start,-0.0018979209392457972,0.0,1.0
SN,16,0.1,feat_15m_location_32,-0.0034890133897236436,0.2,0.8
SN,16,0.1,feat_15m_oi_log_change_4,0.0006017385552372845,1.0,1.0
SN,16,0.1,feat_15m_ret_1,-2.8717265102339215e-06,0.4,0.6
SN,16,0.1,feat_15m_ret_16,0.003078472781466014,1.0,1.0
SN,16,0.1,feat_15m_ret_4,0.0019051296292357564,1.0,1.0
SN,16,0.1,feat_15m_ret_8,0.0004920728568932734,0.8,0.8
SN,16,0.1,feat_15m_volume_ratio_32,-0.0014059565182980261,0.0,1.0
SN,16,0.1,feat_5m_1h_rv,-0.00040848591626384154,0.4,0.6
SN,16,0.1,feat_5m_rv_rate_ratio_1h_4h,0.001151803074652601,1.0,1.0
SN,16,0.1,feat_time_after_long_gap,0.0009823478936163122,1.0,1.0
SN,16,0.1,feat_time_bars_since_segment_start,-0.0021138700719099198,0.0,1.0
SN,16,0.5,feat_15m_location_32,-0.006073092166011209,0.0,1.0
SN,16,0.5,feat_15m_oi_log_change_4,-7.959260293420429e-05,0.2,0.8
SN,16,0.5,feat_15m_ret_1,0.00028880072948313386,1.0,1.0
SN,16,0.5,feat_15m_ret_16,0.0025515125679614007,1.0,1.0
SN,16,0.5,feat_15m_ret_4,0.0011698606747774563,1.0,1.0
SN,16,0.5,feat_15m_ret_8,0.001040100764543115,1.0,1.0
SN,16,0.5,feat_15m_volume_ratio_32,-0.00058443025427686,0.0,1.0
SN,16,0.5,feat_5m_1h_rv,-0.0002681946882631339,0.0,1.0
SN,16,0.5,feat_5m_rv_rate_ratio_1h_4h,0.00026711820883866305,0.6,0.6
SN,16,0.5,feat_time_after_long_gap,0.00010135564767226443,0.8,0.8
SN,16,0.5,feat_time_bars_since_segment_start,-0.0008960908498921366,0.0,1.0
SN,16,0.9,feat_15m_location_32,-0.006973085160975885,0.0,1.0
SN,16,0.9,feat_15m_oi_log_change_4,-0.0008811031997878052,0.2,0.8
SN,16,0.9,feat_15m_ret_1,0.0005192483062465797,1.0,1.0
SN,16,0.9,feat_15m_ret_16,0.005499732701382954,1.0,1.0
SN,16,0.9,feat_15m_ret_4,0.0006818463588352322,1.0,1.0
SN,16,0.9,feat_15m_ret_8,0.0010367669487353437,0.8,0.8
SN,16,0.9,feat_15m_volume_ratio_32,-0.0002833989441687811,0.2,0.8
SN,16,0.9,feat_5m_1h_rv,-0.0006033777917837206,0.2,0.8
SN,16,0.9,feat_5m_rv_rate_ratio_1h_4h,0.0008886299265751538,0.8,0.8
SN,16,0.9,feat_time_after_long_gap,0.0018609570384999293,1.0,1.0
SN,16,0.9,feat_time_bars_since_segment_start,-0.0034574611972783944,0.0,1.0
