group,horizon,features,stratum,learner,instrument_count,median_auc,positive_share_auc,median_brier_skill,positive_share_brier_skill,median_logloss_skill,positive_share_logloss_skill,median_return_spread,positive_share_return_spread,median_calibration_slope,positive_share_calibration_slope
ALL_8,H15,P2,ALL,gbr,8,0.5105704625982602,1.0,-0.002626929558621205,0.0,-0.001963712491956371,0.0,-1.5765162628236845e-05,0.5,0.08073630512053813,0.875
ALL_8,H15,P2,ALL,logistic,8,0.5099114513957766,1.0,-0.0015668409471719658,0.25,-0.0011829461261934071,0.25,4.367162613564625e-05,0.5,0.06417745334775399,1.0
ALL_8,H15,P2,TOP20,gbr,8,0.5113384308539468,1.0,-0.015539688167895083,0.0,-0.011764545686572037,0.0,-2.8247999573091272e-05,0.375,0.03603899131479072,0.75
ALL_8,H15,P2,TOP20,logistic,8,0.5131390918926542,1.0,-0.010738915854057729,0.0,-0.00806536248418488,0.0,2.828951938496623e-05,0.5,0.03426205308947868,0.75
ALL_8,H15,P2,TOP30,gbr,8,0.5127412019482306,1.0,-0.007991874036195057,0.125,-0.006345820933963853,0.0,-0.00010431255467506484,0.375,0.04630389144875216,0.75
ALL_8,H15,P2,TOP30,logistic,8,0.5089885193902021,1.0,-0.006891984567446885,0.125,-0.005206839296843624,0.125,-1.9340741706016183e-05,0.375,0.019931179803881517,0.875
ALL_8,H15,P2,TOP50,gbr,8,0.5065969243008577,1.0,-0.007719560085812871,0.0,-0.006039056359513184,0.0,-4.844944105516201e-05,0.375,0.03427623108591744,0.75
ALL_8,H15,P2,TOP50,logistic,8,0.5042612544888136,1.0,-0.004636064684065966,0.0,-0.003412164466702561,0.0,-3.6144530926099456e-05,0.375,0.01907454369336394,0.875
ALL_8,H15,P3,ALL,gbr,8,0.5126867014588998,1.0,-0.002862064844076584,0.0,-0.002104562466006654,0.0,-3.587100849567985e-05,0.375,0.08309094168005678,0.875
ALL_8,H15,P3,ALL,logistic,8,0.5102931964314106,1.0,-0.0019996368359223027,0.25,-0.0014875027162487564,0.125,1.2662727053007729e-05,0.5,0.06361200928647794,1.0
ALL_8,H15,P3,TOP20,gbr,8,0.5096012821977889,1.0,-0.013153231873999638,0.0,-0.00983633359994629,0.0,7.700588125099674e-05,0.625,0.04131840895130146,0.75
ALL_8,H15,P3,TOP20,logistic,8,0.5124659272585647,1.0,-0.011712055388915288,0.0,-0.008821088281839806,0.0,7.41093033096312e-05,0.625,0.017912671511102,0.75
ALL_8,H15,P3,TOP30,gbr,8,0.5120900683772827,1.0,-0.007508147308730284,0.0,-0.005916182318346452,0.0,-6.82683990683808e-05,0.375,0.05273169897409082,0.75
ALL_8,H15,P3,TOP30,logistic,8,0.5110688052372827,1.0,-0.007153230943277689,0.125,-0.005521858723442907,0.125,-1.780941352052001e-05,0.375,0.019814482727088946,0.875
ALL_8,H15,P3,TOP50,gbr,8,0.506525843397092,1.0,-0.007000088614159017,0.0,-0.005479861822976773,0.0,-5.788083180860326e-05,0.375,0.04176209823371909,0.875
ALL_8,H15,P3,TOP50,logistic,8,0.5059564801720424,1.0,-0.004650656041457091,0.0,-0.0034241161982799806,0.0,-3.058569742593962e-05,0.5,0.021745417249833195,0.875
ALL_8,H30,P0,ALL,gbr,8,0.5026334161702932,1.0,-0.002752358809632982,0.0,-0.0020386020874126887,0.0,-1.6613691946725115e-05,0.5,0.02778581917402858,0.625
ALL_8,H30,P0,ALL,logistic,8,0.502001396604302,1.0,-0.0012823899209650769,0.25,-0.0010437444661409723,0.25,-0.00014180936454058778,0.125,0.025464558620397502,0.625
ALL_8,H30,P0,TOP20,gbr,8,0.4987211755158092,1.0,-0.01605854632641701,0.0,-0.012185085464991308,0.0,-0.0001656420819003509,0.25,-0.004412803908756459,0.375
ALL_8,H30,P0,TOP20,logistic,8,0.504958666869856,1.0,-0.004071442712779483,0.0,-0.0032564281631765057,0.0,-0.00019695082689651658,0.375,0.01439010586811792,0.5
ALL_8,H30,P0,TOP30,gbr,8,0.49973374345737553,1.0,-0.00962931906611253,0.0,-0.007187826164961164,0.0,-8.123697931024624e-05,0.375,-0.003441392342457276,0.5
ALL_8,H30,P0,TOP30,logistic,8,0.5037864084616619,1.0,-0.003199108493431746,0.125,-0.002482853720715772,0.125,-9.238938625872916e-05,0.375,0.008153981187840914,0.5
ALL_8,H30,P0,TOP50,gbr,8,0.4938819861201162,1.0,-0.006785616269930572,0.0,-0.005022113728208377,0.0,-2.49556219777993e-05,0.375,-0.018751324291454603,0.375
ALL_8,H30,P0,TOP50,logistic,8,0.5003232017470418,1.0,-0.0019109254724983815,0.125,-0.0015569407354867337,0.125,-0.0001933893612511011,0.25,-0.02666564216492194,0.375
ALL_8,H30,P1,ALL,gbr,8,0.5138201203029349,1.0,-0.003909566692850364,0.125,-0.002886228473863106,0.125,-1.5614253921381016e-05,0.5,0.06079163011674747,1.0
ALL_8,H30,P1,ALL,logistic,8,0.5099998425138064,1.0,-0.0022922190975417367,0.125,-0.0016928912788699568,0.125,-0.00017837854971976575,0.25,0.03876711597495195,0.75
ALL_8,H30,P1,TOP20,gbr,8,0.5164575437494721,1.0,-0.020974051481407296,0.0,-0.01647412856842545,0.0,0.00015613059563895898,0.625,0.035999966315181056,0.75
ALL_8,H30,P1,TOP20,logistic,8,0.5107397703545982,1.0,-0.014356935715686858,0.0,-0.011377386089709285,0.0,-0.00019558970939297657,0.375,0.011329769832475618,0.5
ALL_8,H30,P1,TOP30,gbr,8,0.5154279663344754,1.0,-0.016796851475158747,0.0,-0.01245443458415707,0.0,-6.218013028697354e-05,0.5,0.04125139944969155,0.875
ALL_8,H30,P1,TOP30,logistic,8,0.5097161205209528,1.0,-0.007682108347869643,0.0,-0.006349865124184895,0.0,-0.00034315635826371986,0.375,0.02193610769165493,0.625
ALL_8,H30,P1,TOP50,gbr,8,0.512275588341558,1.0,-0.006288251172720916,0.0,-0.004818813192868587,0.0,3.224945185778001e-05,0.625,0.04231573458070187,0.875
ALL_8,H30,P1,TOP50,logistic,8,0.5089498561517282,1.0,-0.0030188977030414232,0.125,-0.002528534666700999,0.125,-0.00030169515830913917,0.25,0.022570031401684974,0.625
ALL_8,H30,P2,ALL,gbr,8,0.5137579805852522,1.0,-0.0051501889166365444,0.0,-0.0038226256131402847,0.0,1.4703669790311176e-05,0.625,0.06293825187287436,1.0
ALL_8,H30,P2,ALL,logistic,8,0.5039575879418433,1.0,-0.0036431737336749537,0.125,-0.0027105522417858463,0.125,-5.919929877223624e-05,0.375,0.029347854395368765,0.75
ALL_8,H30,P2,TOP20,gbr,8,0.5065242438574369,1.0,-0.022935843963126312,0.0,-0.018783554618828302,0.0,-5.457078112437093e-05,0.5,0.024620856607471278,0.625
ALL_8,H30,P2,TOP20,logistic,8,0.502080165096455,1.0,-0.024639129598963527,0.0,-0.022437610583771472,0.0,-0.0001039400278565859,0.375,0.018609602988736464,0.625
ALL_8,H30,P2,TOP30,gbr,8,0.516843663227013,1.0,-0.017595684985848625,0.0,-0.013743759240223086,0.0,-0.00017644581379250486,0.25,0.04062997349611915,0.75
ALL_8,H30,P2,TOP30,logistic,8,0.510215267557024,1.0,-0.01423431205808856,0.125,-0.0111156770806774,0.125,-9.707387682693792e-05,0.5,0.02906277955969653,0.625
ALL_8,H30,P2,TOP50,gbr,8,0.5076353101296801,1.0,-0.014658853027043506,0.0,-0.011336508036141169,0.0,-0.000143082631698719,0.375,0.03645732634714856,0.875
ALL_8,H30,P2,TOP50,logistic,8,0.499207400656367,1.0,-0.009332366043586227,0.125,-0.007581964523436069,0.125,-0.00017008823961309932,0.25,0.020878149776673533,0.625
ALL_8,H30,P3,ALL,gbr,8,0.5104168851121751,1.0,-0.004175793367854563,0.0,-0.003114480121430452,0.0,3.988748634430872e-06,0.5,0.05597935629238186,1.0
ALL_8,H30,P3,ALL,logistic,8,0.5020460239719774,1.0,-0.004081191697655306,0.125,-0.0030024165316691054,0.125,-6.271929592612529e-05,0.25,0.016720552957998302,0.625
ALL_8,H30,P3,TOP20,gbr,8,0.5040521756606164,1.0,-0.024009301330304655,0.0,-0.018744247153418048,0.0,-0.00012221909457487255,0.375,0.009507911509653194,0.5
ALL_8,H30,P3,TOP20,logistic,8,0.5021138250105314,1.0,-0.027459938688651264,0.0,-0.02356741775465565,0.0,-0.00015845190590115237,0.375,0.008266337804579514,0.5
ALL_8,H30,P3,TOP30,gbr,8,0.5153176617066805,1.0,-0.017014179324195133,0.0,-0.01337317482802658,0.0,-3.5907825450560186e-06,0.5,0.040086252012941595,0.75
ALL_8,H30,P3,TOP30,logistic,8,0.507691119106572,1.0,-0.014622199409810688,0.125,-0.011499244390615337,0.0,-1.6257187230227623e-05,0.5,0.023649738752072262,0.625
ALL_8,H30,P3,TOP50,gbr,8,0.5085522190342482,1.0,-0.014354824975958858,0.0,-0.011008231356683607,0.0,-2.6065177090016335e-05,0.5,0.03217731549148015,0.75
ALL_8,H30,P3,TOP50,logistic,8,0.4998884318244615,1.0,-0.010880126452859518,0.0,-0.00867666380524057,0.0,-0.00013749082229106888,0.375,0.018268374811116376,0.625
ALL_8,H5,P0,ALL,gbr,8,0.5187061695963064,1.0,-0.0009068764121048511,0.125,-0.0006891796920738269,0.125,1.8456081608809907e-05,0.625,0.12370265445550926,1.0
ALL_8,H5,P0,ALL,logistic,8,0.5212248119360375,1.0,-0.0006309980607013266,0.375,-0.0007335590566699413,0.375,3.374982450264166e-05,1.0,0.14599172253506695,1.0
ALL_8,H5,P0,TOP20,gbr,8,0.5127018234365934,1.0,-0.005947825887864577,0.0,-0.004458098526951448,0.0,2.3905419826258277e-05,0.75,0.05355993851505157,0.875
ALL_8,H5,P0,TOP20,logistic,8,0.5150895823659626,1.0,-0.00182524999589051,0.375,-0.0017941018335400072,0.375,6.226017390417165e-05,0.75,0.10745030144687012,0.625
ALL_8,H5,P0,TOP30,gbr,8,0.5114379807741543,1.0,-0.004730538538875617,0.0,-0.0036060208861528054,0.0,-1.2537226729711515e-05,0.375,0.05884434413483222,0.875
ALL_8,H5,P0,TOP30,logistic,8,0.5180346867633157,1.0,-0.001324232103688483,0.25,-0.0011282391734590558,0.25,5.889925516378465e-05,0.75,0.09780154699999188,0.625
ALL_8,H5,P0,TOP50,gbr,8,0.5181326458027643,1.0,-0.0021302772685241056,0.0,-0.001618055776347771,0.0,2.3498461882545358e-05,0.75,0.09866778169876984,1.0
ALL_8,H5,P0,TOP50,logistic,8,0.5153733893893786,1.0,-0.0007636235442965988,0.375,-0.0009144073943390119,0.25,3.2724948136412244e-05,0.75,0.11375689050858898,0.75
ALL_8,H5,P1,ALL,gbr,8,0.5248762942260232,1.0,0.00013530845911280398,0.625,6.94519648398173e-05,0.5,1.556630561293795e-05,0.625,0.13885635370740385,1.0
ALL_8,H5,P1,ALL,logistic,8,0.5223573056858233,1.0,-0.0008013129149371245,0.5,-0.0006566552310324769,0.5,1.5780686428727493e-05,0.5,0.11920955393891597,1.0
ALL_8,H5,P1,TOP20,gbr,8,0.5139930848642482,1.0,-0.0138084453239109,0.0,-0.010914003841604902,0.0,-5.878092385705274e-06,0.375,0.03805518871876594,0.75
ALL_8,H5,P1,TOP20,logistic,8,0.5183947211142672,1.0,-0.005754834725668956,0.25,-0.004424513030744315,0.25,4.713489889691268e-05,0.625,0.06364767357437093,0.625
ALL_8,H5,P1,TOP30,gbr,8,0.5197388802167884,1.0,-0.005622729750525246,0.0,-0.004497954500261803,0.0,2.7206931896323326e-05,0.75,0.06051850370415887,1.0
ALL_8,H5,P1,TOP30,logistic,8,0.518551032693885,1.0,-0.004030220669181683,0.25,-0.0031762904132567327,0.25,-2.4470067267424125e-05,0.375,0.08037915702325141,0.75
ALL_8,H5,P1,TOP50,gbr,8,0.5191799586801639,1.0,-0.002744411219594789,0.125,-0.0020769351320441,0.125,1.9867549035484744e-05,0.625,0.08859549799345673,1.0
ALL_8,H5,P1,TOP50,logistic,8,0.5201143319600713,1.0,-0.001837313007506669,0.375,-0.0014226214580624896,0.25,1.5640978673039527e-07,0.5,0.091921521383144,0.875
ALL_8,H5,P2,ALL,gbr,8,0.5257414857864955,1.0,0.00044002613605331753,0.625,0.00022148543123567954,0.625,-2.3515082943095813e-06,0.5,0.1344877388859368,1.0
ALL_8,H5,P2,ALL,logistic,8,0.5235292044730653,1.0,-0.00041153575049485136,0.5,-0.0005158186393298125,0.375,4.009620883974193e-05,0.625,0.1292814123549408,1.0
ALL_8,H5,P2,TOP20,gbr,8,0.5210343783800799,1.0,-0.015614188526061779,0.125,-0.011783835472745308,0.125,1.844129677131877e-05,0.625,0.05009663576831253,0.75
ALL_8,H5,P2,TOP20,logistic,8,0.5229670134348734,1.0,-0.007476047974953937,0.0,-0.006118745654433488,0.0,7.430427481255799e-05,0.75,0.06852293545663321,0.875
ALL_8,H5,P2,TOP30,gbr,8,0.5201926667764845,1.0,-0.005526084079814919,0.125,-0.004792407498235951,0.125,3.1754199990257476e-05,0.625,0.06745857988184878,0.875
ALL_8,H5,P2,TOP30,logistic,8,0.5211868145194984,1.0,-0.004496186441065753,0.125,-0.0033767367243630053,0.125,7.65634608773775e-05,0.75,0.062494021547849665,0.75
ALL_8,H5,P2,TOP50,gbr,8,0.5264083357209373,1.0,-0.002657937485553319,0.125,-0.002120989401450335,0.125,5.209812100877041e-05,0.625,0.0865303783541031,1.0
ALL_8,H5,P2,TOP50,logistic,8,0.5217306085901299,1.0,-0.001635931035115279,0.375,-0.0012409240193208548,0.375,3.33494278176346e-05,0.625,0.09336743008358313,1.0
ALL_8,H5,P3,ALL,gbr,8,0.5275492694480153,1.0,0.0006515336112113967,0.75,0.00037019878115723825,0.75,3.645334259779904e-05,0.75,0.14350857196184594,1.0
ALL_8,H5,P3,ALL,logistic,8,0.5258694415488815,1.0,-0.000438180939693944,0.375,-0.00044073317430870507,0.375,3.676728360321628e-05,0.75,0.14148218089452336,1.0
ALL_8,H5,P3,TOP20,gbr,8,0.5219843757106768,1.0,-0.013122544551069204,0.0,-0.009823171589447455,0.0,3.4849567254781014e-05,0.75,0.05510106206885046,0.875
ALL_8,H5,P3,TOP20,logistic,8,0.524114255290179,1.0,-0.0088618826182425,0.0,-0.006781359809683085,0.0,5.105297027753449e-05,0.875,0.0625458606807454,0.875
ALL_8,H5,P3,TOP30,gbr,8,0.5203829806385024,1.0,-0.004706913110548494,0.0,-0.004283665512586521,0.0,7.420267152766859e-05,0.75,0.08372322342497535,1.0
ALL_8,H5,P3,TOP30,logistic,8,0.5219379040427696,1.0,-0.005483610858918797,0.0,-0.00408853383272012,0.0,6.014705034683925e-05,0.75,0.056520815204710265,0.875
ALL_8,H5,P3,TOP50,gbr,8,0.5258508151411811,1.0,-0.0018295762165611018,0.125,-0.001469009209230987,0.125,6.767760512270932e-05,0.75,0.10466974834121075,1.0
ALL_8,H5,P3,TOP50,logistic,8,0.5242164824351665,1.0,-0.0016840830996497358,0.125,-0.001288551615987732,0.125,5.254200380588897e-05,0.75,0.09837585825148876,1.0
EX_I_7,H15,P0,ALL,gbr,7,0.508004733529816,1.0,-0.002586116505359781,0.0,-0.0018963419632513911,0.0,-8.437715756474013e-05,0.42857142857142855,0.06645281738188472,0.7142857142857143
EX_I_7,H15,P0,ALL,logistic,7,0.5050257760007769,1.0,-0.0006765381057314279,0.0,-0.0008386136395848176,0.0,-3.7210086292997614e-05,0.2857142857142857,0.06102624575566157,0.7142857142857143
EX_I_7,H15,P0,TOP20,gbr,7,0.503654275911275,1.0,-0.008585284494963652,0.0,-0.006321354226463294,0.0,-9.514735205019644e-06,0.42857142857142855,0.009309768209211528,0.5714285714285714
EX_I_7,H15,P0,TOP20,logistic,7,0.5032202800078448,1.0,-0.0029558339424435864,0.0,-0.0033371013624445833,0.0,7.2481626604143626e-06,0.5714285714285714,0.017063249710632476,0.5714285714285714
EX_I_7,H15,P0,TOP30,gbr,7,0.5086513497658076,1.0,-0.005160362703920063,0.0,-0.003872266572999772,0.0,1.1796911905463305e-05,0.5714285714285714,0.04706148598813962,0.7142857142857143
EX_I_7,H15,P0,TOP30,logistic,7,0.5040890542909987,1.0,-0.0022085396853577244,0.0,-0.0021650894848768143,0.0,2.1882129295351232e-05,0.5714285714285714,0.025778091480105573,0.7142857142857143
EX_I_7,H15,P0,TOP50,gbr,7,0.5067670638974234,1.0,-0.003752286179818487,0.0,-0.0027612040783004943,0.0,2.2688669485070114e-05,0.5714285714285714,0.06234193958195711,0.7142857142857143
EX_I_7,H15,P0,TOP50,logistic,7,0.5075635631658035,1.0,-0.001109613390479991,0.0,-0.0008362649853730364,0.0,-3.000286352625957e-05,0.42857142857142855,0.03734689040077936,0.7142857142857143
EX_I_7,H15,P1,ALL,gbr,7,0.5113686317046483,1.0,-0.003490045507502426,0.0,-0.002575501457737772,0.0,-0.00011730340807688068,0.2857142857142857,0.06613719746073625,0.8571428571428571
EX_I_7,H15,P1,ALL,logistic,7,0.5092390253664388,1.0,-0.001425961630501682,0.14285714285714285,-0.0010619710199168964,0.14285714285714285,-0.00012208963389228,0.2857142857142857,0.03660610105088588,0.8571428571428571
EX_I_7,H15,P1,TOP20,gbr,7,0.506058905258176,1.0,-0.01769213175450446,0.0,-0.013260434729449377,0.0,-3.8202734512437185e-05,0.2857142857142857,0.010233871859905748,0.7142857142857143
EX_I_7,H15,P1,TOP20,logistic,7,0.5048779715810451,1.0,-0.00853112774608511,0.0,-0.0073139523205383306,0.0,-7.54701058390829e-05,0.14285714285714285,0.0004131765031795925,0.5714285714285714
EX_I_7,H15,P1,TOP30,gbr,7,0.508390263213138,1.0,-0.010840972457174303,0.0,-0.008083562177309656,0.0,-0.00015279931176209445,0.2857142857142857,0.028134258636927287,0.7142857142857143
EX_I_7,H15,P1,TOP30,logistic,7,0.5066231879441991,1.0,-0.005249764748800789,0.0,-0.0040131985977465146,0.0,-0.0001271081784436088,0.14285714285714285,0.009443003207306443,0.7142857142857143
EX_I_7,H15,P1,TOP50,gbr,7,0.5058303629023523,1.0,-0.007606960117097383,0.0,-0.00563024159497072,0.0,-0.00016650674762643973,0.2857142857142857,0.020076180406602865,0.7142857142857143
EX_I_7,H15,P1,TOP50,logistic,7,0.5080322395035752,1.0,-0.0037886130509310334,0.0,-0.0028640749608890292,0.0,-0.0001352029264080987,0.2857142857142857,0.014545712474276107,0.7142857142857143
EX_I_7,H15,P2,ALL,gbr,7,0.5140232817264837,1.0,-0.0026679547598424946,0.0,-0.001975098336395531,0.0,-6.870817209425316e-05,0.42857142857142855,0.07814875959197048,0.8571428571428571
EX_I_7,H15,P2,ALL,logistic,7,0.5092612655906147,1.0,-0.0016177125448764151,0.2857142857142857,-0.0012496829986730074,0.2857142857142857,-2.273451124861346e-05,0.42857142857142855,0.05910154748113264,1.0
EX_I_7,H15,P2,TOP20,gbr,7,0.5046833508791226,1.0,-0.01610973266982141,0.0,-0.012124046900866992,0.0,-4.478733912282783e-05,0.2857142857142857,0.02191082427837308,0.7142857142857143
EX_I_7,H15,P2,TOP20,logistic,7,0.5136865065349966,1.0,-0.011247238800607517,0.0,-0.008471405538641674,0.0,-1.0232412440720995e-05,0.42857142857142855,0.023180566868704525,0.7142857142857143
EX_I_7,H15,P2,TOP30,gbr,7,0.5113250723892758,1.0,-0.008467976646806097,0.0,-0.006400776841072098,0.0,-0.00012642689648725003,0.2857142857142857,0.04330982825624521,0.7142857142857143
EX_I_7,H15,P2,TOP30,logistic,7,0.5061617221997388,1.0,-0.00807625812513968,0.0,-0.006144517582769238,0.0,-2.338713950884788e-05,0.2857142857142857,0.01923755463196673,0.8571428571428571
EX_I_7,H15,P2,TOP50,gbr,7,0.5062132046297294,1.0,-0.00749851180448502,0.0,-0.006023383045481667,0.0,-8.178530482177877e-05,0.2857142857142857,0.021782316171540504,0.7142857142857143
EX_I_7,H15,P2,TOP50,logistic,7,0.5035625152811766,1.0,-0.004676148416560277,0.0,-0.003465019567405303,0.0,-5.93453854190813e-05,0.2857142857142857,0.011146899498724558,0.8571428571428571
EX_I_7,H15,P3,ALL,gbr,7,0.5131538705277339,1.0,-0.0031742142294743925,0.0,-0.002335046570087984,0.0,-4.109115946551641e-05,0.2857142857142857,0.0779859511794999,0.8571428571428571
EX_I_7,H15,P3,ALL,logistic,7,0.5092014885073426,1.0,-0.002178931653958438,0.2857142857142857,-0.0016354418091888423,0.14285714285714285,-3.230560247556928e-05,0.42857142857142855,0.05891837483958552,1.0
EX_I_7,H15,P3,TOP20,gbr,7,0.5086912757039872,1.0,-0.013881372470565756,0.0,-0.010331754322102427,0.0,2.650584453952857e-05,0.5714285714285714,0.03868761042842007,0.7142857142857143
EX_I_7,H15,P3,TOP20,logistic,7,0.5076032809636563,1.0,-0.013345634442532672,0.0,-0.01005869129621284,0.0,5.6734040405132944e-05,0.5714285714285714,0.0177171051250812,0.7142857142857143
EX_I_7,H15,P3,TOP30,gbr,7,0.5076760196042391,1.0,-0.008744970067529279,0.0,-0.0064446183494875076,0.0,-9.012173769279598e-05,0.2857142857142857,0.0470473290600885,0.7142857142857143
EX_I_7,H15,P3,TOP30,logistic,7,0.5090203330175181,1.0,-0.008909267601290738,0.0,-0.006750414150985762,0.0,-3.465492575942444e-05,0.2857142857142857,0.018445814265505463,0.8571428571428571
EX_I_7,H15,P3,TOP50,gbr,7,0.5057029004573067,1.0,-0.006167282722876477,0.0,-0.005031543163318997,0.0,-9.129243315391818e-05,0.2857142857142857,0.03894204369008961,0.8571428571428571
EX_I_7,H15,P3,TOP50,logistic,7,0.5045088760674292,1.0,-0.004867538788995374,0.0,-0.0036010221090392314,0.0,-7.774896377833577e-05,0.42857142857142855,0.010384112214960578,0.8571428571428571
EX_I_7,H30,P0,ALL,gbr,7,0.5000014399655872,1.0,-0.002998137545534574,0.0,-0.0022196596197032736,0.0,-7.704696279362395e-05,0.42857142857142855,0.013712493433011484,0.5714285714285714
EX_I_7,H30,P0,ALL,logistic,7,0.49913232343876546,1.0,-0.0015801466172391532,0.14285714285714285,-0.0013743496006619615,0.14285714285714285,-0.0002015291524101432,0.0,0.02171536300165532,0.5714285714285714
EX_I_7,H30,P0,TOP20,gbr,7,0.4982849739371479,1.0,-0.015929107578196877,0.0,-0.011840551752827277,0.0,-0.00011566220132412896,0.2857142857142857,-0.0028847261818981647,0.42857142857142855
EX_I_7,H30,P0,TOP20,logistic,7,0.4999268463579202,1.0,-0.0046026515421739855,0.0,-0.00354059836535936,0.0,-0.0002466537676047749,0.2857142857142857,-0.021228179078769945,0.42857142857142855
EX_I_7,H30,P0,TOP30,gbr,7,0.4983264261940199,1.0,-0.009456516733608256,0.0,-0.007136395610509938,0.0,-3.966885008847574e-05,0.42857142857142855,0.008482991635130622,0.5714285714285714
EX_I_7,H30,P0,TOP30,logistic,7,0.49919986411278644,1.0,-0.0038446181933295964,0.14285714285714285,-0.00296371294022979,0.14285714285714285,-0.00010848041219891101,0.2857142857142857,-0.020357884147861736,0.42857142857142855
EX_I_7,H30,P0,TOP50,gbr,7,0.49367607431888194,1.0,-0.006806089863287124,0.0,-0.005069685840724425,0.0,-3.055019825846368e-05,0.2857142857142857,-0.021934107571972075,0.2857142857142857
EX_I_7,H30,P0,TOP50,logistic,7,0.4996457266194152,1.0,-0.002298450067711899,0.0,-0.0016826643991012524,0.0,-0.0002609929980335853,0.14285714285714285,-0.03404193662586495,0.2857142857142857
EX_I_7,H30,P1,ALL,gbr,7,0.5137892933323239,1.0,-0.003967476972333905,0.0,-0.002952486306748714,0.0,-7.472395606208151e-05,0.42857142857142855,0.040430732308134314,1.0
EX_I_7,H30,P1,ALL,logistic,7,0.5082675933978191,1.0,-0.002415294488833597,0.0,-0.0018005002701089179,0.0,-0.0002469637743379832,0.14285714285714285,0.028089262152710622,0.7142857142857143
EX_I_7,H30,P1,TOP20,gbr,7,0.5188474171536626,1.0,-0.020043877891636086,0.0,-0.015603559715370086,0.0,0.00014059918222778813,0.5714285714285714,0.03759137926950972,0.7142857142857143
EX_I_7,H30,P1,TOP20,logistic,7,0.5069841551820705,1.0,-0.01119704528768306,0.0,-0.009862048183716832,0.0,-0.0003205609645079894,0.2857142857142857,-0.0007777261239609994,0.42857142857142855
EX_I_7,H30,P1,TOP30,gbr,7,0.5153632018640311,1.0,-0.016478079028489745,0.0,-0.012288391680391308,0.0,-0.00022628767568690005,0.42857142857142855,0.02727745641864553,0.8571428571428571
EX_I_7,H30,P1,TOP30,logistic,7,0.5057687201282564,1.0,-0.009819130063205117,0.0,-0.008547213832488243,0.0,-0.00038713882896489844,0.2857142857142857,0.02068487622411608,0.5714285714285714
