contact_id,symbol,cluster
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-07 13:30:00|797.0|1,I,2
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-13 21:00:00|2879.0|1,M,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-20 21:00:00|5162.0|2,TA,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-19 13:30:00|20630.0|1,AL,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-06-25 13:30:00|4792.0|4,TA,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-07-22 13:30:00|23225.0|1,AL,-1
CU|CU|CANONICAL_EQL|5m|2025-08-13 11:15:00|79250.0|2,CU,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-21 13:30:00|3052.0|3,M,-1
CU|CU|CONFIRMED_SWING_HIGH|5m|2025-09-26 09:45:00|83080.0|1,CU,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-10-17 10:30:00|13315.0009765625|1,CF,-1
SN|SN|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-04-25 09:00:00|259860.0|1,SN,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-06-12 21:00:00|2977.0|1,RB,1
CU|CU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-16 09:00:00|75950.0|1,CU,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-07-24 13:30:00|2785.0|1,MA,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-15 09:00:00|9420.0009765625|1,P,-1
I|I|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-06-23 21:00:00|744.0|4,I,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-14 13:30:00|778.9000244140625|2,AU,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-06-12 21:00:00|3055.0|2,M,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-11-25 09:00:00|3095.0|1,RB,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-02 10:30:00|2486.0|2,MA,-1
TA|TA|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-06-16 21:00:00|5774.0|1,TA,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-17 10:30:00|13965.0009765625|1,CF,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-09-23 10:30:00|13525.0009765625|1,CF,-1
P|P|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-03-31 21:00:00|9810.0009765625|1,P,-1
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-16 09:00:00|2765.0|1,M,-1
SC|SC|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-24 10:30:00|595.0999755859375|1,SC,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-01-07 13:30:00|14995.0009765625|1,CF,-1
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-15 21:00:00|124410.0|1,NI,-1
P|P|CONFIRMED_SWING_LOW|5m|2025-02-17 22:45:00|8968.0009765625|1,P,4
M|M|PREV_TRADING_WEEK_LOW|TRADING_WEEK|2025-02-05 09:00:00|2784.0|1,M,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-08-25 10:30:00|714.0|3,I,-1
CU|CU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-12 10:30:00|79030.0|2,CU,-1
M|M|CONFIRMED_SWING_HIGH|5m|2025-08-20 09:25:00|3178.0|1,M,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-15 10:30:00|2385.0|1,MA,3
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-10 13:30:00|3004.0|1,RB,-1
TA|TA|CANONICAL_EQL|5m|2026-07-08 21:05:00|5614.0|1,TA,-1
CF|CF|CANONICAL_EQH|15m|2025-06-12 21:45:00|13530.0009765625|2,CF,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-15 09:00:00|3131.0|1,MA,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-31 13:30:00|769.9000244140625|1,AU,5
TA|TA|CANONICAL_EQL|15m|2026-01-13 09:45:00|5090.0|2,TA,3
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-07 13:30:00|820.5|2,I,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-06-02 10:30:00|781.5|1,I,-1
RU|RU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-17 10:30:00|14570.0009765625|1,RU,-1
MA|MA|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-08-19 21:00:00|2406.0|2,MA,-1
TA|TA|CANONICAL_EQH|5m|2025-11-11 22:20:00|4680.0|1,TA,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-25 13:30:00|9322.0009765625|1,P,-1
M|M|CONFIRMED_SWING_LOW|15m|2026-05-11 22:15:00|2980.0|1,M,-1
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-26 09:00:00|122880.0|1,NI,3
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-04 10:30:00|3036.0|1,M,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-30 21:00:00|786.5|3,I,-1
AG|AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-18 21:00:00|8102.0|1,AG,8
AG|AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-08-28 21:00:00|9385.0009765625|1,AG,-1
P|P|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-04-28 21:00:00|8366.0|1,P,-1
AG|AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-10-10 21:00:00|11116.0009765625|1,AG,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-02-27 10:30:00|15260.0009765625|1,CF,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-15 21:00:00|751.5|4,I,-1
SC|SC|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-07-30 21:00:00|547.2000122070312|1,SC,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-08-15 21:00:00|14090.0009765625|1,CF,-1
RU|RU|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-10-22 21:00:00|15055.0009765625|1,RU,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-01-26 21:00:00|789.5|4,I,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-08-15 21:00:00|120350.0|1,NI,-1
RB|RB|CONFIRMED_SWING_HIGH|5m|2026-04-03 11:30:00|3123.0|3,RB,3
SN|SN|CONFIRMED_SWING_HIGH|5m|2025-05-16 14:25:00|266280.0|1,SN,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-21 13:30:00|20655.0|1,AL,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-01 13:30:00|21800.0|3,AL,0
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-18 10:30:00|121060.0|1,NI,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-08-14 21:00:00|78880.0|1,CU,-1
M|M|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-02-07 21:00:00|2921.0|1,M,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-15 09:00:00|4642.0|2,TA,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-02 10:30:00|2889.0|1,M,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-07 21:00:00|13645.0009765625|9,CF,-1
AU|AU|CANONICAL_EQL|5m|2025-08-29 02:25:00|784.7999877929688|1,AU,-1
I|I|CANONICAL_EQL|1h|2025-03-18 12:00:00|772.5|1,I,-1
CU|CU|CONFIRMED_SWING_LOW|5m|2025-03-19 00:25:00|80160.0|1,CU,-1
CU|CU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-04-24 21:00:00|103620.0|1,CU,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-07 10:30:00|9026.0009765625|1,P,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-26 13:30:00|1012.7999877929688|1,AU,-1
CF|CF|CANONICAL_EQL|5m|2026-04-10 22:20:00|15675.0009765625|1,CF,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-05-07 09:00:00|800.3200073242188|1,AU,-1
SN|SN|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-06 13:30:00|258180.0|1,SN,-1
AL|AL|CANONICAL_EQL|15m|2026-04-27 09:45:00|24840.0|1,AL,-1
SC|SC|CANONICAL_EQH|15m|2025-08-13 22:00:00|490.2000122070313|1,SC,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-10-21 10:30:00|14840.0009765625|3,RU,-1
NI|NI|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-04 21:00:00|122690.0|1,NI,-1
CF|CF|CANONICAL_EQL|5m|2025-07-16 11:15:00|13935.0009765625|1,CF,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-06-02 21:00:00|106200.0|1,CU,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-04-07 21:00:00|3095.0|1,RB,-1
CF|CF|CONFIRMED_SWING_LOW|5m|2026-05-26 13:40:00|15895.0009765625|1,CF,-1
CF|CF|PREV_TRADING_WEEK_LOW|TRADING_WEEK|2026-06-22 09:00:00|15685.0009765625|1,CF,-1
RU|RU|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-08-07 21:00:00|15310.0009765625|1,RU,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-09-19 09:00:00|4656.0|1,TA,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-28 10:30:00|146970.0|1,NI,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-02-26 13:30:00|8728.0009765625|1,P,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-24 13:30:00|5042.0|8,TA,-1
NI|NI|CONFIRMED_SWING_LOW|5m|2026-04-10 13:40:00|132880.0|1,NI,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-02-02 13:30:00|785.0|2,I,-1
CF|CF|CANONICAL_EQL|5m|2026-04-07 09:10:00|15245.0009765625|1,CF,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-05 09:00:00|24355.0|1,AL,-1
RB|RB|CANONICAL_EQH|5m|2026-06-11 09:45:00|3176.0|1,RB,-1
SC|SC|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-11-17 13:30:00|458.2999877929687|1,SC,-1
AL|AL|CONFIRMED_SWING_HIGH|5m|2026-01-13 09:30:00|25075.0|1,AL,-1
M|M|CANONICAL_EQH|5m|2026-04-27 14:30:00|2994.0|3,M,-1
NI|NI|CANONICAL_EQH|15m|2025-05-26 10:45:00|123110.0|1,NI,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-04-14 21:00:00|12950.0009765625|1,CF,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-16 10:30:00|3058.0|2,M,-1
CF|CF|CANONICAL_EQL|15m|2025-08-04 10:00:00|13535.0009765625|1,CF,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-17 09:00:00|23185.0|1,AL,-1
AU|AU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-03-17 21:00:00|697.0599975585938|1,AU,-1
P|P|CONFIRMED_SWING_LOW|5m|2025-04-08 10:40:00|8694.0009765625|1,P,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-24 13:30:00|2980.0|2,M,-1
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-10-22 09:00:00|2852.0|1,M,-1
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-31 09:00:00|2805.0|1,M,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-15 13:30:00|24905.0|1,AL,5
M|M|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-21 09:00:00|3000.0|1,M,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-10-15 13:30:00|84890.0|1,CU,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-25 10:30:00|17110.0|1,CF,7
RU|RU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-20 13:30:00|15575.0009765625|1,RU,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-07-30 09:00:00|3102.0|1,M,-1
CU|CU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-08-19 10:30:00|78970.0|1,CU,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-10 13:30:00|77060.0|1,CU,-1
SC|SC|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-24 09:00:00|606.5|1,SC,-1
SN|SN|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-28 09:00:00|278900.0|1,SN,-1
I|I|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-02-18 21:00:00|819.0|6,I,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-05-29 10:30:00|13350.0009765625|4,CF,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-02-25 13:30:00|2843.0|1,M,-1
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-24 09:00:00|3179.0|1,RB,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-21 13:30:00|20885.0|1,AL,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-24 21:00:00|13575.0009765625|1,CF,-1
SC|SC|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-09 10:30:00|636.0999755859375|2,SC,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-05 09:00:00|2894.0|1,MA,-1
CU|CU|CONFIRMED_SWING_HIGH|15m|2025-03-05 10:45:00|77420.0|1,CU,-1
NI|NI|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-11-28 21:00:00|116850.0|2,NI,-1
MA|MA|CONFIRMED_SWING_LOW|5m|2025-12-08 11:30:00|2059.0|1,MA,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-09 10:30:00|20575.0|1,AL,-1
P|P|CANONICAL_EQL|15m|2025-06-19 21:45:00|8512.0009765625|1,P,-1
NI|NI|CONFIRMED_SWING_LOW|1h|2026-08-21 22:00:00|126740.0|1,NI,-1
TA|TA|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-06-16 21:00:00|5936.0|2,TA,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-10-13 10:30:00|2946.0|5,M,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-24 10:30:00|8205.0|2,AG,-1
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-07-01 10:30:00|2384.0|1,MA,-1
CF|CF|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-05-26 21:00:00|15895.0009765625|2,CF,-1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-05-26 13:30:00|3014.0|2,RB,-1
MA|MA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-10-23 10:30:00|2262.0|1,MA,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-07-02 21:00:00|745.5|3,I,-1
CU|CU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-08-17 21:00:00|109780.0|1,CU,-1
RU|RU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-09-04 21:00:00|16000.0009765625|1,RU,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-05-30 13:30:00|768.719970703125|1,AU,-1
CF|CF|CANONICAL_EQL|5m|2025-03-10 14:05:00|13640.0009765625|3,CF,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-05-13 09:00:00|817.5|1,I,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-06-05 10:30:00|8072.0|1,P,-1
AL|AL|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-07-11 21:00:00|20660.0|3,AL,-1
P|P|CANONICAL_EQH|5m|2025-04-17 21:10:00|8208.0|2,P,-1
SN|SN|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-03-27 21:00:00|360100.0|1,SN,1
RB|RB|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-19 21:00:00|3174.0|1,RB,6
MA|MA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-12 09:00:00|2386.0|1,MA,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-13 09:00:00|684.5800170898438|1,AU,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-10 10:30:00|17205.0|1,RU,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-05-07 10:30:00|19550.0|1,AL,-1
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-05-08 21:00:00|123590.0|1,NI,-1
MA|MA|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-08-26 21:00:00|2392.0|1,MA,-1
AU|AU|CONFIRMED_SWING_HIGH|5m|2025-02-28 21:10:00|677.5599975585938|1,AU,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-09 10:30:00|15370.0009765625|1,CF,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-06 10:30:00|23900.0|1,AL,-1
AL|AL|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-29 10:30:00|24345.0|3,AL,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-05 13:30:00|9538.0009765625|1,P,-1
SN|SN|CONFIRMED_SWING_LOW|15m|2025-10-30 09:45:00|282160.0|1,SN,-1
CF|CF|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-01-16 21:00:00|14555.0009765625|1,CF,-1
AG|AG|CANONICAL_EQH|5m|2026-06-25 00:10:00|14339.0009765625|1,AG,-1
RU|RU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-08-19 21:00:00|15825.0009765625|1,RU,5
NI|NI|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-05-06 13:30:00|153170.0|1,NI,-1
RB|RB|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-11-21 21:00:00|3050.0|1,RB,-1
AL|AL|CANONICAL_EQL|5m|2026-01-09 09:25:00|23630.0|1,AL,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-01-27 21:00:00|1150.6400146484375|1,AU,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-12 21:00:00|13850.0009765625|1,CF,-1
CF|CF|CANONICAL_EQL|5m|2025-05-21 14:45:00|13435.0009765625|1,CF,-1
RU|RU|CANONICAL_EQL|1h|2025-08-14 11:00:00|15705.0009765625|1,RU,-1
RU|RU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-05-22 10:30:00|17455.0|1,RU,7
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-06-23 13:30:00|103850.0|1,CU,5
SN|SN|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-01-06 21:00:00|244910.0|1,SN,-1
CF|CF|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-03-02 09:00:00|15425.0009765625|1,CF,-1
CU|CU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-03-24 21:00:00|81940.0|1,CU,1
I|I|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-07-02 21:00:00|724.5|1,I,-1
CU|CU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-20 10:30:00|107390.0|1,CU,7
NI|NI|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-04-23 21:00:00|126400.0|1,NI,0
RB|RB|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-22 09:00:00|3165.0|1,RB,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-26 10:30:00|683.9400024414062|1,AU,-1
RU|RU|CONFIRMED_SWING_HIGH|5m|2025-11-25 10:50:00|15405.0009765625|1,RU,-1
RU|RU|CANONICAL_EQL|5m|2026-03-12 14:25:00|17055.0|1,RU,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-07-17 21:00:00|9150.0009765625|1,AG,-1
AG|AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-06-03 21:00:00|17922.0|1,AG,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-07-21 13:30:00|742.5|1,I,-1
AU|AU|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-02-04 21:00:00|1143.300048828125|1,AU,-1
AL|AL|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-17 13:30:00|22015.0|1,AL,-1
P|P|CANONICAL_EQL|5m|2026-05-19 22:55:00|9637.0009765625|1,P,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-05-08 13:30:00|77710.0|1,CU,-1
SN|SN|CANONICAL_EQH|5m|2025-07-29 00:15:00|267770.0|1,SN,-1
M|M|CANONICAL_EQH|15m|2025-07-31 10:45:00|3019.0|1,M,-1
AG|AG|CANONICAL_EQH|5m|2025-03-22 01:15:00|8213.0|1,AG,-1
SN|SN|PREV_TRADING_DAY_HIGH|TRADING_DAY|2026-06-25 21:00:00|388540.0|1,SN,-1
I|I|PREV_TRADING_WEEK_LOW|TRADING_WEEK|2026-03-27 21:00:00|801.5|2,I,-1
P|P|CONFIRMED_SWING_LOW|5m|2026-03-31 22:10:00|9810.0009765625|1,P,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-07-15 13:30:00|777.1599731445312|1,AU,-1
SC|SC|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-07-14 13:30:00|525.2000122070312|1,SC,-1
P|P|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-06-24 21:00:00|9262.0009765625|1,P,-1
AG|AG|CONFIRMED_SWING_HIGH|5m|2025-06-17 00:55:00|8894.0009765625|1,AG,4
P|P|CANONICAL_EQH|15m|2025-04-14 10:00:00|8794.0009765625|1,P,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-05-23 13:30:00|4744.0|1,TA,-1
RB|RB|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-06-20 21:00:00|2982.0|1,RB,-1
CF|CF|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-07-25 21:00:00|14330.0009765625|1,CF,-1
I|I|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-16 13:30:00|789.5|5,I,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-09-25 21:00:00|2971.0|1,M,-1
P|P|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-04-23 10:30:00|9838.0009765625|1,P,-1
TA|TA|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-06-20 21:00:00|4954.0|4,TA,-1
NI|NI|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-03-18 21:00:00|134890.0|1,NI,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-04 13:30:00|8810.0009765625|3,P,-1
TA|TA|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-12-11 09:00:00|4652.0|2,TA,-1
CF|CF|CONFIRMED_SWING_LOW|5m|2025-04-25 13:45:00|12955.0009765625|1,CF,8
AG|AG|CANONICAL_EQL|5m|2025-12-11 09:15:00|14154.0009765625|1,AG,-1
AU|AU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-20 21:00:00|688.4000244140625|1,AU,-1
I|I|CONFIRMED_SWING_HIGH|5m|2025-06-12 10:45:00|711.0|2,I,-1
AU|AU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-06-09 09:00:00|952.5999755859376|1,AU,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-03-13 21:00:00|100080.0|1,CU,8
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-06-13 13:30:00|8813.0009765625|1,AG,-1
RB|RB|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-10-09 21:00:00|3100.0|1,RB,-1
I|I|CONFIRMED_SWING_HIGH|5m|2025-12-19 10:55:00|780.0|1,I,-1
SC|SC|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-12-15 21:00:00|436.2999877929687|1,SC,-1
P|P|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-09-23 13:30:00|8956.0009765625|4,P,-1
AG|AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-06-09 13:30:00|16223.0009765625|1,AG,-1
MA|MA|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-07-23 21:00:00|2397.0|1,MA,-1
I|I|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2026-04-20 21:00:00|782.0|1,I,-1
SC|SC|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-27 13:30:00|598.5999755859375|2,SC,-1
CU|CU|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-06 10:30:00|75890.0|1,CU,-1
RU|RU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-16 09:00:00|17680.0|1,RU,-1
TA|TA|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-11-24 10:30:00|4634.0|2,TA,-1
RU|RU|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-08-18 10:30:00|18035.0|1,RU,-1
M|M|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2026-07-03 13:30:00|2972.0|4,M,-1
SC|SC|CANONICAL_EQL|15m|2025-11-28 02:15:00|449.2999877929687|1,SC,-1
