gid,teacher_direction,tr_A,tr_B,tr_C,delta_BA,delta_CB,delta_CA
AL::AL_LONG_11388,LONG,2.502586749872168,1.5191823137510114,2.502586749872168,-0.9834044361211565,0.9834044361211565,0.0
AL::AL_LONG_11559,LONG,5.189758711675538,0.2770582305677639,4.343030528094905,-4.912700481107774,4.065972297527141,-0.8467281835806331
AL::AL_LONG_11683,LONG,9.594058003043243,11.497282735135215,9.594058003043243,1.9032247320919726,-1.9032247320919726,0.0
AL::AL_LONG_12104,LONG,3.07954272779131,0.303694201533954,2.8385330012219847,-2.775848526257356,2.5348387996880306,-0.24100972656932518
AL::AL_SHORT_10539,SHORT,1.6097702976337545,1.6097702976337545,1.6097702976337545,0.0,0.0,0.0
AL::AL_SHORT_10644,SHORT,-6.842111391139456,-3.990284489742389,-8.656721387550085,2.851826901397067,-4.666436897807697,-1.8146099964106295
AL::AL_SHORT_10767,SHORT,-3.258750157708894,-3.258750157708894,-3.258750157708894,0.0,0.0,0.0
AL::AL_SHORT_10788,SHORT,8.839172990874832,8.839172990874832,8.839172990874832,0.0,0.0,0.0
AL::AL_SHORT_10878,SHORT,2.242293624203145,-2.242293624203145,2.242293624203145,-4.48458724840629,4.48458724840629,0.0
AL::AL_SHORT_10889,SHORT,-1.6042057427550942,-0.22848324801349318,-1.6042057427550942,1.3757224947416011,-1.3757224947416011,0.0
AL::AL_SHORT_10904,SHORT,-6.881489065110171,-0.9085044273146036,-6.881489065110171,5.972984637795567,-5.972984637795567,0.0
AL::AL_SHORT_10959,SHORT,1.6701056793644933,-2.1562532109431234,3.0449332189204252,-3.826358890307617,5.201186429863549,1.374827539555932
AL::AL_SHORT_10987,SHORT,1.3635957705295265,1.3635957705295265,1.3635957705295265,0.0,0.0,0.0
AL::AL_SHORT_11006,SHORT,0.0678159672324942,0.7763321881468368,0.0678159672324942,0.7085162209143426,-0.7085162209143426,0.0
AL::AL_SHORT_11018,SHORT,1.2114504369927395,1.2114504369927395,1.2114504369927395,0.0,0.0,0.0
AL::AL_SHORT_11132,SHORT,-1.5059601589167904,-1.5059601589167904,-1.5059601589167904,0.0,0.0,0.0
AL::AL_SHORT_11254,SHORT,-0.7758967400321537,-0.7758967400321537,-0.7758967400321537,0.0,0.0,0.0
AL::AL_SHORT_11257,SHORT,-4.611698580873982,-1.6814646976540244,-4.393426257113156,2.930233883219958,-2.711961559459132,0.21827232376082595
AL::AL_SHORT_11902,SHORT,5.406229011462127,5.406229011462127,3.090423364320607,0.0,-2.31580564714152,-2.31580564714152
AL::AL_SHORT_12001,SHORT,3.853055706097043,6.536400757186381,3.853055706097043,2.6833450510893377,-2.6833450510893377,0.0
AL::AL_SHORT_9962,SHORT,-1.7232161957875551,1.3362098444508,-1.6545185605257438,3.059426040238355,-2.9907284049765437,0.06869763526181139
AU::AU_LONG_11919,LONG,-2.1865317894509895,-2.1865317894509895,-2.1865317894509895,0.0,0.0,0.0
AU::AU_LONG_11939,LONG,-1.7921514779448804,-1.7921514779448804,-1.7921514779448804,0.0,0.0,0.0
AU::AU_LONG_11951,LONG,0.5752421538538466,0.5752421538538466,0.5752421538538466,0.0,0.0,0.0
AU::AU_LONG_11972,LONG,-0.7392801087861112,-0.7392801087861112,-0.7392801087861112,0.0,0.0,0.0
AU::AU_LONG_11992,LONG,-1.7464391897523355,-1.7464391897523355,-1.7464391897523355,0.0,0.0,0.0
AU::AU_LONG_12032,LONG,2.8092097168709764,2.8092097168709764,2.8092097168709764,0.0,0.0,0.0
AU::AU_LONG_12077,LONG,0.20453019221240143,0.20453019221240143,0.20453019221240143,0.0,0.0,0.0
AU::AU_LONG_12106,LONG,-0.23525571820337168,-1.2311706547290158,-0.23525571820337168,-0.9959149365256441,0.9959149365256441,0.0
AU::AU_LONG_12235,LONG,5.837186050992099,5.837186050992099,5.837186050992099,0.0,0.0,0.0
AU::AU_LONG_12332,LONG,-2.015730047092067,-2.015730047092067,-2.015730047092067,0.0,0.0,0.0
AU::AU_LONG_12349,LONG,-4.672580361743761,-4.672580361743761,-4.672580361743761,0.0,0.0,0.0
AU::AU_LONG_12400,LONG,-2.7211638237481557,-3.457630340200799,-2.7211638237481557,-0.7364665164526434,0.7364665164526434,0.0
AU::AU_LONG_12624,LONG,9.17865122411457,-9.17865122411457,9.17865122411457,-18.35730244822914,18.35730244822914,0.0
AU::AU_LONG_12668,LONG,6.307176640330259,6.307176640330259,6.307176640330259,0.0,0.0,0.0
AU::AU_LONG_12685,LONG,0.676346485478803,0.676346485478803,0.676346485478803,0.0,0.0,0.0
AU::AU_LONG_12775,LONG,1.4102879298958324,1.4102879298958324,1.4102879298958324,0.0,0.0,0.0
AU::AU_LONG_12832,LONG,-0.7440980677800614,-0.7440980677800614,-0.7440980677800614,0.0,0.0,0.0
AU::AU_LONG_12975,LONG,0.7858532043839004,0.7858532043839004,0.7858532043839004,0.0,0.0,0.0
AU::AU_LONG_13032,LONG,-4.64233459153851,-5.060688263492433,-4.64233459153851,-0.41835367195392337,0.41835367195392337,0.0
AU::AU_LONG_13103,LONG,5.390983577210859,3.7068723823470364,5.390983577210859,-1.6841111948638225,1.6841111948638225,0.0
AU::AU_LONG_13135,LONG,4.05974408458705,4.05974408458705,4.05974408458705,0.0,0.0,0.0
AU::AU_LONG_13196,LONG,1.30210324097423,0.8258984789105266,1.30210324097423,-0.4762047620637033,0.4762047620637033,0.0
AU::AU_LONG_13220,LONG,1.8517757390802705,-1.8172152461228817,1.8517757390802705,-3.668990985203152,3.668990985203152,0.0
AU::AU_LONG_13273,LONG,0.21709643164110748,0.21709643164110748,0.21709643164110748,0.0,0.0,0.0
AU::AU_LONG_13394,LONG,0.6402153114041697,0.6402153114041697,0.6402153114041697,0.0,0.0,0.0
AU::AU_LONG_13522,LONG,3.3651504111285813,3.0597371146859262,3.9494860739996143,-0.305413296442655,0.889748959313688,0.584335662871033
AU::AU_LONG_13823,LONG,7.99162586888695,4.310297126133937,8.319986533043586,-3.6813287427530126,4.009689406909649,0.32836066415663634
AU::AU_LONG_14063,LONG,-1.5506218623278443,-1.5506218623278443,-1.5506218623278443,0.0,0.0,0.0
AU::AU_LONG_14068,LONG,-1.6586863929048286,-1.6586863929048286,-1.6586863929048286,0.0,0.0,0.0
AU::AU_LONG_14101,LONG,2.2450676377609624,1.048232724299732,1.048232724299732,-1.1968349134612304,0.0,-1.1968349134612304
AU::AU_LONG_14252,LONG,-0.8138536076842126,-0.8138536076842126,-0.8138536076842126,0.0,0.0,0.0
AU::AU_LONG_14257,LONG,-0.0076664268928703615,-0.0076664268928703615,-0.0076664268928703615,0.0,0.0,0.0
AU::AU_LONG_14367,LONG,-7.1601397163236165,-7.1601397163236165,-7.1601397163236165,0.0,0.0,0.0
AU::AU_LONG_14412,LONG,4.057911846218275,0.39598636822707806,4.057911846218275,-3.661925477991197,3.661925477991197,0.0
AU::AU_LONG_14424,LONG,-1.1100782493993444,1.1100782493993444,-1.1100782493993444,2.220156498798689,-2.220156498798689,0.0
AU::AU_SHORT_11790,SHORT,-4.191535436623732,-3.361250901533687,-4.064835918543013,0.830284535090045,-0.7035850170093259,0.1266995180807191
AU::AU_SHORT_11839,SHORT,-2.025111810984017,-1.7419752660498962,-2.025111810984017,0.283136544934121,-0.283136544934121,0.0
AU::AU_SHORT_11856,SHORT,3.9209594739827316,10.133344554890577,3.9209594739827316,6.212385080907845,-6.212385080907845,0.0
AU::AU_SHORT_11924,SHORT,4.88486738957171,4.88486738957171,4.88486738957171,0.0,0.0,0.0
AU::AU_SHORT_11957,SHORT,-2.266416311302716,-2.266416311302716,-2.266416311302716,0.0,0.0,0.0
AU::AU_SHORT_11978,SHORT,3.4661581947458044,4.671324260058669,3.4661581947458044,1.2051660653128646,-1.2051660653128646,0.0
AU::AU_SHORT_12004,SHORT,4.34613387171146,4.34613387171146,4.34613387171146,0.0,0.0,0.0
AU::AU_SHORT_12051,SHORT,-1.6409058236338352,-1.6409058236338352,-1.6409058236338352,0.0,0.0,0.0
AU::AU_SHORT_12062,SHORT,-0.7842697716202961,-2.2922787952210064,-0.7842697716202961,-1.5080090236007102,1.5080090236007102,0.0
AU::AU_SHORT_12084,SHORT,-1.416597451319272,-1.416597451319272,-1.416597451319272,0.0,0.0,0.0
AU::AU_SHORT_12100,SHORT,-1.2194591247486428,1.8134971699309488,-1.2194591247486428,3.0329562946795914,-3.0329562946795914,0.0
AU::AU_SHORT_12155,SHORT,4.725042247221263,6.5608546691260665,3.943730282888546,1.8358124219048033,-2.6171243862375206,-0.7813119643327173
AU::AU_SHORT_12295,SHORT,-2.8613576564251026,1.5502280180549,-3.860657169095471,4.411585674480003,-5.410885187150371,-0.9992995126703685
AU::AU_SHORT_12358,SHORT,-3.1664989901612364,-3.1664989901612364,-3.1664989901612364,0.0,0.0,0.0
AU::AU_SHORT_12387,SHORT,3.122237485270329,3.122237485270329,3.122237485270329,0.0,0.0,0.0
AU::AU_SHORT_12437,SHORT,-2.840593052149232,-2.840593052149232,-2.840593052149232,0.0,0.0,0.0
AU::AU_SHORT_12446,SHORT,5.249546467900776,8.56818876025418,5.249546467900776,3.3186422923534042,-3.3186422923534042,0.0
AU::AU_SHORT_12541,SHORT,6.654468371573075,10.505885948950562,6.654468371573075,3.851417577377487,-3.851417577377487,0.0
AU::AU_SHORT_12696,SHORT,-3.079619351247848,-3.079619351247848,-3.079619351247848,0.0,0.0,0.0
AU::AU_SHORT_12787,SHORT,4.155911406298183,5.869684284695868,7.737426697488744,1.7137728783976849,1.8677424127928761,3.581515291190561
AU::AU_SHORT_12841,SHORT,7.3458858399631355,7.3458858399631355,7.3458858399631355,0.0,0.0,0.0
AU::AU_SHORT_12897,SHORT,-1.455693974475972,1.455693974475972,-1.455693974475972,2.911387948951944,-2.911387948951944,0.0
AU::AU_SHORT_12997,SHORT,0.8277121014059827,0.8277121014059827,0.8277121014059827,0.0,0.0,0.0
AU::AU_SHORT_13091,SHORT,-2.962571093950542,-2.962571093950542,-2.962571093950542,0.0,0.0,0.0
AU::AU_SHORT_13123,SHORT,-0.7806974511019464,-0.7806974511019464,-0.7806974511019464,0.0,0.0,0.0
AU::AU_SHORT_13138,SHORT,-2.21961906172906,-2.21961906172906,-2.21961906172906,0.0,0.0,0.0
AU::AU_SHORT_13177,SHORT,-1.7954033586997247,-0.12447233847873312,-1.7954033586997247,1.6709310202209915,-1.6709310202209915,0.0
AU::AU_SHORT_13229,SHORT,-5.935140287663398,-0.7033226421238306,-5.935140287663398,5.231817645539567,-5.231817645539567,0.0
AU::AU_SHORT_13320,SHORT,5.826628509160908,7.024497603787893,4.667063518381339,1.1978690946269852,-2.3574340854065534,-1.1595649907795682
AU::AU_SHORT_13637,SHORT,-4.220712058973783,-4.220712058973783,-4.220712058973783,0.0,0.0,0.0
AU::AU_SHORT_13661,SHORT,-1.9357542139431114,1.1981594415095989,-1.9357542139431114,3.1339136554527105,-3.1339136554527105,0.0
AU::AU_SHORT_14025,SHORT,-3.0782889248087724,-3.0782889248087724,-3.0782889248087724,0.0,0.0,0.0
AU::AU_SHORT_14048,SHORT,-1.1432586866683947,-1.1432586866683947,-1.1432586866683947,0.0,0.0,0.0
AU::AU_SHORT_14188,SHORT,4.489055866841212,4.489055866841212,4.489055866841212,0.0,0.0,0.0
AU::AU_SHORT_14321,SHORT,-2.287236891007711,-0.7504124006565784,-1.6912672365216717,1.5368244903511328,-0.9408548358650932,0.5959696544860396
AU::AU_SHORT_14397,SHORT,-1.051512583899928,-1.051512583899928,-1.051512583899928,0.0,0.0,0.0
AU::AU_SHORT_14400,SHORT,0.3148444294579539,0.3148444294579539,0.3148444294579539,0.0,0.0,0.0
AU::AU_SHORT_14549,SHORT,-2.8913390725639467,5.098126364725496,-1.9881221380436984,7.989465437289443,-7.086248502769195,0.9032169345202483
CF::CF_LONG_7372,LONG,1.9675944691544436,-0.4172886534163313,1.9675944691544436,-2.3848831225707747,2.3848831225707747,0.0
CF::CF_LONG_7473,LONG,-1.9403042824443273,-1.9403042824443273,-1.9403042824443273,0.0,0.0,0.0
CF::CF_LONG_7482,LONG,-0.08150010474822968,-0.37548253730598635,-0.08150010474822968,-0.2939824325577567,0.2939824325577567,0.0
CF::CF_LONG_7505,LONG,1.1008961367556795,-1.1008961367556795,1.1008961367556795,-2.201792273511359,2.201792273511359,0.0
CF::CF_LONG_7524,LONG,0.3238366258724287,-0.3238366258724287,0.3238366258724287,-0.6476732517448573,0.6476732517448573,0.0
CF::CF_LONG_7580,LONG,1.8423683649872358,1.8423683649872358,1.8423683649872358,0.0,0.0,0.0
CF::CF_LONG_7661,LONG,4.554678838711229,-1.8428406756195455,4.554678838711229,-6.397519514330774,6.397519514330774,0.0
CF::CF_LONG_7729,LONG,2.2007378187710716,2.2007378187710716,2.2007378187710716,0.0,0.0,0.0
CF::CF_LONG_7864,LONG,0.6184507386711857,-4.687846574388959,-0.04578653728453661,-5.306297313060145,4.6420600371044225,-0.6642372759557224
CF::CF_LONG_8020,LONG,0.6454617905535349,0.6454617905535349,0.6454617905535349,0.0,0.0,0.0
CF::CF_LONG_8115,LONG,4.988253342912463,4.428880023950484,5.574497834807598,-0.5593733189619794,1.1456178108571144,0.5862444918951351
CF::CF_LONG_8214,LONG,4.7337831958461285,4.7337831958461285,4.7337831958461285,0.0,0.0,0.0
CF::CF_LONG_8270,LONG,0.08542678752264377,1.1248612600331784,0.08542678752264377,1.0394344725105347,-1.0394344725105347,0.0
CF::CF_LONG_8720,LONG,3.6148039233630773,3.6148039233630773,3.6148039233630773,0.0,0.0,0.0
CF::CF_LONG_8894,LONG,-13.576984455993978,-9.389324255785134,-13.576984455993978,4.187660200208844,-4.187660200208844,0.0
CF::CF_LONG_8984,LONG,0.8123991305698168,0.8123991305698168,0.8123991305698168,0.0,0.0,0.0
CF::CF_LONG_8990,LONG,3.4069109827532023,3.060012019392529,3.2434757055305887,-0.3468989633606734,0.18346368613805986,-0.16343527722261353
CF::CF_LONG_9081,LONG,-1.8296935687006426,-1.8296935687006426,-1.8296935687006426,0.0,0.0,0.0
CF::CF_LONG_9112,LONG,3.2410386689809814,2.6567194996620556,3.2410386689809814,-0.5843191693189258,0.5843191693189258,0.0
CF::CF_LONG_9138,LONG,3.882038720735502,3.882038720735502,3.882038720735502,0.0,0.0,0.0
CF::CF_LONG_9167,LONG,-0.7434405906960422,-0.7434405906960422,-0.7434405906960422,0.0,0.0,0.0
CF::CF_SHORT_7321,SHORT,-3.9673584229014414,3.9673584229014414,-3.9673584229014414,7.934716845802883,-7.934716845802883,0.0
CF::CF_SHORT_7335,SHORT,1.212114720065602,1.212114720065602,1.212114720065602,0.0,0.0,0.0
CF::CF_SHORT_7424,SHORT,-3.751643166035621,2.32212519820578,-4.311387598195671,6.073768364241401,-6.633512796401451,-0.5597444321600498
CF::CF_SHORT_7496,SHORT,-1.0538892902430204,-0.2586958002300079,-1.0538892902430204,0.7951934900130124,-0.7951934900130124,0.0
CF::CF_SHORT_7517,SHORT,0.25651187764700545,2.1375808904270674,0.25651187764700545,1.881069012780062,-1.881069012780062,0.0
CF::CF_SHORT_7533,SHORT,-2.170979573454871,2.170979573454871,-2.170979573454871,4.341959146909742,-4.341959146909742,0.0
CF::CF_SHORT_7543,SHORT,2.801485353943578,2.801485353943578,2.801485353943578,0.0,0.0,0.0
CF::CF_SHORT_7718,SHORT,-0.7805353132055464,-0.7805353132055464,-0.7805353132055464,0.0,0.0,0.0
CF::CF_SHORT_7764,SHORT,6.825361045591336,7.010861574923702,6.682922590442082,0.18550052933236572,-0.3279389844816194,-0.14243845514925368
CF::CF_SHORT_7994,SHORT,-2.314557845956879,-2.185650348019712,-2.185650348019712,0.12890749793716694,0.0,0.12890749793716694
CF::CF_SHORT_8035,SHORT,0.8402944352425188,1.1421771781318502,1.1421771781318502,0.30188274288933137,0.0,0.30188274288933137
CF::CF_SHORT_8296,SHORT,-4.62042173903749,0.5515068248464106,-4.34119767401379,5.171928563883901,-4.8927044988602,0.27922406502370034
CF::CF_SHORT_8477,SHORT,-2.575312318602297,1.8831744908349761,-2.3821662522173166,4.458486809437273,-4.265340743052293,0.19314606638498022
CF::CF_SHORT_8943,SHORT,0.0,0.0,0.0,0.0,0.0,0.0
CF::CF_SHORT_8978,SHORT,-1.700318014892232,-1.700318014892232,-1.700318014892232,0.0,0.0,0.0
CF::CF_SHORT_8988,SHORT,-0.8132819387470593,-0.8132819387470593,-0.8132819387470593,0.0,0.0,0.0
CF::CF_SHORT_9046,SHORT,-2.4462677068303504,-0.24511365106301683,-0.9937978245798526,2.2011540557673337,-0.7486841735168357,1.4524698822504978
CF::CF_SHORT_9056,SHORT,-4.460889383574941,-5.546571524633392,-5.546571524633392,-1.0856821410584514,0.0,-1.0856821410584514
CF::CF_SHORT_9130,SHORT,-1.9464650101220615,-1.9464650101220615,-1.9464650101220615,0.0,0.0,0.0
CF::CF_SHORT_9144,SHORT,-2.59299985982862,-2.59299985982862,-2.59299985982862,0.0,0.0,0.0
