semantic_key,symbol,gid,direction_system,direction,evaluation_horizon,direction_correct,stop_signal_step,stop_signal_time,stop_executable,stop_fill_step,stop_fill_time,stop_fill_open,stop_reason,baseline_gross_return_atr,stop_gross_return_atr,paired_delta_gross_atr,frozen_sr_bottom,frozen_sr_top,frozen_sr_strength,lb_available,lb_touched_by_signal,lb_pierced_by_signal,lb_broken_unreclaimed_at_signal
AG::AG_LONG_12107::2026-05-20 11:15:00::2026-05-20 11:15:00,AG,AG::AG_LONG_12107,A9,SHORT,td3,0,1,2026-05-20 13:45:00,True,2,2026-05-20 13:45:00,18172.0,structural_invalidation,-6.0048756092386215,-1.9077151734444415,4.09716043579418,18136.0,18136.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 11:30:00::2026-05-20 13:30:00,AG,AG::AG_LONG_12107,A9,SHORT,td3,0,0,2026-05-20 13:45:00,True,1,2026-05-20 13:45:00,18172.0,structural_invalidation,-5.239137615423723,-1.136489851961146,4.102647763462577,18136.0,18136.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 14:00:00::2026-05-20 14:00:00,AG,AG::AG_LONG_12107,A9,SHORT,td3,0,3,2026-05-20 15:00:00,True,4,2026-05-20 21:00:00,18530.0,structural_invalidation,-4.109104047593133,-2.8948678221791155,1.2142362254140178,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 14:15:00::2026-05-20 14:15:00,AG,AG::AG_LONG_12107,A9,SHORT,td3,0,2,2026-05-20 15:00:00,True,3,2026-05-20 21:00:00,18530.0,structural_invalidation,-3.601463226441679,-2.3848615548696577,1.2166016715720214,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 21:30:00::2026-05-20 21:30:00,AG,AG::AG_LONG_12107,A9,SHORT,td3,0,3,2026-05-20 22:30:00,True,4,2026-05-20 22:30:00,18542.0,structural_invalidation,-5.458206758786978,-1.8274172408273583,3.6307895179596192,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 21:45:00::2026-05-20 21:45:00,AG,AG::AG_LONG_12107,A9,SHORT,td3,0,2,2026-05-20 22:30:00,True,3,2026-05-20 22:30:00,18542.0,structural_invalidation,-5.423297136213642,-1.7890462446385238,3.6342508915751184,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 22:00:00::2026-05-20 22:00:00,AG,AG::AG_LONG_12107,A9,SHORT,td3,0,1,2026-05-20 22:30:00,True,2,2026-05-20 22:30:00,18542.0,structural_invalidation,-5.630559008172843,-1.9919809329912483,3.638578075181594,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 22:15:00::2026-05-20 22:15:00,AG,AG::AG_LONG_12107,A9,SHORT,td3,0,0,2026-05-20 22:30:00,True,1,2026-05-20 22:30:00,18542.0,structural_invalidation,-5.657950178087325,-2.0172521231532934,3.6406980549340315,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 22:45:00::2026-05-20 22:45:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,29,2026-05-21 15:00:00,True,30,2026-05-21 21:00:00,18266.0,structural_invalidation,2.7769173065028165,-3.023577583011663,-5.8004948895144794,18349.0,18349.0,21.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 09:15:00::2026-05-21 09:15:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,4,2026-05-21 10:45:00,True,5,2026-05-21 10:45:00,18476.0,structural_invalidation,1.6131855474702743,-2.5940672120125012,-4.207252759482776,18667.0,18778.0,76.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 09:30:00::2026-05-21 09:30:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,3,2026-05-21 10:45:00,True,4,2026-05-21 10:45:00,18476.0,structural_invalidation,1.4516658287320634,-2.7573540880944223,-4.2090199168264855,18667.0,18778.0,76.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 09:45:00::2026-05-21 09:45:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,2,2026-05-21 10:45:00,True,3,2026-05-21 10:45:00,18476.0,structural_invalidation,1.7270025367234008,-2.481045897827984,-4.208048434551385,18667.0,18778.0,76.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 10:00:00::2026-05-21 10:00:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,10,2026-05-21 15:00:00,True,11,2026-05-21 21:00:00,18266.0,structural_invalidation,2.24877076263503,-3.6694743130362224,-5.918245075671253,18349.0,18349.0,21.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 10:15:00::2026-05-21 10:30:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,9,2026-05-21 15:00:00,True,10,2026-05-21 21:00:00,18266.0,structural_invalidation,2.8058472099735234,-3.123029938057487,-5.9288771480310105,18349.0,18349.0,21.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 10:45:00::2026-05-21 10:45:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,8,2026-05-21 15:00:00,True,9,2026-05-21 21:00:00,18266.0,structural_invalidation,4.1996160096290795,-1.699266593491535,-5.898882603120614,18349.0,18349.0,21.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 15:00:00::2026-05-21 21:00:00,AG,AG::AG_LONG_12107,A9,SHORT,td3,0,3,2026-05-21 22:00:00,True,4,2026-05-21 22:00:00,18515.0,structural_invalidation,-3.39502549731308,-2.0223955713659256,1.3726299259471544,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-21 21:30:00::2026-05-21 21:30:00,AG,AG::AG_LONG_12107,A9,SHORT,td3,0,1,2026-05-21 22:00:00,True,2,2026-05-21 22:00:00,18515.0,structural_invalidation,-2.9017867526273284,-1.5357645765994217,1.3660221760279068,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-21 21:45:00::2026-05-21 21:45:00,AG,AG::AG_LONG_12107,A9,SHORT,td3,0,0,2026-05-21 22:00:00,True,1,2026-05-21 22:00:00,18515.0,structural_invalidation,-2.9532346534833227,-1.5858465536513187,1.367388099832004,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-25 09:30:00::2026-05-25 09:30:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,37,2026-05-26 09:45:00,True,38,2026-05-26 09:45:00,18563.0,structural_invalidation,-7.608595948668242,-5.017021782746308,2.5915741659219336,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 09:45:00::2026-05-25 09:45:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,36,2026-05-26 09:45:00,True,37,2026-05-26 09:45:00,18563.0,structural_invalidation,-7.198842962913937,-4.602266079180818,2.5965768837331193,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 10:00:00::2026-05-25 10:00:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,35,2026-05-26 09:45:00,True,36,2026-05-26 09:45:00,18563.0,structural_invalidation,-6.765685232340916,-4.166062335185293,2.599622897155623,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 10:15:00::2026-05-25 10:30:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,34,2026-05-26 09:45:00,True,35,2026-05-26 09:45:00,18563.0,structural_invalidation,-6.605299992913941,-3.9999224988695037,2.605377494044437,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 10:45:00::2026-05-25 10:45:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,33,2026-05-26 09:45:00,True,34,2026-05-26 09:45:00,18563.0,structural_invalidation,-6.642486085702389,-4.03234041978407,2.610145665918319,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 11:00:00::2026-05-25 11:00:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,32,2026-05-26 09:45:00,True,33,2026-05-26 09:45:00,18563.0,structural_invalidation,-6.061575687388164,-3.44940494917669,2.6121707382114736,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 11:15:00::2026-05-25 11:15:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,31,2026-05-26 09:45:00,True,32,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.975844193517988,-3.360888529594268,2.6149556639237197,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 11:30:00::2026-05-25 13:30:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,30,2026-05-26 09:45:00,True,31,2026-05-26 09:45:00,18563.0,structural_invalidation,-6.229424954755739,-3.6100441112465873,2.619380843509152,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 13:45:00::2026-05-25 13:45:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,29,2026-05-26 09:45:00,True,30,2026-05-26 09:45:00,18563.0,structural_invalidation,-6.242304376852911,-3.6210406277572074,2.621263749095704,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 14:00:00::2026-05-25 14:00:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,28,2026-05-26 09:45:00,True,29,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.990575607346761,-3.3617998134055664,2.6287757939411946,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_12107::2026-05-25 14:15:00::2026-05-25 14:15:00,AG,AG::AG_LONG_12107,A9,LONG,td3,1,27,2026-05-26 09:45:00,True,28,2026-05-26 09:45:00,18563.0,structural_invalidation,-5.92020847128139,-3.285251205889387,2.6349572653920026,18778.0,18899.0,113.0,True,False,False,False
AG::AG_LONG_11764::2026-05-11 14:30:00::2026-05-11 14:30:00,AG,AG::AG_LONG_11764,A9,LONG,td5,1,144,2026-05-15 13:45:00,True,145,2026-05-15 13:45:00,19278.0,structural_invalidation,-6.703208551362657,-5.905688256848125,0.7975202945145323,19579.0,19705.0,57.0,True,False,False,False
AG::AG_LONG_11846::2026-05-13 22:30:00::2026-05-13 22:30:00,AG,AG::AG_LONG_11846,A9,LONG,td5,1,53,2026-05-15 09:15:00,True,54,2026-05-15 09:15:00,20052.0,structural_invalidation,-27.30499125826311,-13.27214094919836,14.032850309064752,20078.0,20150.0,46.0,True,False,False,False
AG::AG_LONG_11846::2026-05-13 22:45:00::2026-05-13 22:45:00,AG,AG::AG_LONG_11846,A9,LONG,td5,1,15,2026-05-14 09:15:00,True,16,2026-05-14 09:15:00,21458.0,structural_invalidation,-27.810524928318603,-1.2247000691673573,26.585824859151245,21469.0,21564.0,43.0,True,False,False,False
AG::AG_LONG_11846::2026-05-13 23:00:00::2026-05-13 23:00:00,AG,AG::AG_LONG_11846,A9,LONG,td5,1,14,2026-05-14 09:15:00,True,15,2026-05-14 09:15:00,21458.0,structural_invalidation,-27.598887071391236,-1.0274755627096122,26.571411508681624,21469.0,21564.0,43.0,True,False,False,False
AG::AG_LONG_11846::2026-05-13 23:15:00::2026-05-13 23:15:00,AG,AG::AG_LONG_11846,A9,LONG,td5,1,13,2026-05-14 09:15:00,True,14,2026-05-14 09:15:00,21458.0,structural_invalidation,-28.763299379266343,-2.304266792214656,26.459032587051688,21469.0,21564.0,43.0,True,False,False,False
AG::AG_LONG_11846::2026-05-13 23:30:00::2026-05-13 23:30:00,AG,AG::AG_LONG_11846,A9,LONG,td5,1,12,2026-05-14 09:15:00,True,13,2026-05-14 09:15:00,21458.0,structural_invalidation,-28.9338690576836,-2.4000033230085998,26.533865734675,21469.0,21564.0,43.0,True,False,False,False
AG::AG_LONG_12107::2026-05-20 10:45:00::2026-05-20 10:45:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,0,2026-05-20 11:00:00,True,1,2026-05-20 11:00:00,17938.0,structural_invalidation,-6.41885633900026,-0.4332728028825175,5.985583536117742,17928.0,17928.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 11:00:00::2026-05-20 11:00:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,2,2026-05-20 13:45:00,True,3,2026-05-20 13:45:00,18172.0,structural_invalidation,-5.994393070092172,-1.8802787914230137,4.114114278669158,18136.0,18136.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 11:15:00::2026-05-20 11:15:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,1,2026-05-20 13:45:00,True,2,2026-05-20 13:45:00,18172.0,structural_invalidation,-6.029023902573361,-1.9077151734444415,4.12130872912892,18136.0,18136.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 11:30:00::2026-05-20 13:30:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,0,2026-05-20 13:45:00,True,1,2026-05-20 13:45:00,18172.0,structural_invalidation,-5.263318250571832,-1.136489851961146,4.1268283986106855,18136.0,18136.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 13:45:00::2026-05-20 13:45:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,132,2026-05-26 01:15:00,True,133,2026-05-26 01:15:00,19195.0,structural_invalidation,-4.109944584984954,-8.21186193445236,-4.1019173494674055,18990.0,19185.0,72.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 14:00:00::2026-05-20 14:00:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,3,2026-05-20 15:00:00,True,4,2026-05-20 21:00:00,18530.0,structural_invalidation,-4.133227946111293,-2.8948678221791155,1.2383601239321775,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 14:15:00::2026-05-20 14:15:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,2,2026-05-20 15:00:00,True,3,2026-05-20 21:00:00,18530.0,structural_invalidation,-3.625634120578871,-2.3848615548696577,1.2407725657092135,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 21:30:00::2026-05-20 21:30:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,3,2026-05-20 22:30:00,True,4,2026-05-20 22:30:00,18542.0,structural_invalidation,0.5049442375970332,-1.8274172408273583,-2.3323614784243913,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 21:45:00::2026-05-20 21:45:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,2,2026-05-20 22:30:00,True,3,2026-05-20 22:30:00,18542.0,structural_invalidation,0.5455387651812539,-1.7890462446385238,-2.3345850098197776,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 22:00:00::2026-05-20 22:00:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,1,2026-05-20 22:30:00,True,2,2026-05-20 22:30:00,18542.0,structural_invalidation,0.3453837908009019,-1.9919809329912483,-2.33736472379215,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 22:15:00::2026-05-20 22:15:00,AG,AG::AG_LONG_12107,A9,SHORT,td5,0,0,2026-05-20 22:30:00,True,1,2026-05-20 22:30:00,18542.0,structural_invalidation,0.3214744419367798,-2.0172521231532934,-2.3387265650900733,18349.0,18349.0,21.0,False,False,False,False
AG::AG_LONG_12107::2026-05-20 22:45:00::2026-05-20 22:45:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,29,2026-05-21 15:00:00,True,30,2026-05-21 21:00:00,18266.0,structural_invalidation,-3.1429293297094913,-3.023577583011663,0.11935174669782844,18349.0,18349.0,21.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 09:15:00::2026-05-21 09:15:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,4,2026-05-21 10:45:00,True,5,2026-05-21 10:45:00,18476.0,structural_invalidation,-4.418020720458792,-2.5940672120125012,1.8239535084462903,18667.0,18778.0,76.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 09:30:00::2026-05-21 09:30:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,3,2026-05-21 10:45:00,True,4,2026-05-21 10:45:00,18476.0,structural_invalidation,-4.582073705215731,-2.7573540880944223,1.8247196171213091,18667.0,18778.0,76.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 09:45:00::2026-05-21 09:45:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,2,2026-05-21 10:45:00,True,3,2026-05-21 10:45:00,18476.0,structural_invalidation,-4.305344352113266,-2.481045897827984,1.8242984542852825,18667.0,18778.0,76.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 10:00:00::2026-05-21 10:00:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,10,2026-05-21 15:00:00,True,11,2026-05-21 21:00:00,18266.0,structural_invalidation,-3.7912489030706102,-3.6694743130362224,0.12177459003438784,18349.0,18349.0,21.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 10:15:00::2026-05-21 10:30:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,9,2026-05-21 15:00:00,True,10,2026-05-21 21:00:00,18266.0,structural_invalidation,-3.2450232950128575,-3.123029938057487,0.12199335695537039,18349.0,18349.0,21.0,True,False,False,False
AG::AG_LONG_12107::2026-05-21 10:45:00::2026-05-21 10:45:00,AG,AG::AG_LONG_12107,A9,LONG,td5,1,8,2026-05-21 15:00:00,True,9,2026-05-21 21:00:00,18266.0,structural_invalidation,-1.8206427787409303,-1.699266593491535,0.12137618524939531,18349.0,18349.0,21.0,True,False,False,False
