symbol,direction_system,evaluation_horizon,n_rows,n_gids,delta_ev_gross,baseline_gross_mean,tp_gross_mean,tp_eligible_rate,tp_signal_rate,tp_executable_rate,saved_giveback,lost_continuation,raw_n_rows,raw_delta_ev_gross,raw_baseline_gross_mean,raw_tp_gross_mean
I,A9,td1,819,30,-0.03751271413996129,0.04280513879373087,0.00529242465376961,0.78094130585622,0.1989636282288033,0.18581857375903876,0.10128067325438368,0.13879338739434496,819,0.07691850273379428,-0.25381843682845867,-0.1768999340946644
I,A9,td3,819,30,0.6292740465743283,-1.8641239465777513,-1.2348499000034228,0.78094130585622,0.2979697301862797,0.2979697301862797,0.7821054011924198,0.15283135461809158,819,0.6420367701824288,-1.617177817328502,-0.9751410471460736
I,A9,td5,819,30,0.6156271947887227,-1.669581306233995,-1.0539541114452724,0.78094130585622,0.40277044590795275,0.40277044590795275,1.003777393163142,0.3881501983744193,819,0.5961459203436916,-1.827605081308307,-1.2314591609646153
I,E9,td1,819,30,-0.054275283333275914,0.138806315474919,0.08453103214164313,0.775756713026685,0.19426642118505952,0.18280276589892427,0.09359366847977081,0.14786895181304674,819,0.041705387237933794,-0.11441018338884361,-0.0727047961509098
I,E9,td3,819,30,0.49951707583560157,-1.4023427222535625,-0.902825646417961,0.775756713026685,0.33666095859429007,0.33666095859429007,0.7870424933785646,0.28752541754296307,819,0.19589664706571366,-0.49328778815061236,-0.29739114108489867
I,E9,td5,819,30,0.21061976366761093,-0.8912713843228068,-0.6806516206551959,0.775756713026685,0.41921809187501224,0.41921809187501224,0.811409166476732,0.6007894028091209,819,-0.15013203508437523,-0.20395999216377936,-0.35409202724815464
M,A9,td1,711,31,-0.33274556908999325,0.5982899403377576,0.2655443712477645,0.7441096041578964,0.22682716378068937,0.22457135507326778,0.06843110319667796,0.40117667228667114,711,-0.06499278794789118,0.1449084450861568,0.07991565713826555
M,A9,td3,711,31,-1.0010784751156279,2.289265837779152,1.2881873626635245,0.7441096041578964,0.4180426461047205,0.4180426461047205,0.31067709623468354,1.311755571350311,711,-0.3481784406096781,0.9058029058979525,0.5576244652882745
M,A9,td5,711,31,-1.6029513328454512,2.7589528586167935,1.1560015257713425,0.7441096041578964,0.4215630547229343,0.4215630547229343,0.5466419060942762,2.149593238939728,711,-0.7680117155291919,1.8625641073295407,1.0945523918003486
M,E9,td1,711,31,-0.32521893400871055,0.518278275323327,0.19305934131461663,0.7811539262140202,0.2366170062607839,0.23347140634099048,0.07694773538672965,0.40216666939544016,711,-0.039155031843434766,0.1244389759892388,0.08528394414580405
