state_var,bin,horizon_min,n,mean,median,win_rate,instrument
prev_ret_30m,5,30,324,-0.0003218904804663487,-0.00031220845805995934,0.4537037037037037,RU
prev_ret_15m,1,5,323,8.94530236097063e-05,0.0,0.4613003095975232,MA
prev_ret_15m,2,5,323,5.687921361584453e-05,0.0,0.47058823529411764,MA
prev_ret_15m,3,5,322,-3.406198879870268e-07,-0.00017325017325015013,0.43167701863354035,MA
prev_ret_15m,4,5,324,-0.0005463876957473092,-0.0004364913639107182,0.404320987654321,MA
prev_ret_15m,5,5,324,-0.0005678246885797543,-0.0003692221330190426,0.4444444444444444,MA
prev_ret_15m,1,15,323,4.2180660998600215e-05,0.0,0.48606811145510836,MA
prev_ret_15m,2,15,323,-6.430155673890353e-06,0.0,0.46439628482972134,MA
prev_ret_15m,3,15,322,2.543844704261113e-06,0.0,0.43788819875776397,MA
prev_ret_15m,4,15,324,-0.0005461595342037743,-0.0004299360408924757,0.37962962962962965,MA
prev_ret_15m,5,15,324,-0.000866145586117778,-0.0005456472321699324,0.4074074074074074,MA
prev_ret_15m,1,30,323,0.00011797083449463516,0.00033388981636051085,0.5015479876160991,MA
prev_ret_15m,2,30,323,9.076196266765742e-05,0.0,0.47987616099071206,MA
prev_ret_15m,3,30,322,0.00013341371133655878,0.0,0.42857142857142855,MA
prev_ret_15m,4,30,324,-0.0006498169951329794,-0.0005711972369993878,0.41358024691358025,MA
prev_ret_15m,5,30,324,-0.0010647910440019965,-0.00063258750177414,0.4351851851851852,MA
prev_ret_30m,1,5,323,0.00019988357981070437,0.00035855145213337103,0.5015479876160991,MA
prev_ret_30m,2,5,323,6.72334017475852e-06,-0.00039308176100627534,0.4117647058823529,MA
prev_ret_30m,3,5,323,-0.0004567631960056562,-0.0004198152812762146,0.4179566563467492,MA
prev_ret_30m,4,5,323,-0.0003181674334334621,0.0,0.4458204334365325,MA
prev_ret_30m,5,5,324,-0.00040210068317443463,-0.00042517936802655143,0.4351851851851852,MA
prev_ret_30m,1,15,323,0.0002862285836765988,0.0003949447077409296,0.5201238390092879,MA
prev_ret_30m,2,15,323,-5.432767413092158e-05,0.0,0.44891640866873067,MA
prev_ret_30m,3,15,323,-0.0005944969618882547,-0.00046882325363339916,0.39628482972136225,MA
prev_ret_30m,4,15,323,-0.0004886286099262513,-0.000350877192982435,0.42724458204334365,MA
prev_ret_30m,5,15,324,-0.0005255393884465983,-0.0004451379600733385,0.38271604938271603,MA
prev_ret_30m,1,30,323,0.0003538644698770192,0.00043591979075841003,0.5356037151702786,MA
prev_ret_30m,2,30,323,-4.1440644894863086e-05,0.0,0.4520123839009288,MA
prev_ret_30m,3,30,323,-0.0006070744040355723,-0.00041771094402676123,0.43034055727554177,MA
prev_ret_30m,4,30,323,-0.0003827077417763978,-0.0003938558487593946,0.43343653250773995,MA
prev_ret_30m,5,30,324,-0.0006986616003639193,-0.0007798898209857574,0.4074074074074074,MA
prev_ret_15m,1,5,323,-4.818147490490547e-05,0.0,0.47987616099071206,TA
prev_ret_15m,2,5,323,-0.00015901381001928597,0.0,0.44891640866873067,TA
prev_ret_15m,3,5,323,6.897388960296786e-05,0.0,0.4117647058823529,TA
prev_ret_15m,4,5,323,-0.0002681249004922373,-0.00034399724802203213,0.43653250773993807,TA
prev_ret_15m,5,5,324,-0.0006568335645826276,-0.00033955739972335586,0.42592592592592593,TA
prev_ret_15m,1,15,323,-2.5006325403575363e-05,0.0004030632809350898,0.5139318885448917,TA
prev_ret_15m,2,15,323,-0.0002663147845456407,0.0,0.44272445820433437,TA
prev_ret_15m,3,15,323,-0.0001549159221685098,-0.0003113325031133263,0.4458204334365325,TA
prev_ret_15m,4,15,323,-0.0001591604823600545,0.0,0.43653250773993807,TA
prev_ret_15m,5,15,324,-0.0007508181883847212,-0.00041762519599342074,0.41975308641975306,TA
prev_ret_15m,1,30,323,0.0002701435051019117,0.0003792188092528459,0.5170278637770898,TA
prev_ret_15m,2,30,323,-0.0001464275788787386,0.0,0.43343653250773995,TA
prev_ret_15m,3,30,323,-0.00020984379823299525,0.0,0.46439628482972134,TA
prev_ret_15m,4,30,323,-0.00032721264815924113,-0.00042087542087543284,0.4179566563467492,TA
prev_ret_15m,5,30,324,-0.0006140047378107127,-0.0006558099537783968,0.4351851851851852,TA
prev_ret_30m,1,5,323,-6.620446656826601e-06,0.0,0.48606811145510836,TA
prev_ret_30m,2,5,323,-0.0006449839530557019,0.0,0.43343653250773995,TA
prev_ret_30m,3,5,323,-2.2868503905593313e-05,0.0,0.43034055727554177,TA
prev_ret_30m,4,5,323,-6.362540233741234e-05,0.0,0.43653250773993807,TA
prev_ret_30m,5,5,324,-0.000326105480397783,-0.00040784363820478564,0.4166666666666667,TA
prev_ret_30m,1,15,323,2.2444425425253883e-06,0.0,0.4953560371517028,TA
prev_ret_30m,2,15,323,-0.0007465740725867531,-0.000355239786856143,0.43653250773993807,TA
prev_ret_30m,3,15,323,-0.0002694192361324447,0.0,0.46439628482972134,TA
prev_ret_30m,4,15,323,-0.00011335128951979299,-0.00038491147036179285,0.43962848297213625,TA
prev_ret_30m,5,15,324,-0.0002307257405031309,-0.0004165018700083567,0.4228395061728395,TA
prev_ret_30m,1,30,323,8.775490005950929e-05,0.0,0.4984520123839009,TA
prev_ret_30m,2,30,323,-0.00048342999029994763,0.0,0.4520123839009288,TA
prev_ret_30m,3,30,323,-0.0005537379485553517,-0.0003355704697987072,0.43034055727554177,TA
prev_ret_30m,4,30,323,3.435235405102565e-06,-0.00038714672861017707,0.4520123839009288,TA
prev_ret_30m,5,30,324,-8.301139682125395e-05,-0.0004334636981198625,0.4351851851851852,TA
prev_ret_15m,1,5,323,-1.923683863737837e-05,0.0,0.4953560371517028,M
prev_ret_15m,2,5,322,-5.444253299633232e-05,0.0,0.40993788819875776,M
prev_ret_15m,3,5,324,-3.3465637799018e-05,0.0,0.4506172839506173,M
prev_ret_15m,4,5,323,0.00015898809161020249,0.0,0.4551083591331269,M
prev_ret_15m,5,5,324,1.8591542411755673e-05,0.0,0.43209876543209874,M
prev_ret_15m,1,15,323,-0.00013718333974805112,0.0,0.47678018575851394,M
prev_ret_15m,2,15,322,-5.2600366075721106e-05,0.0,0.4813664596273292,M
prev_ret_15m,3,15,324,2.9620309679638677e-05,0.0,0.4876543209876543,M
prev_ret_15m,4,15,323,0.00011717894069745805,0.0,0.48297213622291024,M
prev_ret_15m,5,15,324,5.233107407131675e-05,-0.00032878521888024537,0.43209876543209874,M
prev_ret_15m,1,30,323,-0.00020046969144423623,0.0,0.4458204334365325,M
prev_ret_15m,2,30,322,1.2731952945759694e-05,0.0,0.4937888198757764,M
prev_ret_15m,3,30,324,-6.862889315613061e-06,0.00032631758511569853,0.5154320987654321,M
prev_ret_15m,4,30,323,2.2475169070898277e-05,0.0,0.4582043343653251,M
prev_ret_15m,5,30,324,-2.3693819508636063e-05,-0.00033025099075301156,0.4444444444444444,M
prev_ret_30m,1,5,323,-0.0001122602574291357,0.0,0.44891640866873067,M
prev_ret_30m,2,5,323,8.392129379721244e-05,0.0,0.4953560371517028,M
prev_ret_30m,3,5,323,-4.585022195349533e-05,0.0,0.43343653250773995,M
prev_ret_30m,4,5,323,0.00012411341939954365,0.0,0.43962848297213625,M
prev_ret_30m,5,5,324,2.0569211907308005e-05,0.0,0.42592592592592593,M
prev_ret_30m,1,15,323,-0.00011877192907145682,0.0,0.47678018575851394,M
prev_ret_30m,2,15,323,6.84716895995922e-05,0.0,0.4984520123839009,M
prev_ret_30m,3,15,323,-4.2600538107046334e-05,0.0,0.46439628482972134,M
prev_ret_30m,4,15,323,0.00012042342862813716,0.0,0.47368421052631576,M
prev_ret_30m,5,15,324,-1.7704650380599588e-05,-0.0003265889480252304,0.44753086419753085,M
prev_ret_30m,1,30,323,-0.00027552943270172053,0.0,0.4582043343653251,M
prev_ret_30m,2,30,323,7.512029369713943e-06,0.0,0.49226006191950467,M
prev_ret_30m,3,30,323,-4.921235128045113e-05,0.0,0.48606811145510836,M
prev_ret_30m,4,30,323,0.0002647048383573158,0.0,0.4891640866873065,M
prev_ret_30m,5,30,324,-0.00014298570242808462,-0.0003363651832958281,0.43209876543209874,M
prev_ret_15m,1,5,323,8.1751417415559e-06,-0.00010278547637199154,0.4551083591331269,P
prev_ret_15m,2,5,323,-5.10200968532681e-05,0.0,0.4891640866873065,P
prev_ret_15m,3,5,323,9.026353213745944e-05,0.0002162161933894069,0.5108359133126935,P
prev_ret_15m,4,5,322,-0.00018274946563790712,-0.000241289383702048,0.4409937888198758,P
prev_ret_15m,5,5,325,-0.0003234636597713409,-0.00023201853519949633,0.4338461538461538,P
prev_ret_15m,1,15,323,-2.9705875096734596e-05,0.00010593465578367933,0.5077399380804953,P
prev_ret_15m,2,15,323,9.459462771062544e-07,0.0002169667810933973,0.5201238390092879,P
prev_ret_15m,3,15,323,0.00019718026448426327,0.0,0.4953560371517028,P
prev_ret_15m,4,15,322,-0.0001791422429727823,-0.0003354495226040033,0.43478260869565216,P
prev_ret_15m,5,15,325,-0.0005011201940449876,-0.0006355931545872773,0.4,P
prev_ret_15m,1,30,323,-3.744415693837612e-05,0.0002165673837042359,0.5170278637770898,P
prev_ret_15m,2,30,323,-9.380538057236099e-05,0.0,0.4984520123839009,P
prev_ret_15m,3,30,323,0.00017821004065793878,0.00022401431241436676,0.5356037151702786,P
prev_ret_15m,4,30,322,-0.0001788554460451389,-0.00021424612220571904,0.4658385093167702,P
prev_ret_15m,5,30,325,-0.0005023021543185119,-0.0006368074058711315,0.4338461538461538,P
prev_ret_30m,1,5,323,-8.87350591723386e-05,0.0,0.4953560371517028,P
prev_ret_30m,2,5,323,5.181059726603153e-05,0.0,0.47058823529411764,P
prev_ret_30m,3,5,323,6.710053392328229e-05,0.0,0.4984520123839009,P
prev_ret_30m,4,5,323,-0.0002555778885522957,-0.0003094378233949868,0.4117647058823529,P
prev_ret_30m,5,5,324,-0.00023410503160761423,-0.0002244088097860808,0.4537037037037037,P
prev_ret_30m,1,15,323,4.362383804527201e-05,0.0004222666556727983,0.5541795665634675,P
prev_ret_30m,2,15,323,-7.891575990467205e-05,-0.0002142703868386331,0.46439628482972134,P
prev_ret_30m,3,15,323,5.666190158197109e-05,0.0,0.4984520123839009,P
prev_ret_30m,4,15,323,-0.00023507477210195967,-0.00041571394658379557,0.42105263157894735,P
prev_ret_30m,5,15,324,-0.0002997575584680163,-0.0005656592301851449,0.41975308641975306,P
prev_ret_30m,1,30,323,1.556583303211798e-05,0.00029856684996332206,0.5356037151702786,P
prev_ret_30m,2,30,323,-6.066228730278677e-05,0.0,0.47058823529411764,P
prev_ret_30m,3,30,323,6.9063541897535716e-06,0.00022286603324683796,0.5294117647058824,P
prev_ret_30m,4,30,323,-0.00031357701788860086,-0.0004573518812448496,0.4613003095975232,P
prev_ret_30m,5,30,324,-0.00028410688938071383,-0.00023082054415479725,0.4537037037037037,P
prev_ret_15m,1,5,323,4.622508071553059e-05,0.0,0.47987616099071206,CF
prev_ret_15m,2,5,322,-0.00018594400986891244,0.0,0.43167701863354035,CF
prev_ret_15m,3,5,324,-2.467509371009599e-05,0.0,0.4104938271604938,CF
prev_ret_15m,4,5,323,0.00010342269705915832,0.0,0.47368421052631576,CF
prev_ret_15m,5,5,324,-5.3397855889413823e-05,0.0,0.37962962962962965,CF
prev_ret_15m,1,15,323,0.00018400151390063484,7.191181894405929e-08,0.5108359133126935,CF
prev_ret_15m,2,15,322,-0.00014546296117643273,0.0,0.4440993788819876,CF
prev_ret_15m,3,15,324,5.621194121103001e-05,3.011293558952133e-08,0.5,CF
prev_ret_15m,4,15,323,9.571189450057427e-05,0.0,0.47987616099071206,CF
prev_ret_15m,5,15,324,-0.0001754856862437298,-0.00034701135676284967,0.4012345679012346,CF
prev_ret_15m,1,30,323,0.000308341181537512,0.00031685676112602756,0.5232198142414861,CF
prev_ret_15m,2,30,322,-0.00018748220084636855,0.0,0.4720496894409938,CF
prev_ret_15m,3,30,324,6.27585419366864e-05,0.0,0.4783950617283951,CF
prev_ret_15m,4,30,323,0.00010961581863364002,0.0,0.4582043343653251,CF
prev_ret_15m,5,30,324,-0.00016706946964518675,0.0,0.4506172839506173,CF
prev_ret_30m,1,5,323,2.9097425407189296e-05,0.0,0.4582043343653251,CF
prev_ret_30m,2,5,323,-3.176927107230533e-05,0.0,0.4582043343653251,CF
prev_ret_30m,3,5,323,-1.015195336161501e-05,0.0,0.4551083591331269,CF
prev_ret_30m,4,5,323,-0.00012208430526377122,0.0,0.38390092879256965,CF
prev_ret_30m,5,5,324,2.080846623156098e-05,0.0,0.41975308641975306,CF
prev_ret_30m,1,15,323,0.00012593547694315864,0.0,0.4891640866873065,CF
prev_ret_30m,2,15,323,-4.081374808318249e-05,0.0,0.46439628482972134,CF
prev_ret_30m,3,15,323,-7.893634119020478e-05,0.0,0.48297213622291024,CF
prev_ret_30m,4,15,323,-8.99024145198553e-05,0.0,0.4520123839009288,CF
prev_ret_30m,5,15,324,9.846994968136291e-05,0.0,0.44753086419753085,CF
prev_ret_30m,1,30,323,0.00021747542000464596,0.00031397172328961886,0.5263157894736842,CF
prev_ret_30m,2,30,323,7.273344604267416e-05,0.0,0.46439628482972134,CF
prev_ret_30m,3,30,323,-0.00011168578433399146,0.0,0.4613003095975232,CF
prev_ret_30m,4,30,323,-0.00012999878001672212,0.0,0.44891640866873067,CF
prev_ret_30m,5,30,324,7.765664307775739e-05,0.0,0.48148148148148145,CF
prev_ret_15m,1,5,244,0.0006152206206914119,0.00025358188022917005,0.5081967213114754,LC
prev_ret_15m,2,5,244,0.00040945278515906074,0.0,0.4918032786885246,LC
prev_ret_15m,3,5,244,-0.0003216477221901333,-0.00025681353886158886,0.4180327868852459,LC
prev_ret_15m,4,5,244,9.700291730905153e-05,0.0,0.4918032786885246,LC
prev_ret_15m,5,5,244,0.00044333166888537595,0.0,0.48770491803278687,LC
prev_ret_15m,1,15,244,0.00017002017158994148,0.0009437345526445151,0.5409836065573771,LC
prev_ret_15m,2,15,244,0.0006727618417885877,0.0002814750415705003,0.5122950819672131,LC
prev_ret_15m,3,15,244,-0.000281575708491421,-0.00025000689081494665,0.4180327868852459,LC
prev_ret_15m,4,15,244,-1.4713300525535682e-05,-0.0002962102428056834,0.45901639344262296,LC
prev_ret_15m,5,15,244,0.0005100511449100675,0.0,0.4959016393442623,LC
prev_ret_15m,1,30,244,-0.00043961993789091557,0.0008517952073109347,0.5245901639344263,LC
prev_ret_15m,2,30,244,0.0006650664551332481,0.0005808931480485446,0.5245901639344263,LC
prev_ret_15m,3,30,244,-2.314326894092105e-05,-0.0005289624054764519,0.4139344262295082,LC
prev_ret_15m,4,30,244,-0.00031877857235324084,0.0,0.48770491803278687,LC
prev_ret_15m,5,30,244,0.00014708556888729326,-0.0003741311162600569,0.4672131147540984,LC
prev_ret_30m,1,5,244,0.0005405457641993456,0.00040135674619212747,0.5327868852459017,LC
prev_ret_30m,2,5,244,0.00019042454574667741,0.0,0.48360655737704916,LC
prev_ret_30m,3,5,244,0.0006280641611952285,0.0,0.4918032786885246,LC
prev_ret_30m,4,5,244,0.00016860628094618127,-0.00025504904635581527,0.4672131147540984,LC
prev_ret_30m,5,5,244,-0.00028428048223266605,-0.0009135339634346318,0.42213114754098363,LC
prev_ret_30m,1,15,244,7.864353460636583e-05,0.00041357412201203925,0.5163934426229508,LC
prev_ret_30m,2,15,244,0.00038028035995098854,0.00025584041317738837,0.5081967213114754,LC
prev_ret_30m,3,15,244,0.0002559555549857153,0.0,0.4918032786885246,LC
prev_ret_30m,4,15,244,0.0002370404469882172,-0.0005265238558207486,0.4426229508196721,LC
prev_ret_30m,5,15,244,0.00010462425274035312,-0.00027325665155558676,0.4672131147540984,LC
prev_ret_30m,1,30,244,-0.00026508826963888166,0.0,0.48770491803278687,LC
prev_ret_30m,2,30,244,-0.00015774054162171971,0.0002678275743323022,0.5040983606557377,LC
prev_ret_30m,3,30,244,0.0001534432849789338,0.00013192612137202797,0.5,LC
prev_ret_30m,4,30,244,3.686433955623588e-05,-0.00028822869842481946,0.4672131147540984,LC
prev_ret_30m,5,30,244,0.00026313143156089563,-0.0007524270867713678,0.45901639344262296,LC
