instrument,prev_session_end,next_session_start,gap_min,gap_type,prev_bars,next_bars,prev_ret_15m,prev_ret_30m,prev_vol,next_open_to_5m,next_open_to_15m,next_open_to_30m,prev_ret_15m_bin,prev_ret_30m_bin
AG,2025-01-08 10:10:00,2025-01-08 10:30:00,20.0,lunch,15,12,-0.00038769707934871445,-0.0007750936571502276,43758.0,-0.0020685197155785318,-0.0005171299288946329,-0.00012928248222365823,2.0,2.0
AG,2025-01-08 11:25:00,2025-01-08 13:30:00,125.0,lunch,12,18,-0.0010354646647683374,-0.0014232112821840337,27153.0,-0.0009067357512952956,0.0002590673575129099,0.0011658031088082055,1.0,2.0
AG,2025-01-08 14:55:00,2025-01-08 21:00:00,365.0,overnight,18,66,0.0003877471888329431,0.0020714655618849775,47072.0,0.0020736132711249855,0.0012960082944530882,0.001166407465007735,3.0,5.0
AG,2025-01-09 02:25:00,2025-01-09 09:00:00,395.0,overnight,66,15,0.001685466096201127,0.0010365379632029104,344386.0,0.0012944983818770073,0.0012944983818770073,0.0009061488673138829,5.0,4.0
AG,2025-01-09 10:10:00,2025-01-09 10:30:00,20.0,lunch,15,12,-0.000388299249288071,-0.002067450575009677,46873.0,0.0007776049766718973,0.0016848107827889258,0.002462415759460823,2.0,1.0
AG,2025-01-09 11:25:00,2025-01-09 13:30:00,125.0,lunch,12,18,0.00012921566093804238,0.0,24565.0,0.0,0.00025833118057350113,0.00025833118057350113,3.0,3.0
AG,2025-01-09 14:55:00,2025-01-09 21:00:00,365.0,overnight,18,66,0.0007740936653335417,0.0009032258064516352,37256.0,-0.001025509550057646,-0.0007691321625432623,0.00012818869375719188,4.0,4.0
AG,2025-01-10 02:25:00,2025-01-10 09:00:00,395.0,overnight,66,15,-0.0002572016460905546,0.000901248873439009,238188.0,0.0005141388174807471,0.0002570694087402625,0.0007712082262210096,2.0,4.0
AG,2025-01-10 10:10:00,2025-01-10 10:30:00,20.0,lunch,15,12,0.0012861736334404128,0.0011574074074074403,36184.0,0.0006420133538778128,-0.00012840267077551815,0.0007704160246533309,4.0,4.0
AG,2025-01-10 11:25:00,2025-01-10 13:30:00,125.0,lunch,12,18,-0.00012827090815803466,0.0003850102669404887,26967.0,-0.0006407791874919466,-0.0006407791874919466,-0.0006407791874919466,3.0,3.0
AG,2025-01-10 14:55:00,2025-01-10 21:00:00,365.0,overnight,18,66,0.0,0.0005128205128204222,37657.0,-0.004615384615384577,-0.003974358974358938,-0.004871794871794899,3.0,3.0
AG,2025-01-11 02:25:00,2025-01-13 09:00:00,3275.0,long_gap,66,15,-0.00038510911424904926,-0.0005134129123347542,448432.0,-0.0039738495064735035,-0.005768491219074523,-0.004230226893987998,2.0,2.0
AG,2025-01-13 10:10:00,2025-01-13 10:30:00,20.0,lunch,15,12,0.0005137426149499635,0.002574002574002643,66458.0,-0.0001283697047497201,-0.00038510911424904926,-0.0001283697047497201,4.0,5.0
AG,2025-01-13 11:25:00,2025-01-13 13:30:00,125.0,lunch,12,18,-0.0019287643050018843,-0.0029543994861913614,25746.0,-0.002577984016499113,-0.0019334880123743625,-0.0001288992008249279,1.0,1.0
AG,2025-01-13 14:55:00,2025-01-13 21:00:00,365.0,overnight,18,66,-0.00012870012870014325,-0.0003860010293360583,45363.0,0.0009126466753586193,-0.0023468057366362594,-0.002737940026075636,3.0,2.0
AG,2025-01-14 02:25:00,2025-01-14 09:00:00,395.0,overnight,66,15,-0.0014390371533228308,-0.0010469833791388883,389546.0,0.0002619172341540299,-0.0015715034049240684,-0.0017024620220010833,1.0,2.0
AG,2025-01-14 10:10:00,2025-01-14 10:30:00,20.0,lunch,15,12,-0.0002625016406352376,-0.0014420555846880179,94079.0,-0.0007877116975186782,-0.0007877116975186782,-0.0003938558487593946,2.0,2.0
AG,2025-01-14 11:25:00,2025-01-14 13:30:00,125.0,lunch,12,18,-0.001312852829197797,-0.00013144058885383725,49827.0,-0.00013140604467809514,-0.00026281208935607925,-0.00013140604467809514,1.0,3.0
AG,2025-01-14 14:55:00,2025-01-14 21:00:00,365.0,overnight,18,66,-0.0001314233144960042,0.001052631578947416,85704.0,0.0009204470742931736,0.0010519395134780396,0.0007889546351085297,3.0,4.0
AG,2025-01-15 02:25:00,2025-01-15 09:00:00,395.0,overnight,66,15,0.00039297877914590273,0.00039297877914590273,361031.0,0.0002618486514793794,-0.0001309243257396897,-0.00026184865147949044,3.0,3.0
AG,2025-01-15 10:10:00,2025-01-15 10:30:00,20.0,lunch,15,12,0.0020958868221117033,0.0013089005235602524,74090.0,-0.0010456149522938274,-0.0007842112142203428,-0.0001307018690367423,5.0,4.0
AG,2025-01-15 11:25:00,2025-01-15 13:30:00,125.0,lunch,12,18,0.0017002354172115375,0.0009147935180344735,48140.0,0.0005229441757093056,0.0010458883514183892,0.0010458883514183892,5.0,4.0
AG,2025-01-15 14:55:00,2025-01-15 21:00:00,365.0,overnight,18,66,0.0013022528975126235,0.0031311154598825386,98885.0,-0.001558643979737595,0.000779321989868853,0.00012988699831151251,5.0,5.0
AG,2025-01-16 02:25:00,2025-01-16 09:00:00,395.0,overnight,66,15,-0.000764623422964239,0.0003827507017095666,581075.0,0.004717582557694833,0.001912533469335731,0.002422542394491911,2.0,3.0
AG,2025-01-16 10:10:00,2025-01-16 10:30:00,20.0,lunch,15,12,-0.0008913790907932873,-0.0014000254550082802,142719.0,0.0005099439061704292,-0.0002549719530852146,0.00012748597654255178,2.0,2.0
AG,2025-01-16 11:25:00,2025-01-16 13:30:00,125.0,lunch,12,18,-0.0001275835672365222,-0.0005101390128809946,44743.0,0.0008936550491509543,0.0008936550491509543,0.0016596450912804706,3.0,2.0
AG,2025-01-16 14:55:00,2025-01-16 21:00:00,365.0,overnight,18,66,0.0011446012972147201,0.0016541544725792168,97991.0,0.0,0.0025467974022665985,0.002674137272379973,4.0,4.0
AG,2025-01-17 02:25:00,2025-01-17 09:00:00,395.0,overnight,66,15,-0.001266624445851794,-0.0017723762501582474,458940.0,-0.0013964707375904162,-0.0005078075409419291,-0.002158182049003421,1.0,1.0
AG,2025-01-17 10:10:00,2025-01-17 10:30:00,20.0,lunch,15,12,0.00012696800406297726,0.000508065540454794,96847.0,0.0,-0.0003810491553409845,-0.0001270163851136985,3.0,3.0
AG,2025-01-17 11:25:00,2025-01-17 13:30:00,125.0,lunch,12,18,0.0006348400203148863,0.0006348400203148863,34960.0,-0.0001270163851136985,-0.002794360472500923,-0.0077479994919344986,4.0,4.0
AG,2025-01-17 14:55:00,2025-01-17 21:00:00,365.0,overnight,18,66,-0.0002552648372686761,0.00012768130745666184,131837.0,-0.0028132992327365436,-0.00473145780051154,-0.007544757033248084,2.0,3.0
AG,2025-01-18 02:25:00,2025-01-20 09:00:00,3275.0,long_gap,66,15,-0.0006436663233779782,-0.0011580030880082859,503013.0,-0.0033531080732525087,-0.003997936548878034,-0.0033531080732525087,2.0,2.0
AG,2025-01-20 10:10:00,2025-01-20 10:30:00,20.0,lunch,15,12,-0.0019430051813471572,-0.0011667098781436014,143410.0,0.0015574302401037965,0.0015574302401037965,0.0010382868267357903,1.0,2.0
AG,2025-01-20 11:25:00,2025-01-20 13:30:00,125.0,lunch,12,18,0.0005179334455522877,0.0010364036792329667,45598.0,0.0021921341070276767,0.0014184397163119478,0.0009026434558350171,4.0,4.0
AG,2025-01-20 14:55:00,2025-01-20 21:00:00,365.0,overnight,18,66,0.0007727975270479526,0.0015467904098993568,97959.0,0.0009057971014492239,0.0033643892339545456,0.0032349896480330376,4.0,4.0
AG,2025-01-21 02:25:00,2025-01-21 09:00:00,395.0,overnight,66,15,0.0014235796557524605,0.0012939958592133038,478927.0,0.0007772020725389517,0.0029792746113990187,0.0029792746113990187,5.0,4.0
AG,2025-01-21 10:10:00,2025-01-21 10:30:00,20.0,lunch,15,12,0.0018011063939276095,0.005293054479731385,162949.0,-0.0007700205338808663,0.00012833675564682956,0.0002566735112936591,5.0,5.0
AG,2025-01-21 11:25:00,2025-01-21 13:30:00,125.0,lunch,12,18,0.0005121638924456828,0.0021803257663204345,85341.0,0.0003842705264505142,0.0011528115793517646,0.0003842705264505142,4.0,5.0
AG,2025-01-21 14:55:00,2025-01-21 21:00:00,365.0,overnight,18,66,-0.001283202874374445,-0.0015394483643360601,92804.0,0.0019305019305020377,0.0,-0.0007722007722007485,1.0,2.0
AG,2025-01-22 02:25:00,2025-01-22 09:00:00,395.0,overnight,66,15,-0.0006414368184733954,0.0002568053415510363,356058.0,0.0008962868117796674,0.0002560819462227304,0.0002560819462227304,2.0,3.0
AG,2025-01-22 10:10:00,2025-01-22 10:30:00,20.0,lunch,15,12,0.00140736949846465,0.00012777919754669576,125558.0,0.000639795265515053,0.0,0.0010236724248240403,5.0,3.0
AG,2025-01-22 11:25:00,2025-01-22 13:30:00,125.0,lunch,12,18,0.0007670672462285477,0.00025555839509316947,49858.0,0.00012753475322035968,0.0024231603111848354,0.0022956255579644758,4.0,3.0
AG,2025-01-22 14:55:00,2025-01-22 21:00:00,365.0,overnight,18,66,-0.00025595085743534973,0.001025115325474113,202201.0,0.0014097142124824824,-0.00012815583749836712,-0.0019223375624759509,2.0,4.0
AG,2025-01-23 02:25:00,2025-01-23 09:00:00,395.0,overnight,66,15,0.001285677552069986,0.0015432098765431057,430177.0,0.0008997429305912519,-0.0017994858611825038,-0.0015424164524421302,4.0,4.0
AG,2025-01-23 10:10:00,2025-01-23 10:30:00,20.0,lunch,15,12,0.002331606217616633,-0.0012906556530717372,151152.0,-0.0006454944487477299,-0.0009036922282468218,-0.0014200877872450057,5.0,2.0
AG,2025-01-23 11:25:00,2025-01-23 13:30:00,125.0,lunch,12,18,0.0005173974906220735,-0.0006459948320413078,50187.0,-0.00012928248222365823,-0.0009049773755656076,-0.0005171299288946329,4.0,2.0
AG,2025-01-23 14:55:00,2025-01-23 21:00:00,365.0,overnight,18,66,-0.0009059143263879799,-0.0023261824760920646,71237.0,-0.003521586017999234,-0.004695448023998905,-0.00626059736533191,2.0,1.0
AG,2025-01-24 02:25:00,2025-01-24 09:00:00,395.0,overnight,66,15,0.0015657620041753528,0.002219610915263015,526171.0,0.0015629070070330986,0.005079447772857515,0.004558478770513075,5.0,5.0
AG,2025-01-24 10:10:00,2025-01-24 10:30:00,20.0,lunch,15,12,0.0012871669455527535,0.0046493607129018955,196253.0,-0.0005144694533761873,0.0010289389067523746,-0.0002572347266881492,5.0,5.0
AG,2025-01-24 11:25:00,2025-01-24 13:30:00,125.0,lunch,12,18,-0.0010292036536729832,-0.0024409044193216545,76569.0,0.0003860010293361693,0.0001286670097786491,-0.0009006690684508767,1.0,1.0
AG,2025-01-24 14:55:00,2025-01-24 21:00:00,365.0,overnight,18,66,0.001416248229689776,0.0005145356315925387,69535.0,0.0014127921911122332,0.0012843565373747978,0.0008990495761622697,5.0,3.0
AG,2025-01-25 02:25:00,2025-01-27 09:00:00,3275.0,long_gap,66,15,-0.002195247933884259,-0.0019374838543012585,462437.0,-0.00064876086674448,-0.001297521733489071,-0.002465291293629157,1.0,1.0
AG,2025-01-27 10:10:00,2025-01-27 10:30:00,20.0,lunch,15,12,-0.0010424811050300242,-0.0022126773395808597,121274.0,-0.002739368640751416,-0.0011740151317506387,-0.0011740151317506387,1.0,1.0
AG,2025-01-27 11:25:00,2025-01-27 13:30:00,125.0,lunch,12,18,0.0024787997390736116,0.003002219031458031,73037.0,0.00039108330074300035,0.00013036110024766678,-0.00026072220049533357,5.0,5.0
AG,2025-01-27 14:55:00,2025-02-05 09:00:00,12605.0,long_gap,18,15,0.0010418023180100988,0.0023471117485982518,79715.0,-0.00198289750898506,-0.0008675176601808943,0.0,4.0,5.0
AG,2025-02-05 10:10:00,2025-02-05 10:30:00,20.0,lunch,15,12,0.00012379301807374787,-0.0002474941220146354,284860.0,-0.00111358574610243,-0.00037119524870077303,0.0017322444939371628,3.0,3.0
AG,2025-02-05 11:25:00,2025-02-05 13:30:00,125.0,lunch,12,18,0.001110151720735253,0.0019753086419753707,73667.0,-0.0006160670280926928,-0.0013553474618038797,-0.000862493839329681,4.0,5.0
AG,2025-02-05 14:55:00,2025-02-05 21:00:00,365.0,overnight,18,66,-0.00036991368680638903,-0.0009858287122612719,73505.0,-0.0006157635467980427,-0.0008620689655172153,-0.0028325123152709297,2.0,2.0
AG,2025-02-06 02:25:00,2025-02-06 09:00:00,395.0,overnight,66,15,-0.0006176652254478165,-0.0008645177226133116,320085.0,0.0006186587478347327,0.00012373174956703537,0.0006186587478347327,2.0,2.0
AG,2025-02-06 10:10:00,2025-02-06 10:30:00,20.0,lunch,15,12,-0.0006175126590095559,0.0004945598417409602,59099.0,-0.0002473104983305996,-0.0007419314949919098,-0.0004946209966613102,2.0,3.0
AG,2025-02-06 11:25:00,2025-02-06 13:30:00,125.0,lunch,12,18,-0.001114275102141904,-0.0014851485148514865,41177.0,0.0007433102081269016,0.0002477700693757079,0.0004955401387511937,1.0,2.0
AG,2025-02-06 14:55:00,2025-02-06 21:00:00,365.0,overnight,18,66,-0.0019856043683296187,-0.004333292063885108,77604.0,0.002736318407960292,0.001368159203980035,0.0012437810945273853,1.0,1.0
AG,2025-02-07 02:25:00,2025-02-07 09:00:00,395.0,overnight,66,15,-0.00012417732522040925,0.0,370522.0,0.0012410027302061089,0.000496401092082488,0.0018615040953089412,3.0,3.0
AG,2025-02-07 10:10:00,2025-02-07 10:30:00,20.0,lunch,15,12,0.0001237470610073732,0.0,66361.0,-0.0004948045522018552,-0.0003711034141513636,0.0,3.0,3.0
AG,2025-02-07 11:25:00,2025-02-07 13:30:00,125.0,lunch,12,18,0.0,-0.0018548287374798855,29028.0,-0.0007432181345224942,-0.0014864362690449884,-0.0030967422271770406,3.0,1.0
AG,2025-02-07 14:55:00,2025-02-07 21:00:00,365.0,overnight,18,66,0.0004968326915910648,0.0011185682326622093,60254.0,-0.0003724394785847851,-0.0026070763500931626,-0.0009931719428926122,4.0,4.0
AG,2025-02-08 02:25:00,2025-02-10 09:00:00,3275.0,long_gap,66,15,-0.002233527732969365,-0.001242081728977773,679683.0,0.002739384883576168,0.0022413149047442182,0.0017432449259120464,1.0,2.0
AG,2025-02-10 10:10:00,2025-02-10 10:30:00,20.0,lunch,15,12,-0.0004976362279174307,0.0006227425582263635,93312.0,-0.00024872528292496643,0.0016167143390126704,0.0009949011317000878,2.0,4.0
AG,2025-02-10 11:25:00,2025-02-10 13:30:00,125.0,lunch,12,18,0.0007477567298106447,-0.001119542231620807,54166.0,0.0007456194855226528,0.0003728097427613264,0.0011184292282837571,4.0,2.0
AG,2025-02-10 14:55:00,2025-02-10 21:00:00,365.0,overnight,18,66,0.0003722546221616163,0.0012419274714356998,75947.0,-0.00024737167594313103,-0.0004947433518862621,-0.000989486703772413,3.0,4.0
AG,2025-02-11 02:25:00,2025-02-11 09:00:00,395.0,overnight,66,15,0.0004963394962154144,0.00024810817516440764,372022.0,0.0006189650903689614,0.00210448130725438,-0.0006189650903688504,4.0,3.0
AG,2025-02-11 10:10:00,2025-02-11 10:30:00,20.0,lunch,15,12,-0.00012371644191511155,0.001983635011157947,98224.0,-0.008413758970551855,-0.013115565454095535,-0.01274437020539465,3.0,5.0
AG,2025-02-11 11:25:00,2025-02-11 13:30:00,125.0,lunch,12,18,0.005138488532397512,0.00791755686816642,249676.0,0.00024978144123899426,0.0004995628824777665,-0.0004995628824778775,5.0,5.0
AG,2025-02-11 14:55:00,2025-02-11 21:00:00,365.0,overnight,18,66,-0.001127678235810059,-0.0032508127031758427,81936.0,-0.005432036382011063,-0.008211217786761038,-0.005053057099545177,1.0,1.0
AG,2025-02-12 02:25:00,2025-02-12 09:00:00,395.0,overnight,66,15,0.00012550200803218559,0.0011306532663315494,513274.0,0.0,-0.001888217522658664,-0.0012588116817724426,3.0,4.0
AG,2025-02-12 10:10:00,2025-02-12 10:30:00,20.0,lunch,15,12,0.0008805031446541545,0.0012583364791745044,76360.0,0.0020100502512563345,0.0028894472361808976,0.000753768844221181,4.0,4.0
AG,2025-02-12 11:25:00,2025-02-12 13:30:00,125.0,lunch,12,18,0.0003768844221105905,-0.00012556504269212176,57028.0,0.0013850415512466352,0.0013850415512466352,0.0010073029463610883,3.0,3.0
AG,2025-02-12 14:55:00,2025-02-12 21:00:00,365.0,overnight,18,66,0.00025109855618321575,0.0008793969849245631,53369.0,0.001007556675062915,-0.0015113350125944836,-0.00025188916876572875,3.0,4.0
AG,2025-02-13 02:25:00,2025-02-13 09:00:00,395.0,overnight,66,15,-0.0008715139442231346,-0.0007471049682480357,487332.0,-0.0022401991288114598,-0.001742377100186654,-0.0038581207218419955,2.0,2.0
AG,2025-02-13 10:10:00,2025-02-13 10:30:00,20.0,lunch,15,12,-0.0007487832272556894,-0.0007487832272556894,82104.0,0.0,0.00037420481476857503,0.0004989397530248407,2.0,2.0
AG,2025-02-13 11:25:00,2025-02-13 13:30:00,125.0,lunch,12,18,0.0012473493825619908,0.0018721917124313592,37647.0,0.0009955201592832807,0.0004977600796416404,-0.0007466401194624606,4.0,4.0
AG,2025-02-13 14:55:00,2025-02-13 21:00:00,365.0,overnight,18,66,0.0007479431563202077,0.0007479431563202077,71857.0,-0.001494768310911776,-0.002989536621823663,-0.0016193323368211,4.0,4.0
AG,2025-02-14 02:25:00,2025-02-14 09:00:00,395.0,overnight,66,15,0.00025009378516949177,0.0005003126954346016,352525.0,0.005110307864888419,0.00959740745357096,0.00934812414308861,3.0,3.0
AG,2025-02-14 10:10:00,2025-02-14 10:30:00,20.0,lunch,15,12,0.0,-0.0007416563658838582,182421.0,-0.00024737167594313103,-0.00037105751391464104,0.0009894867037725241,3.0,2.0
AG,2025-02-14 11:25:00,2025-02-14 13:30:00,125.0,lunch,12,18,-0.00037059913526871213,-0.000494071146245112,33813.0,0.00061743640405032,0.0016053346505309207,0.008767596937515387,2.0,2.0
AG,2025-02-14 14:55:00,2025-02-14 21:00:00,365.0,overnight,18,66,0.0004848484848485324,0.0007274490785644794,325299.0,-0.0016945049624788044,-0.0016945049624788044,0.0015734688937303343,4.0,4.0
AG,2025-02-15 02:25:00,2025-02-17 09:00:00,3275.0,long_gap,66,15,-0.0012428535918468375,-0.001366969056791345,1018999.0,-0.0006243756243756726,0.0009990009990010762,0.0012487512487513452,1.0,2.0
AG,2025-02-17 10:10:00,2025-02-17 10:30:00,20.0,lunch,15,12,0.0006245316012989388,0.0011247188202949676,164476.0,0.0007485963817841501,0.0008733624454149158,0.0004990642545228408,4.0,4.0
AG,2025-02-17 11:25:00,2025-02-17 13:30:00,125.0,lunch,12,18,0.0006230529595014911,0.0006230529595014911,44944.0,-0.0016179215930305357,-0.0016179215930305357,-0.004978220286247614,4.0,4.0
AG,2025-02-17 14:55:00,2025-02-17 21:00:00,365.0,overnight,18,66,0.0002495632642876,0.0007490636704119424,104026.0,0.0006237524950098994,0.00037425149700598404,0.0004990019960080527,3.0,4.0
AG,2025-02-18 02:25:00,2025-02-18 09:00:00,395.0,overnight,66,15,0.0002495944090852298,0.0,246148.0,0.0008733624454149158,-0.0007485963817841501,-0.0024953212726138707,3.0,3.0
AG,2025-02-18 10:10:00,2025-02-18 10:30:00,20.0,lunch,15,12,-0.0002496567220072743,0.0015005627110167286,98291.0,0.00024968789013724013,0.0038701622971286653,0.006616729088639195,2.0,4.0
AG,2025-02-18 11:25:00,2025-02-18 13:30:00,125.0,lunch,12,18,0.0011153798488041655,0.0008673026886383273,121319.0,0.001979952976116861,-0.00012374706100726218,-0.0016087117930949635,4.0,4.0
AG,2025-02-18 14:55:00,2025-02-18 21:00:00,365.0,overnight,18,66,-0.0003712871287128161,0.0011155180961823774,85705.0,-0.0013598714303374448,-0.002843367536160213,-0.0013598714303374448,2.0,4.0
AG,2025-02-19 02:25:00,2025-02-19 09:00:00,395.0,overnight,66,15,-0.00036886757653997737,-0.00036886757653997737,408493.0,-0.0011056511056510843,-0.00012285012285007113,-0.0022113022113021685,2.0,2.0
AG,2025-02-19 10:10:00,2025-02-19 10:30:00,20.0,lunch,15,12,-0.0002456097261451795,-0.0013493621197252503,94195.0,-0.0022113022113021685,-0.003316953316953364,-0.004914004914004955,2.0,2.0
AG,2025-02-19 11:25:00,2025-02-19 13:30:00,125.0,lunch,12,18,0.0001235635734584406,0.0003707823507601571,93609.0,0.0020990245709346933,0.0025929127052721768,0.004568465242622555,3.0,3.0
AG,2025-02-19 14:55:00,2025-02-19 21:00:00,365.0,overnight,18,66,0.0002460024600245969,0.001477832512315258,91089.0,0.001966568338249708,0.001474926253687281,0.003072763028515224,3.0,4.0
AG,2025-02-20 02:25:00,2025-02-20 09:00:00,395.0,overnight,66,15,-0.0007415647015202032,-0.0013586956521739468,467661.0,0.0022194821208385562,0.0012330456226881115,-0.0006165228113440557,2.0,2.0
AG,2025-02-20 10:10:00,2025-02-20 10:30:00,20.0,lunch,15,12,0.0016027616816669532,0.0019733596447952806,75369.0,0.0002460327223521297,-0.0002460327223520187,0.0011071472505843616,5.0,5.0
AG,2025-02-20 11:25:00,2025-02-20 13:30:00,125.0,lunch,12,18,0.0004917025199753233,0.0003687315634217647,46214.0,-0.0007367387033399009,-0.0011051080550098513,0.0001227897838900205,4.0,3.0
AG,2025-02-20 14:55:00,2025-02-20 21:00:00,365.0,overnight,18,66,0.0003683693516698394,0.0,68857.0,-0.0030625995344848445,-0.0026950875903466454,-0.0006125199068969245,3.0,3.0
AG,2025-02-21 02:25:00,2025-02-21 09:00:00,395.0,overnight,66,15,0.0001227897838900205,-0.00012275963663144207,496337.0,0.0004920049200491938,0.002706027060270566,0.002706027060270566,3.0,3.0
AG,2025-02-21 10:10:00,2025-02-21 10:30:00,20.0,lunch,15,12,0.0011078286558345862,0.0008614324390843198,100409.0,0.001352847128274437,0.0011068749231337716,0.0003689583077113312,4.0,4.0
AG,2025-02-21 11:25:00,2025-02-21 13:30:00,125.0,lunch,12,18,-0.0017281817059622284,-0.004064039408867015,95398.0,0.0011137235490656927,0.0037124118302189757,0.0022274470981313854,1.0,1.0
AG,2025-02-21 14:55:00,2025-02-21 21:00:00,365.0,overnight,18,66,0.0009883864591055946,0.0009883864591055946,140223.0,0.0024703557312253377,0.0027173913043478937,0.0018527667984189478,4.0,4.0
AG,2025-02-22 02:25:00,2025-02-24 09:00:00,3275.0,long_gap,66,15,0.0004951720722952135,0.0001237470610073732,501795.0,-0.005951642901425913,-0.005207687538747674,-0.003223806571605703,4.0,3.0
AG,2025-02-24 10:10:00,2025-02-24 10:30:00,20.0,lunch,15,12,0.0022415940224158604,0.0004972650422674363,163003.0,0.0013662899018755947,0.002856787976648789,0.0036020370140354974,5.0,3.0
AG,2025-02-24 11:25:00,2025-02-24 13:30:00,125.0,lunch,12,18,-0.0008661222469685814,-0.00012382367508667613,66784.0,0.0011153798488041655,-0.00037179328293468483,-0.00024786218862316023,2.0,3.0
AG,2025-02-24 14:55:00,2025-02-24 21:00:00,365.0,overnight,18,66,0.0,-0.00024724935097042433,69113.0,0.0,0.0009910802775023875,-0.0006194251734390477,3.0,3.0
AG,2025-02-25 02:25:00,2025-02-25 09:00:00,395.0,overnight,66,15,0.0,-0.000623285963600062,437474.0,0.0001247349382562657,0.0033678433329176194,0.0026194337033802473,3.0,2.0
AG,2025-02-25 10:10:00,2025-02-25 10:30:00,20.0,lunch,15,12,-0.00024832381425377026,0.0014925373134329067,99187.0,-0.0008693492300049233,0.0004967709885743687,-0.00037257824143066554,2.0,4.0
AG,2025-02-25 11:25:00,2025-02-25 13:30:00,125.0,lunch,12,18,-0.00012426991425373846,0.000372995151062927,27009.0,0.0009963880931622704,0.0004981940465811352,-0.0004981940465811352,3.0,3.0
AG,2025-02-25 14:55:00,2025-02-25 21:00:00,365.0,overnight,18,66,-0.0002494076568150261,0.00024953212726130936,83352.0,0.0008805031446541545,0.0022641509433962703,0.0023899371069182607,2.0,3.0
AG,2025-02-26 02:25:00,2025-02-26 09:00:00,395.0,overnight,66,15,-0.0006329113924050667,-0.0006329113924050667,603197.0,-0.00037845338715780663,-0.0010092090324208547,0.0005046045162104829,2.0,2.0
