wf,action,h,scale,target_bin,risk_bin,n_available,E_R_lower,E_R_upper,ambiguity_gap_R,target_first_rate,gap_invalid_rate
WF1,INWARD,2,0.2,3-5,1-2,470,-0.6308789685763312,-0.6308789685763312,0.0,0.07021276595744681,0.0
WF1,INWARD,2,0.2,1-2,<0.25,713,-0.15601105246029867,-0.15601105246029867,0.0,0.10238429172510519,0.0
WF1,INWARD,2,0.2,2-3,<0.25,720,-0.41200868777843175,-0.41200868777843175,0.0,0.043055555555555555,0.0
WF1,INWARD,2,0.2,1-2,0.25-0.5,1357,-0.008651195767610866,-0.0017334401949744322,0.006917755572636433,0.19086219602063376,0.0
WF1,INWARD,2,0.2,>=5,<0.25,120,-0.17050073909830002,-0.17050073909830002,0.0,0.008333333333333333,0.0
WF1,INWARD,2,0.2,1-2,2-3,335,-0.13352342006779047,-0.13352342006779047,0.0,0.43283582089552236,0.0
WF1,INWARD,2,0.2,2-3,1-2,978,0.05480013356874569,0.05480013356874569,0.0,0.24642126789366053,0.0
WF1,INWARD,2,0.2,0.5-1,0.25-0.5,338,0.23919269481787145,0.251576595746664,0.01238390092879257,0.378698224852071,0.0
WF1,INWARD,2,0.2,>=5,0.25-0.5,119,-0.805,-0.805,0.0,0.01680672268907563,0.0
WF1,INWARD,2,0.2,<0.5,1-2,440,0.020488377344364057,0.020488377344364057,0.0,0.7659090909090909,0.0
WF1,INWARD,2,0.2,2-3,0.25-0.5,1182,-4.7508892840763474e-05,-4.7508892840763474e-05,0.0,0.12098138747884941,0.0
WF1,INWARD,2,0.2,1-2,>=3,96,0.11817184529903114,0.11817184529903114,0.0,0.53125,0.0
WF1,INWARD,2,0.2,0.5-1,0.5-1,959,0.022984640539144306,0.05914875683404564,0.03616411629490134,0.4744525547445255,0.0
WF1,INWARD,2,0.2,<0.5,2-3,99,0.073193848503648,0.073193848503648,0.0,0.9191919191919192,0.0
WF1,INWARD,2,0.2,2-3,2-3,116,0.21293758118639994,0.21293758118639994,0.0,0.39655172413793105,0.0
WF2,INWARD,2,0.2,>=5,0.25-0.5,131,-0.18749046311131454,-0.18749046311131454,0.0,0.05343511450381679,0.0
WF2,INWARD,2,0.2,1-2,0.25-0.5,1135,-0.20227379416673505,-0.1770211758213025,0.025252618345432548,0.17092511013215858,0.0
WF1,INWARD,2,0.2,>=5,1-2,155,-0.7899966502546479,-0.7899966502546479,0.0,0.025806451612903226,0.0
WF1,INWARD,2,0.2,0.5-1,<0.25,168,-0.7310516575282955,-0.7176588003854383,0.013392857142857142,0.08333333333333333,0.0
WF2,INWARD,2,0.2,2-3,2-3,134,0.011461513777381208,0.011461513777381208,0.0,0.40298507462686567,0.0
WF2,INWARD,2,0.2,2-3,0.25-0.5,1086,-0.13242975548210834,-0.13242975548210834,0.0,0.09852670349907919,0.0
WF2,INWARD,2,0.2,3-5,2-3,159,-0.5336263474052353,-0.5336263474052353,0.0,0.1069182389937107,0.0
WF2,INWARD,2,0.2,3-5,0.5-1,1259,-0.5699048858101088,-0.5699048858101088,0.0,0.06274821286735505,0.0
WF2,INWARD,2,0.2,1-2,0.5-1,2220,-0.09663536875595147,-0.0927637166742755,0.003871652081675948,0.2810810810810811,0.0
WF2,INWARD,2,0.2,1-2,1-2,1599,-0.07283306526621698,-0.06980496498638596,0.00302810027983103,0.3883677298311445,0.0
WF2,INWARD,2,0.2,2-3,0.5-1,1728,-0.16637071995158564,-0.16637071995158564,0.0,0.17418981481481483,0.0
WF2,INWARD,2,0.2,3-5,0.25-0.5,885,-0.46679421693596435,-0.46679421693596435,0.0,0.04406779661016949,0.0
WF2,INWARD,2,0.2,1-2,2-3,284,0.192301686862667,0.192301686862667,0.0,0.49295774647887325,0.0
WF2,INWARD,2,0.2,3-5,<0.25,690,-0.7660453817730579,-0.7660453817730579,0.0,0.014492753623188406,0.0
WF2,INWARD,2,0.2,<0.5,2-3,73,0.09404224752424702,0.09404224752424702,0.0,0.9315068493150684,0.0
WF3,INWARD,2,0.2,3-5,0.5-1,1283,-0.5309878429415867,-0.5309878429415867,0.0,0.0646921278254092,0.0
WF2,INWARD,2,0.2,1-2,>=3,84,0.25398506144448496,0.25398506144448496,0.0,0.6785714285714286,0.0
WF3,INWARD,2,0.2,2-3,0.25-0.5,1024,-0.1071126746618436,-0.1071126746618436,0.0,0.1162109375,0.0
WF2,INWARD,2,0.2,3-5,1-2,589,0.19672105759895314,0.19672105759895314,0.0,0.16298811544991512,0.0
WF2,INWARD,2,0.2,>=5,0.5-1,236,-0.7575016296529935,-0.7575016296529935,0.0,0.0211864406779661,0.0
WF2,INWARD,2,0.2,>=5,2-3,53,-0.6892230576441103,-0.6892230576441103,0.0,0.03773584905660377,0.0
WF2,INWARD,2,0.2,2-3,1-2,1021,-0.11455719493741975,-0.11108810388837805,0.0034690910490417204,0.21351616062683643,0.0
WF2,INWARD,2,0.2,0.5-1,1-2,886,0.0889940336497115,0.10489441679147395,0.015900383141762453,0.6794582392776524,0.0
WF2,INWARD,2,0.2,2-3,<0.25,666,-0.24921633108716737,-0.24921633108716737,0.0,0.04804804804804805,0.0
WF2,INWARD,2,0.2,0.5-1,0.5-1,810,0.11001094783743531,0.11166520755621115,0.0016542597187758478,0.5209876543209877,0.0
WF2,INWARD,2,0.2,1-2,<0.25,608,-0.16243001143590013,-0.16243001143590013,0.0,0.0805921052631579,0.0
WF3,INWARD,2,0.2,3-5,<0.25,774,-0.599681351379966,-0.599681351379966,0.0,0.020671834625323,0.0
WF3,INWARD,2,0.2,>=5,1-2,159,-0.6743998798700834,-0.6743998798700834,0.0,0.0440251572327044,0.0
WF2,INWARD,2,0.2,>=5,<0.25,181,-0.6122448979591837,-0.6122448979591837,0.0,0.016574585635359115,0.0
WF3,INWARD,2,0.2,2-3,0.5-1,1612,-0.030496983350906937,-0.030496983350906937,0.0,0.18672456575682383,0.0
WF3,INWARD,2,0.2,1-2,<0.25,483,-0.4337444656352248,-0.4212704531612123,0.012474012474012475,0.053830227743271224,0.0
WF3,INWARD,2,0.2,2-3,1-2,1024,0.09901710418973252,0.09901710418973252,0.0,0.2529296875,0.0
WF3,INWARD,2,0.2,1-2,1-2,1794,-0.028494150616487347,-0.028494150616487347,0.0,0.3935340022296544,0.0
WF3,INWARD,2,0.2,0.5-1,1-2,817,0.015763848956361213,0.017980529477281137,0.002216680520919922,0.6242350061199511,0.0
WF3,INWARD,2,0.2,3-5,>=3,33,-0.26210781185889387,-0.26210781185889387,0.0,0.12121212121212122,0.0
WF3,INWARD,2,0.2,>=5,0.5-1,274,-0.6384038213913995,-0.6384038213913995,0.0,0.032846715328467155,0.0
WF3,INWARD,2,0.2,3-5,0.25-0.5,887,-0.6358359869104319,-0.6358359869104319,0.0,0.036076662908680945,0.0
WF3,INWARD,2,0.2,2-3,<0.25,674,-0.33334844173078404,-0.33334844173078404,0.0,0.05341246290801187,0.0
WF3,INWARD,2,0.2,0.5-1,2-3,168,0.14732337954831207,0.14732337954831207,0.0,0.7916666666666666,0.0
WF3,INWARD,2,0.2,>=5,0.25-0.5,185,-1.0,-1.0,0.0,0.0,0.0
WF3,INWARD,2,0.2,3-5,1-2,560,-0.2512634640814118,-0.2512634640814118,0.0,0.14642857142857144,0.0
WF3,INWARD,2,0.2,1-2,2-3,239,0.09561290259553183,0.09561290259553183,0.0,0.5355648535564853,0.0
WF3,INWARD,2,0.2,>=5,>=3,33,-0.3522425285303957,-0.3522425285303957,0.0,0.09090909090909091,0.0
WF3,INWARD,2,0.2,2-3,2-3,125,0.12908314890163863,0.12908314890163863,0.0,0.36,0.0
WF3,INWARD,2,0.2,>=5,2-3,78,-0.7698412698412699,-0.7698412698412699,0.0,0.05128205128205128,0.0
WF3,INWARD,2,0.2,0.5-1,0.5-1,836,-0.013565639254875002,0.00417564217253781,0.01774128142741281,0.4485645933014354,0.0
WF0,INWARD,2,0.2,>=5,>=3,24,-0.4892708333333333,-0.4892708333333333,0.0,0.08333333333333333,0.0
WF0,INWARD,2,0.2,<0.5,1-2,323,0.06935369037227934,0.07335903082621793,0.004005340453938584,0.826625386996904,0.0
WF0,INWARD,2,0.2,3-5,>=3,25,0.3266746703167676,0.3266746703167676,0.0,0.64,0.0
WF0,INWARD,2,0.2,2-3,>=3,21,0.3363219078579851,0.3363219078579851,0.0,0.5238095238095238,0.0
WF1,INWARD,2,0.2,>=5,0.5-1,223,-0.8391314944099588,-0.8391314944099588,0.0,0.013452914798206279,0.0
WF1,INWARD,2,0.2,>=5,2-3,20,-1.0,-1.0,0.0,0.0,0.0
WF1,INWARD,2,0.2,2-3,>=3,53,0.21707939593337,0.21707939593337,0.0,0.49056603773584906,0.0
WF2,INWARD,2,0.2,>=5,1-2,150,-0.70393994612324,-0.70393994612324,0.0,0.02666666666666667,0.0
WF2,INWARD,2,0.2,>=5,>=3,31,0.13328164307033483,0.13328164307033483,0.0,0.0967741935483871,0.0
WF2,INWARD,2,0.2,0.5-1,>=3,59,-0.01268347152461594,-0.01268347152461594,0.0,0.8305084745762712,0.0
WF3,INWARD,2,0.2,>=5,<0.25,90,-0.6492248062015503,-0.6492248062015503,0.0,0.011111111111111112,0.0
WF3,INWARD,2,0.2,1-2,0.25-0.5,985,-0.047912562548940794,-0.04361148728012359,0.004301075268817204,0.18984771573604062,0.0
WF3,INWARD,2,0.2,<0.5,2-3,91,0.010382001370842296,0.010382001370842296,0.0,0.7802197802197802,0.0
WF3,INWARD,2,0.2,1-2,0.5-1,2160,-0.07559837956944115,-0.0673824171281266,0.008215962441314555,0.2865740740740741,0.0
WF3,INWARD,2,0.2,0.5-1,0.25-0.5,279,-0.30217748513490617,-0.24482981488401012,0.05734767025089606,0.24731182795698925,0.0
WF3,INWARD,2,0.2,<0.5,1-2,326,-0.015447491919937262,-0.015447491919937262,0.0,0.7668711656441718,0.0
WF3,INWARD,2,0.2,<0.5,0.5-1,208,-0.09764094609438155,0.010532130828695366,0.10817307692307693,0.5865384615384616,0.0
WF0,INWARD,2,0.2,0.5-1,>=3,45,-0.02138035685144751,-0.02138035685144751,0.0,0.8,0.0
WF0,INWARD,2,0.2,0.5-1,<0.25,121,-0.3464182598787979,-0.3464182598787979,0.0,0.1652892561983471,0.0
WF0,INWARD,2,0.2,<0.5,0.25-0.5,67,-0.43846775249931785,-0.43846775249931785,0.0,0.29850746268656714,0.0
WF2,INWARD,2,0.2,0.5-1,0.25-0.5,377,0.022715734954419555,0.0505671938403612,0.027851458885941646,0.32360742705570295,0.0
WF0,INWARD,2,0.2,1-2,2-3,206,0.1834000466171153,0.1834000466171153,0.0,0.558252427184466,0.0
WF0,INWARD,2,0.2,1-2,>=3,67,0.40026414736710975,0.40026414736710975,0.0,0.8059701492537313,0.0
WF1,INWARD,2,0.2,0.5-1,>=3,52,0.15176540575513095,0.15176540575513095,0.0,0.8461538461538461,0.0
WF1,INWARD,2,0.2,3-5,2-3,67,-0.13166666666666668,-0.13166666666666668,0.0,0.07462686567164178,0.0
WF1,INWARD,2,0.2,0.5-1,2-3,176,0.02288264281327918,0.02288264281327918,0.0,0.7102272727272727,0.0
WF1,INWARD,2,0.2,<0.5,0.5-1,272,0.06895027155176778,0.10203850684588543,0.03308823529411765,0.7352941176470589,0.0
WF1,INWARD,2,0.2,>=5,>=3,23,-0.023345228684596715,-0.023345228684596715,0.0,0.17391304347826086,0.0
WF2,INWARD,2,0.2,0.5-1,2-3,160,0.20611386878906504,0.20611386878906504,0.0,0.84375,0.0
WF2,INWARD,2,0.2,<0.5,0.5-1,271,0.013066883916341285,0.024136994617448292,0.01107011070110701,0.6457564575645757,0.0
WF3,INWARD,2,0.2,0.5-1,<0.25,176,-0.7541035353535354,-0.5722853535353536,0.18181818181818182,0.05113636363636364,0.0
WF3,INWARD,2,0.2,3-5,2-3,54,0.34225074403402406,0.34225074403402406,0.0,0.46296296296296297,0.0
WF3,INWARD,2,0.2,2-3,>=3,62,-0.16492918782505325,-0.16492918782505325,0.0,0.3548387096774194,0.0
WF0,INWARD,2,0.4,1-2,1-2,1705,-0.07105441808888996,-0.066849645672197,0.0042047724166929465,0.36480938416422287,0.0
WF0,INWARD,2,0.4,2-3,<0.25,564,-0.32462536000708353,-0.32462536000708353,0.0,0.05673758865248227,0.0
WF0,INWARD,2,0.4,2-3,0.5-1,1616,-0.32281449690372893,-0.32281449690372893,0.0,0.13056930693069307,0.0
WF0,INWARD,2,0.4,3-5,0.25-0.5,826,-0.5833948400422891,-0.5833948400422891,0.0,0.04116222760290557,0.0
WF0,INWARD,2,0.4,0.5-1,2-3,159,-0.15162081274881034,-0.15162081274881034,0.0,0.5911949685534591,0.0
WF0,INWARD,2,0.4,<0.5,0.5-1,218,-0.17484310909366577,-0.17484310909366577,0.0,0.5825688073394495,0.0
WF0,INWARD,2,0.4,2-3,1-2,854,0.007531886363689692,0.007531886363689692,0.0,0.2423887587822014,0.0
WF0,INWARD,2,0.4,1-2,<0.25,472,-0.41034337603442167,-0.40172268637924924,0.008620689655172414,0.0635593220338983,0.0
WF0,INWARD,2,0.4,0.5-1,1-2,751,0.0405084790652187,0.04606403462077425,0.005555555555555556,0.6378162450066578,0.0
WF0,INWARD,2,0.4,3-5,0.5-1,1041,-0.6753729891681568,-0.6753729891681568,0.0,0.03554274735830932,0.0
WF0,INWARD,2,0.4,3-5,<0.25,470,-0.6467278665543912,-0.6467278665543912,0.0,0.01702127659574468,0.0
WF0,INWARD,2,0.4,0.5-1,0.5-1,706,0.010447271984633846,0.010447271984633846,0.0,0.49291784702549574,0.0
WF0,INWARD,2,0.4,0.5-1,0.25-0.5,277,0.33983105715712386,0.37713550962403125,0.03730445246690734,0.4548736462093863,0.0
WF0,INWARD,2,0.4,>=5,1-2,153,-0.6901436947946145,-0.6901436947946145,0.0,0.032679738562091505,0.0
WF0,INWARD,2,0.4,3-5,1-2,512,-0.32921085897918256,-0.32921085897918256,0.0,0.1171875,0.0
WF0,INWARD,2,0.4,1-2,0.5-1,2189,-0.06496297892148253,-0.04863992443775707,0.016323054483725462,0.2978529008679762,0.0
WF0,INWARD,2,0.4,>=5,<0.25,84,-1.0,-1.0,0.0,0.0,0.0
WF0,INWARD,2,0.4,1-2,0.25-0.5,1016,-0.15682311214817013,-0.13503320630029325,0.02178990584787686,0.16141732283464566,0.0
WF0,INWARD,2,0.4,>=5,0.5-1,165,-0.4736717827626919,-0.4736717827626919,0.0,0.04242424242424243,0.0
WF0,INWARD,2,0.4,2-3,2-3,98,-0.2035023452001529,-0.2035023452001529,0.0,0.30612244897959184,0.0
WF0,INWARD,2,0.4,2-3,0.25-0.5,987,-0.5023448550541123,-0.5023448550541123,0.0,0.06788247213779129,0.0
WF0,INWARD,2,0.4,3-5,2-3,84,0.06392238861424418,0.06392238861424418,0.0,0.2619047619047619,0.0
WF0,INWARD,2,0.4,>=5,0.25-0.5,109,-0.7370689655172413,-0.7370689655172413,0.0,0.01834862385321101,0.0
WF0,INWARD,2,0.4,<0.5,2-3,77,-0.06997647509542694,-0.06997647509542694,0.0,0.8051948051948052,0.0
WF1,INWARD,2,0.4,1-2,1-2,1767,0.0468683873586159,0.05025468470862575,0.003386297350009841,0.41086587436332767,0.0
WF1,INWARD,2,0.4,2-3,0.5-1,1793,-0.33450558248555684,-0.33450558248555684,0.0,0.12046848856664807,0.0
WF1,INWARD,2,0.4,3-5,0.25-0.5,686,-0.6081295244772356,-0.6081295244772356,0.0,0.03498542274052478,0.0
WF1,INWARD,2,0.4,3-5,0.5-1,923,-0.4998814070992539,-0.4998814070992539,0.0,0.05850487540628386,0.0
WF1,INWARD,2,0.4,1-2,0.5-1,2427,-0.061589562365409425,-0.05847291053994193,0.003116651825467498,0.29666254635352285,0.0
WF1,INWARD,2,0.4,0.5-1,1-2,874,0.030912501921677774,0.044305359064534915,0.013392857142857142,0.631578947368421,0.0
WF1,INWARD,2,0.4,3-5,1-2,470,-0.6308789685763312,-0.6308789685763312,0.0,0.07021276595744681,0.0
WF1,INWARD,2,0.4,1-2,<0.25,564,-0.46720388386016165,-0.46720388386016165,0.0,0.06560283687943262,0.0
WF1,INWARD,2,0.4,2-3,<0.25,524,-0.28331955295115496,-0.28331955295115496,0.0,0.05725190839694656,0.0
WF1,INWARD,2,0.4,1-2,0.25-0.5,1308,0.013731873917285286,0.020908907410108254,0.007177033492822967,0.19495412844036697,0.0
WF1,INWARD,2,0.4,>=5,<0.25,105,-1.0,-1.0,0.0,0.0,0.0
WF1,INWARD,2,0.4,1-2,2-3,335,-0.13352342006779047,-0.13352342006779047,0.0,0.43283582089552236,0.0
WF1,INWARD,2,0.4,2-3,1-2,978,0.05480013356874569,0.05480013356874569,0.0,0.24642126789366053,0.0
WF1,INWARD,2,0.4,3-5,<0.25,495,-0.9870967741935484,-0.9870967741935484,0.0,0.00404040404040404,0.0
WF1,INWARD,2,0.4,0.5-1,0.25-0.5,320,0.29204964308199505,0.3050789590429071,0.013029315960912053,0.396875,0.0
WF1,INWARD,2,0.4,>=5,0.25-0.5,119,-0.805,-0.805,0.0,0.01680672268907563,0.0
WF1,INWARD,2,0.4,<0.5,1-2,440,0.020488377344364057,0.020488377344364057,0.0,0.7659090909090909,0.0
WF1,INWARD,2,0.4,2-3,0.25-0.5,1138,-0.005014828050025485,-0.005014828050025485,0.0,0.1195079086115993,0.0
WF1,INWARD,2,0.4,1-2,>=3,96,0.11817184529903114,0.11817184529903114,0.0,0.53125,0.0
WF1,INWARD,2,0.4,0.5-1,0.5-1,959,0.022984640539144306,0.05914875683404564,0.03616411629490134,0.4744525547445255,0.0
WF1,INWARD,2,0.4,<0.5,2-3,99,0.073193848503648,0.073193848503648,0.0,0.9191919191919192,0.0
WF1,INWARD,2,0.4,2-3,2-3,116,0.21293758118639994,0.21293758118639994,0.0,0.39655172413793105,0.0
WF2,INWARD,2,0.4,>=5,0.25-0.5,123,-0.1371580139235199,-0.1371580139235199,0.0,0.056910569105691054,0.0
WF2,INWARD,2,0.4,1-2,0.25-0.5,1104,-0.2250924513741018,-0.19910889823062217,0.025983553143479613,0.17028985507246377,0.0
WF1,INWARD,2,0.4,>=5,1-2,155,-0.7899966502546479,-0.7899966502546479,0.0,0.025806451612903226,0.0
WF1,INWARD,2,0.4,0.5-1,<0.25,149,-0.7252797212399573,-0.7101790500990177,0.015100671140939598,0.087248322147651,0.0
WF2,INWARD,2,0.4,2-3,2-3,134,0.011461513777381208,0.011461513777381208,0.0,0.40298507462686567,0.0
WF2,INWARD,2,0.4,2-3,0.25-0.5,982,-0.20288854520437366,-0.20288854520437366,0.0,0.09572301425661914,0.0
WF2,INWARD,2,0.4,3-5,2-3,159,-0.5336263474052353,-0.5336263474052353,0.0,0.1069182389937107,0.0
WF2,INWARD,2,0.4,3-5,0.5-1,1259,-0.5699048858101088,-0.5699048858101088,0.0,0.06274821286735505,0.0
WF2,INWARD,2,0.4,1-2,0.5-1,2220,-0.09663536875595147,-0.0927637166742755,0.003871652081675948,0.2810810810810811,0.0
WF2,INWARD,2,0.4,1-2,1-2,1599,-0.07283306526621698,-0.06980496498638596,0.00302810027983103,0.3883677298311445,0.0
WF2,INWARD,2,0.4,2-3,0.5-1,1728,-0.16637071995158564,-0.16637071995158564,0.0,0.17418981481481483,0.0
WF2,INWARD,2,0.4,3-5,0.25-0.5,860,-0.5101874015554227,-0.5101874015554227,0.0,0.04186046511627907,0.0
WF2,INWARD,2,0.4,1-2,2-3,284,0.192301686862667,0.192301686862667,0.0,0.49295774647887325,0.0
WF2,INWARD,2,0.4,3-5,<0.25,473,-0.6590796441602893,-0.6590796441602893,0.0,0.021141649048625793,0.0
WF2,INWARD,2,0.4,<0.5,2-3,73,0.09404224752424702,0.09404224752424702,0.0,0.9315068493150684,0.0
WF3,INWARD,2,0.4,3-5,0.5-1,1283,-0.5309878429415867,-0.5309878429415867,0.0,0.0646921278254092,0.0
WF2,INWARD,2,0.4,1-2,>=3,84,0.25398506144448496,0.25398506144448496,0.0,0.6785714285714286,0.0
WF3,INWARD,2,0.4,2-3,0.25-0.5,992,-0.1110445106566113,-0.1110445106566113,0.0,0.1159274193548387,0.0
WF2,INWARD,2,0.4,3-5,1-2,589,0.19672105759895314,0.19672105759895314,0.0,0.16298811544991512,0.0
WF2,INWARD,2,0.4,>=5,0.5-1,236,-0.7575016296529935,-0.7575016296529935,0.0,0.0211864406779661,0.0
WF2,INWARD,2,0.4,>=5,2-3,53,-0.6892230576441103,-0.6892230576441103,0.0,0.03773584905660377,0.0
WF2,INWARD,2,0.4,2-3,1-2,1021,-0.11455719493741975,-0.11108810388837805,0.0034690910490417204,0.21351616062683643,0.0
WF2,INWARD,2,0.4,0.5-1,1-2,886,0.0889940336497115,0.10489441679147395,0.015900383141762453,0.6794582392776524,0.0
WF2,INWARD,2,0.4,0.5-1,0.5-1,810,0.11001094783743531,0.11166520755621115,0.0016542597187758478,0.5209876543209877,0.0
WF2,INWARD,2,0.4,1-2,<0.25,531,-0.08626004685524216,-0.08626004685524216,0.0,0.0847457627118644,0.0
WF3,INWARD,2,0.4,3-5,<0.25,590,-0.4885197550660215,-0.4885197550660215,0.0,0.025423728813559324,0.0
WF3,INWARD,2,0.4,>=5,1-2,159,-0.6743998798700834,-0.6743998798700834,0.0,0.0440251572327044,0.0
WF2,INWARD,2,0.4,2-3,<0.25,547,-0.32138822097252456,-0.32138822097252456,0.0,0.04936014625228519,0.0
WF2,INWARD,2,0.4,>=5,<0.25,141,-0.49501661129568103,-0.49501661129568103,0.0,0.02127659574468085,0.0
WF3,INWARD,2,0.4,2-3,0.5-1,1612,-0.030496983350906937,-0.030496983350906937,0.0,0.18672456575682383,0.0
WF3,INWARD,2,0.4,1-2,<0.25,381,-0.3716735098694438,-0.3558423753048,0.0158311345646438,0.06036745406824147,0.0
WF3,INWARD,2,0.4,2-3,1-2,1024,0.09901710418973252,0.09901710418973252,0.0,0.2529296875,0.0
WF3,INWARD,2,0.4,1-2,1-2,1794,-0.028494150616487347,-0.028494150616487347,0.0,0.3935340022296544,0.0
WF3,INWARD,2,0.4,0.5-1,1-2,817,0.015763848956361213,0.017980529477281137,0.002216680520919922,0.6242350061199511,0.0
WF3,INWARD,2,0.4,3-5,>=3,33,-0.26210781185889387,-0.26210781185889387,0.0,0.12121212121212122,0.0
WF3,INWARD,2,0.4,>=5,0.5-1,274,-0.6384038213913995,-0.6384038213913995,0.0,0.032846715328467155,0.0
WF3,INWARD,2,0.4,3-5,0.25-0.5,844,-0.6314407964465649,-0.6314407964465649,0.0,0.03672985781990521,0.0
WF3,INWARD,2,0.4,2-3,<0.25,567,-0.5111657169817964,-0.5111657169817964,0.0,0.04938271604938271,0.0
WF3,INWARD,2,0.4,0.5-1,2-3,168,0.14732337954831207,0.14732337954831207,0.0,0.7916666666666666,0.0
WF3,INWARD,2,0.4,>=5,0.25-0.5,163,-1.0,-1.0,0.0,0.0,0.0
WF3,INWARD,2,0.4,3-5,1-2,560,-0.2512634640814118,-0.2512634640814118,0.0,0.14642857142857144,0.0
WF3,INWARD,2,0.4,1-2,2-3,239,0.09561290259553183,0.09561290259553183,0.0,0.5355648535564853,0.0
WF3,INWARD,2,0.4,>=5,>=3,33,-0.3522425285303957,-0.3522425285303957,0.0,0.09090909090909091,0.0
WF3,INWARD,2,0.4,2-3,2-3,125,0.12908314890163863,0.12908314890163863,0.0,0.36,0.0
WF3,INWARD,2,0.4,>=5,2-3,78,-0.7698412698412699,-0.7698412698412699,0.0,0.05128205128205128,0.0
WF3,INWARD,2,0.4,0.5-1,0.5-1,836,-0.013565639254875002,0.00417564217253781,0.01774128142741281,0.4485645933014354,0.0
WF0,INWARD,2,0.4,>=5,>=3,24,-0.4892708333333333,-0.4892708333333333,0.0,0.08333333333333333,0.0
WF0,INWARD,2,0.4,<0.5,1-2,323,0.06935369037227934,0.07335903082621793,0.004005340453938584,0.826625386996904,0.0
WF0,INWARD,2,0.4,3-5,>=3,25,0.3266746703167676,0.3266746703167676,0.0,0.64,0.0
WF0,INWARD,2,0.4,2-3,>=3,21,0.3363219078579851,0.3363219078579851,0.0,0.5238095238095238,0.0
WF1,INWARD,2,0.4,>=5,0.5-1,223,-0.8391314944099588,-0.8391314944099588,0.0,0.013452914798206279,0.0
WF1,INWARD,2,0.4,>=5,2-3,20,-1.0,-1.0,0.0,0.0,0.0
WF1,INWARD,2,0.4,2-3,>=3,53,0.21707939593337,0.21707939593337,0.0,0.49056603773584906,0.0
WF2,INWARD,2,0.4,>=5,1-2,150,-0.70393994612324,-0.70393994612324,0.0,0.02666666666666667,0.0
WF2,INWARD,2,0.4,>=5,>=3,31,0.13328164307033483,0.13328164307033483,0.0,0.0967741935483871,0.0
WF2,INWARD,2,0.4,0.5-1,>=3,59,-0.01268347152461594,-0.01268347152461594,0.0,0.8305084745762712,0.0
WF3,INWARD,2,0.4,>=5,<0.25,79,-1.0,-1.0,0.0,0.0,0.0
WF3,INWARD,2,0.4,1-2,0.25-0.5,955,-0.1336763146339055,-0.12923187018946106,0.0044444444444444444,0.18219895287958116,0.0
WF3,INWARD,2,0.4,<0.5,2-3,91,0.010382001370842296,0.010382001370842296,0.0,0.7802197802197802,0.0
WF3,INWARD,2,0.4,1-2,0.5-1,2160,-0.07559837956944115,-0.0673824171281266,0.008215962441314555,0.2865740740740741,0.0
WF3,INWARD,2,0.4,0.5-1,0.25-0.5,260,-0.36796514915458567,-0.3064266876161241,0.06153846153846154,0.23846153846153847,0.0
WF3,INWARD,2,0.4,<0.5,1-2,326,-0.015447491919937262,-0.015447491919937262,0.0,0.7668711656441718,0.0
WF3,INWARD,2,0.4,<0.5,0.5-1,208,-0.09764094609438155,0.010532130828695366,0.10817307692307693,0.5865384615384616,0.0
WF0,INWARD,2,0.4,0.5-1,>=3,45,-0.02138035685144751,-0.02138035685144751,0.0,0.8,0.0
WF0,INWARD,2,0.4,<0.5,0.25-0.5,64,-0.5215209283977233,-0.5215209283977233,0.0,0.265625,0.0
WF2,INWARD,2,0.4,0.5-1,0.25-0.5,344,0.08303439557504698,0.11355765138900047,0.030523255813953487,0.34011627906976744,0.0
WF0,INWARD,2,0.4,1-2,2-3,206,0.1834000466171153,0.1834000466171153,0.0,0.558252427184466,0.0
WF0,INWARD,2,0.4,1-2,>=3,67,0.40026414736710975,0.40026414736710975,0.0,0.8059701492537313,0.0
WF1,INWARD,2,0.4,0.5-1,>=3,52,0.15176540575513095,0.15176540575513095,0.0,0.8461538461538461,0.0
WF1,INWARD,2,0.4,3-5,2-3,67,-0.13166666666666668,-0.13166666666666668,0.0,0.07462686567164178,0.0
WF1,INWARD,2,0.4,0.5-1,2-3,176,0.02288264281327918,0.02288264281327918,0.0,0.7102272727272727,0.0
WF1,INWARD,2,0.4,<0.5,0.5-1,272,0.06895027155176778,0.10203850684588543,0.03308823529411765,0.7352941176470589,0.0
WF1,INWARD,2,0.4,>=5,>=3,23,-0.023345228684596715,-0.023345228684596715,0.0,0.17391304347826086,0.0
WF2,INWARD,2,0.4,0.5-1,2-3,160,0.20611386878906504,0.20611386878906504,0.0,0.84375,0.0
WF2,INWARD,2,0.4,<0.5,0.5-1,271,0.013066883916341285,0.024136994617448292,0.01107011070110701,0.6457564575645757,0.0
WF3,INWARD,2,0.4,0.5-1,<0.25,144,-0.8001543209876544,-0.7445987654320988,0.05555555555555555,0.041666666666666664,0.0
WF3,INWARD,2,0.4,3-5,2-3,54,0.34225074403402406,0.34225074403402406,0.0,0.46296296296296297,0.0
WF3,INWARD,2,0.4,2-3,>=3,62,-0.16492918782505325,-0.16492918782505325,0.0,0.3548387096774194,0.0
WF0,INWARD,2,0.8,1-2,1-2,1705,-0.07105441808888996,-0.066849645672197,0.0042047724166929465,0.36480938416422287,0.0
