wf,action,h,scale,target_bin,risk_bin,n_available,E_R_lower,E_R_upper,ambiguity_gap_R,target_first_rate,gap_invalid_rate
WF0,INWARD,2,0.8,2-3,<0.25,144,0.18209255533199198,0.18209255533199198,0.0,0.06944444444444445,0.0
WF0,INWARD,2,0.8,2-3,0.5-1,1250,-0.397841994154834,-0.397841994154834,0.0,0.128,0.0
WF0,INWARD,2,0.8,3-5,0.25-0.5,297,-0.38426487620490224,-0.38426487620490224,0.0,0.05723905723905724,0.0
WF0,INWARD,2,0.8,0.5-1,2-3,159,-0.15162081274881034,-0.15162081274881034,0.0,0.5911949685534591,0.0
WF0,INWARD,2,0.8,<0.5,0.5-1,175,-0.17997002757246713,-0.17997002757246713,0.0,0.5828571428571429,0.0
WF0,INWARD,2,0.8,2-3,1-2,854,0.007531886363689692,0.007531886363689692,0.0,0.2423887587822014,0.0
WF0,INWARD,2,0.8,0.5-1,1-2,751,0.0405084790652187,0.04606403462077425,0.005555555555555556,0.6378162450066578,0.0
WF0,INWARD,2,0.8,3-5,0.5-1,830,-0.6486574244816438,-0.6486574244816438,0.0,0.03855421686746988,0.0
WF0,INWARD,2,0.8,0.5-1,0.5-1,570,0.014133220631418747,0.014133220631418747,0.0,0.512280701754386,0.0
WF0,INWARD,2,0.8,>=5,1-2,153,-0.6901436947946145,-0.6901436947946145,0.0,0.032679738562091505,0.0
WF0,INWARD,2,0.8,3-5,1-2,512,-0.32921085897918256,-0.32921085897918256,0.0,0.1171875,0.0
WF0,INWARD,2,0.8,>=5,<0.25,42,-1.0,-1.0,0.0,0.0,0.0
WF0,INWARD,2,0.8,1-2,0.5-1,1817,-0.09670723969296488,-0.08704329252901773,0.009663947163947164,0.2988442487616951,0.0
WF0,INWARD,2,0.8,>=5,0.5-1,138,-0.5636849132176235,-0.5636849132176235,0.0,0.036231884057971016,0.0
WF0,INWARD,2,0.8,2-3,2-3,98,-0.2035023452001529,-0.2035023452001529,0.0,0.30612244897959184,0.0
WF0,INWARD,2,0.8,3-5,<0.25,108,0.05154639175257732,0.05154639175257732,0.0,0.05555555555555555,0.0
WF0,INWARD,2,0.8,3-5,2-3,84,0.06392238861424418,0.06392238861424418,0.0,0.2619047619047619,0.0
WF0,INWARD,2,0.8,>=5,0.25-0.5,56,-0.5425,-0.5425,0.0,0.03571428571428571,0.0
WF0,INWARD,2,0.8,<0.5,2-3,77,-0.06997647509542694,-0.06997647509542694,0.0,0.8051948051948052,0.0
WF1,INWARD,2,0.8,1-2,1-2,1767,0.0468683873586159,0.05025468470862575,0.003386297350009841,0.41086587436332767,0.0
WF1,INWARD,2,0.8,3-5,0.25-0.5,296,-0.895552272039171,-0.895552272039171,0.0,0.013513513513513514,0.0
WF1,INWARD,2,0.8,3-5,0.5-1,762,-0.4530767795881639,-0.4530767795881639,0.0,0.06036745406824147,0.0
WF1,INWARD,2,0.8,1-2,0.5-1,1966,-0.0007210491710251299,0.003125104675128716,0.0038461538461538464,0.3209562563580875,0.0
WF1,INWARD,2,0.8,0.5-1,1-2,874,0.030912501921677774,0.044305359064534915,0.013392857142857142,0.631578947368421,0.0
WF1,INWARD,2,0.8,3-5,1-2,470,-0.6308789685763312,-0.6308789685763312,0.0,0.07021276595744681,0.0
WF1,INWARD,2,0.8,2-3,<0.25,176,-0.7743353783231084,-0.7743353783231084,0.0,0.022727272727272728,0.0
WF1,INWARD,2,0.8,1-2,2-3,335,-0.13352342006779047,-0.13352342006779047,0.0,0.43283582089552236,0.0
WF1,INWARD,2,0.8,2-3,1-2,978,0.05480013356874569,0.05480013356874569,0.0,0.24642126789366053,0.0
WF1,INWARD,2,0.8,0.5-1,0.25-0.5,116,0.20804010768794384,0.20804010768794384,0.0,0.4224137931034483,0.0
WF1,INWARD,2,0.8,2-3,0.5-1,1430,-0.3432504106558972,-0.3432504106558972,0.0,0.12517482517482517,0.0
WF1,INWARD,2,0.8,>=5,0.25-0.5,64,-0.947530864197531,-0.947530864197531,0.0,0.015625,0.0
WF1,INWARD,2,0.8,<0.5,1-2,440,0.020488377344364057,0.020488377344364057,0.0,0.7659090909090909,0.0
WF1,INWARD,2,0.8,1-2,0.25-0.5,612,0.19086579488678448,0.2060942212827236,0.015228426395939087,0.2434640522875817,0.0
WF1,INWARD,2,0.8,1-2,>=3,96,0.11817184529903114,0.11817184529903114,0.0,0.53125,0.0
WF1,INWARD,2,0.8,<0.5,2-3,99,0.073193848503648,0.073193848503648,0.0,0.9191919191919192,0.0
WF1,INWARD,2,0.8,2-3,2-3,116,0.21293758118639994,0.21293758118639994,0.0,0.39655172413793105,0.0
WF2,INWARD,2,0.8,>=5,0.25-0.5,58,-1.0,-1.0,0.0,0.0,0.0
WF2,INWARD,2,0.8,1-2,0.25-0.5,382,-0.08399649979115213,-0.02138627051425619,0.06261022927689594,0.2198952879581152,0.0
WF1,INWARD,2,0.8,>=5,1-2,155,-0.7899966502546479,-0.7899966502546479,0.0,0.025806451612903226,0.0
WF1,INWARD,2,0.8,2-3,0.25-0.5,507,0.3930008302396406,0.3930008302396406,0.0,0.16765285996055226,0.0
WF2,INWARD,2,0.8,2-3,2-3,134,0.011461513777381208,0.011461513777381208,0.0,0.40298507462686567,0.0
WF2,INWARD,2,0.8,2-3,0.25-0.5,415,-0.5086657277672668,-0.5086657277672668,0.0,0.06506024096385542,0.0
WF2,INWARD,2,0.8,3-5,2-3,159,-0.5336263474052353,-0.5336263474052353,0.0,0.1069182389937107,0.0
WF2,INWARD,2,0.8,1-2,0.5-1,1846,-0.05864317762040188,-0.05399231115760881,0.004650866462793068,0.30119176598049835,0.0
WF2,INWARD,2,0.8,1-2,1-2,1599,-0.07283306526621698,-0.06980496498638596,0.00302810027983103,0.3883677298311445,0.0
WF2,INWARD,2,0.8,2-3,0.5-1,1439,-0.21333703699494863,-0.21333703699494863,0.0,0.1723419041000695,0.0
WF2,INWARD,2,0.8,3-5,0.25-0.5,287,-0.3734311308231042,-0.3734311308231042,0.0,0.0627177700348432,0.0
WF2,INWARD,2,0.8,3-5,0.5-1,1081,-0.5390610433787737,-0.5390610433787737,0.0,0.06753006475485661,0.0
WF2,INWARD,2,0.8,1-2,2-3,284,0.192301686862667,0.192301686862667,0.0,0.49295774647887325,0.0
WF2,INWARD,2,0.8,3-5,<0.25,156,-0.8627450980392157,-0.8627450980392157,0.0,0.00641025641025641,0.0
WF2,INWARD,2,0.8,<0.5,2-3,73,0.09404224752424702,0.09404224752424702,0.0,0.9315068493150684,0.0
WF2,INWARD,2,0.8,1-2,>=3,84,0.25398506144448496,0.25398506144448496,0.0,0.6785714285714286,0.0
WF2,INWARD,2,0.8,3-5,1-2,589,0.19672105759895314,0.19672105759895314,0.0,0.16298811544991512,0.0
WF2,INWARD,2,0.8,>=5,0.5-1,196,-0.6938954997259098,-0.6938954997259098,0.0,0.025510204081632654,0.0
WF2,INWARD,2,0.8,>=5,2-3,53,-0.6892230576441103,-0.6892230576441103,0.0,0.03773584905660377,0.0
WF2,INWARD,2,0.8,2-3,1-2,1021,-0.11455719493741975,-0.11108810388837805,0.0034690910490417204,0.21351616062683643,0.0
WF2,INWARD,2,0.8,0.5-1,1-2,886,0.0889940336497115,0.10489441679147395,0.015900383141762453,0.6794582392776524,0.0
WF2,INWARD,2,0.8,0.5-1,0.5-1,653,0.12511165855589168,0.12716610128830053,0.002054442732408834,0.5436447166921899,0.0
WF3,INWARD,2,0.8,>=5,1-2,159,-0.6743998798700834,-0.6743998798700834,0.0,0.0440251572327044,0.0
WF3,INWARD,2,0.8,2-3,0.25-0.5,374,-0.21940161382777365,-0.21940161382777365,0.0,0.11764705882352941,0.0
WF3,INWARD,2,0.8,3-5,0.5-1,1045,-0.48095318341467197,-0.48095318341467197,0.0,0.07368421052631578,0.0
WF3,INWARD,2,0.8,2-3,0.5-1,1317,-0.17078124302012077,-0.17078124302012077,0.0,0.16932422171602127,0.0
WF3,INWARD,2,0.8,2-3,1-2,1024,0.09901710418973252,0.09901710418973252,0.0,0.2529296875,0.0
WF3,INWARD,2,0.8,1-2,1-2,1794,-0.028494150616487347,-0.028494150616487347,0.0,0.3935340022296544,0.0
WF3,INWARD,2,0.8,0.5-1,1-2,817,0.015763848956361213,0.017980529477281137,0.002216680520919922,0.6242350061199511,0.0
WF3,INWARD,2,0.8,3-5,<0.25,147,-0.5293471956778062,-0.5293471956778062,0.0,0.02040816326530612,0.0
WF3,INWARD,2,0.8,3-5,>=3,33,-0.26210781185889387,-0.26210781185889387,0.0,0.12121212121212122,0.0
WF3,INWARD,2,0.8,0.5-1,2-3,168,0.14732337954831207,0.14732337954831207,0.0,0.7916666666666666,0.0
WF3,INWARD,2,0.8,3-5,0.25-0.5,306,-0.5337182852757896,-0.5337182852757896,0.0,0.0457516339869281,0.0
WF3,INWARD,2,0.8,>=5,0.25-0.5,84,-1.0,-1.0,0.0,0.0,0.0
WF3,INWARD,2,0.8,3-5,1-2,560,-0.2512634640814118,-0.2512634640814118,0.0,0.14642857142857144,0.0
WF3,INWARD,2,0.8,1-2,2-3,239,0.09561290259553183,0.09561290259553183,0.0,0.5355648535564853,0.0
WF3,INWARD,2,0.8,>=5,>=3,33,-0.3522425285303957,-0.3522425285303957,0.0,0.09090909090909091,0.0
WF3,INWARD,2,0.8,2-3,2-3,125,0.12908314890163863,0.12908314890163863,0.0,0.36,0.0
WF3,INWARD,2,0.8,>=5,0.5-1,244,-0.5842610780703257,-0.5842610780703257,0.0,0.036885245901639344,0.0
WF3,INWARD,2,0.8,2-3,<0.25,137,-0.29064542483660133,-0.29064542483660133,0.0,0.058394160583941604,0.0
WF3,INWARD,2,0.8,1-2,<0.25,119,0.3834541078435687,0.3834541078435687,0.0,0.13445378151260504,0.0
WF3,INWARD,2,0.8,>=5,2-3,78,-0.7698412698412699,-0.7698412698412699,0.0,0.05128205128205128,0.0
WF0,INWARD,2,0.8,>=5,>=3,24,-0.4892708333333333,-0.4892708333333333,0.0,0.08333333333333333,0.0
WF0,INWARD,2,0.8,1-2,0.25-0.5,370,-0.18272364292811696,-0.1641299178126527,0.018593725115464248,0.17297297297297298,0.0
WF0,INWARD,2,0.8,<0.5,1-2,323,0.06935369037227934,0.07335903082621793,0.004005340453938584,0.826625386996904,0.0
WF0,INWARD,2,0.8,0.5-1,0.25-0.5,63,-0.01987906273620559,0.12297808012093726,0.14285714285714285,0.3492063492063492,0.0
WF0,INWARD,2,0.8,3-5,>=3,25,0.3266746703167676,0.3266746703167676,0.0,0.64,0.0
WF0,INWARD,2,0.8,2-3,>=3,21,0.3363219078579851,0.3363219078579851,0.0,0.5238095238095238,0.0
WF0,INWARD,2,0.8,2-3,0.25-0.5,366,-0.5799365645373986,-0.5799365645373986,0.0,0.060109289617486336,0.0
WF1,INWARD,2,0.8,0.5-1,0.5-1,755,0.1032268061446779,0.14619378523624244,0.04296697909156452,0.5152317880794702,0.0
WF1,INWARD,2,0.8,>=5,0.5-1,200,-0.8238106843537645,-0.8238106843537645,0.0,0.015,0.0
WF1,INWARD,2,0.8,>=5,2-3,20,-1.0,-1.0,0.0,0.0,0.0
WF1,INWARD,2,0.8,2-3,>=3,53,0.21707939593337,0.21707939593337,0.0,0.49056603773584906,0.0
WF2,INWARD,2,0.8,>=5,1-2,150,-0.70393994612324,-0.70393994612324,0.0,0.02666666666666667,0.0
WF2,INWARD,2,0.8,>=5,>=3,31,0.13328164307033483,0.13328164307033483,0.0,0.0967741935483871,0.0
WF2,INWARD,2,0.8,0.5-1,>=3,59,-0.01268347152461594,-0.01268347152461594,0.0,0.8305084745762712,0.0
WF3,INWARD,2,0.8,>=5,<0.25,37,-1.0,-1.0,0.0,0.0,0.0
WF3,INWARD,2,0.8,<0.5,2-3,91,0.010382001370842296,0.010382001370842296,0.0,0.7802197802197802,0.0
WF3,INWARD,2,0.8,1-2,0.5-1,1769,-0.07341886553364663,-0.06336139426927882,0.010057471264367818,0.2979084228377614,0.0
WF3,INWARD,2,0.8,0.5-1,0.25-0.5,41,0.01669280680109693,0.01669280680109693,0.0,0.36585365853658536,0.0
WF3,INWARD,2,0.8,<0.5,1-2,326,-0.015447491919937262,-0.015447491919937262,0.0,0.7668711656441718,0.0
WF3,INWARD,2,0.8,<0.5,0.5-1,128,0.20327222090411862,0.20327222090411862,0.0,0.7890625,0.0
WF3,INWARD,2,0.8,0.5-1,0.5-1,654,0.052495984548048664,0.06978667617571377,0.017290691627665104,0.4847094801223242,0.0
WF2,INWARD,2,0.8,>=5,<0.25,63,-1.0,-1.0,0.0,0.0,0.0
WF0,INWARD,2,0.8,0.5-1,>=3,45,-0.02138035685144751,-0.02138035685144751,0.0,0.8,0.0
WF2,INWARD,2,0.8,0.5-1,0.25-0.5,99,0.018317569640920857,0.12437817570152693,0.10606060606060606,0.2828282828282828,0.0
WF0,INWARD,2,0.8,1-2,2-3,206,0.1834000466171153,0.1834000466171153,0.0,0.558252427184466,0.0
WF0,INWARD,2,0.8,1-2,<0.25,157,-0.7159060684538392,-0.7159060684538392,0.0,0.03184713375796178,0.0
WF0,INWARD,2,0.8,1-2,>=3,67,0.40026414736710975,0.40026414736710975,0.0,0.8059701492537313,0.0
WF1,INWARD,2,0.8,3-5,<0.25,159,-0.9836477987421384,-0.9836477987421384,0.0,0.006289308176100629,0.0
WF1,INWARD,2,0.8,0.5-1,>=3,52,0.15176540575513095,0.15176540575513095,0.0,0.8461538461538461,0.0
WF1,INWARD,2,0.8,3-5,2-3,67,-0.13166666666666668,-0.13166666666666668,0.0,0.07462686567164178,0.0
WF1,INWARD,2,0.8,0.5-1,2-3,176,0.02288264281327918,0.02288264281327918,0.0,0.7102272727272727,0.0
WF1,INWARD,2,0.8,1-2,<0.25,201,-0.08440452872969839,-0.08440452872969839,0.0,0.10945273631840796,0.0
WF1,INWARD,2,0.8,>=5,<0.25,35,-1.0,-1.0,0.0,0.0,0.0
WF1,INWARD,2,0.8,<0.5,0.5-1,221,0.0928019717956685,0.13352595369612097,0.04072398190045249,0.7737556561085973,0.0
WF1,INWARD,2,0.8,>=5,>=3,23,-0.023345228684596715,-0.023345228684596715,0.0,0.17391304347826086,0.0
WF2,INWARD,2,0.8,1-2,<0.25,158,0.47573839662447254,0.47573839662447254,0.0,0.0759493670886076,0.0
WF2,INWARD,2,0.8,2-3,<0.25,137,-0.4713218539990193,-0.4713218539990193,0.0,0.029197080291970802,0.0
WF2,INWARD,2,0.8,0.5-1,2-3,160,0.20611386878906504,0.20611386878906504,0.0,0.84375,0.0
WF2,INWARD,2,0.8,<0.5,0.5-1,199,0.03267608996354193,0.03267608996354193,0.0,0.6633165829145728,0.0
WF3,INWARD,2,0.8,1-2,0.25-0.5,397,-0.15984681226154956,-0.14926480167953898,0.010582010582010581,0.181360201511335,0.0
WF3,INWARD,2,0.8,3-5,2-3,54,0.34225074403402406,0.34225074403402406,0.0,0.46296296296296297,0.0
WF3,INWARD,2,0.8,2-3,>=3,62,-0.16492918782505325,-0.16492918782505325,0.0,0.3548387096774194,0.0
WF0,INWARD,2,1.2,1-2,1-2,1550,-0.017513541921109953,-0.012787085581750386,0.004726456339359565,0.38,0.0
WF0,INWARD,2,1.2,2-3,0.5-1,308,-0.18325282079979732,-0.18325282079979732,0.0,0.2012987012987013,0.0
WF0,INWARD,2,1.2,0.5-1,2-3,159,-0.15162081274881034,-0.15162081274881034,0.0,0.5911949685534591,0.0
WF0,INWARD,2,1.2,2-3,1-2,769,0.03202996201344248,0.03202996201344248,0.0,0.25487646293888166,0.0
WF0,INWARD,2,1.2,0.5-1,1-2,690,0.05096934727174846,0.05702995333235452,0.006060606060606061,0.6492753623188405,0.0
WF0,INWARD,2,1.2,3-5,0.5-1,277,-0.7205537101089662,-0.7205537101089662,0.0,0.036101083032490974,0.0
WF0,INWARD,2,1.2,>=5,1-2,147,-0.6871353811518437,-0.6871353811518437,0.0,0.034013605442176874,0.0
WF0,INWARD,2,1.2,3-5,1-2,450,-0.29511618039260074,-0.29511618039260074,0.0,0.12444444444444444,0.0
WF0,INWARD,2,1.2,1-2,0.5-1,583,-0.12315402695955927,-0.12315402695955927,0.0,0.2915951972555746,0.0
WF0,INWARD,2,1.2,2-3,2-3,98,-0.2035023452001529,-0.2035023452001529,0.0,0.30612244897959184,0.0
WF0,INWARD,2,1.2,3-5,<0.25,32,-1.0,-1.0,0.0,0.0,0.0
WF0,INWARD,2,1.2,3-5,2-3,84,0.06392238861424418,0.06392238861424418,0.0,0.2619047619047619,0.0
WF0,INWARD,2,1.2,<0.5,2-3,77,-0.06997647509542694,-0.06997647509542694,0.0,0.8051948051948052,0.0
WF1,INWARD,2,1.2,1-2,1-2,1648,0.03268522369829274,0.03424267858908097,0.0015574548907882242,0.41201456310679613,0.0
WF1,INWARD,2,1.2,0.5-1,1-2,798,0.028350624113300846,0.03511754140653393,0.0067669172932330835,0.6378446115288221,0.0
WF1,INWARD,2,1.2,3-5,1-2,423,-0.5854274982890884,-0.5854274982890884,0.0,0.07801418439716312,0.0
WF1,INWARD,2,1.2,1-2,0.5-1,587,-0.22024548823964143,-0.20772312688007077,0.012522361359570662,0.2657580919931857,0.0
WF1,INWARD,2,1.2,2-3,<0.25,45,-1.0,-1.0,0.0,0.0,0.0
WF1,INWARD,2,1.2,1-2,2-3,335,-0.13352342006779047,-0.13352342006779047,0.0,0.43283582089552236,0.0
WF1,INWARD,2,1.2,2-3,1-2,858,-0.009023310970314148,-0.009023310970314148,0.0,0.2365967365967366,0.0
WF1,INWARD,2,1.2,3-5,0.5-1,250,-0.533876706205385,-0.533876706205385,0.0,0.056,0.0
WF1,INWARD,2,1.2,<0.5,1-2,356,0.01511779884498288,0.01511779884498288,0.0,0.797752808988764,0.0
WF1,INWARD,2,1.2,1-2,>=3,96,0.11817184529903114,0.11817184529903114,0.0,0.53125,0.0
WF1,INWARD,2,1.2,<0.5,2-3,99,0.073193848503648,0.073193848503648,0.0,0.9191919191919192,0.0
WF1,INWARD,2,1.2,3-5,0.25-0.5,45,-0.8713968957871396,-0.8713968957871396,0.0,0.044444444444444446,0.0
WF1,INWARD,2,1.2,2-3,2-3,116,0.21293758118639994,0.21293758118639994,0.0,0.39655172413793105,0.0
WF1,INWARD,2,1.2,>=5,1-2,140,-0.7676558683668445,-0.7676558683668445,0.0,0.02857142857142857,0.0
WF2,INWARD,2,1.2,2-3,2-3,134,0.011461513777381208,0.011461513777381208,0.0,0.40298507462686567,0.0
WF2,INWARD,2,1.2,3-5,2-3,159,-0.5336263474052353,-0.5336263474052353,0.0,0.1069182389937107,0.0
WF2,INWARD,2,1.2,1-2,0.5-1,560,-0.13650236824069342,-0.13201714907657514,0.004485219164118247,0.2982142857142857,0.0
WF2,INWARD,2,1.2,1-2,1-2,1429,-0.06164613170246002,-0.05822037714444563,0.003425754558014387,0.3925822253324003,0.0
WF2,INWARD,2,1.2,2-3,0.5-1,481,-0.19580609065374882,-0.19580609065374882,0.0,0.2079002079002079,0.0
WF2,INWARD,2,1.2,3-5,0.25-0.5,80,-0.8274582560296847,-0.8274582560296847,0.0,0.025,0.0
WF2,INWARD,2,1.2,3-5,0.5-1,361,-0.5836410388727223,-0.5836410388727223,0.0,0.06925207756232687,0.0
WF2,INWARD,2,1.2,1-2,2-3,284,0.192301686862667,0.192301686862667,0.0,0.49295774647887325,0.0
WF2,INWARD,2,1.2,3-5,<0.25,47,-1.0,-1.0,0.0,0.0,0.0
WF2,INWARD,2,1.2,<0.5,2-3,73,0.09404224752424702,0.09404224752424702,0.0,0.9315068493150684,0.0
WF2,INWARD,2,1.2,1-2,>=3,84,0.25398506144448496,0.25398506144448496,0.0,0.6785714285714286,0.0
WF2,INWARD,2,1.2,3-5,1-2,533,0.2619737113473536,0.2619737113473536,0.0,0.17636022514071295,0.0
WF2,INWARD,2,1.2,>=5,2-3,53,-0.6892230576441103,-0.6892230576441103,0.0,0.03773584905660377,0.0
WF2,INWARD,2,1.2,0.5-1,1-2,799,0.09514306890396322,0.11281016128369928,0.017667092379736057,0.688360450563204,0.0
WF2,INWARD,2,1.2,2-3,1-2,917,-0.10676892582485684,-0.1030646421623208,0.0037042836625360742,0.2268266085059978,0.0
WF3,INWARD,2,1.2,>=5,1-2,151,-0.6504082920710369,-0.6504082920710369,0.0,0.046357615894039736,0.0
WF3,INWARD,2,1.2,2-3,1-2,904,-0.006871672947384684,-0.006871672947384684,0.0,0.23119469026548672,0.0
WF3,INWARD,2,1.2,1-2,1-2,1655,-0.02935342371973557,-0.02935342371973557,0.0,0.3957703927492447,0.0
WF3,INWARD,2,1.2,0.5-1,1-2,733,0.046510913833318124,0.04897662503689341,0.002465711203575281,0.6480218281036835,0.0
WF3,INWARD,2,1.2,3-5,0.5-1,360,-0.5465022494984758,-0.5465022494984758,0.0,0.06944444444444445,0.0
WF3,INWARD,2,1.2,3-5,<0.25,27,-1.0,-1.0,0.0,0.0,0.0
WF3,INWARD,2,1.2,3-5,>=3,33,-0.26210781185889387,-0.26210781185889387,0.0,0.12121212121212122,0.0
WF3,INWARD,2,1.2,0.5-1,2-3,168,0.14732337954831207,0.14732337954831207,0.0,0.7916666666666666,0.0
WF3,INWARD,2,1.2,1-2,2-3,239,0.09561290259553183,0.09561290259553183,0.0,0.5355648535564853,0.0
WF3,INWARD,2,1.2,3-5,1-2,484,-0.15863402092191534,-0.15863402092191534,0.0,0.16735537190082644,0.0
WF3,INWARD,2,1.2,>=5,>=3,33,-0.3522425285303957,-0.3522425285303957,0.0,0.09090909090909091,0.0
WF3,INWARD,2,1.2,2-3,2-3,125,0.12908314890163863,0.12908314890163863,0.0,0.36,0.0
WF3,INWARD,2,1.2,3-5,0.25-0.5,86,-0.9126213758991145,-0.9126213758991145,0.0,0.023255813953488372,0.0
WF3,INWARD,2,1.2,>=5,0.5-1,89,0.43968848890461304,0.43968848890461304,0.0,0.10112359550561797,0.0
WF3,INWARD,2,1.2,>=5,2-3,78,-0.7698412698412699,-0.7698412698412699,0.0,0.05128205128205128,0.0
WF3,INWARD,2,1.2,2-3,0.25-0.5,69,-0.37414965986394555,-0.37414965986394555,0.0,0.07246376811594203,0.0
WF0,INWARD,2,1.2,>=5,>=3,24,-0.4892708333333333,-0.4892708333333333,0.0,0.08333333333333333,0.0
WF0,INWARD,2,1.2,<0.5,1-2,267,0.07359006860927197,0.07359006860927197,0.0,0.8314606741573034,0.0
WF0,INWARD,2,1.2,3-5,>=3,25,0.3266746703167676,0.3266746703167676,0.0,0.64,0.0
WF0,INWARD,2,1.2,2-3,>=3,21,0.3363219078579851,0.3363219078579851,0.0,0.5238095238095238,0.0
WF0,INWARD,2,1.2,2-3,0.25-0.5,50,-0.5096418732782368,-0.5096418732782368,0.0,0.08,0.0
WF1,INWARD,2,1.2,>=5,0.5-1,91,-0.8184684684684684,-0.8184684684684684,0.0,0.02197802197802198,0.0
WF1,INWARD,2,1.2,2-3,0.5-1,456,-0.23422326528619933,-0.23422326528619933,0.0,0.12719298245614036,0.0
WF1,INWARD,2,1.2,>=5,2-3,20,-1.0,-1.0,0.0,0.0,0.0
WF1,INWARD,2,1.2,0.5-1,0.5-1,191,-0.06100525612016407,-0.048527537760092776,0.0124777183600713,0.47643979057591623,0.0
WF1,INWARD,2,1.2,2-3,>=3,53,0.21707939593337,0.21707939593337,0.0,0.49056603773584906,0.0
WF2,INWARD,2,1.2,>=5,1-2,146,-0.6966298213361595,-0.6966298213361595,0.0,0.0273972602739726,0.0
WF2,INWARD,2,1.2,>=5,0.25-0.5,14,-1.0,-1.0,0.0,0.0,0.0
WF2,INWARD,2,1.2,>=5,0.5-1,81,-0.49134359694868873,-0.49134359694868873,0.0,0.04938271604938271,0.0
WF2,INWARD,2,1.2,>=5,>=3,31,0.13328164307033483,0.13328164307033483,0.0,0.0967741935483871,0.0
WF2,INWARD,2,1.2,0.5-1,>=3,59,-0.01268347152461594,-0.01268347152461594,0.0,0.8305084745762712,0.0
WF3,INWARD,2,1.2,2-3,0.5-1,438,-0.11939470873129353,-0.11939470873129353,0.0,0.21232876712328766,0.0
WF3,INWARD,2,1.2,<0.5,2-3,91,0.010382001370842296,0.010382001370842296,0.0,0.7802197802197802,0.0
WF3,INWARD,2,1.2,0.5-1,0.25-0.5,1,2.017543859649123,2.017543859649123,0.0,1.0,0.0
WF3,INWARD,2,1.2,1-2,0.5-1,604,-0.09765879307676252,-0.0747098544651733,0.022948938611589215,0.32781456953642385,0.0
WF3,INWARD,2,1.2,<0.5,1-2,300,-0.018530747009137868,-0.018530747009137868,0.0,0.7666666666666667,0.0
WF3,INWARD,2,1.2,>=5,0.25-0.5,30,-1.0,-1.0,0.0,0.0,0.0
WF0,INWARD,2,1.2,>=5,0.5-1,48,0.09387755102040814,0.09387755102040814,0.0,0.08333333333333333,0.0
WF0,INWARD,2,1.2,0.5-1,>=3,45,-0.02138035685144751,-0.02138035685144751,0.0,0.8,0.0
WF0,INWARD,2,1.2,0.5-1,0.5-1,137,0.19627521300284684,0.19627521300284684,0.0,0.656934306569343,0.0
WF2,INWARD,2,1.2,2-3,0.25-0.5,67,-0.7761273209549072,-0.7761273209549072,0.0,0.029850746268656716,0.0
WF3,INWARD,2,1.2,2-3,<0.25,18,0.3472222222222222,0.3472222222222222,0.0,0.1111111111111111,0.0
WF0,INWARD,2,1.2,2-3,<0.25,24,-1.0,-1.0,0.0,0.0,0.0
WF0,INWARD,2,1.2,1-2,2-3,206,0.1834000466171153,0.1834000466171153,0.0,0.558252427184466,0.0
WF0,INWARD,2,1.2,>=5,<0.25,3,-1.0,-1.0,0.0,0.0,0.0
WF0,INWARD,2,1.2,3-5,0.25-0.5,57,-0.14361556457986124,-0.14361556457986124,0.0,0.08771929824561403,0.0
WF0,INWARD,2,1.2,1-2,0.25-0.5,72,0.5537313432835821,0.618407960199005,0.0646766169154229,0.3194444444444444,0.0
WF0,INWARD,2,1.2,1-2,<0.25,13,-0.49230769230769234,-0.49230769230769234,0.0,0.07692307692307693,0.0
WF0,INWARD,2,1.2,>=5,0.25-0.5,15,0.525,0.525,0.0,0.13333333333333333,0.0
WF0,INWARD,2,1.2,1-2,>=3,67,0.40026414736710975,0.40026414736710975,0.0,0.8059701492537313,0.0
WF1,INWARD,2,1.2,2-3,0.25-0.5,89,0.08124768808575973,0.08124768808575973,0.0,0.14606741573033707,0.0
WF1,INWARD,2,1.2,3-5,<0.25,27,-1.0,-1.0,0.0,0.0,0.0
WF1,INWARD,2,1.2,0.5-1,>=3,52,0.15176540575513095,0.15176540575513095,0.0,0.8461538461538461,0.0
WF1,INWARD,2,1.2,3-5,2-3,67,-0.13166666666666668,-0.13166666666666668,0.0,0.07462686567164178,0.0
WF1,INWARD,2,1.2,0.5-1,2-3,176,0.02288264281327918,0.02288264281327918,0.0,0.7102272727272727,0.0
WF1,INWARD,2,1.2,1-2,0.25-0.5,101,-0.09318996415770608,-0.09318996415770608,0.0,0.18811881188118812,0.0
WF1,INWARD,2,1.2,>=5,>=3,23,-0.023345228684596715,-0.023345228684596715,0.0,0.17391304347826086,0.0
WF2,INWARD,2,1.2,0.5-1,2-3,160,0.20611386878906504,0.20611386878906504,0.0,0.84375,0.0
WF2,INWARD,2,1.2,0.5-1,0.5-1,129,0.15699854427305537,0.15699854427305537,0.0,0.5503875968992248,0.0
WF3,INWARD,2,1.2,1-2,0.25-0.5,67,-0.11586998048861281,-0.052377916996549305,0.06349206349206349,0.19402985074626866,0.0
WF3,INWARD,2,1.2,>=5,<0.25,5,-1.0,-1.0,0.0,0.0,0.0
WF3,INWARD,2,1.2,3-5,2-3,54,0.34225074403402406,0.34225074403402406,0.0,0.46296296296296297,0.0
WF3,INWARD,2,1.2,0.5-1,0.5-1,147,0.38769206778914034,0.38769206778914034,0.0,0.6530612244897959,0.0
