instrument,block,fold,train_rows_B0,test_rows_B0,train_up_rate_B0,auc_B0,brier_skill_B0,logloss_skill_B0,return_spread_B0,train_rows_B1,test_rows_B1,train_up_rate_B1,auc_B1,brier_skill_B1,logloss_skill_B1,return_spread_B1,delta_auc,delta_brier_skill,delta_logloss_skill,delta_return_spread,train_rows_B2,test_rows_B2,train_up_rate_B2,auc_B2,brier_skill_B2,logloss_skill_B2,return_spread_B2,train_rows_B3,test_rows_B3,train_up_rate_B3,auc_B3,brier_skill_B3,logloss_skill_B3,return_spread_B3
CU,B2,5,10072,1259,0.477065131056394,0.5344241037376048,0.004461365088284319,0.003257292829126013,2.3333838724020952e-05,,,,,,,,3.941011950170381e-05,0.0008716457290811608,0.0006411270228281474,8.316886289551261e-05,10072.0,1259.0,0.477065131056394,0.5344635138571066,0.00533301081736548,0.00389841985195416,0.00010650270161953357,,,,,,,
CU,B2,6,11331,1259,0.4747153825787662,0.5515851815670172,0.006934970615383396,0.0050542715556496365,9.503128785578975e-05,,,,,,,,0.013404464253914061,0.0032472831968264337,0.0023472510604279906,3.1060349592009466e-06,11331.0,1259.0,0.4747153825787662,0.5649896458209313,0.01018225381220983,0.007401522616077627,9.81373228149907e-05,,,,,,,
CU,B3,0,3777,1259,0.4583002382843527,0.5448911438741253,0.004702419891961962,0.0032498816929789065,4.090064665718439e-05,,,,,,,,-0.0052026453100351144,-0.0040253246217391014,-0.0029711292575151926,0.00013445307282081373,,,,,,,,3777.0,1259.0,0.4583002382843527,0.5396884985640902,0.0006770952702228605,0.00027875243546371387,0.00017535371947799812
CU,B3,1,5036,1259,0.46326449563145355,0.5102105539803597,0.005931124622579054,0.004313662353084724,8.122515109684362e-05,,,,,,,,-0.0037071854199202114,-0.005493142950431906,-0.004035958323187261,-0.0001326806519326539,,,,,,,,5036.0,1259.0,0.46326449563145355,0.5065033685604395,0.00043798167214714745,0.0002777040298974631,-5.1455500835810285e-05
CU,B3,2,6295,1259,0.4743447180301827,0.5141561693731977,-0.002968400957144901,-0.0021228858050603705,3.0633409490219e-05,,,,,,,,0.0008524308190418495,0.00025668173766568714,0.00017262735513901006,6.942526699194393e-05,,,,,,,,6295.0,1259.0,0.4743447180301827,0.5150086001922396,-0.002711719219479214,-0.0019502584499213604,0.00010005867648216293
CU,B3,3,7554,1259,0.4745830023828435,0.512787704383272,-0.0016460292689541856,-0.001228090449804542,-4.092248781821936e-05,,,,,,,,0.017655477952146614,0.004222599715794639,0.003077277191824934,0.00012292270624339154,,,,,,,,7554.0,1259.0,0.4745830023828435,0.5304431823354187,0.0025765704468404538,0.0018491867420203922,8.20002184251722e-05
CU,B3,4,8813,1259,0.4749801429706116,0.5428853076453156,0.00625633447553986,0.004551505987903215,0.00014453322162903394,,,,,,,,-0.0029257480978851502,-0.0023420857783392757,-0.0017309632639762595,-3.380424511552986e-05,,,,,,,,8813.0,1259.0,0.4749801429706116,0.5399595595474305,0.003914248697200584,0.0028205427239269554,0.00011072897651350408
CU,B3,5,10072,1259,0.477065131056394,0.5344241037376048,0.004461365088284319,0.003257292829126013,2.3333838724020952e-05,,,,,,,,0.00011187388761768613,0.00044370460692444436,0.00030627320924592194,7.005547713707398e-05,,,,,,,,10072.0,1259.0,0.477065131056394,0.5345359776252225,0.004905069695208764,0.0035635660383719348,9.338931586109494e-05
CU,B3,6,11331,1259,0.4747153825787662,0.5515851815670172,0.006934970615383396,0.0050542715556496365,9.503128785578975e-05,,,,,,,,0.008662402881870812,0.00293437929239182,0.0021321621667654833,2.2947401202852023e-05,,,,,,,,11331.0,1259.0,0.4747153825787662,0.560247584448888,0.009869349907775216,0.00718643372241512,0.00011797868905864177
AL,B1,0,3777,1259,0.35689700820757214,0.5191483440746116,0.0010431086220172858,-0.00012282402333196885,6.093983404262887e-05,3777.0,1259.0,0.35689700820757214,0.521771244583847,0.002267996534735417,0.0010299111213010193,3.3598840017075944e-05,0.002622900509235415,0.0012248879127181311,0.001152735144632988,-2.734099402555293e-05,,,,,,,,,,,,,,
AL,B1,1,5036,1259,0.3709293089753773,0.5332589048647391,0.032818646498141923,0.024651125178216327,-7.348275807155389e-06,5036.0,1259.0,0.3709293089753773,0.5246258768314207,0.03007711363972887,0.022560016739788358,-0.00014296764978943493,-0.008633028033318446,-0.002741532858413054,-0.002091108438427969,-0.00013561937398227954,,,,,,,,,,,,,,
AL,B1,2,6295,1259,0.39221604447974584,0.5118544004875323,0.011769235493366614,0.008702581137334908,-0.00010552625878902677,6295.0,1259.0,0.39221604447974584,0.5193603676806663,0.013392123218922136,0.009942270356645633,-6.632132753640773e-06,0.007505967193134011,0.0016228877255555219,0.0012396892193107245,9.889412603538599e-05,,,,,,,,,,,,,,
AL,B1,3,7554,1259,0.4036272173682817,0.5645590615960299,0.01024563819252955,0.007766598460279273,2.984327923066358e-05,7554.0,1259.0,0.4036272173682817,0.5626310342082217,0.00965920550638144,0.00728792573355197,6.653294235457718e-05,-0.0019280273878081733,-0.0005864326861481084,-0.00047867272672730277,3.6689663123913596e-05,,,,,,,,,,,,,,
AL,B1,4,8813,1259,0.4015658686031998,0.5416980421686747,0.004436888191126198,0.0031745495926344125,-2.9459649302491665e-06,8813.0,1259.0,0.4015658686031998,0.544268218708166,0.005868000682919816,0.004281551464186073,1.1624151705586567e-05,0.00257017653949132,0.001431112491793618,0.0011070018715516605,1.4570116635835733e-05,,,,,,,,,,,,,,
AL,B1,5,10072,1259,0.4023034154090548,0.514252752823375,-0.0028035093041971493,-0.002016855754068292,-2.274987815606554e-05,10072.0,1259.0,0.4023034154090548,0.5149256071366979,-0.002870444306877218,-0.0021754434946912315,-8.735749184167539e-05,0.0006728543133228682,-6.693500268006858e-05,-0.00015858774062293968,-6.460761368560984e-05,,,,,,,,,,,,,,
AL,B1,6,11331,1259,0.4028770629247198,0.5292434913981126,-0.0007592462623424723,-0.0006030627117812326,5.747599021426503e-05,11331.0,1259.0,0.4028770629247198,0.5266581374812482,0.00010742419453124707,8.611855685813907e-05,8.735970732440037e-05,-0.002585353916864319,0.0008666704568737194,0.0006891812686393717,2.9883717110135343e-05,,,,,,,,,,,,,,
AL,B2,0,3777,1259,0.35689700820757214,0.5191483440746116,0.0010431086220172858,-0.00012282402333196885,6.093983404262887e-05,,,,,,,,0.0022093743010366262,4.7590261249230714e-05,0.00021027377416749093,6.501646076803758e-05,3777.0,1259.0,0.35689700820757214,0.5213577183756483,0.0010906988832665165,8.744975083552209e-05,0.00012595629481066645,,,,,,,
AL,B2,1,5036,1259,0.3709293089753773,0.5332589048647391,0.032818646498141923,0.024651125178216327,-7.348275807155389e-06,,,,,,,,-0.0064810928088444575,-0.0063353354980046905,-0.004674846757374951,-0.00010664641606660658,5036.0,1259.0,0.3709293089753773,0.5267778120558947,0.026483311000137233,0.019976278420841376,-0.00011399469187376197,,,,,,,
AL,B2,2,6295,1259,0.39221604447974584,0.5118544004875323,0.011769235493366614,0.008702581137334908,-0.00010552625878902677,,,,,,,,0.012329236707125268,0.0024320559793218344,0.0017768700981649621,0.00015108359638145902,6295.0,1259.0,0.39221604447974584,0.5241836371946575,0.014201291472688449,0.01047945123549987,4.5557337592432265e-05,,,,,,,
AL,B2,3,7554,1259,0.4036272173682817,0.5645590615960299,0.01024563819252955,0.007766598460279273,2.984327923066358e-05,,,,,,,,-0.0008824075794167108,-0.0013690792123851603,-0.0011885322914964025,-2.256034595070675e-05,7554.0,1259.0,0.4036272173682817,0.5636766540166132,0.008876558980144389,0.00657806616878287,7.282933279956832e-06,,,,,,,
AL,B2,4,8813,1259,0.4015658686031998,0.5416980421686747,0.004436888191126198,0.0031745495926344125,-2.9459649302491665e-06,,,,,,,,0.0057364876171353,-0.0002226949201684647,-0.00014209021501521146,3.205492097318173e-05,8813.0,1259.0,0.4015658686031998,0.54743452978581,0.0042141932709577334,0.003032459377619201,2.9108956042932565e-05,,,,,,,
AL,B2,5,10072,1259,0.4023034154090548,0.514252752823375,-0.0028035093041971493,-0.002016855754068292,-2.274987815606554e-05,,,,,,,,0.011080538701534914,0.002368112776871989,0.0016933003237293853,-3.556425887671664e-05,10072.0,1259.0,0.4023034154090548,0.5253332915249099,-0.0004353965273251603,-0.00032355543033890655,-5.831413703278218e-05,,,,,,,
AL,B2,6,11331,1259,0.4028770629247198,0.5292434913981126,-0.0007592462623424723,-0.0006030627117812326,5.747599021426503e-05,,,,,,,,-0.00727463267759676,-0.0013730240486711232,-0.0010805385235768128,4.4102159356772934e-05,11331.0,1259.0,0.4028770629247198,0.5219688587205158,-0.0021322703110135954,-0.0016836012353580454,0.00010157814957103796,,,,,,,
AL,B3,0,3777,1259,0.35689700820757214,0.5191483440746116,0.0010431086220172858,-0.00012282402333196885,6.093983404262887e-05,,,,,,,,0.01330175969705949,0.003668982386576758,0.0030941293129698177,5.0527106744959266e-05,,,,,,,,3777.0,1259.0,0.35689700820757214,0.5324501037716711,0.004712091008594044,0.002971305289637849,0.00011146694078758814
AL,B3,1,5036,1259,0.3709293089753773,0.5332589048647391,0.032818646498141923,0.024651125178216327,-7.348275807155389e-06,,,,,,,,-0.016765370785266742,-0.00872122278952736,-0.006376105595425563,-3.0391876570036125e-05,,,,,,,,5036.0,1259.0,0.3709293089753773,0.5164935340794724,0.024097423708614563,0.018275019582790764,-3.7740152377191514e-05
AL,B3,2,6295,1259,0.39221604447974584,0.5118544004875323,0.011769235493366614,0.008702581137334908,-0.00010552625878902677,,,,,,,,0.010892031892743015,0.0018546105978408667,0.0013609938560052992,0.00014184514048985896,,,,,,,,6295.0,1259.0,0.39221604447974584,0.5227464323802753,0.013623846091207481,0.010063574993340207,3.6318881700832184e-05
AL,B3,3,7554,1259,0.4036272173682817,0.5645590615960299,0.01024563819252955,0.007766598460279273,2.984327923066358e-05,,,,,,,,-0.008375573896658883,-0.002739695441909218,-0.002180278698651117,-3.226378325792828e-05,,,,,,,,7554.0,1259.0,0.4036272173682817,0.556183487699371,0.007505942750620331,0.005586319761628156,-2.4205040272647023e-06
AL,B3,4,8813,1259,0.4015658686031998,0.5416980421686747,0.004436888191126198,0.0031745495926344125,-2.9459649302491665e-06,,,,,,,,0.007467369477911601,0.000884176032191486,0.0007201302851634894,6.0491116915230326e-05,,,,,,,,8813.0,1259.0,0.4015658686031998,0.5491654116465863,0.005321064223317684,0.003894679877797902,5.754515198498116e-05
AL,B3,5,10072,1259,0.4023034154090548,0.514252752823375,-0.0028035093041971493,-0.002016855754068292,-2.274987815606554e-05,,,,,,,,0.011571787675922152,0.00287579276614347,0.0019694964201200094,-4.618708337435945e-05,,,,,,,,10072.0,1259.0,0.4023034154090548,0.5258245404992972,7.228346194632085e-05,-4.735933394828251e-05,-6.893696153042499e-05
AL,B3,6,11331,1259,0.4028770629247198,0.5292434913981126,-0.0007592462623424723,-0.0006030627117812326,5.747599021426503e-05,,,,,,,,-0.006928854890361769,-0.00047148288717946407,-0.0003449357437157463,6.836019186273738e-06,,,,,,,,11331.0,1259.0,0.4028770629247198,0.5223146365077508,-0.0012307291495219363,-0.0009479984554969789,6.431200940053877e-05
SN,B1,0,3777,1259,0.4847762774688906,0.5226914806626488,-0.006300810258137002,-0.004833090625933956,-7.747537639139303e-06,3777.0,1259.0,0.4847762774688906,0.5345079095874092,0.0021985491437501725,0.001520786187986456,-9.029712225144903e-05,0.011816428924760425,0.008499359401887174,0.006353876813920412,-8.254958461230972e-05,,,,,,,,,,,,,,
SN,B1,1,5036,1259,0.4896743447180302,0.5006916397415186,-0.02745271267902094,-0.021048246453051256,-0.00021101050630554689,5036.0,1259.0,0.4896743447180302,0.5053172960420033,-0.019416737729726963,-0.014661013359110298,0.00030736195178735425,0.004625656300484615,0.008035974949293978,0.006387233093940958,0.0005183724580929011,,,,,,,,,,,,,,
SN,B1,2,6295,1259,0.49007148530579825,0.5184793966653037,0.00018519432896679788,0.0001262973872565576,0.00019394275641490327,6295.0,1259.0,0.49007148530579825,0.5171290617317603,0.001293664522951432,0.0009444337439311612,0.0001175003058558553,-0.0013503349335434178,0.0011084701939846342,0.0008181363566746036,-7.644245055904797e-05,,,,,,,,,,,,,,
SN,B1,3,7554,1259,0.4929838496160974,0.5491055654825,0.006443282190839894,0.0046531060257738455,5.213909834108125e-07,7554.0,1259.0,0.4929838496160974,0.5341911727591184,0.003685916848189641,0.0026602268140830665,-7.266542988732413e-05,-0.014914392723381575,-0.002757365342650253,-0.001992879211690779,-7.318682087073494e-05,,,,,,,,,,,,,,
SN,B1,4,8813,1259,0.4946102348802905,0.5306938377219593,0.002835128822651245,0.0020443638089594485,0.00011588456366531237,8813.0,1259.0,0.4946102348802905,0.524999494397929,0.002099879650229841,0.0015166507721100508,-4.458425696141077e-05,-0.005694343324030293,-0.0007352491724214039,-0.0005277130368493976,-0.00016046882062672313,,,,,,,,,,,,,,
SN,B1,5,10072,1259,0.4979150119142176,0.5476140000201903,0.006205671375220767,0.004477605553241171,8.166663696541214e-05,10072.0,1259.0,0.4979150119142176,0.5406975276860797,0.0038349697879713762,0.0027501474582273255,0.0001494504769867295,-0.006916472334110635,-0.002370701587249391,-0.0017274580950138452,6.778384002131736e-05,,,,,,,,,,,,,,
SN,B1,6,11331,1259,0.49757302974141737,0.5329500706785137,0.003219233222764628,0.0023336051442450767,1.184440311502185e-06,11331.0,1259.0,0.49757302974141737,0.5288065428109854,0.0019097687520196471,0.001379603299918375,3.475401918039993e-05,-0.004143527867528363,-0.001309464470744981,-0.0009540018443267018,3.3569578868897745e-05,,,,,,,,,,,,,,
SN,B2,0,3777,1259,0.4847762774688906,0.5226914806626488,-0.006300810258137002,-0.004833090625933956,-7.747537639139303e-06,,,,,,,,0.010112864310447556,-0.0017696397777489103,-0.0017853069318687353,0.00019043669980810054,3777.0,1259.0,0.4847762774688906,0.5328043449730964,-0.008070450035885912,-0.006618397557802691,0.00018268916216896124,,,,,,,
SN,B2,1,5036,1259,0.4896743447180302,0.5006916397415186,-0.02745271267902094,-0.021048246453051256,-0.00021101050630554689,,,,,,,,-0.004635753231017781,-0.0007812799679567384,-0.0003772111562576619,6.739120494170269e-07,5036.0,1259.0,0.4896743447180302,0.49605588651050087,-0.02823399264697768,-0.021425457609308918,-0.00021033659425612986,,,,,,,
SN,B2,2,6295,1259,0.49007148530579825,0.5184793966653037,0.00018519432896679788,0.0001262973872565576,0.00019394275641490327,,,,,,,,-0.00565878676823206,-0.0017746296718590404,-0.0013001169401000157,-6.339892504963771e-05,6295.0,1259.0,0.49007148530579825,0.5128206098970717,-0.0015894353428922425,-0.001173819552843458,0.00013054383136526556,,,,,,,
SN,B2,3,7554,1259,0.4929838496160974,0.5491055654825,0.006443282190839894,0.0046531060257738455,5.213909834108125e-07,,,,,,,,-0.007288732749830995,-0.0006170511167705728,-0.00043848813150471067,2.1139142029851532e-05,7554.0,1259.0,0.4929838496160974,0.541816832732669,0.005826231074069321,0.004214617894269135,2.1660533013262344e-05,,,,,,,
SN,B2,4,8813,1259,0.4946102348802905,0.5306938377219593,0.002835128822651245,0.0020443638089594485,0.00011588456366531237,,,,,,,,0.005281013631031839,0.0015251031014601457,0.0010999685933387182,1.8714538340922917e-06,8813.0,1259.0,0.4946102348802905,0.5359748513529912,0.004360231924111391,0.0031443324022981667,0.00011775601749940466,,,,,,,
SN,B2,5,10072,1259,0.4979150119142176,0.5476140000201903,0.006205671375220767,0.004477605553241171,8.166663696541214e-05,,,,,,,,-0.004669028942931752,-0.0006131340849612199,-0.00043362197695306914,2.2099048830655875e-05,10072.0,1259.0,0.4979150119142176,0.5429449710772586,0.005592537290259547,0.004043983576288102,0.00010376568579606801,,,,,,,
