block,wf,component,feature,loading
reaction,WF2,4,dc_pivots_1p20,0.08259963883326311
reaction,WF2,4,outward_mfe_atr,0.4616859193864277
reaction,WF2,4,inward_mae_atr,0.694245314723914
reaction,WF2,5,path_efficiency,0.7379735851233364
reaction,WF2,5,total_variation_atr,0.013028334929010475
reaction,WF2,5,amplitude_atr,0.22855047936915046
reaction,WF2,5,cross_count,-0.07076479306860427
reaction,WF2,5,boundary_occupancy,0.569336491905628
reaction,WF2,5,boundary_touch_bars,0.09605532040529569
reaction,WF2,5,dc_pivots_0p20,-0.13843821554178598
reaction,WF2,5,dc_pivots_0p40,-0.1106768160362172
reaction,WF2,5,dc_pivots_0p80,-0.01860765494118238
reaction,WF2,5,dc_pivots_1p20,0.036971856037515856
reaction,WF2,5,outward_mfe_atr,0.05305408362591433
reaction,WF2,5,inward_mae_atr,-0.1693198485610624
reaction,WF2,6,path_efficiency,-0.5271343366997686
reaction,WF2,6,total_variation_atr,0.17139586525342693
reaction,WF2,6,amplitude_atr,0.08788133817981061
reaction,WF2,6,cross_count,-0.5084242979262299
reaction,WF2,6,boundary_occupancy,0.5997681917300606
reaction,WF2,6,boundary_touch_bars,-0.22698371017320706
reaction,WF2,6,dc_pivots_0p20,0.027412433317662986
reaction,WF2,6,dc_pivots_0p40,-0.0034313553599610077
reaction,WF2,6,dc_pivots_0p80,-0.04943154145186431
reaction,WF2,6,dc_pivots_1p20,-0.06358214098278642
reaction,WF2,6,outward_mfe_atr,0.02269899837939382
reaction,WF2,6,inward_mae_atr,-0.08675446650885536
reaction,WF2,7,path_efficiency,0.16913993441539948
reaction,WF2,7,total_variation_atr,0.04683205193872381
reaction,WF2,7,amplitude_atr,0.0900330713313908
reaction,WF2,7,cross_count,-0.021934793365094143
reaction,WF2,7,boundary_occupancy,-0.022765799835192106
reaction,WF2,7,boundary_touch_bars,-0.01685863854238092
reaction,WF2,7,dc_pivots_0p20,0.6195739582247581
reaction,WF2,7,dc_pivots_0p40,0.3144265321426885
reaction,WF2,7,dc_pivots_0p80,-0.3596212784592617
reaction,WF2,7,dc_pivots_1p20,-0.585454368717689
reaction,WF2,7,outward_mfe_atr,0.0702843091986778
reaction,WF2,7,inward_mae_atr,0.006982646474208189
reaction,WF2,8,path_efficiency,0.020530964352771443
reaction,WF2,8,total_variation_atr,-0.00873159242499754
reaction,WF2,8,amplitude_atr,-0.00019361010863764325
reaction,WF2,8,cross_count,-0.6271456578665452
reaction,WF2,8,boundary_occupancy,-0.24586639875695626
reaction,WF2,8,boundary_touch_bars,0.7117715275206455
reaction,WF2,8,dc_pivots_0p20,0.057902124612840014
reaction,WF2,8,dc_pivots_0p40,-0.10069008981693309
reaction,WF2,8,dc_pivots_0p80,-0.1104678064769651
reaction,WF2,8,dc_pivots_1p20,0.09985798953474441
reaction,WF2,8,outward_mfe_atr,0.058766823390206294
reaction,WF2,8,inward_mae_atr,-0.0014448559763974506
reaction,WF3,1,path_efficiency,-0.12035487495269022
reaction,WF3,1,total_variation_atr,0.3733648181122914
reaction,WF3,1,amplitude_atr,0.3462069362885646
reaction,WF3,1,cross_count,0.2373748026022819
reaction,WF3,1,boundary_occupancy,0.04589974194003088
reaction,WF3,1,boundary_touch_bars,0.2571633344236595
reaction,WF3,1,dc_pivots_0p20,0.3296263548161953
reaction,WF3,1,dc_pivots_0p40,0.37299700255961843
reaction,WF3,1,dc_pivots_0p80,0.37867338831385217
reaction,WF3,1,dc_pivots_1p20,0.35597855174330767
reaction,WF3,1,outward_mfe_atr,0.11404220328750868
reaction,WF3,1,inward_mae_atr,-0.26602147279375354
reaction,WF3,2,path_efficiency,-0.18971768325998814
reaction,WF3,2,total_variation_atr,0.40421104522478996
reaction,WF3,2,amplitude_atr,0.39054575056315655
reaction,WF3,2,cross_count,0.2867557144069754
reaction,WF3,2,boundary_occupancy,-0.07941268454665575
reaction,WF3,2,boundary_touch_bars,0.17465277853823313
reaction,WF3,2,dc_pivots_0p20,-0.328028181323361
reaction,WF3,2,dc_pivots_0p40,-0.3426189440511039
reaction,WF3,2,dc_pivots_0p80,-0.31169892697018126
reaction,WF3,2,dc_pivots_1p20,-0.2704137998581666
reaction,WF3,2,outward_mfe_atr,0.36398552590534705
reaction,WF3,2,inward_mae_atr,0.03605974443930529
reaction,WF3,3,path_efficiency,-0.22803182446877407
reaction,WF3,3,total_variation_atr,-0.1346122651200837
reaction,WF3,3,amplitude_atr,-0.2375695147515752
reaction,WF3,3,cross_count,0.3969352985399336
reaction,WF3,3,boundary_occupancy,0.3542746512697241
reaction,WF3,3,boundary_touch_bars,0.5133710056472619
reaction,WF3,3,dc_pivots_0p20,8.415414691294903e-05
reaction,WF3,3,dc_pivots_0p40,-0.06784807028639853
reaction,WF3,3,dc_pivots_0p80,-0.13684765654120798
reaction,WF3,3,dc_pivots_1p20,-0.16888094314131433
reaction,WF3,3,outward_mfe_atr,-0.48226071531008213
reaction,WF3,3,inward_mae_atr,-0.2059052749659666
reaction,WF3,4,path_efficiency,-0.06856594116153718
reaction,WF3,4,total_variation_atr,-0.15576089142203792
reaction,WF3,4,amplitude_atr,-0.1983761472962187
reaction,WF3,4,cross_count,0.15804047441997512
reaction,WF3,4,boundary_occupancy,0.35445048735388585
reaction,WF3,4,boundary_touch_bars,0.23801366579604638
reaction,WF3,4,dc_pivots_0p20,0.09846220050569589
reaction,WF3,4,dc_pivots_0p40,0.11151258940579371
reaction,WF3,4,dc_pivots_0p80,0.09727086624329637
reaction,WF3,4,dc_pivots_1p20,0.07360987688721259
reaction,WF3,4,outward_mfe_atr,0.4515010923660589
reaction,WF3,4,inward_mae_atr,0.6953837657198777
reaction,WF3,5,path_efficiency,0.7424787625324166
reaction,WF3,5,total_variation_atr,0.013161046644588045
reaction,WF3,5,amplitude_atr,0.2299896590249461
reaction,WF3,5,cross_count,-0.07330542960694204
reaction,WF3,5,boundary_occupancy,0.5635053801516804
reaction,WF3,5,boundary_touch_bars,0.0934747072635762
reaction,WF3,5,dc_pivots_0p20,-0.13540923381892364
reaction,WF3,5,dc_pivots_0p40,-0.10895181468950922
reaction,WF3,5,dc_pivots_0p80,-0.019497017653237435
reaction,WF3,5,dc_pivots_1p20,0.037084104626972085
reaction,WF3,5,outward_mfe_atr,0.06426983895573675
reaction,WF3,5,inward_mae_atr,-0.16707835040202815
reaction,WF3,6,path_efficiency,-0.5267382338580207
reaction,WF3,6,total_variation_atr,0.17445654156330598
reaction,WF3,6,amplitude_atr,0.08735704438709248
reaction,WF3,6,cross_count,-0.5064007018901912
reaction,WF3,6,boundary_occupancy,0.6002427185736202
reaction,WF3,6,boundary_touch_bars,-0.22877984791441333
reaction,WF3,6,dc_pivots_0p20,0.017712538693209646
reaction,WF3,6,dc_pivots_0p40,-0.009985332936737493
reaction,WF3,6,dc_pivots_0p80,-0.044706607179056425
reaction,WF3,6,dc_pivots_1p20,-0.05650788883820652
reaction,WF3,6,outward_mfe_atr,0.013684181177473512
reaction,WF3,6,inward_mae_atr,-0.09805490331878844
reaction,WF3,7,path_efficiency,0.15822334653170067
reaction,WF3,7,total_variation_atr,0.04915794072288919
reaction,WF3,7,amplitude_atr,0.09064223740105108
reaction,WF3,7,cross_count,-0.03152067728648936
reaction,WF3,7,boundary_occupancy,-0.018410123662852076
reaction,WF3,7,boundary_touch_bars,-0.0187717367186817
reaction,WF3,7,dc_pivots_0p20,0.6265037108152531
reaction,WF3,7,dc_pivots_0p40,0.3066653313735907
reaction,WF3,7,dc_pivots_0p80,-0.36361207572516635
reaction,WF3,7,dc_pivots_1p20,-0.5822917400857791
reaction,WF3,7,outward_mfe_atr,0.06923889789324526
reaction,WF3,7,inward_mae_atr,0.005101776876030974
reaction,WF3,8,path_efficiency,0.01599472578211443
reaction,WF3,8,total_variation_atr,-0.008183583046305554
reaction,WF3,8,amplitude_atr,-0.003157332975578417
reaction,WF3,8,cross_count,-0.6142716665553186
reaction,WF3,8,boundary_occupancy,-0.2411068751000576
reaction,WF3,8,boundary_touch_bars,0.6927212707048853
reaction,WF3,8,dc_pivots_0p20,0.10876630188613508
reaction,WF3,8,dc_pivots_0p40,-0.15680654691122525
reaction,WF3,8,dc_pivots_0p80,-0.1439372916897884
reaction,WF3,8,dc_pivots_1p20,0.15326236349388678
reaction,WF3,8,outward_mfe_atr,0.06094081581588505
reaction,WF3,8,inward_mae_atr,-0.0016685049505320473
