factor,bucket,horizon,split,bucket_candidate_n,bucket_analyzable_n,bucket_analyzable_weight,bucket_invalidated_n,bucket_invalidation_rate,bucket_survival_rate,bucket_mean_first_invalidation_step,bucket_median_first_invalidation_step,rest_candidate_n,rest_analyzable_n,rest_analyzable_weight,rest_invalidated_n,rest_invalidation_rate,rest_survival_rate,rest_mean_first_invalidation_step,rest_median_first_invalidation_step,delta_invalidation_pp,delta_mean_first_step
smc_internal_align_count,1,6,DISCOVERY,4761,3601,2471.5383477633477,833,0.2210992029416338,0.7789007970583662,2.980724975618471,3.0,9025,6793,4873.611688311688,1553,0.21483508871538923,0.7851649112846107,2.994938062544688,3.0,0.6264114226244566,-0.014213086926217144
smc_internal_align_count,1,6,VALIDATION,1974,1568,1072.996212121212,390,0.2254223996506122,0.7745776003493878,2.9475481968923654,3.0,4253,3190,2281.5817460317458,674,0.2015560772549537,0.7984439227450463,2.9460920349583732,3.0,2.3866322395658504,0.0014561619339921172
smc_internal_align_count,1,12,DISCOVERY,4761,2436,1599.8240620490621,827,0.3354433837793716,0.6645566162206284,4.957398146498081,4.0,9025,4460,3049.6616883116885,1493,0.3212817280539078,0.6787182719460922,4.82339262576329,4.0,1.4161655725463795,0.13400552073479055
smc_internal_align_count,1,12,VALIDATION,1974,1037,669.0128787878788,389,0.3476426064828019,0.6523573935171981,4.5490031479538295,4.0,4253,2132,1458.5984126984126,667,0.3067099640119837,0.6932900359880163,4.839526541560667,4.0,4.093264247081818,-0.2905233936068372
smc_internal_align_count,1,24,DISCOVERY,4761,952,638.8,447,0.459663953245669,0.540336046754331,7.312521285049381,6.0,9025,1596,1120.1888888888889,714,0.43444522536590335,0.5655547746340966,7.321963331254051,5.0,2.5218727879765646,-0.009442046204670262
smc_internal_align_count,1,24,VALIDATION,1974,366,250.16666666666669,182,0.4696297706291044,0.5303702293708956,6.730423151750972,4.4571428571428084,4253,794,535.8170634920634,339,0.4206615175310811,0.579338482468919,7.228791447917437,5.0,4.8968253098023276,-0.49836829616646483
smc_internal_align_count,2,6,DISCOVERY,3689,2829,2031.9108946608944,640,0.2113398823994573,0.7886601176005427,2.989836879983145,3.0,10097,7565,5313.239141414142,1746,0.21908559310946626,0.7809144068905337,2.9901476965378966,3.0,-0.7745710710008957,-0.00031081655475162506
smc_internal_align_count,2,6,VALIDATION,1392,1047,776.3527777777779,211,0.1895401217230139,0.8104598782769861,2.830331860912901,2.583333333333271,4835,3711,2578.22518037518,853,0.21510690836490232,0.7848930916350977,2.977441672265643,3.0,-2.556678664188841,-0.14710981135274181
smc_internal_align_count,2,12,DISCOVERY,3689,1932,1308.0775613275614,658,0.32517731014776374,0.6748226898522363,4.81930030786454,4.0,10097,4964,3341.408189033189,1662,0.32653712729558215,0.6734628727044178,4.890898105515928,4.0,-0.13598171478184096,-0.07159779765138818
smc_internal_align_count,2,12,VALIDATION,1392,722,499.0194444444444,248,0.3254382205102228,0.6745617794897771,4.765188834154352,4.0,4835,2447,1628.591847041847,808,0.3177862203836449,0.6822137796163551,4.732295617810309,4.0,0.7652000126577907,0.03289321634404274
smc_internal_align_count,2,24,DISCOVERY,3689,710,493.2246031746032,334,0.4561188678972038,0.5438811321027962,7.239154592695292,5.0,10097,1838,1265.7642857142857,827,0.43872702545610504,0.5612729745438949,7.3505176076643215,5.0,1.739184244109876,-0.11136301496902945
smc_internal_align_count,2,24,VALIDATION,1392,265,179.60833333333335,133,0.4861504198951421,0.5138495801048579,7.856652032830693,7.0,4835,895,606.3753968253968,388,0.4214660885066483,0.5785339114933516,6.78517393653692,5.0,6.468433138849383,1.0714780962937729
smc_internal_align_count,3,6,DISCOVERY,1797,1312,1080.25,284,0.210969682943763,0.7890303170562369,3.12337282433816,3.0,11989,9082,6264.900036075036,2102,0.2179728248319336,0.7820271751680664,2.967816141995282,3.0,-0.7003141888170583,0.155556682342878
smc_internal_align_count,3,6,VALIDATION,779,567,479.25,109,0.20552947313510694,0.7944705268648931,3.228426395939086,3.0,5448,4191,2875.3279581529578,955,0.2098000841638104,0.7901999158361896,2.9005752627164636,3.0,-0.4270611028703464,0.3278511332226226
smc_internal_align_count,3,12,DISCOVERY,1797,818,661.75,264,0.30323636821558997,0.69676363178441,5.169352159468438,4.0,11989,6078,3987.7357503607504,2056,0.3299577478874509,0.6700422521125491,4.825286225979539,4.0,-2.6721379671860945,0.34406593348889913
smc_internal_align_count,3,12,VALIDATION,779,358,296.75,109,0.3201347935973041,0.6798652064026959,5.423684210526316,5.0,5448,2811,1830.8612914862915,947,0.31949118720194825,0.6805088127980518,4.6291403532694435,4.0,0.0643606395355878,0.7945438572568726
smc_internal_align_count,3,24,DISCOVERY,1797,289,240.83333333333331,119,0.39861591695501736,0.6013840830449826,7.652777777777779,5.0,11989,2259,1518.1555555555556,1042,0.4507404034553207,0.5492595965446794,7.27150156487308,5.0,-5.212448650030332,0.38127621290469893
smc_internal_align_count,3,24,VALIDATION,779,112,99.0,54,0.494949494949495,0.505050505050505,8.5,8.0,5448,1048,686.9837301587302,467,0.4277879088423688,0.5722120911576312,6.817606598018327,5.0,6.716158610712619,1.682393401981673
smc_swing_align_count,0,6,DISCOVERY,3005,2216,1652.5920634920635,548,0.2361800688637894,0.7638199311362106,2.9786139198071906,3.0,10781,8178,5692.557972582972,1838,0.21135817265075973,0.7886418273492403,2.993778333336082,3.0,2.482189621302966,-0.01516441352889153
smc_swing_align_count,0,6,VALIDATION,1583,1205,795.340873015873,279,0.21967520165806917,0.7803247983419308,2.818386230768182,2.0,4644,3553,2559.237085137085,785,0.20593144105840075,0.7940685589415992,2.9890965274687544,3.0,1.374376059966842,-0.17071029670057225
smc_swing_align_count,0,12,DISCOVERY,3005,1415,1014.5587301587301,506,0.3565775153422923,0.6434224846577077,4.905894678144662,4.0,10781,5481,3634.9270202020202,1814,0.31766308826551587,0.6823369117344842,4.859824682048485,4.0,3.891442707677645,0.046069996096177235
smc_swing_align_count,0,12,VALIDATION,1583,831,522.5908730158731,266,0.31551131458112014,0.6844886854188799,4.3039667297223145,3.0,4644,2338,1605.0204184704185,790,0.3209060198602123,0.6790939801397877,4.87978532350555,4.0,-0.5394705279092138,-0.5758185937832359
smc_swing_align_count,0,24,DISCOVERY,3005,500,362.8666666666667,261,0.514238471431196,0.48576152856880395,7.1418363701321885,5.0,10781,2048,1396.1222222222223,900,0.4252450381271481,0.5747549618728519,7.373907917137054,5.0,8.899343330404797,-0.23207154700486576
smc_swing_align_count,0,24,VALIDATION,1583,314,191.2003968253968,119,0.38572095677891355,0.6142790432210865,5.483357546408393,3.0,4644,846,594.7833333333333,402,0.4524897021324292,0.5475102978675708,7.489534307654198,6.0,-6.676874535351562,-2.006176761245805
smc_swing_align_count,1,6,DISCOVERY,3976,3075,2098.1974747474746,657,0.20086194028221227,0.7991380597177877,2.9625007885700194,3.0,9810,7319,5246.952561327561,1729,0.22337345889466179,0.7766265411053382,2.999975314471168,3.0,-2.2511518612449515,-0.037474525901148414
smc_swing_align_count,1,6,VALIDATION,1900,1453,1017.140873015873,296,0.19488685020062851,0.8051131497993715,2.9904330644822257,3.0,4327,3305,2337.437085137085,768,0.21541399760804114,0.7845860023919589,2.929335104999598,3.0,-2.052714740741263,0.06109795948262775
smc_swing_align_count,1,12,DISCOVERY,3976,2095,1343.9831890331889,680,0.3216395696988884,0.6783604303011116,5.060297005253634,4.0,9810,4801,3305.5025613275616,1640,0.3279903068619533,0.6720096931380467,4.79526567325286,4.0,-0.635073716306489,0.265031332000774
smc_swing_align_count,1,12,VALIDATION,1900,960,637.6575396825397,308,0.31557280896037515,0.6844271910396249,4.754086528506606,4.0,4327,2209,1489.9537518037519,748,0.32129632620282866,0.6787036737971713,4.734294567320365,4.0,-0.5723517242453513,0.019791961186240492
smc_swing_align_count,1,24,DISCOVERY,3976,703,478.32936507936506,287,0.4219920523647948,0.5780079476352051,7.488484562531332,6.0,9810,1845,1280.659523809524,874,0.4516757548658893,0.5483242451341107,7.259061684489559,5.0,-2.968370250109448,0.22942287804177308
smc_swing_align_count,1,24,VALIDATION,1900,344,237.55,152,0.4379428892163053,0.5620571107836947,6.2395065684075615,5.0,4327,816,548.4337301587301,369,0.43551296513230686,0.5644870348676931,7.4145458895301894,5.0,0.2429924083998447,-1.175039321122628
smc_swing_align_count,2,6,DISCOVERY,4097,3054,2101.023593073593,692,0.20758324800592798,0.792416751994072,3.056025752775538,3.0,9689,7340,5244.126443001443,1694,0.22069274437693762,0.7793072556230624,2.965206595966901,3.0,-1.310949637100964,0.09081915680863695
smc_swing_align_count,2,6,VALIDATION,1674,1269,920.7128787878787,287,0.20380946582070383,0.7961905341792962,2.951860733635314,3.0,4553,3489,2433.8650793650795,777,0.21122536823329538,0.7887746317667046,2.944671509520909,3.0,-0.7415902412591546,0.007189224114405146
smc_swing_align_count,2,12,DISCOVERY,4097,2012,1326.7069264069264,670,0.3078454078978438,0.6921545921021561,4.871399700744252,4.0,9689,4884,3322.778823953824,1650,0.33346496947602344,0.6665350305239766,4.870599849237827,4.0,-2.5619561578179626,0.0007998515064251421
smc_swing_align_count,2,12,VALIDATION,1674,849,586.4795454545455,282,0.31029783518245097,0.689702164817549,4.899899258173825,4.0,4553,2320,1541.131746031746,774,0.3231136569393962,0.6768863430606038,4.681771128435739,4.0,-1.2815821756945234,0.21812812973808615
smc_swing_align_count,2,24,DISCOVERY,4097,772,521.5928571428572,326,0.38706982731468165,0.6129301726853184,6.6256383041452915,4.0,9689,1776,1237.396031746032,835,0.46743417276038574,0.5325658272396143,7.56022451050412,6.0,-8.036434544570408,-0.9345862063588282
smc_swing_align_count,2,24,VALIDATION,1674,289,204.93333333333334,144,0.4762524398178269,0.523747560182173,8.381489071038251,7.0,4553,871,581.0503968253968,377,0.422137795057801,0.577862204942199,6.531416534813967,4.0,5.411464476002586,1.8500725362242845
smc_swing_align_count,3,6,DISCOVERY,2708,2049,1493.3369047619049,489,0.23141685726198039,0.7685831427380196,2.953363877501809,3.0,11078,8345,5851.813131313131,1897,0.21324922666141263,0.7867507733385873,3.000227395990112,3.0,1.8167630600567752,-0.04686351848830306
smc_swing_align_count,3,6,VALIDATION,1070,831,621.3833333333333,202,0.22715446718343477,0.7728455328165652,3.0367221631833745,3.0,5157,3927,2733.1946248196246,862,0.20510579178240687,0.7948942082175932,2.923900878957059,3.0,2.2048675401027893,0.11282128422631565
smc_swing_align_count,3,12,DISCOVERY,2708,1374,964.2369047619047,464,0.32562882812586813,0.6743711718741319,4.5687669196878815,4.0,11078,5522,3685.2488455988455,1856,0.32629211515219725,0.6737078848478028,4.9496848757048815,4.0,-0.0663287026329118,-0.38091795601699996
smc_swing_align_count,3,12,VALIDATION,1070,529,380.8833333333333,200,0.3461689931300048,0.6538310068699952,5.04386297560359,4.0,5157,2640,1746.727958152958,856,0.313783291245088,0.686216708754912,4.667090936340001,4.0,3.2385701884916793,0.3767720392635887
smc_swing_align_count,3,24,DISCOVERY,2708,573,396.2,287,0.479429581019687,0.520570418980313,8.047468632096166,6.0,11078,1975,1362.7888888888888,874,0.43318818668999265,0.5668118133100073,7.0838272274642105,5.0,4.624139432969438,0.9636414046319555
smc_swing_align_count,3,24,VALIDATION,1070,213,152.3,106,0.44320420223243595,0.556795797767564,8.126419753086418,5.0,5157,947,633.6837301587302,415,0.43457535711758466,0.5654246428824153,6.796154278451683,5.0,0.8628845114851291,1.3302654746347358
