instrument,horizon,fold,model,feature,importance,selected
AG,1,3,LASSO,volume_max_4,0.0,False
AG,1,3,LASSO,price_impact_proxy_4,0.0,False
AG,1,3,LASSO,return_autocov_4,0.0,False
AG,1,3,LASSO,abs_return_sum_4,0.0,False
AG,1,3,LASSO,past_return_8,0.0,False
AG,1,3,LASSO,volume_sum_8,0.0,False
AG,1,3,LASSO,volume_max_8,0.0,False
AG,1,3,LASSO,price_impact_proxy_8,0.0,False
AG,1,3,LASSO,return_autocov_8,0.0,False
AG,1,3,LASSO,abs_return_sum_8,0.0,False
AG,1,3,LASSO,past_return_16,0.0,False
AG,1,3,LASSO,volume_sum_16,0.0,False
AG,1,3,LASSO,volume_max_16,0.0,False
AG,1,3,LASSO,price_impact_proxy_16,0.0,False
AG,1,3,LASSO,return_autocov_16,0.0,False
AG,1,3,LASSO,abs_return_sum_16,0.0,False
AG,1,3,RF,past_return_1,0.035736820220906435,True
AG,1,3,RF,volume_sum_1,0.032944782535385346,True
AG,1,3,RF,volume_max_1,0.03759165110725795,True
AG,1,3,RF,price_impact_proxy_1,0.0,True
AG,1,3,RF,return_autocov_1,0.008970986247438738,True
AG,1,3,RF,abs_return_sum_1,0.03452520222718811,True
AG,1,3,RF,past_return_2,0.08347466268012788,True
AG,1,3,RF,volume_sum_2,0.07440367905961831,True
AG,1,3,RF,volume_max_2,0.05041993533645427,True
AG,1,3,RF,price_impact_proxy_2,0.0,True
AG,1,3,RF,return_autocov_2,0.0016092723916565754,True
AG,1,3,RF,abs_return_sum_2,0.037326652357961725,True
AG,1,3,RF,past_return_4,0.08124367725921962,True
AG,1,3,RF,volume_sum_4,0.04902997166632539,True
AG,1,3,RF,volume_max_4,0.04989085788381411,True
AG,1,3,RF,price_impact_proxy_4,0.0,True
AG,1,3,RF,return_autocov_4,0.0,True
AG,1,3,RF,abs_return_sum_4,0.040775464226475044,True
AG,1,3,RF,past_return_8,0.07554606764287781,True
AG,1,3,RF,volume_sum_8,0.041390329449358214,True
AG,1,3,RF,volume_max_8,0.053016387628105816,True
AG,1,3,RF,price_impact_proxy_8,0.0,True
AG,1,3,RF,return_autocov_8,0.0,True
AG,1,3,RF,abs_return_sum_8,0.037829731776183324,True
AG,1,3,RF,past_return_16,0.05648551303667216,True
AG,1,3,RF,volume_sum_16,0.031204908794007124,True
AG,1,3,RF,volume_max_16,0.04116539827385129,True
AG,1,3,RF,price_impact_proxy_16,0.0,True
AG,1,3,RF,return_autocov_16,0.0,True
AG,1,3,RF,abs_return_sum_16,0.04541804819911471,True
AG,1,4,LASSO,past_return_1,0.0,False
AG,1,4,LASSO,volume_sum_1,0.0,False
AG,1,4,LASSO,volume_max_1,0.0,False
AG,1,4,LASSO,price_impact_proxy_1,0.0,False
AG,1,4,LASSO,return_autocov_1,4.8584118684451295e-17,True
AG,1,4,LASSO,abs_return_sum_1,0.0,False
AG,1,4,LASSO,past_return_2,0.0,False
AG,1,4,LASSO,volume_sum_2,0.0,False
AG,1,4,LASSO,volume_max_2,0.0,False
AG,1,4,LASSO,price_impact_proxy_2,0.0,False
AG,1,4,LASSO,return_autocov_2,0.0,False
AG,1,4,LASSO,abs_return_sum_2,0.0,False
AG,1,4,LASSO,past_return_4,0.0,False
AG,1,4,LASSO,volume_sum_4,0.0,False
AG,1,4,LASSO,volume_max_4,0.0,False
AG,1,4,LASSO,price_impact_proxy_4,0.0,False
AG,1,4,LASSO,return_autocov_4,0.0,False
AG,1,4,LASSO,abs_return_sum_4,0.0,False
AG,1,4,LASSO,past_return_8,0.0,False
AG,1,4,LASSO,volume_sum_8,0.0,False
AG,1,4,LASSO,volume_max_8,0.0,False
AG,1,4,LASSO,price_impact_proxy_8,0.0,False
AG,1,4,LASSO,return_autocov_8,0.0,False
AG,1,4,LASSO,abs_return_sum_8,0.0,False
AG,1,4,LASSO,past_return_16,0.0,False
AG,1,4,LASSO,volume_sum_16,0.0,False
AG,1,4,LASSO,volume_max_16,0.0,False
AG,1,4,LASSO,price_impact_proxy_16,0.0,False
AG,1,4,LASSO,return_autocov_16,0.0,False
AG,1,4,LASSO,abs_return_sum_16,0.0,False
AG,1,4,RF,past_return_1,0.03279590802679241,True
AG,1,4,RF,volume_sum_1,0.036669460205526236,True
AG,1,4,RF,volume_max_1,0.02943000710942573,True
AG,1,4,RF,price_impact_proxy_1,0.0,True
AG,1,4,RF,return_autocov_1,0.008998594638620683,True
AG,1,4,RF,abs_return_sum_1,0.029769807968970732,True
AG,1,4,RF,past_return_2,0.08582476176912898,True
AG,1,4,RF,volume_sum_2,0.0618326739487555,True
AG,1,4,RF,volume_max_2,0.04248195173925981,True
AG,1,4,RF,price_impact_proxy_2,0.0,True
AG,1,4,RF,return_autocov_2,0.0020583194578296946,True
AG,1,4,RF,abs_return_sum_2,0.05222994334207772,True
AG,1,4,RF,past_return_4,0.08473728089730792,True
AG,1,4,RF,volume_sum_4,0.06994992202456299,True
AG,1,4,RF,volume_max_4,0.05655811947639478,True
AG,1,4,RF,price_impact_proxy_4,0.0,True
AG,1,4,RF,return_autocov_4,0.00028544839233284367,True
AG,1,4,RF,abs_return_sum_4,0.033152751798152705,True
AG,1,4,RF,past_return_8,0.07126280350513946,True
AG,1,4,RF,volume_sum_8,0.048758540591052266,True
AG,1,4,RF,volume_max_8,0.037674355392174876,True
AG,1,4,RF,price_impact_proxy_8,0.0,True
AG,1,4,RF,return_autocov_8,0.0,True
AG,1,4,RF,abs_return_sum_8,0.04867016479573525,True
AG,1,4,RF,past_return_16,0.04140984767735689,True
AG,1,4,RF,volume_sum_16,0.03655832937525388,True
AG,1,4,RF,volume_max_16,0.0352122466788914,True
AG,1,4,RF,price_impact_proxy_16,0.0,True
AG,1,4,RF,return_autocov_16,0.00017653413898739194,True
AG,1,4,RF,abs_return_sum_16,0.05350222705026971,True
AG,1,5,LASSO,past_return_1,0.0,False
AG,1,5,LASSO,volume_sum_1,0.0,False
AG,1,5,LASSO,volume_max_1,0.0,False
AG,1,5,LASSO,price_impact_proxy_1,0.0,False
AG,1,5,LASSO,return_autocov_1,0.0,False
AG,1,5,LASSO,abs_return_sum_1,0.0,False
AG,1,5,LASSO,past_return_2,0.0,False
AG,1,5,LASSO,volume_sum_2,0.0,False
AG,1,5,LASSO,volume_max_2,0.0,False
AG,1,5,LASSO,price_impact_proxy_2,0.0,False
AG,1,5,LASSO,return_autocov_2,0.0,False
AG,1,5,LASSO,abs_return_sum_2,0.0,False
AG,1,5,LASSO,past_return_4,0.0,False
AG,1,5,LASSO,volume_sum_4,0.0,False
AG,1,5,LASSO,volume_max_4,0.0,False
AG,1,5,LASSO,price_impact_proxy_4,0.0,False
AG,1,5,LASSO,return_autocov_4,0.0,False
AG,1,5,LASSO,abs_return_sum_4,0.0,False
AG,1,5,LASSO,past_return_8,0.0,False
AG,1,5,LASSO,volume_sum_8,0.0,False
AG,1,5,LASSO,volume_max_8,0.0,False
AG,1,5,LASSO,price_impact_proxy_8,0.0,False
AG,1,5,LASSO,return_autocov_8,0.0,False
AG,1,5,LASSO,abs_return_sum_8,0.0,False
AG,1,5,LASSO,past_return_16,0.0,False
AG,1,5,LASSO,volume_sum_16,4.3983688063300523e-17,True
AG,1,5,LASSO,volume_max_16,0.0,False
AG,1,5,LASSO,price_impact_proxy_16,0.0,False
AG,1,5,LASSO,return_autocov_16,0.0,False
AG,1,5,LASSO,abs_return_sum_16,0.0,False
AG,1,5,RF,past_return_1,0.032246831088459736,True
AG,1,5,RF,volume_sum_1,0.040789724014436264,True
AG,1,5,RF,volume_max_1,0.035963875503201966,True
AG,1,5,RF,price_impact_proxy_1,0.0,True
AG,1,5,RF,return_autocov_1,0.007293244045457582,True
AG,1,5,RF,abs_return_sum_1,0.036677306396490174,True
AG,1,5,RF,past_return_2,0.07615742895350454,True
AG,1,5,RF,volume_sum_2,0.05050321179742104,True
AG,1,5,RF,volume_max_2,0.03463480492107999,True
AG,1,5,RF,price_impact_proxy_2,0.0,True
AG,1,5,RF,return_autocov_2,0.004637094797922713,True
AG,1,5,RF,abs_return_sum_2,0.053651474604506116,True
AG,1,5,RF,past_return_4,0.0746797058393918,True
AG,1,5,RF,volume_sum_4,0.045742066374835036,True
AG,1,5,RF,volume_max_4,0.03668850458526684,True
AG,1,5,RF,price_impact_proxy_4,0.0,True
AG,1,5,RF,return_autocov_4,0.0010566711800617907,True
AG,1,5,RF,abs_return_sum_4,0.04800877053588822,True
AG,1,5,RF,past_return_8,0.061620218192268345,True
AG,1,5,RF,volume_sum_8,0.04245732275763326,True
AG,1,5,RF,volume_max_8,0.03347930568415064,True
AG,1,5,RF,price_impact_proxy_8,0.0,True
AG,1,5,RF,return_autocov_8,0.00031700820764355147,True
AG,1,5,RF,abs_return_sum_8,0.05024442562773136,True
AG,1,5,RF,past_return_16,0.07044219318082683,True
AG,1,5,RF,volume_sum_16,0.06040617919821407,True
AG,1,5,RF,volume_max_16,0.04988829496911016,True
AG,1,5,RF,price_impact_proxy_16,0.0,True
AG,1,5,RF,return_autocov_16,0.0,True
AG,1,5,RF,abs_return_sum_16,0.052414337544497966,True
AG,1,6,LASSO,past_return_1,0.0,False
AG,1,6,LASSO,volume_sum_1,0.0,False
AG,1,6,LASSO,volume_max_1,0.0,False
AG,1,6,LASSO,price_impact_proxy_1,0.0,False
AG,1,6,LASSO,return_autocov_1,0.0,False
AG,1,6,LASSO,abs_return_sum_1,0.0,False
AG,1,6,LASSO,past_return_2,0.0,False
AG,1,6,LASSO,volume_sum_2,0.0,False
AG,1,6,LASSO,volume_max_2,0.0,False
AG,1,6,LASSO,price_impact_proxy_2,0.0,False
AG,1,6,LASSO,return_autocov_2,0.0,False
AG,1,6,LASSO,abs_return_sum_2,0.0,False
AG,1,6,LASSO,past_return_4,0.0,False
AG,1,6,LASSO,volume_sum_4,0.0,False
AG,1,6,LASSO,volume_max_4,0.0,False
AG,1,6,LASSO,price_impact_proxy_4,0.0,False
AG,1,6,LASSO,return_autocov_4,0.0,False
AG,1,6,LASSO,abs_return_sum_4,0.0,False
AG,1,6,LASSO,past_return_8,0.0,False
AG,1,6,LASSO,volume_sum_8,0.0,False
AG,1,6,LASSO,volume_max_8,0.0,False
AG,1,6,LASSO,price_impact_proxy_8,0.0,False
AG,1,6,LASSO,return_autocov_8,0.0,False
AG,1,6,LASSO,abs_return_sum_8,0.0,False
AG,1,6,LASSO,past_return_16,0.0,False
AG,1,6,LASSO,volume_sum_16,0.0,False
AG,1,6,LASSO,volume_max_16,0.0,False
AG,1,6,LASSO,price_impact_proxy_16,0.0,False
AG,1,6,LASSO,return_autocov_16,0.0,False
AG,1,6,LASSO,abs_return_sum_16,0.0,False
AG,1,6,RF,past_return_1,0.04225315852938834,True
AG,1,6,RF,volume_sum_1,0.042466977882756274,True
AG,1,6,RF,volume_max_1,0.03270145270079508,True
AG,1,6,RF,price_impact_proxy_1,0.0,True
AG,1,6,RF,return_autocov_1,0.016143650012821104,True
AG,1,6,RF,abs_return_sum_1,0.04436142238398952,True
AG,1,6,RF,past_return_2,0.05340797938859576,True
AG,1,6,RF,volume_sum_2,0.04231559835425275,True
AG,1,6,RF,volume_max_2,0.03344578594393965,True
AG,1,6,RF,price_impact_proxy_2,0.0,True
AG,1,6,RF,return_autocov_2,0.010419772884792114,True
AG,1,6,RF,abs_return_sum_2,0.05179735447236546,True
AG,1,6,RF,past_return_4,0.075819620358757,True
AG,1,6,RF,volume_sum_4,0.03124557620833208,True
AG,1,6,RF,volume_max_4,0.022746895886347637,True
AG,1,6,RF,price_impact_proxy_4,0.0,True
AG,1,6,RF,return_autocov_4,0.007908285163895752,True
AG,1,6,RF,abs_return_sum_4,0.053491362227954885,True
AG,1,6,RF,past_return_8,0.057475757403372435,True
AG,1,6,RF,volume_sum_8,0.03805897812492236,True
AG,1,6,RF,volume_max_8,0.030767495861076063,True
AG,1,6,RF,price_impact_proxy_8,0.0,True
AG,1,6,RF,return_autocov_8,0.0075709700698998635,True
AG,1,6,RF,abs_return_sum_8,0.06681702701060727,True
AG,1,6,RF,past_return_16,0.0813831537778778,True
AG,1,6,RF,volume_sum_16,0.04667341582504754,True
AG,1,6,RF,volume_max_16,0.03287352127399017,True
AG,1,6,RF,price_impact_proxy_16,0.0,True
AG,1,6,RF,return_autocov_16,0.001393393294553102,True
AG,1,6,RF,abs_return_sum_16,0.07646139495966987,True
AG,1,7,LASSO,past_return_1,0.1345110869196838,True
AG,1,7,LASSO,volume_sum_1,0.31266125909606846,True
AG,1,7,LASSO,volume_max_1,4.785334831951129e-15,True
AG,1,7,LASSO,price_impact_proxy_1,0.01408767607238254,True
AG,1,7,LASSO,return_autocov_1,0.02969714941314964,True
AG,1,7,LASSO,abs_return_sum_1,2.1368209905415787,True
AG,1,7,LASSO,past_return_2,0.0,False
AG,1,7,LASSO,volume_sum_2,0.0,False
AG,1,7,LASSO,volume_max_2,0.0,False
AG,1,7,LASSO,price_impact_proxy_2,0.17657783689302559,True
AG,1,7,LASSO,return_autocov_2,1.5895859301499937,True
AG,1,7,LASSO,abs_return_sum_2,3.667442749305105,True
AG,1,7,LASSO,past_return_4,0.2302862412150224,True
AG,1,7,LASSO,volume_sum_4,0.0,False
AG,1,7,LASSO,volume_max_4,0.666860259542339,True
AG,1,7,LASSO,price_impact_proxy_4,0.20238622196129538,True
AG,1,7,LASSO,return_autocov_4,0.5612513311474873,True
AG,1,7,LASSO,abs_return_sum_4,0.40817264176278956,True
AG,1,7,LASSO,past_return_8,0.43319490809932176,True
AG,1,7,LASSO,volume_sum_8,1.6111520982262126,True
AG,1,7,LASSO,volume_max_8,0.0,False
AG,1,7,LASSO,price_impact_proxy_8,0.15127010003055716,True
AG,1,7,LASSO,return_autocov_8,0.709128553055982,True
AG,1,7,LASSO,abs_return_sum_8,2.27300551536336,True
AG,1,7,LASSO,past_return_16,0.896820616012729,True
AG,1,7,LASSO,volume_sum_16,0.6950919564879046,True
AG,1,7,LASSO,volume_max_16,0.4044403324920711,True
AG,1,7,LASSO,price_impact_proxy_16,0.49959896344890453,True
AG,1,7,LASSO,return_autocov_16,0.1309784147444184,True
AG,1,7,LASSO,abs_return_sum_16,1.2851668721536014,True
AG,1,7,RF,past_return_1,0.06189472427891116,True
AG,1,7,RF,volume_sum_1,0.018044927862788784,True
AG,1,7,RF,volume_max_1,0.01962396304441617,True
AG,1,7,RF,price_impact_proxy_1,0.0,True
AG,1,7,RF,return_autocov_1,0.06559781422478124,True
AG,1,7,RF,abs_return_sum_1,0.03719758255620597,True
AG,1,7,RF,past_return_2,0.05925818768366715,True
AG,1,7,RF,volume_sum_2,0.020263537868181473,True
AG,1,7,RF,volume_max_2,0.013916699298755773,True
AG,1,7,RF,price_impact_proxy_2,0.0,True
AG,1,7,RF,return_autocov_2,0.04067302496145838,True
AG,1,7,RF,abs_return_sum_2,0.051030972550611155,True
AG,1,7,RF,past_return_4,0.06235469701237089,True
AG,1,7,RF,volume_sum_4,0.013314181857032712,True
AG,1,7,RF,volume_max_4,0.01122665628355258,True
AG,1,7,RF,price_impact_proxy_4,0.0,True
AG,1,7,RF,return_autocov_4,0.015926504267975473,True
AG,1,7,RF,abs_return_sum_4,0.06266857584868876,True
AG,1,7,RF,past_return_8,0.05653021366685124,True
AG,1,7,RF,volume_sum_8,0.016522239404721143,True
AG,1,7,RF,volume_max_8,0.01927195201865161,True
AG,1,7,RF,price_impact_proxy_8,0.0,True
AG,1,7,RF,return_autocov_8,0.018532093159431915,True
AG,1,7,RF,abs_return_sum_8,0.08252238429964925,True
AG,1,7,RF,past_return_16,0.07974960208622427,True
AG,1,7,RF,volume_sum_16,0.030541247673603934,True
AG,1,7,RF,volume_max_16,0.022778029459641566,True
AG,1,7,RF,price_impact_proxy_16,0.0,True
AG,1,7,RF,return_autocov_16,0.027214538733072308,True
AG,1,7,RF,abs_return_sum_16,0.09334564989875511,True
AG,1,8,LASSO,past_return_1,0.0,False
AG,1,8,LASSO,volume_sum_1,0.0,False
AG,1,8,LASSO,volume_max_1,0.0,False
AG,1,8,LASSO,price_impact_proxy_1,0.0,False
AG,1,8,LASSO,return_autocov_1,0.0,False
AG,1,8,LASSO,abs_return_sum_1,0.0,False
AG,1,8,LASSO,past_return_2,0.0,False
AG,1,8,LASSO,volume_sum_2,0.0,False
AG,1,8,LASSO,volume_max_2,0.0,False
AG,1,8,LASSO,price_impact_proxy_2,0.0,False
AG,1,8,LASSO,return_autocov_2,0.0,False
AG,1,8,LASSO,abs_return_sum_2,0.0,False
AG,1,8,LASSO,past_return_4,0.0,False
AG,1,8,LASSO,volume_sum_4,0.0,False
AG,1,8,LASSO,volume_max_4,0.0,False
AG,1,8,LASSO,price_impact_proxy_4,0.0,False
AG,1,8,LASSO,return_autocov_4,0.0,False
AG,1,8,LASSO,abs_return_sum_4,0.0,False
AG,1,8,LASSO,past_return_8,0.0,False
AG,1,8,LASSO,volume_sum_8,0.0,False
AG,1,8,LASSO,volume_max_8,0.0,False
AG,1,8,LASSO,price_impact_proxy_8,0.0,False
AG,1,8,LASSO,return_autocov_8,0.0,False
AG,1,8,LASSO,abs_return_sum_8,0.0,False
AG,1,8,LASSO,past_return_16,0.0,False
AG,1,8,LASSO,volume_sum_16,0.0,False
