instrument,horizon,fold,model,oos_r2,spearman_ic,gross_mean_all,gross_win_rate_all
SC,1,3,LASSO,0.0,,-4.573971762457181e-05,0.4362745098039216
SC,1,3,RF,0.0012977156013809221,0.04126856724119225,-1.3691526144790498e-05,0.43995098039215685
SC,1,4,LASSO,0.0,0.0238530441656332,3.8485071277591226e-05,0.46782431052093976
SC,1,4,RF,-0.00289150122608417,-0.02467405164898344,-6.71787872284171e-06,0.4473953013278856
SC,1,5,LASSO,0.0,0.06873345241071008,-1.0977583335439455e-05,0.420443587270974
SC,1,5,RF,-0.0031888373938371295,-0.029502213175276147,-2.7357683166749526e-05,0.4136933461909354
SC,1,6,LASSO,0.0,,-4.461226227920843e-05,0.45625
SC,1,6,RF,-0.0077581446261996145,-0.016133403023229242,-4.497740585716476e-05,0.4552083333333333
SC,1,7,LASSO,0.0,-0.021038866546859714,5.411986094437019e-05,0.4583333333333333
SC,1,7,RF,-0.0024904760600787945,0.006882744991051221,-2.6060315972184785e-05,0.4599358974358974
SC,1,8,LASSO,0.0,,2.2043124677336118e-05,0.4924812030075188
SC,1,8,RF,8.270773491059202e-05,0.025901855722174703,0.00015685726414013313,0.4859022556390977
SC,1,9,LASSO,-0.005034794715121249,-0.04456017620804741,-6.932713274220818e-06,0.48040313549832026
SC,1,9,RF,-0.00294791790062221,0.013935038064084903,5.5856241592249646e-05,0.5005599104143337
SC,1,10,LASSO,-0.0019463711827252261,-0.02083228913712722,-2.11500581806677e-05,0.4711211778029445
SC,1,10,RF,-0.008903403124462805,0.017788345152089508,1.5232818445500165e-05,0.47565118912797283
SC,1,11,LASSO,0.0018626010934127413,-0.0379081790846387,2.3660883898143684e-05,0.45625
SC,1,11,RF,0.009025010828670021,-0.05198129947952652,-8.244354018939516e-05,0.45208333333333334
SC,1,12,LASSO,0.0008486983939439696,0.0024295835937103633,3.0348162608465926e-05,0.46543778801843316
SC,1,12,RF,0.0017354540445089217,-0.012746076186267228,6.811871451258705e-05,0.47096774193548385
SC,1,13,LASSO,0.0004545197783762944,-0.008628340884909227,6.810107667086663e-05,0.47030185004868547
SC,1,13,RF,0.0012940344590320896,-0.025617669044802838,0.00012053217647638775,0.49269717624148
SC,3,0,LASSO,0.0,-0.08353903915533892,8.835372150147488e-05,0.5113421550094518
SC,3,0,RF,-0.027001777612517097,-0.03571596058930373,-5.5764326583164466e-05,0.4725897920604915
SC,3,1,LASSO,0.0,,-1.7927622828007646e-05,0.45962732919254656
SC,3,1,RF,0.002963125758759899,0.07438377524456762,9.177780573270098e-05,0.47929606625258797
SC,3,2,LASSO,0.0,-0.02579944735845272,5.592232282427188e-06,0.457233368532207
SC,3,2,RF,-0.006508779630203021,0.030647061957866296,-1.4028905709921846e-05,0.4614572333685322
SC,3,3,LASSO,0.0,,-0.00011198184168633429,0.46035805626598464
SC,3,3,RF,0.0012637583110728379,0.015373895840263253,2.6106702400104995e-05,0.46035805626598464
SC,3,4,LASSO,0.0,,0.00010564607550060631,0.5015974440894568
SC,3,4,RF,-0.013874534186045118,-0.09287936499443428,-7.060353711764949e-05,0.4440894568690096
SC,3,5,LASSO,0.0,,-5.3586764462766566e-05,0.44008056394763345
SC,3,5,RF,0.0022538977590933484,0.021136258437180477,-2.878944367699687e-05,0.45317220543806647
SC,3,6,LASSO,0.0,,-0.00015567823989264044,0.47934782608695653
SC,3,6,RF,-0.016213952750340876,-0.020323171178574156,-0.00014861149709048611,0.4532608695652174
SC,3,7,LASSO,0.0,,0.00014928712694450657,0.47157190635451507
SC,3,7,RF,-0.004837019522235586,-0.05421102114042891,-0.00015100355650627713,0.45819397993311034
SC,3,8,LASSO,0.0,0.02150948687142408,3.2434281965699184e-05,0.5049019607843137
SC,3,8,RF,0.0019045210446951844,0.07538672815693359,0.0005308565824987324,0.5176470588235295
SC,3,9,LASSO,0.0,,3.056765982242372e-05,0.504093567251462
SC,3,9,RF,-0.013563616689050484,-0.003967001413509662,-0.00014134336364627424,0.4678362573099415
SC,3,10,LASSO,0.0,-0.06715207178179892,-0.0002272710309015746,0.4935064935064935
SC,3,10,RF,-0.007497648003041979,0.025783665095747258,0.0002380888057558632,0.48406139315230223
SC,3,11,LASSO,0.0,,0.0003464214183984052,0.525
SC,3,11,RF,0.007735874481579641,-0.10382729250407025,0.00016143115420606778,0.4880434782608696
SC,3,12,LASSO,0.001629069809410244,0.004384046105747044,1.927137841865647e-05,0.46487006737247355
SC,3,12,RF,0.01169058789163846,0.05475922334273254,0.00013847290471530728,0.48604427333974976
SC,3,13,LASSO,0.0,-0.00828135078926013,-0.00043473167780114637,0.4294416243654822
SC,3,13,RF,0.004488277066091895,0.015716654405766188,8.145179135117827e-05,0.4812182741116751
