horizon,approx_minutes,feature_set,model,quantile,oos_rows,pinball_loss,baseline_pinball_loss,pinball_skill,calibration,calibration_error,positive_skill_fold_share,median_fold_skill
8,120,F1_DIRECTION,gbr_quantile,0.1,2250,0.0023694282342851232,0.002455800757684444,0.035170818776341095,0.0791111111111111,-0.0208888888888889,0.8,0.03690762902144451
8,120,F1_DIRECTION,gbr_quantile,0.5,2250,0.004660762362436586,0.004640076949079572,-0.00445798929285357,0.4777777777777778,-0.0222222222222222,0.2,-0.010011270563200947
8,120,F1_DIRECTION,gbr_quantile,0.9,2250,0.002373097780808168,0.002367413759264687,-0.00240094133154245,0.8897777777777778,-0.010222222222222244,0.6,0.007702766380407011
8,120,F1_DIRECTION,linear_qr,0.1,2250,0.0024558154113776976,0.002455800757684444,-5.966971549975497e-06,0.07111111111111111,-0.028888888888888895,0.4,-0.0020367967705565704
8,120,F1_DIRECTION,linear_qr,0.5,2250,0.004664042283553531,0.004640076949079572,-0.005164857121326971,0.476,-0.02400000000000002,0.4,-0.00557112729361342
8,120,F1_DIRECTION,linear_qr,0.9,2250,0.0024314765841551293,0.002367413759264687,-0.027060257058884263,0.8893333333333333,-0.010666666666666713,0.4,-0.027196553768424225
8,120,F2_ACTIVITY,gbr_quantile,0.1,2250,0.002403447750546087,0.002455800757684444,0.021318100409627783,0.08177777777777778,-0.018222222222222223,0.4,-0.000329922345828626
8,120,F2_ACTIVITY,gbr_quantile,0.5,2250,0.004677541476462492,0.004640076949079572,-0.008074117691162952,0.4777777777777778,-0.0222222222222222,0.2,-0.010326985346843953
8,120,F2_ACTIVITY,gbr_quantile,0.9,2250,0.0023557786525177996,0.002367413759264687,0.00491469085256202,0.884,-0.016000000000000014,0.6,0.017627646156389343
8,120,F2_ACTIVITY,linear_qr,0.1,2250,0.0024707926861669708,0.002455800757684444,-0.006104700650333861,0.07022222222222223,-0.029777777777777778,0.4,-0.007764734497896164
8,120,F2_ACTIVITY,linear_qr,0.5,2250,0.004678104985544758,0.004640076949079572,-0.008195561600057077,0.4742222222222222,-0.02577777777777779,0.4,-0.005095995755891369
8,120,F2_ACTIVITY,linear_qr,0.9,2250,0.002418666169002755,0.002367413759264687,-0.021649113737510106,0.8906666666666667,-0.009333333333333305,0.4,-0.008858623883754024
8,120,F3_VOL,gbr_quantile,0.1,2250,0.002414209550126712,0.002455800757684444,0.016935904685096648,0.08088888888888889,-0.01911111111111112,0.6,0.0034646833467512073
8,120,F3_VOL,gbr_quantile,0.5,2250,0.0046825819451185285,0.004640076949079572,-0.009160407576298546,0.47644444444444445,-0.023555555555555552,0.6,5.8674822926985115e-05
8,120,F3_VOL,gbr_quantile,0.9,2250,0.0023608197405558507,0.002367413759264687,0.002785325836276553,0.8875555555555555,-0.01244444444444448,0.6,0.016170400242413896
8,120,F3_VOL,linear_qr,0.1,2250,0.0025095476442192582,0.002455800757684444,-0.021885686925795955,0.07377777777777778,-0.02622222222222223,0.2,-0.019261311649177326
8,120,F3_VOL,linear_qr,0.5,2250,0.004691084612329619,0.004640076949079572,-0.01099284856906646,0.4751111111111111,-0.024888888888888905,0.4,-0.009604084318925121
8,120,F3_VOL,linear_qr,0.9,2250,0.002430185464642437,0.002367413759264687,-0.026514885761771856,0.8871111111111111,-0.01288888888888895,0.4,-0.0016911594802768715
8,120,F4_TAIL,gbr_quantile,0.1,2250,0.002438068687185548,0.002455800757684444,0.0072204841713688905,0.08533333333333333,-0.014666666666666675,0.4,-0.0008038349731664951
8,120,F4_TAIL,gbr_quantile,0.5,2250,0.004722717499413968,0.004640076949079572,-0.017810168072921462,0.47555555555555556,-0.024444444444444435,0.2,-0.02491208709132242
8,120,F4_TAIL,gbr_quantile,0.9,2250,0.0023598166285613872,0.002367413759264687,0.0032090422189907652,0.8875555555555555,-0.01244444444444448,0.6,0.022316173750342894
8,120,F4_TAIL,linear_qr,0.1,2250,0.0025160770347740836,0.002455800757684444,-0.02454444925999355,0.07422222222222222,-0.02577777777777779,0.0,-0.016315371942148937
8,120,F4_TAIL,linear_qr,0.5,2250,0.004717709646324612,0.004640076949079572,-0.01673090728817339,0.4711111111111111,-0.02888888888888891,0.0,-0.00982559440777786
8,120,F4_TAIL,linear_qr,0.9,2250,0.0024298512301206532,0.002367413759264687,-0.026373704474607296,0.8844444444444445,-0.015555555555555545,0.4,-0.003602604072458604
16,240,F1_DIRECTION,gbr_quantile,0.1,2250,0.0034158696185157054,0.0034402210446655437,0.0070784481094893215,0.07866666666666666,-0.021333333333333343,0.6,0.002682979158341925
16,240,F1_DIRECTION,gbr_quantile,0.5,2250,0.0071504509996638725,0.007094775955801348,-0.007847329388463553,0.4457777777777778,-0.05422222222222223,0.2,-0.015175935127546003
16,240,F1_DIRECTION,gbr_quantile,0.9,2250,0.003364013404461408,0.0032685120965872602,-0.029218587862612777,0.9013333333333333,0.0013333333333332975,0.2,-0.03149328516849326
16,240,F1_DIRECTION,linear_qr,0.1,2250,0.0034310011721643543,0.0034402210446655437,0.0026800232838194438,0.06977777777777777,-0.030222222222222234,0.6,0.012841840295450102
16,240,F1_DIRECTION,linear_qr,0.5,2250,0.007069356902004649,0.007094775955801348,0.003582784566426578,0.452,-0.04799999999999999,0.4,-0.001760692815955478
16,240,F1_DIRECTION,linear_qr,0.9,2250,0.0033702748372141525,0.0032685120965872602,-0.031134270768997663,0.9124444444444444,0.01244444444444437,0.0,-0.028616540085004027
16,240,F2_ACTIVITY,gbr_quantile,0.1,2250,0.003397944148597629,0.0034402210446655437,0.012289005711847989,0.08088888888888889,-0.01911111111111112,0.6,0.007287983357170513
16,240,F2_ACTIVITY,gbr_quantile,0.5,2250,0.007195256027028743,0.007094775955801348,-0.014162543236510894,0.4408888888888889,-0.059111111111111114,0.0,-0.01285651171313651
16,240,F2_ACTIVITY,gbr_quantile,0.9,2250,0.0033318341747865365,0.0032685120965872602,-0.0193733651056065,0.9031111111111111,0.0031111111111110645,0.2,-0.021772590662796576
16,240,F2_ACTIVITY,linear_qr,0.1,2250,0.0034389129327605625,0.0034402210446655437,0.000380240655468822,0.06977777777777777,-0.030222222222222234,0.6,0.010615325476969084
16,240,F2_ACTIVITY,linear_qr,0.5,2250,0.00708401473473659,0.007094775955801348,0.0015167809571151603,0.4524444444444444,-0.04755555555555557,0.4,-0.005319044637161596
16,240,F2_ACTIVITY,linear_qr,0.9,2250,0.003339660200614274,0.0032685120965872602,-0.0217677346525047,0.9097777777777778,0.009777777777777774,0.2,-0.0234637775388864
16,240,F3_VOL,gbr_quantile,0.1,2250,0.003362778780409036,0.0034402210446655437,0.022510839638223534,0.07644444444444444,-0.023555555555555566,0.6,0.018386703083995593
16,240,F3_VOL,gbr_quantile,0.5,2250,0.007214689555922689,0.007094775955801348,-0.016901675383179438,0.44355555555555554,-0.056444444444444464,0.0,-0.021953745224545074
16,240,F3_VOL,gbr_quantile,0.9,2250,0.0033542547730548472,0.0032685120965872602,-0.02623293839331753,0.892,-0.008000000000000007,0.2,-0.015002468708390282
16,240,F3_VOL,linear_qr,0.1,2250,0.0034395838497273392,0.0034402210446655437,0.0001852191850266749,0.07111111111111111,-0.028888888888888895,0.6,0.007566064503508718
16,240,F3_VOL,linear_qr,0.5,2250,0.007105380941160559,0.007094775955801348,-0.0014947597253638367,0.4524444444444444,-0.04755555555555557,0.4,-0.006571909356543282
16,240,F3_VOL,linear_qr,0.9,2250,0.003343787001768594,0.0032685120965872602,-0.02303032785466219,0.9084444444444445,0.008444444444444477,0.2,-0.03687668309853076
16,240,F4_TAIL,gbr_quantile,0.1,2250,0.003442212911255844,0.0034402210446655437,-0.0005789937810505297,0.08,-0.020000000000000004,0.2,-0.012145182010557143
16,240,F4_TAIL,gbr_quantile,0.5,2250,0.0073270354820086665,0.007094775955801348,-0.03273669636000287,0.43644444444444447,-0.06355555555555553,0.2,-0.033654673536883895
16,240,F4_TAIL,gbr_quantile,0.9,2250,0.0033772390592641055,0.0032685120965872602,-0.033264971786511,0.8951111111111111,-0.004888888888888943,0.0,-0.015353281658996076
16,240,F4_TAIL,linear_qr,0.1,2250,0.003465545772715779,0.0034402210446655437,-0.007361366528904956,0.08,-0.020000000000000004,0.4,-0.016721072390565972
16,240,F4_TAIL,linear_qr,0.5,2250,0.007152176141229444,0.007094775955801348,-0.008090485983727191,0.452,-0.04799999999999999,0.2,-0.00974540858605999
16,240,F4_TAIL,linear_qr,0.9,2250,0.0034087333582765514,0.0032685120965872602,-0.042900640274729174,0.9013333333333333,0.0013333333333332975,0.2,-0.04023154985173427
