horizon,feature_set,model,decile,n,mean_pred_width,median_abs_return,mean_abs_return,median_path_range,mean_path_range
4,F3_VOL,linear_qr,10,225,0.02421524102058185,0.0054353052936829,0.006624969612065047,0.011807681286511,0.013260335051310284
4,F3_VOL,gbr_quantile,1,225,0.01008342721277064,0.002328449209794,0.003090988521543329,0.005798905824415,0.007090169262592081
4,F3_VOL,gbr_quantile,2,225,0.011794558590615166,0.0027116822256614,0.004139535805151862,0.0066781589889463,0.008390345627167188
4,F3_VOL,gbr_quantile,3,225,0.01368070057306264,0.0030916173159878,0.00391229075961932,0.0070330272491962,0.00829455505777001
4,F3_VOL,gbr_quantile,4,225,0.016932441262094478,0.0043776518181195,0.006422847598518691,0.010545915039579001,0.012056511184389532
4,F3_VOL,gbr_quantile,5,225,0.018930542281358407,0.0048591267159674,0.006731018914116286,0.0111146772592314,0.012393906565860178
4,F3_VOL,gbr_quantile,6,225,0.020050950789777228,0.0039835217511995,0.006575758245276187,0.010536924733229501,0.013081104503291531
4,F3_VOL,gbr_quantile,7,225,0.02106429032060437,0.0046823048581677,0.007017201674435248,0.0113523756758298,0.013321249655397912
4,F3_VOL,gbr_quantile,8,225,0.02209690578948156,0.0055534749015944,0.007109030504843681,0.0114487158722718,0.013133151659571678
4,F3_VOL,gbr_quantile,9,225,0.023670815450636762,0.0059025361412596,0.008070001661621766,0.0125975830614938,0.014875640291425395
4,F3_VOL,gbr_quantile,10,225,0.027982338682024,0.0060749837522047,0.00793897825687633,0.013347717269737101,0.016143461440586006
4,F4_TAIL,linear_qr,1,225,0.015889947537091338,0.0034175980468568,0.005173794320931762,0.0083551071836161,0.010532717091692144
4,F4_TAIL,linear_qr,2,225,0.01732670988045249,0.0039362034195842,0.005541728007422409,0.0092593254127967,0.010599379761951877
4,F4_TAIL,linear_qr,3,225,0.018103004109064603,0.0035566926732945,0.005535291010785894,0.0086518203705135,0.01092806033267438
4,F4_TAIL,linear_qr,4,225,0.018710313793909097,0.0039144368906608,0.0060812808697312875,0.0091812324237776,0.011459704373987462
4,F4_TAIL,linear_qr,5,225,0.019311287446697932,0.003835676449914,0.00613140261712437,0.0101330392004026,0.011697190211711318
4,F4_TAIL,linear_qr,6,225,0.019896157483980034,0.0034880177619688,0.006640139060583356,0.0099034337634798,0.012778796897851743
4,F4_TAIL,linear_qr,7,225,0.02061283753796904,0.0042235570354265,0.006302444791630534,0.0100782781805402,0.012131078163953587
4,F4_TAIL,linear_qr,8,225,0.02141863020949292,0.004392480499728,0.005971451914834829,0.010183025651427601,0.011821621631435365
4,F4_TAIL,linear_qr,9,225,0.022425198021949484,0.0043922931090458,0.006799497671111409,0.0104547126808964,0.013057215258327093
4,F4_TAIL,linear_qr,10,225,0.024940033674108,0.0053119068265572,0.006830621677846854,0.0118076812865111,0.01377433152446655
4,F4_TAIL,gbr_quantile,1,225,0.010347671093277333,0.0024401828688047,0.0028241710111635014,0.0061949872714764,0.00680950306492351
4,F4_TAIL,gbr_quantile,2,225,0.012161907160639376,0.0025920485793984,0.00411814538578727,0.0061497520019338,0.008189788963556256
4,F4_TAIL,gbr_quantile,3,225,0.014067762907572114,0.0030558244296192,0.004737130513240027,0.0071912065643957,0.009491728828611693
4,F4_TAIL,gbr_quantile,4,225,0.01690630905962135,0.0038449659772253,0.005913776088449954,0.0102621137295558,0.011496112760664553
4,F4_TAIL,gbr_quantile,5,225,0.01880249932387665,0.0042152654799977,0.005903441825117787,0.0102406730681737,0.012053315960290772
4,F4_TAIL,gbr_quantile,6,225,0.020019631388382423,0.0048498509536026,0.007309120039783619,0.0107633775207925,0.013059829941775396
4,F4_TAIL,gbr_quantile,7,225,0.021034325989157127,0.0046642433420157,0.007084527339341672,0.011577045632744,0.013512573525344674
4,F4_TAIL,gbr_quantile,8,225,0.022175624443870688,0.0058827722837923,0.007319602059588194,0.0120110892821879,0.013895405483339123
4,F4_TAIL,gbr_quantile,9,225,0.023770969941027183,0.0053532651962825,0.008027501806123492,0.0122776671730346,0.014652568150931874
4,F4_TAIL,gbr_quantile,10,225,0.028103988220353236,0.0063603132665235,0.007770235873407185,0.013194099748213,0.015619268568613663
8,F1_DIRECTION,linear_qr,1,225,0.025177586064893037,0.0066457470308286,0.009428642521885992,0.0141342696495002,0.017275457903773345
8,F1_DIRECTION,linear_qr,2,225,0.028470660759789525,0.0061895239412936,0.008833285394640945,0.0146708082173351,0.017179153494624674
8,F1_DIRECTION,linear_qr,3,225,0.02988237223602429,0.0062470495821477,0.008717499336246751,0.0145215448682608,0.016669772705029565
8,F1_DIRECTION,linear_qr,4,225,0.03093278279683738,0.005946980328106,0.0080274745935402,0.014594106464857499,0.016240761418604584
8,F1_DIRECTION,linear_qr,5,225,0.03171228745650587,0.0063458700529029,0.009049710623324868,0.014339707629700299,0.01737704190346236
8,F1_DIRECTION,linear_qr,6,225,0.03246242050513848,0.0064895931089665,0.00937571206896983,0.0150735123200599,0.017422206145011263
8,F1_DIRECTION,linear_qr,7,225,0.03334397090237729,0.0061555491540052,0.009284565095417856,0.0145317520521614,0.016939684590572185
8,F1_DIRECTION,linear_qr,8,225,0.03428692533050538,0.006569709223161,0.009622611939168732,0.01495609115365,0.017853456033851644
8,F1_DIRECTION,linear_qr,9,225,0.03557018408354087,0.006725143979057,0.010023161017566876,0.0155441738481045,0.018700340915072194
8,F1_DIRECTION,linear_qr,10,225,0.03986304430008478,0.0070996330786074,0.010309681654239788,0.0179703894102419,0.021839844454542373
8,F1_DIRECTION,gbr_quantile,1,225,0.019029828949678234,0.003337715700246,0.0055544862420408535,0.0095980261186658,0.011731920489665626
8,F1_DIRECTION,gbr_quantile,2,225,0.022574389055419034,0.0043075148865134,0.005974097261759976,0.009435067249507299,0.011673291894590432
8,F1_DIRECTION,gbr_quantile,3,225,0.026418964735850183,0.0062987113597721,0.009174537520399706,0.014961928045484501,0.018129903136039398
8,F1_DIRECTION,gbr_quantile,4,225,0.029334850005342448,0.0066126298103801,0.010103376931792453,0.0163743074855906,0.018993090354245765
8,F1_DIRECTION,gbr_quantile,5,225,0.031094741602990823,0.0075507673519165,0.009838960204351623,0.0172567990506428,0.018937254055574518
8,F1_DIRECTION,gbr_quantile,6,225,0.032462726252051065,0.0079828852383739,0.009670384894994116,0.0166649796305903,0.01855139876104022
8,F1_DIRECTION,gbr_quantile,7,225,0.033629059368950664,0.0077124988579373,0.009343408410109935,0.0160403123569451,0.018529015174974725
8,F1_DIRECTION,gbr_quantile,8,225,0.03481203145144258,0.0088408334062763,0.011013653945105282,0.0180540152595604,0.019880794096878356
8,F1_DIRECTION,gbr_quantile,9,225,0.036214559429337434,0.0079966756098591,0.01100071200930446,0.0160906064592414,0.019862560801059255
8,F1_DIRECTION,gbr_quantile,10,225,0.040318763623710126,0.0070283889816896,0.01099872682514343,0.0174976385936978,0.021208490800475894
8,F2_ACTIVITY,linear_qr,1,225,0.024229976752783933,0.0062474172377117,0.009561762115066295,0.0148640226321493,0.018245592782625976
8,F2_ACTIVITY,linear_qr,2,225,0.028113694725305827,0.0057929198927841,0.00825512586503081,0.0135263116120273,0.015776906030487
8,F2_ACTIVITY,linear_qr,3,225,0.029722320090373927,0.0065249986025381,0.008886464639199202,0.015110080603948901,0.016346616465195692
8,F2_ACTIVITY,linear_qr,4,225,0.030931056775184342,0.0066126298103801,0.008150121441633332,0.0141042161075976,0.01584594721847163
8,F2_ACTIVITY,linear_qr,5,225,0.031955740862221325,0.0057950938930402,0.008072331986340059,0.0144466522305194,0.016458736112711977
8,F2_ACTIVITY,linear_qr,6,225,0.033029178501965385,0.006518058777654,0.009035816628810648,0.0164046860794732,0.01732043739562215
8,F2_ACTIVITY,linear_qr,7,225,0.03403300833490274,0.0062256453540451,0.009540862198973155,0.014488632562317,0.01744211451573504
8,F2_ACTIVITY,linear_qr,8,225,0.03513781766892213,0.0059872080827704,0.00975167900184372,0.0150087239834278,0.018099869694333692
8,F2_ACTIVITY,linear_qr,9,225,0.036694169728373124,0.0066847961487173,0.009975890668994977,0.0159901973524461,0.019204932875180308
8,F2_ACTIVITY,linear_qr,10,225,0.0414633301220162,0.0070550653944333,0.011442289699109634,0.0179703894102419,0.02275656647418073
8,F2_ACTIVITY,gbr_quantile,1,225,0.019411848826284737,0.00339275942242,0.005682832979010599,0.0090726428775723,0.011566902076236927
8,F2_ACTIVITY,gbr_quantile,2,225,0.02294640590110536,0.0043104944224674,0.006454156330976433,0.0103399887253563,0.013432204583435439
8,F2_ACTIVITY,gbr_quantile,3,225,0.026020149031384804,0.005909977222689,0.009058242343627565,0.0139171134848605,0.01705022022322672
8,F2_ACTIVITY,gbr_quantile,4,225,0.028240063901887606,0.0071150330942278,0.00983085636083661,0.0156871219852078,0.01829815900866941
8,F2_ACTIVITY,gbr_quantile,5,225,0.030027417419642946,0.0075076848651893,0.009990441910711096,0.015424106543689,0.018134046296229087
8,F2_ACTIVITY,gbr_quantile,6,225,0.03167829455394669,0.0068027473227525,0.009142197848311464,0.016391493180515,0.01807509088620565
8,F2_ACTIVITY,gbr_quantile,7,225,0.03321865684203997,0.0082322217384597,0.010216817046418341,0.017097477930297,0.0192489304420477
8,F2_ACTIVITY,gbr_quantile,8,225,0.03477438237427048,0.0083656375006785,0.010411117484444203,0.0179077507944249,0.020003680328508824
8,F2_ACTIVITY,gbr_quantile,9,225,0.036765549673908424,0.008434158523786,0.010518687220998277,0.0176427992427496,0.019881487788538404
8,F2_ACTIVITY,gbr_quantile,10,225,0.04109468092052407,0.0076221480168652,0.011366994719667246,0.017979531303593217,0.02180699793144603
8,F3_VOL,linear_qr,1,225,0.023771483786821854,0.0066457470308286,0.009919739839853194,0.0149604432384452,0.0184923465017071
8,F3_VOL,linear_qr,2,225,0.02790642040437361,0.0061421062540668,0.0088400612742848,0.014235974525975699,0.016536011165396207
8,F3_VOL,linear_qr,3,225,0.029573318129633742,0.0066782340705536,0.008460938324816487,0.0139989053505525,0.015821801973848516
8,F3_VOL,linear_qr,4,225,0.030787985247734684,0.0059876434627699,0.007781816382181113,0.0139572104319665,0.015316001083056703
8,F3_VOL,linear_qr,5,225,0.031854968047475105,0.0062359892780499,0.008662107963713962,0.0151509082706035,0.016796740669141923
8,F3_VOL,linear_qr,6,225,0.03287509548868313,0.0063560202652298,0.008923322604643576,0.0145906067625939,0.017392609012400976
8,F3_VOL,linear_qr,7,225,0.0339941005125987,0.0059382597302593,0.009118710606124632,0.014646315517239,0.017302393777779496
8,F3_VOL,linear_qr,8,225,0.03527308700448457,0.0066459084666648,0.010267162263549725,0.0153320097488584,0.018870936327824824
8,F3_VOL,linear_qr,9,225,0.03694058260239489,0.006558730702193,0.009420754745704056,0.0155454429456428,0.01839950622657595
8,F3_VOL,linear_qr,10,225,0.042627198605232196,0.0072856202019577,0.01127773024013029,0.0186564664940923,0.02256937282681249
8,F3_VOL,gbr_quantile,1,225,0.01928979715364209,0.003493730725416,0.005531089797402886,0.0090726428775723,0.011338391474196612
8,F3_VOL,gbr_quantile,2,225,0.022843836194054792,0.0042536286386995,0.006164775771180256,0.0100972190274653,0.012954885929667948
8,F3_VOL,gbr_quantile,3,225,0.025622461944720665,0.0064325787936115,0.009031078051203912,0.013541712576156701,0.016802685707978243
8,F3_VOL,gbr_quantile,4,225,0.028166419204136275,0.0075214505988921,0.010078325989010126,0.0152563801840961,0.01887745920855458
8,F3_VOL,gbr_quantile,5,225,0.030120186901993955,0.0072851698835882,0.009415062982999966,0.016318713118029,0.017599218184520912
8,F3_VOL,gbr_quantile,6,225,0.031664808336403644,0.0071372230015319,0.010587429013887933,0.0172158185708368,0.01974427173458417
8,F3_VOL,gbr_quantile,7,225,0.03316741048283127,0.0089955629085778,0.010464141475647174,0.0177007593791555,0.019419695911015552
8,F3_VOL,gbr_quantile,8,225,0.034791285465612,0.0071708049768209,0.009682152745091788,0.0174339940101709,0.019794480378332476
8,F3_VOL,gbr_quantile,9,225,0.036869737327572476,0.0079966756098591,0.011011187134242187,0.0179703894102419,0.020672317838023844
8,F3_VOL,gbr_quantile,10,225,0.0410893412079178,0.0081729104056947,0.010707101284335602,0.0173143760814865,0.02029431319766985
8,F4_TAIL,linear_qr,1,225,0.02400762891325453,0.0059299196892161,0.009450584120966419,0.014713593808876699,0.018089144946862607
8,F4_TAIL,linear_qr,2,225,0.028056997292952114,0.0071150330942278,0.008987660083993805,0.014856830644362102,0.016663793099268947
8,F4_TAIL,linear_qr,3,225,0.029640204736283562,0.0060251821474264,0.008820677726930399,0.014715016451304401,0.01612122366877439
8,F4_TAIL,linear_qr,4,225,0.030821758301476012,0.0062657616381729,0.008543121413380527,0.0142058463739846,0.016380333220447525
8,F4_TAIL,linear_qr,5,225,0.031910199228648496,0.0065044796900768,0.008827908415276002,0.0143531293548143,0.01698710917051576
8,F4_TAIL,linear_qr,6,225,0.03302670558592599,0.0066440730698414,0.009577957000333528,0.0146525051872986,0.017540434288603978
8,F4_TAIL,linear_qr,7,225,0.03406847083350241,0.0059171770280885,0.008689311286724094,0.014488632562317,0.016679673534124154
8,F4_TAIL,linear_qr,8,225,0.035248176845148665,0.0061654129089649,0.009211278777012236,0.0145701652896751,0.017431540071444252
8,F4_TAIL,linear_qr,9,225,0.03702943329591262,0.0065529829987773,0.009311243740997092,0.0156412573332464,0.018953103875686564
8,F4_TAIL,linear_qr,10,225,0.04291874937804683,0.0072856202019577,0.011252601679387735,0.0185207918209587,0.022651363688816
8,F4_TAIL,gbr_quantile,1,225,0.019459143562035597,0.0035886335613604,0.005959942609591351,0.0090726428775723,0.01223610772790823
8,F4_TAIL,gbr_quantile,2,225,0.02310884960971024,0.0040055724149481,0.0062078692680826875,0.010114339829299601,0.013006999963259514
8,F4_TAIL,gbr_quantile,3,225,0.025856181619868527,0.0059299196892161,0.008391714219322178,0.013917113484860601,0.01691419693352704
8,F4_TAIL,gbr_quantile,4,225,0.028251139865081355,0.0064325787936115,0.009379281391041263,0.0152563801840961,0.017577042905034014
8,F4_TAIL,gbr_quantile,5,225,0.030139099064625,0.0077811558184297,0.009662662267445181,0.0158314652166804,0.018231472254715643
8,F4_TAIL,gbr_quantile,6,225,0.031672796130053506,0.0072851698835882,0.009917536269249008,0.0167247643094003,0.01865524906659592
8,F4_TAIL,gbr_quantile,7,225,0.03317210934238386,0.0085046579228342,0.009915256626791163,0.017097477930297,0.018652666048808345
8,F4_TAIL,gbr_quantile,8,225,0.034704368626677355,0.0078498334559141,0.010600263169551238,0.0172644558315476,0.019993261701526523
8,F4_TAIL,gbr_quantile,9,225,0.03696665516835621,0.0087380231320106,0.011315161573889567,0.018160626364169798,0.020941754151971442
8,F4_TAIL,gbr_quantile,10,225,0.04187084236942153,0.0074413014785457,0.011322656850038196,0.017267934442912303,0.02128896881119752
16,F1_DIRECTION,linear_qr,1,225,0.03980269039186521,0.0100704525808123,0.013175787711737493,0.0222371235485695,0.025436260026235655
16,F1_DIRECTION,linear_qr,2,225,0.04406401800255071,0.0103406162987012,0.013201710929248088,0.023924586085245,0.024870625444654917
16,F1_DIRECTION,linear_qr,3,225,0.0459357261034026,0.0104004446048846,0.013068376396585894,0.022421210637918403,0.02392633810849432
16,F1_DIRECTION,linear_qr,4,225,0.04763371705491209,0.0110310834322736,0.013048426717938745,0.0224212106379185,0.02488653814401355
16,F1_DIRECTION,linear_qr,5,225,0.049509166031031684,0.0117352562184209,0.013544038496382369,0.0226170201341955,0.0254332635247171
16,F1_DIRECTION,linear_qr,6,225,0.05153078315152925,0.0113645658101456,0.01378279795473526,0.023480120190437298,0.026192109886557548
16,F1_DIRECTION,linear_qr,7,225,0.05363564683993863,0.0131524412048058,0.01411150269169817,0.0243914531241589,0.02590337833506254
16,F1_DIRECTION,linear_qr,8,225,0.05605365860900608,0.0129259441613969,0.015826777710479887,0.0249234084524567,0.02873129104104994
16,F1_DIRECTION,linear_qr,9,225,0.05941444574919001,0.0112540832448372,0.015655593767450408,0.024744988263629,0.029411061717535908
16,F1_DIRECTION,linear_qr,10,225,0.06557835298844478,0.0112385423979381,0.015586249038169358,0.0262479150136434,0.030710773639782182
16,F1_DIRECTION,gbr_quantile,1,225,0.03375255161279999,0.0112988459578636,0.015325954570887394,0.0224212106379185,0.026143232142225577
16,F1_DIRECTION,gbr_quantile,2,225,0.040038322697755806,0.0110444968874746,0.012036029533660569,0.02166894757798,0.024149957094516887
16,F1_DIRECTION,gbr_quantile,3,225,0.042900954528101554,0.0102243324420942,0.012593044683321095,0.0230023471347904,0.024236609134230865
16,F1_DIRECTION,gbr_quantile,4,225,0.044812783585443175,0.0095448134364492,0.011779694030811921,0.021642844217195003,0.023466973611859426
16,F1_DIRECTION,gbr_quantile,5,225,0.04680723708101912,0.0113881563066562,0.014296097810385664,0.0242787289164321,0.027541980889556245
16,F1_DIRECTION,gbr_quantile,6,225,0.04951606369993657,0.0113645658101456,0.013640870417051032,0.0242787289164319,0.02645357106413819
16,F1_DIRECTION,gbr_quantile,7,225,0.052407102365404065,0.0121693874823339,0.014837992702056163,0.0246062348126391,0.027376889958610578
16,F1_DIRECTION,gbr_quantile,8,225,0.05501153677029991,0.0112662294078037,0.014528964578610078,0.0243914531241592,0.02779506944476142
16,F1_DIRECTION,gbr_quantile,9,225,0.058109454396965105,0.0131875511587267,0.016365035036166306,0.025754925737155498,0.02912617576444095
16,F1_DIRECTION,gbr_quantile,10,225,0.06464269358855151,0.0114278945515231,0.015597578051475445,0.0244818040342477,0.029211180763763517
16,F2_ACTIVITY,linear_qr,1,225,0.038032197717726875,0.0103656138147567,0.01364131961483461,0.022760584238448598,0.026009398812034675
16,F2_ACTIVITY,linear_qr,2,225,0.043566388502917115,0.0104616903500293,0.01269837738709923,0.022510428951870397,0.023741624700193496
16,F2_ACTIVITY,linear_qr,3,225,0.04569467715335559,0.0091336262108211,0.012114582339197117,0.0218205034236555,0.024131703211058918
16,F2_ACTIVITY,linear_qr,4,225,0.0474598732845352,0.0115654066445727,0.013523448391600208,0.022204859676331103,0.02490861016658058
16,F2_ACTIVITY,linear_qr,5,225,0.04948791443461034,0.0112668576797078,0.012600064998733503,0.022623822250927902,0.024221039300473302
16,F2_ACTIVITY,linear_qr,6,225,0.05151883838740268,0.012603604139521,0.014396468292326188,0.024139103113356798,0.02603945100753275
16,F2_ACTIVITY,linear_qr,7,225,0.05366323235215601,0.0122442448672204,0.01445227882368137,0.0241889906007266,0.026872339523638777
16,F2_ACTIVITY,linear_qr,8,225,0.05609600576334443,0.0132729856363358,0.016031375425424044,0.024781417876766403,0.028735270079340076
16,F2_ACTIVITY,linear_qr,9,225,0.059582030892531765,0.0104406878678265,0.015718062956826807,0.0259841623572467,0.030083663432589235
16,F2_ACTIVITY,linear_qr,10,225,0.06599431469000117,0.0119965946295855,0.015825283184702596,0.0267926032185566,0.030758539634661856
16,F2_ACTIVITY,gbr_quantile,1,225,0.032642765689866744,0.0105264129869875,0.014285527961166335,0.0207145265349201,0.0253381973196844
16,F2_ACTIVITY,gbr_quantile,2,225,0.039457640004990996,0.0101549014570857,0.012439835106420301,0.021727080487981,0.024026484639078104
16,F2_ACTIVITY,gbr_quantile,3,225,0.042775281518101324,0.0101310700770838,0.011812798012311655,0.0220350825278164,0.02370763859445744
16,F2_ACTIVITY,gbr_quantile,4,225,0.04484130907091872,0.0100435154783125,0.012213657991005258,0.0227165163297943,0.023891624077506755
16,F2_ACTIVITY,gbr_quantile,5,225,0.0467842597811833,0.0117352562184209,0.014510497827217188,0.0243479961194261,0.02626278989763359
16,F2_ACTIVITY,gbr_quantile,6,225,0.04888172026573376,0.0109282949653381,0.012457050746874962,0.0236870146777222,0.025242010810085737
16,F2_ACTIVITY,gbr_quantile,7,225,0.05128618209658601,0.012140130520036,0.014536641864985681,0.024219397408135,0.027685334517812445
16,F2_ACTIVITY,gbr_quantile,8,225,0.05434123302635112,0.0114278945515231,0.01459099515827528,0.0241889906007266,0.027497194725447312
16,F2_ACTIVITY,gbr_quantile,9,225,0.05769602736474304,0.0140781302124537,0.017823969464561253,0.0268704745298269,0.031125191028119996
16,F2_ACTIVITY,gbr_quantile,10,225,0.06572647461834932,0.0137313512577541,0.01633028728160776,0.0276022678913615,0.03072517425827788
16,F3_VOL,linear_qr,1,225,0.035259036936500995,0.0098993207206098,0.013318412600290163,0.0214861807140471,0.025268803172866162
16,F3_VOL,linear_qr,2,225,0.04171965871737684,0.0098924635381327,0.011795630184809823,0.0211720287905567,0.02295464667015316
16,F3_VOL,linear_qr,3,225,0.04423055087545575,0.0090673791363197,0.011875943212607,0.022955799842093,0.023724882801371902
16,F3_VOL,linear_qr,4,225,0.046265212546851044,0.0110285099051411,0.012182465949846958,0.0213490540569359,0.023540792396663603
16,F3_VOL,linear_qr,5,225,0.048412893935638156,0.0120526095655072,0.01452947856252459,0.023687014677722,0.025822011567350072
16,F3_VOL,linear_qr,6,225,0.050474553416184495,0.01275796086794,0.01489947300329243,0.0243914531241591,0.027225562323882988
16,F3_VOL,linear_qr,7,225,0.053160374029832015,0.0117278831135063,0.01558572765524706,0.0250940893319328,0.02812537739554936
