horizon,approx_minutes,feature_set,model,quantile,fold,train_rows,test_rows,purge_rows,pinball_loss,baseline_pinball_loss,pinball_skill,calibration,calibration_error,baseline_calibration
8,120,F2_ACTIVITY,linear_qr,0.1,2,1900,450,8,0.00243300523030051,0.0023355242786567074,-0.041738359363093114,0.09333333333333334,-0.006666666666666668,0.08222222222222222
8,120,F2_ACTIVITY,linear_qr,0.5,2,1900,450,8,0.004368281907739842,0.004256754268236013,-0.02620015920017993,0.43777777777777777,-0.062222222222222234,0.44666666666666666
8,120,F2_ACTIVITY,linear_qr,0.9,2,1900,450,8,0.0021492338314287526,0.0019183091156502721,-0.12037930378087225,0.8755555555555555,-0.02444444444444449,0.9066666666666666
8,120,F2_ACTIVITY,linear_qr,0.1,3,2350,450,8,0.0021156424660357166,0.002099341635614789,-0.007764734497896164,0.04,-0.060000000000000005,0.042222222222222223
8,120,F2_ACTIVITY,linear_qr,0.5,3,2350,450,8,0.004087327241664481,0.003995527321547676,-0.022975670726047337,0.39555555555555555,-0.10444444444444445,0.4088888888888889
8,120,F2_ACTIVITY,linear_qr,0.9,3,2350,450,8,0.0017697482767463461,0.001819760824561221,0.02748303356125603,0.9066666666666666,0.006666666666666599,0.9066666666666666
8,120,F2_ACTIVITY,linear_qr,0.1,4,2800,450,8,0.002326201912611965,0.002272870322498147,-0.023464422754748693,0.06666666666666667,-0.03333333333333334,0.06222222222222222
8,120,F2_ACTIVITY,linear_qr,0.5,4,2800,450,8,0.004406639379013281,0.0044208888492261265,0.00322321386011315,0.46,-0.03999999999999998,0.45555555555555555
8,120,F2_ACTIVITY,linear_qr,0.9,4,2800,450,8,0.0021693524299819015,0.0021503036982829676,-0.008858623883754024,0.9133333333333333,0.013333333333333308,0.92
8,120,F2_ACTIVITY,gbr_quantile,0.1,0,1000,450,8,0.0031087676546591265,0.003107742341015748,-0.000329922345828626,0.14666666666666667,0.04666666666666666,0.12444444444444444
8,120,F2_ACTIVITY,gbr_quantile,0.5,0,1000,450,8,0.005826590831169083,0.005767034747833467,-0.010326985346843953,0.5555555555555556,0.05555555555555558,0.5622222222222222
8,120,F2_ACTIVITY,gbr_quantile,0.9,0,1000,450,8,0.003025622107509578,0.0029610845117010627,-0.02179525628312451,0.8733333333333333,-0.026666666666666727,0.8911111111111111
8,120,F2_ACTIVITY,gbr_quantile,0.1,1,1450,450,8,0.0023159969994969625,0.0024635252106368286,0.059885001583454334,0.04888888888888889,-0.051111111111111114,0.03111111111111111
8,120,F2_ACTIVITY,gbr_quantile,0.5,1,1450,450,8,0.004768819797317507,0.004760179558554576,-0.0018151077405059723,0.5288888888888889,0.028888888888888853,0.5133333333333333
8,120,F2_ACTIVITY,gbr_quantile,0.9,1,1450,450,8,0.002891026981999378,0.0029876106461279132,0.03232806264554988,0.8577777777777778,-0.04222222222222227,0.8644444444444445
8,120,F2_ACTIVITY,gbr_quantile,0.1,2,1900,450,8,0.002399623110672529,0.0023355242786567074,-0.027445157646868168,0.09555555555555556,-0.004444444444444445,0.08222222222222222
8,120,F2_ACTIVITY,gbr_quantile,0.5,2,1900,450,8,0.004335966015942046,0.004256754268236013,-0.018608484942885584,0.4444444444444444,-0.05555555555555558,0.44666666666666666
8,120,F2_ACTIVITY,gbr_quantile,0.9,2,1900,450,8,0.0020972067600812665,0.0019183091156502721,-0.09325798588532042,0.8755555555555555,-0.02444444444444449,0.9066666666666666
8,120,F2_ACTIVITY,gbr_quantile,0.1,3,2350,450,8,0.0019140545644688726,0.002099341635614789,0.08825960863280613,0.04888888888888889,-0.051111111111111114,0.042222222222222223
8,120,F2_ACTIVITY,gbr_quantile,0.5,3,2350,450,8,0.004104123848123004,0.003995527321547676,-0.0271795229605043,0.4111111111111111,-0.0888888888888889,0.4088888888888889
8,120,F2_ACTIVITY,gbr_quantile,0.9,3,2350,450,8,0.0016526385074379145,0.001819760824561221,0.09183751780325466,0.9155555555555556,0.015555555555555545,0.9066666666666666
8,120,F2_ACTIVITY,gbr_quantile,0.1,4,2800,450,8,0.002278796423432944,0.002272870322498147,-0.0026073203016192537,0.06888888888888889,-0.031111111111111117,0.06222222222222222
8,120,F2_ACTIVITY,gbr_quantile,0.5,4,2800,450,8,0.0043522068897608205,0.0044208888492261265,0.015535780655812848,0.4488888888888889,-0.05111111111111111,0.45555555555555555
8,120,F2_ACTIVITY,gbr_quantile,0.9,4,2800,450,8,0.00211239890556086,0.0021503036982829676,0.017627646156389343,0.8977777777777778,-0.0022222222222222365,0.92
8,120,F3_VOL,linear_qr,0.1,0,1000,450,8,0.003227944989842539,0.003107742341015748,-0.03867844745053861,0.1288888888888889,0.02888888888888888,0.12444444444444444
8,120,F3_VOL,linear_qr,0.5,0,1000,450,8,0.005739288951857348,0.005767034747833467,0.00481110261847173,0.54,0.040000000000000036,0.5622222222222222
8,120,F3_VOL,linear_qr,0.9,0,1000,450,8,0.003104531150606874,0.0029610845117010627,-0.04844395299727711,0.88,-0.020000000000000018,0.8911111111111111
8,120,F3_VOL,linear_qr,0.1,1,1450,450,8,0.0024286957386783535,0.0024635252106368286,0.014138061915539124,0.042222222222222223,-0.05777777777777778,0.03111111111111111
8,120,F3_VOL,linear_qr,0.5,1,1450,450,8,0.004805896724408157,0.004760179558554576,-0.009604084318925121,0.5422222222222223,0.04222222222222227,0.5133333333333333
8,120,F3_VOL,linear_qr,0.9,1,1450,450,8,0.0029431380977669895,0.0029876106461279132,0.01488565734579983,0.86,-0.040000000000000036,0.8644444444444445
8,120,F3_VOL,linear_qr,0.1,2,1900,450,8,0.0024481829679298102,0.0023355242786567074,-0.04823700198822145,0.09333333333333334,-0.006666666666666668,0.08222222222222222
8,120,F3_VOL,linear_qr,0.5,2,1900,450,8,0.00439737985189835,0.004256754268236013,-0.03303587071297209,0.43777777777777777,-0.062222222222222234,0.44666666666666666
8,120,F3_VOL,linear_qr,0.9,2,1900,450,8,0.00214378839074839,0.0019183091156502721,-0.11754063683406124,0.8688888888888889,-0.03111111111111109,0.9066666666666666
8,120,F3_VOL,linear_qr,0.1,3,2350,450,8,0.0021262657385276392,0.002099341635614789,-0.012825022119358653,0.04,-0.060000000000000005,0.042222222222222223
8,120,F3_VOL,linear_qr,0.5,3,2350,450,8,0.004093332090073759,0.003995527321547676,-0.024478563317194002,0.39555555555555555,-0.10444444444444445,0.4088888888888889
8,120,F3_VOL,linear_qr,0.9,3,2350,450,8,0.0018055294793221386,0.001819760824561221,0.007820448185829054,0.9111111111111111,0.011111111111111072,0.9066666666666666
8,120,F3_VOL,linear_qr,0.1,4,2800,450,8,0.00231664878611795,0.002272870322498147,-0.019261311649177326,0.06444444444444444,-0.03555555555555556,0.06222222222222222
8,120,F3_VOL,linear_qr,0.5,4,2800,450,8,0.004419525443410479,0.0044208888492261265,0.0003084008357021606,0.46,-0.03999999999999998,0.45555555555555555
8,120,F3_VOL,linear_qr,0.9,4,2800,450,8,0.0021539402047677935,0.0021503036982829676,-0.0016911594802768715,0.9155555555555556,0.015555555555555545,0.92
8,120,F3_VOL,gbr_quantile,0.1,0,1000,450,8,0.003096974997880837,0.003107742341015748,0.0034646833467512073,0.1511111111111111,0.05111111111111111,0.12444444444444444
8,120,F3_VOL,gbr_quantile,0.5,0,1000,450,8,0.005758041015662596,0.005767034747833467,0.0015595071928861115,0.5533333333333333,0.053333333333333344,0.5622222222222222
8,120,F3_VOL,gbr_quantile,0.9,0,1000,450,8,0.0029682274557322756,0.0029610845117010627,-0.0024122729368198925,0.8911111111111111,-0.008888888888888946,0.8911111111111111
8,120,F3_VOL,gbr_quantile,0.1,1,1450,450,8,0.0023423696598619905,0.0024635252106368286,0.04917974869983932,0.04888888888888889,-0.051111111111111114,0.03111111111111111
8,120,F3_VOL,gbr_quantile,0.5,1,1450,450,8,0.004759900255861877,0.004760179558554576,5.8674822926985115e-05,0.5311111111111111,0.03111111111111109,0.5133333333333333
8,120,F3_VOL,gbr_quantile,0.9,1,1450,450,8,0.002939299786211528,0.0029876106461279132,0.016170400242413896,0.8555555555555555,-0.04444444444444451,0.8644444444444445
8,120,F3_VOL,gbr_quantile,0.1,2,1900,450,8,0.00240328158980249,0.0023355242786567074,-0.0290116064153072,0.09333333333333334,-0.006666666666666668,0.08222222222222222
8,120,F3_VOL,gbr_quantile,0.5,2,1900,450,8,0.00436436120100506,0.004256754268236013,-0.02527910374625364,0.4488888888888889,-0.05111111111111111,0.44666666666666666
8,120,F3_VOL,gbr_quantile,0.9,2,1900,450,8,0.002124989407603458,0.0019183091156502721,-0.10774086942871297,0.8888888888888888,-0.011111111111111183,0.9066666666666666
8,120,F3_VOL,gbr_quantile,0.1,3,2350,450,8,0.0019493165755446562,0.002099341635614789,0.07146290890677165,0.042222222222222223,-0.05777777777777778,0.042222222222222223
8,120,F3_VOL,gbr_quantile,0.5,3,2350,450,8,0.0041631635209310874,0.003995527321547676,-0.04195596372958277,0.3977777777777778,-0.10222222222222221,0.4088888888888889
8,120,F3_VOL,gbr_quantile,0.9,3,2350,450,8,0.0016861026999301406,0.001819760824561221,0.07344818221554361,0.9022222222222223,0.0022222222222222365,0.9066666666666666
8,120,F3_VOL,gbr_quantile,0.1,4,2800,450,8,0.0022791049275435868,0.002272870322498147,-0.0027430535669925593,0.06888888888888889,-0.031111111111111117,0.06222222222222222
8,120,F3_VOL,gbr_quantile,0.5,4,2800,450,8,0.004367443732132024,0.0044208888492261265,0.012089224343077132,0.45111111111111113,-0.04888888888888887,0.45555555555555555
8,120,F3_VOL,gbr_quantile,0.9,4,2800,450,8,0.0020854793533018508,0.0021503036982829676,0.03014659977233891,0.9,0.0,0.92
8,120,F4_TAIL,linear_qr,0.1,0,1000,450,8,0.003208396687212791,0.003107742341015748,-0.03238825332094453,0.12,0.01999999999999999,0.12444444444444444
8,120,F4_TAIL,linear_qr,0.5,0,1000,450,8,0.00580003601957747,0.005767034747833467,-0.005722398630665593,0.5422222222222223,0.04222222222222227,0.5622222222222222
8,120,F4_TAIL,linear_qr,0.9,0,1000,450,8,0.003108012796170468,0.0029610845117010627,-0.04961975380601302,0.8777777777777778,-0.022222222222222254,0.8911111111111111
8,120,F4_TAIL,linear_qr,0.1,1,1450,450,8,0.0024683093361111456,0.0024635252106368286,-0.0019419835663383456,0.04888888888888889,-0.051111111111111114,0.03111111111111111
8,120,F4_TAIL,linear_qr,0.5,1,1450,450,8,0.004806951152205128,0.004760179558554576,-0.00982559440777786,0.5155555555555555,0.015555555555555545,0.5133333333333333
8,120,F4_TAIL,linear_qr,0.9,1,1450,450,8,0.0029427044047273016,0.0029876106461279132,0.015030821187764998,0.8622222222222222,-0.0377777777777778,0.8644444444444445
8,120,F4_TAIL,linear_qr,0.1,2,1900,450,8,0.0024601840995543455,0.0023355242786567074,-0.05337551916580252,0.09555555555555556,-0.004444444444444445,0.08222222222222222
8,120,F4_TAIL,linear_qr,0.5,2,1900,450,8,0.004433651727217826,0.004256754268236013,-0.041556887674213616,0.4311111111111111,-0.06888888888888889,0.44666666666666666
8,120,F4_TAIL,linear_qr,0.9,2,1900,450,8,0.0021461823899588386,0.0019183091156502721,-0.11878861047444977,0.8666666666666667,-0.033333333333333326,0.9066666666666666
8,120,F4_TAIL,linear_qr,0.1,3,2350,450,8,0.0021335420038061594,0.002099341635614789,-0.01629099695407832,0.04,-0.060000000000000005,0.042222222222222223
8,120,F4_TAIL,linear_qr,0.5,3,2350,450,8,0.004116708864325807,0.003995527321547676,-0.03032929899505521,0.4088888888888889,-0.09111111111111109,0.4088888888888889
8,120,F4_TAIL,linear_qr,0.9,3,2350,450,8,0.0017943061686032317,0.001819760824561221,0.013987912924835588,0.9022222222222223,0.0022222222222222365,0.9066666666666666
8,120,F4_TAIL,linear_qr,0.1,4,2800,450,8,0.002309953047185976,0.002272870322498147,-0.016315371942148937,0.06666666666666667,-0.03333333333333334,0.06222222222222222
8,120,F4_TAIL,linear_qr,0.5,4,2800,450,8,0.004431200468296832,0.0044208888492261265,-0.0023324764368390927,0.4577777777777778,-0.04222222222222222,0.45555555555555555
8,120,F4_TAIL,linear_qr,0.9,4,2800,450,8,0.0021580503911434244,0.0021503036982829676,-0.003602604072458604,0.9133333333333333,0.013333333333333308,0.92
8,120,F4_TAIL,gbr_quantile,0.1,0,1000,450,8,0.003110240452997047,0.003107742341015748,-0.0008038349731664951,0.1622222222222222,0.06222222222222221,0.12444444444444444
8,120,F4_TAIL,gbr_quantile,0.5,0,1000,450,8,0.0057836282191001545,0.005767034747833467,-0.0028772969111936497,0.5622222222222222,0.06222222222222218,0.5622222222222222
8,120,F4_TAIL,gbr_quantile,0.9,0,1000,450,8,0.002997115248207293,0.0029610845117010627,-0.012168087862352683,0.8911111111111111,-0.008888888888888946,0.8911111111111111
8,120,F4_TAIL,gbr_quantile,0.1,1,1450,450,8,0.0024480647866319816,0.0024635252106368286,0.00627573200310394,0.051111111111111114,-0.04888888888888889,0.03111111111111111
8,120,F4_TAIL,gbr_quantile,0.5,1,1450,450,8,0.00487876556628762,0.004760179558554576,-0.02491208709132242,0.5088888888888888,0.008888888888888835,0.5133333333333333
8,120,F4_TAIL,gbr_quantile,0.9,1,1450,450,8,0.0029209386078505486,0.0029876106461279132,0.022316173750342894,0.8533333333333334,-0.046666666666666634,0.8644444444444445
8,120,F4_TAIL,gbr_quantile,0.1,2,1900,450,8,0.0024055812969510618,0.0023355242786567074,-0.029996270616654996,0.09333333333333334,-0.006666666666666668,0.08222222222222222
8,120,F4_TAIL,gbr_quantile,0.5,2,1900,450,8,0.004366335019777532,0.004256754268236013,-0.02574279477657715,0.4488888888888889,-0.05111111111111111,0.44666666666666666
8,120,F4_TAIL,gbr_quantile,0.9,2,1900,450,8,0.0021228477464592197,0.0019183091156502721,-0.10662443770935881,0.8911111111111111,-0.008888888888888946,0.9066666666666666
8,120,F4_TAIL,gbr_quantile,0.1,3,2350,450,8,0.0019418696533557893,0.002099341635614789,0.0750101744220798,0.04888888888888889,-0.051111111111111114,0.042222222222222223
8,120,F4_TAIL,gbr_quantile,0.5,3,2350,450,8,0.004199033819448013,0.003995527321547676,-0.05093357685300681,0.4022222222222222,-0.0977777777777778,0.4088888888888889
8,120,F4_TAIL,gbr_quantile,0.9,3,2350,450,8,0.0016876459548210085,0.001819760824561221,0.07260012852077302,0.9044444444444445,0.004444444444444473,0.9066666666666666
8,120,F4_TAIL,gbr_quantile,0.1,4,2800,450,8,0.002284587245991863,0.002272870322498147,-0.005155121864074408,0.07111111111111111,-0.028888888888888895,0.06222222222222222
8,120,F4_TAIL,gbr_quantile,0.5,4,2800,450,8,0.004385824872456518,0.0044208888492261265,0.007931431430524882,0.45555555555555555,-0.04444444444444445,0.45555555555555555
8,120,F4_TAIL,gbr_quantile,0.9,4,2800,450,8,0.002070535585468866,0.0021503036982829676,0.03709620779511136,0.8977777777777778,-0.0022222222222222365,0.92
16,240,F1_DIRECTION,linear_qr,0.1,0,1000,450,16,0.004028487832571903,0.004080894021863329,0.012841840295450102,0.13777777777777778,0.03777777777777777,0.1711111111111111
16,240,F1_DIRECTION,linear_qr,0.5,0,1000,450,16,0.008619502578336885,0.00876806404680045,0.01694347437137811,0.5222222222222223,0.022222222222222254,0.5133333333333333
16,240,F1_DIRECTION,linear_qr,0.9,0,1000,450,16,0.00433446646713227,0.004260302716526444,-0.017408094105175298,0.8933333333333333,-0.00666666666666671,0.8777777777777778
16,240,F1_DIRECTION,linear_qr,0.1,1,1450,450,16,0.003692714078934152,0.0034786370962062696,-0.06154047599887624,0.06666666666666667,-0.03333333333333334,0.04666666666666667
16,240,F1_DIRECTION,linear_qr,0.5,1,1450,450,16,0.007197725327246026,0.0071204700831512145,-0.010849739299883643,0.5533333333333333,0.053333333333333344,0.5422222222222223
16,240,F1_DIRECTION,linear_qr,0.9,1,1450,450,16,0.004159268837004277,0.004043556247560008,-0.028616540085004027,0.86,-0.040000000000000036,0.8644444444444445
16,240,F1_DIRECTION,linear_qr,0.1,2,1900,450,16,0.0030861114949507864,0.003162307424586845,0.024095041817768115,0.04666666666666667,-0.05333333333333334,0.03777777777777778
16,240,F1_DIRECTION,linear_qr,0.5,2,1900,450,16,0.006558687918681511,0.00654716038043477,-0.001760692815955478,0.3888888888888889,-0.1111111111111111,0.4066666666666667
16,240,F1_DIRECTION,linear_qr,0.9,2,1900,450,16,0.002830762798490238,0.0027075189190044124,-0.04551912033587713,0.9666666666666667,0.06666666666666665,0.9622222222222222
16,240,F1_DIRECTION,linear_qr,0.1,3,2350,450,16,0.0028387473068966873,0.0030335829952200196,0.0642262593871118,0.011111111111111112,-0.08888888888888889,0.0
16,240,F1_DIRECTION,linear_qr,0.5,3,2350,450,16,0.006389692165002918,0.00637349696443578,-0.002541022716023633,0.40444444444444444,-0.09555555555555556,0.4022222222222222
16,240,F1_DIRECTION,linear_qr,0.9,3,2350,450,16,0.0028080490194592124,0.002645282711530782,-0.061530779760867294,0.9066666666666666,0.006666666666666599,0.9244444444444444
16,240,F1_DIRECTION,linear_qr,0.1,4,2800,450,16,0.003508945147468243,0.0034456836854512554,-0.018359625488577835,0.08666666666666667,-0.013333333333333336,0.06888888888888889
16,240,F1_DIRECTION,linear_qr,0.5,4,2800,450,16,0.006581176520755903,0.0066646883041845285,0.012530485990798867,0.39111111111111113,-0.10888888888888887,0.39111111111111113
16,240,F1_DIRECTION,linear_qr,0.9,4,2800,450,16,0.002718827063984766,0.0026858998883146547,-0.012259271394799542,0.9355555555555556,0.03555555555555556,0.9377777777777778
16,240,F1_DIRECTION,gbr_quantile,0.1,0,1000,450,16,0.004069945068255267,0.004080894021863329,0.002682979158341925,0.15333333333333332,0.053333333333333316,0.1711111111111111
16,240,F1_DIRECTION,gbr_quantile,0.5,0,1000,450,16,0.008911339563055488,0.00876806404680045,-0.016340610138143363,0.4911111111111111,-0.00888888888888889,0.5133333333333333
16,240,F1_DIRECTION,gbr_quantile,0.9,0,1000,450,16,0.004611316330772481,0.004260302716526444,-0.08239170725695044,0.8844444444444445,-0.015555555555555545,0.8777777777777778
16,240,F1_DIRECTION,gbr_quantile,0.1,1,1450,450,16,0.0035292274046874734,0.0034786370962062696,-0.014543140627223394,0.06888888888888889,-0.031111111111111117,0.04666666666666667
16,240,F1_DIRECTION,gbr_quantile,0.5,1,1450,450,16,0.007291765265441394,0.0071204700831512145,-0.02405672382438717,0.5422222222222223,0.04222222222222227,0.5422222222222223
16,240,F1_DIRECTION,gbr_quantile,0.9,1,1450,450,16,0.003948660186818757,0.004043556247560008,0.023468465610813283,0.8511111111111112,-0.04888888888888887,0.8644444444444445
16,240,F1_DIRECTION,gbr_quantile,0.1,2,1900,450,16,0.0031403759384668857,0.003162307424586845,0.006935279583965337,0.05555555555555555,-0.04444444444444445,0.03777777777777778
16,240,F1_DIRECTION,gbr_quantile,0.5,2,1900,450,16,0.006646519661637888,0.00654716038043477,-0.015175935127546003,0.4,-0.09999999999999998,0.4066666666666667
16,240,F1_DIRECTION,gbr_quantile,0.9,2,1900,450,16,0.002792787584419709,0.0027075189190044124,-0.03149328516849326,0.9466666666666667,0.046666666666666634,0.9622222222222222
16,240,F1_DIRECTION,gbr_quantile,0.1,3,2350,450,16,0.00284378761585479,0.0030335829952200196,0.06256475582315968,0.02666666666666667,-0.07333333333333333,0.0
16,240,F1_DIRECTION,gbr_quantile,0.5,3,2350,450,16,0.006399841407084143,0.00637349696443578,-0.004133436133313628,0.3933333333333333,-0.10666666666666669,0.4022222222222222
16,240,F1_DIRECTION,gbr_quantile,0.9,3,2350,450,16,0.002752936299470051,0.002645282711530782,-0.04069643954122837,0.9088888888888889,0.008888888888888835,0.9244444444444444
16,240,F1_DIRECTION,gbr_quantile,0.1,4,2800,450,16,0.0034960120653141098,0.0034456836854512554,-0.014606210104356476,0.08888888888888889,-0.011111111111111113,0.06888888888888889
16,240,F1_DIRECTION,gbr_quantile,0.5,4,2800,450,16,0.006502789101100449,0.0066646883041845285,0.024292089246308546,0.4022222222222222,-0.0977777777777778,0.39111111111111113
16,240,F1_DIRECTION,gbr_quantile,0.9,4,2800,450,16,0.002714366620826039,0.0026858998883146547,-0.010598582856804262,0.9155555555555556,0.015555555555555545,0.9377777777777778
16,240,F2_ACTIVITY,linear_qr,0.1,0,1000,450,16,0.004037574003584232,0.004080894021863329,0.010615325476969084,0.13777777777777778,0.03777777777777777,0.1711111111111111
16,240,F2_ACTIVITY,linear_qr,0.5,0,1000,450,16,0.008622287233891787,0.00876806404680045,0.016625883676323894,0.52,0.020000000000000018,0.5133333333333333
16,240,F2_ACTIVITY,linear_qr,0.9,0,1000,450,16,0.004380264810649265,0.004260302716526444,-0.028158115069492062,0.8888888888888888,-0.011111111111111183,0.8777777777777778
16,240,F2_ACTIVITY,linear_qr,0.1,1,1450,450,16,0.0037034675633515397,0.0034786370962062696,-0.0646317683987403,0.06444444444444444,-0.03555555555555556,0.04666666666666667
16,240,F2_ACTIVITY,linear_qr,0.5,1,1450,450,16,0.007214397792563114,0.0071204700831512145,-0.013191223095530669,0.5622222222222222,0.06222222222222218,0.5422222222222223
16,240,F2_ACTIVITY,linear_qr,0.9,1,1450,450,16,0.0040404586264120735,0.004043556247560008,0.0007660635733220955,0.8622222222222222,-0.0377777777777778,0.8644444444444445
16,240,F2_ACTIVITY,linear_qr,0.1,2,1900,450,16,0.003093854987249209,0.003162307424586845,0.02164635759490685,0.04666666666666667,-0.05333333333333334,0.03777777777777778
16,240,F2_ACTIVITY,linear_qr,0.5,2,1900,450,16,0.006606801605892109,0.00654716038043477,-0.00910947983427568,0.3844444444444444,-0.11555555555555558,0.4066666666666667
16,240,F2_ACTIVITY,linear_qr,0.9,2,1900,450,16,0.002771047540602258,0.0027075189190044124,-0.0234637775388864,0.9533333333333334,0.053333333333333344,0.9622222222222222
16,240,F2_ACTIVITY,linear_qr,0.1,3,2350,450,16,0.0028408283114834325,0.0030335829952200196,0.06354027038004506,0.013333333333333334,-0.08666666666666667,0.0
16,240,F2_ACTIVITY,linear_qr,0.5,3,2350,450,16,0.006407397879284427,0.00637349696443578,-0.005319044637161596,0.40444444444444444,-0.09555555555555556,0.4022222222222222
16,240,F2_ACTIVITY,linear_qr,0.9,3,2350,450,16,0.002777930220807224,0.002645282711530782,-0.05014492730710107,0.9066666666666666,0.006666666666666599,0.9244444444444444
16,240,F2_ACTIVITY,linear_qr,0.1,4,2800,450,16,0.003518839798134399,0.0034456836854512554,-0.021231232858672344,0.08666666666666667,-0.013333333333333336,0.06888888888888889
16,240,F2_ACTIVITY,linear_qr,0.5,4,2800,450,16,0.006569189162051511,0.0066646883041845285,0.014329123550017697,0.39111111111111113,-0.10888888888888887,0.39111111111111113
16,240,F2_ACTIVITY,linear_qr,0.9,4,2800,450,16,0.002728599804600546,0.0026858998883146547,-0.01589780634477944,0.9377777777777778,0.0377777777777778,0.9377777777777778
16,240,F2_ACTIVITY,gbr_quantile,0.1,0,1000,450,16,0.004051152534149612,0.004080894021863329,0.007287983357170513,0.16444444444444445,0.06444444444444444,0.1711111111111111
16,240,F2_ACTIVITY,gbr_quantile,0.5,0,1000,450,16,0.008947924732461953,0.00876806404680045,-0.020513158286878275,0.5088888888888888,0.008888888888888835,0.5133333333333333
16,240,F2_ACTIVITY,gbr_quantile,0.9,0,1000,450,16,0.004561695837343298,0.004260302716526444,-0.07074453175538409,0.8866666666666667,-0.013333333333333308,0.8777777777777778
16,240,F2_ACTIVITY,gbr_quantile,0.1,1,1450,450,16,0.0034842715667556625,0.0034786370962062696,-0.0016197350840470026,0.06666666666666667,-0.03333333333333334,0.04666666666666667
16,240,F2_ACTIVITY,gbr_quantile,0.5,1,1450,450,16,0.007212014490178286,0.0071204700831512145,-0.01285651171313651,0.5266666666666666,0.026666666666666616,0.5422222222222223
16,240,F2_ACTIVITY,gbr_quantile,0.9,1,1450,450,16,0.003929910169730243,0.004043556247560008,0.02810547717701284,0.8622222222222222,-0.0377777777777778,0.8644444444444445
16,240,F2_ACTIVITY,gbr_quantile,0.1,2,1900,450,16,0.0031344612972699156,0.003162307424586845,0.008805635752054508,0.06444444444444444,-0.03555555555555556,0.03777777777777778
16,240,F2_ACTIVITY,gbr_quantile,0.5,2,1900,450,16,0.0067098948834384674,0.00654716038043477,-0.024855737991390292,0.3977777777777778,-0.10222222222222221,0.4066666666666667
16,240,F2_ACTIVITY,gbr_quantile,0.9,2,1900,450,16,0.002719557872161081,0.0027075189190044124,-0.0044464890243851585,0.9377777777777778,0.0377777777777778,0.9622222222222222
16,240,F2_ACTIVITY,gbr_quantile,0.1,3,2350,450,16,0.0028182440923136677,0.0030335829952200196,0.07098500461192547,0.024444444444444446,-0.07555555555555556,0.0
16,240,F2_ACTIVITY,gbr_quantile,0.5,3,2350,450,16,0.006409914501523029,0.00637349696443578,-0.005713902005517468,0.38666666666666666,-0.11333333333333334,0.4022222222222222
16,240,F2_ACTIVITY,gbr_quantile,0.9,3,2350,450,16,0.002703628107553877,0.002645282711530782,-0.022056393355903925,0.9088888888888889,0.008888888888888835,0.9244444444444444
16,240,F2_ACTIVITY,gbr_quantile,0.1,4,2800,450,16,0.003501591252499287,0.0034456836854512554,-0.016225391577320503,0.08444444444444445,-0.015555555555555559,0.06888888888888889
16,240,F2_ACTIVITY,gbr_quantile,0.5,4,2800,450,16,0.006696531527541981,0.0066646883041845285,-0.004777901366739057,0.3844444444444444,-0.11555555555555558,0.39111111111111113
16,240,F2_ACTIVITY,gbr_quantile,0.9,4,2800,450,16,0.002744378887144181,0.0026858998883146547,-0.021772590662796576,0.92,0.020000000000000018,0.9377777777777778
16,240,F3_VOL,linear_qr,0.1,0,1000,450,16,0.0040500177144619275,0.004080894021863329,0.007566064503508718,0.13777777777777778,0.03777777777777777,0.1711111111111111
16,240,F3_VOL,linear_qr,0.5,0,1000,450,16,0.008694283514219992,0.00876806404680045,0.008414689056403635,0.5177777777777778,0.01777777777777778,0.5133333333333333
16,240,F3_VOL,linear_qr,0.9,0,1000,450,16,0.004463744173952134,0.004260302716526444,-0.04775281733772263,0.8822222222222222,-0.01777777777777778,0.8777777777777778
16,240,F3_VOL,linear_qr,0.1,1,1450,450,16,0.003744362699061411,0.0034786370962062696,-0.07638784831707124,0.06222222222222222,-0.037777777777777785,0.04666666666666667
16,240,F3_VOL,linear_qr,0.5,1,1450,450,16,0.007238453976961897,0.0071204700831512145,-0.016569677624215018,0.56,0.06000000000000005,0.5422222222222223
16,240,F3_VOL,linear_qr,0.9,1,1450,450,16,0.003912587666344031,0.004043556247560008,0.03238945452904429,0.8733333333333333,-0.026666666666666727,0.8644444444444445
16,240,F3_VOL,linear_qr,0.1,2,1900,450,16,0.0030971939050081806,0.003162307424586845,0.020590509029074333,0.04888888888888889,-0.051111111111111114,0.03777777777777778
16,240,F3_VOL,linear_qr,0.5,2,1900,450,16,0.006622467427510813,0.00654716038043477,-0.01150224566074276,0.3844444444444444,-0.11555555555555558,0.4066666666666667
16,240,F3_VOL,linear_qr,0.9,2,1900,450,16,0.002807363236163815,0.0027075189190044124,-0.03687668309853076,0.9511111111111111,0.05111111111111111,0.9622222222222222
16,240,F3_VOL,linear_qr,0.1,3,2350,450,16,0.002818353211533526,0.0030335829952200196,0.0709490342033261,0.017777777777777778,-0.08222222222222222,0.0
16,240,F3_VOL,linear_qr,0.5,3,2350,450,16,0.0064153830087702556,0.00637349696443578,-0.006571909356543282,0.4022222222222222,-0.0977777777777778,0.4022222222222222
16,240,F3_VOL,linear_qr,0.9,3,2350,450,16,0.0028007222787909992,0.002645282711530782,-0.05876104152598005,0.9,0.0,0.9244444444444444
16,240,F3_VOL,linear_qr,0.1,4,2800,450,16,0.0034879917185716516,0.0034456836854512554,-0.01227855978162884,0.08888888888888889,-0.011111111111111113,0.06888888888888889
