horizon,feature_set,model,quantile,feature,effect_kind,folds,mean_value,median_value,mean_abs_value,positive_share,sign_consistency
4,F1_DIRECTION,gbr_quantile,0.9,feat_time_after_long_gap,tree_importance,5,0.004555137067494613,0.001681065475438936,0.004555137067494613,,
4,F1_DIRECTION,gbr_quantile,0.9,feat_time_bars_since_segment_start,tree_importance,5,0.2863443132804778,0.2905974491712605,0.2863443132804778,,
4,F1_DIRECTION,linear_qr,0.1,feat_15m_location_32,standardized_coefficient,5,0.0012194144368935663,0.0017093897258439205,0.0012194144368935663,1.0,1.0
4,F1_DIRECTION,linear_qr,0.1,feat_15m_ret_1,standardized_coefficient,5,6.0905626875649074e-05,-3.4418496747123465e-05,0.0001371277793456792,0.4,0.6
4,F1_DIRECTION,linear_qr,0.1,feat_15m_ret_16,standardized_coefficient,5,0.0008094162980222983,0.000810878818858117,0.0008097252031011066,0.8,0.8
4,F1_DIRECTION,linear_qr,0.1,feat_15m_ret_4,standardized_coefficient,5,-0.0004655013811456682,-0.0006615898703439851,0.0005480015448284086,0.2,0.8
4,F1_DIRECTION,linear_qr,0.1,feat_15m_ret_8,standardized_coefficient,5,-0.00021157978088822896,-5.109736521049253e-05,0.00028087008541439286,0.4,0.6
4,F1_DIRECTION,linear_qr,0.1,feat_time_after_long_gap,standardized_coefficient,5,-0.0006065365326669259,-0.00026850318703643204,0.0006065365326669259,0.0,1.0
4,F1_DIRECTION,linear_qr,0.1,feat_time_bars_since_segment_start,standardized_coefficient,5,-0.0003854105319355572,-0.00025439867933167514,0.0003854105319355572,0.0,1.0
4,F1_DIRECTION,linear_qr,0.5,feat_15m_location_32,standardized_coefficient,5,5.833394825596355e-05,4.305105716576997e-05,7.445962446987479e-05,0.8,0.8
4,F1_DIRECTION,linear_qr,0.5,feat_15m_ret_1,standardized_coefficient,5,0.0001247888639071361,7.263600325409078e-05,0.00013133481086232733,0.8,0.8
4,F1_DIRECTION,linear_qr,0.5,feat_15m_ret_16,standardized_coefficient,5,-0.0002176007199895978,-0.0003576454188719943,0.00029598467796217685,0.4,0.6
4,F1_DIRECTION,linear_qr,0.5,feat_15m_ret_4,standardized_coefficient,5,-0.00040217639887264083,-0.00031911454058852653,0.00040217639887264083,0.0,1.0
4,F1_DIRECTION,linear_qr,0.5,feat_15m_ret_8,standardized_coefficient,5,0.0005807845071720808,0.0005687967258866937,0.0005807845071720808,1.0,1.0
4,F1_DIRECTION,linear_qr,0.5,feat_time_after_long_gap,standardized_coefficient,5,-0.0005501167568800825,-0.0005302620901480302,0.0005501167568800825,0.0,1.0
4,F1_DIRECTION,linear_qr,0.5,feat_time_bars_since_segment_start,standardized_coefficient,5,0.0001041362498442379,-6.421565773350543e-05,0.00022380813859458832,0.4,0.6
4,F1_DIRECTION,linear_qr,0.9,feat_15m_location_32,standardized_coefficient,5,0.001277457583550762,0.001417129211616227,0.001277457583550762,1.0,1.0
4,F1_DIRECTION,linear_qr,0.9,feat_15m_ret_1,standardized_coefficient,5,-0.0007697826557624913,-0.0007575206090882647,0.0007697826557624913,0.0,1.0
4,F1_DIRECTION,linear_qr,0.9,feat_15m_ret_16,standardized_coefficient,5,-0.0013056113140259497,-0.001811479317681232,0.0015135292023936975,0.2,0.8
4,F1_DIRECTION,linear_qr,0.9,feat_15m_ret_4,standardized_coefficient,5,0.00042798338401773395,0.000618991414137928,0.0006016774690703129,0.8,0.8
4,F1_DIRECTION,linear_qr,0.9,feat_15m_ret_8,standardized_coefficient,5,0.0005413874534941911,0.000660640755258153,0.0005413874534941911,1.0,1.0
4,F1_DIRECTION,linear_qr,0.9,feat_time_after_long_gap,standardized_coefficient,5,-0.0001640335180142051,-0.00014544429799691604,0.00017987460194778736,0.2,0.8
4,F1_DIRECTION,linear_qr,0.9,feat_time_bars_since_segment_start,standardized_coefficient,5,-0.0008042026159676994,-0.0008684442168967049,0.0008042026159676994,0.0,1.0
4,F2_ACTIVITY,gbr_quantile,0.1,feat_15m_location_32,tree_importance,5,0.13471244555599998,0.11787630480072206,0.13471244555599998,,
4,F2_ACTIVITY,gbr_quantile,0.1,feat_15m_oi_log_change_4,tree_importance,5,0.0898920555469168,0.08832619912224826,0.0898920555469168,,
4,F2_ACTIVITY,gbr_quantile,0.1,feat_15m_ret_1,tree_importance,5,0.0450401140560567,0.04063633009639015,0.0450401140560567,,
4,F2_ACTIVITY,gbr_quantile,0.1,feat_15m_ret_16,tree_importance,5,0.11793399595692948,0.14356982868676518,0.11793399595692948,,
4,F2_ACTIVITY,gbr_quantile,0.1,feat_15m_ret_4,tree_importance,5,0.062246585708776815,0.05360560210284921,0.062246585708776815,,
4,F2_ACTIVITY,gbr_quantile,0.1,feat_15m_ret_8,tree_importance,5,0.0733030700390473,0.06797620485791903,0.0733030700390473,,
4,F2_ACTIVITY,gbr_quantile,0.1,feat_15m_volume_ratio_32,tree_importance,5,0.14398737597104555,0.14346712269124953,0.14398737597104555,,
4,F2_ACTIVITY,gbr_quantile,0.1,feat_time_after_long_gap,tree_importance,5,0.0,0.0,0.0,,
4,F2_ACTIVITY,gbr_quantile,0.1,feat_time_bars_since_segment_start,tree_importance,5,0.33288435716522735,0.32947961012525745,0.33288435716522735,,
4,F2_ACTIVITY,gbr_quantile,0.5,feat_15m_location_32,tree_importance,5,0.1316311858269446,0.15214069057676374,0.1316311858269446,,
4,F2_ACTIVITY,gbr_quantile,0.5,feat_15m_oi_log_change_4,tree_importance,5,0.1814869937046335,0.16528029871661784,0.1814869937046335,,
4,F2_ACTIVITY,gbr_quantile,0.5,feat_15m_ret_1,tree_importance,5,0.0696997543894065,0.07022028670910468,0.0696997543894065,,
4,F2_ACTIVITY,gbr_quantile,0.5,feat_15m_ret_16,tree_importance,5,0.15352180683845731,0.1497831612189014,0.15352180683845731,,
4,F2_ACTIVITY,gbr_quantile,0.5,feat_15m_ret_4,tree_importance,5,0.10252665113206987,0.10539061947959139,0.10252665113206987,,
4,F2_ACTIVITY,gbr_quantile,0.5,feat_15m_ret_8,tree_importance,5,0.1748268216130552,0.18027881957925607,0.1748268216130552,,
4,F2_ACTIVITY,gbr_quantile,0.5,feat_15m_volume_ratio_32,tree_importance,5,0.0925888240249874,0.08821784030349032,0.0925888240249874,,
4,F2_ACTIVITY,gbr_quantile,0.5,feat_time_after_long_gap,tree_importance,5,0.01879820275911869,0.02117787327598003,0.01879820275911869,,
4,F2_ACTIVITY,gbr_quantile,0.5,feat_time_bars_since_segment_start,tree_importance,5,0.07491975971132683,0.08357801083587456,0.07491975971132683,,
4,F2_ACTIVITY,gbr_quantile,0.9,feat_15m_location_32,tree_importance,5,0.10071509247006069,0.09650300226826354,0.10071509247006069,,
4,F2_ACTIVITY,gbr_quantile,0.9,feat_15m_oi_log_change_4,tree_importance,5,0.17750753410007633,0.1731781061275464,0.17750753410007633,,
4,F2_ACTIVITY,gbr_quantile,0.9,feat_15m_ret_1,tree_importance,5,0.042054611646415295,0.041511454661675044,0.042054611646415295,,
4,F2_ACTIVITY,gbr_quantile,0.9,feat_15m_ret_16,tree_importance,5,0.10848445322214975,0.10075871075196859,0.10848445322214975,,
4,F2_ACTIVITY,gbr_quantile,0.9,feat_15m_ret_4,tree_importance,5,0.0744362910405679,0.058906500573076524,0.0744362910405679,,
4,F2_ACTIVITY,gbr_quantile,0.9,feat_15m_ret_8,tree_importance,5,0.1395358635648053,0.11906508439993956,0.1395358635648053,,
4,F2_ACTIVITY,gbr_quantile,0.9,feat_15m_volume_ratio_32,tree_importance,5,0.12724076166167742,0.121109859882671,0.12724076166167742,,
4,F2_ACTIVITY,gbr_quantile,0.9,feat_time_after_long_gap,tree_importance,5,0.003072224945986382,0.0014610545082225283,0.003072224945986382,,
4,F2_ACTIVITY,gbr_quantile,0.9,feat_time_bars_since_segment_start,tree_importance,5,0.22695316734826093,0.21740235289425014,0.22695316734826093,,
4,F2_ACTIVITY,linear_qr,0.1,feat_15m_location_32,standardized_coefficient,5,0.0011130174052663244,0.001594251791889207,0.0011146552441330016,0.8,0.8
4,F2_ACTIVITY,linear_qr,0.1,feat_15m_oi_log_change_4,standardized_coefficient,5,-0.0004323788083133269,-0.0004238119604138469,0.0004323788083133269,0.0,1.0
4,F2_ACTIVITY,linear_qr,0.1,feat_15m_ret_1,standardized_coefficient,5,8.606611769065984e-05,8.729939383677362e-05,0.00016123054257292517,0.6,0.6
4,F2_ACTIVITY,linear_qr,0.1,feat_15m_ret_16,standardized_coefficient,5,0.0009049485060135624,0.0008652358220841188,0.0009049485060135624,1.0,1.0
4,F2_ACTIVITY,linear_qr,0.1,feat_15m_ret_4,standardized_coefficient,5,-0.0006018687998469594,-0.0007013711052824181,0.0006018687998469594,0.0,1.0
4,F2_ACTIVITY,linear_qr,0.1,feat_15m_ret_8,standardized_coefficient,5,4.7304264663261955e-05,0.0001598824582523253,0.0003271563166710145,0.8,0.8
4,F2_ACTIVITY,linear_qr,0.1,feat_15m_volume_ratio_32,standardized_coefficient,5,-0.0002352615770083227,-0.0001266432644642932,0.0002352615770083227,0.0,1.0
4,F2_ACTIVITY,linear_qr,0.1,feat_time_after_long_gap,standardized_coefficient,5,-0.0006604021198246856,-0.0003864479381338489,0.0006604021198246856,0.0,1.0
4,F2_ACTIVITY,linear_qr,0.1,feat_time_bars_since_segment_start,standardized_coefficient,5,-0.0005572947776187093,-0.00044691106762784026,0.0005572947776187093,0.0,1.0
4,F2_ACTIVITY,linear_qr,0.5,feat_15m_location_32,standardized_coefficient,5,5.5602456741425416e-05,4.082535917028169e-05,0.00010175340992630106,0.6,0.6
4,F2_ACTIVITY,linear_qr,0.5,feat_15m_oi_log_change_4,standardized_coefficient,5,-0.0003861487125820979,-0.0003943444853683563,0.0003861487125820979,0.0,1.0
4,F2_ACTIVITY,linear_qr,0.5,feat_15m_ret_1,standardized_coefficient,5,0.00018626117851689933,0.00014022148830072863,0.00018626117851689933,1.0,1.0
4,F2_ACTIVITY,linear_qr,0.5,feat_15m_ret_16,standardized_coefficient,5,-0.0002249047808264533,-0.00038119040938812973,0.00031762285895283165,0.4,0.6
4,F2_ACTIVITY,linear_qr,0.5,feat_15m_ret_4,standardized_coefficient,5,-0.00040861181047300107,-0.00033144861948485065,0.00040861181047300107,0.0,1.0
4,F2_ACTIVITY,linear_qr,0.5,feat_15m_ret_8,standardized_coefficient,5,0.0005866914480828703,0.0005134684547755993,0.0005866914480828703,1.0,1.0
4,F2_ACTIVITY,linear_qr,0.5,feat_15m_volume_ratio_32,standardized_coefficient,5,4.150985736809551e-05,-1.631239982374205e-05,7.755948177828528e-05,0.4,0.6
4,F2_ACTIVITY,linear_qr,0.5,feat_time_after_long_gap,standardized_coefficient,5,-0.0005773500634762569,-0.0005671294108146274,0.0005773500634762569,0.0,1.0
4,F2_ACTIVITY,linear_qr,0.5,feat_time_bars_since_segment_start,standardized_coefficient,5,6.453332938156438e-05,2.5108454003832285e-05,0.0002037409953614172,0.6,0.6
4,F2_ACTIVITY,linear_qr,0.9,feat_15m_location_32,standardized_coefficient,5,0.001251420957516889,0.0013027488724556323,0.001251420957516889,1.0,1.0
4,F2_ACTIVITY,linear_qr,0.9,feat_15m_oi_log_change_4,standardized_coefficient,5,-0.0004965507105946316,-0.0008607048972469341,0.0005500189988309307,0.4,0.6
4,F2_ACTIVITY,linear_qr,0.9,feat_15m_ret_1,standardized_coefficient,5,-0.000681076043404971,-0.0007438732962092082,0.000681076043404971,0.0,1.0
4,F2_ACTIVITY,linear_qr,0.9,feat_15m_ret_16,standardized_coefficient,5,-0.0014691072622504979,-0.0019855781524456126,0.0015811214472641604,0.2,0.8
4,F2_ACTIVITY,linear_qr,0.9,feat_15m_ret_4,standardized_coefficient,5,0.0003827317566381872,0.0005890947790380879,0.0006105911440217107,0.8,0.8
4,F2_ACTIVITY,linear_qr,0.9,feat_15m_ret_8,standardized_coefficient,5,0.0007065813564037877,0.0009672412514887039,0.0007065813564037877,1.0,1.0
4,F2_ACTIVITY,linear_qr,0.9,feat_15m_volume_ratio_32,standardized_coefficient,5,-0.0005443805292243747,-0.0006092281035736141,0.0005443805292243747,0.0,1.0
4,F2_ACTIVITY,linear_qr,0.9,feat_time_after_long_gap,standardized_coefficient,5,-0.00023737023594120176,-0.0002319389271848955,0.00028451270755751486,0.2,0.8
4,F2_ACTIVITY,linear_qr,0.9,feat_time_bars_since_segment_start,standardized_coefficient,5,-0.0011890515837587772,-0.0012571293319517923,0.0011890515837587772,0.0,1.0
4,F3_VOL,gbr_quantile,0.1,feat_15m_location_32,tree_importance,5,0.1151292970417916,0.10549292502684249,0.1151292970417916,,
4,F3_VOL,gbr_quantile,0.1,feat_15m_oi_log_change_4,tree_importance,5,0.08213528023882094,0.06324885994458751,0.08213528023882094,,
4,F3_VOL,gbr_quantile,0.1,feat_15m_ret_1,tree_importance,5,0.027186928461410426,0.024906853063333925,0.027186928461410426,,
4,F3_VOL,gbr_quantile,0.1,feat_15m_ret_16,tree_importance,5,0.068924098477963,0.07482656505262787,0.068924098477963,,
4,F3_VOL,gbr_quantile,0.1,feat_15m_ret_4,tree_importance,5,0.045103717402499265,0.03658397166167005,0.045103717402499265,,
4,F3_VOL,gbr_quantile,0.1,feat_15m_ret_8,tree_importance,5,0.06522444786825429,0.07252753505953032,0.06522444786825429,,
4,F3_VOL,gbr_quantile,0.1,feat_15m_volume_ratio_32,tree_importance,5,0.10087293165062405,0.0890787257037135,0.10087293165062405,,
4,F3_VOL,gbr_quantile,0.1,feat_5m_1h_rv,tree_importance,5,0.08420623696122964,0.07920962266280997,0.08420623696122964,,
4,F3_VOL,gbr_quantile,0.1,feat_5m_rv_rate_ratio_1h_4h,tree_importance,5,0.10403861143506488,0.10835625434880228,0.10403861143506488,,
4,F3_VOL,gbr_quantile,0.1,feat_time_after_long_gap,tree_importance,5,0.0,0.0,0.0,,
4,F3_VOL,gbr_quantile,0.1,feat_time_bars_since_segment_start,tree_importance,5,0.3071784504623419,0.30971287850405155,0.3071784504623419,,
4,F3_VOL,gbr_quantile,0.5,feat_15m_location_32,tree_importance,5,0.08947038285501557,0.10137300446946,0.08947038285501557,,
4,F3_VOL,gbr_quantile,0.5,feat_15m_oi_log_change_4,tree_importance,5,0.12900327207511522,0.1359824541532407,0.12900327207511522,,
4,F3_VOL,gbr_quantile,0.5,feat_15m_ret_1,tree_importance,5,0.05810035439810888,0.05434313213272758,0.05810035439810888,,
4,F3_VOL,gbr_quantile,0.5,feat_15m_ret_16,tree_importance,5,0.10405520379082714,0.10824526162915721,0.10405520379082714,,
4,F3_VOL,gbr_quantile,0.5,feat_15m_ret_4,tree_importance,5,0.07412528814866928,0.07453856741157877,0.07412528814866928,,
4,F3_VOL,gbr_quantile,0.5,feat_15m_ret_8,tree_importance,5,0.1353192963432457,0.14303629740195345,0.1353192963432457,,
4,F3_VOL,gbr_quantile,0.5,feat_15m_volume_ratio_32,tree_importance,5,0.07093239906955576,0.07196016665739915,0.07093239906955576,,
4,F3_VOL,gbr_quantile,0.5,feat_5m_1h_rv,tree_importance,5,0.11092036845047207,0.12694631438386114,0.11092036845047207,,
4,F3_VOL,gbr_quantile,0.5,feat_5m_rv_rate_ratio_1h_4h,tree_importance,5,0.1613352954795814,0.15078112713819997,0.1613352954795814,,
4,F3_VOL,gbr_quantile,0.5,feat_time_after_long_gap,tree_importance,5,0.015416685923913029,0.015008416495876298,0.015416685923913029,,
4,F3_VOL,gbr_quantile,0.5,feat_time_bars_since_segment_start,tree_importance,5,0.05132145346549599,0.04738707566148517,0.05132145346549599,,
4,F3_VOL,gbr_quantile,0.9,feat_15m_location_32,tree_importance,5,0.07533720540988176,0.08116497656664863,0.07533720540988176,,
4,F3_VOL,gbr_quantile,0.9,feat_15m_oi_log_change_4,tree_importance,5,0.1362805642284651,0.1369610926369198,0.1362805642284651,,
4,F3_VOL,gbr_quantile,0.9,feat_15m_ret_1,tree_importance,5,0.019750734653928986,0.017288145135137465,0.019750734653928986,,
4,F3_VOL,gbr_quantile,0.9,feat_15m_ret_16,tree_importance,5,0.06214806462884774,0.05793166952858523,0.06214806462884774,,
4,F3_VOL,gbr_quantile,0.9,feat_15m_ret_4,tree_importance,5,0.05891535604551094,0.06122066011017007,0.05891535604551094,,
4,F3_VOL,gbr_quantile,0.9,feat_15m_ret_8,tree_importance,5,0.10420770023169093,0.08637231252267091,0.10420770023169093,,
4,F3_VOL,gbr_quantile,0.9,feat_15m_volume_ratio_32,tree_importance,5,0.07679851386018294,0.08068038953549365,0.07679851386018294,,
4,F3_VOL,gbr_quantile,0.9,feat_5m_1h_rv,tree_importance,5,0.11575265338457583,0.09947855545477381,0.11575265338457583,,
4,F3_VOL,gbr_quantile,0.9,feat_5m_rv_rate_ratio_1h_4h,tree_importance,5,0.1560688224426032,0.14980953721377568,0.1560688224426032,,
4,F3_VOL,gbr_quantile,0.9,feat_time_after_long_gap,tree_importance,5,0.0014576336890741706,0.0,0.0014576336890741706,,
4,F3_VOL,gbr_quantile,0.9,feat_time_bars_since_segment_start,tree_importance,5,0.19328275142523837,0.17617761602150947,0.19328275142523837,,
4,F3_VOL,linear_qr,0.1,feat_15m_location_32,standardized_coefficient,5,0.0011930368930254186,0.0013778022618172801,0.0011930368930254186,1.0,1.0
4,F3_VOL,linear_qr,0.1,feat_15m_oi_log_change_4,standardized_coefficient,5,-0.0003616145539846628,-0.00038106723311828793,0.0003616145539846628,0.0,1.0
4,F3_VOL,linear_qr,0.1,feat_15m_ret_1,standardized_coefficient,5,4.311181302099559e-05,9.274912503640097e-05,0.00012610183907182715,0.8,0.8
4,F3_VOL,linear_qr,0.1,feat_15m_ret_16,standardized_coefficient,5,0.0005462800073856775,0.0004541167830609792,0.0006276354365564002,0.8,0.8
4,F3_VOL,linear_qr,0.1,feat_15m_ret_4,standardized_coefficient,5,-0.0003674024669773761,-0.00046577252398129145,0.00039087935087491426,0.2,0.8
4,F3_VOL,linear_qr,0.1,feat_15m_ret_8,standardized_coefficient,5,0.0002524145206822308,0.000487524948938322,0.0005837937977525999,0.8,0.8
4,F3_VOL,linear_qr,0.1,feat_15m_volume_ratio_32,standardized_coefficient,5,0.00026713031424644275,0.00035746927666348044,0.00027033408196122893,0.8,0.8
4,F3_VOL,linear_qr,0.1,feat_5m_1h_rv,standardized_coefficient,5,-0.0004059820100796757,-0.00041557709318998013,0.0005044410227245713,0.2,0.8
4,F3_VOL,linear_qr,0.1,feat_5m_rv_rate_ratio_1h_4h,standardized_coefficient,5,-0.0010277145467489713,-0.0010743959701082714,0.0010277145467489713,0.0,1.0
4,F3_VOL,linear_qr,0.1,feat_time_after_long_gap,standardized_coefficient,5,-0.0007241111790539209,-0.00041044828951498875,0.0007241111790539209,0.0,1.0
4,F3_VOL,linear_qr,0.1,feat_time_bars_since_segment_start,standardized_coefficient,5,-0.0007767932646015831,-0.0008918540932157835,0.0007767932646015831,0.0,1.0
4,F3_VOL,linear_qr,0.5,feat_15m_location_32,standardized_coefficient,5,2.501918177514973e-05,-2.6531438331944106e-05,0.00015805792683402703,0.4,0.6
4,F3_VOL,linear_qr,0.5,feat_15m_oi_log_change_4,standardized_coefficient,5,-0.0004045038808140618,-0.0004319384211877375,0.0004045038808140618,0.0,1.0
4,F3_VOL,linear_qr,0.5,feat_15m_ret_1,standardized_coefficient,5,0.00018581624841315598,0.00015632322809617697,0.00018581624841315598,1.0,1.0
4,F3_VOL,linear_qr,0.5,feat_15m_ret_16,standardized_coefficient,5,-0.00019427898589360264,-0.00035348842418886497,0.00039475244860877047,0.4,0.6
4,F3_VOL,linear_qr,0.5,feat_15m_ret_4,standardized_coefficient,5,-0.0005676120158651761,-0.0004734149891967796,0.0005676120158651761,0.0,1.0
4,F3_VOL,linear_qr,0.5,feat_15m_ret_8,standardized_coefficient,5,0.0006421034276578262,0.0005831753489529955,0.0006421034276578262,1.0,1.0
4,F3_VOL,linear_qr,0.5,feat_15m_volume_ratio_32,standardized_coefficient,5,0.0002869158555261887,0.00033822377444571954,0.0002869158555261887,1.0,1.0
4,F3_VOL,linear_qr,0.5,feat_5m_1h_rv,standardized_coefficient,5,6.032128791871776e-05,7.784570080618501e-05,8.275816057953796e-05,0.6,0.6
4,F3_VOL,linear_qr,0.5,feat_5m_rv_rate_ratio_1h_4h,standardized_coefficient,5,-0.0006543648163802286,-0.0005699905807590798,0.0006543648163802286,0.0,1.0
4,F3_VOL,linear_qr,0.5,feat_time_after_long_gap,standardized_coefficient,5,-0.0005008050408872553,-0.0005202830408051773,0.0005008050408872553,0.0,1.0
4,F3_VOL,linear_qr,0.5,feat_time_bars_since_segment_start,standardized_coefficient,5,-0.00010287783333050372,-0.0001135118224428993,0.00021408837941364647,0.2,0.8
4,F3_VOL,linear_qr,0.9,feat_15m_location_32,standardized_coefficient,5,0.0011385921877269608,0.0010966775714965308,0.0011385921877269608,1.0,1.0
4,F3_VOL,linear_qr,0.9,feat_15m_oi_log_change_4,standardized_coefficient,5,-0.0005272494076248972,-0.000751166834946608,0.0005838553069591765,0.4,0.6
4,F3_VOL,linear_qr,0.9,feat_15m_ret_1,standardized_coefficient,5,-0.0007022295209298615,-0.0006246352479302185,0.0007022295209298615,0.0,1.0
4,F3_VOL,linear_qr,0.9,feat_15m_ret_16,standardized_coefficient,5,-0.0012675956467480033,-0.0019359901335535509,0.001509732042263191,0.2,0.8
4,F3_VOL,linear_qr,0.9,feat_15m_ret_4,standardized_coefficient,5,0.00037333351889150333,0.0005224421892177653,0.0005517497168994496,0.8,0.8
4,F3_VOL,linear_qr,0.9,feat_15m_ret_8,standardized_coefficient,5,0.000520332830776962,0.0005015747920464923,0.0005265747485041073,0.8,0.8
4,F3_VOL,linear_qr,0.9,feat_15m_volume_ratio_32,standardized_coefficient,5,-0.0004256500804321769,-0.000580188537728244,0.0004900705216141249,0.2,0.8
4,F3_VOL,linear_qr,0.9,feat_5m_1h_rv,standardized_coefficient,5,0.0006679433726601109,0.000587681225266805,0.0006679433726601109,1.0,1.0
4,F3_VOL,linear_qr,0.9,feat_5m_rv_rate_ratio_1h_4h,standardized_coefficient,5,-0.0007133879898424543,-0.000862481002923435,0.0007133879898424543,0.0,1.0
4,F3_VOL,linear_qr,0.9,feat_time_after_long_gap,standardized_coefficient,5,-0.0003045443654803617,-0.00029896386065889275,0.00031806968099230094,0.2,0.8
4,F3_VOL,linear_qr,0.9,feat_time_bars_since_segment_start,standardized_coefficient,5,-0.0012775512936889924,-0.0012548797673979713,0.0012775512936889924,0.0,1.0
4,F4_TAIL,gbr_quantile,0.1,feat_15m_location_32,tree_importance,5,0.08717826773879431,0.08380207295138029,0.08717826773879431,,
4,F4_TAIL,gbr_quantile,0.1,feat_15m_oi_log_change_4,tree_importance,5,0.06195457856239064,0.04747339983439559,0.06195457856239064,,
4,F4_TAIL,gbr_quantile,0.1,feat_15m_ret_1,tree_importance,5,0.019941510903322388,0.020487624607151773,0.019941510903322388,,
4,F4_TAIL,gbr_quantile,0.1,feat_15m_ret_16,tree_importance,5,0.027364038652282013,0.023400874208360265,0.027364038652282013,,
4,F4_TAIL,gbr_quantile,0.1,feat_15m_ret_4,tree_importance,5,0.026970706843889906,0.029476994261351516,0.026970706843889906,,
4,F4_TAIL,gbr_quantile,0.1,feat_15m_ret_8,tree_importance,5,0.05234249015333806,0.06441851307509042,0.05234249015333806,,
4,F4_TAIL,gbr_quantile,0.1,feat_15m_volume_ratio_32,tree_importance,5,0.09603360270293079,0.08505160697366652,0.09603360270293079,,
4,F4_TAIL,gbr_quantile,0.1,feat_5m_1h_jump_share,tree_importance,5,0.06045776310160984,0.055267951761029686,0.06045776310160984,,
4,F4_TAIL,gbr_quantile,0.1,feat_5m_1h_rv,tree_importance,5,0.0736742684287182,0.06956357043957365,0.0736742684287182,,
4,F4_TAIL,gbr_quantile,0.1,feat_5m_4h_neg_semivar_share,tree_importance,5,0.12901198617133341,0.12455669299838645,0.12901198617133341,,
4,F4_TAIL,gbr_quantile,0.1,feat_5m_rv_rate_ratio_1h_4h,tree_importance,5,0.08614650465089654,0.08561873110363775,0.08614650465089654,,
4,F4_TAIL,gbr_quantile,0.1,feat_time_after_long_gap,tree_importance,5,0.0004906770597167805,0.0,0.0004906770597167805,,
4,F4_TAIL,gbr_quantile,0.1,feat_time_bars_since_segment_start,tree_importance,5,0.2784336050307771,0.28539972902062777,0.2784336050307771,,
4,F4_TAIL,gbr_quantile,0.5,feat_15m_location_32,tree_importance,5,0.06488361759886643,0.06920725340094444,0.06488361759886643,,
4,F4_TAIL,gbr_quantile,0.5,feat_15m_oi_log_change_4,tree_importance,5,0.10915080464286157,0.10241388302314931,0.10915080464286157,,
4,F4_TAIL,gbr_quantile,0.5,feat_15m_ret_1,tree_importance,5,0.04246509325827471,0.04073547039705944,0.04246509325827471,,
4,F4_TAIL,gbr_quantile,0.5,feat_15m_ret_16,tree_importance,5,0.1039348072527072,0.10227716941108995,0.1039348072527072,,
