instrument,fold,train_rows_S0,test_rows_S0,train_up_rate_S0,auc_S0,brier_skill_S0,logloss_skill_S0,return_spread_S0,train_rows_S1,test_rows_S1,train_up_rate_S1,auc_S1,brier_skill_S1,logloss_skill_S1,return_spread_S1,delta_auc,delta_brier_skill,delta_logloss_skill,delta_return_spread
I,4,4923,703,0.39142799106236037,0.47551309334872316,-0.007632515495386238,-0.005463563022782836,-9.151602234702368e-06,4923,703,0.39142799106236037,0.5206680132736979,0.0024014153858049614,0.0021143560815628515,0.0001173035430934901,0.04515491992497478,0.0100339308811912,0.007577919104345687,0.00012645514532819247
I,5,5626,703,0.3851759687166726,0.5293642384105961,0.0036665196725058635,0.0027071462851713246,0.00023816948383004817,5626,703,0.3851759687166726,0.538962472406181,0.004007848937127356,0.003022492634165097,0.00013774401175579483,0.009598233995584904,0.0003413292646214927,0.00031534634899377245,-0.00010042547207425335
I,6,6329,703,0.3818928740717333,0.5408211943095664,0.004988276039699979,0.0037154574230621185,0.00019327882891071,6329,703,0.3818928740717333,0.5448717948717949,0.0049292712302049235,0.0037938747663415207,0.00011266012654579359,0.004050600562228501,-5.900480949505571e-05,7.84173432794022e-05,-8.061870236491641e-05
SC,0,5614,1871,0.4429996437477734,0.509100851495977,-0.004377243840370859,-0.003311981382881468,-0.00014477875526531866,5614,1871,0.4429996437477734,0.5160270107574316,-0.0028504249720333608,-0.0022093350011638258,-0.00010598819200437503,0.0069261592614546785,0.0015268188683374984,0.0011026463817176424,3.8790563260943624e-05
SC,1,7485,1871,0.4479625918503674,0.526274187723529,-0.0016441529621002982,-0.0012961579017209957,0.0001623545411537748,7485,1871,0.4479625918503674,0.5271828655972227,-0.002000088013508705,-0.0017032641789107572,0.00016440550202370948,0.0009086778736937529,-0.000355935051408407,-0.00040710627718976156,2.0509608699346667e-06
SC,2,9356,1871,0.44452757588713127,0.5092717271576016,-0.004801870538220232,-0.0037186612938344688,-0.00023373842883974542,9356,1871,0.44452757588713127,0.5405110642419911,0.00921292854673339,0.006742998424943969,-7.90539552794248e-05,0.03123933708438953,0.014014799084953622,0.010461659718778438,0.0001546844735603206
SC,3,11227,1871,0.4500757103411419,0.5316394296801263,0.004207153544106279,0.0029628335288442997,7.576148886658511e-05,11227,1871,0.4500757103411419,0.5308658550798827,0.008233362990668125,0.005958768608420928,3.263599552007908e-05,-0.0007735746002436317,0.004026209446561846,0.002995935079576628,-4.312549334650603e-05
SC,4,13098,1871,0.45724538097419454,0.5293905614619007,0.001947608327872663,0.0014025950906820794,-0.00025103474697707505,13098,1871,0.45724538097419454,0.52955846823181,0.003306810547112793,0.0023944037744985103,-6.805583403886163e-05,0.00016790676990929843,0.0013592022192401298,0.0009918086838164308,0.00018297891293821343
SC,5,14969,1871,0.4591489077426682,0.5185585938933539,0.0005424004273365535,0.00037696729390057637,0.00010831223268415935,14969,1871,0.4591489077426682,0.521461796763184,0.001254153625657728,0.0009262426415369562,-6.127123237178249e-05,0.002903202869830146,0.0007117531983211745,0.0005492753476363799,-0.00016958346505594184
SC,6,16840,1871,0.46039192399049883,0.5256256141874442,0.00015157317447556107,5.923357036097254e-05,2.2661810366763295e-05,16840,1871,0.46039192399049883,0.5343676440340974,0.00540721345253703,0.003917728215210858,0.0002304972906752255,0.008742029846653177,0.005255640278061469,0.003858494644849886,0.0002078354803084622
M,0,2111,703,0.4159166271909048,0.5245915661620049,-0.004733009933491239,-0.003291623070615479,-4.6931171512226664e-05,2111,703,0.4159166271909048,0.5208279873406895,-0.009259077326032594,-0.006472025538119208,9.588437735201605e-06,-0.0037635788213153942,-0.004526067392541355,-0.003180402467503729,5.651960924742827e-05
M,1,2814,703,0.4079601990049751,0.56483979907002,0.01115729515643149,0.00832655429709872,0.00013785527824023696,2814,703,0.4079601990049751,0.571072192241116,0.011403146396592345,0.008764531668754572,0.0003038439237452318,0.006232393171096029,0.0002458512401608548,0.00043797737165585104,0.00016598864550499486
M,2,3517,703,0.4048905317031561,0.48805552344304803,-0.01772895055680168,-0.013659446688611965,-0.00019239329293680555,3517,703,0.4048905317031561,0.497279153110601,-0.016628952579339273,-0.012669007298534263,3.398447211693529e-05,0.009223629667552968,0.001099997977462408,0.000990439390077702,0.00022637776505374084
M,3,4220,703,0.4087677725118483,0.5139976572958501,-0.00700756418653925,-0.0050029438823882,1.608695932151532e-05,4220,703,0.4087677725118483,0.5200510374832664,-0.0036634669580875023,-0.0025747104557556355,-1.861121636875441e-05,0.006053380187416302,0.003344097228451748,0.0024282334266325645,-3.469817569026973e-05
M,4,4923,703,0.40910014218972174,0.5246573793871091,0.0010999526356654243,0.0007812619218960926,4.3092575774791804e-05,4923,703,0.40910014218972174,0.5251182649831297,0.002978169962186916,0.002228727041342915,-8.024805586250282e-05,0.0004608855960206437,0.0018782173265214919,0.0014474651194468224,-0.00012334063163729463
M,5,5626,703,0.4038393174546747,0.5086268930101724,-0.010288068098129877,-0.007755673641341332,6.466130045762267e-06,5626,703,0.4038393174546747,0.5111250122657247,-0.010590712856136442,-0.008034247144422801,4.830497399333389e-05,0.0024981192555523224,-0.000302644758006565,-0.00027857350308146955,4.1838843947571626e-05
M,6,6329,703,0.4090693632485385,0.532922262922263,0.0005792233127203117,0.0003976194988005721,0.00016920370681610422,6329,703,0.4090693632485385,0.5207610907610908,0.0008604940221359492,0.0005603370248850048,0.0002021340162859828,-0.012161172161172185,0.0002812707094156375,0.00016271752608443268,3.293030946987857e-05
CF,0,2111,703,0.37138796778777833,0.5426876564538308,0.0044573221929740114,0.003604051062512381,6.849520265761545e-05,2111,703,0.37138796778777833,0.5235782533582485,-0.00023881530735248013,4.291451528226631e-05,-2.807645362220895e-05,-0.01910940309558229,-0.004696137500326492,-0.003561136547230115,-9.65716562798244e-05
CF,1,2814,703,0.3681592039800995,0.5183292079207922,-0.017019772696470703,-0.013482672704184573,0.00011399890396158575,2814,703,0.3681592039800995,0.5419636963696369,0.0013275793686395865,0.0010456656514515883,0.00019737797340181243,0.023634488448844748,0.01834735206511029,0.014528338355636161,8.337906944022668e-05
CF,2,3517,703,0.3804378731873756,0.5196626434507321,-0.007994263316209782,-0.006463185797949578,8.440120583845535e-06,3517,703,0.3804378731873756,0.5135165215670756,-0.004630080036511552,-0.0036666606568980242,7.320089114329727e-05,-0.006146121883656486,0.0033641832796982296,0.0027965251410515535,6.476077055945175e-05
CF,3,4220,703,0.38909952606635073,0.5404831946980455,0.0045834934229332935,0.003366046568609282,5.91466886294715e-05,4220,703,0.38909952606635073,0.5647570501115845,0.008365972871854699,0.006422845886402961,0.0002091238214356435,0.02427385541353899,0.0037824794489214053,0.003056799317793679,0.000149977132806172
CF,4,4923,703,0.390209222019094,0.5349923340999232,0.005065495644344664,0.0037495381409233808,4.2246432969060054e-05,4923,703,0.390209222019094,0.5459120754591208,0.006204736872306271,0.0044838135850896466,2.1768208050974817e-05,0.010919741359197599,0.001139241227961607,0.0007342754441662658,-2.0478224918085238e-05
CF,5,5626,703,0.39353003910415923,0.5926207362377576,0.01816487837382441,0.013574676929170804,0.00026324271312449913,5626,703,0.39353003910415923,0.576388888888889,0.013853650782828186,0.010360789270072113,0.00018576996350667786,-0.016231847348868622,-0.004311227590996225,-0.003213887659098691,-7.747274961782127e-05
CF,6,6329,703,0.39390109021962394,0.5236074096008949,0.0017886865729070944,0.0010829703757357922,2.5006183367776828e-05,6329,703,0.39390109021962394,0.5489092883229691,0.0038389459060240716,0.00267917557090791,3.148778234834357e-05,0.025301878722074234,0.002050259333116977,0.001596205195172118,6.481598980566743e-06
