instrument,row_id,rank,decision_time,trading_day,position_prev,position_now,abs_position_change,rel_dOI_5m,abs_rel_dOI_5m,oi_window_crosses_gap
RB,9057,15,2025-07-22 21:00:00,2025-07-22,2040682.0,2024488.0,-16194.0,-0.007935582320028304,0.007935582320028304,False
RB,10989,16,2025-08-29 21:00:00,2025-08-29,1063923.0,1055710.0,-8213.0,-0.007719543613588577,0.007719543613588577,False
RB,9287,17,2025-07-25 22:55:00,2025-07-28,1963814.0,1948687.0,-15127.0,-0.007702867990553077,0.007702867990553077,False
RB,26922,18,2026-08-18 21:00:00,2026-08-18,2009183.0,1994363.0,-14820.0,-0.007376132487682804,0.007376132487682804,False
RB,16803,19,2026-01-07 14:45:00,2026-01-07,1709627.0,1722067.0,12440.0,0.007276441001458213,0.007276441001458213,False
RB,10987,20,2025-08-29 14:50:00,2025-08-29,1077606.0,1069818.0,-7788.0,-0.0072271312520531625,0.0072271312520531625,False
I,16732,1,2026-01-06 14:35:00,2026-01-06,626067.0,635382.0,9315.0,0.014878599255351264,0.014878599255351264,False
I,11263,2,2025-09-04 14:50:00,2025-09-04,501083.0,507040.0,5957.0,0.011888250050390854,0.011888250050390854,False
I,21859,3,2026-04-30 14:35:00,2026-04-30,607817.0,614822.0,7005.0,0.01152485040727719,0.01152485040727719,False
I,26367,4,2026-08-06 14:45:00,2026-08-06,391783.0,387433.0,-4350.0,-0.011103085126205068,0.011103085126205068,False
I,23630,5,2026-06-10 14:40:00,2026-06-10,585517.0,579035.0,-6482.0,-0.011070558156296059,0.011070558156296059,False
I,12507,6,2025-10-09 09:00:00,2025-09-30,452274.0,447365.0,-4909.0,-0.010854039807727174,0.010854039807727174,False
I,26644,7,2026-08-12 14:50:00,2026-08-12,264538.0,261670.0,-2868.0,-0.01084154261391558,0.01084154261391558,False
I,26868,8,2026-08-17 22:15:00,2026-08-18,516495.0,511021.0,-5474.0,-0.010598360100291387,0.010598360100291387,False
I,26368,9,2026-08-06 14:50:00,2026-08-06,387433.0,383432.0,-4001.0,-0.010326946852746152,0.010326946852746152,False
I,25197,10,2026-07-14 21:00:00,2026-07-14,550900.0,545267.0,-5633.0,-0.010225086222544926,0.010225086222544926,False
I,20646,11,2026-04-07 09:00:00,2026-04-03,303455.0,300491.0,-2964.0,-0.009767510833566756,0.009767510833566756,False
I,20760,12,2026-04-08 21:00:00,2026-04-08,269134.0,266544.0,-2590.0,-0.009623458946101199,0.009623458946101199,False
I,24589,13,2026-07-01 22:05:00,2026-07-02,617662.0,611757.0,-5905.0,-0.009560244923598991,0.009560244923598991,False
I,15405,14,2025-12-08 09:00:00,2025-12-08,243118.0,240844.0,-2274.0,-0.009353482670966362,0.009353482670966362,False
I,15381,15,2025-12-05 21:00:00,2025-12-05,254198.0,251897.0,-2301.0,-0.009051998835553387,0.009051998835553387,False
I,22668,16,2026-05-21 21:00:00,2026-05-21,631618.0,625910.0,-5708.0,-0.009037107872163238,0.009037107872163238,False
I,9539,17,2025-07-31 14:55:00,2025-07-31,426150.0,422438.0,-3712.0,-0.008710547929132935,0.008710547929132935,False
I,14760,18,2025-11-24 21:00:00,2025-11-24,453664.0,449760.0,-3904.0,-0.008605487761867814,0.008605487761867814,False
I,9535,19,2025-07-31 14:35:00,2025-07-31,433718.0,429991.0,-3727.0,-0.00859314116545774,0.00859314116545774,False
I,26508,20,2026-08-10 21:00:00,2026-08-10,332273.0,329492.0,-2781.0,-0.008369623773222621,0.008369623773222621,False
SC,30660,1,2026-03-05 14:55:00,2026-03-05,39639.0,36978.0,-2661.0,-0.06713085597517596,0.06713085597517596,False
SC,28648,2,2026-01-29 23:20:00,2026-01-30,51616.0,48542.0,-3074.0,-0.05955517668939864,0.05955517668939864,False
SC,40342,3,2026-07-15 21:00:00,2026-07-15,21969.0,23172.0,1203.0,0.05475897856069917,0.05475897856069917,False
SC,28953,4,2026-02-03 21:00:00,2026-02-03,31765.0,32924.0,1159.0,0.036486699197229654,0.036486699197229654,False
SC,42673,5,2026-08-13 21:00:00,2026-08-13,25583.0,24719.0,-864.0,-0.03377242700230622,0.03377242700230622,False
SC,20472,6,2025-10-15 21:00:00,2025-10-15,22492.0,23219.0,727.0,0.03232260359238841,0.03232260359238841,False
SC,30661,7,2026-03-05 21:00:00,2026-03-05,36978.0,35820.0,-1158.0,-0.03131591757261074,0.03131591757261074,False
SC,30577,8,2026-03-04 23:15:00,2026-03-05,41920.0,40621.0,-1299.0,-0.030987595419847327,0.030987595419847327,False
SC,44157,9,2026-09-02 00:25:00,2026-09-02,42817.0,44100.0,1283.0,0.02996473363383703,0.02996473363383703,False
SC,15690,10,2025-08-07 00:00:00,2025-08-07,33008.0,33956.0,948.0,0.028720310227823558,0.028720310227823558,False
SC,15337,11,2025-08-01 22:20:00,2025-08-04,32711.0,31806.0,-905.0,-0.0276665341933906,0.0276665341933906,False
SC,42895,12,2026-08-17 21:00:00,2026-08-17,15277.0,14887.0,-390.0,-0.025528572363683968,0.025528572363683968,False
SC,13722,13,2025-07-14 09:00:00,2025-07-14,22945.0,22373.0,-572.0,-0.024929178470254956,0.024929178470254956,False
SC,14211,14,2025-07-18 21:00:00,2025-07-18,9947.0,9707.0,-240.0,-0.024127877752086052,0.024127877752086052,False
SC,13833,15,2025-07-15 09:00:00,2025-07-15,20420.0,19935.0,-485.0,-0.023751224289911853,0.023751224289911853,False
SC,14208,16,2025-07-18 14:45:00,2025-07-18,10402.0,10159.0,-243.0,-0.023360892136127662,0.023360892136127662,False
SC,13878,17,2025-07-15 21:00:00,2025-07-15,18094.0,18513.0,419.0,0.023156847573781364,0.023156847573781364,False
SC,30838,18,2026-03-09 09:00:00,2026-03-09,38292.0,37416.0,-876.0,-0.02287684111563773,0.02287684111563773,False
SC,33592,19,2026-04-14 21:00:00,2026-04-14,31052.0,31735.0,683.0,0.021995362617544763,0.021995362617544763,False
SC,15001,20,2025-07-29 22:05:00,2025-07-30,38907.0,39735.0,828.0,0.021281517464723572,0.021281517464723572,False
RU,8874,1,2025-07-18 09:00:00,2025-07-18,152318.0,148261.0,-4057.0,-0.02663506611168739,0.02663506611168739,False
RU,24921,2,2026-07-08 21:00:00,2026-07-08,132766.0,129571.0,-3195.0,-0.02406489613304611,0.02406489613304611,False
RU,20644,3,2026-04-03 14:50:00,2026-04-03,58446.0,57273.0,-1173.0,-0.02006980802792321,0.02006980802792321,False
RU,20646,4,2026-04-07 09:00:00,2026-04-03,56647.0,55553.0,-1094.0,-0.0193125849559553,0.0193125849559553,False
RU,11279,5,2025-09-04 22:10:00,2025-09-05,143510.0,146247.0,2737.0,0.019071841683506376,0.019071841683506376,False
RU,20760,6,2026-04-08 21:00:00,2026-04-08,48617.0,47746.0,-871.0,-0.017915543945533456,0.017915543945533456,False
RU,16276,7,2025-12-24 14:50:00,2025-12-24,162772.0,165597.0,2825.0,0.017355564839161525,0.017355564839161525,False
RU,14991,8,2025-11-28 09:00:00,2025-11-28,92281.0,90760.0,-1521.0,-0.0164822661219536,0.0164822661219536,False
RU,15256,9,2025-12-03 22:05:00,2025-12-04,114435.0,116312.0,1877.0,0.01640232446366933,0.01640232446366933,False
RU,20829,10,2026-04-09 21:00:00,2026-04-09,156907.0,154416.0,-2491.0,-0.015875646083348734,0.015875646083348734,False
RU,8457,11,2025-07-09 22:45:00,2025-07-10,153323.0,155726.0,2403.0,0.01567279534055556,0.01567279534055556,False
RU,25910,12,2026-07-28 22:55:00,2026-07-29,113495.0,111727.0,-1768.0,-0.015577778756773426,0.015577778756773426,False
RU,11288,13,2025-09-04 22:55:00,2025-09-05,149188.0,151504.0,2316.0,0.015524036785800466,0.015524036785800466,False
RU,15903,14,2025-12-17 10:30:00,2025-12-17,135278.0,137308.0,2030.0,0.015006135513535091,0.015006135513535091,False
RU,9193,15,2025-07-24 14:50:00,2025-07-24,133855.0,131891.0,-1964.0,-0.014672593478017257,0.014672593478017257,False
RU,18684,16,2026-02-24 10:30:00,2026-02-24,150725.0,152748.0,2023.0,0.013421794659147454,0.013421794659147454,False
RU,8460,17,2025-07-10 09:00:00,2025-07-10,156834.0,154753.0,-2081.0,-0.013268806508792736,0.013268806508792736,False
RU,10668,18,2025-08-25 09:00:00,2025-08-25,131221.0,129544.0,-1677.0,-0.012779966621196303,0.012779966621196303,False
RU,15036,19,2025-11-28 21:00:00,2025-11-28,80625.0,79595.0,-1030.0,-0.012775193798449613,0.012775193798449613,False
RU,22042,20,2026-05-08 14:35:00,2026-05-08,212885.0,210230.0,-2655.0,-0.012471522183338421,0.012471522183338421,False
MA,19081,1,2026-03-03 22:50:00,2026-03-04,977564.0,950686.0,-26878.0,-0.02749487501585574,0.02749487501585574,False
MA,20760,2,2026-04-08 21:00:00,2026-04-08,495838.0,482989.0,-12849.0,-0.02591370568613136,0.02591370568613136,False
MA,19196,3,2026-03-05 14:55:00,2026-03-05,735782.0,717321.0,-18461.0,-0.025090312076131244,0.025090312076131244,False
MA,20967,4,2026-04-13 21:00:00,2026-04-13,370561.0,361418.0,-9143.0,-0.024673400600710813,0.024673400600710813,False
MA,20784,5,2026-04-09 09:00:00,2026-04-09,464802.0,453400.0,-11402.0,-0.024530875512583854,0.024530875512583854,False
MA,19833,6,2026-03-18 22:15:00,2026-03-19,669678.0,686019.0,16341.0,0.024401279420855994,0.024401279420855994,False
MA,20898,7,2026-04-10 21:00:00,2026-04-10,427924.0,417879.0,-10045.0,-0.023473794412091867,0.023473794412091867,False
MA,20922,8,2026-04-13 09:00:00,2026-04-13,415558.0,406000.0,-9558.0,-0.02300039946289086,0.02300039946289086,False
MA,20601,9,2026-04-03 09:00:00,2026-04-03,564595.0,552085.0,-12510.0,-0.022157475712679,0.022157475712679,False
MA,20325,10,2026-03-30 09:00:00,2026-03-30,691913.0,677155.0,-14758.0,-0.021329271165594518,0.021329271165594518,False
MA,27774,11,2026-09-04 09:00:00,2026-09-04,651548.0,637743.0,-13805.0,-0.021188001497970985,0.021188001497970985,False
MA,26715,12,2026-08-13 21:00:00,2026-08-13,289921.0,283835.0,-6086.0,-0.020991925386570826,0.020991925386570826,False
MA,19773,13,2026-03-18 09:00:00,2026-03-18,647286.0,633734.0,-13552.0,-0.020936649332752445,0.020936649332752445,False
MA,20853,14,2026-04-10 09:00:00,2026-04-10,443483.0,434273.0,-9210.0,-0.0207674251324177,0.0207674251324177,False
MA,25428,15,2026-07-20 09:00:00,2026-07-20,671989.0,658094.0,-13895.0,-0.020677421803035466,0.020677421803035466,False
