block,cost,policy,n_decisions,n_trades,trade_rate,gross_total_ATR0,net_total_ATR0,net_EV_per_decision,net_EV_per_trade,profit_factor,win_rate,daily_sharpe_annualized,max_drawdown_ATR0
TB3,0.0,GATEA,120180,75113,0.6250041604260276,225.15720706870664,225.15720706870664,0.0018734998091921005,0.002997579740773324,1.0147044978645114,0.4720221532890445,1.2773489770582545,-230.25821130278817
TB3,0.0,FLIPA,120180,120180,1.0,282.76863424516813,282.76863424516813,0.002352875971419272,0.002352875971419272,1.0110872219618428,0.46030953569645533,1.657229193947567,-220.89209064370544
TB3,0.01,BASE,120180,120180,1.0,167.54577989224506,-1034.254220107755,-0.008605876353035072,-0.008605876353035072,0.9605318151412697,0.463954068896655,-4.497587122882724,-1172.8925726076475
TB3,0.01,GATE0,120180,60368,0.5023131968713597,-27.158795203346827,-630.8387952033469,-0.005249116285599492,-0.010449887278083532,0.9507159946130533,0.47089517625231914,-3.8273080801148116,-760.0038121675719
TB3,0.01,GATEA,120180,61074,0.5081877184223664,65.56018324120387,-545.1798167587963,-0.004536360598758498,-0.008926545121635984,0.9577726627155194,0.47216491469365035,-3.4647427675971385,-667.5653878917843
TB3,0.01,FLIPA,120180,92893,0.7729489099683807,141.99567944458863,-786.9343205554113,-0.006547964058540617,-0.008471406032267354,0.9617063716454753,0.4605729172273476,-5.070015044138564,-856.8970634416975
TB3,0.02,BASE,120180,120180,1.0,167.54577989224506,-2236.054220107756,-0.01860587635303508,-0.01860587635303508,0.9167232090097844,0.4607172574471626,-9.672041808013018,-2305.03902915078
TB3,0.02,GATE0,120180,47169,0.39248627059410884,-64.32380557939402,-1007.7038055793944,-0.00838495428173901,-0.021363688133719062,0.9026588955222614,0.4697576798320931,-6.708863541269251,-1070.3480008111537
TB3,0.02,GATEA,120180,47819,0.3978948244300216,16.77232256574949,-939.6076774342507,-0.007818336473907894,-0.019649254008537415,0.9102144722208515,0.4692486250235262,-6.23380613466636,-1020.7095595632888
TB3,0.02,FLIPA,120180,69039,0.5744633050424364,141.78787217160396,-1238.9921278283966,-0.010309470193280051,-0.0179462641091035,0.9219414881280309,0.45840756673764105,-8.502219210738033,-1287.6728959742838
TB3,0.03,BASE,120180,120180,1.0,167.54577989224506,-3437.8542201077553,-0.028605876353035076,-0.028605876353035076,0.8749933202114887,0.45677317357297387,-14.77630068345263,-3452.549029150779
TB3,0.03,GATE0,120180,35703,0.2970793809286071,78.09162841021087,-992.9983715897895,-0.008262592541103257,-0.02781274323137522,0.8756234694828484,0.46721564014228495,-11.384486796620674,-1044.013387578082
TB3,0.03,GATEA,120180,36369,0.3026210683974039,111.68791652364968,-979.3820834763505,-0.008149293422169667,-0.026929035262898363,0.879207950853872,0.46589128103604716,-10.751191939894722,-1046.6008310018278
TB3,0.03,FLIPA,120180,50453,0.4198119487435513,273.7594366691157,-1239.8305633308846,-0.010316446691054124,-0.024573971088555382,0.8953902548853843,0.45695994291717046,-11.952669973078871,-1294.3071384282146
TB3,0.05,BASE,120180,120180,1.0,167.54577989224506,-5841.454220107756,-0.04860587635303508,-0.04860587635303508,0.7973002457691473,0.44703777666833083,-24.718968664748093,-5783.011577332675
TB3,0.05,GATE0,120180,18813,0.15654018971542685,-12.902783974115657,-953.5527839741158,-0.007934371642320817,-0.05068584404263625,0.7907497406647808,0.45622707702120874,-14.47087727226723,-971.0463524394919
TB3,0.05,GATEA,120180,19221,0.15993509735396905,72.99722392923458,-888.0527760707655,-0.007389355766939304,-0.04620221508094093,0.8081494438361408,0.45783257895010665,-12.647324700149724,-913.6958853008659
TB3,0.05,FLIPA,120180,25542,0.21253120319520719,157.13820182301794,-1119.9617981769823,-0.009319036430162941,-0.04384785052764005,0.8260278118529224,0.4492600422832981,-13.94440631044822,-1131.6664796531106
TB3,0.1,BASE,120180,120180,1.0,167.54577989224506,-11850.454220107757,-0.09860587635303508,-0.09860587635303508,0.6323209075139362,0.41554335163920786,-47.531932329633875,-11732.511577332672
TB3,0.1,GATE0,120180,2623,0.02182559494092195,-108.65966946043608,-370.9596694604361,-0.0030867005280449,-0.1414257222494991,0.5652078100538971,0.4041174227983225,-11.440957826764313,-369.81720545012627
TB3,0.1,GATEA,120180,2691,0.02239141288067898,-105.95933315317481,-375.05933315317486,-0.003120813223108461,-0.13937544896067441,0.5680054632609353,0.4065403195837978,-11.869465117511973,-374.7561013780835
TB3,0.1,FLIPA,120180,3322,0.02764187052754202,-39.300339107607805,-371.50033910760783,-0.0030911993601897805,-0.11183032483672722,0.6425024987271534,0.397049969897652,-10.937902524264578,-367.96406336585954
