symbol,decision_bar_index,resolution_bar_index,frozen_outcome,frozen_duration_bars,first_reconfig_bar_index,bars_to_first_reconfig,episode_fraction_to_first_reconfig,frozen_upper_price,first_upper_price,frozen_lower_price,first_lower_price,first_reconfig_close,upper_inward,lower_inward,new_upper_activation_bar,new_lower_activation_bar,first_reconfig_side
AG,362,381,0,19,378,16,0.8421052631578947,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,363,381,0,18,378,15,0.8333333333333334,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,364,381,0,17,378,14,0.8235294117647058,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,365,381,0,16,378,13,0.8125,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,366,381,0,15,378,12,0.8,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,367,381,0,14,378,11,0.7857142857142857,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,368,381,0,13,378,10,0.7692307692307693,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,369,381,0,12,378,9,0.75,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,370,381,0,11,378,8,0.7272727272727273,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,371,381,0,10,378,7,0.7,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,372,381,0,9,378,6,0.6666666666666666,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,373,381,0,8,378,5,0.625,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,374,381,0,7,378,4,0.5714285714285714,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,375,381,0,6,378,3,0.5,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,376,381,0,5,378,2,0.4,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,377,381,0,4,378,1,0.25,7773.0,7773.0,7690.0,7717.0,7758.0,False,True,-1,378,LOWER_ONLY
AG,444,495,1,51,459,15,0.29411764705882354,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,445,495,1,50,459,14,0.28,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,446,495,1,49,459,13,0.2653061224489796,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,447,495,1,48,459,12,0.25,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,448,495,1,47,459,11,0.23404255319148937,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,449,495,1,46,459,10,0.21739130434782608,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,450,495,1,45,459,9,0.2,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,451,495,1,44,459,8,0.18181818181818182,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,452,495,1,43,459,7,0.16279069767441862,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,453,495,1,42,459,6,0.14285714285714285,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,454,495,1,41,459,5,0.12195121951219512,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,455,495,1,40,459,4,0.1,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,456,495,1,39,459,3,0.07692307692307693,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,457,495,1,38,459,2,0.05263157894736842,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,458,495,1,37,459,1,0.02702702702702703,7780.0,7755.0,7705.0,7705.0,7719.0,True,False,459,-1,UPPER_ONLY
AG,459,495,1,36,471,12,0.3333333333333333,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,460,495,1,35,471,11,0.3142857142857143,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,461,495,1,34,471,10,0.29411764705882354,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,462,495,1,33,471,9,0.2727272727272727,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,463,495,1,32,471,8,0.25,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,464,495,1,31,471,7,0.22580645161290322,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,465,495,1,30,471,6,0.2,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,466,495,1,29,471,5,0.1724137931034483,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,467,495,1,28,471,4,0.14285714285714285,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,468,495,1,27,471,3,0.1111111111111111,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,469,495,1,26,471,2,0.07692307692307693,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,470,495,1,25,471,1,0.04,7755.0,7738.0,7705.0,7705.0,7713.0,True,False,471,-1,UPPER_ONLY
AG,481,495,1,14,489,8,0.5714285714285714,7755.0,7743.0,7705.0,7710.0,7732.0,True,True,489,489,BOTH
AG,482,495,1,13,489,7,0.5384615384615384,7755.0,7743.0,7705.0,7710.0,7732.0,True,True,489,489,BOTH
AG,483,495,1,12,489,6,0.5,7755.0,7743.0,7705.0,7710.0,7732.0,True,True,489,489,BOTH
AG,484,495,1,11,489,5,0.45454545454545453,7755.0,7743.0,7705.0,7710.0,7732.0,True,True,489,489,BOTH
AG,485,495,1,10,489,4,0.4,7755.0,7743.0,7705.0,7710.0,7732.0,True,True,489,489,BOTH
AG,486,495,1,9,489,3,0.3333333333333333,7755.0,7743.0,7705.0,7710.0,7732.0,True,True,489,489,BOTH
AG,487,495,1,8,489,2,0.25,7755.0,7743.0,7705.0,7710.0,7732.0,True,True,489,489,BOTH
AG,488,495,1,7,489,1,0.14285714285714285,7755.0,7743.0,7705.0,7710.0,7732.0,True,True,489,489,BOTH
AG,501,600,0,99,555,54,0.5454545454545454,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,502,600,0,98,555,53,0.5408163265306123,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,503,600,0,97,555,52,0.5360824742268041,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,504,600,0,96,555,51,0.53125,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,505,600,0,95,555,50,0.5263157894736842,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,506,600,0,94,555,49,0.5212765957446809,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,507,600,0,93,555,48,0.5161290322580645,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,508,600,0,92,555,47,0.5108695652173914,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,509,600,0,91,555,46,0.5054945054945055,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,510,600,0,90,555,45,0.5,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,511,600,0,89,555,44,0.4943820224719101,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,512,600,0,88,555,43,0.48863636363636365,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,513,600,0,87,555,42,0.4827586206896552,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,514,600,0,86,555,41,0.47674418604651164,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,515,600,0,85,555,40,0.47058823529411764,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,516,600,0,84,555,39,0.4642857142857143,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,517,600,0,83,555,38,0.4578313253012048,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,518,600,0,82,555,37,0.45121951219512196,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,519,600,0,81,555,36,0.4444444444444444,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,520,600,0,80,555,35,0.4375,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,521,600,0,79,555,34,0.43037974683544306,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,522,600,0,78,555,33,0.4230769230769231,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,523,600,0,77,555,32,0.4155844155844156,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,524,600,0,76,555,31,0.40789473684210525,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,525,600,0,75,555,30,0.4,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,526,600,0,74,555,29,0.3918918918918919,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,527,600,0,73,555,28,0.3835616438356164,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,528,600,0,72,555,27,0.375,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,529,600,0,71,555,26,0.36619718309859156,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,530,600,0,70,555,25,0.35714285714285715,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,531,600,0,69,555,24,0.34782608695652173,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,532,600,0,68,555,23,0.3382352941176471,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,533,600,0,67,555,22,0.3283582089552239,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,534,600,0,66,555,21,0.3181818181818182,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,535,600,0,65,555,20,0.3076923076923077,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,536,600,0,64,555,19,0.296875,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,537,600,0,63,555,18,0.2857142857142857,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,538,600,0,62,555,17,0.27419354838709675,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,539,600,0,61,555,16,0.26229508196721313,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,540,600,0,60,555,15,0.25,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,541,600,0,59,555,14,0.23728813559322035,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,542,600,0,58,555,13,0.22413793103448276,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,543,600,0,57,555,12,0.21052631578947367,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,544,600,0,56,555,11,0.19642857142857142,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,545,600,0,55,555,10,0.18181818181818182,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,546,600,0,54,555,9,0.16666666666666666,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,547,600,0,53,555,8,0.1509433962264151,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,548,600,0,52,555,7,0.1346153846153846,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,549,600,0,51,555,6,0.11764705882352941,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,550,600,0,50,555,5,0.1,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,551,600,0,49,555,4,0.08163265306122448,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,552,600,0,48,555,3,0.0625,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,553,600,0,47,555,2,0.0425531914893617,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,554,600,0,46,555,1,0.021739130434782608,7780.0,7775.0,7690.0,7691.0,7735.0,True,True,555,555,BOTH
AG,555,600,0,45,570,15,0.3333333333333333,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,556,600,0,44,570,14,0.3181818181818182,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,557,600,0,43,570,13,0.3023255813953488,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,558,600,0,42,570,12,0.2857142857142857,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,559,600,0,41,570,11,0.2682926829268293,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,560,600,0,40,570,10,0.25,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,561,600,0,39,570,9,0.23076923076923078,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,562,600,0,38,570,8,0.21052631578947367,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,563,600,0,37,570,7,0.1891891891891892,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,564,600,0,36,570,6,0.16666666666666666,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,565,600,0,35,570,5,0.14285714285714285,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,566,600,0,34,570,4,0.11764705882352941,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,567,600,0,33,570,3,0.09090909090909091,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,568,600,0,32,570,2,0.0625,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,569,600,0,31,570,1,0.03225806451612903,7775.0,7747.0,7691.0,7717.0,7722.0,True,True,570,570,BOTH
AG,578,600,0,22,582,4,0.18181818181818182,7775.0,7750.0,7717.0,7717.0,7742.0,True,False,582,-1,UPPER_ONLY
AG,579,600,0,21,582,3,0.14285714285714285,7775.0,7750.0,7717.0,7717.0,7742.0,True,False,582,-1,UPPER_ONLY
AG,580,600,0,20,582,2,0.1,7775.0,7750.0,7717.0,7717.0,7742.0,True,False,582,-1,UPPER_ONLY
AG,581,600,0,19,582,1,0.05263157894736842,7775.0,7750.0,7717.0,7717.0,7742.0,True,False,582,-1,UPPER_ONLY
