window,model,bit,n,prevalence,logloss,brier,ece
A_TB1_to_TB2,S3_GEOMETRY_PROVENANCE_PREV_EVENT,NEW_UPPER,12892,0.3640242010549178,0.6058709267404923,0.20616615890749995,0.052582494139338624
A_TB1_to_TB2,S3_GEOMETRY_PROVENANCE_PREV_EVENT,NEW_LOWER,12892,0.3676698727893267,0.6089254466830605,0.20875116702057414,0.04392720691131523
A_TB1_to_TB2,S3_GEOMETRY_PROVENANCE_PREV_EVENT,MEAN_BIT,12892,0.32830437480608127,0.5313857496168897,0.1774707447484342,0.02904632113302973
B_TB1TB2_to_TB3,S0_GEOMETRY,UP_PEN,12519,0.3040178928029395,0.46774144778455906,0.15058945046412234,0.014639236740732621
B_TB1TB2_to_TB3,S0_GEOMETRY,DOWN_PEN,12519,0.2774982027318476,0.44937983377190155,0.14466478706589825,0.010071361874065758
B_TB1TB2_to_TB3,S0_GEOMETRY,NEW_UPPER,12519,0.3572170301142264,0.6139045318454964,0.2094835908175,0.0789367442648716
B_TB1TB2_to_TB3,S0_GEOMETRY,NEW_LOWER,12519,0.3755092259765157,0.6238079665280225,0.21516227395551318,0.08650721837685213
B_TB1TB2_to_TB3,S0_GEOMETRY,MEAN_BIT,12519,0.3285605879063823,0.5387084449824948,0.17997502557575845,0.04753864031413053
B_TB1TB2_to_TB3,S1_GEOMETRY_PROVENANCE,UP_PEN,12519,0.3040178928029395,0.46799614581651405,0.15075569424268276,0.014308419581626956
B_TB1TB2_to_TB3,S1_GEOMETRY_PROVENANCE,DOWN_PEN,12519,0.2774982027318476,0.4492233780577974,0.1445840355427463,0.00995932948105078
B_TB1TB2_to_TB3,S1_GEOMETRY_PROVENANCE,NEW_UPPER,12519,0.3572170301142264,0.6145140926023692,0.21001993423743917,0.07216272295063061
B_TB1TB2_to_TB3,S1_GEOMETRY_PROVENANCE,NEW_LOWER,12519,0.3755092259765157,0.6246982236083412,0.21580941533380915,0.07883701906518559
B_TB1TB2_to_TB3,S1_GEOMETRY_PROVENANCE,MEAN_BIT,12519,0.3285605879063823,0.5391079600212555,0.18029226983916935,0.04381687276962348
B_TB1TB2_to_TB3,S2_GEOMETRY_PREV_EVENT,UP_PEN,12519,0.3040178928029395,0.4657853346920269,0.15035437885974143,0.013358995177870238
B_TB1TB2_to_TB3,S2_GEOMETRY_PREV_EVENT,DOWN_PEN,12519,0.2774982027318476,0.4474097759211075,0.14428385287749154,0.007843270744480315
B_TB1TB2_to_TB3,S2_GEOMETRY_PREV_EVENT,NEW_UPPER,12519,0.3572170301142264,0.59950896004905,0.2047906677025581,0.0335359518905959
B_TB1TB2_to_TB3,S2_GEOMETRY_PREV_EVENT,NEW_LOWER,12519,0.3755092259765157,0.6104923117005384,0.21053594627924868,0.039499066862991025
B_TB1TB2_to_TB3,S2_GEOMETRY_PREV_EVENT,MEAN_BIT,12519,0.3285605879063823,0.5307990955906807,0.17749121142975993,0.02355932116898437
B_TB1TB2_to_TB3,S3_GEOMETRY_PROVENANCE_PREV_EVENT,UP_PEN,12519,0.3040178928029395,0.4662611922578092,0.15051178073260174,0.013582121180321125
B_TB1TB2_to_TB3,S3_GEOMETRY_PROVENANCE_PREV_EVENT,DOWN_PEN,12519,0.2774982027318476,0.4475323951071306,0.14425506919182288,0.009337928538150861
B_TB1TB2_to_TB3,S3_GEOMETRY_PROVENANCE_PREV_EVENT,NEW_UPPER,12519,0.3572170301142264,0.5999740785158276,0.20505425195217516,0.032756693357643106
B_TB1TB2_to_TB3,S3_GEOMETRY_PROVENANCE_PREV_EVENT,NEW_LOWER,12519,0.3755092259765157,0.6112820753821644,0.21093017307056067,0.03651747178029507
B_TB1TB2_to_TB3,S3_GEOMETRY_PROVENANCE_PREV_EVENT,MEAN_BIT,12519,0.3285605879063823,0.5312624353157329,0.17768781873679013,0.02304855371410254
