instrument,horizon,model,stratum,n,up_rate,auc,brier,brier_skill,log_loss,logloss_skill,calibration_slope,return_spread,mean_ret_top20,mean_ret_bottom20,mfe_up_top20,mae_up_top20,mfe_up_bottom20,folds_evaluated,nonoverlap
AG,H15,D0b,TOP20,13008,0.5251383763837638,0.4985204083119914,0.24969665219923926,-0.0013176914628618697,0.6925447842003907,-0.0009568276620153249,-0.027263127353978893,0.00018408647116751117,-7.30454933537287e-05,-0.00025713196452123986,0.0043124811281960215,0.0012117608416511445,0.004279504242495589,7,
AG,H15,D0c,ALL,21802,0.5129804605082102,0.5093219540279132,0.25026787474145273,-0.0017466455715344775,0.6936932538312092,-0.0012746577604274556,0.09121058529495864,5.925896295485653e-05,0.00011879935363363134,5.9540390678774815e-05,0.004790725093574421,0.0013221037299607074,0.003311621299872389,7,
AG,H15,D0c,TOP50,18855,0.5160965261203925,0.5053140291464238,0.2501588019564804,-0.001673334670190263,0.6934693766532485,-0.0012134664786283,0.05535591909350824,0.0003667336881548898,0.00033528972444957114,-3.1443963705318655e-05,0.00419852576824969,0.0010524090246617677,0.0044066176463327346,7,
AG,H15,D0c,TOP30,15531,0.5224389929817784,0.5061083849335988,0.2502953049598758,-0.003201701798725587,0.6938547029116159,-0.002477645991354027,0.055239817266971906,0.0003002363845487044,0.00032064410555320244,2.0407721004498055e-05,0.003760713590774639,0.0008863828092264942,0.005394056296857782,7,
AG,H15,D0c,TOP20,13008,0.5251383763837638,0.5012055787442742,0.24983807103851774,-0.0018848003304758887,0.6928329015809848,-0.0013732528028191915,0.048959538933425265,0.0005205658146651513,0.00017810556036738538,-0.00034246025429776584,0.0034082203565297237,0.000854368077706505,0.005721255584441918,7,
AG,H30,D0a,ALL,21797,0.5203927145937515,0.5185188155526288,0.24986624587830278,-0.0011303149710533145,0.692885625753084,-0.0008239043905697851,0.1428038215981797,0.0009867673039950459,0.0006486724274870427,-0.00033809487650800316,0.006462133645682905,0.0025570057781693395,0.005421462858557142,7,
AG,H30,D0a,TOP50,18850,0.5235543766578249,0.5183917221175847,0.24981035696374104,-0.0014639112564878154,0.6927760142223522,-0.0010676619902307838,0.13076222913488256,0.001155495910467603,0.0007265764784967745,-0.00042891943197082867,0.006823334880671506,0.00266948493961982,0.005658962502773617,7,
AG,H30,D0a,TOP30,15514,0.5302307593141679,0.5228028805749114,0.24896695294325602,0.0004783416154613418,0.6910773428150063,0.00034850067255309813,0.1705320098656522,0.0009273857913592713,0.0009671291305253969,3.974333916612554e-05,0.006976979005097847,0.00260823848244317,0.00559042207014534,7,
AG,H30,D0a,TOP20,13005,0.5338715878508266,0.5296021480089106,0.2485541526831846,0.0011997572645952026,0.6902431003835776,0.0008797166584484373,0.22160713757698802,0.0007863100270975802,0.0010329217883816332,0.00024661176128405304,0.006368372184945798,0.0022272391071356842,0.006526271245513569,7,
AG,H30,D0b,ALL,21797,0.5203927145937515,0.5007806309412667,0.24994828135268782,-0.0014590036261423744,0.6930480550627514,-0.001058521952035374,-0.03644763651399323,0.00012368855320203155,0.00044097215303726605,0.0003172835998352345,0.006544854075757685,0.002659122713884698,0.0038004079523636524,7,
AG,H30,D0b,TOP50,18850,0.5235543766578249,0.5044117918002754,0.25012713342789833,-0.0027338353727044407,0.6934179740556358,-0.0019952998070771333,0.014823876800377075,2.443463927892376e-05,0.00016254676681136816,0.0001381121275324444,0.006568844229682295,0.0028440434284466645,0.004336735092170652,7,
AG,H30,D0b,TOP30,15514,0.5302307593141679,0.517114943768827,0.24943047925260628,-0.0013825663482243122,0.6920366596287084,-0.0010391623743080114,0.11267168321979618,0.0007780629213993845,0.0006031624282448835,-0.00017490049315450098,0.0076263535673905675,0.003141078910963544,0.004413901670786157,7,
AG,H30,D0b,TOP20,13005,0.5338715878508266,0.5235019138022279,0.24923116684543054,-0.0015207843247802,0.6916564453343282,-0.0011660866344329612,0.13016320231412676,0.0006160086708169225,0.00029907829898645814,-0.0003169303718304644,0.007138464369537023,0.003021688965893339,0.0060766632375708835,7,
AG,H30,D0c,ALL,21797,0.5203927145937515,0.5195814508656043,0.2506752606935587,-0.004371766228170593,0.6946104889952166,-0.0033153464126995935,0.10566086016376286,0.0004392804094019272,0.0004733184067130058,3.4037997311078623e-05,0.006825018956948615,0.0028326880541626716,0.005224223882088726,7,
AG,H30,D0c,TOP50,18850,0.5235543766578249,0.5160636291774545,0.25183412014372214,-0.00957696875463987,0.6973716249060763,-0.007708361362216198,0.04992783485598954,0.0005308227295530645,0.000502846721727366,-2.797600782569853e-05,0.006693014547289021,0.002756324322621979,0.006273777693154626,7,
AG,H30,D0c,TOP30,15514,0.5302307593141679,0.5221600899052908,0.24954187059037686,-0.0018297664819846293,0.6922704373958161,-0.0013773246622605928,0.11706968633558304,0.0005910229538482937,0.00035774935780884384,-0.0002332735960394499,0.006363072538148816,0.0026601826689719517,0.006624146935092352,7,
AG,H30,D0c,TOP20,13005,0.5338715878508266,0.5162552966411273,0.2521532574329717,-0.013263033475012787,0.6985664961825991,-0.01116831911975913,0.025053063460134306,0.0009562439966501654,0.0004860938856539004,-0.00047015011099626493,0.0073825715058043855,0.003060890455123982,0.0074137728487956335,7,
CU,H5,D0a,ALL,18305,0.47948647910406994,0.5071431017657688,0.24991654295311666,-0.001351665117927947,0.6929875310574672,-0.0009853973427143004,0.05415727390821945,-7.376883447221929e-05,-4.183526160314981e-05,3.193357286906948e-05,0.0009646158761368093,0.0,0.0008978661674913535,7,
CU,H5,D0a,TOP50,14078,0.48373348487000994,0.4943435690981811,0.250216090170934,-0.0019247959419195215,0.6935850537543471,-0.0013963913291741292,-0.08797462174750104,-0.00011275243782014165,-4.034241514618674e-05,7.241002267395491e-05,0.0009458062284458616,0.0,0.0009834428080450737,7,
CU,H5,D0a,TOP30,8726,0.4851019940407976,0.4872349664956418,0.2502507452741681,-0.0018924635564616654,0.6936509578130162,-0.0013681820779003484,-0.15863063088001664,-0.00013203699255621293,-8.158134226063736e-05,5.0455650295575564e-05,0.001177225003030997,0.0,0.0009975167728171212,7,
CU,H5,D0a,TOP20,6173,0.4948971326745505,0.4828578897253579,0.25075930125285617,-0.0031416892601796587,0.6946702982675893,-0.002272699834433123,-0.16702736403637092,-9.779018110318488e-05,-3.530222443494583e-05,6.248795666823905e-05,0.0011748422703795978,0.0,0.0009277180057918824,7,
CU,H5,D0b,ALL,18305,0.47948647910406994,0.513411560460623,0.24970214086167697,-0.0004926107763025822,0.6925550955919068,-0.00036076621023406474,0.15060718553773972,-2.2492428425841906e-05,-1.8419877766245706e-05,4.072550659596201e-06,0.0008934946318352241,0.0,0.0008142371364673433,7,
CU,H5,D0b,TOP50,14078,0.48373348487000994,0.50642336571635,0.2499836344561494,-0.000993987917375705,0.693119147406153,-0.0007237168918381442,0.05675738208544086,-5.0952134391700835e-05,-3.068106968684599e-05,2.0271064704854846e-05,0.000926043804027021,0.0,0.0008903717105774482,7,
CU,H5,D0b,TOP30,8726,0.4851019940407976,0.5071338889815162,0.2499041039068159,-0.0005046659971512657,0.6929575404011578,-0.0003671510473615136,0.07944424696850227,-7.650935739593683e-05,-3.795310515669618e-05,3.855625223924065e-05,0.0011450713580611,0.0,0.0009726241635873457,7,
CU,H5,D0b,TOP20,6173,0.4948971326745505,0.501136739422329,0.25038157812728545,-0.0016306393714435874,0.6939149537214181,-0.001182886120669746,0.014399343842518113,-6.383304637330367e-05,-4.9539601942371674e-05,1.4293444430932003e-05,0.001224425191901257,0.0,0.000988530908585498,7,
CU,H5,D0c,ALL,18305,0.47948647910406994,0.5178149573627048,0.24973311809714485,-0.0006167286356086876,0.6926299295610446,-0.0004688600892364114,0.1051420312205793,-2.556575632076709e-05,-2.1077283352424598e-05,4.4884729683424915e-06,0.0012305861502519314,0.0,0.0006067427075222679,7,
CU,H5,D0c,TOP50,14078,0.48373348487000994,0.5124313568136469,0.2501805669097793,-0.0017825523469561233,0.6935367420153904,-0.0013266389595287809,0.06881655307159995,-4.5075163348137904e-05,-1.0467924253620097e-05,3.460723909451781e-05,0.001380807500143298,0.0,0.0006737651614254259,7,
CU,H5,D0c,TOP30,8726,0.4851019940407976,0.5144660284478535,0.25014191901622157,-0.0014567717164464256,0.6934507884574233,-0.0010792136544302,0.08070809222757509,-9.08291735136659e-06,4.533818060738429e-06,1.361673541210502e-05,0.0015499905379373119,0.0,0.000685790315103892,7,
CU,H5,D0c,TOP20,6173,0.4948971326745505,0.5032780465886795,0.2508598204048038,-0.003543807751433814,0.6948856434374193,-0.0025834005874381116,0.018037915799807715,-5.6383100830201256e-05,5.447569297972585e-06,6.183067012817384e-05,0.0016718015817995895,0.0,0.0008600185839388524,7,
CU,H15,D0a,ALL,18298,0.4898349546398513,0.5063263176633856,0.2502464911442664,-0.0013998557437620018,0.693648413106233,-0.0010215928616574832,-0.0031852810360182096,-0.00010518034055572427,9.680570843811818e-06,0.00011486091139953608,0.0019552485242706613,0.0005312650594496836,0.0016487820196741305,7,
CU,H15,D0a,TOP50,14077,0.49165305107622365,0.4874750730293307,0.2503241859830752,-0.001575869330720625,0.6937968561599442,-0.0011385516155728581,-0.246879563827235,-0.00025659105039307195,-8.069823086338583e-05,0.00017589281952968614,0.0021062060640562185,0.0005846434909789287,0.001821248710835162,7,
CU,H15,D0a,TOP30,8725,0.48607449856733526,0.4929665823265136,0.2501302506110563,-0.0012976873928596255,0.6934129426746051,-0.0009435477207582199,-0.20667377424528935,-0.0002070383402511804,-7.689468773678985e-05,0.00013014365251439057,0.0024260579413540474,0.0006793643450697831,0.0018301231881302248,7,
CU,H15,D0a,TOP20,6172,0.487848347375243,0.4895657817360808,0.250448448576483,-0.002385854158283296,0.6940597184255272,-0.001743363042752577,-0.18670600224207545,-0.00026149590664884806,-0.00011806484363800855,0.00014343106301083948,0.0026171333803290406,0.0007391167014458835,0.0016730504696017697,7,
CU,H15,D0b,ALL,18298,0.4898349546398513,0.5173788139671509,0.24978721303115717,0.00043801632433704274,0.6927219575703348,0.0003153985863690867,0.16478664469579032,8.662721368711437e-05,6.397232084437912e-05,-2.2654892842735258e-05,0.0018315155429460936,0.0004668486416662021,0.0013536448274172918,7,
CU,H15,D0b,TOP50,14077,0.49165305107622365,0.5130812130416343,0.2499532089369869,-9.154748631523546e-05,0.6930542337750161,-6.69585516330784e-05,0.12386161727312674,-1.4339515604169543e-05,1.0518328687848235e-05,2.4857844292017778e-05,0.002068349351691773,0.0005551571646008451,0.001529575722411763,7,
CU,H15,D0b,TOP30,8725,0.48607449856733526,0.5221332428582035,0.2495447155068378,0.001046271181959102,0.6922356997874085,0.0007558057229408721,0.20024216907595832,0.0002421896757844765,0.00010735711210234849,-0.000134832563682128,0.002399223294127924,0.0006029532165130726,0.0014456499162013952,7,
CU,H15,D0b,TOP20,6172,0.487848347375243,0.5144250686426476,0.2500228211834039,-0.0006823384032856872,0.6931960719539725,-0.0004968534155149751,0.08874128056586746,0.00014756770905826632,8.540585090043033e-05,-6.216185815783599e-05,0.002673729566723653,0.0006869448643108175,0.0017547280447992944,7,
CU,H15,D0c,ALL,18298,0.4898349546398513,0.5157392819052988,0.2501495517410597,-0.0010119377995654322,0.6934664683730283,-0.0007590238090884327,0.07384326907445186,0.00011225734975543148,7.056411398401637e-05,-4.16932357714151e-05,0.0020267585145263833,0.0005035980490758868,0.0012510014049429993,7,
CU,H15,D0c,TOP50,14077,0.49165305107622365,0.5096903737290991,0.2504413431070324,-0.0020446284632626988,0.694048917388816,-0.0015022722224777851,0.017646087183024226,-4.597293987489248e-05,1.361646464457834e-05,5.958940451947082e-05,0.002274498021195238,0.0005886722901439106,0.001395398744164571,7,
CU,H15,D0c,TOP30,8725,0.48607449856733526,0.512010163307469,0.2504731358178552,-0.002670292920460504,0.6941195061574665,-0.0019634741105041265,0.02919213801320631,4.346501753823144e-05,2.42823929738701e-05,-1.9182624564361333e-05,0.0026639432508755744,0.0006708102447763349,0.0014644389259448668,7,
CU,H15,D0c,TOP20,6172,0.487848347375243,0.5017012911951758,0.25135170184685796,-0.006001002529504085,0.6959123013416298,-0.004417214573716022,-0.028687398160306264,-0.00015575326367499388,-6.927635907925699e-05,8.647690459573689e-05,0.0028754097088973846,0.0007562926640803781,0.0018323788450936294,7,
CU,H30,D0a,ALL,18297,0.5003552494944526,0.5078116007155027,0.25019705364489797,-0.0007887197865579232,0.6935505615841804,-0.0005823201579164827,0.07932096379342712,-4.687337825888188e-05,5.5056688342053505e-05,0.00010193006660093539,0.0028611365743396924,0.001218890847653931,0.0022547603515815887,7,
CU,H30,D0a,TOP50,14075,0.5040142095914742,0.49090271079740505,0.2503234132486264,-0.001358196052308136,0.6937941664057317,-0.000979944159170687,-0.10888471014575656,-0.00031331033590003605,-7.7925593215909e-05,0.00023538474268412706,0.002976767072289649,0.001328282675758491,0.0024102318569860395,7,
CU,H30,D0a,TOP30,8726,0.5025212010084804,0.5025328751316305,0.25019508694391274,-0.0008057940817254305,0.6935382174450537,-0.0005824985870803712,-0.013359991332274557,-3.3632521953596324e-06,1.861051470647501e-05,2.1973766901834644e-05,0.0036580083024579397,0.001539950441985617,0.0020865454252100213,7,
CU,H30,D0a,TOP20,6170,0.5043760129659643,0.49667482653279105,0.25057387248171326,-0.002372269595772636,0.6942999516596049,-0.0017184465530031279,-0.1096285530589308,-0.00018452051113889749,-3.787403001795479e-05,0.0001466464811209427,0.003657524315927851,0.001661118067904249,0.0025848078461350563,7,
CU,H30,D0b,ALL,18297,0.5003552494944526,0.5175766213541285,0.2498558161213051,0.0005762309968527779,0.6928596290895558,0.0004144850886468321,0.1750678351518597,8.835224739005152e-05,9.616615664454417e-05,7.813909254492653e-06,0.002667114110885741,0.0010973559749346902,0.002010493364220209,7,
CU,H30,D0b,TOP50,14075,0.5040142095914742,0.5114081246826994,0.25005405548151377,-0.0002806955330070249,0.6932567158573089,-0.0002045308651448252,0.10596283561948218,-9.136191349031596e-06,1.8400239423948546e-05,2.753643077298014e-05,0.003059062602483696,0.0013019393694758952,0.0022445831505857106,7,
CU,H30,D0b,TOP30,8726,0.5025212010084804,0.5209278190476265,0.24974777026186704,0.0009835181411844696,0.6926427756233213,0.0007093745826909359,0.24611440325628683,0.00029620619408687914,0.0002263924582816325,-6.981373580524665e-05,0.00372033852262036,0.0014493871852545215,0.0020357983524928363,7,
CU,H30,D0b,TOP20,6170,0.5043760129659643,0.5054579437641754,0.2502533050148208,-0.0010899015014256275,0.6936553284858198,-0.0007884005077563039,0.05670577125435447,-5.312803399672284e-05,4.094115236153495e-05,9.406918635825779e-05,0.003701013688244355,0.0015532144963745509,0.0029616404798592476,7,
CU,H30,D0c,ALL,18297,0.5003552494944526,0.5163598582520034,0.2500498553091787,-0.00019992614645270024,0.6932592259335707,-0.0001620115064953076,0.11511101767833382,1.4277278996253972e-05,3.480959817502276e-05,2.0532319178768786e-05,0.0028545918606287515,0.0012015504335708776,0.0019729978906660246,7,
CU,H30,D0c,TOP50,14075,0.5040142095914742,0.50422521042354,0.2503457199476144,-0.0014474285997898573,0.6938455835606773,-0.0010541268827770622,0.03618056162594937,-0.00026849909576710546,-1.341974466119574e-05,0.0002550793511059097,0.0031999010674471228,0.001319906443786123,0.0020796653383930576,7,
CU,H30,D0c,TOP30,8726,0.5025212010084804,0.5118789920928424,0.2500197278154595,-0.0001043397328617246,0.6931880454589139,-7.729793336919144e-05,0.12559222228306374,9.733499705107785e-05,0.0002204823329250633,0.00012314733587398546,0.0037239872172074636,0.0014043076659772439,0.0021102680583902143,7,
CU,H30,D0c,TOP20,6170,0.5043760129659643,0.4892996855145003,0.25122031235847575,-0.004958227181893093,0.6956064381992166,-0.003603412357442659,-0.04420188781008721,-0.00044488735488862254,-0.0001250137250910447,0.00031987362979757784,0.004271347634791452,0.0018644507276120543,0.0023845381790265057,7,
AL,H5,D0a,ALL,18305,0.43616498224528816,0.4990240751826296,0.247187044929497,-0.005131458602427363,0.6875930926384594,-0.0038220610138093303,-0.019150010369734554,-1.505548673352697e-05,2.229123451029764e-06,1.7284610184556734e-05,0.0007007995775817065,0.0,0.0007377017226259675,7,
AL,H5,D0a,TOP50,13913,0.44490764033637603,0.49353046530128314,0.24871356979961753,-0.007080918685557602,0.6906949105545963,-0.005283942349556536,-0.06451464669525565,3.324070706663562e-05,-1.5802804711141537e-06,-3.482098753774978e-05,0.0006748733369618771,0.0,0.0009428290261552655,7,
AL,H5,D0a,TOP30,8891,0.4474187380497132,0.48637875197363234,0.25051041441616323,-0.01324731826277925,0.6944432308859964,-0.009941525244163474,-0.08890230176779339,2.7447712203026467e-05,-6.346283038403689e-06,-3.3793995241430155e-05,0.0007209677209443628,0.0,0.0009460874100575184,7,
AL,H5,D0a,TOP20,6600,0.45575757575757575,0.48724434359155094,0.25320698860422824,-0.02082053866010103,0.7000531885028817,-0.01570732495674032,-0.0588033470131305,5.383287685861189e-06,-3.4946716315281065e-05,-4.0330004001142254e-05,0.0007619504986907718,0.0,0.001010495718259823,7,
AL,H5,D0b,ALL,18305,0.43616498224528816,0.4849588844387739,0.247435377823108,-0.006141249401315774,0.688116253737578,-0.004585827634477901,-0.10217176982159651,3.904640707511567e-05,2.4667539480324075e-06,-3.657965312708326e-05,0.0004968273070019528,0.0,0.0008187249916269996,7,
AL,H5,D0b,TOP50,13913,0.44490764033637603,0.48597481831016054,0.2489172363311471,-0.007905596960424255,0.6911139653628173,-0.00589386297186234,-0.09788318782952556,1.8302289276068576e-05,-1.417694540904017e-05,-3.247923468510875e-05,0.0006051146263857171,0.0,0.0009500050789662418,7,
AL,H5,D0b,TOP30,8891,0.4474187380497132,0.48542349296051956,0.2505623627050445,-0.013457435133648499,0.6945527706191807,-0.010100830886852208,-0.09315642319662555,3.490846976642334e-05,7.012455849799243e-07,-3.4207224181443415e-05,0.0008684139364235111,0.0,0.0009197286102458741,7,
AL,H5,D0b,TOP20,6600,0.45575757575757575,0.4842181243484339,0.25310154254802963,-0.020395425986546423,0.6998096931955735,-0.015354037561886136,-0.06473794733920148,3.0225789156554495e-05,-1.7922960309909187e-05,-4.814874946646368e-05,0.0007085538109925186,0.0,0.0009465217661453174,7,
AL,H5,D0c,ALL,18305,0.43616498224528816,0.5077588201303295,0.2467949236302581,-0.0035369840474785974,0.6867916449302728,-0.0026520217873542418,0.08706407053650064,-8.48447642320097e-06,-1.0837909325447542e-05,-2.353432902246572e-06,0.0009047557673088103,0.0,0.0006465212694370657,7,
AL,H5,D0c,TOP50,13913,0.44490764033637603,0.4919036501547839,0.24879688066112945,-0.007418257653493576,0.6908794940203458,-0.005552597570994466,0.0032005903021503634,1.7043256609680254e-05,-1.1507752532459634e-05,-2.8551009142139887e-05,0.0009605019975773666,0.0,0.0009192167824948264,7,
AL,H5,D0c,TOP30,8891,0.4474187380497132,0.509057755780137,0.2487981628784593,-0.006321720846746759,0.6909123591972155,-0.004806513798722323,0.061151230551700714,-2.538220679818457e-05,-3.629667139305222e-06,2.1752539658879346e-05,0.001367989310086796,0.0,0.0007379158358663899,7,
AL,H5,D0c,TOP20,6600,0.45575757575757575,0.5158934933717955,0.2514634455304103,-0.013791330700229532,0.6964985979125875,-0.010549968688561284,0.04744291739821743,-5.8296478255850516e-05,-1.5235237098841209e-05,4.3061241157009306e-05,0.0015762062669071844,0.0,0.0007939628064127009,7,
AL,H15,D0a,ALL,18298,0.4659525631216526,0.496514418010489,0.24953996406726556,-0.002809796881406923,0.6922447504740877,-0.0020523532695715385,-0.09013345068006456,3.8126239921153285e-05,1.5020115892198636e-05,-2.310612402895465e-05,0.0012013706988355053,0.0002936137655617248,0.001398114853986905,7,
AL,H15,D0a,TOP50,13912,0.4713916043703278,0.4989805408246891,0.2499626191494805,-0.0031344994024689043,0.6930952771686465,-0.002293347703397064,-0.06970492867630645,4.925668646056991e-05,1.9052757414003562e-05,-3.0203929046566348e-05,0.0011809469243108037,0.000298578601754102,0.0017362252125726967,7,
AL,H15,D0a,TOP30,8896,0.47369604316546765,0.49553412406358094,0.250799169237901,-0.005980822010839049,0.6947935187717049,-0.004381232623282605,-0.09874378689624067,-6.883084290010337e-05,-4.119443269017239e-05,2.763641020993099e-05,0.0016260270555815011,0.00043822916069536754,0.001667678850295023,7,
AL,H15,D0a,TOP20,6600,0.4777272727272727,0.49222539012444444,0.2513535140331913,-0.007413063376705109,0.6959037713453348,-0.0054165173011651024,-0.10075176585772419,3.304866063421232e-05,5.5057066657092245e-05,2.2008406022879922e-05,0.0019065506751417074,0.0004683902141336542,0.0017906693803890962,7,
AL,H15,D0b,ALL,18298,0.4659525631216526,0.48764094399457525,0.24965750063751432,-0.0032821333449384316,0.6924853375873835,-0.0024006128741105304,-0.15232661171111656,6.748210921136139e-05,-2.1486273674955324e-06,-6.963073657885692e-05,0.0011078137144435191,0.0002668837461061678,0.0014703969590643675,7,
AL,H15,D0b,TOP50,13912,0.4713916043703278,0.4829342811902545,0.250207995837732,-0.004119229928064128,0.6935915768189398,-0.003011052547655435,-0.16307569159564714,-3.7339406306943063e-06,-4.487955126056424e-05,-4.114561062986993e-05,0.0010933705835827247,0.00027511723388937246,0.0017793788238342086,7,
AL,H15,D0b,TOP30,8896,0.47369604316546765,0.48181411831394594,0.25139551726278186,-0.008372834225620851,0.6960227224279615,-0.0061581477067720325,-0.12490069805426285,7.94104979340277e-05,-5.804465885793792e-05,-0.00013745515679196562,0.0016605223795679981,0.00044613957897871503,0.0019609416103727353,7,
AL,H15,D0b,TOP20,6600,0.4777272727272727,0.47740235882201887,0.25228288120273334,-0.011137923285154505,0.6978138849872518,-0.00817618018069366,-0.11241888644356647,9.45305838325595e-05,-9.517787255045761e-05,-0.00018970845638301712,0.0018687227617846395,0.0004666020805631824,0.002024697778439681,7,
AL,H15,D0c,ALL,18298,0.4659525631216526,0.500147894634303,0.24959198892371595,-0.003018865741077681,0.6923581422009925,-0.00221649239335453,-0.0003163415729013416,-8.507601637460828e-05,-6.025154868327161e-05,2.4824467691336673e-05,0.001810005976160126,0.0004777438696150467,0.0011584215287207555,7,
