feature,wf,action,structure_scale,rr_bin,decile,n,target_first_rate,E_R_lower
field_position,WF2,OUTWARD,0.2,0.5-0.75,2,764,0.5510471204188482,-0.11031241139502664
field_position,WF2,OUTWARD,0.2,2.0-3.0,4,2525,0.2324752475247525,-0.2155563159679176
field_position,WF2,OUTWARD,0.2,1.5-2.0,3,1107,0.2845528455284553,-0.22979811513898543
field_position,WF2,OUTWARD,0.2,0.5-0.75,4,999,0.6046046046046046,-0.026141177524210666
field_position,WF3,OUTWARD,0.2,>=3.0,4,14888,0.07489253089736701,-0.45273645895777276
field_position,WF3,OUTWARD,0.2,0.75-1.0,3,678,0.5221238938053098,-0.018746893550292874
field_position,WF3,OUTWARD,0.2,>=3.0,2,15261,0.0651988729441059,-0.4542289258011506
field_position,WF3,OUTWARD,0.2,>=3.0,3,15387,0.06388509780983948,-0.4854106745100942
field_position,WF3,OUTWARD,0.2,2.0-3.0,4,2831,0.26633698339809253,-0.07650581694542448
field_position,WF3,OUTWARD,0.2,0.75-1.0,4,911,0.5631174533479693,0.05795015760417514
field_position,WF3,OUTWARD,0.2,<0.5,2,824,0.7512135922330098,-0.012851558279905086
field_position,WF3,OUTWARD,0.2,0.5-0.75,2,679,0.5773195876288659,-0.07535319813680484
field_position,WF3,OUTWARD,0.2,2.0-3.0,2,2441,0.22449815649324048,-0.2160591656434681
field_position,WF3,OUTWARD,0.2,2.0-3.0,3,2810,0.23345195729537366,-0.19338358808617875
field_position,WF3,OUTWARD,0.2,1.5-2.0,3,1314,0.3127853881278539,-0.12767977098029276
field_position,WF3,OUTWARD,0.2,1.0-1.5,3,1681,0.4378346222486615,-0.034149280196248015
field_position,WF3,OUTWARD,0.2,0.5-0.75,4,1160,0.6155172413793103,0.009011678925066584
field_position,WF3,OUTWARD,0.2,>=3.0,1,15903,0.06432748538011696,-0.4564098176252381
field_position,WF3,OUTWARD,0.2,1.5-2.0,4,1614,0.32342007434944237,-0.1074590506169323
field_position,WF3,OUTWARD,0.2,<0.5,4,1275,0.7129411764705882,-0.06533573395434489
field_position,WF3,OUTWARD,0.2,<0.5,3,910,0.7252747252747253,-0.04548290285667754
field_position,WF3,OUTWARD,0.2,1.5-2.0,2,1386,0.29148629148629146,-0.19149345297601228
field_position,WF3,OUTWARD,0.2,1.0-1.5,1,1321,0.42240726722180166,-0.030836644243805778
field_position,WF3,OUTWARD,0.2,2.0-3.0,1,2108,0.22296015180265655,-0.2098766226223717
field_position,WF3,OUTWARD,0.2,0.75-1.0,2,635,0.5968503937007874,0.11671636835958575
field_position,WF3,OUTWARD,0.2,1.0-1.5,4,2162,0.425531914893617,-0.0697817023795053
field_position,WF3,OUTWARD,0.2,1.0-1.5,2,1488,0.4717741935483871,0.06464094066512303
field_position,WF3,OUTWARD,0.2,0.5-0.75,3,897,0.5730211817168339,-0.07652866950393347
field_position,WF1,OUTWARD,0.4,>=3.0,0,13801,0.05970581841895515,-0.536726577723536
field_position,WF1,OUTWARD,0.4,2.0-3.0,0,2095,0.21575178997613365,-0.24638900747885586
field_position,WF1,OUTWARD,0.4,0.75-1.0,2,556,0.6025179856115108,0.11413061360589535
field_position,WF1,OUTWARD,0.4,2.0-3.0,3,3053,0.2030789387487717,-0.3082124408089504
field_position,WF1,OUTWARD,0.4,>=3.0,4,12079,0.06523718850898254,-0.537198916046322
field_position,WF1,OUTWARD,0.4,0.5-0.75,1,935,0.6181818181818182,0.01773643167136292
field_position,WF1,OUTWARD,0.4,1.0-1.5,0,1334,0.44302848575712145,0.012032796924460082
field_position,WF1,OUTWARD,0.4,<0.5,0,857,0.7479579929988331,-0.0236257350403674
field_position,WF1,OUTWARD,0.4,0.5-0.75,0,732,0.6202185792349727,0.04092964060066323
field_position,WF1,OUTWARD,0.4,>=3.0,1,14856,0.0688610662358643,-0.49174680944689214
field_position,WF1,OUTWARD,0.4,1.5-2.0,0,1288,0.32298136645962733,-0.06483688803578862
field_position,WF1,OUTWARD,0.4,<0.5,2,977,0.7932446264073695,0.02945116614252192
field_position,WF1,OUTWARD,0.4,1.5-2.0,2,1451,0.34114403859407305,-0.04073937207339335
field_position,WF1,OUTWARD,0.4,<0.5,1,1067,0.7694470477975632,0.03784765436486762
field_position,WF1,OUTWARD,0.4,0.5-0.75,2,983,0.5544252288911495,-0.088298981084754
field_position,WF1,OUTWARD,0.4,2.0-3.0,1,2682,0.22334079045488442,-0.2229188693314053
field_position,WF1,OUTWARD,0.4,1.5-2.0,1,1132,0.33127208480565373,-0.09999381176255143
field_position,WF1,OUTWARD,0.4,1.0-1.5,1,1572,0.41857506361323155,-0.04661049523163129
field_position,WF1,OUTWARD,0.4,1.0-1.5,3,1951,0.3500768836494106,-0.20947168700037114
field_position,WF1,OUTWARD,0.4,0.75-1.0,3,730,0.5082191780821917,-0.06793290290618596
field_position,WF1,OUTWARD,0.4,>=3.0,2,14804,0.07058902999189408,-0.4728375758945542
field_position,WF1,OUTWARD,0.4,0.75-1.0,0,470,0.39574468085106385,-0.271056954998474
field_position,WF1,OUTWARD,0.4,1.5-2.0,4,1315,0.2973384030418251,-0.18796387139124457
field_position,WF1,OUTWARD,0.4,1.0-1.5,2,1854,0.42448759439050704,-0.04953398275392742
field_position,WF1,OUTWARD,0.4,>=3.0,3,13306,0.07387644671576732,-0.44424188351573685
field_position,WF1,OUTWARD,0.4,2.0-3.0,4,2743,0.2005103900838498,-0.3019451517325561
field_position,WF1,OUTWARD,0.4,1.5-2.0,3,1452,0.2926997245179063,-0.19381619885206305
field_position,WF1,OUTWARD,0.4,0.75-1.0,1,682,0.4838709677419355,-0.05267377069937046
field_position,WF1,OUTWARD,0.4,<0.5,3,888,0.7094594594594594,-0.08742010164560665
field_position,WF1,OUTWARD,0.4,0.5-0.75,3,941,0.61211477151966,-0.0053066010000517565
field_position,WF1,OUTWARD,0.4,2.0-3.0,2,2786,0.22828427853553482,-0.20461167894859975
field_position,WF1,OUTWARD,0.4,0.75-1.0,4,665,0.47218045112781953,-0.11143280421451908
field_position,WF1,OUTWARD,0.4,0.5-0.75,4,910,0.5956043956043956,-0.04893211526652811
field_position,WF1,OUTWARD,0.4,<0.5,4,1084,0.7398523985239852,-0.03663120165875423
field_position,WF2,OUTWARD,0.4,1.0-1.5,1,1524,0.3746719160104987,-0.16420614447865417
field_position,WF2,OUTWARD,0.4,>=3.0,2,11562,0.07023006400276768,-0.4501264696470492
field_position,WF2,OUTWARD,0.4,>=3.0,1,12622,0.06274758358421803,-0.5484829553397034
field_position,WF2,OUTWARD,0.4,1.0-1.5,3,1715,0.4495626822157434,-0.010321657316050033
field_position,WF2,OUTWARD,0.4,>=3.0,3,10825,0.06771362586605081,-0.44903866583409324
field_position,WF2,OUTWARD,0.4,0.75-1.0,3,621,0.4927536231884058,-0.08554822637486939
field_position,WF2,OUTWARD,0.4,>=3.0,0,19192,0.06898707794914548,-0.46976546275533493
field_position,WF2,OUTWARD,0.4,1.0-1.5,0,1653,0.43738656987295826,-0.008869808781170229
field_position,WF2,OUTWARD,0.4,0.75-1.0,0,710,0.48450704225352115,-0.05880639312697948
field_position,WF2,OUTWARD,0.4,<0.5,1,866,0.7344110854503464,-0.05019660213839814
field_position,WF2,OUTWARD,0.4,0.75-1.0,1,623,0.45264847512038525,-0.15592959228465614
field_position,WF2,OUTWARD,0.4,1.5-2.0,0,1645,0.3641337386018237,0.025662841756220647
field_position,WF2,OUTWARD,0.4,0.5-0.75,0,873,0.5693012600229095,-0.02043906043667363
field_position,WF2,OUTWARD,0.4,<0.5,0,1095,0.7004566210045662,-0.052039210878712196
field_position,WF2,OUTWARD,0.4,>=3.0,4,10648,0.07372276483846732,-0.5093799053651952
field_position,WF2,OUTWARD,0.4,1.5-2.0,1,1198,0.2362270450751252,-0.34682409887366417
field_position,WF2,OUTWARD,0.4,1.5-2.0,2,1295,0.29806949806949806,-0.197893994491651
field_position,WF2,OUTWARD,0.4,2.0-3.0,3,2403,0.20474406991260924,-0.317352090736476
field_position,WF2,OUTWARD,0.4,2.0-3.0,1,2441,0.19950839819746005,-0.32166867557834095
field_position,WF2,OUTWARD,0.4,2.0-3.0,0,2997,0.2599265932599266,-0.06718012666654767
field_position,WF2,OUTWARD,0.4,<0.5,2,882,0.7267573696145124,-0.02378655541867344
field_position,WF2,OUTWARD,0.4,2.0-3.0,2,2494,0.22052927024859664,-0.26038361657920334
field_position,WF2,OUTWARD,0.4,0.5-0.75,1,809,0.6180469715698393,0.022212320362340592
field_position,WF2,OUTWARD,0.4,1.0-1.5,2,1585,0.41009463722397477,-0.08375533153300001
field_position,WF2,OUTWARD,0.4,0.75-1.0,4,556,0.552158273381295,0.013398536145714521
field_position,WF2,OUTWARD,0.4,0.5-0.75,3,793,0.5397225725094578,-0.1314094796347923
field_position,WF2,OUTWARD,0.4,1.5-2.0,4,1271,0.2816679779701023,-0.21488044733520756
field_position,WF2,OUTWARD,0.4,<0.5,4,1067,0.6457357075913777,-0.06368707960772378
field_position,WF2,OUTWARD,0.4,<0.5,3,892,0.702914798206278,-0.09220368550575204
field_position,WF2,OUTWARD,0.4,0.75-1.0,2,523,0.5258126195028681,-0.019260777155556682
field_position,WF2,OUTWARD,0.4,1.0-1.5,4,1620,0.4074074074074074,-0.09744544436248545
field_position,WF2,OUTWARD,0.4,0.5-0.75,2,819,0.5665445665445665,-0.08831714790522413
field_position,WF2,OUTWARD,0.4,2.0-3.0,4,2652,0.25339366515837103,-0.14333590116800735
field_position,WF2,OUTWARD,0.4,1.5-2.0,3,1132,0.2835689045936396,-0.23219429588453788
field_position,WF2,OUTWARD,0.4,0.5-0.75,4,1006,0.6063618290258449,-0.02706830726114587
field_position,WF3,OUTWARD,0.4,>=3.0,4,13916,0.08163265306122448,-0.43458978533847764
field_position,WF3,OUTWARD,0.4,0.75-1.0,3,692,0.5303468208092486,-0.0046170973609588285
field_position,WF3,OUTWARD,0.4,>=3.0,3,14284,0.06692803136376366,-0.46353843219896324
field_position,WF3,OUTWARD,0.4,2.0-3.0,4,2877,0.26555439694125826,-0.07621838269923158
field_position,WF3,OUTWARD,0.4,0.75-1.0,4,920,0.5630434782608695,0.05841571656249615
field_position,WF3,OUTWARD,0.4,>=3.0,2,14285,0.0695834791739587,-0.45093690395441516
field_position,WF3,OUTWARD,0.4,<0.5,2,826,0.7409200968523002,-0.027880084972887225
field_position,WF3,OUTWARD,0.4,0.5-0.75,2,699,0.575107296137339,-0.07961762793688433
field_position,WF3,OUTWARD,0.4,2.0-3.0,2,2614,0.22417750573833206,-0.21517253089082208
field_position,WF3,OUTWARD,0.4,2.0-3.0,3,3065,0.2368678629690049,-0.17685978734795252
field_position,WF3,OUTWARD,0.4,1.5-2.0,3,1365,0.30256410256410254,-0.15765308030431963
field_position,WF3,OUTWARD,0.4,1.0-1.5,3,1730,0.43583815028901735,-0.03276264776700558
field_position,WF3,OUTWARD,0.4,0.5-0.75,4,1153,0.6201214223764093,0.01649114463363349
field_position,WF3,OUTWARD,0.4,>=3.0,1,14890,0.06642041638683681,-0.47951002044062013
field_position,WF3,OUTWARD,0.4,1.5-2.0,4,1651,0.3010296789824349,-0.17538070215449766
field_position,WF3,OUTWARD,0.4,<0.5,4,1306,0.718989280245023,-0.05705308243025769
field_position,WF3,OUTWARD,0.4,<0.5,3,914,0.7264770240700219,-0.043749383673719354
field_position,WF3,OUTWARD,0.4,1.5-2.0,2,1421,0.2821956368754398,-0.2179439068426619
field_position,WF3,OUTWARD,0.4,1.0-1.5,1,1378,0.4107402031930334,-0.05783148110666675
field_position,WF3,OUTWARD,0.4,2.0-3.0,1,2240,0.22142857142857142,-0.2051840418544027
field_position,WF3,OUTWARD,0.4,0.75-1.0,2,649,0.5993836671802774,0.12143051811632308
field_position,WF3,OUTWARD,0.4,1.0-1.5,4,2285,0.43851203501094094,-0.0407999659943709
field_position,WF3,OUTWARD,0.4,1.0-1.5,2,1507,0.47113470471134705,0.062114412327460344
field_position,WF3,OUTWARD,0.4,0.5-0.75,3,899,0.5739710789766407,-0.07478027529094833
field_position,WF1,OUTWARD,0.8,>=3.0,0,10388,0.06844435887562572,-0.49365318577831546
field_position,WF1,OUTWARD,0.8,2.0-3.0,0,2184,0.23763736263736263,-0.1658666443591781
field_position,WF1,OUTWARD,0.8,0.75-1.0,2,650,0.6015384615384616,0.10951994660668934
field_position,WF1,OUTWARD,0.8,2.0-3.0,3,2974,0.20645595158036315,-0.28707480619013614
field_position,WF1,OUTWARD,0.8,>=3.0,4,9358,0.06753579824748877,-0.5153454304235461
field_position,WF1,OUTWARD,0.8,0.5-0.75,1,1018,0.5766208251473477,-0.01023466757673653
field_position,WF1,OUTWARD,0.8,1.0-1.5,0,1379,0.43002175489485134,-0.019238868322386856
field_position,WF1,OUTWARD,0.8,<0.5,0,895,0.7508379888268156,-0.023707631949241453
field_position,WF1,OUTWARD,0.8,0.5-0.75,0,715,0.6223776223776224,0.04532144949673788
field_position,WF1,OUTWARD,0.8,>=3.0,1,10707,0.07910712617913515,-0.44178073821432473
field_position,WF1,OUTWARD,0.8,1.5-2.0,0,1291,0.3044151820294346,-0.0732192687686522
field_position,WF1,OUTWARD,0.8,1.5-2.0,2,1556,0.35025706940874035,-0.016139039007813417
field_position,WF1,OUTWARD,0.8,<0.5,1,1082,0.7541589648798521,0.03911281509731884
field_position,WF1,OUTWARD,0.8,0.5-0.75,2,1004,0.5687250996015937,-0.06432749166040658
field_position,WF1,OUTWARD,0.8,<0.5,2,1003,0.7836490528414756,0.0180104229908956
field_position,WF1,OUTWARD,0.8,2.0-3.0,1,2570,0.22568093385214008,-0.2131713424239527
field_position,WF1,OUTWARD,0.8,1.5-2.0,1,1284,0.3294392523364486,-0.10077056363857535
field_position,WF1,OUTWARD,0.8,1.0-1.5,3,2031,0.36484490398818314,-0.1670922356075038
field_position,WF1,OUTWARD,0.8,0.75-1.0,3,789,0.5107731305449936,-0.061127093321258215
field_position,WF1,OUTWARD,0.8,0.75-1.0,0,510,0.492156862745098,-0.08719957408898896
field_position,WF1,OUTWARD,0.8,>=3.0,2,10775,0.0797215777262181,-0.4511817668382268
field_position,WF1,OUTWARD,0.8,1.5-2.0,4,1399,0.28877769835596856,-0.201547026401087
field_position,WF1,OUTWARD,0.8,1.0-1.5,2,1941,0.4410097887686759,-0.017499785852559638
field_position,WF1,OUTWARD,0.8,>=3.0,3,9521,0.08339460140741518,-0.4024076994959115
field_position,WF1,OUTWARD,0.8,1.0-1.5,1,1651,0.4227740763173834,-0.023214032828790903
field_position,WF1,OUTWARD,0.8,1.5-2.0,3,1555,0.3594855305466238,-0.014819816180814103
field_position,WF1,OUTWARD,0.8,0.75-1.0,1,778,0.5077120822622108,-0.004333880138875353
field_position,WF1,OUTWARD,0.8,<0.5,3,906,0.7207505518763797,-0.07191910550670993
field_position,WF1,OUTWARD,0.8,0.5-0.75,3,1087,0.5869365225390984,-0.04616446779407919
field_position,WF1,OUTWARD,0.8,2.0-3.0,2,2897,0.2185018985157059,-0.22452001015356746
field_position,WF1,OUTWARD,0.8,2.0-3.0,4,2595,0.21117533718689788,-0.2693927183067618
field_position,WF1,OUTWARD,0.8,0.75-1.0,4,714,0.47478991596638653,-0.10997436300789669
field_position,WF1,OUTWARD,0.8,0.5-0.75,4,935,0.5957219251336898,-0.048528022671108596
field_position,WF2,OUTWARD,0.8,>=3.0,1,9160,0.07543668122270743,-0.4981543982112176
field_position,WF2,OUTWARD,0.8,>=3.0,0,13197,0.08744411608698947,-0.3756740507895717
field_position,WF2,OUTWARD,0.8,>=3.0,2,8210,0.07941534713763702,-0.4266419722208798
field_position,WF2,OUTWARD,0.8,1.0-1.5,0,1823,0.4223806911684037,-0.027639231266593345
field_position,WF2,OUTWARD,0.8,0.75-1.0,0,767,0.5019556714471969,-0.017802195486768927
field_position,WF2,OUTWARD,0.8,0.75-1.0,1,647,0.4559505409582689,-0.1489743554830902
field_position,WF2,OUTWARD,0.8,1.5-2.0,0,1747,0.341728677733257,-0.03170285686708305
field_position,WF2,OUTWARD,0.8,0.5-0.75,0,865,0.6196531791907515,0.022559844337477614
field_position,WF2,OUTWARD,0.8,<0.5,0,1153,0.7189939288811795,-0.03689402304296454
field_position,WF2,OUTWARD,0.8,1.5-2.0,1,1157,0.25064822817631804,-0.29639293853094034
field_position,WF2,OUTWARD,0.8,1.5-2.0,2,1273,0.31893165750196384,-0.14158777079058207
field_position,WF2,OUTWARD,0.8,>=3.0,3,7850,0.0751592356687898,-0.5089563530779203
field_position,WF2,OUTWARD,0.8,1.0-1.5,3,1926,0.42938733125649015,-0.05369283480977558
field_position,WF2,OUTWARD,0.8,2.0-3.0,3,2274,0.2009674582233949,-0.3234312362555536
field_position,WF2,OUTWARD,0.8,>=3.0,4,8003,0.08209421466949894,-0.45697334347120466
field_position,WF2,OUTWARD,0.8,2.0-3.0,1,2246,0.19145146927871773,-0.34695987723102006
field_position,WF2,OUTWARD,0.8,<0.5,2,855,0.7497076023391813,-0.022348651886668007
field_position,WF2,OUTWARD,0.8,2.0-3.0,0,2939,0.2494045593739367,-0.10004181815684163
field_position,WF2,OUTWARD,0.8,2.0-3.0,2,2421,0.2375051631557208,-0.19091729032349392
field_position,WF2,OUTWARD,0.8,<0.5,1,964,0.7095435684647303,-0.08351529929518658
field_position,WF2,OUTWARD,0.8,0.5-0.75,1,838,0.5954653937947494,-0.01563807680386276
field_position,WF2,OUTWARD,0.8,1.0-1.5,2,1504,0.4142287234042553,-0.07500134839486161
field_position,WF2,OUTWARD,0.8,0.75-1.0,4,566,0.5424028268551236,-0.004851281391131841
field_position,WF2,OUTWARD,0.8,0.5-0.75,3,856,0.5397196261682243,-0.1267510430472233
field_position,WF2,OUTWARD,0.8,0.75-1.0,3,619,0.5040387722132472,-0.06652948544276079
field_position,WF2,OUTWARD,0.8,<0.5,4,1091,0.6608615948670944,-0.0432800067594056
field_position,WF2,OUTWARD,0.8,<0.5,3,949,0.6807165437302424,-0.12169628994093457
field_position,WF2,OUTWARD,0.8,0.75-1.0,2,642,0.543613707165109,0.009997267326196647
field_position,WF2,OUTWARD,0.8,1.0-1.5,4,1719,0.41128563118091915,-0.07691085715367917
field_position,WF2,OUTWARD,0.8,0.5-0.75,2,825,0.5345454545454545,-0.13800415618273476
field_position,WF2,OUTWARD,0.8,1.0-1.5,1,1724,0.37935034802784223,-0.1532414132359667
field_position,WF2,OUTWARD,0.8,1.5-2.0,3,1279,0.3127443315089914,-0.15434365385956947
field_position,WF2,OUTWARD,0.8,2.0-3.0,4,2400,0.23291666666666666,-0.20556761093185444
field_position,WF2,OUTWARD,0.8,0.5-0.75,4,995,0.5949748743718593,-0.03921864152735779
field_position,WF2,OUTWARD,0.8,1.5-2.0,4,1260,0.28174603174603174,-0.2180534288191119
field_position,WF3,OUTWARD,0.8,>=3.0,4,10087,0.07851690294438386,-0.44577183686019056
field_position,WF3,OUTWARD,0.8,0.75-1.0,3,675,0.49037037037037035,-0.07815105181679112
field_position,WF3,OUTWARD,0.8,2.0-3.0,4,2964,0.2742914979757085,-0.04888720978317676
field_position,WF3,OUTWARD,0.8,0.75-1.0,4,890,0.5741573033707865,0.08174262539072695
field_position,WF3,OUTWARD,0.8,<0.5,2,904,0.7334070796460177,-0.019852854172573507
field_position,WF3,OUTWARD,0.8,>=3.0,2,10253,0.07480737345167268,-0.39074348079495297
field_position,WF3,OUTWARD,0.8,0.5-0.75,2,757,0.5997357992073976,-0.013302212348884226
field_position,WF3,OUTWARD,0.8,>=3.0,3,10258,0.08100994345876389,-0.4129650169384601
field_position,WF3,OUTWARD,0.8,2.0-3.0,2,2659,0.21173373448664912,-0.24318615942087432
field_position,WF3,OUTWARD,0.8,2.0-3.0,3,2795,0.22826475849731664,-0.20430059219203567
field_position,WF3,OUTWARD,0.8,1.5-2.0,3,1443,0.2938322938322938,-0.18357864207068822
field_position,WF3,OUTWARD,0.8,1.0-1.5,3,1911,0.44531658817373104,-0.003573146654251322
field_position,WF3,OUTWARD,0.8,0.5-0.75,4,1307,0.630451415455241,0.03507431218848826
field_position,WF3,OUTWARD,0.8,>=3.0,1,10449,0.0707244712412671,-0.525706628054774
field_position,WF3,OUTWARD,0.8,1.5-2.0,4,1626,0.31365313653136534,-0.1252344804200732
field_position,WF3,OUTWARD,0.8,<0.5,3,998,0.7414829659318637,-0.019544759906501365
field_position,WF3,OUTWARD,0.8,1.5-2.0,2,1473,0.28716904276985744,-0.20389924811351332
field_position,WF3,OUTWARD,0.8,2.0-3.0,1,2286,0.24015748031496062,-0.12085506419386353
field_position,WF3,OUTWARD,0.8,<0.5,4,1406,0.7382645803698435,-0.02625417615328267
field_position,WF3,OUTWARD,0.8,0.75-1.0,2,700,0.5757142857142857,0.07849908617116037
field_position,WF3,OUTWARD,0.8,1.0-1.5,4,2369,0.4326720135078092,-0.047814696447295864
field_position,WF3,OUTWARD,0.8,1.0-1.5,2,1659,0.45147679324894513,0.014381644225247422
field_position,WF3,OUTWARD,0.8,0.5-0.75,3,1001,0.5964035964035964,-0.03302139816576075
field_position,WF1,OUTWARD,1.2,>=3.0,0,6342,0.07899716177861874,-0.46545386999329064
field_position,WF1,OUTWARD,1.2,0.75-1.0,2,762,0.6036745406824147,0.11435427405933536
field_position,WF1,OUTWARD,1.2,2.0-3.0,3,2339,0.1911073108165883,-0.3141717028612895
