group,horizon,features,stratum,learner,instrument_count,median_auc,positive_share_auc,median_brier_skill,positive_share_brier_skill,median_logloss_skill,positive_share_logloss_skill,median_return_spread,positive_share_return_spread
ALL_16,H15,C2,TOP20,gbr,16,0.5119381713813196,1.0,-0.003741943183231844,0.25,-0.0033977887289968756,0.25,-0.0002576303533976485,0.4375
ALL_16,H15,C2,TOP20,logistic,16,0.512963197803586,1.0,-0.01608659312293137,0.125,-0.019864491689222996,0.125,-2.4057032809453752e-05,0.4375
ALL_16,H15,C2,TOP30,gbr,16,0.5153187371437722,1.0,-0.004674439594782531,0.1875,-0.0037600781649952397,0.1875,3.1599726780716006e-05,0.5
ALL_16,H15,C2,TOP30,logistic,16,0.5116934323503831,1.0,-0.014802223495112399,0.125,-0.01693642317689925,0.125,-4.5918099466852706e-05,0.375
ALL_16,H15,C2,TOP50,gbr,16,0.5137903692955959,1.0,-0.004366998505698105,0.1875,-0.0035674815178065034,0.1875,3.864352120913026e-05,0.5625
ALL_16,H15,C2,TOP50,logistic,16,0.5099741137325753,1.0,-0.014446584169975574,0.0625,-0.013658680836869275,0.0625,-6.507599891149884e-05,0.4375
ALL_16,H15,C3,ALL,gbr,16,0.5167654461526143,1.0,-0.005955056744497589,0.125,-0.0047780735250657624,0.125,2.6152170535321097e-05,0.5
ALL_16,H15,C3,ALL,logistic,16,0.5126328621377473,1.0,-0.007932366025766968,0.0625,-0.011452121282472527,0.0625,-4.2087725459123023e-05,0.4375
ALL_16,H15,C3,TOP20,gbr,16,0.512781759218128,1.0,-0.007014621416714273,0.25,-0.005792740490997983,0.1875,-4.24361439809858e-06,0.5
ALL_16,H15,C3,TOP20,logistic,16,0.5145246625051457,1.0,-0.018568499962727802,0.125,-0.019194711623493177,0.125,-0.00014252559278947656,0.375
ALL_16,H15,C3,TOP30,gbr,16,0.5135430302056699,1.0,-0.0055575255156907755,0.25,-0.004599201738853198,0.25,1.7910300851445918e-05,0.5
ALL_16,H15,C3,TOP30,logistic,16,0.5155747655573311,1.0,-0.012369025868059325,0.125,-0.015359045398165683,0.125,1.6630945024453645e-05,0.5
ALL_16,H15,C3,TOP50,gbr,16,0.5150489273913261,1.0,-0.005128866991493175,0.0625,-0.0044975501703578,0.0625,6.124627796401461e-05,0.5625
ALL_16,H15,C3,TOP50,logistic,16,0.5100423001217913,1.0,-0.013468883649812136,0.125,-0.012096765814560206,0.125,-7.385035287645018e-05,0.4375
ALL_16,H15,C4,ALL,gbr,16,0.5203698521934496,1.0,-0.005130511964114293,0.1875,-0.0042282397372409575,0.1875,5.754264313044743e-05,0.5625
ALL_16,H15,C4,ALL,logistic,16,0.5120743906234508,1.0,-0.008212173331099248,0.0625,-0.012254189911801827,0.0625,4.2036912169725145e-05,0.5625
ALL_16,H15,C4,TOP20,gbr,16,0.5152890626486913,1.0,-0.004297157489336345,0.25,-0.003643453810345143,0.25,0.00019468337327659384,0.5625
ALL_16,H15,C4,TOP20,logistic,16,0.5151344200382258,1.0,-0.019152736830502004,0.125,-0.02266398474919107,0.125,-0.00010845600913216458,0.4375
ALL_16,H15,C4,TOP30,gbr,16,0.5146989075984282,1.0,-0.005039298989481078,0.1875,-0.004150599400962629,0.1875,9.110176804118377e-05,0.5625
ALL_16,H15,C4,TOP30,logistic,16,0.5164407265351743,1.0,-0.015015366107087535,0.125,-0.018286816968010378,0.125,9.946957287591735e-06,0.5625
ALL_16,H15,C4,TOP50,gbr,16,0.513527668766308,1.0,-0.004635273160003339,0.1875,-0.003906403312782025,0.1875,5.919262876769258e-05,0.5625
ALL_16,H15,C4,TOP50,logistic,16,0.5093254344203365,1.0,-0.013913162387013012,0.0625,-0.016963631433463577,0.0625,1.2730846234317244e-05,0.5
ALL_16,H5,C0,ALL,gbr,16,0.5240946809456075,1.0,-0.0011102669242754049,0.4375,-0.0008676678047677688,0.375,1.7905326771439347e-05,0.5625
ALL_16,H5,C0,ALL,logistic,16,0.5231647982855594,1.0,-0.0009589365647939552,0.3125,-0.0008162475954002213,0.3125,-9.683124238960742e-06,0.5
ALL_16,H5,C0,TOP20,gbr,16,0.5200346748816522,1.0,-0.001138295839530623,0.375,-0.0012552497400278861,0.375,-2.7338645407163235e-05,0.4375
ALL_16,H5,C0,TOP20,logistic,16,0.5163387612764336,1.0,-0.0036455846517422508,0.1875,-0.0032371844728926735,0.1875,2.6870632200529637e-05,0.5625
ALL_16,H5,C0,TOP30,gbr,16,0.5218803689788057,1.0,-0.0005682396929537203,0.3125,-0.0006438564073228958,0.3125,-1.9160484765909905e-05,0.5
ALL_16,H5,C0,TOP30,logistic,16,0.5219294912989094,1.0,-0.002612093775064328,0.25,-0.002699220336439989,0.1875,1.3758346805518642e-05,0.5625
ALL_16,H5,C0,TOP50,gbr,16,0.5190512617470114,1.0,-0.0014321071669548546,0.25,-0.0011242807720334147,0.25,-5.37956058064273e-05,0.4375
ALL_16,H5,C0,TOP50,logistic,16,0.5211105090882535,1.0,-0.0016657754626331345,0.25,-0.0016051235466180147,0.25,2.9727937105382376e-05,0.5625
ALL_16,H5,C1,ALL,gbr,16,0.5263281994290447,1.0,-0.0005563594281371431,0.4375,-0.0004905326710452629,0.4375,3.1074216863472656e-05,0.5625
ALL_16,H5,C1,ALL,logistic,16,0.5262888439136628,1.0,-0.0027814742036261775,0.25,-0.0042017476820676025,0.1875,-8.403461608253341e-06,0.3125
ALL_16,H5,C1,TOP20,gbr,16,0.5172377779445027,1.0,-0.00035098226985175174,0.4375,-0.0002817310523874905,0.4375,-5.547905179523793e-05,0.3125
ALL_16,H5,C1,TOP20,logistic,16,0.5283492058179837,1.0,-0.00916797860973284,0.1875,-0.012060859062817286,0.125,-2.3416033353006406e-05,0.4375
ALL_16,H5,C1,TOP30,gbr,16,0.5197982112101326,1.0,-0.00016820942370204817,0.5,-0.0002638842481292314,0.5,-6.118524879994853e-06,0.5
ALL_16,H5,C1,TOP30,logistic,16,0.5237818641682082,1.0,-0.00687113774133985,0.125,-0.009627198078149268,0.125,-2.5367784842212497e-05,0.4375
ALL_16,H5,C1,TOP50,gbr,16,0.5216603102423751,1.0,-0.0006091302661454523,0.5,-0.0004820010566441435,0.5,2.3418093364427797e-05,0.5625
ALL_16,H5,C1,TOP50,logistic,16,0.5214070138345708,1.0,-0.0048647019337325625,0.1875,-0.0070974189442915,0.125,-3.770553649744423e-05,0.375
ALL_16,H5,C2,ALL,gbr,16,0.5269491076614263,1.0,-0.0006016452233872371,0.4375,-0.0005780406152448014,0.4375,4.9286850454998676e-05,0.6875
ALL_16,H5,C2,ALL,logistic,16,0.5254735739599439,1.0,-0.003357990861159177,0.25,-0.004686775948306576,0.1875,-1.6392370600960413e-05,0.4375
ALL_16,H5,C2,TOP20,gbr,16,0.5193672700872034,1.0,0.002231784520008606,0.5625,0.001505281739611064,0.5625,2.9944074679025665e-05,0.6875
ALL_16,H5,C2,TOP20,logistic,16,0.5230061375453554,1.0,-0.010717083160324492,0.125,-0.012025955571188462,0.0625,-3.078677186471734e-05,0.375
ALL_16,H5,C2,TOP30,gbr,16,0.5205973559654562,1.0,8.408627288158943e-05,0.5,1.7507196976018768e-06,0.5,-3.751596539581064e-06,0.5
ALL_16,H5,C2,TOP30,logistic,16,0.5217763845515557,1.0,-0.00830383865206219,0.1875,-0.009549877710459787,0.0625,-3.5400187315408444e-05,0.3125
ALL_16,H5,C2,TOP50,gbr,16,0.5222036891064815,1.0,-0.0002850902054300497,0.5,-0.00024537704443383657,0.5,3.749305579763484e-05,0.625
ALL_16,H5,C2,TOP50,logistic,16,0.5223144967529452,1.0,-0.0059746005339208486,0.1875,-0.007141579148047139,0.125,-2.0335852246998868e-05,0.5
ALL_16,H5,C3,ALL,gbr,16,0.5265606403141041,1.0,-0.0009826242220519754,0.4375,-0.0008796682354645924,0.4375,-4.6070562590744035e-06,0.4375
ALL_16,H5,C3,ALL,logistic,16,0.5237318175679602,1.0,-0.003815888580989246,0.1875,-0.005517788381203981,0.1875,1.7436284229255455e-05,0.5625
ALL_16,H5,C3,TOP20,gbr,16,0.5151675118586257,1.0,0.000837767630413766,0.5,0.0005791316835282445,0.5,-1.3194730070281766e-05,0.375
ALL_16,H5,C3,TOP20,logistic,16,0.5248390862055107,1.0,-0.012280514593022596,0.125,-0.013479397701185003,0.0625,-6.611556468391841e-06,0.5
ALL_16,H5,C3,TOP30,gbr,16,0.5233187458353279,1.0,-0.0008432358466108347,0.4375,-0.0007342340551564908,0.4375,2.4661892114211636e-05,0.5
ALL_16,H5,C3,TOP30,logistic,16,0.522915400557173,1.0,-0.00928625311662512,0.0625,-0.011242064950517605,0.0625,-1.5630450725312553e-05,0.4375
ALL_16,H5,C3,TOP50,gbr,16,0.5230306418163969,1.0,-0.0012826266263965547,0.4375,-0.0009904374911304803,0.4375,1.2470486477952956e-05,0.5625
ALL_16,H5,C3,TOP50,logistic,16,0.5220552992144379,1.0,-0.006334181747296608,0.125,-0.008794633775534688,0.125,-2.1881978457280696e-05,0.375
ALL_16,H5,C4,ALL,gbr,16,0.5270711625967734,1.0,-0.00017417958204613004,0.5,-0.00024473932840207713,0.4375,1.792863808955167e-05,0.625
ALL_16,H5,C4,ALL,logistic,16,0.5238740127314636,1.0,-0.004342989141815634,0.1875,-0.005442159410189662,0.1875,-2.097506863894913e-06,0.5
ALL_16,H5,C4,TOP20,gbr,16,0.5184408526223303,1.0,0.0014270842708581366,0.625,0.0009938633748505787,0.5625,5.4925883247719775e-05,0.5625
ALL_16,H5,C4,TOP20,logistic,16,0.5261407619186689,1.0,-0.012616673295233527,0.125,-0.013513509891313391,0.0625,-5.8532855132875675e-06,0.375
ALL_16,H5,C4,TOP30,gbr,16,0.522437404380238,1.0,0.0004906271005793994,0.5,0.000329911333047439,0.5,5.877023384004237e-05,0.5625
ALL_16,H5,C4,TOP30,logistic,16,0.5240117585235007,1.0,-0.010210618806635097,0.125,-0.011481104296767297,0.0625,-2.5816077919390942e-05,0.5
ALL_16,H5,C4,TOP50,gbr,16,0.5224558736809382,1.0,-0.000566144053729678,0.5,-0.00045443207269690866,0.5,2.0428835477235743e-05,0.625
ALL_16,H5,C4,TOP50,logistic,16,0.5202183068372443,1.0,-0.007936179422716516,0.125,-0.009003431422766273,0.125,-3.8560557761442545e-05,0.375
OLD_8,H15,C0,ALL,gbr,8,0.5144500141041839,1.0,-0.002410879172217828,0.0,-0.001991254964065048,0.0,-3.782042427237128e-05,0.5
OLD_8,H15,C0,ALL,logistic,8,0.5060948028931398,1.0,-0.00243081579646387,0.25,-0.0019134915526621832,0.25,-0.00013487231411349912,0.25
OLD_8,H15,C0,TOP20,gbr,8,0.516328489524072,1.0,-0.003504433099626003,0.375,-0.0027275612135708727,0.25,-0.00021435798981798442,0.5
OLD_8,H15,C0,TOP20,logistic,8,0.5027167649841493,1.0,-0.006175337723876795,0.25,-0.004812662963218806,0.25,-0.00041081798724927957,0.25
OLD_8,H15,C0,TOP30,gbr,8,0.5149781887652656,1.0,-0.0035480012912014747,0.125,-0.0027269722362218696,0.125,-0.00018693663050595188,0.5
OLD_8,H15,C0,TOP30,logistic,8,0.5046742178441519,1.0,-0.004750609116996318,0.25,-0.0037101122206334436,0.25,-0.0002972012276660754,0.25
OLD_8,H15,C0,TOP50,gbr,8,0.5161260962482201,1.0,-0.003677619388587572,0.0,-0.002963487362094064,0.0,-0.00012020859109540511,0.5
OLD_8,H15,C0,TOP50,logistic,8,0.50272027916698,1.0,-0.003612014608052494,0.25,-0.002830683964680558,0.25,-0.0002674588758360048,0.25
OLD_8,H15,C1,ALL,gbr,8,0.5151911376702901,1.0,-0.003066956150006961,0.125,-0.0024899310459541857,0.125,1.9033544006118804e-05,0.5
OLD_8,H15,C1,ALL,logistic,8,0.5099321804422104,1.0,-0.005065050357917933,0.125,-0.006527391809356575,0.125,-4.816943998148887e-05,0.375
OLD_8,H15,C1,TOP20,gbr,8,0.5271524069897964,1.0,-0.0019457470876464988,0.375,-0.0018169182415450624,0.375,-8.106670073780445e-06,0.5
OLD_8,H15,C1,TOP20,logistic,8,0.5194661609372686,1.0,-0.009848334070705622,0.25,-0.01252200179403129,0.25,-0.000240083430972597,0.25
OLD_8,H15,C1,TOP30,gbr,8,0.5202957985441745,1.0,-0.0030393121203430296,0.25,-0.0023971445580618367,0.25,-1.4155873812485073e-05,0.5
OLD_8,H15,C1,TOP30,logistic,8,0.5152032106138893,1.0,-0.008818459861366423,0.25,-0.0108596779176805,0.25,-0.00018792095636167885,0.25
OLD_8,H15,C1,TOP50,gbr,8,0.5167110089254907,1.0,-0.0034986006487713883,0.0,-0.002823336209080596,0.0,1.4211875230810627e-05,0.5
OLD_8,H15,C1,TOP50,logistic,8,0.5142038564525216,1.0,-0.007300189508890553,0.25,-0.009036714856200723,0.125,-0.00014470867428268908,0.25
OLD_8,H15,C2,ALL,gbr,8,0.5178491059797579,1.0,-0.003137071060896224,0.25,-0.0025514145647033137,0.25,5.242909038293941e-06,0.5
OLD_8,H15,C2,ALL,logistic,8,0.5096840026034378,1.0,-0.005281612378488121,0.125,-0.006159671155298807,0.125,-2.710936990221338e-05,0.375
OLD_8,H15,C2,TOP20,gbr,8,0.5289520205862647,1.0,-0.00036921679878554325,0.375,-0.000633352023454492,0.375,-5.1875164807067625e-05,0.5
OLD_8,H15,C2,TOP20,logistic,8,0.5192572115590375,1.0,-0.00875416295571485,0.25,-0.011013444473285672,0.25,-0.0001470495612660836,0.25
OLD_8,H15,C2,TOP30,gbr,8,0.5228819585944188,1.0,-0.0016403042152635106,0.375,-0.001328705873673508,0.375,-6.009823471786406e-05,0.5
OLD_8,H15,C2,TOP30,logistic,8,0.516165321810047,1.0,-0.0075910507969702,0.25,-0.009607786682121255,0.25,-0.0001148660024392258,0.25
OLD_8,H15,C2,TOP50,gbr,8,0.5204981562659629,1.0,-0.0018544882466479118,0.375,-0.0014578708209428415,0.375,5.928218259270725e-06,0.5
OLD_8,H15,C2,TOP50,logistic,8,0.514486649545622,1.0,-0.006467377552649367,0.125,-0.008141344187404642,0.125,-7.276154630903278e-05,0.375
OLD_8,H15,C3,ALL,gbr,8,0.5167654461526143,1.0,-0.0021562317783239138,0.25,-0.001775052152090728,0.25,-2.5773739126804004e-05,0.5
OLD_8,H15,C3,ALL,logistic,8,0.5084274711222573,1.0,-0.005384042248007814,0.125,-0.006629171251638755,0.125,-8.919119933587247e-05,0.25
OLD_8,H15,C3,TOP20,gbr,8,0.5228413386899812,1.0,-0.0017032321438860132,0.375,-0.001460177803514151,0.375,-3.513482625929951e-05,0.5
OLD_8,H15,C3,TOP20,logistic,8,0.5145701038213986,1.0,-0.010199750916365713,0.25,-0.012539961686690915,0.25,-0.00022432959199179014,0.25
OLD_8,H15,C3,TOP30,gbr,8,0.5175071614542359,1.0,-0.0029659766742978766,0.375,-0.0024248001915591066,0.375,-6.343978181653965e-05,0.5
OLD_8,H15,C3,TOP30,logistic,8,0.5119761898242166,1.0,-0.009243443258238448,0.25,-0.01096524032132662,0.25,-0.00015773771047560182,0.25
OLD_8,H15,C3,TOP50,gbr,8,0.5187088962238438,1.0,-0.002921671199299647,0.125,-0.0023605076264937574,0.125,-2.7420781304793844e-05,0.5
OLD_8,H15,C3,TOP50,logistic,8,0.5122862789575842,1.0,-0.007728598932020603,0.25,-0.00918650611478844,0.25,-0.0001234300321594261,0.25
OLD_8,H15,C4,ALL,gbr,8,0.5182297237011887,1.0,-0.002329620053976189,0.25,-0.0018988936364554565,0.25,1.5068612527966362e-05,0.5
OLD_8,H15,C4,ALL,logistic,8,0.5087060131465584,1.0,-0.005627983296347949,0.125,-0.006390766375344081,0.125,-6.913605655771456e-06,0.5
OLD_8,H15,C4,TOP20,gbr,8,0.5239451642241024,1.0,-0.0009085455543011989,0.5,-0.0008839941796398576,0.5,-4.1829918673406345e-05,0.5
OLD_8,H15,C4,TOP20,logistic,8,0.5151290875835548,1.0,-0.010521660453209791,0.25,-0.011781404697113529,0.25,-0.00010845600913216458,0.375
OLD_8,H15,C4,TOP30,gbr,8,0.5170708789578695,1.0,-0.0020006345802930925,0.375,-0.0017110174207022322,0.375,-3.9244534853928446e-05,0.5
OLD_8,H15,C4,TOP30,logistic,8,0.5134439618130802,1.0,-0.00792786161913106,0.25,-0.009528330072991031,0.25,-6.287800654771099e-05,0.5
OLD_8,H15,C4,TOP50,gbr,8,0.5179233478373595,1.0,-0.002294863657648527,0.375,-0.0018962991413095098,0.375,-3.4474461630052458e-06,0.5
OLD_8,H15,C4,TOP50,logistic,8,0.5128430178520182,1.0,-0.0067682880440042,0.125,-0.00819112202390182,0.125,-4.935910509454347e-05,0.375
OLD_8,H5,C0,ALL,gbr,8,0.5258059092937193,1.0,-0.00020383673089696686,0.5,-0.00022071243459376166,0.5,-3.126577203446001e-05,0.375
OLD_8,H5,C0,ALL,logistic,8,0.5207077655471237,1.0,-0.0009112680914846738,0.375,-0.0008195030191159303,0.375,-5.209165877298258e-05,0.375
OLD_8,H5,C0,TOP20,gbr,8,0.526983523608847,1.0,-0.00047592133159146677,0.375,-0.0008021423770759872,0.375,-3.819166698653592e-05,0.25
OLD_8,H5,C0,TOP20,logistic,8,0.5192490501503364,1.0,-0.0037695681439241513,0.25,-0.0033861285818798104,0.25,-0.00010499641428067337,0.375
OLD_8,H5,C0,TOP30,gbr,8,0.5257045563344969,1.0,-0.00020201716867629393,0.375,-0.0003882661839488266,0.375,-2.1177171254792266e-05,0.5
OLD_8,H5,C0,TOP30,logistic,8,0.522362468906733,1.0,-0.002682817789158465,0.375,-0.0024557082150501452,0.25,-0.00011305210194995912,0.375
OLD_8,H5,C0,TOP50,gbr,8,0.5229561508096784,1.0,-0.0003854931305746767,0.375,-0.0002338290728324255,0.375,-5.8429221829304775e-05,0.375
OLD_8,H5,C0,TOP50,logistic,8,0.5212216146657158,1.0,-0.0021990796014914604,0.375,-0.0019193845203206994,0.375,-7.481144546714112e-05,0.375
OLD_8,H5,C1,ALL,gbr,8,0.5315996207824171,1.0,0.002781559892402863,0.625,0.001998747012710189,0.625,3.1074216863472656e-05,0.625
OLD_8,H5,C1,ALL,logistic,8,0.5248086941012378,1.0,-0.001958681321618694,0.375,-0.004762609625263758,0.25,-8.403461608253341e-06,0.25
OLD_8,H5,C1,TOP20,gbr,8,0.5286077561476873,1.0,0.0026361796592096476,0.625,0.0018616068583419132,0.625,-2.168117440886544e-05,0.375
OLD_8,H5,C1,TOP20,logistic,8,0.5290273537729506,1.0,-0.005212933406336995,0.25,-0.010778350622930866,0.125,-2.3416033353006406e-05,0.375
OLD_8,H5,C1,TOP30,gbr,8,0.5325898006365049,1.0,0.002832360405396306,0.875,0.001959776814141334,0.875,2.5721305865810246e-05,0.625
OLD_8,H5,C1,TOP30,logistic,8,0.526985612117248,1.0,-0.003859137822354919,0.25,-0.008328246746385104,0.125,-4.043068198804858e-05,0.375
OLD_8,H5,C1,TOP50,gbr,8,0.529448499499908,1.0,0.0034469269845482375,0.75,0.002376066464308213,0.75,2.3418093364427797e-05,0.625
OLD_8,H5,C1,TOP50,logistic,8,0.5252345981450781,1.0,-0.0027611403674719925,0.375,-0.006327201198280452,0.25,-4.185497863848337e-05,0.375
OLD_8,H5,C2,ALL,gbr,8,0.5329585944917898,1.0,0.002813277029132699,0.625,0.0020366082876237535,0.625,4.9286850454998676e-05,0.75
OLD_8,H5,C2,ALL,logistic,8,0.5244559559427915,1.0,-0.0019354715606870743,0.375,-0.003463168293243002,0.25,-1.7836404290100516e-05,0.375
OLD_8,H5,C2,TOP20,gbr,8,0.5301808010386873,1.0,0.003770277971133551,0.75,0.0024943353564636506,0.75,2.6955953764774497e-05,0.625
OLD_8,H5,C2,TOP20,logistic,8,0.5281797507696679,1.0,-0.004850485638756563,0.25,-0.008833909438433318,0.125,-3.078677186471734e-05,0.25
OLD_8,H5,C2,TOP30,gbr,8,0.534849101179203,1.0,0.004837722097520092,0.875,0.003373384227251086,0.875,1.957024463423592e-05,0.5
OLD_8,H5,C2,TOP30,logistic,8,0.5277370545905141,1.0,-0.003616123661577597,0.375,-0.006938247695821742,0.125,-5.8297538286665256e-05,0.25
OLD_8,H5,C2,TOP50,gbr,8,0.5324045367171591,1.0,0.003943346473367415,0.75,0.0027578093245370083,0.75,3.749305579763484e-05,0.75
OLD_8,H5,C2,TOP50,logistic,8,0.5256762396911305,1.0,-0.002553510414856519,0.375,-0.005616795396257923,0.25,-2.0335852246998868e-05,0.5
OLD_8,H5,C3,ALL,gbr,8,0.5329297101087,1.0,0.0027466197162128725,0.625,0.001967454168727234,0.625,6.46532001622021e-05,0.625
OLD_8,H5,C3,ALL,logistic,8,0.5255052157497571,1.0,-0.0018981387672393213,0.25,-0.004379506663527044,0.25,2.5937200659999263e-05,0.625
OLD_8,H5,C3,TOP20,gbr,8,0.527423033121616,1.0,0.0024645060004117036,0.625,0.00172941510148783,0.625,-1.1051239513998568e-05,0.375
OLD_8,H5,C3,TOP20,logistic,8,0.5289122360823884,1.0,-0.005199581498803729,0.25,-0.010498988640992746,0.125,4.4880403889518364e-05,0.625
OLD_8,H5,C3,TOP30,gbr,8,0.5316158283193644,1.0,0.0022572221448349805,0.875,0.0016113761688893447,0.875,9.196742653818659e-05,0.625
OLD_8,H5,C3,TOP30,logistic,8,0.5267399802266468,1.0,-0.003754367733822983,0.125,-0.008063955736277495,0.125,2.7707594104116615e-05,0.625
OLD_8,H5,C3,TOP50,gbr,8,0.5310021134572425,1.0,0.003176349217604957,0.75,0.002255529887253749,0.75,5.516586210374208e-05,0.75
OLD_8,H5,C3,TOP50,logistic,8,0.5261795497348557,1.0,-0.0028172682648703873,0.25,-0.006229297687476598,0.25,1.4589011673886096e-06,0.5
OLD_8,H5,C4,ALL,gbr,8,0.5333667559719297,1.0,0.002903811150975655,0.75,0.0020880212938331755,0.75,6.635744299511795e-05,0.75
OLD_8,H5,C4,ALL,logistic,8,0.5249633644095371,1.0,-0.0019339406573031237,0.25,-0.0037967067461661674,0.25,2.137548258150694e-05,0.625
OLD_8,H5,C4,TOP20,gbr,8,0.5320353192099987,1.0,0.0030233311850039746,0.875,0.0021562170574642714,0.75,7.770977510271538e-05,0.625
OLD_8,H5,C4,TOP20,logistic,8,0.5281221577574986,1.0,-0.005317463865698202,0.25,-0.009012859759929936,0.125,-2.9995911643067616e-06,0.375
OLD_8,H5,C4,TOP30,gbr,8,0.5318577740787681,1.0,0.0038555404446859454,0.875,0.002570749077304757,0.875,7.482072437883298e-05,0.75
OLD_8,H5,C4,TOP30,logistic,8,0.5283670208499542,1.0,-0.003646504199922851,0.25,-0.007033956473424752,0.125,8.288628048557885e-06,0.75
OLD_8,H5,C4,TOP50,gbr,8,0.5327117430539494,1.0,0.004044115275457283,0.75,0.0027784245163861576,0.75,4.9829631721053994e-05,0.875
OLD_8,H5,C4,TOP50,logistic,8,0.5272705227641586,1.0,-0.002700595098225622,0.25,-0.006093713361404518,0.25,-5.9499008584692325e-06,0.5
NEW_8,H15,C0,ALL,gbr,8,0.5092195718132734,1.0,-0.008528759751506465,0.0,-0.0067915604259187745,0.0,4.156950964491622e-06,0.625
NEW_8,H15,C0,ALL,logistic,8,0.5181889694755812,1.0,-0.001972763677444922,0.125,-0.001702892475018647,0.125,1.3690714128857751e-05,0.625
NEW_8,H15,C0,TOP20,gbr,8,0.5005265769858798,1.0,-0.013371218849070665,0.0,-0.010394071679231898,0.0,-0.00018123965014135262,0.375
NEW_8,H15,C0,TOP20,logistic,8,0.5180895114857108,1.0,-0.0035733019111842124,0.25,-0.003623364871541246,0.25,0.00010387619019595844,0.5
NEW_8,H15,C0,TOP30,gbr,8,0.5021614811737241,1.0,-0.013272751364437285,0.0,-0.010228664217254324,0.0,-8.459021366869464e-05,0.375
NEW_8,H15,C0,TOP30,logistic,8,0.5208251118730894,1.0,-0.0029281548519266565,0.375,-0.0028799241565680145,0.375,0.00022131990628935144,0.625
NEW_8,H15,C0,TOP50,gbr,8,0.5019719278849182,1.0,-0.01358012928215191,0.0,-0.010099286154254705,0.0,-8.829084511253972e-05,0.25
NEW_8,H15,C0,TOP50,logistic,8,0.5171314798725719,1.0,-0.003918855277858735,0.125,-0.0031754813224101897,0.125,7.585389632799503e-05,0.75
NEW_8,H15,C1,ALL,gbr,8,0.5170737248501238,1.0,-0.007229277485388708,0.0,-0.005907769571229626,0.0,4.5088699600136705e-05,0.5
NEW_8,H15,C1,ALL,logistic,8,0.5163274125882875,1.0,-0.01376166179999505,0.0,-0.015956212358234745,0.0,9.892921802076227e-05,0.625
NEW_8,H15,C1,TOP20,gbr,8,0.50213175964188,1.0,-0.010371961784286232,0.125,-0.008910630755880833,0.125,-8.934260241120969e-05,0.375
