bar_index,datetime,open,high,low,close,volume,swing_bias,internal_bias
31,2025-08-04 08:00:00,8978.0,9026.0,8950.0,9017.0,118062.0,0,-1
32,2025-08-04 12:00:00,9030.0,9045.0,9013.0,9039.0,67536.0,0,-1
33,2025-08-04 20:00:00,9043.0,9097.0,9030.0,9076.0,165181.0,0,-1
34,2025-08-05 00:00:00,9076.0,9079.0,9061.0,9067.0,20970.0,0,-1
35,2025-08-05 08:00:00,9076.0,9102.0,9069.0,9084.0,68253.0,0,-1
36,2025-08-05 12:00:00,9072.0,9105.0,9071.0,9075.0,59087.0,0,-1
37,2025-08-05 20:00:00,9100.0,9196.0,9094.0,9178.0,226968.0,0,-1
38,2025-08-06 00:00:00,9178.0,9184.0,9165.0,9178.0,32702.0,0,-1
39,2025-08-06 08:00:00,9170.0,9194.0,9168.0,9192.0,68292.0,0,-1
40,2025-08-06 12:00:00,9178.0,9200.0,9176.0,9182.0,44098.0,0,-1
41,2025-08-06 20:00:00,9163.0,9209.0,9155.0,9189.0,155455.0,0,-1
42,2025-08-07 00:00:00,9189.0,9195.0,9180.0,9180.0,26530.0,0,-1
43,2025-08-07 08:00:00,9193.0,9228.0,9188.0,9224.0,79155.0,0,-1
44,2025-08-07 12:00:00,9233.0,9260.0,9217.0,9258.0,65716.0,0,1
45,2025-08-07 20:00:00,9274.0,9318.0,9256.0,9270.0,227935.0,0,1
46,2025-08-08 00:00:00,9270.0,9278.0,9239.0,9241.0,40885.0,0,1
47,2025-08-08 08:00:00,9280.0,9286.0,9251.0,9261.0,91046.0,0,1
48,2025-08-08 12:00:00,9271.0,9283.0,9261.0,9278.0,60491.0,0,1
49,2025-08-08 20:00:00,9259.0,9293.0,9245.0,9265.0,143305.0,0,1
50,2025-08-09 00:00:00,9265.0,9280.0,9212.0,9279.0,72900.0,0,1
51,2025-08-11 08:00:00,9238.0,9244.0,9192.0,9208.0,119818.0,0,1
52,2025-08-11 12:00:00,9208.0,9237.0,9208.0,9210.0,50972.0,0,1
53,2025-08-11 20:00:00,9178.0,9183.0,9143.0,9156.0,145931.0,0,1
54,2025-08-12 00:00:00,9156.0,9163.0,9140.0,9158.0,36965.0,0,1
55,2025-08-12 08:00:00,9167.0,9202.0,9159.0,9198.0,60620.0,0,1
56,2025-08-12 12:00:00,9197.0,9218.0,9187.0,9187.0,47627.0,0,1
57,2025-08-12 20:00:00,9185.0,9215.0,9135.0,9202.0,202944.0,0,1
58,2025-08-13 00:00:00,9202.0,9213.0,9197.0,9205.0,30686.0,0,1
59,2025-08-13 08:00:00,9195.0,9281.0,9189.0,9266.0,105320.0,0,1
60,2025-08-13 12:00:00,9275.0,9310.0,9257.0,9300.0,76287.0,0,1
61,2025-08-13 20:00:00,9332.0,9342.0,9292.0,9316.0,149652.0,0,1
62,2025-08-14 00:00:00,9316.0,9334.0,9313.0,9318.0,26267.0,0,1
63,2025-08-14 08:00:00,9337.0,9368.0,9324.0,9329.0,94505.0,0,1
64,2025-08-14 12:00:00,9315.0,9318.0,9268.0,9286.0,80060.0,0,1
65,2025-08-14 20:00:00,9244.0,9262.0,9166.0,9209.0,259397.0,0,1
66,2025-08-15 00:00:00,9209.0,9212.0,9178.0,9197.0,46957.0,0,1
67,2025-08-15 08:00:00,9202.0,9206.0,9168.0,9204.0,66658.0,0,1
68,2025-08-15 12:00:00,9212.0,9232.0,9200.0,9204.0,47171.0,0,1
69,2025-08-15 20:00:00,9180.0,9215.0,9154.0,9207.0,137486.0,0,1
70,2025-08-16 00:00:00,9207.0,9221.0,9192.0,9217.0,32755.0,0,1
71,2025-08-18 08:00:00,9229.0,9255.0,9217.0,9225.0,84929.0,0,1
72,2025-08-18 12:00:00,9241.0,9260.0,9227.0,9258.0,43585.0,0,1
73,2025-08-18 20:00:00,9265.0,9277.0,9225.0,9231.0,93511.0,0,1
74,2025-08-19 00:00:00,9231.0,9233.0,9216.0,9225.0,30380.0,0,1
75,2025-08-19 08:00:00,9233.0,9239.0,9160.0,9204.0,105778.0,0,1
76,2025-08-19 12:00:00,9208.0,9212.0,9177.0,9187.0,43032.0,0,1
77,2025-08-19 20:00:00,9210.0,9219.0,9079.0,9092.0,285612.0,0,-1
78,2025-08-20 00:00:00,9092.0,9099.0,9053.0,9061.0,69975.0,0,-1
79,2025-08-20 08:00:00,9068.0,9074.0,9037.0,9046.0,97013.0,0,-1
80,2025-08-20 12:00:00,9043.0,9059.0,9031.0,9042.0,62493.0,0,-1
81,2025-08-20 20:00:00,9131.0,9177.0,9118.0,9160.0,184354.0,0,-1
82,2025-08-21 00:00:00,9160.0,9169.0,9158.0,9160.0,22297.0,0,-1
83,2025-08-21 08:00:00,9171.0,9197.0,9163.0,9180.0,64488.0,0,-1
84,2025-08-21 12:00:00,9181.0,9184.0,9158.0,9162.0,40199.0,0,-1
85,2025-08-21 20:00:00,9188.0,9254.0,9187.0,9239.0,173212.0,0,-1
86,2025-08-22 00:00:00,9239.0,9242.0,9227.0,9233.0,24716.0,0,-1
87,2025-08-22 08:00:00,9242.0,9250.0,9218.0,9225.0,58888.0,0,-1
88,2025-08-22 12:00:00,9221.0,9221.0,9178.0,9192.0,60679.0,0,-1
89,2025-08-22 20:00:00,9166.0,9409.0,9152.0,9382.0,414401.0,0,1
90,2025-08-23 00:00:00,9382.0,9418.0,9382.0,9403.0,63078.0,0,1
91,2025-08-25 08:00:00,9386.0,9396.0,9361.0,9367.0,97955.0,0,1
92,2025-08-25 12:00:00,9365.0,9396.0,9359.0,9394.0,55611.0,0,1
93,2025-08-25 20:00:00,9345.0,9380.0,9314.0,9358.0,163611.0,0,1
94,2025-08-26 00:00:00,9358.0,9362.0,9348.0,9348.0,20430.0,0,1
95,2025-08-26 08:00:00,9366.0,9371.0,9350.0,9366.0,64045.0,0,1
96,2025-08-26 12:00:00,9374.0,9377.0,9353.0,9354.0,47853.0,0,1
97,2025-08-26 20:00:00,9299.0,9350.0,9286.0,9346.0,141530.0,0,1
98,2025-08-27 00:00:00,9346.0,9348.0,9323.0,9326.0,20652.0,0,1
99,2025-08-27 08:00:00,9343.0,9348.0,9314.0,9332.0,58992.0,0,1
100,2025-08-27 12:00:00,9320.0,9331.0,9302.0,9305.0,47781.0,0,1
101,2025-08-27 20:00:00,9287.0,9319.0,9253.0,9311.0,158008.0,0,1
102,2025-08-28 00:00:00,9311.0,9343.0,9304.0,9327.0,41050.0,0,1
103,2025-08-28 08:00:00,9343.0,9367.0,9337.0,9356.0,81390.0,0,1
104,2025-08-28 12:00:00,9352.0,9385.0,9346.0,9377.0,56794.0,0,1
105,2025-08-28 20:00:00,9390.0,9409.0,9347.0,9373.0,163588.0,0,1
106,2025-08-29 00:00:00,9373.0,9406.0,9371.0,9405.0,49891.0,0,1
107,2025-08-29 08:00:00,9389.0,9401.0,9371.0,9382.0,67004.0,0,1
108,2025-08-29 12:00:00,9377.0,9402.0,9375.0,9386.0,44834.0,0,1
109,2025-08-29 20:00:00,9399.0,9546.0,9385.0,9540.0,271108.0,0,1
110,2025-08-30 00:00:00,9540.0,9621.0,9540.0,9566.0,207455.0,0,1
111,2025-09-01 08:00:00,9585.0,9771.0,9573.0,9725.0,288768.0,0,1
112,2025-09-01 12:00:00,9743.0,9808.0,9736.0,9775.0,117343.0,0,1
113,2025-09-01 20:00:00,9775.0,9842.0,9762.0,9813.0,181365.0,0,1
114,2025-09-02 00:00:00,9813.0,9836.0,9781.0,9836.0,54878.0,0,1
115,2025-09-02 08:00:00,9840.0,9917.0,9823.0,9845.0,215698.0,0,1
116,2025-09-02 12:00:00,9849.0,9867.0,9790.0,9824.0,96001.0,0,1
117,2025-09-02 20:00:00,9768.0,9838.0,9685.0,9834.0,376987.0,0,1
118,2025-09-03 00:00:00,9834.0,9852.0,9815.0,9836.0,70107.0,0,1
119,2025-09-03 08:00:00,9844.0,9864.0,9798.0,9803.0,118004.0,0,1
120,2025-09-03 12:00:00,9810.0,9838.0,9782.0,9820.0,62003.0,0,1
121,2025-09-03 20:00:00,9853.0,9965.0,9830.0,9890.0,417598.0,0,1
122,2025-09-04 00:00:00,9890.0,9920.0,9865.0,9918.0,65819.0,0,1
123,2025-09-04 08:00:00,9869.0,9878.0,9696.0,9750.0,232186.0,0,1
124,2025-09-04 12:00:00,9766.0,9805.0,9747.0,9773.0,73111.0,0,1
125,2025-09-04 20:00:00,9794.0,9821.0,9695.0,9768.0,280968.0,0,1
126,2025-09-05 00:00:00,9768.0,9775.0,9719.0,9734.0,45066.0,0,1
127,2025-09-05 08:00:00,9761.0,9803.0,9760.0,9795.0,75421.0,0,1
128,2025-09-05 12:00:00,9795.0,9827.0,9779.0,9812.0,62548.0,0,1
129,2025-09-05 20:00:00,9896.0,9924.0,9734.0,9789.0,433772.0,0,1
130,2025-09-06 00:00:00,9789.0,9807.0,9758.0,9770.0,71952.0,0,1
131,2025-09-08 08:00:00,9761.0,9801.0,9721.0,9733.0,125858.0,0,1
132,2025-09-08 12:00:00,9724.0,9821.0,9719.0,9813.0,70427.0,0,1
133,2025-09-08 20:00:00,9868.0,9930.0,9825.0,9874.0,307167.0,0,1
134,2025-09-09 00:00:00,9874.0,9879.0,9837.0,9858.0,48078.0,0,1
135,2025-09-09 08:00:00,9866.0,9883.0,9831.0,9860.0,85427.0,0,1
136,2025-09-09 12:00:00,9876.0,9895.0,9826.0,9846.0,85942.0,0,1
137,2025-09-09 20:00:00,9797.0,9858.0,9710.0,9759.0,336075.0,0,1
138,2025-09-10 00:00:00,9759.0,9765.0,9739.0,9760.0,25622.0,0,1
139,2025-09-10 08:00:00,9728.0,9803.0,9720.0,9794.0,78075.0,0,1
140,2025-09-10 12:00:00,9808.0,9822.0,9789.0,9796.0,46087.0,0,1
141,2025-09-10 20:00:00,9800.0,9848.0,9780.0,9811.0,143554.0,0,1
142,2025-09-11 00:00:00,9811.0,9822.0,9805.0,9817.0,20398.0,0,1
143,2025-09-11 08:00:00,9809.0,9837.0,9785.0,9791.0,62529.0,0,1
144,2025-09-11 12:00:00,9764.0,9815.0,9748.0,9798.0,75504.0,0,1
145,2025-09-11 20:00:00,9777.0,9906.0,9777.0,9899.0,241478.0,0,1
146,2025-09-12 00:00:00,9899.0,9956.0,9884.0,9886.0,101818.0,0,1
147,2025-09-12 08:00:00,9875.0,10056.0,9875.0,10023.0,214420.0,0,1
148,2025-09-12 12:00:00,10041.0,10065.0,10018.0,10035.0,70722.0,0,1
149,2025-09-12 20:00:00,10017.0,10075.0,9991.0,10038.0,182732.0,0,1
150,2025-09-13 00:00:00,10038.0,10066.0,10032.0,10051.0,39423.0,0,1
151,2025-09-15 08:00:00,10028.0,10039.0,9975.0,10035.0,99955.0,0,1
152,2025-09-15 12:00:00,10039.0,10039.0,10012.0,10017.0,34537.0,0,1
153,2025-09-15 20:00:00,10020.0,10130.0,10002.0,10114.0,157306.0,0,1
154,2025-09-16 00:00:00,10114.0,10122.0,10078.0,10116.0,52254.0,0,1
155,2025-09-16 08:00:00,10129.0,10152.0,10039.0,10080.0,136060.0,0,1
156,2025-09-16 12:00:00,10101.0,10117.0,10078.0,10108.0,42240.0,0,1
157,2025-09-16 20:00:00,10130.0,10146.0,10000.0,10039.0,200320.0,0,1
158,2025-09-17 00:00:00,10039.0,10069.0,10016.0,10043.0,47082.0,0,1
159,2025-09-17 08:00:00,10049.0,10058.0,9890.0,9930.0,163876.0,0,1
160,2025-09-17 12:00:00,9902.0,9932.0,9892.0,9906.0,46598.0,0,1
161,2025-09-17 20:00:00,9937.0,9972.0,9891.0,9964.0,174278.0,0,1
162,2025-09-18 00:00:00,9964.0,10009.0,9880.0,9924.0,169970.0,0,1
163,2025-09-18 08:00:00,9902.0,9938.0,9860.0,9891.0,166108.0,0,1
164,2025-09-18 12:00:00,9876.0,9884.0,9799.0,9835.0,135675.0,0,1
165,2025-09-18 20:00:00,9906.0,9917.0,9856.0,9899.0,212888.0,0,1
166,2025-09-19 00:00:00,9899.0,9915.0,9895.0,9902.0,34719.0,0,1
167,2025-09-19 08:00:00,9885.0,10038.0,9882.0,10007.0,231387.0,0,1
168,2025-09-19 12:00:00,10025.0,10030.0,9967.0,9971.0,92889.0,0,1
169,2025-09-19 20:00:00,9970.0,10103.0,9964.0,10092.0,274401.0,0,1
170,2025-09-20 00:00:00,10092.0,10223.0,10074.0,10204.0,142920.0,0,1
171,2025-09-22 08:00:00,10254.0,10287.0,10214.0,10278.0,227161.0,0,1
172,2025-09-22 12:00:00,10300.0,10336.0,10282.0,10317.0,145172.0,0,1
173,2025-09-22 20:00:00,10277.0,10331.0,10225.0,10318.0,318187.0,0,1
174,2025-09-23 00:00:00,10318.0,10359.0,10306.0,10348.0,94714.0,0,1
175,2025-09-23 08:00:00,10324.0,10356.0,10267.0,10320.0,234888.0,0,1
176,2025-09-23 12:00:00,10359.0,10395.0,10327.0,10349.0,163265.0,0,1
177,2025-09-23 20:00:00,10442.0,10482.0,10396.0,10417.0,334635.0,0,1
178,2025-09-24 00:00:00,10417.0,10432.0,10368.0,10394.0,104556.0,0,1
179,2025-09-24 08:00:00,10367.0,10377.0,10305.0,10374.0,192840.0,0,1
180,2025-09-24 12:00:00,10405.0,10444.0,10393.0,10397.0,121504.0,0,1
181,2025-09-24 20:00:00,10406.0,10466.0,10338.0,10350.0,383696.0,0,1
182,2025-09-25 00:00:00,10350.0,10381.0,10331.0,10349.0,110465.0,0,1
183,2025-09-25 08:00:00,10381.0,10412.0,10358.0,10391.0,137287.0,0,1
184,2025-09-25 12:00:00,10389.0,10420.0,10371.0,10411.0,69263.0,0,1
185,2025-09-25 20:00:00,10503.0,10549.0,10430.0,10536.0,521094.0,0,1
186,2025-09-26 00:00:00,10536.0,10584.0,10522.0,10575.0,94176.0,0,1
187,2025-09-26 08:00:00,10586.0,10597.0,10512.0,10546.0,172323.0,0,1
188,2025-09-26 12:00:00,10551.0,10646.0,10537.0,10632.0,170385.0,0,1
189,2025-09-26 20:00:00,10652.0,10866.0,10645.0,10853.0,501245.0,0,1
190,2025-09-27 00:00:00,10853.0,10974.0,10785.0,10936.0,367391.0,0,1
191,2025-09-29 08:00:00,10952.0,10988.0,10752.0,10865.0,418422.0,0,1
192,2025-09-29 12:00:00,10910.0,11008.0,10888.0,10939.0,240025.0,0,1
193,2025-09-29 20:00:00,10884.0,10946.0,10833.0,10938.0,398656.0,0,1
194,2025-09-30 00:00:00,10938.0,10955.0,10879.0,10907.0,96099.0,0,1
195,2025-09-30 08:00:00,10910.0,10999.0,10895.0,10969.0,196740.0,0,1
196,2025-09-30 12:00:00,10988.0,11029.0,10890.0,10918.0,197525.0,0,1
197,2025-10-09 08:00:00,11199.0,11299.0,11082.0,11228.0,422337.0,0,1
198,2025-10-09 12:00:00,11254.0,11309.0,11137.0,11169.0,183233.0,0,1
199,2025-10-09 20:00:00,11426.0,11490.0,11190.0,11232.0,899715.0,0,1
200,2025-10-10 00:00:00,11232.0,11265.0,10962.0,11078.0,378994.0,0,1
201,2025-10-10 08:00:00,11128.0,11134.0,10970.0,11002.0,249236.0,0,1
202,2025-10-10 12:00:00,11027.0,11116.0,10994.0,11082.0,173321.0,0,1
203,2025-10-10 20:00:00,11168.0,11292.0,11126.0,11147.0,745534.0,0,1
204,2025-10-11 00:00:00,11147.0,11153.0,10937.0,11059.0,439722.0,0,1
205,2025-10-13 08:00:00,11250.0,11407.0,11206.0,11405.0,384505.0,0,1
206,2025-10-13 12:00:00,11445.0,11584.0,11437.0,11531.0,309396.0,0,1
207,2025-10-13 20:00:00,11581.0,11718.0,11557.0,11656.0,584440.0,0,1
208,2025-10-14 00:00:00,11656.0,11747.0,11638.0,11710.0,174588.0,0,1
209,2025-10-14 08:00:00,11843.0,12048.0,11824.0,12036.0,561123.0,0,1
210,2025-10-14 12:00:00,12081.0,12096.0,11368.0,11533.0,1101824.0,0,1
211,2025-10-14 20:00:00,11429.0,11694.0,11368.0,11654.0,919882.0,0,1
212,2025-10-15 00:00:00,11654.0,11758.0,11601.0,11732.0,333503.0,0,1
213,2025-10-15 08:00:00,11724.0,11904.0,11705.0,11847.0,487521.0,0,1
214,2025-10-15 12:00:00,11879.0,11973.0,11841.0,11966.0,292608.0,0,1
215,2025-10-15 20:00:00,11938.0,11985.0,11850.0,11914.0,773225.0,0,1
216,2025-10-16 00:00:00,11914.0,12164.0,11910.0,12138.0,313823.0,0,1
217,2025-10-16 08:00:00,12146.0,12296.0,12103.0,12198.0,482208.0,0,1
218,2025-10-16 12:00:00,12096.0,12096.0,11835.0,12017.0,635316.0,0,1
219,2025-10-16 20:00:00,12023.0,12335.0,12023.0,12288.0,937877.0,0,1
220,2025-10-17 00:00:00,12288.0,12366.0,12138.0,12208.0,642740.0,0,1
221,2025-10-17 08:00:00,12305.0,12352.0,12118.0,12318.0,649734.0,0,1
222,2025-10-17 12:00:00,12330.0,12353.0,12167.0,12249.0,415902.0,0,1
223,2025-10-17 20:00:00,12062.0,12070.0,11634.0,11761.0,1385927.0,0,1
224,2025-10-18 00:00:00,11761.0,11773.0,11592.0,11748.0,467521.0,0,1
225,2025-10-20 08:00:00,11770.0,11867.0,11680.0,11799.0,365839.0,0,1
226,2025-10-20 12:00:00,11802.0,11817.0,11685.0,11742.0,236473.0,0,1
227,2025-10-20 20:00:00,11980.0,11991.0,11813.0,11949.0,721939.0,0,1
228,2025-10-21 00:00:00,11949.0,11978.0,11907.0,11973.0,147530.0,0,1
229,2025-10-21 08:00:00,11965.0,11969.0,11764.0,11836.0,429887.0,0,1
230,2025-10-21 12:00:00,11817.0,11821.0,11690.0,11805.0,283629.0,0,1
231,2025-10-21 20:00:00,11395.0,11465.0,11205.0,11301.0,1077716.0,0,-1
232,2025-10-22 00:00:00,11301.0,11311.0,11242.0,11285.0,165412.0,0,-1
233,2025-10-22 08:00:00,11264.0,11337.0,11235.0,11320.0,281143.0,0,-1
234,2025-10-22 12:00:00,11366.0,11423.0,11346.0,11404.0,158567.0,0,-1
235,2025-10-22 20:00:00,11255.0,11381.0,11239.0,11321.0,500102.0,0,-1
236,2025-10-23 00:00:00,11321.0,11349.0,11288.0,11331.0,127187.0,0,-1
237,2025-10-23 08:00:00,11343.0,11410.0,11315.0,11391.0,173881.0,0,-1
238,2025-10-23 12:00:00,11377.0,11486.0,11376.0,11467.0,176445.0,0,-1
239,2025-10-23 20:00:00,11510.0,11575.0,11491.0,11510.0,379400.0,0,-1
240,2025-10-24 00:00:00,11510.0,11524.0,11466.0,11517.0,100137.0,0,-1
241,2025-10-24 08:00:00,11487.0,11496.0,11327.0,11376.0,251670.0,0,-1
242,2025-10-24 12:00:00,11355.0,11369.0,11281.0,11332.0,175435.0,0,-1
243,2025-10-24 20:00:00,11311.0,11501.0,11308.0,11493.0,375786.0,0,-1
244,2025-10-25 00:00:00,11493.0,11510.0,11413.0,11419.0,114614.0,0,-1
245,2025-10-27 08:00:00,11397.0,11459.0,11360.0,11377.0,186249.0,0,-1
246,2025-10-27 12:00:00,11390.0,11418.0,11381.0,11394.0,85698.0,0,-1
247,2025-10-27 20:00:00,11268.0,11307.0,11045.0,11099.0,600743.0,0,-1
248,2025-10-28 00:00:00,11099.0,11157.0,11096.0,11150.0,102131.0,0,-1
249,2025-10-28 08:00:00,11173.0,11195.0,11069.0,11099.0,177573.0,0,-1
250,2025-10-28 12:00:00,11076.0,11076.0,11001.0,11049.0,172381.0,0,-1
251,2025-10-28 20:00:00,11030.0,11215.0,11020.0,11203.0,361105.0,0,-1
252,2025-10-29 00:00:00,11203.0,11232.0,11172.0,11180.0,86786.0,0,-1
253,2025-10-29 08:00:00,11232.0,11288.0,11181.0,11251.0,192716.0,0,-1
254,2025-10-29 12:00:00,11255.0,11345.0,11238.0,11338.0,107279.0,0,-1
255,2025-10-29 20:00:00,11429.0,11438.0,11292.0,11310.0,307875.0,0,-1
256,2025-10-30 00:00:00,11310.0,11340.0,11254.0,11265.0,135657.0,0,-1
257,2025-10-30 08:00:00,11242.0,11289.0,11122.0,11160.0,240658.0,0,-1
258,2025-10-30 12:00:00,11175.0,11255.0,11161.0,11253.0,136684.0,0,-1
259,2025-10-30 20:00:00,11246.0,11460.0,11235.0,11444.0,409826.0,0,-1
260,2025-10-31 00:00:00,11444.0,11482.0,11411.0,11448.0,85505.0,0,-1
261,2025-10-31 08:00:00,11451.0,11534.0,11371.0,11393.0,252385.0,0,-1
262,2025-10-31 12:00:00,11388.0,11484.0,11368.0,11441.0,129628.0,0,-1
263,2025-10-31 20:00:00,11450.0,11480.0,11377.0,11389.0,279971.0,0,-1
264,2025-11-01 00:00:00,11389.0,11399.0,11300.0,11382.0,180362.0,0,-1
265,2025-11-03 08:00:00,11302.0,11449.0,11245.0,11423.0,214327.0,0,-1
266,2025-11-03 12:00:00,11439.0,11483.0,11436.0,11455.0,77374.0,0,-1
267,2025-11-03 20:00:00,11453.0,11504.0,11331.0,11375.0,365789.0,0,-1
268,2025-11-04 00:00:00,11375.0,11399.0,11348.0,11350.0,95929.0,0,-1
269,2025-11-04 08:00:00,11313.0,11364.0,11253.0,11288.0,186975.0,0,-1
270,2025-11-04 12:00:00,11280.0,11293.0,11188.0,11238.0,135160.0,0,-1
271,2025-11-04 20:00:00,11235.0,11283.0,11103.0,11194.0,407521.0,0,-1
272,2025-11-05 00:00:00,11194.0,11274.0,11189.0,11226.0,114588.0,0,-1
273,2025-11-05 08:00:00,11138.0,11269.0,11116.0,11248.0,189124.0,0,-1
274,2025-11-05 12:00:00,11304.0,11320.0,11264.0,11276.0,94493.0,0,-1
275,2025-11-05 20:00:00,11290.0,11379.0,11255.0,11360.0,289874.0,0,-1
276,2025-11-06 00:00:00,11360.0,11388.0,11337.0,11381.0,60305.0,0,-1
277,2025-11-06 08:00:00,11361.0,11381.0,11302.0,11368.0,128385.0,0,-1
278,2025-11-06 12:00:00,11400.0,11443.0,11394.0,11427.0,92637.0,0,-1
279,2025-11-06 20:00:00,11451.0,11485.0,11316.0,11322.0,325202.0,0,-1
280,2025-11-07 00:00:00,11322.0,11375.0,11264.0,11359.0,157568.0,0,-1
281,2025-11-07 08:00:00,11376.0,11450.0,11371.0,11421.0,117434.0,0,-1
282,2025-11-07 12:00:00,11448.0,11493.0,11432.0,11484.0,84223.0,0,-1
283,2025-11-07 20:00:00,11458.0,11505.0,11384.0,11407.0,342534.0,0,-1
284,2025-11-08 00:00:00,11407.0,11530.0,11367.0,11405.0,266019.0,0,-1
285,2025-11-10 08:00:00,11472.0,11697.0,11472.0,11647.0,299696.0,0,1
286,2025-11-10 12:00:00,11668.0,11734.0,11668.0,11719.0,107661.0,0,1
287,2025-11-10 20:00:00,11811.0,11833.0,11704.0,11753.0,294243.0,0,1
288,2025-11-11 00:00:00,11753.0,11871.0,11742.0,11868.0,94953.0,0,1
289,2025-11-11 08:00:00,11924.0,11961.0,11865.0,11936.0,186843.0,0,1
290,2025-11-11 12:00:00,11948.0,11948.0,11877.0,11880.0,99695.0,0,1
291,2025-11-11 20:00:00,11910.0,11974.0,11820.0,11851.0,309337.0,0,1
292,2025-11-12 00:00:00,11851.0,11923.0,11846.0,11921.0,89247.0,0,1
293,2025-11-12 08:00:00,11954.0,11997.0,11928.0,11965.0,149009.0,0,1
294,2025-11-12 12:00:00,11953.0,12075.0,11928.0,12073.0,122024.0,0,1
295,2025-11-12 20:00:00,12095.0,12357.0,12036.0,12319.0,445271.0,0,1
296,2025-11-13 00:00:00,12319.0,12520.0,12278.0,12508.0,303637.0,1,1
297,2025-11-13 08:00:00,12480.0,12569.0,12367.0,12535.0,226683.0,1,1
298,2025-11-13 12:00:00,12613.0,12639.0,12526.0,12588.0,155110.0,1,1
299,2025-11-13 20:00:00,12578.0,12580.0,12321.0,12355.0,551852.0,1,1
300,2025-11-14 00:00:00,12355.0,12454.0,12353.0,12405.0,158408.0,1,1
301,2025-11-14 08:00:00,12350.0,12505.0,12307.0,12500.0,193589.0,1,1
302,2025-11-14 12:00:00,12368.0,12438.0,12343.0,12351.0,122360.0,1,1
303,2025-11-14 20:00:00,12220.0,12251.0,11888.0,12045.0,926578.0,1,1
304,2025-11-15 00:00:00,12045.0,12088.0,11980.0,11994.0,179643.0,1,1
305,2025-11-17 08:00:00,11980.0,12058.0,11926.0,11971.0,271291.0,1,1
306,2025-11-17 12:00:00,11906.0,11975.0,11854.0,11933.0,181033.0,1,1
307,2025-11-17 20:00:00,11970.0,12027.0,11895.0,11976.0,512442.0,1,1
308,2025-11-18 00:00:00,11976.0,11999.0,11914.0,11983.0,154741.0,1,1
309,2025-11-18 08:00:00,11869.0,11869.0,11766.0,11793.0,310652.0,1,1
310,2025-11-18 12:00:00,11769.0,11787.0,11696.0,11699.0,180091.0,1,1
311,2025-11-18 20:00:00,11760.0,11979.0,11760.0,11896.0,668998.0,1,1
312,2025-11-19 00:00:00,11896.0,11964.0,11870.0,11949.0,167273.0,1,1
313,2025-11-19 08:00:00,11957.0,12107.0,11920.0,12014.0,302688.0,1,1
