bar_index,datetime,open,high,low,close,volume,swing_bias,internal_bias,momentum_val,momentum_bcolor,momentum_scolor
19,2025-07-25 02:00:00,9371.0,9379.0,9366.0,9369.0,8473.0,0,0,,maroon,gray
20,2025-07-25 09:00:00,9389.0,9440.0,9382.0,9439.0,109881.0,0,1,,maroon,gray
21,2025-07-25 10:00:00,9439.0,9447.0,9399.0,9400.0,70017.0,0,1,,maroon,gray
22,2025-07-25 11:00:00,9400.0,9403.0,9371.0,9385.0,52254.0,0,1,,maroon,black
23,2025-07-25 13:00:00,9377.0,9385.0,9361.0,9374.0,42737.0,0,1,,maroon,black
24,2025-07-25 14:00:00,9374.0,9397.0,9362.0,9392.0,81311.0,0,1,,maroon,black
25,2025-07-25 21:00:00,9350.0,9369.0,9324.0,9346.0,155214.0,0,1,,maroon,black
26,2025-07-25 22:00:00,9346.0,9359.0,9205.0,9219.0,258579.0,0,-1,,maroon,black
27,2025-07-25 23:00:00,9219.0,9232.0,9123.0,9151.0,358571.0,0,-1,,maroon,gray
28,2025-07-26 00:00:00,9151.0,9175.0,9145.0,9161.0,89177.0,0,-1,,maroon,gray
29,2025-07-26 01:00:00,9161.0,9178.0,9161.0,9172.0,46672.0,0,-1,,maroon,gray
30,2025-07-26 02:00:00,9172.0,9176.0,9165.0,9169.0,15893.0,0,-1,,maroon,gray
31,2025-07-28 09:00:00,9171.0,9216.0,9171.0,9185.0,117217.0,0,-1,,maroon,gray
32,2025-07-28 10:00:00,9185.0,9213.0,9183.0,9204.0,42855.0,0,-1,,maroon,gray
33,2025-07-28 11:00:00,9204.0,9204.0,9179.0,9186.0,21980.0,0,-1,,maroon,gray
34,2025-07-28 13:00:00,9189.0,9203.0,9183.0,9200.0,30730.0,0,-1,,maroon,gray
35,2025-07-28 14:00:00,9200.0,9219.0,9195.0,9212.0,66419.0,0,-1,,maroon,gray
36,2025-07-28 21:00:00,9195.0,9213.0,9152.0,9155.0,154366.0,0,-1,,maroon,gray
37,2025-07-28 22:00:00,9155.0,9214.0,9154.0,9187.0,125522.0,0,-1,,maroon,gray
38,2025-07-28 23:00:00,9187.0,9216.0,9184.0,9209.0,50061.0,0,-1,-127.08428571428573,red,gray
39,2025-07-29 00:00:00,9209.0,9210.0,9199.0,9199.0,22126.0,0,-1,-121.53785714285705,maroon,gray
40,2025-07-29 01:00:00,9199.0,9201.0,9187.0,9193.0,19912.0,0,-1,-108.1710714285714,maroon,gray
41,2025-07-29 02:00:00,9193.0,9201.0,9187.0,9200.0,9343.0,0,-1,-92.77285714285718,maroon,gray
42,2025-07-29 09:00:00,9200.0,9201.0,9180.0,9187.0,67732.0,0,-1,-79.21857142857141,maroon,gray
43,2025-07-29 10:00:00,9187.0,9205.0,9179.0,9204.0,31670.0,0,-1,-61.687857142857,maroon,gray
44,2025-07-29 11:00:00,9204.0,9207.0,9195.0,9202.0,15363.0,0,-1,-40.07285714285692,maroon,black
45,2025-07-29 13:00:00,9192.0,9206.0,9192.0,9204.0,22693.0,0,-1,-19.75249999999977,maroon,black
46,2025-07-29 14:00:00,9204.0,9225.0,9193.0,9195.0,73139.0,0,-1,-5.371071428571241,maroon,black
47,2025-07-29 21:00:00,9191.0,9227.0,9187.0,9207.0,124552.0,0,-1,4.127857142857351,lime,black
48,2025-07-29 22:00:00,9207.0,9225.0,9176.0,9222.0,98095.0,0,1,14.79821428571455,lime,black
49,2025-07-29 23:00:00,9222.0,9256.0,9200.0,9220.0,147298.0,0,1,22.556071428571613,lime,black
50,2025-07-30 00:00:00,9220.0,9223.0,9209.0,9219.0,30052.0,0,1,27.892500000000098,lime,black
51,2025-07-30 01:00:00,9219.0,9237.0,9215.0,9234.0,23376.0,0,1,35.5175000000001,lime,black
52,2025-07-30 02:00:00,9234.0,9240.0,9230.0,9234.0,11059.0,0,1,43.17964285714291,lime,black
53,2025-07-30 09:00:00,9231.0,9231.0,9184.0,9198.0,83026.0,0,1,41.04607142857155,green,black
54,2025-07-30 10:00:00,9198.0,9223.0,9198.0,9219.0,37000.0,0,1,43.1103571428572,lime,black
55,2025-07-30 11:00:00,9219.0,9223.0,9212.0,9215.0,15206.0,0,1,44.54392857142848,lime,black
56,2025-07-30 13:00:00,9219.0,9231.0,9200.0,9203.0,37382.0,0,1,37.07607142857135,green,black
57,2025-07-30 14:00:00,9203.0,9206.0,9187.0,9192.0,82820.0,0,1,28.408571428571484,green,black
58,2025-07-30 21:00:00,9144.0,9145.0,9050.0,9110.0,333410.0,0,-1,12.462500000000183,green,black
59,2025-07-30 22:00:00,9110.0,9125.0,9096.0,9111.0,86967.0,0,-1,-3.3707142857141896,red,gray
60,2025-07-30 23:00:00,9111.0,9114.0,9069.0,9094.0,106203.0,0,-1,-21.920714285714244,red,gray
61,2025-07-31 00:00:00,9094.0,9123.0,9094.0,9116.0,53016.0,0,-1,-33.5196428571428,red,gray
62,2025-07-31 01:00:00,9116.0,9124.0,9110.0,9117.0,19317.0,0,-1,-45.10321428571417,red,gray
63,2025-07-31 02:00:00,9117.0,9128.0,9076.0,9090.0,70758.0,0,-1,-59.01999999999973,red,gray
64,2025-07-31 09:00:00,9045.0,9045.0,8964.0,8972.0,222084.0,0,-1,-88.13999999999959,red,gray
65,2025-07-31 10:00:00,8972.0,9008.0,8967.0,9005.0,67778.0,0,-1,-107.29142857142837,red,gray
66,2025-07-31 11:00:00,9005.0,9019.0,8987.0,9016.0,39510.0,0,-1,-119.55035714285707,red,gray
67,2025-07-31 13:00:00,9025.0,9025.0,9005.0,9020.0,43110.0,0,-1,-127.76714285714264,red,gray
68,2025-07-31 14:00:00,9020.0,9022.0,9000.0,9008.0,58487.0,0,-1,-134.28357142857135,red,gray
69,2025-07-31 21:00:00,8938.0,8965.0,8912.0,8920.0,195623.0,0,-1,-151.6125,red,gray
70,2025-07-31 22:00:00,8920.0,8928.0,8901.0,8909.0,84411.0,0,-1,-166.47607142857163,red,gray
71,2025-07-31 23:00:00,8909.0,8936.0,8906.0,8930.0,55817.0,0,-1,-171.89250000000024,red,gray
72,2025-08-01 00:00:00,8930.0,8936.0,8916.0,8926.0,27037.0,0,-1,-173.73250000000027,red,gray
73,2025-08-01 01:00:00,8926.0,8933.0,8920.0,8927.0,12346.0,0,-1,-175.30785714285736,red,gray
74,2025-08-01 02:00:00,8927.0,8937.0,8924.0,8935.0,7065.0,0,-1,-170.20535714285728,maroon,gray
75,2025-08-01 09:00:00,8924.0,8934.0,8885.0,8901.0,67046.0,0,-1,-167.72535714285723,maroon,gray
76,2025-08-01 10:00:00,8901.0,8918.0,8895.0,8913.0,39047.0,0,-1,-159.7228571428571,maroon,gray
77,2025-08-01 11:00:00,8913.0,8924.0,8907.0,8911.0,16945.0,0,-1,-148.02071428571412,maroon,gray
78,2025-08-01 13:00:00,8909.0,8939.0,8904.0,8937.0,29981.0,0,-1,-133.63035714285706,maroon,gray
79,2025-08-01 14:00:00,8937.0,8946.0,8916.0,8918.0,52123.0,0,-1,-121.66285714285712,maroon,gray
80,2025-08-01 21:00:00,8994.0,9032.0,8978.0,8992.0,186957.0,0,-1,-96.79357142857158,maroon,gray
81,2025-08-01 22:00:00,8992.0,9015.0,8984.0,8994.0,62479.0,0,-1,-69.73964285714293,maroon,gray
82,2025-08-01 23:00:00,8994.0,9003.0,8981.0,8998.0,35153.0,0,-1,-42.006428571428444,maroon,gray
83,2025-08-02 00:00:00,8998.0,9001.0,8971.0,8991.0,25747.0,0,-1,-14.626428571428534,maroon,gray
84,2025-08-02 01:00:00,8991.0,8997.0,8987.0,8992.0,11138.0,0,-1,2.846785714285687,lime,gray
85,2025-08-02 02:00:00,8992.0,8996.0,8988.0,8994.0,6826.0,0,-1,21.6617857142858,lime,gray
86,2025-08-04 09:00:00,8978.0,8987.0,8950.0,8975.0,61015.0,0,-1,36.31785714285729,lime,gray
87,2025-08-04 10:00:00,8975.0,9011.0,8970.0,9011.0,25462.0,0,-1,56.67857142857173,lime,gray
88,2025-08-04 11:00:00,9011.0,9026.0,9006.0,9017.0,31585.0,0,-1,75.16285714285749,lime,gray
89,2025-08-04 13:00:00,9030.0,9031.0,9013.0,9025.0,22211.0,0,-1,85.83392857142886,lime,gray
90,2025-08-04 14:00:00,9025.0,9045.0,9022.0,9039.0,45325.0,0,1,94.40250000000026,lime,gray
91,2025-08-04 21:00:00,9043.0,9076.0,9030.0,9065.0,64556.0,0,1,105.03392857142885,lime,gray
92,2025-08-04 22:00:00,9065.0,9097.0,9052.0,9074.0,63383.0,0,1,112.90607142857164,lime,gray
93,2025-08-04 23:00:00,9074.0,9077.0,9060.0,9076.0,37242.0,0,1,117.9560714285714,lime,gray
94,2025-08-05 00:00:00,9076.0,9079.0,9065.0,9066.0,10219.0,0,1,118.90714285714279,lime,gray
95,2025-08-05 01:00:00,9066.0,9074.0,9061.0,9069.0,6861.0,0,1,114.21785714285726,green,gray
96,2025-08-05 02:00:00,9069.0,9072.0,9065.0,9067.0,3890.0,0,1,107.57250000000019,green,gray
97,2025-08-05 09:00:00,9076.0,9093.0,9069.0,9085.0,39060.0,0,1,102.96785714285738,green,gray
98,2025-08-05 10:00:00,9085.0,9102.0,9083.0,9095.0,21027.0,0,1,99.72785714285716,green,gray
99,2025-08-05 11:00:00,9095.0,9096.0,9082.0,9084.0,8166.0,0,1,88.71928571428563,green,gray
100,2025-08-05 13:00:00,9072.0,9105.0,9071.0,9100.0,24782.0,0,1,85.87285714285713,green,gray
101,2025-08-05 14:00:00,9100.0,9101.0,9074.0,9075.0,34305.0,0,1,77.60321428571413,green,gray
102,2025-08-05 21:00:00,9100.0,9126.0,9094.0,9116.0,73607.0,0,1,75.67142857142855,green,gray
103,2025-08-05 22:00:00,9116.0,9196.0,9112.0,9174.0,111404.0,0,1,81.2139285714284,lime,gray
104,2025-08-05 23:00:00,9174.0,9180.0,9162.0,9178.0,41957.0,0,1,85.90928571428543,lime,gray
105,2025-08-06 00:00:00,9178.0,9182.0,9165.0,9173.0,18362.0,0,1,88.0339285714283,lime,gray
106,2025-08-06 01:00:00,9173.0,9184.0,9169.0,9178.0,9073.0,0,1,86.547857142857,green,gray
107,2025-08-06 02:00:00,9178.0,9184.0,9175.0,9178.0,5267.0,0,1,85.18249999999988,green,gray
108,2025-08-06 09:00:00,9170.0,9192.0,9168.0,9189.0,36939.0,0,1,84.96464285714282,green,gray
109,2025-08-06 10:00:00,9189.0,9192.0,9172.0,9181.0,17965.0,0,1,82.31892857142871,green,gray
110,2025-08-06 11:00:00,9181.0,9194.0,9181.0,9192.0,13388.0,0,1,81.32571428571445,green,gray
111,2025-08-06 13:00:00,9178.0,9189.0,9176.0,9187.0,13328.0,0,1,79.27821428571464,green,gray
112,2025-08-06 14:00:00,9187.0,9200.0,9180.0,9182.0,30770.0,0,1,75.62928571428604,green,gray
113,2025-08-06 21:00:00,9163.0,9192.0,9155.0,9186.0,68081.0,0,1,72.52785714285733,green,gray
114,2025-08-06 22:00:00,9186.0,9204.0,9181.0,9201.0,36931.0,0,1,70.56750000000017,green,gray
115,2025-08-06 23:00:00,9201.0,9209.0,9172.0,9189.0,50443.0,0,1,65.18750000000017,green,gray
116,2025-08-07 00:00:00,9189.0,9195.0,9181.0,9185.0,12471.0,0,1,57.868571428571514,green,gray
117,2025-08-07 01:00:00,9185.0,9195.0,9183.0,9192.0,8267.0,0,1,52.97035714285721,green,gray
118,2025-08-07 02:00:00,9192.0,9193.0,9180.0,9180.0,5792.0,0,1,46.11464285714286,green,gray
119,2025-08-07 09:00:00,9193.0,9218.0,9188.0,9212.0,45500.0,0,1,42.53785714285699,green,gray
120,2025-08-07 10:00:00,9212.0,9224.0,9201.0,9217.0,23167.0,0,1,40.17964285714276,green,gray
121,2025-08-07 11:00:00,9217.0,9228.0,9210.0,9224.0,10488.0,0,1,34.79071428571407,green,black
122,2025-08-07 13:00:00,9233.0,9244.0,9217.0,9233.0,21112.0,0,1,32.06214285714273,green,black
123,2025-08-07 14:00:00,9233.0,9260.0,9232.0,9258.0,44604.0,0,1,34.77357142857129,lime,gray
124,2025-08-07 21:00:00,9274.0,9318.0,9268.0,9295.0,103564.0,0,1,41.7860714285714,lime,gray
125,2025-08-07 22:00:00,9295.0,9300.0,9256.0,9263.0,95172.0,0,1,41.93214285714292,lime,gray
126,2025-08-07 23:00:00,9263.0,9276.0,9258.0,9270.0,29199.0,0,1,43.23928571428576,lime,gray
127,2025-08-08 00:00:00,9270.0,9278.0,9249.0,9260.0,22793.0,0,1,41.647142857142896,green,gray
128,2025-08-08 01:00:00,9260.0,9264.0,9245.0,9256.0,11247.0,0,1,40.13607142857134,green,gray
129,2025-08-08 02:00:00,9256.0,9258.0,9239.0,9241.0,6845.0,0,1,34.93749999999986,green,gray
130,2025-08-08 09:00:00,9280.0,9286.0,9251.0,9266.0,64129.0,0,1,35.381071428571424,lime,gray
131,2025-08-08 10:00:00,9266.0,9274.0,9263.0,9267.0,13321.0,0,1,34.8525000000002,green,gray
132,2025-08-08 11:00:00,9267.0,9268.0,9257.0,9261.0,13596.0,0,1,32.162142857143124,green,gray
133,2025-08-08 13:00:00,9271.0,9282.0,9267.0,9272.0,22699.0,0,1,30.776428571428976,green,gray
134,2025-08-08 14:00:00,9272.0,9283.0,9261.0,9278.0,37792.0,0,1,31.50892857142888,lime,gray
135,2025-08-08 21:00:00,9259.0,9293.0,9245.0,9287.0,68586.0,0,1,31.753928571428997,lime,gray
136,2025-08-08 22:00:00,9287.0,9291.0,9258.0,9271.0,43452.0,0,1,27.914285714285906,green,gray
137,2025-08-08 23:00:00,9271.0,9281.0,9256.0,9265.0,31267.0,0,1,23.230714285714544,green,black
138,2025-08-09 00:00:00,9265.0,9271.0,9260.0,9267.0,12571.0,0,1,17.123928571428678,green,black
139,2025-08-09 01:00:00,9267.0,9274.0,9244.0,9245.0,14109.0,0,1,9.052142857142925,green,black
140,2025-08-09 02:00:00,9245.0,9280.0,9212.0,9279.0,46220.0,0,1,7.5457142857141974,green,black
141,2025-08-11 09:00:00,9238.0,9244.0,9206.0,9217.0,72265.0,0,-1,-4.988928571428659,red,black
142,2025-08-11 10:00:00,9217.0,9223.0,9192.0,9213.0,39598.0,0,-1,-16.39571428571429,red,black
143,2025-08-11 11:00:00,9213.0,9216.0,9204.0,9208.0,7955.0,0,-1,-26.348214285714263,red,black
144,2025-08-11 13:00:00,9208.0,9232.0,9208.0,9228.0,15243.0,0,-1,-27.976428571428585,red,black
145,2025-08-11 14:00:00,9228.0,9237.0,9210.0,9210.0,35729.0,0,-1,-34.38999999999989,red,black
146,2025-08-11 21:00:00,9178.0,9183.0,9143.0,9177.0,82936.0,0,-1,-42.620000000000076,red,black
147,2025-08-11 22:00:00,9177.0,9182.0,9150.0,9158.0,37432.0,0,-1,-53.6442857142857,red,gray
148,2025-08-11 23:00:00,9158.0,9162.0,9147.0,9156.0,25563.0,0,-1,-63.61464285714285,red,gray
149,2025-08-12 00:00:00,9156.0,9161.0,9140.0,9148.0,16045.0,0,-1,-74.70928571428594,red,gray
150,2025-08-12 01:00:00,9148.0,9161.0,9144.0,9158.0,14415.0,0,-1,-79.85535714285732,red,gray
151,2025-08-12 02:00:00,9158.0,9163.0,9148.0,9158.0,6505.0,0,-1,-83.1710714285715,red,gray
152,2025-08-12 09:00:00,9167.0,9174.0,9159.0,9168.0,29893.0,0,-1,-83.62428571428589,red,gray
153,2025-08-12 10:00:00,9168.0,9179.0,9167.0,9175.0,11289.0,0,-1,-80.78607142857145,maroon,gray
154,2025-08-12 11:00:00,9175.0,9202.0,9174.0,9198.0,19438.0,0,-1,-71.88535714285712,maroon,gray
155,2025-08-12 13:00:00,9197.0,9218.0,9193.0,9212.0,17964.0,0,-1,-58.77535714285699,maroon,gray
156,2025-08-12 14:00:00,9212.0,9216.0,9187.0,9187.0,29663.0,0,-1,-50.72464285714261,maroon,gray
157,2025-08-12 21:00:00,9185.0,9199.0,9157.0,9169.0,68251.0,0,-1,-45.73071428571396,maroon,gray
158,2025-08-12 22:00:00,9169.0,9175.0,9135.0,9148.0,51997.0,0,-1,-43.38571428571393,maroon,gray
159,2025-08-12 23:00:00,9148.0,9215.0,9148.0,9202.0,82696.0,0,-1,-32.527499999999705,maroon,black
160,2025-08-13 00:00:00,9202.0,9213.0,9197.0,9206.0,18493.0,0,-1,-16.162857142856872,maroon,black
161,2025-08-13 01:00:00,9206.0,9210.0,9200.0,9201.0,6996.0,0,-1,-6.457142857142607,maroon,black
162,2025-08-13 02:00:00,9201.0,9206.0,9200.0,9205.0,5197.0,0,-1,3.1532142857146823,lime,black
163,2025-08-13 09:00:00,9195.0,9243.0,9189.0,9241.0,52468.0,0,1,17.70714285714324,lime,black
164,2025-08-13 10:00:00,9241.0,9281.0,9233.0,9260.0,43353.0,0,1,35.024285714286165,lime,gray
165,2025-08-13 11:00:00,9260.0,9270.0,9260.0,9266.0,9499.0,0,1,50.48285714285744,lime,gray
166,2025-08-13 13:00:00,9275.0,9276.0,9257.0,9271.0,15124.0,0,1,63.09178571428605,lime,gray
167,2025-08-13 14:00:00,9271.0,9310.0,9271.0,9300.0,61163.0,0,1,75.63535714285737,lime,gray
168,2025-08-13 21:00:00,9332.0,9342.0,9292.0,9311.0,77169.0,0,1,85.7710714285716,lime,gray
169,2025-08-13 22:00:00,9311.0,9336.0,9304.0,9324.0,42139.0,0,1,94.73571428571434,lime,gray
170,2025-08-13 23:00:00,9324.0,9325.0,9307.0,9316.0,30344.0,0,1,100.28214285714273,lime,gray
171,2025-08-14 00:00:00,9316.0,9321.0,9313.0,9320.0,8895.0,0,1,103.9749999999999,lime,gray
172,2025-08-14 01:00:00,9320.0,9334.0,9319.0,9320.0,11960.0,0,1,106.11749999999991,lime,gray
173,2025-08-14 02:00:00,9320.0,9324.0,9314.0,9318.0,5412.0,0,1,106.32035714285703,lime,gray
174,2025-08-14 09:00:00,9337.0,9349.0,9325.0,9345.0,38580.0,0,1,111.39750000000001,lime,gray
175,2025-08-14 10:00:00,9345.0,9368.0,9341.0,9353.0,32698.0,0,1,116.47749999999986,lime,gray
176,2025-08-14 11:00:00,9353.0,9354.0,9324.0,9329.0,23227.0,0,1,113.05535714285702,green,gray
177,2025-08-14 13:00:00,9315.0,9318.0,9285.0,9298.0,34322.0,0,-1,100.49857142857125,green,gray
178,2025-08-14 14:00:00,9298.0,9301.0,9268.0,9286.0,45738.0,0,-1,81.81750000000004,green,gray
179,2025-08-14 21:00:00,9244.0,9262.0,9203.0,9207.0,101684.0,0,-1,51.09928571428582,green,gray
180,2025-08-14 22:00:00,9207.0,9226.0,9166.0,9196.0,121497.0,0,-1,22.052142857143124,green,gray
181,2025-08-14 23:00:00,9196.0,9212.0,9188.0,9209.0,36216.0,0,-1,-3.5024999999997988,red,gray
182,2025-08-15 00:00:00,9209.0,9212.0,9178.0,9194.0,31482.0,0,-1,-30.194999999999823,red,gray
183,2025-08-15 01:00:00,9194.0,9206.0,9192.0,9197.0,10413.0,0,-1,-51.31142857142841,red,gray
184,2025-08-15 02:00:00,9197.0,9199.0,9191.0,9197.0,5062.0,0,-1,-69.39571428571392,red,gray
185,2025-08-15 09:00:00,9202.0,9206.0,9168.0,9203.0,38230.0,0,-1,-83.6417857142855,red,gray
186,2025-08-15 10:00:00,9203.0,9206.0,9178.0,9195.0,21691.0,0,-1,-96.8267857142856,red,gray
187,2025-08-15 11:00:00,9195.0,9205.0,9193.0,9204.0,6737.0,0,-1,-104.02071428571409,red,gray
188,2025-08-15 13:00:00,9212.0,9232.0,9207.0,9219.0,22412.0,0,-1,-105.93821428571414,red,gray
189,2025-08-15 14:00:00,9219.0,9220.0,9200.0,9204.0,24759.0,0,-1,-107.33285714285704,red,gray
190,2025-08-15 21:00:00,9180.0,9192.0,9154.0,9166.0,66288.0,0,-1,-113.54035714285715,red,gray
191,2025-08-15 22:00:00,9166.0,9203.0,9164.0,9196.0,41268.0,0,-1,-111.14428571428566,maroon,gray
192,2025-08-15 23:00:00,9196.0,9215.0,9194.0,9207.0,29930.0,0,-1,-104.5728571428572,maroon,gray
193,2025-08-16 00:00:00,9207.0,9209.0,9192.0,9201.0,12670.0,0,-1,-97.39392857142857,maroon,gray
194,2025-08-16 01:00:00,9201.0,9208.0,9192.0,9205.0,9564.0,0,-1,-84.96428571428562,maroon,gray
195,2025-08-16 02:00:00,9205.0,9221.0,9199.0,9217.0,10521.0,0,-1,-67.15071428571426,maroon,gray
196,2025-08-18 09:00:00,9229.0,9255.0,9224.0,9251.0,57467.0,0,-1,-42.116785714285584,maroon,black
197,2025-08-18 10:00:00,9251.0,9252.0,9217.0,9223.0,19788.0,0,-1,-23.976071428571245,maroon,black
198,2025-08-18 11:00:00,9223.0,9229.0,9220.0,9225.0,7674.0,0,-1,-4.8246428571426065,maroon,black
199,2025-08-18 13:00:00,9241.0,9245.0,9232.0,9240.0,14534.0,0,-1,8.305357142857346,lime,black
200,2025-08-18 14:00:00,9240.0,9260.0,9227.0,9258.0,29051.0,0,-1,22.21250000000032,lime,black
201,2025-08-18 21:00:00,9265.0,9277.0,9236.0,9240.0,43748.0,0,-1,31.289285714286123,lime,black
202,2025-08-18 22:00:00,9240.0,9246.0,9225.0,9233.0,29564.0,0,-1,36.0900000000004,lime,black
203,2025-08-18 23:00:00,9233.0,9241.0,9225.0,9231.0,20199.0,0,-1,39.35250000000036,lime,black
204,2025-08-19 00:00:00,9231.0,9233.0,9216.0,9218.0,18758.0,0,-1,38.94107142857186,green,black
205,2025-08-19 01:00:00,9218.0,9233.0,9217.0,9227.0,7540.0,0,-1,39.74321428571464,lime,black
206,2025-08-19 02:00:00,9227.0,9230.0,9221.0,9225.0,4082.0,0,-1,38.30892857142882,green,black
207,2025-08-19 09:00:00,9233.0,9239.0,9181.0,9193.0,59233.0,0,-1,30.95928571428589,green,black
208,2025-08-19 10:00:00,9193.0,9194.0,9160.0,9193.0,36824.0,0,-1,24.912857142857135,green,black
209,2025-08-19 11:00:00,9193.0,9206.0,9189.0,9204.0,9721.0,0,-1,19.399642857142673,green,black
210,2025-08-19 13:00:00,9208.0,9212.0,9186.0,9189.0,12756.0,0,-1,6.95214285714272,green,black
211,2025-08-19 14:00:00,9189.0,9195.0,9177.0,9187.0,30276.0,0,-1,-3.35571428571428,red,black
212,2025-08-19 21:00:00,9210.0,9219.0,9178.0,9194.0,82439.0,0,-1,-11.263214285714458,red,black
213,2025-08-19 22:00:00,9194.0,9204.0,9085.0,9098.0,132370.0,0,-1,-33.59607142857154,red,gray
214,2025-08-19 23:00:00,9098.0,9112.0,9079.0,9092.0,70803.0,0,-1,-54.71678571428596,red,gray
215,2025-08-20 00:00:00,9092.0,9099.0,9065.0,9065.0,31574.0,0,-1,-76.70178571428592,red,gray
216,2025-08-20 01:00:00,9065.0,9074.0,9053.0,9066.0,27514.0,0,-1,-91.13428571428582,red,gray
217,2025-08-20 02:00:00,9066.0,9067.0,9054.0,9061.0,10887.0,0,-1,-105.95607142857156,red,gray
218,2025-08-20 09:00:00,9068.0,9074.0,9037.0,9056.0,58148.0,0,-1,-117.17571428571439,red,gray
219,2025-08-20 10:00:00,9056.0,9068.0,9048.0,9054.0,25795.0,0,-1,-124.49142857142876,red,gray
220,2025-08-20 11:00:00,9054.0,9057.0,9042.0,9046.0,13070.0,0,-1,-128.77964285714287,red,gray
221,2025-08-20 13:00:00,9043.0,9055.0,9031.0,9055.0,25960.0,0,-1,-128.85749999999985,red,gray
222,2025-08-20 14:00:00,9055.0,9059.0,9032.0,9042.0,36533.0,0,-1,-129.41928571428545,red,gray
223,2025-08-20 21:00:00,9131.0,9169.0,9118.0,9157.0,120938.0,0,-1,-106.87785714285678,maroon,gray
224,2025-08-20 22:00:00,9157.0,9177.0,9146.0,9160.0,44411.0,0,-1,-84.98499999999967,maroon,gray
225,2025-08-20 23:00:00,9160.0,9163.0,9153.0,9160.0,19005.0,0,-1,-62.32035714285669,maroon,gray
226,2025-08-21 00:00:00,9160.0,9168.0,9159.0,9161.0,10993.0,0,-1,-39.731071428571155,maroon,gray
227,2025-08-21 01:00:00,9161.0,9169.0,9158.0,9168.0,6667.0,0,-1,-18.32928571428559,maroon,gray
228,2025-08-21 02:00:00,9168.0,9169.0,9160.0,9160.0,4637.0,0,-1,0.8117857142857474,lime,gray
229,2025-08-21 09:00:00,9171.0,9197.0,9163.0,9179.0,43605.0,0,-1,23.816071428571348,lime,gray
230,2025-08-21 10:00:00,9179.0,9184.0,9171.0,9176.0,14893.0,0,-1,43.61142857142866,lime,gray
231,2025-08-21 11:00:00,9176.0,9182.0,9173.0,9180.0,5990.0,0,-1,62.79428571428582,lime,gray
232,2025-08-21 13:00:00,9181.0,9184.0,9169.0,9172.0,9394.0,0,-1,80.72714285714281,lime,gray
233,2025-08-21 14:00:00,9172.0,9182.0,9158.0,9162.0,30805.0,0,-1,88.22535714285726,lime,gray
234,2025-08-21 21:00:00,9188.0,9216.0,9187.0,9201.0,69004.0,0,-1,99.3467857142858,lime,gray
235,2025-08-21 22:00:00,9201.0,9254.0,9200.0,9237.0,64511.0,0,-1,110.08285714285711,lime,gray
236,2025-08-21 23:00:00,9237.0,9247.0,9221.0,9239.0,39697.0,0,-1,118.11285714285718,lime,gray
237,2025-08-22 00:00:00,9239.0,9242.0,9231.0,9236.0,12023.0,0,-1,121.69785714285717,lime,gray
238,2025-08-22 01:00:00,9236.0,9241.0,9232.0,9237.0,7817.0,0,-1,122.06214285714299,lime,gray
239,2025-08-22 02:00:00,9237.0,9238.0,9227.0,9233.0,4876.0,0,-1,118.32535714285729,green,gray
240,2025-08-22 09:00:00,9242.0,9246.0,9227.0,9233.0,28516.0,0,-1,110.81714285714287,green,gray
