bar_index,signal_bar_time,decision_time,side,event_type,structure_level,event_level,higher_tf,higher_bar_index,higher_bar_time,higher_swing_bias,lower_tf,lower_event_bullish,momentum_val,momentum_bcolor,reason
862,2025-11-19 10:00:00,2025-11-19 11:00:00,BUY,CHoCH,Internal,12027.0,4h,312,2025-11-19 00:00:00,1,1h,True,83.09821428571439,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
1081,2025-12-17 09:00:00,2025-12-17 10:00:00,BUY,CHoCH,Internal,14957.0,4h,392,2025-12-17 00:00:00,1,1h,True,100.77607142857141,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
1111,2025-12-20 00:00:00,2025-12-20 01:00:00,BUY,BOS,Internal,15666.0,4h,403,2025-12-19 20:00:00,1,1h,True,-55.218928571428506,maroon,4H swing trend bullish | 1H internal bullish BOS | 1H momentum maroon
1136,2025-12-24 09:00:00,2025-12-24 10:00:00,BUY,BOS,Internal,16978.0,4h,412,2025-12-24 00:00:00,1,1h,True,473.8775000000004,lime,4H swing trend bullish | 1H internal bullish BOS | 1H momentum lime
1152,2025-12-25 21:00:00,2025-12-25 22:00:00,BUY,BOS,Internal,17671.0,4h,418,2025-12-25 12:00:00,1,1h,True,166.34000000000003,lime,4H swing trend bullish | 1H internal bullish BOS | 1H momentum lime
1202,2026-01-05 22:00:00,2026-01-05 23:00:00,BUY,CHoCH,Internal,18399.0,4h,436,2026-01-05 12:00:00,1,1h,True,169.51428571428553,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
1247,2026-01-09 23:00:00,2026-01-10 00:00:00,BUY,CHoCH,Internal,19443.0,4h,453,2026-01-09 20:00:00,1,1h,True,369.59321428571457,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
1310,2026-01-19 14:00:00,2026-01-19 21:00:00,BUY,CHoCH,Internal,23123.0,4h,476,2026-01-19 12:00:00,1,1h,True,167.1600000000005,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
1345,2026-01-22 22:00:00,2026-01-22 23:00:00,BUY,CHoCH,Internal,23380.0,4h,488,2026-01-22 12:00:00,1,1h,True,195.1367857142865,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
1368,2026-01-26 23:00:00,2026-01-27 00:00:00,BUY,BOS,Internal,28226.0,4h,497,2026-01-26 20:00:00,1,1h,True,2096.2667857142847,lime,4H swing trend bullish | 1H internal bullish BOS | 1H momentum lime
1394,2026-01-29 09:00:00,2026-01-29 10:00:00,BUY,BOS,Internal,29502.0,4h,506,2026-01-29 00:00:00,1,1h,True,731.5132142857141,lime,4H swing trend bullish | 1H internal bullish BOS | 1H momentum lime
1442,2026-02-04 14:00:00,2026-02-04 21:00:00,BUY,CHoCH,Internal,23188.0,4h,524,2026-02-04 12:00:00,1,1h,True,1978.9878571428571,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
1471,2026-02-09 09:00:00,2026-02-09 10:00:00,BUY,CHoCH,Internal,20056.0,4h,534,2026-02-07 00:00:00,1,1h,True,-148.29285714285697,maroon,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum maroon
1498,2026-02-11 21:00:00,2026-02-11 22:00:00,BUY,BOS,Internal,20963.0,4h,544,2026-02-11 12:00:00,1,1h,True,-177.28428571428583,maroon,4H swing trend bullish | 1H internal bullish BOS | 1H momentum maroon
1520,2026-02-24 09:00:00,2026-02-24 10:00:00,BUY,CHoCH,Internal,21720.0,4h,552,2026-02-13 12:00:00,1,1h,True,-692.6985714285712,maroon,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum maroon
1532,2026-02-25 10:00:00,2026-02-25 11:00:00,BUY,BOS,Internal,22660.0,4h,556,2026-02-25 00:00:00,1,1h,True,2224.680714285714,lime,4H swing trend bullish | 1H internal bullish BOS | 1H momentum lime
1610,2026-03-06 11:00:00,2026-03-06 13:00:00,BUY,CHoCH,Internal,21763.0,4h,585,2026-03-06 08:00:00,1,1h,True,23.564642857142445,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
1630,2026-03-10 09:00:00,2026-03-10 10:00:00,BUY,BOS,Internal,21948.0,4h,592,2026-03-10 00:00:00,1,1h,True,549.9228571428578,lime,4H swing trend bullish | 1H internal bullish BOS | 1H momentum lime
1731,2026-03-23 11:00:00,2026-03-23 13:00:00,SELL,BOS,Internal,16100.0,4h,629,2026-03-23 08:00:00,-1,1h,False,-635.5239285714284,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
1817,2026-04-02 09:00:00,2026-04-02 10:00:00,SELL,CHoCH,Internal,18566.0,4h,660,2026-04-02 00:00:00,-1,1h,False,184.62999999999994,green,4H swing trend bearish | 1H internal bearish CHoCH | 1H momentum green
1838,2026-04-07 21:00:00,2026-04-07 22:00:00,SELL,BOS,Internal,17724.0,4h,668,2026-04-07 12:00:00,-1,1h,False,12.057500000000118,green,4H swing trend bearish | 1H internal bearish BOS | 1H momentum green
1877,2026-04-13 09:00:00,2026-04-13 10:00:00,SELL,CHoCH,Internal,18454.0,4h,682,2026-04-11 00:00:00,-1,1h,False,220.7617857142862,green,4H swing trend bearish | 1H internal bearish CHoCH | 1H momentum green
1945,2026-04-21 11:00:00,2026-04-21 13:00:00,SELL,CHoCH,Internal,19724.0,4h,707,2026-04-21 08:00:00,-1,1h,False,-358.84392857142893,red,4H swing trend bearish | 1H internal bearish CHoCH | 1H momentum red
2001,2026-04-28 13:00:00,2026-04-28 14:00:00,SELL,BOS,Internal,18333.0,4h,727,2026-04-28 08:00:00,-1,1h,False,-236.7292857142865,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2014,2026-04-29 21:00:00,2026-04-29 22:00:00,SELL,BOS,Internal,17790.0,4h,732,2026-04-29 12:00:00,-1,1h,False,-341.9989285714282,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2096,2026-05-14 21:00:00,2026-05-14 22:00:00,SELL,CHoCH,Internal,21050.0,4h,762,2026-05-14 12:00:00,-1,1h,False,56.69392857142827,green,4H swing trend bearish | 1H internal bearish CHoCH | 1H momentum green
2135,2026-05-20 09:00:00,2026-05-20 10:00:00,SELL,BOS,Internal,18135.0,4h,776,2026-05-20 00:00:00,-1,1h,False,-179.0160714285717,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2179,2026-05-26 09:00:00,2026-05-26 10:00:00,SELL,CHoCH,Internal,18880.0,4h,792,2026-05-26 00:00:00,-1,1h,False,220.13714285714238,green,4H swing trend bearish | 1H internal bearish CHoCH | 1H momentum green
2201,2026-05-28 09:00:00,2026-05-28 10:00:00,SELL,BOS,Internal,17984.0,4h,800,2026-05-28 00:00:00,-1,1h,False,-453.8496428571434,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2201,2026-05-28 09:00:00,2026-05-28 10:00:00,SELL,CHoCH,Swing,17850.0,4h,800,2026-05-28 00:00:00,-1,1h,False,-453.8496428571434,red,4H swing trend bearish | 1H swing bearish CHoCH | 1H momentum red
2253,2026-06-04 00:00:00,2026-06-04 01:00:00,SELL,CHoCH,Internal,17857.0,4h,819,2026-06-03 20:00:00,-1,1h,False,-247.42892857142917,red,4H swing trend bearish | 1H internal bearish CHoCH | 1H momentum red
2267,2026-06-05 09:00:00,2026-06-05 10:00:00,SELL,BOS,Internal,17650.0,4h,824,2026-06-05 00:00:00,-1,1h,False,-64.2414285714284,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2272,2026-06-05 21:00:00,2026-06-05 22:00:00,SELL,BOS,Swing,17455.0,4h,826,2026-06-05 12:00:00,-1,1h,False,-260.80607142857053,red,4H swing trend bearish | 1H swing bearish BOS | 1H momentum red
2295,2026-06-09 22:00:00,2026-06-09 23:00:00,SELL,BOS,Internal,15970.0,4h,834,2026-06-09 12:00:00,-1,1h,False,-16.2153571428571,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2365,2026-06-18 02:00:00,2026-06-18 09:00:00,SELL,CHoCH,Internal,16657.0,4h,860,2026-06-18 00:00:00,-1,1h,False,64.90714285714338,green,4H swing trend bearish | 1H internal bearish CHoCH | 1H momentum green
2380,2026-06-23 01:00:00,2026-06-23 02:00:00,SELL,BOS,Internal,15738.0,4h,865,2026-06-22 20:00:00,-1,1h,False,-791.2324999999994,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2385,2026-06-23 13:00:00,2026-06-23 14:00:00,SELL,BOS,Swing,15105.0,4h,867,2026-06-23 08:00:00,-1,1h,False,-850.0549999999997,red,4H swing trend bearish | 1H swing bearish BOS | 1H momentum red
2484,2026-07-06 13:00:00,2026-07-06 14:00:00,SELL,CHoCH,Internal,15108.0,4h,903,2026-07-06 08:00:00,-1,1h,False,140.6582142857141,green,4H swing trend bearish | 1H internal bearish CHoCH | 1H momentum green
2493,2026-07-07 10:00:00,2026-07-07 11:00:00,SELL,BOS,Internal,14962.0,4h,906,2026-07-07 00:00:00,-1,1h,False,-210.0564285714284,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2508,2026-07-08 21:00:00,2026-07-08 22:00:00,SELL,BOS,Internal,14655.0,4h,912,2026-07-08 12:00:00,-1,1h,False,-175.29071428571413,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2545,2026-07-14 01:00:00,2026-07-14 02:00:00,SELL,BOS,Internal,14001.0,4h,925,2026-07-13 20:00:00,-1,1h,False,-472.9953571428575,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2574,2026-07-16 21:00:00,2026-07-16 22:00:00,SELL,BOS,Internal,13805.0,4h,936,2026-07-16 12:00:00,-1,1h,False,-378.13214285714264,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2580,2026-07-17 09:00:00,2026-07-17 10:00:00,SELL,BOS,Internal,13484.0,4h,938,2026-07-17 00:00:00,-1,1h,False,-446.0450000000001,red,4H swing trend bearish | 1H internal bearish BOS | 1H momentum red
2580,2026-07-17 09:00:00,2026-07-17 10:00:00,SELL,BOS,Swing,13513.0,4h,938,2026-07-17 00:00:00,-1,1h,False,-446.0450000000001,red,4H swing trend bearish | 1H swing bearish BOS | 1H momentum red
2660,2026-07-28 13:00:00,2026-07-28 14:00:00,SELL,CHoCH,Internal,13986.0,4h,967,2026-07-28 08:00:00,-1,1h,False,-188.39107142857125,red,4H swing trend bearish | 1H internal bearish CHoCH | 1H momentum red
2706,2026-08-03 21:00:00,2026-08-03 22:00:00,SELL,CHoCH,Internal,13952.0,4h,984,2026-08-03 12:00:00,-1,1h,False,-131.02785714285696,red,4H swing trend bearish | 1H internal bearish CHoCH | 1H momentum red
2749,2026-08-07 14:00:00,2026-08-07 21:00:00,BUY,BOS,Internal,15435.0,4h,1000,2026-08-07 12:00:00,1,1h,True,-5.049642857142771,maroon,4H swing trend bullish | 1H internal bullish BOS | 1H momentum maroon
2767,2026-08-11 09:00:00,2026-08-11 10:00:00,BUY,BOS,Internal,15900.0,4h,1006,2026-08-11 00:00:00,1,1h,True,341.6300000000001,lime,4H swing trend bullish | 1H internal bullish BOS | 1H momentum lime
2818,2026-08-17 23:00:00,2026-08-18 00:00:00,BUY,CHoCH,Internal,16215.0,4h,1025,2026-08-17 20:00:00,1,1h,True,382.06178571428575,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
2845,2026-08-20 10:00:00,2026-08-20 11:00:00,BUY,CHoCH,Internal,16315.0,4h,1034,2026-08-20 00:00:00,1,1h,True,345.50750000000005,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
2845,2026-08-20 10:00:00,2026-08-20 11:00:00,BUY,BOS,Swing,16340.0,4h,1034,2026-08-20 00:00:00,1,1h,True,345.50750000000005,lime,4H swing trend bullish | 1H swing bullish BOS | 1H momentum lime
2907,2026-08-28 00:00:00,2026-08-28 01:00:00,BUY,CHoCH,Internal,16977.0,4h,1057,2026-08-27 20:00:00,1,1h,True,54.47392857142788,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
2961,2026-09-03 23:00:00,2026-09-04 00:00:00,BUY,CHoCH,Internal,16369.0,4h,1077,2026-09-03 20:00:00,1,1h,True,475.91964285714295,lime,4H swing trend bullish | 1H internal bullish CHoCH | 1H momentum lime
