symbol,source_tf,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
ALL,15m,fade,conservative,2.0,1.0,12,3169,1881.513,3169,-0.018192,-0.006479,-0.030801,0.473335,-1.0,1.0,0.311455,0.295361,0.392553,0.000631,0.0,0.000316
ALL,1h,fade,conservative,2.0,1.0,12,1309,834.0373,1309,0.060147,0.041371,0.0,0.499618,-1.0,1.0,0.315508,0.261268,0.42246,0.000764,0.0,0.000764
ALL,5m,fade,conservative,2.0,1.5,12,6736,4565.4497,6736,0.007575,0.00205,-0.109103,0.441954,-1.0,1.5,0.168498,0.306265,0.524941,0.000297,0.000148,0.0
ALL,15m,fade,conservative,2.0,1.5,12,3169,1881.513,3169,-0.007717,0.002296,-0.104203,0.444935,-1.0,1.5,0.171663,0.307352,0.520985,0.0,0.0,0.0
ALL,1h,fade,conservative,2.0,1.5,12,1309,834.0373,1309,0.062032,0.035558,-0.012281,0.465241,-1.0,1.5,0.165011,0.270435,0.564553,0.0,0.0,0.0
ALL,5m,fade,conservative,2.0,2.0,12,6736,4565.4497,6736,0.005748,-0.00182,-0.127038,0.433492,-1.0,1.461235,0.086847,0.308789,0.604216,0.000148,0.000445,0.000148
ALL,15m,fade,conservative,2.0,2.0,12,3169,1881.513,3169,-0.014735,-0.002323,-0.117341,0.437993,-1.0,1.346301,0.085831,0.310192,0.603976,0.0,0.0,0.0
ALL,1h,fade,conservative,2.0,2.0,12,1309,834.0373,1309,0.085669,0.053186,-0.019953,0.462185,-1.0,1.661031,0.095493,0.271199,0.633308,0.0,0.0,0.0
ALL,5m,fade,conservative,2.0,2.5,12,6736,4565.4497,6736,0.008229,0.001578,-0.128994,0.431859,-1.0,1.336743,0.047654,0.309976,0.642369,0.0,0.000445,0.0
ALL,15m,fade,conservative,2.0,2.5,12,3169,1881.513,3169,-0.013789,0.000619,-0.121045,0.436415,-1.0,1.229446,0.04828,0.311139,0.640581,0.0,0.0,0.0
ALL,1h,fade,conservative,2.0,2.5,12,1309,834.0373,1309,0.08793,0.062168,-0.019953,0.462185,-1.0,1.414833,0.055004,0.271199,0.673797,0.0,0.0,0.0
ALL,5m,fade,conservative,2.0,3.0,12,6736,4565.4497,6736,0.015991,0.009791,-0.129727,0.43171,-1.0,1.31406,0.031027,0.310125,0.658848,0.0,0.000445,0.0
ALL,15m,fade,conservative,2.0,3.0,12,3169,1881.513,3169,-0.009506,0.007034,-0.122737,0.4361,-1.0,1.213341,0.029662,0.311455,0.658883,0.0,0.0,0.0
ALL,1h,fade,conservative,2.0,3.0,12,1309,834.0373,1309,0.08384,0.064828,-0.020728,0.461421,-1.0,1.36585,0.03285,0.271199,0.695951,0.0,0.0,0.0
ALL,5m,fade,conservative,0.5,1.0,24,2411,1660.5597,2411,-0.1,-0.12735,-1.0,0.436333,-1.0,1.0,0.436333,0.469515,0.0,0.094152,0.00083,0.001244
ALL,15m,fade,conservative,0.5,1.0,24,1192,725.7025,1192,-0.159388,-0.171173,-1.0,0.41443,-1.0,1.0,0.41443,0.494966,0.0,0.090604,0.000839,0.000839
ALL,1h,fade,conservative,0.5,1.0,24,498,337.7378,498,-0.018695,-0.032129,-1.0,0.483936,-1.0,1.0,0.483936,0.455823,0.0,0.060241,0.0,0.0
ALL,5m,fade,conservative,0.5,1.5,24,2411,1660.5597,2411,-0.045118,-0.067875,-1.0,0.372874,-1.0,1.5,0.372874,0.580672,0.0,0.046454,0.00083,0.0
ALL,15m,fade,conservative,0.5,1.5,24,1192,725.7025,1192,-0.13106,-0.130934,-1.0,0.347315,-1.0,1.5,0.347315,0.602349,0.000839,0.049497,0.000839,0.0
ALL,1h,fade,conservative,0.5,1.5,24,498,337.7378,498,0.036602,0.029089,-1.0,0.411647,-1.0,1.5,0.409639,0.558233,0.002008,0.03012,0.0,0.0
ALL,5m,fade,conservative,0.5,2.0,24,2411,1660.5597,2411,-0.045434,-0.082173,-1.0,0.306097,-1.0,2.0,0.305682,0.667358,0.000415,0.026545,0.00083,0.00083
ALL,15m,fade,conservative,0.5,2.0,24,1192,725.7025,1192,-0.09025,-0.115833,-1.0,0.294463,-1.0,2.0,0.294463,0.673658,0.000839,0.03104,0.000839,0.0
ALL,1h,fade,conservative,0.5,2.0,24,498,337.7378,498,0.053459,0.023466,-1.0,0.341365,-1.0,2.0,0.339357,0.640562,0.002008,0.018072,0.0,0.004016
ALL,5m,fade,conservative,0.5,2.5,24,2411,1660.5597,2411,-0.053586,-0.073431,-1.0,0.265035,-1.0,2.5,0.264206,0.720863,0.00083,0.014102,0.00083,0.0
ALL,15m,fade,conservative,0.5,2.5,24,1192,725.7025,1192,-0.098332,-0.108145,-1.0,0.254195,-1.0,2.5,0.254195,0.727349,0.002517,0.01594,0.000839,0.0
ALL,1h,fade,conservative,0.5,2.5,24,498,337.7378,498,0.061344,0.036111,-1.0,0.297189,-1.0,2.5,0.291165,0.688755,0.01004,0.01004,0.0,0.0
ALL,5m,fade,conservative,0.5,3.0,24,2411,1660.5597,2411,-0.05429,-0.075244,-1.0,0.232684,-1.0,3.0,0.229365,0.759021,0.003318,0.008295,0.00083,0.000415
ALL,15m,fade,conservative,0.5,3.0,24,1192,725.7025,1192,-0.052845,-0.085863,-1.0,0.229027,-1.0,3.0,0.22651,0.75755,0.005872,0.010067,0.000839,0.002517
ALL,1h,fade,conservative,0.5,3.0,24,498,337.7378,498,0.097927,0.06475,-1.0,0.269076,-1.0,3.0,0.261044,0.720884,0.012048,0.006024,0.0,0.0
ALL,5m,fade,conservative,0.75,1.0,24,2411,1660.5597,2411,-0.022588,-0.040982,-1.0,0.479469,-1.0,1.0,0.479054,0.501866,0.00083,0.01825,0.0,0.0
ALL,15m,fade,conservative,0.75,1.0,24,1192,725.7025,1192,-0.093043,-0.094799,-1.0,0.452181,-1.0,1.0,0.452181,0.526846,0.000839,0.020134,0.0,0.0
ALL,1h,fade,conservative,0.75,1.0,24,498,337.7378,498,0.038134,0.016046,1.0,0.508032,-1.0,1.0,0.506024,0.477912,0.002008,0.014056,0.0,0.0
ALL,5m,fade,conservative,0.75,1.5,24,2411,1660.5597,2411,-0.035387,-0.055786,-1.0,0.377852,-1.0,1.5,0.376607,0.613853,0.001659,0.007881,0.0,0.002074
ALL,15m,fade,conservative,0.75,1.5,24,1192,725.7025,1192,-0.076549,-0.09267,-1.0,0.361577,-1.0,1.5,0.361577,0.622483,0.003356,0.012584,0.0,0.001678
ALL,1h,fade,conservative,0.75,1.5,24,498,337.7378,498,0.070847,0.033865,-1.0,0.415663,-1.0,1.5,0.409639,0.580321,0.006024,0.004016,0.0,0.002008
ALL,5m,fade,conservative,0.75,2.0,24,2411,1660.5597,2411,-0.031007,-0.051388,-1.0,0.31937,-1.0,2.0,0.30983,0.675238,0.011199,0.003733,0.0,0.00083
ALL,15m,fade,conservative,0.75,2.0,24,1192,725.7025,1192,-0.070223,-0.100619,-1.0,0.300336,-1.0,2.0,0.294463,0.687081,0.012584,0.005872,0.0,0.002517
ALL,1h,fade,conservative,0.75,2.0,24,498,337.7378,498,0.098953,0.039904,-1.0,0.351406,-1.0,2.0,0.337349,0.638554,0.018072,0.006024,0.0,0.0
ALL,5m,fade,conservative,0.75,2.5,24,2411,1660.5597,2411,-0.021246,-0.038745,-1.0,0.282455,-1.0,2.5,0.263376,0.713812,0.021568,0.001244,0.0,0.0
ALL,15m,fade,conservative,0.75,2.5,24,1192,725.7025,1192,-0.033959,-0.06299,-1.0,0.272651,-1.0,2.5,0.256711,0.714765,0.024329,0.004195,0.0,0.0
ALL,1h,fade,conservative,0.75,2.5,24,498,337.7378,498,0.1379,0.078082,-1.0,0.319277,-1.0,2.5,0.289157,0.670683,0.036145,0.004016,0.0,0.0
ALL,5m,fade,conservative,0.75,3.0,24,2411,1660.5597,2411,-0.00896,-0.020259,-1.0,0.259643,-1.0,3.0,0.227292,0.73455,0.036914,0.001244,0.0,0.0
ALL,15m,fade,conservative,0.75,3.0,24,1192,725.7025,1192,-0.004263,-0.034714,-1.0,0.25,-1.0,3.0,0.224832,0.735738,0.034396,0.005034,0.0,0.0
ALL,1h,fade,conservative,0.75,3.0,24,498,337.7378,498,0.180037,0.122365,-1.0,0.301205,-1.0,3.0,0.251004,0.686747,0.058233,0.004016,0.0,0.0
ALL,5m,fade,conservative,1.0,1.0,24,2411,1660.5597,2411,-0.024562,-0.036312,-1.0,0.481958,-1.0,1.0,0.479054,0.510577,0.005392,0.004977,0.000415,0.002489
ALL,15m,fade,conservative,1.0,1.0,24,1192,725.7025,1192,-0.032885,-0.05295,-1.0,0.471477,-1.0,1.0,0.470638,0.519295,0.005872,0.004195,0.000839,0.001678
ALL,1h,fade,conservative,1.0,1.0,24,498,337.7378,498,0.015057,-0.004419,-1.0,0.497992,-1.0,1.0,0.495984,0.497992,0.002008,0.004016,0.002008,0.004016
ALL,5m,fade,conservative,1.0,1.5,24,2411,1660.5597,2411,-0.018605,-0.037072,-1.0,0.391124,-1.0,1.5,0.3708,0.60224,0.025715,0.001244,0.002074,0.001244
ALL,15m,fade,conservative,1.0,1.5,24,1192,725.7025,1192,-0.036153,-0.071134,-1.0,0.374161,-1.0,1.5,0.356544,0.609899,0.030201,0.003356,0.000839,0.002517
ALL,1h,fade,conservative,1.0,1.5,24,498,337.7378,498,0.06115,0.021541,-1.0,0.417671,-1.0,1.5,0.389558,0.570281,0.034137,0.006024,0.002008,0.002008
ALL,5m,fade,conservative,1.0,2.0,24,2411,1660.5597,2411,-0.008152,-0.015322,-1.0,0.34467,-1.0,2.0,0.30112,0.643302,0.054749,0.00083,0.002074,0.0
ALL,15m,fade,conservative,1.0,2.0,24,1192,725.7025,1192,-0.005778,-0.030774,-1.0,0.334732,-1.0,2.0,0.294463,0.645134,0.057047,0.003356,0.000839,0.0
ALL,1h,fade,conservative,1.0,2.0,24,498,337.7378,498,0.108479,0.07462,-1.0,0.37751,-1.0,2.0,0.321285,0.60241,0.072289,0.004016,0.004016,0.0
ALL,5m,fade,conservative,1.0,2.5,24,2411,1660.5597,2411,-0.027192,-0.038826,-1.0,0.307341,-1.0,2.5,0.232269,0.674824,0.091663,0.001244,0.002074,0.00083
ALL,15m,fade,conservative,1.0,2.5,24,1192,725.7025,1192,0.003086,-0.025169,-1.0,0.302852,-1.0,2.5,0.236577,0.676174,0.08557,0.001678,0.000839,0.0
ALL,1h,fade,conservative,1.0,2.5,24,498,337.7378,498,0.07975,0.028563,-1.0,0.339357,-1.0,2.5,0.220884,0.628514,0.148594,0.002008,0.004016,0.0
ALL,5m,fade,conservative,1.0,3.0,24,2411,1660.5597,2411,-0.019158,-0.030659,-1.0,0.290751,-1.0,3.0,0.187059,0.689755,0.122356,0.00083,0.002074,0.0
ALL,15m,fade,conservative,1.0,3.0,24,1192,725.7025,1192,0.036296,-0.001366,-1.0,0.288591,-1.0,3.0,0.200503,0.691275,0.108221,0.0,0.000839,0.0
ALL,1h,fade,conservative,1.0,3.0,24,498,337.7378,498,0.066173,0.007442,-1.0,0.319277,-1.0,3.0,0.170683,0.648594,0.180723,0.0,0.004016,0.0
ALL,5m,fade,conservative,1.25,1.0,24,2411,1660.5597,2411,-0.017547,-0.022055,-1.0,0.488594,-1.0,1.0,0.476981,0.498134,0.022812,0.002074,0.001659,0.0
ALL,15m,fade,conservative,1.25,1.0,24,1192,725.7025,1192,-0.053575,-0.054566,-1.0,0.470638,-1.0,1.0,0.457215,0.50755,0.03104,0.004195,0.002517,0.0
ALL,1h,fade,conservative,1.25,1.0,24,498,337.7378,498,0.085182,0.047818,0.676502,0.522088,-1.0,1.0,0.495984,0.449799,0.050201,0.004016,0.004016,0.0
ALL,5m,fade,conservative,1.25,1.5,24,2411,1660.5597,2411,-0.017819,-0.027225,-1.0,0.401908,-1.0,1.5,0.35421,0.576524,0.068436,0.00083,0.001659,0.0
ALL,15m,fade,conservative,1.25,1.5,24,1192,725.7025,1192,-0.035308,-0.050073,-1.0,0.391779,-1.0,1.5,0.340604,0.582215,0.073826,0.003356,0.003356,0.0
ALL,1h,fade,conservative,1.25,1.5,24,498,337.7378,498,0.133801,0.085455,-1.0,0.451807,-1.0,1.5,0.383534,0.514056,0.098394,0.004016,0.004016,0.0
ALL,5m,fade,conservative,1.25,2.0,24,2411,1660.5597,2411,-0.026994,-0.038818,-1.0,0.355039,-1.0,2.0,0.262547,0.611365,0.124844,0.001244,0.001659,0.00083
ALL,15m,fade,conservative,1.25,2.0,24,1192,725.7025,1192,-0.021348,-0.036709,-1.0,0.349832,-1.0,2.0,0.264262,0.61745,0.116611,0.001678,0.003356,0.0
ALL,1h,fade,conservative,1.25,2.0,24,498,337.7378,498,0.128762,0.063668,-1.0,0.403614,-1.0,2.0,0.257028,0.544177,0.196787,0.002008,0.004016,0.0
ALL,5m,fade,conservative,1.25,2.5,24,2411,1660.5597,2411,-0.026231,-0.036913,-1.0,0.332642,-1.0,2.5,0.197843,0.630444,0.170883,0.00083,0.001659,0.0
ALL,15m,fade,conservative,1.25,2.5,24,1192,725.7025,1192,0.005931,-0.017146,-1.0,0.330537,-1.0,2.5,0.21057,0.633389,0.15604,0.0,0.003356,0.0
ALL,1h,fade,conservative,1.25,2.5,24,498,337.7378,498,0.130931,0.054059,-1.0,0.379518,-1.0,2.5,0.182731,0.560241,0.257028,0.0,0.004016,0.0
ALL,5m,fade,conservative,1.25,3.0,24,2411,1660.5597,2411,-0.033621,-0.045051,-1.0,0.321443,-1.0,3.0,0.14102,0.640813,0.217752,0.000415,0.001659,0.000415
ALL,15m,fade,conservative,1.25,3.0,24,1192,725.7025,1192,-0.012932,-0.025707,-1.0,0.317114,-1.0,3.0,0.149329,0.641779,0.208893,0.0,0.003356,0.0
ALL,1h,fade,conservative,1.25,3.0,24,498,337.7378,498,0.144499,0.067199,-1.0,0.371486,-1.0,3.0,0.136546,0.568273,0.295181,0.0,0.004016,0.0
ALL,5m,fade,conservative,1.5,1.0,24,2411,1660.5597,2411,-0.025104,-0.035922,-0.367411,0.481128,-1.0,1.0,0.447532,0.480713,0.07051,0.001244,0.0,0.001244
ALL,15m,fade,conservative,1.5,1.0,24,1192,725.7025,1192,-0.036018,-0.053989,-0.437095,0.474832,-1.0,1.0,0.430369,0.479866,0.086409,0.003356,0.0,0.002517
ALL,1h,fade,conservative,1.5,1.0,24,498,337.7378,498,0.116461,0.060838,0.310733,0.528112,-1.0,1.0,0.475904,0.411647,0.106426,0.006024,0.0,0.002008
ALL,5m,fade,conservative,1.5,1.5,24,2411,1660.5597,2411,-0.015297,-0.025929,-1.0,0.410203,-1.0,1.5,0.322273,0.530485,0.146412,0.00083,0.0,0.0
ALL,15m,fade,conservative,1.5,1.5,24,1192,725.7025,1192,-0.012709,-0.032651,-1.0,0.407718,-1.0,1.5,0.315436,0.527685,0.152685,0.004195,0.0,0.0
ALL,1h,fade,conservative,1.5,1.5,24,498,337.7378,498,0.179795,0.111925,-0.134619,0.465863,-1.0,1.5,0.339357,0.443775,0.212851,0.004016,0.0,0.0
ALL,5m,fade,conservative,1.5,2.0,24,2411,1660.5597,2411,-0.032522,-0.043253,-1.0,0.373289,-1.0,2.0,0.221485,0.560763,0.216922,0.00083,0.0,0.0
ALL,15m,fade,conservative,1.5,2.0,24,1192,725.7025,1192,0.011716,-0.009033,-1.0,0.38255,-1.0,2.0,0.235738,0.549497,0.214765,0.0,0.0,0.0
ALL,1h,fade,conservative,1.5,2.0,24,498,337.7378,498,0.15454,0.073651,-0.363121,0.423695,-1.0,2.0,0.212851,0.471888,0.315261,0.0,0.0,0.0
ALL,5m,fade,conservative,1.5,2.5,24,2411,1660.5597,2411,-0.038879,-0.044915,-1.0,0.361261,-1.0,2.5,0.150145,0.569888,0.279552,0.000415,0.0,0.000415
ALL,15m,fade,conservative,1.5,2.5,24,1192,725.7025,1192,0.002978,-0.008795,-1.0,0.366611,-1.0,2.5,0.161913,0.557047,0.28104,0.0,0.0,0.0
ALL,1h,fade,conservative,1.5,2.5,24,498,337.7378,498,0.17653,0.093946,-0.450363,0.413655,-1.0,2.5,0.148594,0.47992,0.371486,0.0,0.0,0.0
ALL,5m,fade,conservative,1.5,3.0,24,2411,1660.5597,2411,-0.025074,-0.025739,-1.0,0.359187,-1.0,3.0,0.108254,0.571132,0.320199,0.000415,0.0,0.0
ALL,15m,fade,conservative,1.5,3.0,24,1192,725.7025,1192,0.012926,0.006376,-1.0,0.359899,-1.0,3.0,0.11745,0.558725,0.323826,0.0,0.0,0.000839
ALL,1h,fade,conservative,1.5,3.0,24,498,337.7378,498,0.201547,0.123152,-0.450363,0.411647,-1.0,3.0,0.108434,0.47992,0.411647,0.0,0.0,0.0
ALL,5m,fade,conservative,2.0,1.0,24,2411,1660.5597,2411,-0.007024,-0.005658,-0.035381,0.489009,-1.0,1.0,0.403567,0.391124,0.204479,0.00083,0.00083,0.0
ALL,15m,fade,conservative,2.0,1.0,24,1192,725.7025,1192,-0.032706,-0.026497,-0.081498,0.481544,-1.0,1.0,0.386745,0.40604,0.205537,0.001678,0.000839,0.0
ALL,1h,fade,conservative,2.0,1.0,24,498,337.7378,498,0.16085,0.125181,0.216676,0.550201,-1.0,1.0,0.419679,0.289157,0.289157,0.002008,0.0,0.0
ALL,5m,fade,conservative,2.0,1.5,24,2411,1660.5597,2411,-0.016289,-0.021436,-0.306299,0.431771,-1.0,1.5,0.245956,0.423476,0.329739,0.00083,0.00083,0.00083
ALL,15m,fade,conservative,2.0,1.5,24,1192,725.7025,1192,-0.009571,-0.019696,-0.345567,0.426174,-1.0,1.5,0.255872,0.436242,0.307886,0.0,0.000839,0.0
ALL,1h,fade,conservative,2.0,1.5,24,498,337.7378,498,0.15411,0.093007,0.0,0.481928,-1.0,1.5,0.228916,0.319277,0.451807,0.0,0.0,0.0
ALL,5m,fade,conservative,2.0,2.0,24,2411,1660.5597,2411,-0.025818,-0.024426,-0.366822,0.41601,-1.0,2.0,0.144753,0.430942,0.423891,0.000415,0.00083,0.000415
ALL,15m,fade,conservative,2.0,2.0,24,1192,725.7025,1192,-0.016096,-0.016481,-0.394777,0.40604,-1.0,2.0,0.156879,0.44547,0.397651,0.0,0.000839,0.0
ALL,1h,fade,conservative,2.0,2.0,24,498,337.7378,498,0.192918,0.131031,-0.019437,0.471888,-1.0,2.0,0.15261,0.325301,0.522088,0.0,0.0,0.0
ALL,5m,fade,conservative,2.0,2.5,24,2411,1660.5597,2411,-0.015592,-0.008923,-0.371071,0.414351,-1.0,1.871991,0.096226,0.433015,0.470759,0.0,0.00083,0.0
ALL,15m,fade,conservative,2.0,2.5,24,1192,725.7025,1192,-0.013417,-0.008621,-0.408577,0.400168,-1.0,2.016406,0.098154,0.447148,0.454698,0.0,0.000839,0.0
ALL,1h,fade,conservative,2.0,2.5,24,498,337.7378,498,0.200725,0.146365,-0.029558,0.46988,-1.0,2.5,0.10241,0.325301,0.572289,0.0,0.0,0.0
ALL,5m,fade,conservative,2.0,3.0,24,2411,1660.5597,2411,-0.004698,0.003724,-0.383906,0.413107,-1.0,1.679367,0.068022,0.433845,0.498134,0.0,0.00083,0.000415
ALL,15m,fade,conservative,2.0,3.0,24,1192,725.7025,1192,-0.010832,-0.00464,-0.415221,0.397651,-1.0,1.708185,0.064597,0.448826,0.486577,0.0,0.000839,0.0
ALL,1h,fade,conservative,2.0,3.0,24,498,337.7378,498,0.188652,0.142223,-0.03879,0.463855,-1.0,1.738701,0.070281,0.331325,0.598394,0.0,0.0,0.0
