symbol,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
RB,fade,conservative,0.75,2.0,6,3388,2293.0,3388,-0.012838,0.025424,-1.0,0.378394,-1.0,2.0,0.249115,0.557556,0.193329,0.0,0.0,0.002656
M,fade,conservative,0.75,2.0,6,3331,2270.0,3331,-0.001029,0.003461,-1.0,0.363254,-1.0,2.0,0.255779,0.580907,0.161813,0.001501,0.002702,0.0003
ALL,fade,conservative,0.75,2.0,6,16483,11312.0,16483,0.005645,-0.003634,-1.0,0.364861,-1.0,2.0,0.257963,0.580962,0.158466,0.002609,0.000971,0.001031
AG,fade,exclude,0.75,2.0,6,5251,3621.0,5228,0.047742,0.009142,-1.0,0.36974,-1.0,2.0,0.272329,0.586555,0.136736,0.00438,0.0,0.000571
CU,fade,exclude,0.75,2.0,6,4513,3128.0,4498,-0.018478,-0.037207,-1.0,0.353268,-1.0,2.0,0.249501,0.592067,0.155107,0.003324,0.001551,0.000886
RB,fade,exclude,0.75,2.0,6,3388,2293.0,3388,-0.012838,0.025424,-1.0,0.378394,-1.0,2.0,0.249115,0.557556,0.193329,0.0,0.0,0.002656
M,fade,exclude,0.75,2.0,6,3331,2270.0,3326,-0.000588,0.004969,-1.0,0.3638,-1.0,2.0,0.255779,0.580907,0.161813,0.001501,0.002702,0.0003
ALL,fade,exclude,0.75,2.0,6,16483,11312.0,16440,0.007427,-0.001028,-1.0,0.365815,-1.0,2.0,0.257963,0.580962,0.158466,0.002609,0.000971,0.001031
AG,fade,optimistic,0.75,2.0,6,5251,3621.0,5251,0.054212,0.017863,-1.0,0.3725,-1.0,2.0,0.272329,0.586555,0.136736,0.00438,0.0,0.000571
CU,fade,optimistic,0.75,2.0,6,4513,3128.0,4513,-0.013961,-0.030436,-1.0,0.355418,-1.0,2.0,0.249501,0.592067,0.155107,0.003324,0.001551,0.000886
RB,fade,optimistic,0.75,2.0,6,3388,2293.0,3388,-0.012838,0.025424,-1.0,0.378394,-1.0,2.0,0.249115,0.557556,0.193329,0.0,0.0,0.002656
M,fade,optimistic,0.75,2.0,6,3331,2270.0,3331,0.000293,0.007964,-1.0,0.364755,-1.0,2.0,0.255779,0.580907,0.161813,0.001501,0.002702,0.0003
ALL,fade,optimistic,0.75,2.0,6,16483,11312.0,16483,0.010949,0.004192,-1.0,0.36747,-1.0,2.0,0.257963,0.580962,0.158466,0.002609,0.000971,0.001031
AG,fade,conservative,0.75,2.5,6,5251,3621.0,5251,0.048975,0.011741,-1.0,0.348124,-1.0,2.5,0.203009,0.602552,0.191963,0.002476,0.0,0.0
CU,fade,conservative,0.75,2.5,6,4513,3128.0,4513,-0.019217,-0.035332,-1.0,0.329049,-1.0,2.5,0.187458,0.611345,0.200532,0.000665,0.001551,0.0
RB,fade,conservative,0.75,2.5,6,3388,2293.0,3388,-0.006889,0.039974,-1.0,0.363341,-1.0,2.5,0.183884,0.567296,0.248819,0.0,0.0,0.0
M,fade,conservative,0.75,2.5,6,3331,2270.0,3331,-0.003094,0.008336,-1.0,0.344641,-1.0,2.5,0.184029,0.589913,0.224557,0.001501,0.002702,0.0
ALL,fade,conservative,0.75,2.5,6,16483,11312.0,16483,0.008346,0.003968,-1.0,0.345325,-1.0,2.5,0.190985,0.595159,0.212583,0.001274,0.000971,0.0
AG,fade,exclude,0.75,2.5,6,5251,3621.0,5238,0.051007,0.014252,-1.0,0.348988,-1.0,2.5,0.203009,0.602552,0.191963,0.002476,0.0,0.0
CU,fade,exclude,0.75,2.5,6,4513,3128.0,4510,-0.01859,-0.03469,-1.0,0.329268,-1.0,2.5,0.187458,0.611345,0.200532,0.000665,0.001551,0.0
RB,fade,exclude,0.75,2.5,6,3388,2293.0,3388,-0.006889,0.039974,-1.0,0.363341,-1.0,2.5,0.183884,0.567296,0.248819,0.0,0.0,0.0
M,fade,exclude,0.75,2.5,6,3331,2270.0,3326,-0.002655,0.009852,-1.0,0.345159,-1.0,2.5,0.184029,0.589913,0.224557,0.001501,0.002702,0.0
ALL,fade,exclude,0.75,2.5,6,16483,11312.0,16462,0.009238,0.005248,-1.0,0.345766,-1.0,2.5,0.190985,0.595159,0.212583,0.001274,0.000971,0.0
AG,fade,optimistic,0.75,2.5,6,5251,3621.0,5251,0.055741,0.020406,-1.0,0.3506,-1.0,2.5,0.203009,0.602552,0.191963,0.002476,0.0,0.0
CU,fade,optimistic,0.75,2.5,6,4513,3128.0,4513,-0.01698,-0.033006,-1.0,0.329714,-1.0,2.5,0.187458,0.611345,0.200532,0.000665,0.001551,0.0
RB,fade,optimistic,0.75,2.5,6,3388,2293.0,3388,-0.006889,0.039974,-1.0,0.363341,-1.0,2.5,0.183884,0.567296,0.248819,0.0,0.0,0.0
M,fade,optimistic,0.75,2.5,6,3331,2270.0,3331,-0.001553,0.01359,-1.0,0.346142,-1.0,2.5,0.184029,0.589913,0.224557,0.001501,0.002702,0.0
ALL,fade,optimistic,0.75,2.5,6,16483,11312.0,16483,0.01144,0.008427,-1.0,0.3466,-1.0,2.5,0.190985,0.595159,0.212583,0.001274,0.000971,0.0
AG,fade,conservative,0.75,3.0,6,5251,3621.0,5251,0.059587,0.023703,-1.0,0.34203,-1.0,3.0,0.15597,0.607694,0.234241,0.002095,0.0,0.0
CU,fade,conservative,0.75,3.0,6,4513,3128.0,4513,-0.011189,-0.024043,-1.0,0.323288,-1.0,3.0,0.137824,0.616441,0.245291,0.000443,0.001551,0.000222
RB,fade,conservative,0.75,3.0,6,3388,2293.0,3388,-0.010546,0.032113,-1.0,0.355667,-1.0,3.0,0.118654,0.571429,0.309917,0.0,0.0,0.0
M,fade,conservative,0.75,3.0,6,3331,2270.0,3331,-0.006536,0.003245,-1.0,0.335335,-1.0,3.0,0.125788,0.593515,0.279195,0.001501,0.002702,0.0006
ALL,fade,conservative,0.75,3.0,6,16483,11312.0,16483,0.01253,0.008225,-1.0,0.338349,-1.0,3.0,0.137232,0.599769,0.261906,0.001092,0.000971,0.000182
AG,fade,exclude,0.75,3.0,6,5251,3621.0,5240,0.061052,0.025852,-1.0,0.342748,-1.0,3.0,0.15597,0.607694,0.234241,0.002095,0.0,0.0
CU,fade,exclude,0.75,3.0,6,4513,3128.0,4511,-0.010873,-0.02361,-1.0,0.323432,-1.0,3.0,0.137824,0.616441,0.245291,0.000443,0.001551,0.000222
RB,fade,exclude,0.75,3.0,6,3388,2293.0,3388,-0.010546,0.032113,-1.0,0.355667,-1.0,3.0,0.118654,0.571429,0.309917,0.0,0.0,0.0
M,fade,exclude,0.75,3.0,6,3331,2270.0,3326,-0.006099,0.004753,-1.0,0.335839,-1.0,3.0,0.125788,0.593515,0.279195,0.001501,0.002702,0.0006
ALL,fade,exclude,0.75,3.0,6,16483,11312.0,16465,0.013157,0.009327,-1.0,0.338718,-1.0,3.0,0.137232,0.599769,0.261906,0.001092,0.000971,0.000182
AG,fade,optimistic,0.75,3.0,6,5251,3621.0,5251,0.06511,0.032083,-1.0,0.344125,-1.0,3.0,0.15597,0.607694,0.234241,0.002095,0.0,0.0
CU,fade,optimistic,0.75,3.0,6,4513,3128.0,4513,-0.00991,-0.02227,-1.0,0.323731,-1.0,3.0,0.137824,0.616441,0.245291,0.000443,0.001551,0.000222
RB,fade,optimistic,0.75,3.0,6,3388,2293.0,3388,-0.010546,0.032113,-1.0,0.355667,-1.0,3.0,0.118654,0.571429,0.309917,0.0,0.0,0.0
M,fade,optimistic,0.75,3.0,6,3331,2270.0,3331,-0.004774,0.009249,-1.0,0.336836,-1.0,3.0,0.125788,0.593515,0.279195,0.001501,0.002702,0.0006
ALL,fade,optimistic,0.75,3.0,6,16483,11312.0,16483,0.015006,0.012593,-1.0,0.339441,-1.0,3.0,0.137232,0.599769,0.261906,0.001092,0.000971,0.000182
AG,fade,conservative,1.0,1.0,6,5251,3621.0,5251,0.016379,-0.009134,0.0,0.493049,-1.0,1.0,0.438202,0.439154,0.11693,0.005713,0.000381,0.000952
CU,fade,conservative,1.0,1.0,6,4513,3128.0,4513,-0.010728,-0.02556,-0.107294,0.478839,-1.0,1.0,0.418569,0.434522,0.144028,0.002881,0.000222,0.001773
RB,fade,conservative,1.0,1.0,6,3388,2293.0,3388,0.005954,0.032951,0.0,0.497344,-1.0,1.0,0.432113,0.390496,0.172668,0.004723,0.0,0.0
M,fade,conservative,1.0,1.0,6,3331,2270.0,3331,-0.018888,-0.021354,0.0,0.474332,-1.0,1.0,0.421195,0.441909,0.133594,0.003302,0.0,0.000901
ALL,fade,conservative,1.0,1.0,6,16483,11312.0,16483,-0.000307,-0.00745,0.0,0.486259,-1.0,1.0,0.428138,0.428441,0.139174,0.004247,0.000182,0.000971
AG,fade,exclude,1.0,1.0,6,5251,3621.0,5221,0.022024,-0.003441,0.0,0.495882,-1.0,1.0,0.438202,0.439154,0.11693,0.005713,0.000381,0.000952
CU,fade,exclude,1.0,1.0,6,4513,3128.0,4500,-0.008191,-0.022745,-0.097616,0.480222,-1.0,1.0,0.418569,0.434522,0.144028,0.002881,0.000222,0.001773
RB,fade,exclude,1.0,1.0,6,3388,2293.0,3372,0.006832,0.037853,0.0,0.499703,-1.0,1.0,0.432113,0.390496,0.172668,0.004723,0.0,0.0
M,fade,exclude,1.0,1.0,6,3331,2270.0,3320,-0.016288,-0.018112,0.0,0.475904,-1.0,1.0,0.421195,0.441909,0.133594,0.003302,0.0,0.000901
ALL,fade,exclude,1.0,1.0,6,16483,11312.0,16413,0.002885,-0.003217,0.0,0.488332,-1.0,1.0,0.428138,0.428441,0.139174,0.004247,0.000182,0.000971
AG,fade,optimistic,1.0,1.0,6,5251,3621.0,5251,0.027426,0.002292,0.0,0.498762,-1.0,1.0,0.438202,0.439154,0.11693,0.005713,0.000381,0.000952
CU,fade,optimistic,1.0,1.0,6,4513,3128.0,4513,-0.005612,-0.019799,-0.083336,0.481719,-1.0,1.0,0.418569,0.434522,0.144028,0.002881,0.000222,0.001773
RB,fade,optimistic,1.0,1.0,6,3388,2293.0,3388,0.007698,0.042396,0.165778,0.502066,-1.0,1.0,0.432113,0.390496,0.172668,0.004723,0.0,0.0
M,fade,optimistic,1.0,1.0,6,3331,2270.0,3331,-0.013601,-0.01475,0.0,0.477634,-1.0,1.0,0.421195,0.441909,0.133594,0.003302,0.0,0.000901
ALL,fade,optimistic,1.0,1.0,6,16483,11312.0,16483,0.006058,0.001043,0.0,0.490505,-1.0,1.0,0.428138,0.428441,0.139174,0.004247,0.000182,0.000971
AG,fade,conservative,1.0,1.5,6,5251,3621.0,5251,0.037743,0.010591,-0.504274,0.431918,-1.0,1.5,0.303942,0.478385,0.215578,0.002095,0.000381,0.000571
CU,fade,conservative,1.0,1.5,6,4513,3128.0,4513,-0.002602,-0.015728,-0.46465,0.418569,-1.0,1.5,0.27875,0.469532,0.250166,0.001551,0.000222,0.001551
RB,fade,conservative,1.0,1.5,6,3388,2293.0,3388,0.006542,0.036053,-0.265201,0.432113,-1.0,1.5,0.276269,0.425915,0.297816,0.0,0.0,0.002656
M,fade,conservative,1.0,1.5,6,3331,2270.0,3331,-0.011661,-0.004826,-0.438141,0.412189,-1.0,1.5,0.277094,0.47193,0.250976,0.0,0.0,0.0003
ALL,fade,conservative,1.0,1.5,6,16483,11312.0,16483,0.010348,0.005503,-0.416562,0.424316,-1.0,1.5,0.285931,0.463872,0.249105,0.001092,0.000182,0.001213
AG,fade,exclude,1.0,1.5,6,5251,3621.0,5240,0.039178,0.012713,-0.494922,0.432824,-1.0,1.5,0.303942,0.478385,0.215578,0.002095,0.000381,0.000571
CU,fade,exclude,1.0,1.5,6,4513,3128.0,4506,-0.001325,-0.014199,-0.457342,0.419219,-1.0,1.5,0.27875,0.469532,0.250166,0.001551,0.000222,0.001551
RB,fade,exclude,1.0,1.5,6,3388,2293.0,3388,0.006542,0.036053,-0.265201,0.432113,-1.0,1.5,0.276269,0.425915,0.297816,0.0,0.0,0.002656
M,fade,exclude,1.0,1.5,6,3331,2270.0,3331,-0.011661,-0.004826,-0.438141,0.412189,-1.0,1.5,0.277094,0.47193,0.250976,0.0,0.0,0.0003
ALL,fade,exclude,1.0,1.5,6,16483,11312.0,16465,0.011153,0.006602,-0.413811,0.42478,-1.0,1.5,0.285931,0.463872,0.249105,0.001092,0.000182,0.001213
AG,fade,optimistic,1.0,1.5,6,5251,3621.0,5251,0.041195,0.015828,-0.484533,0.434013,-1.0,1.5,0.303942,0.478385,0.215578,0.002095,0.000381,0.000571
CU,fade,optimistic,1.0,1.5,6,4513,3128.0,4513,0.000595,-0.01185,-0.455248,0.42012,-1.0,1.5,0.27875,0.469532,0.250166,0.001551,0.000222,0.001551
RB,fade,optimistic,1.0,1.5,6,3388,2293.0,3388,0.006542,0.036053,-0.265201,0.432113,-1.0,1.5,0.276269,0.425915,0.297816,0.0,0.0,0.002656
M,fade,optimistic,1.0,1.5,6,3331,2270.0,3331,-0.011661,-0.004826,-0.438141,0.412189,-1.0,1.5,0.277094,0.47193,0.250976,0.0,0.0,0.0003
ALL,fade,optimistic,1.0,1.5,6,16483,11312.0,16483,0.012337,0.008233,-0.409528,0.425408,-1.0,1.5,0.285931,0.463872,0.249105,0.001092,0.000182,0.001213
AG,fade,conservative,1.0,2.0,6,5251,3621.0,5251,0.041217,0.013951,-0.728946,0.405827,-1.0,2.0,0.205675,0.49343,0.29861,0.002285,0.000381,0.0
CU,fade,conservative,1.0,2.0,6,4513,3128.0,4513,-0.001795,-0.007976,-0.595506,0.392643,-1.0,2.0,0.188123,0.485486,0.325504,0.000886,0.000222,0.000222
RB,fade,conservative,1.0,2.0,6,3388,2293.0,3388,0.010222,0.047684,-0.306523,0.412338,-1.0,2.0,0.173554,0.434179,0.392267,0.0,0.0,0.0
M,fade,conservative,1.0,2.0,6,3331,2270.0,3331,-0.012093,-0.003043,-0.571894,0.388772,-1.0,2.0,0.177424,0.480636,0.341939,0.0,0.0,0.0
ALL,fade,conservative,1.0,2.0,6,16483,11312.0,16483,0.012342,0.011447,-0.536639,0.400109,-1.0,2.0,0.188558,0.476491,0.33398,0.000971,0.000182,6.1e-05
AG,fade,exclude,1.0,2.0,6,5251,3621.0,5239,0.042945,0.016274,-0.709985,0.406757,-1.0,2.0,0.205675,0.49343,0.29861,0.002285,0.000381,0.0
CU,fade,exclude,1.0,2.0,6,4513,3128.0,4509,-0.001156,-0.007096,-0.585824,0.392992,-1.0,2.0,0.188123,0.485486,0.325504,0.000886,0.000222,0.000222
RB,fade,exclude,1.0,2.0,6,3388,2293.0,3388,0.010222,0.047684,-0.306523,0.412338,-1.0,2.0,0.173554,0.434179,0.392267,0.0,0.0,0.0
M,fade,exclude,1.0,2.0,6,3331,2270.0,3331,-0.012093,-0.003043,-0.571894,0.388772,-1.0,2.0,0.177424,0.480636,0.341939,0.0,0.0,0.0
ALL,fade,exclude,1.0,2.0,6,16483,11312.0,16467,0.013059,0.01243,-0.533841,0.400498,-1.0,2.0,0.188558,0.476491,0.33398,0.000971,0.000182,6.1e-05
AG,fade,optimistic,1.0,2.0,6,5251,3621.0,5251,0.046188,0.020807,-0.698389,0.408113,-1.0,2.0,0.205675,0.49343,0.29861,0.002285,0.000381,0.0
CU,fade,optimistic,1.0,2.0,6,4513,3128.0,4513,0.000123,-0.005317,-0.584123,0.39353,-1.0,2.0,0.188123,0.485486,0.325504,0.000886,0.000222,0.000222
RB,fade,optimistic,1.0,2.0,6,3388,2293.0,3388,0.010222,0.047684,-0.306523,0.412338,-1.0,2.0,0.173554,0.434179,0.392267,0.0,0.0,0.0
M,fade,optimistic,1.0,2.0,6,3331,2270.0,3331,-0.012093,-0.003043,-0.571894,0.388772,-1.0,2.0,0.177424,0.480636,0.341939,0.0,0.0,0.0
ALL,fade,optimistic,1.0,2.0,6,16483,11312.0,16483,0.014464,0.014359,-0.527294,0.40108,-1.0,2.0,0.188558,0.476491,0.33398,0.000971,0.000182,6.1e-05
AG,fade,conservative,1.0,2.5,6,5251,3621.0,5251,0.03551,0.010368,-1.0,0.395925,-1.0,2.5,0.136736,0.501047,0.360503,0.001714,0.000381,0.000381
CU,fade,conservative,1.0,2.5,6,4513,3128.0,4513,0.005909,-0.001181,-0.653703,0.386218,-1.0,2.5,0.124086,0.489475,0.386439,0.0,0.000222,0.0
RB,fade,conservative,1.0,2.5,6,3388,2293.0,3388,0.0048,0.045562,-0.346886,0.40673,-1.0,2.068053,0.101535,0.438902,0.459563,0.0,0.0,0.0
M,fade,conservative,1.0,2.5,6,3331,2270.0,3331,-0.013474,-0.009797,-0.611925,0.380066,-1.0,2.356037,0.105674,0.483038,0.411288,0.0,0.0,0.0006
ALL,fade,conservative,1.0,2.5,6,16483,11312.0,16483,0.01127,0.010365,-0.586307,0.392283,-1.0,2.5,0.11976,0.481466,0.398228,0.000546,0.000182,0.000243
AG,fade,exclude,1.0,2.5,6,5251,3621.0,5242,0.036942,0.012103,-1.0,0.396604,-1.0,2.5,0.136736,0.501047,0.360503,0.001714,0.000381,0.000381
CU,fade,exclude,1.0,2.5,6,4513,3128.0,4513,0.005909,-0.001181,-0.653703,0.386218,-1.0,2.5,0.124086,0.489475,0.386439,0.0,0.000222,0.0
RB,fade,exclude,1.0,2.5,6,3388,2293.0,3388,0.0048,0.045562,-0.346886,0.40673,-1.0,2.068053,0.101535,0.438902,0.459563,0.0,0.0,0.0
M,fade,exclude,1.0,2.5,6,3331,2270.0,3331,-0.013474,-0.009797,-0.611925,0.380066,-1.0,2.356037,0.105674,0.483038,0.411288,0.0,0.0,0.0006
ALL,fade,exclude,1.0,2.5,6,16483,11312.0,16474,0.011717,0.010917,-0.584493,0.392497,-1.0,2.5,0.11976,0.481466,0.398228,0.000546,0.000182,0.000243
AG,fade,optimistic,1.0,2.5,6,5251,3621.0,5251,0.040343,0.016367,-1.0,0.397639,-1.0,2.5,0.136736,0.501047,0.360503,0.001714,0.000381,0.000381
CU,fade,optimistic,1.0,2.5,6,4513,3128.0,4513,0.005909,-0.001181,-0.653703,0.386218,-1.0,2.5,0.124086,0.489475,0.386439,0.0,0.000222,0.0
RB,fade,optimistic,1.0,2.5,6,3388,2293.0,3388,0.0048,0.045562,-0.346886,0.40673,-1.0,2.068053,0.101535,0.438902,0.459563,0.0,0.0,0.0
M,fade,optimistic,1.0,2.5,6,3331,2270.0,3331,-0.013474,-0.009797,-0.611925,0.380066,-1.0,2.356037,0.105674,0.483038,0.411288,0.0,0.0,0.0006
ALL,fade,optimistic,1.0,2.5,6,16483,11312.0,16483,0.012817,0.012276,-0.581928,0.392829,-1.0,2.5,0.11976,0.481466,0.398228,0.000546,0.000182,0.000243
AG,fade,conservative,1.0,3.0,6,5251,3621.0,5251,0.046223,0.013917,-1.0,0.390211,-1.0,2.446692,0.096553,0.505428,0.397448,0.000571,0.000381,0.0
CU,fade,conservative,1.0,3.0,6,4513,3128.0,4513,0.014848,0.009883,-0.66318,0.384667,-1.0,2.083316,0.083093,0.49014,0.426767,0.0,0.000222,0.0
RB,fade,conservative,1.0,3.0,6,3388,2293.0,3388,0.006324,0.048973,-0.367568,0.405254,-1.0,1.745118,0.066706,0.438902,0.494392,0.0,0.0,0.00059
M,fade,conservative,1.0,3.0,6,3331,2270.0,3331,-0.002928,0.004419,-0.621197,0.378565,-1.0,1.898424,0.074752,0.483639,0.441609,0.0,0.0,0.0
ALL,fade,conservative,1.0,3.0,6,16483,11312.0,16483,0.019596,0.018099,-0.60429,0.389432,-1.0,2.025876,0.082327,0.483164,0.434326,0.000182,0.000182,0.000121
AG,fade,exclude,1.0,3.0,6,5251,3621.0,5248,0.04709,0.014497,-1.0,0.390434,-1.0,2.461928,0.096553,0.505428,0.397448,0.000571,0.000381,0.0
CU,fade,exclude,1.0,3.0,6,4513,3128.0,4513,0.014848,0.009883,-0.66318,0.384667,-1.0,2.083316,0.083093,0.49014,0.426767,0.0,0.000222,0.0
RB,fade,exclude,1.0,3.0,6,3388,2293.0,3388,0.006324,0.048973,-0.367568,0.405254,-1.0,1.745118,0.066706,0.438902,0.494392,0.0,0.0,0.00059
M,fade,exclude,1.0,3.0,6,3331,2270.0,3331,-0.002928,0.004419,-0.621197,0.378565,-1.0,1.898424,0.074752,0.483639,0.441609,0.0,0.0,0.0
ALL,fade,exclude,1.0,3.0,6,16483,11312.0,16480,0.019867,0.018284,-0.602836,0.389502,-1.0,2.026221,0.082327,0.483164,0.434326,0.000182,0.000182,0.000121
AG,fade,optimistic,1.0,3.0,6,5251,3621.0,5251,0.049537,0.016202,-1.0,0.390783,-1.0,2.55553,0.096553,0.505428,0.397448,0.000571,0.000381,0.0
CU,fade,optimistic,1.0,3.0,6,4513,3128.0,4513,0.014848,0.009883,-0.66318,0.384667,-1.0,2.083316,0.083093,0.49014,0.426767,0.0,0.000222,0.0
RB,fade,optimistic,1.0,3.0,6,3388,2293.0,3388,0.006324,0.048973,-0.367568,0.405254,-1.0,1.745118,0.066706,0.438902,0.494392,0.0,0.0,0.00059
M,fade,optimistic,1.0,3.0,6,3331,2270.0,3331,-0.002928,0.004419,-0.621197,0.378565,-1.0,1.898424,0.074752,0.483639,0.441609,0.0,0.0,0.0
ALL,fade,optimistic,1.0,3.0,6,16483,11312.0,16483,0.020657,0.018827,-0.60165,0.389614,-1.0,2.029451,0.082327,0.483164,0.434326,0.000182,0.000182,0.000121
AG,fade,conservative,1.25,1.0,6,5251,3621.0,5251,0.025297,0.00685,0.0,0.493811,-1.0,1.0,0.386593,0.36812,0.242811,0.002476,0.000762,0.00019
CU,fade,conservative,1.25,1.0,6,4513,3128.0,4513,-0.000149,-0.013027,-0.053047,0.475958,-1.0,1.0,0.364059,0.360514,0.274319,0.001108,0.001329,0.000222
RB,fade,conservative,1.25,1.0,6,3388,2293.0,3388,0.016582,0.045225,0.0,0.491736,-1.0,1.0,0.373081,0.309032,0.313459,0.004427,0.000295,0.000295
M,fade,conservative,1.25,1.0,6,3331,2270.0,3331,-0.010915,-0.014702,0.0,0.464725,-1.0,1.0,0.354848,0.361753,0.282198,0.001201,0.0,0.0
ALL,fade,conservative,1.25,1.0,6,16483,11312.0,16483,0.009228,0.00494,0.0,0.482618,-1.0,1.0,0.371231,0.352606,0.273919,0.002245,0.000667,0.000182
AG,fade,exclude,1.25,1.0,6,5251,3621.0,5238,0.026999,0.009349,0.0,0.495036,-1.0,1.0,0.386593,0.36812,0.242811,0.002476,0.000762,0.00019
CU,fade,exclude,1.25,1.0,6,4513,3128.0,4508,0.000811,-0.011932,-0.048848,0.476486,-1.0,1.0,0.364059,0.360514,0.274319,0.001108,0.001329,0.000222
RB,fade,exclude,1.25,1.0,6,3388,2293.0,3373,0.017026,0.049873,0.0,0.493922,-1.0,1.0,0.373081,0.309032,0.313459,0.004427,0.000295,0.000295
M,fade,exclude,1.25,1.0,6,3331,2270.0,3327,-0.010042,-0.013518,0.0,0.465284,-1.0,1.0,0.354848,0.361753,0.282198,0.001201,0.0,0.0
ALL,fade,exclude,1.25,1.0,6,16483,11312.0,16446,0.010299,0.007201,0.0,0.483704,-1.0,1.0,0.371231,0.352606,0.273919,0.002245,0.000667,0.000182
AG,fade,optimistic,1.25,1.0,6,5251,3621.0,5251,0.028611,0.011801,0.0,0.496286,-1.0,1.0,0.386593,0.36812,0.242811,0.002476,0.000762,0.00019
CU,fade,optimistic,1.25,1.0,6,4513,3128.0,4513,0.001769,-0.010811,-0.048552,0.477066,-1.0,1.0,0.364059,0.360514,0.274319,0.001108,0.001329,0.000222
RB,fade,optimistic,1.25,1.0,6,3388,2293.0,3388,0.017455,0.054079,0.0,0.496163,-1.0,1.0,0.373081,0.309032,0.313459,0.004427,0.000295,0.000295
M,fade,optimistic,1.25,1.0,6,3331,2270.0,3331,-0.009152,-0.012301,0.0,0.465926,-1.0,1.0,0.354848,0.361753,0.282198,0.001201,0.0,0.0
ALL,fade,optimistic,1.25,1.0,6,16483,11312.0,16483,0.011349,0.009429,0.0,0.484863,-1.0,1.0,0.371231,0.352606,0.273919,0.002245,0.000667,0.000182
AG,fade,conservative,1.25,1.5,6,5251,3621.0,5251,0.031877,0.012082,-0.182579,0.443154,-1.0,1.5,0.238812,0.390402,0.368501,0.002285,0.000762,0.0
CU,fade,conservative,1.25,1.5,6,4513,3128.0,4513,0.001117,-0.012012,-0.205312,0.426767,-1.0,1.5,0.217815,0.382894,0.399291,0.0,0.001329,0.0
RB,fade,conservative,1.25,1.5,6,3388,2293.0,3388,0.010602,0.046272,0.0,0.444805,-1.0,1.5,0.211924,0.326741,0.461334,0.0,0.000295,0.0
M,fade,conservative,1.25,1.5,6,3331,2270.0,3331,-0.00633,-0.004742,-0.182514,0.422696,-1.0,1.5,0.205644,0.376464,0.417893,0.0,0.0,0.0
ALL,fade,conservative,1.25,1.5,6,16483,11312.0,16483,0.011391,0.009113,-0.171792,0.434872,-1.0,1.5,0.220834,0.372444,0.405994,0.000728,0.000667,0.0
AG,fade,exclude,1.25,1.5,6,5251,3621.0,5239,0.03359,0.014401,-0.179991,0.444169,-1.0,1.5,0.238812,0.390402,0.368501,0.002285,0.000762,0.0
CU,fade,exclude,1.25,1.5,6,4513,3128.0,4513,0.001117,-0.012012,-0.205312,0.426767,-1.0,1.5,0.217815,0.382894,0.399291,0.0,0.001329,0.0
RB,fade,exclude,1.25,1.5,6,3388,2293.0,3388,0.010602,0.046272,0.0,0.444805,-1.0,1.5,0.211924,0.326741,0.461334,0.0,0.000295,0.0
M,fade,exclude,1.25,1.5,6,3331,2270.0,3331,-0.00633,-0.004742,-0.182514,0.422696,-1.0,1.5,0.205644,0.376464,0.417893,0.0,0.0,0.0
ALL,fade,exclude,1.25,1.5,6,16483,11312.0,16471,0.011928,0.009848,-0.171159,0.435189,-1.0,1.5,0.220834,0.372444,0.405994,0.000728,0.000667,0.0
AG,fade,optimistic,1.25,1.5,6,5251,3621.0,5251,0.036019,0.017796,-0.177926,0.445439,-1.0,1.5,0.238812,0.390402,0.368501,0.002285,0.000762,0.0
CU,fade,optimistic,1.25,1.5,6,4513,3128.0,4513,0.001117,-0.012012,-0.205312,0.426767,-1.0,1.5,0.217815,0.382894,0.399291,0.0,0.001329,0.0
RB,fade,optimistic,1.25,1.5,6,3388,2293.0,3388,0.010602,0.046272,0.0,0.444805,-1.0,1.5,0.211924,0.326741,0.461334,0.0,0.000295,0.0
M,fade,optimistic,1.25,1.5,6,3331,2270.0,3331,-0.00633,-0.004742,-0.182514,0.422696,-1.0,1.5,0.205644,0.376464,0.417893,0.0,0.0,0.0
ALL,fade,optimistic,1.25,1.5,6,16483,11312.0,16483,0.012717,0.010933,-0.17023,0.4356,-1.0,1.5,0.220834,0.372444,0.405994,0.000728,0.000667,0.0
AG,fade,conservative,1.25,2.0,6,5251,3621.0,5251,0.029775,0.010115,-0.221691,0.429252,-1.0,2.0,0.143973,0.398591,0.455723,0.001714,0.000762,0.000381
CU,fade,conservative,1.25,2.0,6,4513,3128.0,4513,0.007128,-0.006162,-0.21917,0.417018,-1.0,2.0,0.127853,0.386661,0.485486,0.0,0.001329,0.0
RB,fade,conservative,1.25,2.0,6,3388,2293.0,3388,0.006142,0.041588,-0.131779,0.434475,-1.0,1.779637,0.105667,0.332054,0.562279,0.0,0.000295,0.0
M,fade,conservative,1.25,2.0,6,3331,2270.0,3331,-0.003948,-0.008059,-0.190331,0.411288,-1.0,2.0,0.110778,0.379165,0.510057,0.0,0.0,0.0006
ALL,fade,conservative,1.25,2.0,6,16483,11312.0,16483,0.011955,0.008455,-0.192909,0.423345,-1.0,2.0,0.124977,0.377723,0.496754,0.000546,0.000667,0.000243
