symbol,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
AG,follow,conservative,2.0,1.0,24,2394,1598.0,2394,-0.024313,-0.005426,0.056303,0.507519,-1.0,1.0,0.378864,0.403926,0.215121,0.002089,0.0,0.0
CU,follow,conservative,2.0,1.0,24,1707,1126.0,1707,0.014143,-0.008275,-0.06173,0.479789,-1.0,1.0,0.388987,0.396016,0.214997,0.0,0.0,0.001757
ALL,follow,conservative,2.0,1.0,24,4101,2724.0,4101,-0.008417,-0.006612,0.0,0.495977,-1.0,1.0,0.383077,0.400634,0.215069,0.001219,0.0,0.000732
AG,follow,exclude,2.0,1.0,24,2394,1598.0,2389,-0.02309,-0.003345,0.062185,0.508581,-1.0,1.0,0.378864,0.403926,0.215121,0.002089,0.0,0.0
CU,follow,exclude,2.0,1.0,24,1707,1126.0,1707,0.014143,-0.008275,-0.06173,0.479789,-1.0,1.0,0.388987,0.396016,0.214997,0.0,0.0,0.001757
ALL,follow,exclude,2.0,1.0,24,4101,2724.0,4096,-0.007688,-0.005399,0.0,0.496582,-1.0,1.0,0.383077,0.400634,0.215069,0.001219,0.0,0.000732
AG,follow,optimistic,2.0,1.0,24,2394,1598.0,2394,-0.02181,-0.001249,0.062273,0.509607,-1.0,1.0,0.378864,0.403926,0.215121,0.002089,0.0,0.0
CU,follow,optimistic,2.0,1.0,24,1707,1126.0,1707,0.014143,-0.008275,-0.06173,0.479789,-1.0,1.0,0.388987,0.396016,0.214997,0.0,0.0,0.001757
ALL,follow,optimistic,2.0,1.0,24,4101,2724.0,4101,-0.006948,-0.004173,0.0,0.497196,-1.0,1.0,0.383077,0.400634,0.215069,0.001219,0.0,0.000732
AG,follow,conservative,2.0,1.5,24,2394,1598.0,2394,-0.014291,-0.003475,-0.141358,0.468672,-1.0,1.5,0.216374,0.431913,0.351295,0.000418,0.0,0.0
CU,follow,conservative,2.0,1.5,24,1707,1126.0,1707,-0.005577,-0.033357,-0.199079,0.440539,-1.0,1.5,0.189221,0.413591,0.397188,0.0,0.0,0.000586
ALL,follow,conservative,2.0,1.5,24,4101,2724.0,4101,-0.010689,-0.015913,-0.156203,0.456962,-1.0,1.5,0.205072,0.424287,0.370397,0.000244,0.0,0.000244
AG,follow,exclude,2.0,1.5,24,2394,1598.0,2393,-0.013674,-0.003059,-0.141358,0.468868,-1.0,1.5,0.216374,0.431913,0.351295,0.000418,0.0,0.0
CU,follow,exclude,2.0,1.5,24,1707,1126.0,1707,-0.005577,-0.033357,-0.199079,0.440539,-1.0,1.5,0.189221,0.413591,0.397188,0.0,0.0,0.000586
ALL,follow,exclude,2.0,1.5,24,4101,2724.0,4100,-0.010326,-0.015673,-0.153767,0.457073,-1.0,1.5,0.205072,0.424287,0.370397,0.000244,0.0,0.000244
AG,follow,optimistic,2.0,1.5,24,2394,1598.0,2394,-0.012727,-0.002431,-0.135236,0.469089,-1.0,1.5,0.216374,0.431913,0.351295,0.000418,0.0,0.0
CU,follow,optimistic,2.0,1.5,24,1707,1126.0,1707,-0.005577,-0.033357,-0.199079,0.440539,-1.0,1.5,0.189221,0.413591,0.397188,0.0,0.0,0.000586
ALL,follow,optimistic,2.0,1.5,24,4101,2724.0,4101,-0.009771,-0.015303,-0.151331,0.457206,-1.0,1.5,0.205072,0.424287,0.370397,0.000244,0.0,0.000244
AG,follow,conservative,2.0,2.0,24,2394,1598.0,2394,0.003371,0.005267,-0.207734,0.453216,-1.0,2.0,0.129908,0.439432,0.43066,0.0,0.0,0.0
CU,follow,conservative,2.0,2.0,24,1707,1126.0,1707,-0.004129,-0.035182,-0.219521,0.431752,-1.0,2.0,0.100762,0.417106,0.482132,0.0,0.0,0.0
ALL,follow,conservative,2.0,2.0,24,4101,2724.0,4101,0.000271,-0.01157,-0.213101,0.444282,-1.0,2.0,0.117776,0.430139,0.452085,0.0,0.0,0.0
AG,follow,exclude,2.0,2.0,24,2394,1598.0,2394,0.003371,0.005267,-0.207734,0.453216,-1.0,2.0,0.129908,0.439432,0.43066,0.0,0.0,0.0
CU,follow,exclude,2.0,2.0,24,1707,1126.0,1707,-0.004129,-0.035182,-0.219521,0.431752,-1.0,2.0,0.100762,0.417106,0.482132,0.0,0.0,0.0
ALL,follow,exclude,2.0,2.0,24,4101,2724.0,4101,0.000271,-0.01157,-0.213101,0.444282,-1.0,2.0,0.117776,0.430139,0.452085,0.0,0.0,0.0
AG,follow,optimistic,2.0,2.0,24,2394,1598.0,2394,0.003371,0.005267,-0.207734,0.453216,-1.0,2.0,0.129908,0.439432,0.43066,0.0,0.0,0.0
CU,follow,optimistic,2.0,2.0,24,1707,1126.0,1707,-0.004129,-0.035182,-0.219521,0.431752,-1.0,2.0,0.100762,0.417106,0.482132,0.0,0.0,0.0
ALL,follow,optimistic,2.0,2.0,24,4101,2724.0,4101,0.000271,-0.01157,-0.213101,0.444282,-1.0,2.0,0.117776,0.430139,0.452085,0.0,0.0,0.0
AG,follow,conservative,2.0,2.5,24,2394,1598.0,2394,0.005788,0.013269,-0.221245,0.449875,-1.0,1.77825,0.080201,0.441938,0.477861,0.0,0.0,0.0
CU,follow,conservative,2.0,2.5,24,1707,1126.0,1707,-0.006838,-0.037424,-0.224807,0.429994,-1.0,1.477631,0.046866,0.417692,0.535442,0.0,0.0,0.0
ALL,follow,conservative,2.0,2.5,24,4101,2724.0,4101,0.000569,-0.007831,-0.221428,0.4416,-1.0,1.619478,0.066325,0.431846,0.501829,0.0,0.0,0.0
AG,follow,exclude,2.0,2.5,24,2394,1598.0,2394,0.005788,0.013269,-0.221245,0.449875,-1.0,1.77825,0.080201,0.441938,0.477861,0.0,0.0,0.0
CU,follow,exclude,2.0,2.5,24,1707,1126.0,1707,-0.006838,-0.037424,-0.224807,0.429994,-1.0,1.477631,0.046866,0.417692,0.535442,0.0,0.0,0.0
ALL,follow,exclude,2.0,2.5,24,4101,2724.0,4101,0.000569,-0.007831,-0.221428,0.4416,-1.0,1.619478,0.066325,0.431846,0.501829,0.0,0.0,0.0
AG,follow,optimistic,2.0,2.5,24,2394,1598.0,2394,0.005788,0.013269,-0.221245,0.449875,-1.0,1.77825,0.080201,0.441938,0.477861,0.0,0.0,0.0
CU,follow,optimistic,2.0,2.5,24,1707,1126.0,1707,-0.006838,-0.037424,-0.224807,0.429994,-1.0,1.477631,0.046866,0.417692,0.535442,0.0,0.0,0.0
ALL,follow,optimistic,2.0,2.5,24,4101,2724.0,4101,0.000569,-0.007831,-0.221428,0.4416,-1.0,1.619478,0.066325,0.431846,0.501829,0.0,0.0,0.0
AG,follow,conservative,2.0,3.0,24,2394,1598.0,2394,0.008043,0.021893,-0.22176,0.449457,-1.0,1.620539,0.051796,0.442356,0.505848,0.0,0.0,0.0
CU,follow,conservative,2.0,3.0,24,1707,1126.0,1707,-0.012145,-0.039921,-0.224807,0.429994,-1.0,1.397332,0.022847,0.417692,0.559461,0.0,0.0,0.0
ALL,follow,conservative,2.0,3.0,24,4101,2724.0,4101,-0.000302,-0.003837,-0.222092,0.441356,-1.0,1.546554,0.039746,0.43209,0.528164,0.0,0.0,0.0
AG,follow,exclude,2.0,3.0,24,2394,1598.0,2394,0.008043,0.021893,-0.22176,0.449457,-1.0,1.620539,0.051796,0.442356,0.505848,0.0,0.0,0.0
CU,follow,exclude,2.0,3.0,24,1707,1126.0,1707,-0.012145,-0.039921,-0.224807,0.429994,-1.0,1.397332,0.022847,0.417692,0.559461,0.0,0.0,0.0
ALL,follow,exclude,2.0,3.0,24,4101,2724.0,4101,-0.000302,-0.003837,-0.222092,0.441356,-1.0,1.546554,0.039746,0.43209,0.528164,0.0,0.0,0.0
AG,follow,optimistic,2.0,3.0,24,2394,1598.0,2394,0.008043,0.021893,-0.22176,0.449457,-1.0,1.620539,0.051796,0.442356,0.505848,0.0,0.0,0.0
CU,follow,optimistic,2.0,3.0,24,1707,1126.0,1707,-0.012145,-0.039921,-0.224807,0.429994,-1.0,1.397332,0.022847,0.417692,0.559461,0.0,0.0,0.0
ALL,follow,optimistic,2.0,3.0,24,4101,2724.0,4101,-0.000302,-0.003837,-0.222092,0.441356,-1.0,1.546554,0.039746,0.43209,0.528164,0.0,0.0,0.0
AG,fade,conservative,0.5,1.0,6,5251,3621.0,5251,-0.096397,-0.131728,-1.0,0.433632,-1.0,1.0,0.433251,0.459151,0.002285,0.105313,0.000381,0.000762
CU,fade,conservative,0.5,1.0,6,4513,3128.0,4513,-0.125672,-0.145683,-1.0,0.42721,-1.0,1.0,0.425659,0.486816,0.002437,0.085088,0.000665,0.000665
RB,fade,conservative,0.5,1.0,6,3388,2293.0,3388,-0.095814,-0.072504,-1.0,0.4634,-1.0,1.0,0.460744,0.431818,0.004427,0.103011,0.000295,0.000295
M,fade,conservative,0.5,1.0,6,3331,2270.0,3331,-0.124361,-0.126178,-1.0,0.435605,-1.0,1.0,0.431402,0.467727,0.008106,0.092765,0.0,0.0003
ALL,fade,conservative,0.5,1.0,6,16483,11312.0,16483,-0.109986,-0.122254,-1.0,0.438391,-1.0,1.0,0.43645,0.462841,0.003943,0.096766,0.000364,0.000546
AG,fade,exclude,0.5,1.0,6,5251,3621.0,4698,-0.010301,-0.029524,-1.0,0.484674,-1.0,1.0,0.433251,0.459151,0.002285,0.105313,0.000381,0.000762
CU,fade,exclude,0.5,1.0,6,4513,3128.0,4129,-0.052685,-0.066231,-1.0,0.466941,-1.0,1.0,0.425659,0.486816,0.002437,0.085088,0.000665,0.000665
RB,fade,exclude,0.5,1.0,6,3388,2293.0,3039,-0.009886,0.03401,1.0,0.516617,-1.0,1.0,0.460744,0.431818,0.004427,0.103011,0.000295,0.000295
M,fade,exclude,0.5,1.0,6,3331,2270.0,3022,-0.040685,-0.036829,-1.0,0.480146,-1.0,1.0,0.431402,0.467727,0.008106,0.092765,0.0,0.0003
ALL,fade,exclude,0.5,1.0,6,16483,11312.0,14888,-0.028107,-0.028219,-1.0,0.485357,-1.0,1.0,0.43645,0.462841,0.003943,0.096766,0.000364,0.000546
AG,fade,optimistic,0.5,1.0,6,5251,3621.0,5251,0.077588,0.078898,1.0,0.538945,-1.0,1.0,0.433251,0.459151,0.002285,0.105313,0.000381,0.000762
CU,fade,optimistic,0.5,1.0,6,4513,3128.0,4513,0.02842,0.024492,1.0,0.512298,-1.0,1.0,0.425659,0.486816,0.002437,0.085088,0.000665,0.000665
RB,fade,optimistic,0.5,1.0,6,3388,2293.0,3388,0.077758,0.133517,1.0,0.566411,-1.0,1.0,0.460744,0.431818,0.004427,0.103011,0.000295,0.000295
M,fade,optimistic,0.5,1.0,6,3331,2270.0,3331,0.050088,0.059352,1.0,0.52837,-1.0,1.0,0.431402,0.467727,0.008106,0.092765,0.0,0.0003
ALL,fade,optimistic,0.5,1.0,6,16483,11312.0,16483,0.058508,0.071278,1.0,0.535157,-1.0,1.0,0.43645,0.462841,0.003943,0.096766,0.000364,0.000546
AG,fade,conservative,0.5,1.5,6,5251,3621.0,5251,-0.031691,-0.067491,-1.0,0.373643,-1.0,1.5,0.368501,0.569987,0.009712,0.0518,0.000381,0.0
CU,fade,conservative,0.5,1.5,6,4513,3128.0,4513,-0.073525,-0.089895,-1.0,0.364503,-1.0,1.5,0.359849,0.593618,0.009971,0.036561,0.000665,0.000886
RB,fade,conservative,0.5,1.5,6,3388,2293.0,3388,-0.068462,-0.025546,-1.0,0.390791,-1.0,1.5,0.37928,0.559917,0.018005,0.042798,0.000295,0.0
M,fade,conservative,0.5,1.5,6,3331,2270.0,3331,-0.093623,-0.098018,-1.0,0.360853,-1.0,1.5,0.353347,0.587511,0.01441,0.044731,0.0,0.0
ALL,fade,conservative,0.5,1.5,6,16483,11312.0,16483,-0.063141,-0.071173,-1.0,0.37208,-1.0,1.5,0.365285,0.577929,0.012437,0.044349,0.000364,0.000243
AG,fade,exclude,0.5,1.5,6,5251,3621.0,4979,0.01278,-0.016548,-1.0,0.394055,-1.0,1.5,0.368501,0.569987,0.009712,0.0518,0.000381,0.0
CU,fade,exclude,0.5,1.5,6,4513,3128.0,4348,-0.041979,-0.055358,-1.0,0.378335,-1.0,1.5,0.359849,0.593618,0.009971,0.036561,0.000665,0.000886
RB,fade,exclude,0.5,1.5,6,3388,2293.0,3243,-0.037505,0.018023,-1.0,0.408264,-1.0,1.5,0.37928,0.559917,0.018005,0.042798,0.000295,0.0
M,fade,exclude,0.5,1.5,6,3331,2270.0,3182,-0.058579,-0.055782,-1.0,0.37775,-1.0,1.5,0.353347,0.587511,0.01441,0.044731,0.0,0.0
ALL,fade,exclude,0.5,1.5,6,16483,11312.0,15752,-0.026993,-0.028069,-1.0,0.389347,-1.0,1.5,0.365285,0.577929,0.012437,0.044349,0.000364,0.000243
AG,fade,optimistic,0.5,1.5,6,5251,3621.0,5251,0.078085,0.062008,-1.0,0.425443,-1.0,1.5,0.368501,0.569987,0.009712,0.0518,0.000381,0.0
CU,fade,optimistic,0.5,1.5,6,4513,3128.0,4513,0.008796,0.001507,-1.0,0.401064,-1.0,1.5,0.359849,0.593618,0.009971,0.036561,0.000665,0.000886
RB,fade,optimistic,0.5,1.5,6,3388,2293.0,3388,0.011946,0.081449,-1.0,0.433589,-1.0,1.5,0.37928,0.559917,0.018005,0.042798,0.000295,0.0
M,fade,optimistic,0.5,1.5,6,3331,2270.0,3331,-0.000561,0.01381,-1.0,0.405584,-1.0,1.5,0.353347,0.587511,0.01441,0.044731,0.0,0.0
ALL,fade,optimistic,0.5,1.5,6,16483,11312.0,16483,0.029736,0.039699,-1.0,0.416429,-1.0,1.5,0.365285,0.577929,0.012437,0.044349,0.000364,0.000243
AG,fade,conservative,0.5,2.0,6,5251,3621.0,5251,0.004948,-0.038061,-1.0,0.326414,-1.0,2.0,0.308894,0.633213,0.02609,0.031803,0.000571,0.000381
CU,fade,conservative,0.5,2.0,6,4513,3128.0,4513,-0.041658,-0.063978,-1.0,0.317084,-1.0,2.0,0.299136,0.650343,0.028584,0.021937,0.000665,0.001329
RB,fade,conservative,0.5,2.0,6,3388,2293.0,3388,-0.054793,-0.004603,-1.0,0.337957,-1.0,2.0,0.311393,0.628985,0.038666,0.020956,0.000295,0.0
M,fade,conservative,0.5,2.0,6,3331,2270.0,3331,-0.074151,-0.083244,-1.0,0.310417,-1.0,2.0,0.287001,0.654458,0.035125,0.023416,0.000901,0.000901
ALL,fade,conservative,0.5,2.0,6,16483,11312.0,16483,-0.035922,-0.047411,-1.0,0.322999,-1.0,2.0,0.302311,0.641327,0.031184,0.025177,0.000607,0.000667
AG,fade,exclude,0.5,2.0,6,5251,3621.0,5084,0.031439,-0.006463,-1.0,0.337136,-1.0,2.0,0.308894,0.633213,0.02609,0.031803,0.000571,0.000381
CU,fade,exclude,0.5,2.0,6,4513,3128.0,4414,-0.024188,-0.042984,-1.0,0.324196,-1.0,2.0,0.299136,0.650343,0.028584,0.021937,0.000665,0.001329
RB,fade,exclude,0.5,2.0,6,3388,2293.0,3317,-0.042157,0.016703,-1.0,0.345191,-1.0,2.0,0.311393,0.628985,0.038666,0.020956,0.000295,0.0
M,fade,exclude,0.5,2.0,6,3331,2270.0,3253,-0.056487,-0.061262,-1.0,0.31786,-1.0,2.0,0.287001,0.654458,0.035125,0.023416,0.000901,0.000901
ALL,fade,exclude,0.5,2.0,6,16483,11312.0,16068,-0.016645,-0.022808,-1.0,0.331342,-1.0,2.0,0.302311,0.641327,0.031184,0.025177,0.000607,0.000667
AG,fade,optimistic,0.5,2.0,6,5251,3621.0,5251,0.081999,0.057349,-1.0,0.358217,-1.0,2.0,0.308894,0.633213,0.02609,0.031803,0.000571,0.000381
CU,fade,optimistic,0.5,2.0,6,4513,3128.0,4513,0.012051,0.001832,-1.0,0.339021,-1.0,2.0,0.299136,0.650343,0.028584,0.021937,0.000665,0.001329
RB,fade,optimistic,0.5,2.0,6,3388,2293.0,3388,-0.015216,0.058266,-1.0,0.358914,-1.0,2.0,0.311393,0.628985,0.038666,0.020956,0.000295,0.0
M,fade,optimistic,0.5,2.0,6,3331,2270.0,3331,-0.017984,-0.012995,-1.0,0.333834,-1.0,2.0,0.287001,0.654458,0.035125,0.023416,0.000901,0.000901
ALL,fade,optimistic,0.5,2.0,6,16483,11312.0,16483,0.022887,0.028121,-1.0,0.348177,-1.0,2.0,0.302311,0.641327,0.031184,0.025177,0.000607,0.000667
AG,fade,conservative,0.5,2.5,6,5251,3621.0,5251,0.01953,-0.021852,-1.0,0.294039,-1.0,2.5,0.256713,0.674538,0.049705,0.019044,0.000571,0.00019
CU,fade,conservative,0.5,2.5,6,4513,3128.0,4513,-0.028337,-0.044129,-1.0,0.286284,-1.0,2.5,0.24928,0.682473,0.054066,0.014181,0.000665,0.000222
RB,fade,conservative,0.5,2.5,6,3388,2293.0,3388,-0.028702,0.01864,-1.0,0.306966,-1.0,2.5,0.257969,0.665584,0.067001,0.009445,0.000295,0.0
M,fade,conservative,0.5,2.5,6,3331,2270.0,3331,-0.060621,-0.063144,-1.0,0.282498,-1.0,2.5,0.234764,0.688982,0.063945,0.012309,0.000901,0.0
ALL,fade,conservative,0.5,2.5,6,16483,11312.0,16483,-0.019567,-0.027973,-1.0,0.29224,-1.0,2.5,0.250501,0.677789,0.057332,0.014378,0.000607,0.000121
AG,fade,exclude,0.5,2.5,6,5251,3621.0,5151,0.033806,-0.002862,-1.0,0.299748,-1.0,2.5,0.256713,0.674538,0.049705,0.019044,0.000571,0.00019
CU,fade,exclude,0.5,2.5,6,4513,3128.0,4449,-0.017977,-0.030379,-1.0,0.290402,-1.0,2.5,0.24928,0.682473,0.054066,0.014181,0.000665,0.000222
RB,fade,exclude,0.5,2.5,6,3388,2293.0,3356,-0.023057,0.028353,-1.0,0.309893,-1.0,2.5,0.257969,0.665584,0.067001,0.009445,0.000295,0.0
M,fade,exclude,0.5,2.5,6,3331,2270.0,3290,-0.052902,-0.051469,-1.0,0.286018,-1.0,2.5,0.234764,0.688982,0.063945,0.012309,0.000901,0.0
ALL,fade,exclude,0.5,2.5,6,16483,11312.0,16246,-0.00952,-0.013793,-1.0,0.296504,-1.0,2.5,0.250501,0.677789,0.057332,0.014378,0.000607,0.000121
AG,fade,optimistic,0.5,2.5,6,5251,3621.0,5251,0.06786,0.044802,-1.0,0.313083,-1.0,2.5,0.256713,0.674538,0.049705,0.019044,0.000571,0.00019
CU,fade,optimistic,0.5,2.5,6,4513,3128.0,4513,0.008587,0.005505,-1.0,0.300465,-1.0,2.5,0.24928,0.682473,0.054066,0.014181,0.000665,0.000222
RB,fade,optimistic,0.5,2.5,6,3388,2293.0,3388,-0.008478,0.051698,-1.0,0.316411,-1.0,2.5,0.257969,0.665584,0.067001,0.009445,0.000295,0.0
M,fade,optimistic,0.5,2.5,6,3331,2270.0,3331,-0.032097,-0.020064,-1.0,0.294806,-1.0,2.5,0.234764,0.688982,0.063945,0.012309,0.000901,0.0
ALL,fade,optimistic,0.5,2.5,6,16483,11312.0,16483,0.015937,0.022352,-1.0,0.306619,-1.0,2.5,0.250501,0.677789,0.057332,0.014378,0.000607,0.000121
AG,fade,conservative,0.5,3.0,6,5251,3621.0,5251,0.047103,0.007016,-1.0,0.276328,-1.0,3.0,0.220149,0.697201,0.070844,0.011807,0.000571,0.000571
CU,fade,conservative,0.5,3.0,6,4513,3128.0,4513,-0.030275,-0.052566,-1.0,0.261024,-1.0,3.0,0.200975,0.70862,0.080213,0.010193,0.000665,0.000665
RB,fade,conservative,0.5,3.0,6,3388,2293.0,3388,-0.031324,0.01531,-1.0,0.285124,-1.0,3.0,0.206021,0.689787,0.10183,0.002361,0.000295,0.001771
M,fade,conservative,0.5,3.0,6,3331,2270.0,3331,-0.050205,-0.046355,-1.0,0.263585,-1.0,3.0,0.194836,0.706394,0.090063,0.008706,0.000901,0.0003
ALL,fade,conservative,0.5,3.0,6,16483,11312.0,16483,-0.009718,-0.018378,-1.0,0.271371,-1.0,3.0,0.20688,0.700661,0.083662,0.008797,0.000607,0.000789
AG,fade,exclude,0.5,3.0,6,5251,3621.0,5189,0.056439,0.019048,-1.0,0.27963,-1.0,3.0,0.220149,0.697201,0.070844,0.011807,0.000571,0.000571
CU,fade,exclude,0.5,3.0,6,4513,3128.0,4467,-0.023406,-0.04281,-1.0,0.263712,-1.0,3.0,0.200975,0.70862,0.080213,0.010193,0.000665,0.000665
RB,fade,exclude,0.5,3.0,6,3388,2293.0,3380,-0.029101,0.017713,-1.0,0.285799,-1.0,3.0,0.206021,0.689787,0.10183,0.002361,0.000295,0.001771
M,fade,exclude,0.5,3.0,6,3331,2270.0,3302,-0.046002,-0.03798,-1.0,0.265899,-1.0,3.0,0.194836,0.706394,0.090063,0.008706,0.000901,0.0003
ALL,fade,exclude,0.5,3.0,6,16483,11312.0,16338,-0.003618,-0.009666,-1.0,0.273779,-1.0,3.0,0.20688,0.700661,0.083662,0.008797,0.000607,0.000789
AG,fade,optimistic,0.5,3.0,6,5251,3621.0,5251,0.082452,0.054245,-1.0,0.288136,-1.0,3.0,0.220149,0.697201,0.070844,0.011807,0.000571,0.000571
CU,fade,optimistic,0.5,3.0,6,4513,3128.0,4513,-0.002142,-0.011795,-1.0,0.271216,-1.0,3.0,0.200975,0.70862,0.080213,0.010193,0.000665,0.000665
RB,fade,optimistic,0.5,3.0,6,3388,2293.0,3388,-0.022166,0.024755,-1.0,0.287485,-1.0,3.0,0.206021,0.689787,0.10183,0.002361,0.000295,0.001771
M,fade,optimistic,0.5,3.0,6,3331,2270.0,3331,-0.032583,-0.011531,-1.0,0.272291,-1.0,3.0,0.194836,0.706394,0.090063,0.008706,0.000901,0.0003
ALL,fade,optimistic,0.5,3.0,6,16483,11312.0,16483,0.014769,0.01681,-1.0,0.280167,-1.0,3.0,0.20688,0.700661,0.083662,0.008797,0.000607,0.000789
AG,fade,conservative,0.75,1.0,6,5251,3621.0,5251,-0.010321,-0.042832,-1.0,0.477242,-1.0,1.0,0.461817,0.481623,0.03466,0.021901,0.0,0.0
CU,fade,conservative,0.75,1.0,6,4513,3128.0,4513,-0.046051,-0.060718,-1.0,0.469089,-1.0,1.0,0.451141,0.499003,0.036561,0.013295,0.001551,0.001773
RB,fade,conservative,0.75,1.0,6,3388,2293.0,3388,-0.030187,-0.000303,0.0,0.495277,-1.0,1.0,0.471074,0.456021,0.053719,0.019185,0.0,0.0
M,fade,conservative,0.75,1.0,6,3331,2270.0,3331,-0.033338,-0.0477,-1.0,0.47193,-1.0,1.0,0.458421,0.489643,0.034224,0.017712,0.001801,0.0006
ALL,fade,conservative,0.75,1.0,6,16483,11312.0,16483,-0.028847,-0.039971,-1.0,0.477644,-1.0,1.0,0.46011,0.48274,0.03901,0.01814,0.000789,0.000607
AG,fade,exclude,0.75,1.0,6,5251,3621.0,5136,0.008337,-0.0214,-0.400401,0.487928,-1.0,1.0,0.461817,0.481623,0.03466,0.021901,0.0,0.0
CU,fade,exclude,0.75,1.0,6,4513,3128.0,4453,-0.034944,-0.048063,-1.0,0.47541,-1.0,1.0,0.451141,0.499003,0.036561,0.013295,0.001551,0.001773
RB,fade,exclude,0.75,1.0,6,3388,2293.0,3323,-0.019929,0.019252,0.315238,0.504965,-1.0,1.0,0.471074,0.456021,0.053719,0.019185,0.0,0.0
M,fade,exclude,0.75,1.0,6,3331,2270.0,3272,-0.019954,-0.030528,-0.754207,0.48044,-1.0,1.0,0.458421,0.489643,0.034224,0.017712,0.001801,0.0006
ALL,fade,exclude,0.75,1.0,6,16483,11312.0,16184,-0.01509,-0.022235,-0.341507,0.486468,-1.0,1.0,0.46011,0.48274,0.03901,0.01814,0.000789,0.000607
AG,fade,optimistic,0.75,1.0,6,5251,3621.0,5251,0.026686,0.000969,0.0,0.499143,-1.0,1.0,0.461817,0.481623,0.03466,0.021901,0.0,0.0
CU,fade,optimistic,0.75,1.0,6,4513,3128.0,4513,-0.023033,-0.034129,-0.748561,0.482384,-1.0,1.0,0.451141,0.499003,0.036561,0.013295,0.001551,0.001773
RB,fade,optimistic,0.75,1.0,6,3388,2293.0,3388,-0.009253,0.038068,0.49202,0.514463,-1.0,1.0,0.471074,0.456021,0.053719,0.019185,0.0,0.0
M,fade,optimistic,0.75,1.0,6,3331,2270.0,3331,-0.006025,-0.012275,-0.191138,0.489643,-1.0,1.0,0.458421,0.489643,0.034224,0.017712,0.001801,0.0006
ALL,fade,optimistic,0.75,1.0,6,16483,11312.0,16483,-0.000912,-0.003691,0.0,0.495784,-1.0,1.0,0.46011,0.48274,0.03901,0.01814,0.000789,0.000607
AG,fade,conservative,0.75,1.5,6,5251,3621.0,5251,0.017086,-0.019842,-1.0,0.404685,-1.0,1.5,0.352314,0.55399,0.083413,0.010284,0.0,0.000762
CU,fade,conservative,0.75,1.5,6,4513,3128.0,4513,-0.021113,-0.038899,-1.0,0.394195,-1.0,1.5,0.343009,0.559938,0.090405,0.006647,0.001551,0.001994
RB,fade,conservative,0.75,1.5,6,3388,2293.0,3388,-0.01606,0.018752,-1.0,0.41588,-1.0,1.5,0.346517,0.52686,0.121311,0.005313,0.0,0.000295
M,fade,conservative,0.75,1.5,6,3331,2270.0,3331,-0.026094,-0.033511,-1.0,0.393576,-1.0,1.5,0.333834,0.558691,0.102372,0.005104,0.002702,0.000901
ALL,fade,conservative,0.75,1.5,6,16483,11312.0,16483,-0.008861,-0.019889,-1.0,0.401869,-1.0,1.5,0.34484,0.550992,0.096948,0.00722,0.000971,0.001031
AG,fade,exclude,0.75,1.5,6,5251,3621.0,5197,0.025869,-0.009657,-1.0,0.40889,-1.0,1.5,0.352314,0.55399,0.083413,0.010284,0.0,0.000762
CU,fade,exclude,0.75,1.5,6,4513,3128.0,4483,-0.01608,-0.032468,-1.0,0.396832,-1.0,1.5,0.343009,0.559938,0.090405,0.006647,0.001551,0.001994
RB,fade,exclude,0.75,1.5,6,3388,2293.0,3370,-0.01434,0.024193,-1.0,0.418101,-1.0,1.5,0.346517,0.52686,0.121311,0.005313,0.0,0.000295
M,fade,exclude,0.75,1.5,6,3331,2270.0,3314,-0.021784,-0.028553,-1.0,0.395594,-1.0,1.5,0.333834,0.558691,0.102372,0.005104,0.002702,0.000901
ALL,fade,exclude,0.75,1.5,6,16483,11312.0,16364,-0.003487,-0.012762,-1.0,0.404791,-1.0,1.5,0.34484,0.550992,0.096948,0.00722,0.000971,0.001031
AG,fade,optimistic,0.75,1.5,6,5251,3621.0,5251,0.038489,0.005868,-1.0,0.414969,-1.0,1.5,0.352314,0.55399,0.083413,0.010284,0.0,0.000762
CU,fade,optimistic,0.75,1.5,6,4513,3128.0,4513,-0.008325,-0.022281,-1.0,0.400842,-1.0,1.5,0.343009,0.559938,0.090405,0.006647,0.001551,0.001994
RB,fade,optimistic,0.75,1.5,6,3388,2293.0,3388,-0.011699,0.032034,-1.0,0.421192,-1.0,1.5,0.346517,0.52686,0.121311,0.005313,0.0,0.000295
M,fade,optimistic,0.75,1.5,6,3331,2270.0,3331,-0.01508,-0.020752,-1.0,0.398679,-1.0,1.5,0.333834,0.558691,0.102372,0.005104,0.002702,0.000901
ALL,fade,optimistic,0.75,1.5,6,16483,11312.0,16483,0.004621,-0.00184,-1.0,0.409088,-1.0,1.5,0.34484,0.550992,0.096948,0.00722,0.000971,0.001031
AG,fade,conservative,0.75,2.0,6,5251,3621.0,5251,0.04427,0.004722,-1.0,0.36812,-1.0,2.0,0.272329,0.586555,0.136736,0.00438,0.0,0.000571
CU,fade,conservative,0.75,2.0,6,4513,3128.0,4513,-0.020674,-0.040407,-1.0,0.352094,-1.0,2.0,0.249501,0.592067,0.155107,0.003324,0.001551,0.000886
