symbol,quant_bin,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
ALL,HIGH,fade,conservative,2.0,2.0,12,2085,1507.0,2085,0.009813,0.005932,-0.108429,0.433573,-1.0,1.503094,0.092566,0.278177,0.629257,0.0,0.0,0.0
ALL,LOW,fade,conservative,2.0,2.5,12,700,566.0,700,0.054541,0.061475,0.0,0.48,-1.0,1.175863,0.028571,0.218571,0.752857,0.0,0.0,0.0
ALL,MID,fade,conservative,2.0,2.5,12,1453,1143.0,1453,0.021998,0.02016,-0.087835,0.441844,-1.0,1.313941,0.047488,0.275981,0.676531,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,2.5,12,2085,1507.0,2085,0.017764,0.013025,-0.119041,0.431655,-1.0,1.331076,0.056115,0.279616,0.664269,0.0,0.0,0.0
ALL,LOW,fade,conservative,2.0,3.0,12,700,566.0,700,0.050733,0.054942,0.0,0.478571,-1.0,1.157759,0.012857,0.218571,0.768571,0.0,0.0,0.0
ALL,MID,fade,conservative,2.0,3.0,12,1453,1143.0,1453,0.023291,0.018253,-0.087835,0.441844,-1.0,1.252815,0.0234,0.275981,0.700619,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,3.0,12,2085,1507.0,2085,0.020587,0.016762,-0.121045,0.430695,-1.0,1.303663,0.033573,0.280576,0.685851,0.0,0.0,0.0
ALL,LOW,fade,conservative,0.5,1.0,24,146,115.0,146,0.130435,0.082192,1.0,0.541096,-1.0,1.0,0.541096,0.39726,0.0,0.061644,0.0,0.0
ALL,MID,fade,conservative,0.5,1.0,24,593,479.0,593,-0.077244,-0.052277,-1.0,0.473862,-1.0,1.0,0.473862,0.468803,0.0,0.057336,0.0,0.0
ALL,HIGH,fade,conservative,0.5,1.0,24,1252,924.0,1252,-0.123338,-0.151644,-1.0,0.424121,-1.0,1.0,0.424121,0.472045,0.0,0.103834,0.0,0.003195
ALL,LOW,fade,conservative,0.5,1.5,24,146,115.0,146,0.217391,0.14726,-1.0,0.458904,-1.0,1.5,0.458904,0.513699,0.0,0.027397,0.0,0.0
ALL,MID,fade,conservative,0.5,1.5,24,593,479.0,593,-0.029228,0.024452,-1.0,0.409781,-1.0,1.5,0.409781,0.551433,0.0,0.038786,0.0,0.0
ALL,HIGH,fade,conservative,0.5,1.5,24,1252,924.0,1252,-0.07451,-0.114627,-1.0,0.353834,-1.0,1.5,0.353035,0.596645,0.001597,0.048722,0.0,0.0
ALL,LOW,fade,conservative,0.5,2.0,24,146,115.0,146,0.278261,0.212329,-1.0,0.40411,-1.0,2.0,0.40411,0.582192,0.0,0.013699,0.0,0.0
ALL,MID,fade,conservative,0.5,2.0,24,593,479.0,593,0.025057,0.086051,-1.0,0.362563,-1.0,2.0,0.360877,0.605396,0.001686,0.03204,0.0,0.003373
ALL,HIGH,fade,conservative,0.5,2.0,24,1252,924.0,1252,-0.045941,-0.096205,-1.0,0.301118,-1.0,2.0,0.300319,0.671725,0.001597,0.026358,0.0,0.000799
ALL,LOW,fade,conservative,0.5,2.5,24,146,115.0,146,0.247826,0.150685,-1.0,0.328767,-1.0,2.5,0.328767,0.671233,0.0,0.0,0.0,0.0
ALL,MID,fade,conservative,0.5,2.5,24,593,479.0,593,-0.01149,0.075879,-1.0,0.3086,-1.0,2.5,0.305228,0.674536,0.005059,0.015177,0.0,0.0
ALL,HIGH,fade,conservative,0.5,2.5,24,1252,924.0,1252,-0.069441,-0.113106,-1.0,0.253195,-1.0,2.5,0.251597,0.726837,0.003994,0.017572,0.0,0.0
ALL,LOW,fade,conservative,0.5,3.0,24,146,115.0,146,0.286957,0.205479,-1.0,0.30137,-1.0,3.0,0.30137,0.69863,0.0,0.0,0.0,0.0
ALL,MID,fade,conservative,0.5,3.0,24,593,479.0,593,0.002618,0.081617,-1.0,0.274874,-1.0,3.0,0.266442,0.715008,0.011804,0.006745,0.0,0.0
ALL,HIGH,fade,conservative,0.5,3.0,24,1252,924.0,1252,-0.024854,-0.074378,-1.0,0.233227,-1.0,3.0,0.226837,0.753994,0.008786,0.010383,0.0,0.0
ALL,LOW,fade,conservative,0.75,1.0,24,146,115.0,146,0.165217,0.109589,1.0,0.554795,-1.0,1.0,0.554795,0.438356,0.0,0.006849,0.0,0.0
ALL,MID,fade,conservative,0.75,1.0,24,593,479.0,593,-0.008592,0.016668,1.0,0.507589,-1.0,1.0,0.507589,0.473862,0.001686,0.016863,0.0,0.0
ALL,HIGH,fade,conservative,0.75,1.0,24,1252,924.0,1252,-0.031423,-0.05727,-1.0,0.471246,-1.0,1.0,0.469649,0.50639,0.002396,0.021565,0.0,0.0
ALL,LOW,fade,conservative,0.75,1.5,24,146,115.0,146,0.130435,0.061644,-1.0,0.424658,-1.0,1.5,0.424658,0.575342,0.0,0.0,0.0,0.0
ALL,MID,fade,conservative,0.75,1.5,24,593,479.0,593,0.026457,0.073647,-1.0,0.430017,-1.0,1.5,0.426644,0.556492,0.005059,0.011804,0.0,0.001686
ALL,HIGH,fade,conservative,0.75,1.5,24,1252,924.0,1252,-0.025818,-0.044081,-1.0,0.382588,-1.0,1.5,0.38099,0.603035,0.002396,0.013578,0.0,0.000799
ALL,LOW,fade,conservative,0.75,2.0,24,146,115.0,146,0.249939,0.180605,-1.0,0.40411,-1.0,2.0,0.376712,0.59589,0.027397,0.0,0.0,0.0
ALL,MID,fade,conservative,0.75,2.0,24,593,479.0,593,0.048844,0.081776,-1.0,0.36425,-1.0,2.0,0.354132,0.627319,0.015177,0.003373,0.0,0.001686
ALL,HIGH,fade,conservative,0.75,2.0,24,1252,924.0,1252,-0.013959,-0.027205,-1.0,0.327476,-1.0,2.0,0.316294,0.658147,0.015176,0.010383,0.0,0.0
ALL,LOW,fade,conservative,0.75,2.5,24,146,115.0,146,0.394228,0.325079,-1.0,0.39726,-1.0,2.5,0.356164,0.60274,0.041096,0.0,0.0,0.0
ALL,MID,fade,conservative,0.75,2.5,24,593,479.0,593,0.062015,0.10169,-1.0,0.325464,-1.0,2.5,0.298482,0.667791,0.033727,0.0,0.0,0.0
ALL,HIGH,fade,conservative,0.75,2.5,24,1252,924.0,1252,-0.000332,-0.019939,-1.0,0.286741,-1.0,2.5,0.267572,0.703674,0.023962,0.004792,0.0,0.0
ALL,LOW,fade,conservative,0.75,3.0,24,146,115.0,146,0.38636,0.322307,-1.0,0.363014,-1.0,3.0,0.280822,0.630137,0.089041,0.0,0.0,0.0
ALL,MID,fade,conservative,0.75,3.0,24,593,479.0,593,0.105452,0.150169,-1.0,0.310287,-1.0,3.0,0.259696,0.681282,0.057336,0.001686,0.0,0.0
ALL,HIGH,fade,conservative,0.75,3.0,24,1252,924.0,1252,0.016145,0.000169,-1.0,0.263578,-1.0,3.0,0.230831,0.726837,0.03754,0.004792,0.0,0.0
ALL,LOW,fade,conservative,1.0,1.0,24,146,115.0,146,0.095652,0.082192,1.0,0.541096,-1.0,1.0,0.541096,0.452055,0.0,0.006849,0.0,0.0
ALL,MID,fade,conservative,1.0,1.0,24,593,479.0,593,0.000981,0.051498,1.0,0.524452,-1.0,1.0,0.522766,0.470489,0.005059,0.001686,0.0,0.006745
ALL,HIGH,fade,conservative,1.0,1.0,24,1252,924.0,1252,-0.004433,-0.029302,-1.0,0.485623,-1.0,1.0,0.480831,0.504792,0.007987,0.00639,0.000799,0.001597
ALL,LOW,fade,conservative,1.0,1.5,24,146,115.0,146,0.145714,0.112507,-1.0,0.458904,-1.0,1.5,0.417808,0.541096,0.041096,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,1.5,24,593,479.0,593,0.008272,0.045756,-1.0,0.423272,-1.0,1.5,0.406408,0.569983,0.023609,0.0,0.0,0.001686
ALL,HIGH,fade,conservative,1.0,1.5,24,1252,924.0,1252,0.014032,-0.001447,-1.0,0.404952,-1.0,1.5,0.383387,0.578275,0.033546,0.004792,0.000799,0.0
ALL,LOW,fade,conservative,1.0,2.0,24,146,115.0,146,0.293677,0.266725,-1.0,0.445205,-1.0,2.0,0.383562,0.547945,0.068493,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,2.0,24,593,479.0,593,0.030213,0.078163,-1.0,0.374368,-1.0,2.0,0.333895,0.610455,0.055649,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.0,2.0,24,1252,924.0,1252,0.00374,-0.024121,-1.0,0.342652,-1.0,2.0,0.291534,0.632588,0.072684,0.003195,0.001597,0.0
ALL,LOW,fade,conservative,1.0,2.5,24,146,115.0,146,0.294708,0.281235,-1.0,0.417808,-1.0,2.5,0.294521,0.575342,0.130137,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,2.5,24,593,479.0,593,0.018815,0.072467,-1.0,0.342327,-1.0,2.5,0.259696,0.640809,0.099494,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.0,2.5,24,1252,924.0,1252,0.013214,-0.00373,-1.0,0.319489,-1.0,2.5,0.234026,0.655751,0.107029,0.003195,0.001597,0.0
ALL,LOW,fade,conservative,1.0,3.0,24,146,115.0,146,0.375425,0.37906,-1.0,0.410959,-1.0,3.0,0.273973,0.582192,0.143836,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,3.0,24,593,479.0,593,0.034879,0.085684,-1.0,0.328836,-1.0,3.0,0.20742,0.652614,0.139966,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.0,3.0,24,1252,924.0,1252,0.000319,-0.000142,-1.0,0.300319,-1.0,3.0,0.191693,0.67492,0.133387,0.0,0.001597,0.0
ALL,LOW,fade,conservative,1.25,1.0,24,146,115.0,146,0.071555,0.071628,1.0,0.541096,-1.0,1.0,0.527397,0.458904,0.013699,0.0,0.013699,0.0
ALL,MID,fade,conservative,1.25,1.0,24,593,479.0,593,-0.001973,0.039993,1.0,0.517707,-1.0,1.0,0.505902,0.470489,0.023609,0.0,0.001686,0.0
ALL,HIGH,fade,conservative,1.25,1.0,24,1252,924.0,1252,0.004734,-0.014724,-0.12188,0.49361,-1.0,1.0,0.472045,0.484026,0.039936,0.003994,0.003195,0.0
ALL,LOW,fade,conservative,1.25,1.5,24,146,115.0,146,0.233177,0.247289,0.466498,0.520548,-1.0,1.5,0.465753,0.479452,0.054795,0.0,0.013699,0.0
ALL,MID,fade,conservative,1.25,1.5,24,593,479.0,593,-0.00769,0.020541,-1.0,0.423272,-1.0,1.5,0.370995,0.556492,0.072513,0.0,0.001686,0.0
ALL,HIGH,fade,conservative,1.25,1.5,24,1252,924.0,1252,0.041014,0.019419,-1.0,0.426518,-1.0,1.5,0.361821,0.54393,0.091054,0.003195,0.003195,0.0
ALL,LOW,fade,conservative,1.25,2.0,24,146,115.0,146,0.240577,0.245579,-1.0,0.472603,-1.0,2.0,0.328767,0.520548,0.150685,0.0,0.013699,0.0
ALL,MID,fade,conservative,1.25,2.0,24,593,479.0,593,-0.00291,0.032385,-1.0,0.387858,-1.0,2.0,0.27656,0.58516,0.13828,0.0,0.001686,0.0
ALL,HIGH,fade,conservative,1.25,2.0,24,1252,924.0,1252,0.037767,0.019108,-1.0,0.381789,-1.0,2.0,0.269968,0.578275,0.148562,0.003195,0.003195,0.0
ALL,LOW,fade,conservative,1.25,2.5,24,146,115.0,146,0.315655,0.326669,-1.0,0.465753,-1.0,2.5,0.273973,0.527397,0.19863,0.0,0.013699,0.0
ALL,MID,fade,conservative,1.25,2.5,24,593,479.0,593,0.030377,0.06414,-1.0,0.374368,-1.0,2.5,0.214165,0.590219,0.195616,0.0,0.001686,0.0
ALL,HIGH,fade,conservative,1.25,2.5,24,1252,924.0,1252,0.018548,0.013195,-1.0,0.354633,-1.0,2.5,0.203674,0.59984,0.196486,0.0,0.003195,0.0
ALL,LOW,fade,conservative,1.25,3.0,24,146,115.0,146,0.269234,0.270796,-1.0,0.438356,-1.0,3.0,0.157534,0.541096,0.30137,0.0,0.013699,0.0
ALL,MID,fade,conservative,1.25,3.0,24,593,479.0,593,0.035401,0.083678,-1.0,0.365936,-1.0,3.0,0.161889,0.595278,0.242833,0.0,0.001686,0.0
ALL,HIGH,fade,conservative,1.25,3.0,24,1252,924.0,1252,0.00385,0.008679,-1.0,0.342652,-1.0,3.0,0.141374,0.609425,0.249201,0.0,0.003195,0.000799
ALL,LOW,fade,conservative,1.5,1.0,24,146,115.0,146,0.073686,0.081382,0.530296,0.541096,-1.0,1.0,0.493151,0.390411,0.116438,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,1.0,24,593,479.0,593,-0.006926,0.011293,0.0,0.499157,-1.0,1.0,0.468803,0.448567,0.082631,0.0,0.0,0.001686
ALL,HIGH,fade,conservative,1.5,1.0,24,1252,924.0,1252,0.033227,0.023286,0.135779,0.514377,-1.0,1.0,0.464856,0.438498,0.091853,0.004792,0.0,0.0
ALL,LOW,fade,conservative,1.5,1.5,24,146,115.0,146,0.185621,0.186673,0.049319,0.506849,-1.0,1.5,0.383562,0.417808,0.19863,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,1.5,24,593,479.0,593,0.007016,0.03898,-0.647348,0.44688,-1.0,1.5,0.330523,0.489039,0.178752,0.001686,0.0,0.0
ALL,HIGH,fade,conservative,1.5,1.5,24,1252,924.0,1252,0.047167,0.029856,-0.594051,0.436901,-1.0,1.5,0.330671,0.490415,0.175719,0.003195,0.0,0.0
ALL,LOW,fade,conservative,1.5,2.0,24,146,115.0,146,0.25783,0.260978,-0.077397,0.493151,-1.0,2.0,0.294521,0.424658,0.280822,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,2.0,24,593,479.0,593,0.006962,0.040101,-1.0,0.411467,-1.0,2.0,0.236088,0.510961,0.252951,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.5,2.0,24,1252,924.0,1252,0.027063,0.022478,-1.0,0.40016,-1.0,2.0,0.232428,0.521565,0.246006,0.0,0.0,0.0
ALL,LOW,fade,conservative,1.5,2.5,24,146,115.0,146,0.243775,0.23468,-0.311869,0.472603,-1.0,2.5,0.157534,0.424658,0.417808,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,2.5,24,593,479.0,593,0.023107,0.071182,-1.0,0.401349,-1.0,2.5,0.173693,0.517707,0.3086,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.5,2.5,24,1252,924.0,1252,0.009809,0.014565,-1.0,0.382588,-1.0,2.5,0.151757,0.532748,0.315495,0.0,0.0,0.000799
ALL,LOW,fade,conservative,1.5,3.0,24,146,115.0,146,0.244058,0.234044,-0.311869,0.472603,-1.0,3.0,0.10274,0.424658,0.472603,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,3.0,24,593,479.0,593,0.033359,0.094914,-1.0,0.397976,-1.0,3.0,0.121417,0.521079,0.357504,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.5,3.0,24,1252,924.0,1252,0.025145,0.031023,-1.0,0.376198,-1.0,3.0,0.115815,0.532748,0.351438,0.0,0.0,0.000799
ALL,LOW,fade,conservative,2.0,1.0,24,146,115.0,146,0.181142,0.213876,1.0,0.59589,-1.0,1.0,0.513699,0.280822,0.205479,0.0,0.013699,0.0
ALL,MID,fade,conservative,2.0,1.0,24,593,479.0,593,0.028148,0.040809,0.089795,0.512648,-1.0,1.0,0.409781,0.355818,0.234401,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,1.0,24,1252,924.0,1252,0.021277,0.020923,0.049918,0.508786,-1.0,1.0,0.392971,0.354633,0.249201,0.003195,0.0,0.0
ALL,LOW,fade,conservative,2.0,1.5,24,146,115.0,146,0.243516,0.279949,0.381425,0.568493,-1.0,1.5,0.335616,0.30137,0.363014,0.0,0.013699,0.0
ALL,MID,fade,conservative,2.0,1.5,24,593,479.0,593,0.029224,0.043832,-0.101651,0.470489,-1.0,1.5,0.247892,0.372681,0.379427,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,1.5,24,1252,924.0,1252,0.024969,0.029162,-0.212462,0.456869,-1.0,1.5,0.255591,0.381789,0.36262,0.0,0.0,0.0
ALL,LOW,fade,conservative,2.0,2.0,24,146,115.0,146,0.217214,0.243662,0.284884,0.547945,-1.0,2.0,0.130137,0.30137,0.568493,0.0,0.013699,0.006849
ALL,MID,fade,conservative,2.0,2.0,24,593,479.0,593,0.027376,0.060852,-0.171032,0.453626,-1.0,2.0,0.155143,0.382799,0.462057,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,2.0,24,1252,924.0,1252,0.016134,0.026566,-0.280805,0.435304,-1.0,2.0,0.154952,0.389776,0.455272,0.0,0.0,0.0
ALL,LOW,fade,conservative,2.0,2.5,24,146,115.0,146,0.241029,0.276118,0.284884,0.547945,-1.0,2.300199,0.10274,0.30137,0.59589,0.0,0.013699,0.0
ALL,MID,fade,conservative,2.0,2.5,24,593,479.0,593,0.043939,0.086393,-0.171032,0.451939,-1.0,1.866789,0.107926,0.384486,0.507589,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,2.5,24,1252,924.0,1252,0.023374,0.033902,-0.281179,0.429712,-1.0,2.250369,0.100639,0.391374,0.507987,0.0,0.0,0.0
ALL,LOW,fade,conservative,2.0,3.0,24,146,115.0,146,0.183919,0.190038,0.13157,0.520548,-1.0,1.508479,0.054795,0.328767,0.616438,0.0,0.013699,0.0
ALL,MID,fade,conservative,2.0,3.0,24,593,479.0,593,0.053324,0.09139,-0.178827,0.450253,-1.0,1.735385,0.06914,0.386172,0.544688,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,3.0,24,1252,924.0,1252,0.030187,0.047395,-0.281179,0.427316,-1.0,1.769961,0.073482,0.392971,0.533546,0.0,0.0,0.000799
