instrument,horizon,features,learner,stratum,n,auc,brier_skill,logloss_skill,calibration_slope,return_spread
M,H5,S0,gbr,TOP30,1385,0.5266189397060844,-0.0019958897172405177,-0.00163038844114749,0.0998910524281402,6.048602760717165e-05
M,H5,S0,gbr,TOP20,850,0.5237355824438147,-0.0036765929358015814,-0.0029290668992727475,0.09478725967687975,2.1789147451280106e-05
M,H5,S1,logistic,ALL,4921,0.5165024362174107,-0.003841519834522966,-0.006739324990858275,0.024677357010157254,4.493085865439292e-06
M,H5,S1,logistic,TOP50,2130,0.503146714609727,-0.011978979391970457,-0.017916168679495525,-0.0061399916300825435,-1.739591240863234e-05
M,H5,S1,logistic,TOP30,1385,0.5052641292404889,-0.015127987541424526,-0.024959577159217705,-0.008186067409305551,-1.1812784822292524e-05
M,H5,S1,logistic,TOP20,850,0.500534559709471,-0.0242433525915271,-0.04038232663335295,-0.013502471905800542,-0.00014407710869711402
M,H5,S1,gbr,ALL,4921,0.5226538426179718,-0.004314626576860103,-0.0031461973673621024,0.07469128782259961,6.293291341837943e-05
M,H5,S1,gbr,TOP50,2130,0.5184375905362998,-0.005592157748936177,-0.004220098774508019,0.06749890601059555,8.57081110603953e-05
M,H5,S1,gbr,TOP30,1385,0.531092269262464,0.00020261377261210356,-1.8320280247730025e-05,0.1223194679550738,0.00018606684428717024
M,H5,S1,gbr,TOP20,850,0.5329447169096226,0.0005100432693787571,0.00017250474261776283,0.13237288454254403,0.00016394004050624642
M,H5,S2,logistic,ALL,4921,0.5178725744229519,-0.0032317880297347834,-0.005132246217836922,0.039419339751603714,2.0534660029727122e-05
M,H5,S2,logistic,TOP50,2130,0.5060041643313378,-0.009933269342720541,-0.013721025391622454,0.0019715734717527357,-7.002812929827084e-07
M,H5,S2,logistic,TOP30,1385,0.5083736780661997,-0.011997347804772351,-0.01853598033514059,-0.0019506781199895716,2.119834889541963e-05
M,H5,S2,logistic,TOP20,850,0.5015414552468874,-0.020077186372948086,-0.030608925385559704,-0.012312146071096005,-0.00013581913069989578
M,H5,S2,gbr,ALL,4921,0.5272578849342682,-0.003321614842616505,-0.002448891751429594,0.08689534579314352,6.584307848496692e-05
M,H5,S2,gbr,TOP50,2130,0.5261286068984937,-0.004159850824016376,-0.0030872340886949345,0.08319200634264785,9.747944683911288e-05
M,H5,S2,gbr,TOP30,1385,0.5364239973904683,0.00016428557207370797,3.9527539268391365e-05,0.12224310432876759,0.00020519774345534317
M,H5,S2,gbr,TOP20,850,0.5341891945401372,-0.0015514311642916834,-0.001386334870219219,0.10743650550762854,4.90670606778941e-05
M,H5,S3,logistic,ALL,4921,0.5152535130221013,-0.0068162170042074255,-0.008829869396751011,0.02329690469419291,1.6056920077028265e-05
M,H5,S3,logistic,TOP50,2130,0.49784698474071304,-0.017322892649588528,-0.021496177355591728,-0.010605682161559044,-4.174266932947035e-06
M,H5,S3,logistic,TOP30,1385,0.5014378176074714,-0.020738482857673768,-0.028489801661688352,-0.008841486512608354,3.4513998863454595e-05
M,H5,S3,logistic,TOP20,850,0.4961675745696653,-0.03212181656660218,-0.04523599231464015,-0.014882394980732006,3.402013410245133e-05
M,H5,S3,gbr,ALL,4921,0.5241297034658641,-0.004191079269560083,-0.0030885950916625937,0.07912344494207132,5.4778901062330554e-05
M,H5,S3,gbr,TOP50,2130,0.5208473791518086,-0.005868484101097415,-0.004399198979307739,0.06837185935405711,8.60130643864983e-05
M,H5,S3,gbr,TOP30,1385,0.5316598853179508,-0.0014628840196351245,-0.001173093109566814,0.10670224908610157,0.00017225131948843243
M,H5,S3,gbr,TOP20,850,0.5318077168926525,-0.0017477935245706622,-0.0015970454349463203,0.10903293778416498,0.00013589942561669232
M,H15,S0,logistic,ALL,3737,0.4863546519959089,-0.006382971330367138,-0.004840229309520883,-0.04460198191413071,-9.723910665294377e-05
M,H15,S0,logistic,TOP50,1607,0.4785573862572552,-0.012476220441396402,-0.009516163908939612,-0.07004420706528436,-0.00010601823204269285
M,H15,S0,logistic,TOP30,993,0.46890877999689085,-0.016521687621743553,-0.012682964628273785,-0.09252783260345696,-0.0001518146353848823
M,H15,S0,logistic,TOP20,653,0.4651730508218972,-0.023184799173245674,-0.01791512416994312,-0.08045896511115021,-0.00021362200764080174
M,H15,S0,gbr,ALL,3737,0.49485134022664024,-0.010917637180796635,-0.00811522784442964,0.006409106335962461,-0.00021265906333704484
M,H15,S0,gbr,TOP50,1607,0.48669334706359607,-0.01628575765828777,-0.012119562484679047,-0.03882326105016694,-0.00039043033349712736
M,H15,S0,gbr,TOP30,993,0.4679330884217933,-0.025295620986917733,-0.018659366592855164,-0.14347046675431835,-0.0008017470554130442
M,H15,S0,gbr,TOP20,653,0.4411476398733223,-0.03718493173901494,-0.02751920914323458,-0.24131938206808182,-0.0010155956736987806
M,H15,S1,logistic,ALL,3737,0.4995628592197835,-0.008224273676923799,-0.008922943378263826,-0.004837171049127915,1.5182688901591546e-05
M,H15,S1,logistic,TOP50,1607,0.4897491106534357,-0.018510999224843783,-0.020244142931113318,-0.02344309716448032,-8.571467279447717e-06
M,H15,S1,logistic,TOP30,993,0.48995262679899526,-0.024523880264129216,-0.028782543744782174,-0.023726152110498895,3.319137308193969e-05
M,H15,S1,logistic,TOP20,653,0.49569258030462976,-0.03369560406267569,-0.0411510179575143,-0.019629052114040067,-6.970495191546499e-05
M,H15,S1,gbr,ALL,3737,0.4902153853829637,-0.013893996524217522,-0.010402053939618794,-0.010189878280197176,-0.00014603137939237355
M,H15,S1,gbr,TOP50,1607,0.49131950945515823,-0.016231500409523703,-0.012164070170246788,-0.010513317034856305,-0.0001834719737788656
M,H15,S1,gbr,TOP30,993,0.46747081107174704,-0.027271721931074966,-0.020257407545783535,-0.10630441952937307,-0.0005737584000720789
M,H15,S1,gbr,TOP20,653,0.45358448951892627,-0.03542649813844312,-0.026417373690519108,-0.15227672343368776,-0.0007326010286802133
M,H15,S2,logistic,ALL,3737,0.4989200563206728,-0.011467522567041755,-0.009215083874360763,0.023718732347114736,8.157196426324723e-06
M,H15,S2,logistic,TOP50,1607,0.485748611371154,-0.02120026632021177,-0.01727277848476816,0.0110966660684217,2.147247098636547e-07
M,H15,S2,logistic,TOP30,993,0.485869858698587,-0.026149271440655042,-0.021724977067899554,0.01461447092256451,1.0446034556760666e-05
M,H15,S2,logistic,TOP20,653,0.49034836374604135,-0.03357903663638684,-0.02863362807858638,0.020222227805533528,5.145200803908907e-05
M,H15,S2,gbr,ALL,3737,0.49187083490698214,-0.014641110068890795,-0.01101804295229969,-0.007283782557963218,-0.00016597835373703855
M,H15,S2,gbr,TOP50,1607,0.485503651001685,-0.01919801450732428,-0.01426600396307287,-0.028319868314090835,-0.000282469876937691
M,H15,S2,gbr,TOP30,993,0.4672969456967297,-0.02698204657722525,-0.019893301278832487,-0.09080781102741381,-0.0004695544447195054
M,H15,S2,gbr,TOP20,653,0.4701543884783592,-0.029249401878806536,-0.021746123346824797,-0.08695663199974443,-0.000610310517944439
M,H15,S3,logistic,ALL,3737,0.4991860537297361,-0.01411817864662579,-0.011660615475382663,0.003985772191142867,9.048536012800844e-05
M,H15,S3,logistic,TOP50,1607,0.4819275416588654,-0.025133843801064204,-0.021091383164957733,-0.01721036829420825,7.703167636816196e-05
M,H15,S3,logistic,TOP30,993,0.48432347959843236,-0.03131912676163262,-0.027168596951024915,-0.014329970974185138,0.00022769439588581989
M,H15,S3,logistic,TOP20,653,0.48475908611069213,-0.04243893505373397,-0.03767425386840917,-0.014188589465148246,0.00018269752051183093
M,H15,S3,gbr,ALL,3737,0.497302171316255,-0.012778114403626084,-0.009603282591976292,0.016238836706787312,-8.079811674742978e-05
M,H15,S3,gbr,TOP50,1607,0.4940585408475317,-0.01583867930670979,-0.01177389994179201,0.00626483589502989,-0.00022729327949193344
M,H15,S3,gbr,TOP30,993,0.4725026795722503,-0.02436734105557381,-0.01787745592927492,-0.06548780449797979,-0.0005737314360214239
M,H15,S3,gbr,TOP20,653,0.4693767908309456,-0.028278853398905568,-0.020964356634084247,-0.07870179866334433,-0.0007377795418642824
CF,H5,S0,logistic,ALL,4921,0.540619621342513,0.00016504319541266188,-0.00021953964316501207,0.15880469649381673,0.00013776698023552344
CF,H5,S0,logistic,TOP50,3315,0.5354262944449684,-0.002878481405553579,-0.0025316434085438377,0.1318569012262165,0.0001508306146656713
CF,H5,S0,logistic,TOP30,2386,0.5394818697463163,-0.006081267565946069,-0.005057312725379459,0.1264145964896825,0.00019053128490042294
CF,H5,S0,logistic,TOP20,1750,0.5292949229133439,-0.011989670925948825,-0.009665060627763955,0.07916054655421864,0.00019734355342459917
CF,H5,S0,gbr,ALL,4921,0.5367980425101767,-0.0015833255551058745,-0.001362321832253821,0.11910200644401643,6.582719635907522e-05
CF,H5,S0,gbr,TOP50,3315,0.5309198579617329,-0.005454284764448092,-0.004281512112689789,0.09427832320386674,7.787749989696666e-05
CF,H5,S0,gbr,TOP30,2386,0.5384561569674204,-0.005892878874177221,-0.00463272867108766,0.10897952525105703,7.068925739280987e-05
CF,H5,S0,gbr,TOP20,1750,0.5268826422115895,-0.012614763448408173,-0.00980515944236271,0.06463847140148721,9.980359977309457e-06
CF,H5,S1,logistic,ALL,4921,0.5459332226866651,-0.00046622648511251974,-0.0007420258233299393,0.1369251999185325,9.766190645857689e-05
CF,H5,S1,logistic,TOP50,3315,0.5390936452546374,-0.00516563080561161,-0.004425264365419457,0.09457360941463218,7.062800122498585e-05
CF,H5,S1,logistic,TOP30,2386,0.5446850570258994,-0.009270577754687537,-0.007672748479100822,0.07923240876943848,6.569268372918279e-05
CF,H5,S1,logistic,TOP20,1750,0.53082336523126,-0.01724471937337224,-0.013899702552144122,0.031100894406256987,2.4855777304162122e-05
CF,H5,S1,gbr,ALL,4921,0.5447032176324345,0.0013616617077786275,0.0009914899544533062,0.14297479478834269,9.361447791391671e-05
CF,H5,S1,gbr,TOP50,3315,0.5389544214051429,-0.0023880646170892916,-0.0019091252282845694,0.11744824499832568,9.374318258869571e-05
CF,H5,S1,gbr,TOP30,2386,0.5416265745354873,-0.004056696128351911,-0.003156619021248641,0.11915211685063293,0.00012146253458590751
CF,H5,S1,gbr,TOP20,1750,0.5284782030834663,-0.011390236530792297,-0.008738662961751631,0.07265804875732418,9.825796279442958e-05
CF,H5,S2,logistic,ALL,4921,0.5470258585361856,0.0006523036644491276,0.00020319606734020557,0.15090357368516089,0.0001071017263421056
CF,H5,S2,logistic,TOP50,3315,0.5411168821642273,-0.0038858218431885305,-0.003329198727778815,0.10916558464524291,7.130466601715826e-05
CF,H5,S2,logistic,TOP30,2386,0.5445501609066741,-0.007653038470208928,-0.006278973034790747,0.09456589756176442,6.495982111492495e-05
CF,H5,S2,logistic,TOP20,1750,0.5314918926103137,-0.01543027707727318,-0.012290650719420482,0.043616928874798296,3.920823444145428e-05
CF,H5,S2,gbr,ALL,4921,0.5417840580007103,0.00033706984186931965,0.0001545977944005239,0.13449896576766926,6.332461541906615e-05
CF,H5,S2,gbr,TOP50,3315,0.5385803508740413,-0.0030526191666024882,-0.002445550130804941,0.11259614799484542,6.719980658621422e-05
CF,H5,S2,gbr,TOP30,2386,0.5440234920156566,-0.00333817576923523,-0.0026574656987672363,0.12502874605139067,8.438177680556287e-05
CF,H5,S2,gbr,TOP20,1750,0.5311057947900053,-0.010254055900450698,-0.007920962058526104,0.0814155575162729,4.410382105985837e-05
CF,H5,S3,logistic,ALL,4921,0.5457097095866459,-3.2421879512467555e-05,-0.0002845208674562283,0.1410743042520435,7.94441302194852e-05
CF,H5,S3,logistic,TOP50,3315,0.5404802698846837,-0.004474218134565167,-0.003704390640145272,0.10485355119167408,4.873337508307419e-05
CF,H5,S3,logistic,TOP30,2386,0.5433152873897242,-0.008417513351182349,-0.006756420473209568,0.09038966142547099,9.624505130627922e-05
CF,H5,S3,logistic,TOP20,1750,0.5288324029771398,-0.016444734432630392,-0.012917079773069773,0.04371990041431057,4.250148514504052e-05
CF,H5,S3,gbr,ALL,4921,0.5399094678031856,-0.0009228003839820698,-0.0008544004849890818,0.1241965302731005,0.0001042809889430138
CF,H5,S3,gbr,TOP50,3315,0.5363282554054034,-0.004481154651792663,-0.003575821093811049,0.10115319932005913,7.614904895681059e-05
CF,H5,S3,gbr,TOP30,2386,0.5430515941779409,-0.004587113683479638,-0.0036551961994888416,0.1155233296109205,0.0001244384316512369
CF,H5,S3,gbr,TOP20,1750,0.5294477671451355,-0.011742577371029128,-0.009086989306288373,0.06957096730262939,0.00013754961390988386
CF,H15,S0,logistic,ALL,3737,0.5447025678247968,0.003202295410186906,0.0019219601742485048,0.15936926497682788,0.0002626461914386538
CF,H15,S0,logistic,TOP50,2494,0.5438960213096617,0.0009052650052734368,0.0003283843513429696,0.16713708244664632,0.00035718712891728073
CF,H15,S0,logistic,TOP30,1821,0.5458919777369816,-0.001626545811464597,-0.001702868007041003,0.15458966808558766,0.00039919630384403895
CF,H15,S0,logistic,TOP20,1330,0.539073184118078,-0.01007813003523994,-0.008169964432706678,0.12192761319589221,0.0003937356894801621
CF,H15,S0,gbr,ALL,3737,0.538842103115262,0.0003858952479438571,-6.305690042562873e-05,0.1223492808995689,0.00017387453171472086
CF,H15,S0,gbr,TOP50,2494,0.5307698796627052,-0.004384722882218917,-0.0036959887179104367,0.10354888560340249,0.00013285349329761955
CF,H15,S0,gbr,TOP30,1821,0.5349098114637061,-0.005642894291345568,-0.004722325529027849,0.10112473913591781,0.0002032207130669688
CF,H15,S0,gbr,TOP20,1330,0.5309120062413676,-0.01182723223886839,-0.009461224428036319,0.08353794652766805,0.00016091519655436342
CF,H15,S1,logistic,ALL,3737,0.5503199214115604,0.0045757301691803365,0.0029205453995344577,0.15887597937351017,0.0003476878203179493
CF,H15,S1,logistic,TOP50,2494,0.5527631506373756,0.0025443723666237483,0.001478179517541811,0.15860016694738668,0.00044806104739736786
CF,H15,S1,logistic,TOP30,1821,0.5564224728268788,0.00021383286474729868,-0.00041685538616165196,0.14522761245026589,0.0005610475614365647
CF,H15,S1,logistic,TOP20,1330,0.5498799126389964,-0.007705772281070278,-0.006500392372564168,0.1169901833556262,0.0006098128455718973
CF,H15,S1,gbr,ALL,3737,0.5422796186012073,0.0015595619211253853,0.0008348393348535099,0.13016859494533461,0.00019600935511297256
CF,H15,S1,gbr,TOP50,2494,0.5378600142107671,-0.0030591375443234092,-0.0027078341891497715,0.1125916548950322,0.00015254220198874559
CF,H15,S1,gbr,TOP30,1821,0.5374389272566561,-0.005282192157085586,-0.004518706987396426,0.10385651343634317,0.000217771662654895
CF,H15,S1,gbr,TOP20,1330,0.5339759915995546,-0.010834269418591669,-0.00879529675965851,0.0886548484715316,0.0001744243373963987
CF,H15,S2,logistic,ALL,3737,0.5488210276546189,0.005604252958624212,0.003772150848394218,0.16719615745099126,0.00024626233395841655
CF,H15,S2,logistic,TOP50,2494,0.5526476475989319,0.004325638145074473,0.0029299585305926357,0.17103245806011025,0.00030734305476093495
CF,H15,S2,logistic,TOP30,1821,0.5567320861380657,0.0034737040538753705,0.002181327629909857,0.1655445474320067,0.0003764456221992866
CF,H15,S2,logistic,TOP20,1330,0.5488117134504649,-0.0038767455444321808,-0.0033912992768194705,0.13633089949906055,0.00037698133125361154
CF,H15,S2,gbr,ALL,3737,0.5371821555269886,-0.00036925830199030507,-0.0007305331988793906,0.11831228746468879,0.00014122097902285699
CF,H15,S2,gbr,TOP50,2494,0.5373503083866237,-0.0030022360998758213,-0.0026636591782227548,0.11449376438043789,0.000188622693594116
CF,H15,S2,gbr,TOP30,1821,0.5389517828870045,-0.005748844213466331,-0.004889521319434209,0.10375412295760912,0.00022868007840091191
CF,H15,S2,gbr,TOP20,1330,0.5344261774571416,-0.01301752544664736,-0.010412686631604107,0.08290796176633569,0.00029190668213846397
CF,H15,S3,logistic,ALL,3737,0.5471175007943379,0.004624326922684552,0.003010969833796673,0.15371952733107383,0.00018819866132703807
CF,H15,S3,logistic,TOP50,2494,0.551222028635669,0.002522698619041197,0.001535443032995576,0.15163487573230855,0.00021221088914406803
CF,H15,S3,logistic,TOP30,1821,0.5552629406222378,0.001484126862846935,0.0006718427515205461,0.1462966004445686,0.00030604739423492156
CF,H15,S3,logistic,TOP20,1330,0.549285712665758,-0.005146294518094452,-0.004329752338337434,0.12483392901409125,0.00030809354879848713
CF,H15,S3,gbr,ALL,3737,0.5392037090478731,0.000977485141870904,0.0002740808828327612,0.12566853740056536,0.0001390493646373626
CF,H15,S3,gbr,TOP50,2494,0.5400970744637706,-0.0008456193344696938,-0.0009975943753788297,0.12591717937023034,0.00020485826100428685
CF,H15,S3,gbr,TOP30,1821,0.5403668978446056,-0.0035851759706722053,-0.0031980780674820686,0.11470447930061624,0.0003079455626119822
CF,H15,S3,gbr,TOP20,1330,0.5334237484946556,-0.010887010198386227,-0.00869463048021113,0.09257129027466295,0.00027666374183012605
