risk_ATR,wf,model,n_train,n_test,base_delivery_rate,roc_auc,pr_auc,brier,logloss,top20_delivery_rate,bottom20_delivery_rate,bottom20_avoidance_gain
1.5,WF3,M_full,69675,23685,0.8463688946015424,0.7814299254098275,0.9463566823307643,0.12115782455817474,0.3875361861420401,0.9833227781296179,0.5997466751108297,0.24662221949071272
1.5,WF3,M_full_minus_contact,69675,23685,0.8463688946015424,0.784019522251121,0.9467343387715679,0.1199833258987607,0.3836562022882784,0.9852227147983956,0.5948912814017311,0.2514776131998113
1.5,WF3,M_full_minus_liquidity,69675,23685,0.8463688946015424,0.6608542821220332,0.9023267373948245,0.13250932734573087,0.42885469040303675,0.9305467595524594,0.7188093730208993,0.1275595215806431
1.5,WF3,M_full_minus_trend,69675,23685,0.8463688946015424,0.782609346650301,0.9465565211008504,0.12111317543160507,0.3869263952306982,0.9839560903525438,0.6012244036309901,0.24514449097055235
1.5,WF3,M_full_minus_ob,69675,23685,0.8463688946015424,0.7866849544662933,0.9480025418097395,0.1200101975588617,0.3823862548617788,0.9854338188727042,0.5955245936246569,0.2508443009768855
2.0,WF1,M0,20763,25444,0.9010497000856899,0.6615732573876897,0.9489916564047158,0.07623951388843354,0.28144429311580943,0.9577520141481627,0.8345450972686186,0.06650460281707127
2.0,WF1,M_contact,20763,25444,0.9010497000856899,0.669232377525517,0.9528822921338411,0.07732909690965849,0.28199503039653784,0.9719001768520338,0.8420121831401061,0.05903751694558379
2.0,WF1,M_liquidity,20763,25444,0.9010497000856899,0.8243164322582786,0.9795637415535908,0.06986497293075099,0.24382102947210668,0.9974454706229121,0.7449400668107683,0.15610963327492156
2.0,WF1,M_trend,20763,25444,0.9010497000856899,0.6601887647393528,0.949496483475678,0.07658324673405917,0.2828566016871123,0.9626645706425624,0.8380821379445864,0.06296756214110344
2.0,WF1,M_ob,20763,25444,0.9010497000856899,0.6532166218747818,0.948683883065088,0.07641055352966779,0.28192907836872044,0.9603065435252506,0.8378856356848103,0.06316406440087952
2.0,WF1,M_full,20763,25444,0.9010497000856899,0.8170794700642141,0.9788831934382747,0.07152139659234188,0.2533670238153574,0.9972489683631361,0.7516211436431519,0.14942855644253794
2.0,WF1,M_full_minus_contact,20763,25444,0.9010497000856899,0.8223411918454504,0.9795057219651633,0.07023823376415546,0.24617363410252133,0.9974454706229121,0.7516211436431519,0.14942855644253794
2.0,WF1,M_full_minus_liquidity,20763,25444,0.9010497000856899,0.6655959202491508,0.9527626052025058,0.07761274647211132,0.28283680784404475,0.9736686971900177,0.8471212418942817,0.053928458191408124
2.0,WF1,M_full_minus_trend,20763,25444,0.9010497000856899,0.8189803891273333,0.9789806613083727,0.0712373683410055,0.2515851473132729,0.9964629593240322,0.750442130084496,0.15060757000119385
2.0,WF1,M_full_minus_ob,20763,25444,0.9010497000856899,0.8183503017571592,0.9789991814068425,0.07122970595446877,0.25144606142621034,0.9972489683631361,0.7510316368638239,0.15001806322186595
2.0,WF2,M0,46207,23468,0.9010497000856899,0.635775425729922,0.9341199373418716,0.08959994225921773,0.3195053813554403,0.9478057094162761,0.814017895185343,0.0870318049003469
2.0,WF2,M_contact,46207,23468,0.9010497000856899,0.6699340904671349,0.9447984967113325,0.08934758150060124,0.3162084586181025,0.9650617809970174,0.8131657435023434,0.08788395658334647
2.0,WF2,M_liquidity,46207,23468,0.9010497000856899,0.8111290082254329,0.9722585742210748,0.082357375874454,0.27870877962735197,0.9955262036642523,0.7194290583723902,0.1816206417132996
2.0,WF2,M_trend,46207,23468,0.9010497000856899,0.6298452749850366,0.9329218479713042,0.08944714278396218,0.31959208146114587,0.9446101406050277,0.8214742224115893,0.07957547767410056
2.0,WF2,M_ob,46207,23468,0.9010497000856899,0.6253509206575295,0.9308675083802864,0.08960032288452047,0.3222404022094102,0.9390711546655305,0.8250958670643375,0.07595383302135239
2.0,WF2,M_full,46207,23468,0.9010497000856899,0.8062041129690101,0.9712876237310147,0.08503185141721083,0.2880941777341791,0.994034938219003,0.7164465274818917,0.1846031726037981
2.0,WF2,M_full_minus_contact,46207,23468,0.9010497000856899,0.80828933724275,0.9717653886707953,0.08402018065698498,0.28394119999576745,0.9946740519812527,0.7196420962931401,0.18140760379254972
2.0,WF2,M_full_minus_liquidity,46207,23468,0.9010497000856899,0.6610457740165215,0.9421312795003731,0.08923509778733255,0.3194275573385501,0.962079250106519,0.8212611844908394,0.07978851559485045
2.0,WF2,M_full_minus_trend,46207,23468,0.9010497000856899,0.8084484414105216,0.971753704297506,0.08412096712577766,0.2847792085808443,0.994034938219003,0.7202812100553898,0.18076849003030004
2.0,WF2,M_full_minus_ob,46207,23468,0.9010497000856899,0.8077777794614197,0.971464624323646,0.08354529253900138,0.2838106482983223,0.9925436727737538,0.7183638687686408,0.18268583131704907
2.0,WF3,M0,69675,23685,0.9010497000856899,0.6549702357756015,0.9328245579678675,0.09418565665143458,0.33020487584041575,0.9641123073675322,0.8146506227570192,0.08639907732867069
2.0,WF3,M_contact,69675,23685,0.9010497000856899,0.6844792755743709,0.9436416744844386,0.09324959959666201,0.32449426864764414,0.9696010132995567,0.8026176905214271,0.09843200956426279
2.0,WF3,M_liquidity,69675,23685,0.9010497000856899,0.8159870543265394,0.9724546268771408,0.08495682278461246,0.28301539123199704,0.9949335022165928,0.6995989022588136,0.20145079782687625
2.0,WF3,M_trend,69675,23685,0.9010497000856899,0.652709779142826,0.9306294929117362,0.0942471365756365,0.330772902424269,0.9577791851382732,0.8081063964534515,0.09294330363223835
2.0,WF3,M_ob,69675,23685,0.9010497000856899,0.6523862589720162,0.9323473742144289,0.09442552973684044,0.3317832799819662,0.9506016466117796,0.8116951657166983,0.08935453436899155
2.0,WF3,M_full,69675,23685,0.9010497000856899,0.8093145383660266,0.9713302085988289,0.08610537079506114,0.2888862634961197,0.9955668144395187,0.694110196326789,0.2069395037589008
2.0,WF3,M_full_minus_contact,69675,23685,0.9010497000856899,0.8113510194959338,0.9716417269679316,0.08554214394115763,0.28602225121007446,0.9957779185138274,0.6962212370698755,0.20482846301581437
2.0,WF3,M_full_minus_liquidity,69675,23685,0.9010497000856899,0.685399160477139,0.9443234051689461,0.09332748727110499,0.32453077259115554,0.9683343888537049,0.7973400886637112,0.10370961142197865
2.0,WF3,M_full_minus_trend,69675,23685,0.9010497000856899,0.8106685486262062,0.9716088825966251,0.0860133685724599,0.2879087419008695,0.9957779185138274,0.6928435718809373,0.2082061282047526
2.0,WF3,M_full_minus_ob,69675,23685,0.9010497000856899,0.8119849715571389,0.9717711248328834,0.08571997715998139,0.28674794968915013,0.9943001899936669,0.695376820772641,0.2056728793130489
3.0,WF1,M0,20763,25444,0.9549057412167952,0.7217630832510574,0.9840136634272871,0.03491828897458237,0.14961606643420342,0.9903713892709766,0.9151110237767734,0.03979471744002172
3.0,WF1,M_contact,20763,25444,0.9549057412167952,0.7148597514722573,0.9837417125116086,0.035388474722624685,0.14990374431178985,0.9935154254273925,0.9186480644527412,0.036257676764054
3.0,WF1,M_liquidity,20763,25444,0.9549057412167952,0.8496618673704178,0.9923157512279033,0.03567795305989916,0.13812348356344423,0.9982314796620161,0.8722735311456081,0.08263221007118704
3.0,WF1,M_trend,20763,25444,0.9549057412167952,0.7142588646084786,0.9832280972415716,0.035093527600532345,0.15114014317065394,0.9919434073491845,0.9164865395952053,0.03841920162158985
3.0,WF1,M_ob,20763,25444,0.9549057412167952,0.7176898423821202,0.9840741239046287,0.035060319550736345,0.15071040915593603,0.9917469050894085,0.9157005305561013,0.03920521066069382
3.0,WF1,M_full,20763,25444,0.9549057412167952,0.8449380448339847,0.9920580424945823,0.036896177860756295,0.14370746923264718,0.9978384751424642,0.8714875221065043,0.0834182191102909
3.0,WF1,M_full_minus_contact,20763,25444,0.9549057412167952,0.851591732794983,0.9924227282159026,0.03599058292621445,0.13878374725370093,0.9982314796620161,0.8726665356651602,0.082239205551635
3.0,WF1,M_full_minus_liquidity,20763,25444,0.9549057412167952,0.7180797754540077,0.9836800775351815,0.0357894724116677,0.15132585561789783,0.9929259186480645,0.9133425034387895,0.041563237778005635
3.0,WF1,M_full_minus_trend,20763,25444,0.9549057412167952,0.8435964151113103,0.9920031921066643,0.03711987504885853,0.1439618195562551,0.9982314796620161,0.8726665356651602,0.082239205551635
3.0,WF1,M_full_minus_ob,20763,25444,0.9549057412167952,0.8456582078918641,0.9921122009006431,0.03627643340504247,0.14206038046105526,0.9980349774022401,0.874042051483592,0.08086368973320313
3.0,WF2,M0,46207,23468,0.9549057412167952,0.692069645508731,0.9754577239674429,0.044793142275483595,0.18353552503246442,0.9853003834682573,0.8949723050703026,0.0599334361464926
3.0,WF2,M_contact,46207,23468,0.9549057412167952,0.7202273369690821,0.9790371860443368,0.044467281473149364,0.18037128169182132,0.9897741798040051,0.887942053685556,0.06696368753123916
3.0,WF2,M_liquidity,46207,23468,0.9549057412167952,0.8409433962339088,0.989919142080814,0.04486337786288863,0.16783224830651597,0.9991478483170004,0.8442692799318279,0.11063646128496729
3.0,WF2,M_trend,46207,23468,0.9549057412167952,0.6876583084001637,0.975004038580217,0.04475566031540368,0.18363189832243793,0.9870046868342565,0.8966766084363017,0.058229132780493464
3.0,WF2,M_ob,46207,23468,0.9549057412167952,0.6805795163272892,0.9736101057545037,0.04489692431183825,0.1861804788957468,0.9850873455475074,0.8975287601193013,0.057376981097493895
3.0,WF2,M_full,46207,23468,0.9549057412167952,0.8381060331022256,0.9896247642730186,0.04465048693968317,0.1694397735733288,0.9993608862377503,0.8425649765658287,0.11234076465096643
3.0,WF2,M_full_minus_contact,46207,23468,0.9549057412167952,0.8403860116567806,0.9898704774339521,0.04441062615554967,0.16725999110348128,0.9993608862377503,0.8444823178525778,0.1104234233642174
3.0,WF2,M_full_minus_liquidity,46207,23468,0.9549057412167952,0.7131365107272701,0.9781119196858274,0.04457363283419033,0.1834419832474829,0.9887089902002556,0.8902854708138048,0.06462027040299034
3.0,WF2,M_full_minus_trend,46207,23468,0.9549057412167952,0.8368595235573226,0.9894685001460508,0.045136956175302216,0.1715312876411757,0.9987217724755006,0.8438432040903281,0.11106253712646708
3.0,WF2,M_full_minus_ob,46207,23468,0.9549057412167952,0.8377548577829319,0.9895910264829632,0.044448756098481555,0.16857625286410027,0.9993608862377503,0.8410737111205795,0.11383203009621568
3.0,WF3,M0,69675,23685,0.9549057412167952,0.6895570267338091,0.9745413075504241,0.04505672267269274,0.1836445123287342,0.9837449862782351,0.9045809584124974,0.05032478280429775
3.0,WF3,M_contact,69675,23685,0.9549057412167952,0.7200344697317552,0.97947276932221,0.04498877037994563,0.18069948202669855,0.9909225248047288,0.8931813383998312,0.06172440281696401
3.0,WF3,M_liquidity,69675,23685,0.9549057412167952,0.8553820137382236,0.991270605785227,0.04379544493041439,0.157921427924962,0.9995777918513827,0.8349166138906481,0.11998912732614708
3.0,WF3,M_trend,69675,23685,0.9549057412167952,0.6871515958749277,0.9742248519240068,0.04510355526589799,0.1841099900685132,0.9824783618323834,0.9031032298923369,0.051802511324458234
3.0,WF3,M_ob,69675,23685,0.9549057412167952,0.6956613737620153,0.9758235464565758,0.04507190326373173,0.1831935962713435,0.9843782985011611,0.8999366687777074,0.054969072439087774
3.0,WF3,M_full,69675,23685,0.9549057412167952,0.8522053967094458,0.9910810960353471,0.04406671237103343,0.1600453498666444,0.9997888959256913,0.8372387587080431,0.11766698250875207
3.0,WF3,M_full_minus_contact,69675,23685,0.9549057412167952,0.8553541619102578,0.9913052689228663,0.043733491028006104,0.15805126252522694,0.9997888959256913,0.8382942790795862,0.11661146213720897
3.0,WF3,M_full_minus_liquidity,69675,23685,0.9549057412167952,0.7209589183216519,0.9798977626199166,0.045222665507147555,0.1809856625813829,0.9926113573991978,0.8904369854338189,0.06446875578297628
3.0,WF3,M_full_minus_trend,69675,23685,0.9549057412167952,0.8515107643833609,0.9910171504290529,0.044182733358046275,0.16062203746667497,0.9997888959256913,0.8370276546337344,0.11787808658306076
3.0,WF3,M_full_minus_ob,69675,23685,0.9549057412167952,0.8506995412107639,0.9909113841087818,0.04432430754717104,0.1606595276911786,0.9997888959256913,0.8353388220392653,0.11956691917752982
