risk_ATR,wf,decile,pred_mean,actual_rate,n
1.0,WF2,3,0.6653051569847919,0.6713554987212276,2346
1.0,WF2,4,0.7583088996426632,0.7388155091606305,2347
1.0,WF2,5,0.829933395642479,0.8057094162760972,2347
1.0,WF2,6,0.8838667897187139,0.8572037510656436,2346
1.0,WF2,7,0.9263974847822893,0.8909245845760545,2347
1.0,WF2,8,0.9620062394250034,0.9501491265445249,2347
1.0,WF2,9,0.9876115303842256,0.9748615253515126,2347
1.0,WF3,0,0.2803680499982379,0.40861122836639935,2369
1.0,WF3,1,0.45626733492763594,0.5211148648648649,2368
1.0,WF3,2,0.5829583734599474,0.5871675812579147,2369
1.0,WF3,3,0.6870291029764565,0.6773648648648649,2368
1.0,WF3,4,0.7728911209685693,0.7446179822710004,2369
1.0,WF3,5,0.8386895099537597,0.7829391891891891,2368
1.0,WF3,6,0.8894521577035337,0.84375,2368
1.0,WF3,7,0.9291087442089729,0.8788518362178134,2369
1.0,WF3,8,0.9621756306852618,0.9375,2368
1.0,WF3,9,0.9880292242207791,0.9814267623469819,2369
1.5,WF1,0,0.38237015607145936,0.5901768172888016,2545
1.5,WF1,1,0.6748523101243065,0.726808176100629,2544
1.5,WF1,2,0.8172203348094419,0.8007075471698113,2544
1.5,WF1,3,0.8929477373616562,0.8444007858546169,2545
1.5,WF1,4,0.9358366106287447,0.8761792452830188,2544
1.5,WF1,5,0.9621659186896035,0.9107704402515723,2544
1.5,WF1,6,0.9788130793065705,0.9359528487229862,2545
1.5,WF1,7,0.9890637160058873,0.9705188679245284,2544
1.5,WF1,8,0.9953704337281006,0.9846698113207547,2544
1.5,WF1,9,0.9989145796594822,0.993713163064833,2545
1.5,WF2,0,0.2805609300758116,0.5291861951427355,2347
1.5,WF2,1,0.5528722756850091,0.7183638687686408,2347
1.5,WF2,2,0.7195068012214367,0.7754580315296122,2347
1.5,WF2,3,0.827243399065676,0.8358908780903666,2346
1.5,WF2,4,0.8942670446432138,0.8542820622070728,2347
1.5,WF2,5,0.9365053647122803,0.8951853429910525,2347
1.5,WF2,6,0.9619804536927061,0.9215686274509803,2346
1.5,WF2,7,0.979641378285869,0.9629314017895185,2347
1.5,WF2,8,0.9909177147589264,0.985939497230507,2347
1.5,WF2,9,0.9975792984385102,0.9889220281210055,2347
1.5,WF3,0,0.4077342034627196,0.5474883917264669,2369
1.5,WF3,1,0.6430056566954729,0.652027027027027,2368
1.5,WF3,2,0.7727186591488943,0.7425073870831574,2369
1.5,WF3,3,0.8514353776746746,0.816722972972973,2368
1.5,WF3,4,0.9032786725529497,0.8602785985647953,2369
1.5,WF3,5,0.9377600796800278,0.8927364864864865,2368
1.5,WF3,6,0.9624743277467481,0.9214527027027027,2368
1.5,WF3,7,0.978895770670577,0.9506120726044744,2369
1.5,WF3,8,0.9899608866785854,0.9708614864864865,2368
1.5,WF3,9,0.9973418379140021,0.9957788096243141,2369
2.0,WF1,0,0.5815963393062502,0.6994106090373281,2545
2.0,WF1,1,0.8553794421833422,0.8038522012578616,2544
2.0,WF1,2,0.9299188083288404,0.8687106918238994,2544
2.0,WF1,3,0.961806582817432,0.9080550098231827,2545
2.0,WF1,4,0.9786641362119516,0.9441823899371069,2544
2.0,WF1,5,0.9881697341455101,0.9602987421383647,2544
2.0,WF1,6,0.9935898708514826,0.9791748526522593,2545
2.0,WF1,7,0.9967415658610317,0.9893867924528302,2544
2.0,WF1,8,0.9986345523234916,0.9964622641509434,2544
2.0,WF1,9,0.9996819283206834,0.9980353634577603,2545
2.0,WF2,0,0.37975177636966084,0.6310183212611845,2347
2.0,WF2,1,0.7017826928502515,0.8018747337025991,2347
2.0,WF2,2,0.8413923894478295,0.8815509160630592,2347
2.0,WF2,3,0.9121816009391553,0.881074168797954,2346
2.0,WF2,4,0.951106936397266,0.9216020451640392,2347
2.0,WF2,5,0.9725499155576848,0.9450362164465275,2347
2.0,WF2,6,0.9849475726281126,0.9688832054560955,2346
2.0,WF2,7,0.9923307932167278,0.9825308904985087,2347
2.0,WF2,8,0.9967364894619525,0.9914784831700043,2347
2.0,WF2,9,0.9991361600455189,0.9965913932680017,2347
2.0,WF3,0,0.5053043569016075,0.6344449134655973,2369
2.0,WF3,1,0.7672176769400099,0.7538006756756757,2368
2.0,WF3,2,0.8683327608348125,0.8438159560996201,2369
2.0,WF3,3,0.9203962521570882,0.8868243243243243,2368
2.0,WF3,4,0.951205890163657,0.9206416209371042,2369
2.0,WF3,5,0.9705429024412745,0.9379222972972973,2368
2.0,WF3,6,0.9829732134070541,0.9636824324324325,2368
2.0,WF3,7,0.9910311990085275,0.9831152384972562,2369
2.0,WF3,8,0.9960753620773749,0.9923986486486487,2368
2.0,WF3,9,0.9990099795986478,0.9987336428872943,2369
3.0,WF1,0,0.6518042327394314,0.8165029469548134,2545
3.0,WF1,1,0.9340904333842852,0.9264937106918238,2544
3.0,WF1,2,0.9773946816008142,0.9571540880503144,2544
3.0,WF1,3,0.9897835083473654,0.9681728880157171,2545
3.0,WF1,4,0.9949665754592805,0.9897798742138365,2544
3.0,WF1,5,0.9975161584552341,0.9846698113207547,2544
3.0,WF1,6,0.9987927980968855,0.9929273084479371,2545
3.0,WF1,7,0.9994851448501304,0.9984276729559748,2544
3.0,WF1,8,0.9998360685394417,0.9988207547169812,2544
3.0,WF1,9,0.9999784896573932,0.9968565815324165,2545
3.0,WF2,0,0.5464087367965664,0.7652322113336174,2347
3.0,WF2,1,0.8716479131409083,0.9198977417980401,2347
3.0,WF2,2,0.9489539759248536,0.9463144439710268,2347
3.0,WF2,3,0.9775236747856089,0.959079283887468,2346
3.0,WF2,4,0.9895295193755879,0.9706007669365146,2347
3.0,WF2,5,0.9950488570634664,0.9782701320835109,2347
3.0,WF2,6,0.9977096072368354,0.985080988917306,2346
3.0,WF2,7,0.9990353671194674,0.9965913932680017,2347
3.0,WF2,8,0.9996613182093481,0.9991478483170004,2347
3.0,WF2,9,0.9999419144831942,0.9995739241585002,2347
3.0,WF3,0,0.6708860275673924,0.7906289573659772,2369
3.0,WF3,1,0.9065123428990028,0.8838682432432432,2368
3.0,WF3,2,0.9557735370376866,0.9235964542000844,2369
3.0,WF3,3,0.9767613952582931,0.9603040540540541,2368
3.0,WF3,4,0.9873642399080793,0.9746728577458843,2369
3.0,WF3,5,0.9929943325106105,0.9902871621621622,2368
3.0,WF3,6,0.9963131174344221,0.9949324324324325,2368
3.0,WF3,7,0.9982633105663622,0.997889404812157,2369
3.0,WF3,8,0.9993309372992061,1.0,2368
3.0,WF3,9,0.999850720078301,0.9995778809624314,2369
