risk_ATR,model,roc_auc,pr_auc,brier,logloss,top20_delivery_rate,bottom20_delivery_rate,bottom20_avoidance_gain
0.75,M_full_minus_liquidity,0.6181919829496283,0.7523616524314581,0.21736334887545736,0.6265553140269718,0.7957538555573445,0.5462888392515721,0.11723943838338935
0.75,M_full_minus_ob,0.7347472059072445,0.8429353530647457,0.19569151281833042,0.5801089010292412,0.907141153602247,0.4039485799035783,0.2595796977313831
0.75,M_full_minus_trend,0.7344386829519459,0.8425961008662753,0.19589884959581014,0.5807509647330665,0.9073710794222754,0.4031768204407025,0.26035145719425895
0.75,M_liquidity,0.7393169979433818,0.846353215196059,0.1931259006638303,0.5711168235874794,0.9103115170989436,0.39881378128831724,0.2647144963466443
0.75,M_ob,0.5957887277933752,0.7297377619342701,0.2183806181201022,0.6282484393594084,0.7574552017642687,0.5449411985228002,0.11858707911216126
0.75,M_trend,0.5980331297415419,0.7334625295502346,0.21750435184851716,0.626295843782366,0.7550340782219213,0.5475918439602734,0.11593643367468809
1.0,M0,0.6120682658478712,0.8154299227636849,0.18442442796040182,0.5535114160411058,0.8405314961439908,0.631355251792803,0.11299993244027325
1.0,M_contact,0.636648936558144,0.8313355849259884,0.1830594154500752,0.5491131119305088,0.8724489318906641,0.6279230210362458,0.11643216319683052
1.0,M_full,0.7629199207338231,0.9022518862765264,0.16391432234552697,0.4983473540621439,0.9600394541161585,0.4768448559633167,0.2675103282697595
1.0,M_full_minus_contact,0.7646604114968932,0.9027030404896313,0.16276208954681423,0.4941701298054458,0.961839753820286,0.47858030225450937,0.26577488197856686
1.0,M_full_minus_liquidity,0.6339145521298483,0.8296556785037955,0.18408529653924421,0.551893419502436,0.8679718471666987,0.6294183866904248,0.11493679754265136
1.0,M_full_minus_ob,0.7643815632004638,0.9030093095208148,0.1631710934770871,0.4961629373563503,0.9598695144375542,0.47590157521369975,0.2684536090193765
1.0,M_full_minus_trend,0.763940800845992,0.90269885705578,0.16339072911254063,0.49688960871640336,0.9616818374942926,0.4765115452080127,0.26784363902506353
1.0,M_liquidity,0.7675114750099011,0.9040494884283269,0.16136782067683997,0.49036073487939014,0.9630758200952961,0.47404415748240264,0.2703110267506736
1.0,M_ob,0.6067580073343058,0.8095034001699019,0.1854828599103402,0.5562769320761635,0.8330326472554206,0.6335544594502226,0.11080072478285367
1.0,M_trend,0.6107727375467382,0.8136861666627131,0.18464412826879287,0.55402143797811,0.8406032296099105,0.6306527356041244,0.11370244862895189
1.5,M0,0.6369872300960264,0.9007157288341382,0.12562729130317216,0.41340465520460873,0.9229673848056589,0.7467782143666485,0.09959068023489381
1.5,M_contact,0.6532939064322406,0.9084379392064884,0.12554203706782158,0.41177601173000017,0.9350781728327412,0.7475793785225792,0.09878951607896325
1.5,M_full,0.7824356881838969,0.9499095348026273,0.11697002007420844,0.3781234544462084,0.9866486388392316,0.6273335931919505,0.21903530140959185
1.5,M_full_minus_contact,0.785133173820026,0.9505683141570594,0.11570313765877138,0.37276425992426176,0.9875984310544682,0.6235805213090347,0.2227883732925077
1.5,M_full_minus_liquidity,0.6492174274278025,0.907081691606396,0.12603609221661927,0.4140741361639379,0.9333452424174982,0.7480391022658482,0.09832979233569421
1.5,M_full_minus_ob,0.7838773882676632,0.9503449488130559,0.11657852839593756,0.3765105017493464,0.9867242290986601,0.6264178092913181,0.2199510853102243
1.5,M_full_minus_trend,0.7834824985653573,0.9500910497264713,0.1167387530038958,0.3769994502446481,0.9868432072525662,0.628159826909259,0.21820906769228346
1.5,M_liquidity,0.7882777764335321,0.9516222326077797,0.11493951453377532,0.36945290665833824,0.9881944492994158,0.6203082946240707,0.22606059997747177
1.5,M_ob,0.6281609062105852,0.8961534048494634,0.12625110253411043,0.4163660897094991,0.9156847370541121,0.7526231079323514,0.09374578666919098
1.5,M_trend,0.6344815417175096,0.8993931126707575,0.12581301743150644,0.41419376708420463,0.9228509878385177,0.7506691825939201,0.0956997120076224
2.0,M0,0.6507729729644044,0.9386453839048183,0.08667503759969529,0.3103848501038885,0.9565566769773236,0.8210712050703268,0.07997849501536296
2.0,M_contact,0.6745485811890076,0.9471074877765374,0.08664209266897392,0.3075659192207615,0.9688543237162026,0.8192652057212921,0.08178449436439768
2.0,M_full,0.8108660404664169,0.9738336752560395,0.08088620626820463,0.27678248834855207,0.9956169070072193,0.7207259558172776,0.18032374426841227
2.0,M_full_minus_contact,0.8139938495280448,0.9743042792012968,0.07993351945409936,0.27204569510278775,0.9959658137059973,0.7224948256687225,0.17855487441696735
2.0,M_full_minus_liquidity,0.6706802849142705,0.9464057632906083,0.08672511051018295,0.30893171259125013,0.9680274453834139,0.8219075050162775,0.0791421950694124
2.0,M_full_minus_ob,0.8127043509252392,0.9740783101877906,0.08016499188448385,0.27400155313789426,0.9946976103768522,0.7215907754683686,0.1794589246173213
2.0,M_full_minus_trend,0.8126991263880203,0.9741144160675012,0.08045723467974769,0.2747576992649956,0.9954252720189541,0.7211889706736078,0.17986072941208217
2.0,M_liquidity,0.8171441649367504,0.9747589808839354,0.07905972386327248,0.2685150667771519,0.995968392167919,0.7213226758139907,0.17972702427169915
2.0,M_ob,0.6436512671681092,0.9372995885532678,0.08681213538367623,0.3119842535200323,0.9499931149341868,0.8248922228219486,0.07615747726374116
2.0,M_trend,0.6475812729557385,0.9376826081195727,0.08675917536455262,0.31107386185750907,0.9550179654619545,0.8225542522698758,0.07849544781581412
3.0,M0,0.7011299184978658,0.9780042316483847,0.04158938464091957,0.1722653679318007,0.986472253005823,0.9048880957531912,0.05001764546360402
3.0,M_contact,0.7183738527243649,0.9807505559593851,0.04161484219190656,0.17032483601010326,0.9914040433453755,0.8999238188460428,0.05498192237075239
3.0,M_full,0.8450831582152188,0.990921300934316,0.041871125723824294,0.1577308642242068,0.9989960857686353,0.8504304191267921,0.10447532209000314
3.0,M_full_minus_contact,0.8491106354540072,0.9911994915242404,0.04137823336992341,0.15469833362746974,0.9991270872751525,0.8518143775324414,0.10309136368435379
3.0,M_full_minus_liquidity,0.71739173483431,0.9805632532803085,0.041861923584335194,0.17191783381558787,0.9914154220825059,0.8980216532288043,0.05688408798799075
3.0,M_full_minus_ob,0.8447042022951866,0.9908715371641293,0.041683165683565025,0.15709872033877806,0.9990615865218939,0.850151528214479,0.1047542130023162
3.0,M_full_minus_trend,0.8439889010173314,0.990829614227256,0.042146521527402336,0.15870504822136858,0.9989140493544028,0.8511791314630742,0.10372660975372094
3.0,M_liquidity,0.84866242578085,0.9911684996979814,0.041445591951067395,0.15462571993164073,0.998985706610133,0.8504864749893614,0.1044192662274338
3.0,M_ob,0.6979769108238082,0.9778359253719028,0.04167638237543544,0.17336149477434212,0.9870708497126923,0.9043886531510367,0.0505170880657585
3.0,M_trend,0.6963562562945235,0.9774856625819318,0.04165091439394467,0.17296067718720168,0.9871421520052749,0.9054221259746146,0.04948361524218051
