action,first_h,scale,target_bin,risk_bin,plane,all_wf_present,WF1_n,WF1_E_R_lower,WF1_E_R_upper,WF1_ambiguity_gap_R,WF2_n,WF2_E_R_lower,WF2_E_R_upper,WF2_ambiguity_gap_R,WF3_n,WF3_E_R_lower,WF3_E_R_upper,WF3_ambiguity_gap_R,min_n_across_wf,min_E_R_lower_across_wf,max_ambiguity_gap_R_across_wf,sample_gate,positive_3_of_3,ambiguity_gate,robust_positive_geometry,rr_bin
OUTWARD,2,0.8,<0.5,,rr_x_target,True,150,-0.30555471637129,-0.04221845363653101,0.26333626273475896,116,0.0839639153207209,0.09689494980347951,0.01293103448275862,122,-0.05971755043739618,-0.03512738650296996,0.02459016393442623,116,-0.30555471637129,0.26333626273475896,False,False,False,False,0.5-0.75
OUTWARD,2,0.8,0.5-1,,rr_x_target,True,482,-0.0024427791497461833,0.027640648108356283,0.03008342725810246,511,-0.027275187759102395,-0.027275187759102395,0.0,441,-0.17387943557276214,-0.15425412513112519,0.019625310441636973,441,-0.17387943557276214,0.03008342725810246,True,False,True,False,1-1.5
OUTWARD,2,0.8,<0.5,,rr_x_target,True,753,-0.04536646905746615,-0.008235624259045615,0.03713084479842054,675,-0.13069488193280393,-0.10527533087852196,0.025419551054281984,648,-0.09855201058795626,-0.07158634059903045,0.026965669988925803,648,-0.13069488193280393,0.03713084479842054,True,False,True,False,<0.5
OUTWARD,2,0.8,1-2,,rr_x_target,True,365,0.1573237753154474,0.1573237753154474,0.0,309,-0.03852671074970647,-0.0007644729874686958,0.03776223776223776,264,-0.20255768256708423,-0.1689537531647747,0.03360392940230954,264,-0.20255768256708423,0.03776223776223776,True,False,True,False,0.5-0.75
OUTWARD,2,0.8,1-2,,rr_x_target,True,977,-0.39838943888817696,-0.3342201709756828,0.06416926791249418,832,-0.47911547970720114,-0.3493077873995088,0.12980769230769232,889,-0.1819813151624678,-0.15266902654916453,0.029312288613303268,832,-0.47911547970720114,0.12980769230769232,True,False,True,False,>=3
OUTWARD,2,0.8,2-3,,rr_x_target,True,1278,-0.12480146169511153,24.28081145861201,24.405612920307124,1135,-0.3889057944852418,-0.38537822796529303,0.003527566519948836,1084,-0.1933713069810864,-0.17933950155545497,0.01403180542563143,1084,-0.3889057944852418,24.405612920307124,True,False,False,False,>=3
OUTWARD,2,0.8,2-3,,rr_x_target,True,216,-0.30925521596373046,-0.29493229929706377,0.014322916666666666,224,-0.03349467117546057,-0.03349467117546057,0.0,249,-0.1376771419502201,-0.1376771419502201,0.0,216,-0.30925521596373046,0.014322916666666666,True,False,True,False,1.5-2
OUTWARD,2,0.8,3-5,,rr_x_target,True,40,-0.07383295388432373,-0.07383295388432373,0.0,71,-0.09649452822281744,-0.09649452822281744,0.0,53,-0.009115395971671214,-0.009115395971671214,0.0,40,-0.09649452822281744,0.0,False,False,True,False,1-1.5
OUTWARD,2,0.8,3-5,,rr_x_target,True,100,0.20183968201436012,0.20183968201436012,0.0,115,0.056704883654821084,0.056704883654821084,0.0,102,-0.1952879089257175,-0.1952879089257175,0.0,100,-0.1952879089257175,0.0,False,False,True,False,1.5-2
OUTWARD,2,0.8,0.5-1,,rr_x_target,True,484,-0.015509003377618132,-0.01115215690458909,0.004356846473029046,502,0.02128135675048864,0.03685993121093204,0.0155785744604434,395,-0.07496895607022666,-0.07496895607022666,0.0,395,-0.07496895607022666,0.0155785744604434,True,False,True,False,<0.5
OUTWARD,2,0.8,2-3,,rr_x_target,True,15,0.4000642214927929,0.4000642214927929,0.0,8,-0.7549019607843137,-0.7549019607843137,0.0,14,0.17446552566464646,0.17446552566464646,0.0,8,-0.7549019607843137,0.0,False,False,True,False,<0.5
OUTWARD,2,0.8,3-5,,rr_x_target,True,238,0.018904970488766496,0.018904970488766496,0.0,245,-0.1406926669850584,-0.1406926669850584,0.0,244,-0.05609525913396121,-0.05609525913396121,0.0,238,-0.1406926669850584,0.0,True,False,True,False,2-3
OUTWARD,2,0.8,>=5,,rr_x_target,True,47,0.5856653483035074,0.5856653483035074,0.0,19,-0.7162660438360312,-0.7162660438360312,0.0,13,1.2899267399267402,1.2899267399267402,0.0,13,-0.7162660438360312,0.0,False,False,True,False,1.5-2
OUTWARD,2,0.8,>=5,,rr_x_target,True,89,-0.46141516725772225,-0.46141516725772225,0.0,55,-0.5205082793794578,-0.5205082793794578,0.0,70,-0.12764064575941048,-0.12764064575941048,0.0,55,-0.5205082793794578,0.0,False,False,True,False,2-3
OUTWARD,2,0.8,1-2,,rr_x_target,True,923,-0.08014978423671625,-0.07353456924222893,0.006615214994487321,983,0.002879930070550402,0.002879930070550402,0.0,871,0.042811753554117316,0.052223518259999664,0.009411764705882352,871,-0.08014978423671625,0.009411764705882352,True,False,True,False,1-1.5
OUTWARD,2,0.8,0.5-1,,rr_x_target,True,309,-0.048882486714849176,-0.048882486714849176,0.0,292,-0.22731514683412607,-0.22731514683412607,0.0,282,0.009797187191203547,0.009797187191203547,0.0,282,-0.22731514683412607,0.0,True,False,True,False,0.75-1
OUTWARD,2,0.8,1-2,,rr_x_target,True,638,-0.1839825918800352,-0.16747566962231425,0.01650692225772098,695,-0.08128904353033974,-0.06917664042956453,0.012112403100775193,591,-0.11469306631812938,-0.08016313092149475,0.03452993539663462,591,-0.1839825918800352,0.03452993539663462,True,False,True,False,1.5-2
OUTWARD,2,0.8,0.5-1,,rr_x_target,True,719,0.023080299591893227,0.025414566632042626,0.002334267040149393,534,-0.11994033807949078,-0.09871667539127378,0.021223662688217015,518,-0.085866747301335,-0.060637989131400366,0.025228758169934643,518,-0.11994033807949078,0.025228758169934643,True,False,True,False,0.5-0.75
OUTWARD,2,0.8,2-3,,rr_x_target,True,194,-0.046045036486976484,-0.046045036486976484,0.0,205,-0.06521292462613519,-0.06521292462613519,0.0,239,-0.08299261948030069,-0.07303686726791131,0.00995575221238938,194,-0.08299261948030069,0.00995575221238938,False,False,True,False,1-1.5
OUTWARD,2,0.8,0.5-1,,rr_x_target,True,123,-0.33722094365358385,-0.25592013064545377,0.08130081300813008,117,0.07820560848298475,0.12399315427053054,0.04578754578754579,111,0.28191925777882754,0.35048782634739606,0.06856856856856856,111,-0.33722094365358385,0.08130081300813008,False,False,True,False,1.5-2
OUTWARD,2,0.8,3-5,,rr_x_target,True,8,-0.7829131652661064,-0.7829131652661064,0.0,1,,,,2,-0.275,-0.275,0.0,1,-0.7829131652661064,0.0,False,False,False,False,<0.5
OUTWARD,2,0.8,0.5-1,,rr_x_target,True,77,-0.31247436638295173,-0.15663021053879586,0.15584415584415584,84,-0.02479886226833344,0.1180582805888094,0.14285714285714285,133,-0.6137340697871545,-0.5686212878322673,0.045112781954887216,77,-0.6137340697871545,0.15584415584415584,False,False,True,False,2-3
OUTWARD,2,0.8,3-5,,rr_x_target,True,16,0.3283442179846438,0.3283442179846438,0.0,19,0.35761108248328394,0.35761108248328394,0.0,14,0.5155927234767862,0.5155927234767862,0.0,14,0.3283442179846438,0.0,False,True,True,False,0.5-0.75
OUTWARD,2,0.8,<0.5,,rr_x_target,False,8,-0.5,-0.5,0.0,2,0.0,0.0,0.0,0,,,,0,,,False,False,False,False,1-1.5
OUTWARD,2,0.8,3-5,,rr_x_target,True,12,-0.323222686826173,-0.323222686826173,0.0,29,-0.0003344501164488634,-0.0003344501164488634,0.0,24,0.8185085951300372,0.8185085951300372,0.0,12,-0.323222686826173,0.0,False,False,True,False,0.75-1
OUTWARD,2,0.8,2-3,,rr_x_target,True,71,0.09807349196337639,0.09807349196337639,0.0,42,-0.2483687073819861,-0.2483687073819861,0.0,49,0.30556122381255213,0.30556122381255213,0.0,42,-0.2483687073819861,0.0,False,False,True,False,0.75-1
OUTWARD,2,0.8,2-3,,rr_x_target,True,41,0.38783567612154296,0.38783567612154296,0.0,51,0.44336194613450686,0.44336194613450686,0.0,43,0.163803886545597,0.163803886545597,0.0,41,0.163803886545597,0.0,False,True,True,False,0.5-0.75
OUTWARD,2,0.8,>=5,,rr_x_target,True,8,-1.0,-1.0,0.0,28,-0.33495952443150717,-0.33495952443150717,0.0,5,1.263157894736842,1.263157894736842,0.0,5,-1.0,0.0,False,False,True,False,1-1.5
OUTWARD,2,1.2,>=5,,rr_x_target,True,688,-0.5337921398947024,-0.5337921398947024,0.0,558,-0.10405962627566549,-0.10405962627566549,0.0,659,-0.2934274178498228,-0.2934274178498228,0.0,558,-0.5337921398947024,0.0,True,False,True,False,>=3
OUTWARD,2,1.2,1-2,,rr_x_target,True,300,-0.060354651848621585,-0.060354651848621585,0.0,369,-0.16456871106925225,-0.149894798025774,0.014673913043478261,391,-0.1105386156280726,-0.10605143614089312,0.004487179487179487,300,-0.16456871106925225,0.014673913043478261,True,False,True,False,0.75-1
OUTWARD,2,1.2,2-3,,rr_x_target,True,434,-0.1769909846894044,-0.1769909846894044,0.0,355,0.08354150321693624,0.08354150321693624,0.0,314,-0.3705492118396162,-0.35971888692986886,0.010830324909747292,314,-0.3705492118396162,0.010830324909747292,True,False,True,False,2-3
OUTWARD,2,1.2,0.5-1,,rr_x_target,True,94,0.12405832883480722,0.16838411906430256,0.044325790229495336,95,0.02478798368997602,0.02478798368997602,0.0,106,-0.3482945054002706,-0.3482945054002706,0.0,94,-0.3482945054002706,0.044325790229495336,False,False,True,False,1-1.5
OUTWARD,2,1.2,1-2,,rr_x_target,True,365,0.1573237753154474,0.1573237753154474,0.0,308,-0.0404348299268073,-0.0025450170369944055,0.03788981288981289,263,-0.19928947634809685,-0.1655478259236467,0.033741650424450154,263,-0.19928947634809685,0.03788981288981289,True,False,True,False,0.5-0.75
OUTWARD,2,1.2,2-3,,rr_x_target,True,369,-0.1644065415676747,84.46920227385932,84.633608815427,394,-0.5600530055251225,-0.5600530055251225,0.0,309,-0.13501709644444443,-0.08631579774314573,0.048701298701298704,309,-0.5600530055251225,84.633608815427,True,False,False,False,>=3
OUTWARD,2,1.2,2-3,,rr_x_target,True,210,-0.2869731261561088,-0.2721881799195497,0.01478494623655914,219,-0.06272500442286097,-0.06272500442286097,0.0,244,-0.11901214502273569,-0.11901214502273569,0.0,210,-0.2869731261561088,0.01478494623655914,True,False,True,False,1.5-2
OUTWARD,2,1.2,1-2,,rr_x_target,True,253,-0.22569947960451273,-0.22569947960451273,0.0,282,0.07191519483751052,0.15910380693715465,0.08718861209964412,228,0.12322471702384709,0.12322471702384709,0.0,228,-0.22569947960451273,0.08718861209964412,True,False,True,False,2-3
OUTWARD,2,1.2,3-5,,rr_x_target,True,40,-0.07383295388432373,-0.07383295388432373,0.0,70,-0.08143610369319773,-0.08143610369319773,0.0,53,-0.009115395971671214,-0.009115395971671214,0.0,40,-0.08143610369319773,0.0,False,False,True,False,1-1.5
OUTWARD,2,1.2,3-5,,rr_x_target,True,98,0.23718790795595895,0.23718790795595895,0.0,113,0.07762973283610468,0.07762973283610468,0.0,101,-0.18547434683944586,-0.18547434683944586,0.0,98,-0.18547434683944586,0.0,False,False,True,False,1.5-2
OUTWARD,2,1.2,0.5-1,,rr_x_target,True,483,-0.016500786048961328,-0.012134881683056967,0.004365904365904366,492,0.022010053375733692,0.037907860919382905,0.01589780754364921,387,-0.07969611293485218,-0.07969611293485218,0.0,387,-0.07969611293485218,0.01589780754364921,True,False,True,False,<0.5
OUTWARD,2,1.2,2-3,,rr_x_target,True,14,0.4251462822891394,0.4251462822891394,0.0,8,-0.7549019607843137,-0.7549019607843137,0.0,14,0.17446552566464646,0.17446552566464646,0.0,8,-0.7549019607843137,0.0,False,False,True,False,<0.5
OUTWARD,2,1.2,1-2,,rr_x_target,True,193,-0.13861724795603964,-0.13861724795603964,0.0,203,-0.6640231195475936,-0.1714122821091699,0.49261083743842365,153,-0.149697233929177,-0.149697233929177,0.0,153,-0.6640231195475936,0.49261083743842365,False,False,False,False,>=3
OUTWARD,2,1.2,3-5,,rr_x_target,True,566,-0.2103524054831921,-0.2103524054831921,0.0,492,-0.26757786426678737,-0.26757786426678737,0.0,515,-0.22195411416463087,-0.2043129851323728,0.017641129032258066,492,-0.26757786426678737,0.017641129032258066,True,False,True,False,>=3
OUTWARD,2,1.2,3-5,,rr_x_target,True,232,0.04858181428941023,0.04858181428941023,0.0,211,0.003230728692321021,0.003230728692321021,0.0,230,-0.009925007365652593,-0.009925007365652593,0.0,211,-0.009925007365652593,0.0,True,False,True,False,2-3
OUTWARD,2,1.2,>=5,,rr_x_target,True,47,0.5856653483035074,0.5856653483035074,0.0,19,-0.7162660438360312,-0.7162660438360312,0.0,13,1.2899267399267402,1.2899267399267402,0.0,13,-0.7162660438360312,0.0,False,False,True,False,1.5-2
OUTWARD,2,1.2,>=5,,rr_x_target,True,86,-0.43958064701141364,-0.43958064701141364,0.0,52,-0.4845464003329171,-0.4845464003329171,0.0,67,-0.0773122214762996,-0.0773122214762996,0.0,52,-0.4845464003329171,0.0,False,False,True,False,2-3
OUTWARD,2,1.2,1-2,,rr_x_target,True,722,-0.08768399468847263,-0.07918541111906753,0.0084985835694051,751,-0.04342214583036774,-0.04342214583036774,0.0,644,0.04713668135681239,0.05975497788678085,0.012618296529968454,644,-0.08768399468847263,0.012618296529968454,True,False,True,False,1-1.5
OUTWARD,2,1.2,1-2,,rr_x_target,True,262,-0.3408722758252129,-0.30143207226287194,0.03944020356234097,368,-0.1765650809979574,-0.15348105514384844,0.023084025854108955,230,-0.06692800168783986,-0.033449687744225694,0.033478313943614134,230,-0.3408722758252129,0.03944020356234097,True,False,True,False,1.5-2
OUTWARD,2,1.2,0.5-1,,rr_x_target,True,427,0.04345047752590102,0.04345047752590102,0.0,418,-0.14573180217468965,-0.13058028702317448,0.01515151515151515,360,-0.00042376053352218126,0.01718987583011417,0.017613636363636363,360,-0.14573180217468965,0.017613636363636363,True,False,True,False,0.5-0.75
OUTWARD,2,1.2,<0.5,,rr_x_target,True,530,-0.05483089292862345,-0.03456583912831582,0.02026505380030763,493,-0.15741899868622977,-0.13475008874201655,0.02266890994421323,456,-0.16978277258081578,-0.14667813598933707,0.023104636591478694,456,-0.16978277258081578,0.023104636591478694,True,False,True,False,<0.5
OUTWARD,2,1.2,2-3,,rr_x_target,True,194,-0.046045036486976484,-0.046045036486976484,0.0,204,-0.060515502136819284,-0.060515502136819284,0.0,239,-0.08299261948030069,-0.07303686726791131,0.00995575221238938,194,-0.08299261948030069,0.00995575221238938,False,False,True,False,1-1.5
OUTWARD,2,1.2,3-5,,rr_x_target,True,8,-0.7829131652661064,-0.7829131652661064,0.0,1,,,,2,-0.275,-0.275,0.0,1,-0.7829131652661064,0.0,False,False,False,False,<0.5
OUTWARD,2,1.2,0.5-1,,rr_x_target,True,136,0.0718491176958624,0.0718491176958624,0.0,114,-0.07317028025396552,-0.07317028025396552,0.0,136,0.05516336265897929,0.05516336265897929,0.0,114,-0.07317028025396552,0.0,False,False,True,False,0.75-1
OUTWARD,2,1.2,3-5,,rr_x_target,True,16,0.3283442179846438,0.3283442179846438,0.0,19,0.35761108248328394,0.35761108248328394,0.0,13,0.5155927234767862,0.5155927234767862,0.0,13,0.3283442179846438,0.0,False,True,True,False,0.5-0.75
OUTWARD,2,1.2,<0.5,,rr_x_target,True,4,-0.625,-0.625,0.0,10,0.05,0.2,0.15,2,-1.0,-1.0,0.0,2,-1.0,0.15,False,False,True,False,0.5-0.75
OUTWARD,2,1.2,3-5,,rr_x_target,True,12,-0.323222686826173,-0.323222686826173,0.0,29,-0.0003344501164488634,-0.0003344501164488634,0.0,24,0.8185085951300372,0.8185085951300372,0.0,12,-0.323222686826173,0.0,False,False,True,False,0.75-1
OUTWARD,2,1.2,2-3,,rr_x_target,True,68,0.09314156415515265,0.09314156415515265,0.0,42,-0.2483687073819861,-0.2483687073819861,0.0,49,0.30556122381255213,0.30556122381255213,0.0,42,-0.2483687073819861,0.0,False,False,True,False,0.75-1
OUTWARD,2,1.2,2-3,,rr_x_target,True,41,0.38783567612154296,0.38783567612154296,0.0,51,0.44336194613450686,0.44336194613450686,0.0,43,0.163803886545597,0.163803886545597,0.0,41,0.163803886545597,0.0,False,True,True,False,0.5-0.75
OUTWARD,2,1.2,>=5,,rr_x_target,True,7,-1.0,-1.0,0.0,28,-0.33495952443150717,-0.33495952443150717,0.0,4,1.263157894736842,1.263157894736842,0.0,4,-1.0,0.0,False,False,True,False,1-1.5
OUTWARD,2,1.2,0.5-1,,rr_x_target,True,11,0.37879404420607704,0.37879404420607704,0.0,12,-0.5833333333333334,-0.5833333333333334,0.0,14,0.630949958947009,0.630949958947009,0.0,11,-0.5833333333333334,0.0,False,False,True,False,1.5-2
INWARD,2,0.2,>=5,,rr_x_target,True,4018,-0.6876537956887224,-0.6876537956887224,0.0,4709,-0.6079195540138046,-0.6079195540138046,0.0,4519,-0.6559108892811715,-0.6055031798667905,0.050407709414381024,4018,-0.6876537956887224,0.050407709414381024,True,False,True,False,>=3
INWARD,2,0.2,2-3,,rr_x_target,True,3314,-0.40979406567666915,-0.389919840168404,0.01987422550826521,2986,-0.46597052199846273,-0.46262655602291786,0.003343965975544923,3112,-0.20445660203036647,-0.2023132484385361,0.002143353591830374,2986,-0.46597052199846273,0.01987422550826521,True,False,True,False,>=3
INWARD,2,0.2,3-5,,rr_x_target,True,5755,-0.48443825973753113,-0.4726668395615915,0.011771420175939608,5418,-0.5027794675450845,-0.49980749061194113,0.0029719769331433285,5873,-0.41991693972633376,-0.4124314745184115,0.007485465207922254,5418,-0.5027794675450845,0.011771420175939608,True,False,True,False,>=3
INWARD,2,0.2,1-2,,rr_x_target,True,926,0.07335537634006624,0.0952611813784014,0.02190580503833516,755,-0.2476270057760502,-0.2476270057760502,0.0,737,-0.153864772834299,-0.14524408317912657,0.008620689655172414,737,-0.2476270057760502,0.02190580503833516,True,False,True,False,2-3
INWARD,2,0.2,2-3,,rr_x_target,True,987,-0.21058092278338933,-0.20388449421196078,0.006696428571428571,767,-0.04457606880799274,-0.005952331434255366,0.03862373737373737,833,-0.1342917582359756,-0.12960634993610948,0.004685408299866131,767,-0.21058092278338933,0.03862373737373737,True,False,True,False,2-3
INWARD,2,0.2,<0.5,,rr_x_target,True,331,-0.037175555099356515,0.03401737721317526,0.07119293231253174,343,-0.09556495886008973,-0.046761417141510615,0.0488035417185791,275,-0.18292695377173496,-0.09854132415736813,0.0843856296143668,275,-0.18292695377173496,0.0843856296143668,True,False,True,False,<0.5
INWARD,2,0.2,1-2,,rr_x_target,True,68,0.09317899072007667,0.13980922751424787,0.04663023679417121,89,0.056356089906359215,0.056356089906359215,0.0,40,-0.1453005246472412,-0.02178120901704694,0.12351931563019423,40,-0.1453005246472412,0.12351931563019423,False,False,True,False,<0.5
INWARD,2,0.2,2-3,,rr_x_target,True,23,0.26104028705849047,0.26104028705849047,0.0,31,-0.23466186670539918,-0.23466186670539918,0.0,19,-0.40682981075877894,-0.40682981075877894,0.0,19,-0.40682981075877894,0.0,False,False,True,False,0.5-0.75
INWARD,2,0.2,1-2,,rr_x_target,True,909,-0.049962416646948796,-0.049962416646948796,0.0,684,0.023724303260940657,0.02673635145371174,0.0030120481927710845,659,-0.05267087776377494,-0.046145592282535126,0.0065252854812398045,659,-0.05267087776377494,0.0065252854812398045,True,False,True,False,1-1.5
INWARD,2,0.2,1-2,,rr_x_target,True,1679,-0.28705429737508426,-0.2503039373075586,0.03675036006752557,1733,-0.31010431562449015,-0.18973921067413832,0.1203651049503518,1471,-0.5055594139733105,-0.45388248036619205,0.05167693360711841,1471,-0.5055594139733105,0.1203651049503518,True,False,True,False,>=3
INWARD,2,0.2,3-5,,rr_x_target,True,166,-0.20117988089798247,-0.20117988089798247,0.0,162,0.014420264372642079,0.014420264372642079,0.0,159,-0.2681399328099278,-0.2681399328099278,0.0,159,-0.2681399328099278,0.0,False,False,True,False,1.5-2
INWARD,2,0.2,3-5,,rr_x_target,True,9,0.6280586080586081,0.6280586080586081,0.0,1,-1.0,-1.0,0.0,9,0.046575348736435276,0.046575348736435276,0.0,1,-1.0,0.0,False,False,True,False,0.5-0.75
INWARD,2,0.2,1-2,,rr_x_target,True,613,0.02203976447572214,0.02654080258357906,0.004501038107856925,630,-0.04930767287801121,-0.02004345883118847,0.029264214046822744,457,0.017649925547695754,0.017649925547695754,0.0,457,-0.04930767287801121,0.029264214046822744,True,False,True,False,1.5-2
INWARD,2,0.2,2-3,,rr_x_target,True,373,-0.06880553394151341,-0.023272392731138777,0.04553314121037464,355,-0.13606861950309754,-0.11837631181078984,0.01769230769230769,328,-0.11072107654874228,-0.10201815860261418,0.0087029179461281,328,-0.13606861950309754,0.04553314121037464,True,False,True,False,1.5-2
INWARD,2,0.2,>=5,,rr_x_target,True,17,-0.43754109138724523,-0.43754109138724523,0.0,17,0.27152014652014655,0.27152014652014655,0.0,11,-1.0,-1.0,0.0,11,-1.0,0.0,False,False,True,False,1-1.5
INWARD,2,0.2,<0.5,,rr_x_target,True,39,-0.7948717948717948,-0.48717948717948717,0.3076923076923077,26,-0.4230769230769231,-0.2692307692307692,0.15384615384615385,56,-0.8091836734693878,-0.6663265306122449,0.14285714285714285,26,-0.8091836734693878,0.3076923076923077,False,False,False,False,1-1.5
INWARD,2,0.2,2-3,,rr_x_target,True,274,0.0023024172227429332,0.0023024172227429332,0.0,205,0.31619967050313563,0.31619967050313563,0.0,204,0.18341043645659996,0.18341043645659996,0.0,204,0.0023024172227429332,0.0,True,True,True,True,1-1.5
INWARD,2,0.2,0.5-1,,rr_x_target,True,151,-0.5529841742669849,-0.35430867757824314,0.1986754966887417,133,-0.30786625967944176,-0.1332630850762672,0.1746031746031746,141,-0.3693423831170867,-0.10693103559935623,0.2624113475177305,133,-0.5529841742669849,0.2624113475177305,False,False,False,False,>=3
INWARD,2,0.2,3-5,,rr_x_target,True,595,0.010025545722213113,0.016861483222213113,0.0068359375,708,-0.1825815681338071,-0.17066591846403675,0.011915649669770377,610,-0.13747076456652557,-0.13747076456652557,0.0,595,-0.1825815681338071,0.011915649669770377,True,False,True,False,2-3
INWARD,2,0.2,1-2,,rr_x_target,True,274,0.14755916793942478,0.16038239065484786,0.012823222715423094,255,-0.29457228095242477,-0.24067361045296382,0.05389867049946102,232,0.010205059332023168,0.02389417479686403,0.01368911546484086,232,-0.29457228095242477,0.05389867049946102,True,False,True,False,0.5-0.75
INWARD,2,0.2,0.5-1,,rr_x_target,True,325,-0.211784263519608,-0.19332272505806955,0.018461538461538463,352,0.10745506804315696,0.13276498539852888,0.025309917355371903,292,-0.11028056220203923,-0.08973261699655977,0.02054794520547945,292,-0.211784263519608,0.025309917355371903,True,False,True,False,1-1.5
INWARD,2,0.2,1-2,,rr_x_target,True,286,-0.1340689303592299,-0.1265552691570441,0.007513661202185793,263,0.27268422276323817,0.2800806724673803,0.0073964497041420114,273,-0.03169182083211368,-0.017751681430719667,0.013940139401394014,263,-0.1340689303592299,0.013940139401394014,True,False,True,False,0.75-1
INWARD,2,0.2,0.5-1,,rr_x_target,True,322,0.07842444986209329,0.09311130286416369,0.014686853002070392,380,0.09769595754069926,0.11135715972649163,0.01366120218579235,343,0.02309208192070734,0.04256454117130279,0.01947245925059545,322,0.02309208192070734,0.01947245925059545,True,True,True,True,0.5-0.75
INWARD,2,0.2,0.5-1,,rr_x_target,True,235,-0.05895121827066125,-0.05895121827066125,0.0,145,0.14345798264387022,0.14345798264387022,0.0,171,-0.19442382801276,-0.16372207362679508,0.03070175438596491,145,-0.19442382801276,0.03070175438596491,False,False,True,False,0.75-1
INWARD,2,0.2,0.5-1,,rr_x_target,True,145,-0.4471252674781585,-0.28160802609884816,0.16551724137931034,156,-0.28070819693762294,-0.20378512001454602,0.07692307692307693,203,0.5459235827968147,0.5754802330431201,0.029556650246305417,145,-0.4471252674781585,0.16551724137931034,False,False,True,False,2-3
INWARD,2,0.2,0.5-1,,rr_x_target,True,95,0.001062447181537934,0.001062447181537934,0.0,131,-0.11533705516282348,-0.11533705516282348,0.0,129,-0.20496593310006445,-0.18558608813882416,0.01937984496124031,95,-0.20496593310006445,0.01937984496124031,False,False,True,False,1.5-2
INWARD,2,0.2,>=5,,rr_x_target,True,26,-1.0,-1.0,0.0,21,-0.6519607843137255,-0.6519607843137255,0.0,22,0.3334532337480346,0.3334532337480346,0.0,21,-1.0,0.0,False,False,True,False,1.5-2
INWARD,2,0.2,2-3,,rr_x_target,True,38,-0.2565109170504032,-0.20651091705040323,0.05,46,-0.1434873406491447,-0.1434873406491447,0.0,34,-0.018660603310677117,-0.018660603310677117,0.0,34,-0.2565109170504032,0.05,False,False,True,False,0.75-1
INWARD,2,0.2,<0.5,,rr_x_target,True,8,-0.5,-0.5,0.0,4,-1.0,0.00022893772993304307,1.0002289377299332,6,-1.0,4.5,5.5,4,-1.0,5.5,False,False,False,False,>=3
INWARD,2,0.2,0.5-1,,rr_x_target,True,252,-0.17888157667072085,-0.17352682432801672,0.00535475234270415,239,-0.23141154446793818,-0.18466380068629612,0.046747743781642086,215,-0.08733448567704036,-0.012298595603209356,0.07503589007383102,215,-0.23141154446793818,0.07503589007383102,True,False,True,False,<0.5
INWARD,2,0.2,>=5,,rr_x_target,True,142,-0.6158969096540974,-0.6158969096540974,0.0,147,-0.8491167460701782,-0.8491167460701782,0.0,120,-0.66948614705998,-0.66948614705998,0.0,120,-0.8491167460701782,0.0,False,False,True,False,2-3
INWARD,2,0.2,>=5,,rr_x_target,False,4,-0.17331288343558282,-0.17331288343558282,0.0,0,,,,3,-0.1918229336609022,-0.1918229336609022,0.0,0,,,False,False,False,False,0.5-0.75
INWARD,2,0.2,3-5,,rr_x_target,True,64,0.0019194224039082493,0.0019194224039082493,0.0,84,0.1742811836460556,0.1742811836460556,0.0,53,0.5110324891811708,0.5110324891811708,0.0,53,0.0019194224039082493,0.0,False,True,True,False,1-1.5
INWARD,2,0.2,2-3,,rr_x_target,True,13,-0.278549572093489,-0.278549572093489,0.0,8,-0.43492794831333403,-0.43492794831333403,0.0,11,0.3093987352360558,0.3093987352360558,0.0,8,-0.43492794831333403,0.0,False,False,True,False,<0.5
INWARD,2,0.2,3-5,,rr_x_target,True,17,0.8582930963632628,0.8582930963632628,0.0,10,0.644513163048632,0.644513163048632,0.0,10,0.33526203503693425,0.33526203503693425,0.0,10,0.33526203503693425,0.0,False,True,True,False,0.75-1
INWARD,2,0.4,>=5,,rr_x_target,True,3586,-0.6465964792115098,-0.6465964792115098,0.0,4175,-0.5610351169217181,-0.5610351169217181,0.0,3999,-0.6056276887343248,-0.5478536870350896,0.05777400169923534,3586,-0.6465964792115098,0.05777400169923534,True,False,True,False,>=3
INWARD,2,0.4,2-3,,rr_x_target,True,2853,-0.3228342714525646,-0.3062588789735577,0.016575392479006936,2573,-0.4024505041530017,-0.3985685069919821,0.0038819971610195647,2724,-0.0999194373850133,-0.09745783081794857,0.0024616065670647383,2573,-0.4024505041530017,0.016575392479006936,True,False,True,False,>=3
INWARD,2,0.4,3-5,,rr_x_target,True,5042,-0.42269869691413053,-0.40912643460827985,0.013572262305850645,4724,-0.43373342286979283,-0.43029326245738564,0.0034401604124071365,4979,-0.4216560037437909,-0.41283704267002114,0.0088189610737698,4724,-0.43373342286979283,0.013572262305850645,True,False,True,False,>=3
INWARD,2,0.4,1-2,,rr_x_target,True,898,0.1073146424841587,0.12991351254065586,0.022598870056497175,729,-0.2197613393233114,-0.2197613393233114,0.0,725,-0.13902029516472528,-0.13024836534016387,0.008771929824561403,725,-0.2197613393233114,0.022598870056497175,True,False,True,False,2-3
INWARD,2,0.4,2-3,,rr_x_target,True,949,-0.17561830630992636,-0.16862529931691939,0.006993006993006993,748,-0.01868012773431495,0.0209904727066136,0.039670600440928544,806,-0.10182769916982469,-0.09696658805871358,0.004861111111111111,748,-0.17561830630992636,0.039670600440928544,True,False,True,False,2-3
