datetime,mom_val,sqzOn,sqzOff,noSqz,bcolor,scolor
2025-07-28 13:45:00,41.30714285714262,True,False,False,lime,black
2025-07-28 14:00:00,44.16714285714269,True,False,False,lime,black
2025-07-28 14:15:00,45.65785714285704,True,False,False,lime,black
2025-07-28 14:30:00,45.099999999999994,True,False,False,green,black
2025-07-28 14:45:00,44.34535714285718,True,False,False,green,black
2025-07-28 21:00:00,38.31964285714271,True,False,False,green,black
2025-07-28 21:15:00,34.11749999999982,True,False,False,green,black
2025-07-28 21:30:00,29.002142857142672,True,False,False,green,black
2025-07-28 21:45:00,16.333571428571304,True,False,False,green,black
2025-07-28 22:00:00,9.776428571428603,True,False,False,green,black
2025-07-28 22:15:00,5.116071428571299,True,False,False,green,black
2025-07-28 22:30:00,4.136428571428453,True,False,False,green,black
2025-07-28 22:45:00,-0.4699999999999953,True,False,False,red,black
2025-07-28 23:00:00,-3.5010714285714393,True,False,False,red,black
2025-07-28 23:15:00,-3.2689285714286562,True,False,False,maroon,black
2025-07-28 23:30:00,-0.5782142857143207,True,False,False,maroon,black
2025-07-28 23:45:00,3.200000000000051,True,False,False,lime,black
2025-07-29 00:00:00,6.162142857142991,True,False,False,lime,black
2025-07-29 00:15:00,7.741428571428829,True,False,False,lime,black
2025-07-29 00:30:00,7.626428571428757,True,False,False,green,black
2025-07-29 00:45:00,8.004285714285755,True,False,False,lime,black
2025-07-29 01:00:00,9.45107142857136,True,False,False,lime,black
2025-07-29 01:15:00,9.408928571428442,True,False,False,green,black
2025-07-29 01:30:00,9.388571428571517,True,False,False,green,black
2025-07-29 01:45:00,10.357857142857107,True,False,False,lime,black
2025-07-29 02:00:00,9.191785714285626,True,False,False,green,black
2025-07-29 02:15:00,10.442142857142608,True,False,False,lime,black
2025-07-29 09:00:00,10.016785714285444,True,False,False,green,black
2025-07-29 09:15:00,5.659999999999776,True,False,False,green,black
2025-07-29 09:30:00,4.118571428571158,True,False,False,green,black
2025-07-29 09:45:00,-0.19964285714309682,True,False,False,red,black
2025-07-29 10:00:00,-1.3660714285717148,True,False,False,red,black
2025-07-29 10:30:00,-3.863571428571518,True,False,False,red,black
2025-07-29 10:45:00,-3.6639285714288086,True,False,False,maroon,black
2025-07-29 11:00:00,-4.240000000000251,True,False,False,red,black
2025-07-29 11:15:00,-3.418214285714411,True,False,False,maroon,black
2025-07-29 13:30:00,-2.7496428571429927,True,False,False,maroon,black
2025-07-29 13:45:00,-0.5525000000001725,True,False,False,maroon,black
2025-07-29 14:00:00,1.9992857142855163,True,False,False,lime,black
2025-07-29 14:15:00,4.826785714285506,True,False,False,lime,black
2025-07-29 14:30:00,4.237857142856825,True,False,False,green,black
2025-07-29 14:45:00,3.257142857142467,True,False,False,green,black
2025-07-29 21:00:00,2.0321428571424933,True,False,False,green,black
2025-07-29 21:15:00,4.83607142857106,True,False,False,lime,black
2025-07-29 21:30:00,7.843571428571131,True,False,False,lime,black
2025-07-29 21:45:00,8.040357142856841,True,False,False,lime,black
2025-07-29 22:00:00,7.483928571428129,True,False,False,green,black
2025-07-29 22:15:00,10.106428571428062,True,False,False,lime,black
2025-07-29 22:30:00,11.836071428570929,True,False,False,lime,black
2025-07-29 22:45:00,14.378571428570805,True,False,False,lime,black
2025-07-29 23:00:00,16.84178571428521,True,False,False,lime,black
2025-07-29 23:15:00,12.945714285713699,True,False,False,green,black
2025-07-29 23:30:00,10.02678571428543,True,False,False,green,black
2025-07-29 23:45:00,9.968571428571028,True,False,False,green,black
2025-07-30 00:00:00,8.47357142857119,True,False,False,green,black
2025-07-30 00:15:00,8.371071428571382,True,False,False,green,black
2025-07-30 00:30:00,7.230357142857014,True,False,False,green,black
2025-07-30 00:45:00,6.67857142857122,True,False,False,green,black
2025-07-30 01:00:00,6.145714285714037,True,False,False,green,black
2025-07-30 01:15:00,7.359642857142665,True,False,False,lime,black
2025-07-30 01:30:00,8.360357142856966,True,False,False,lime,black
2025-07-30 01:45:00,8.80678571428551,True,False,False,lime,black
2025-07-30 02:00:00,8.412499999999742,True,False,False,green,black
2025-07-30 02:15:00,10.406428571428194,True,False,False,lime,black
2025-07-30 09:00:00,10.103571428571039,True,False,False,green,black
2025-07-30 09:15:00,6.546071428571173,True,False,False,green,black
2025-07-30 09:30:00,-0.3221428571431577,True,False,False,red,black
2025-07-30 09:45:00,-4.6710714285718495,True,False,False,red,black
2025-07-30 10:00:00,-6.019285714286083,True,False,False,red,black
2025-07-30 10:30:00,-7.041071428571925,True,False,False,red,black
2025-07-30 10:45:00,-4.307142857143403,True,False,False,maroon,black
2025-07-30 11:00:00,-5.46357142857209,True,False,False,red,black
2025-07-30 11:15:00,-6.381071428571989,True,False,False,red,black
2025-07-30 13:30:00,-5.535000000000659,True,False,False,maroon,black
2025-07-30 13:45:00,-7.995000000000514,True,False,False,red,black
2025-07-30 14:00:00,-11.96035714285764,True,False,False,red,black
2025-07-30 14:15:00,-14.777500000000508,False,True,False,red,gray
2025-07-30 14:30:00,-17.731428571428893,False,True,False,red,gray
2025-07-30 14:45:00,-20.3317857142859,False,True,False,red,gray
2025-07-30 21:00:00,-39.453571428571465,False,True,False,red,gray
2025-07-30 21:15:00,-50.755714285714355,False,True,False,red,gray
2025-07-30 21:30:00,-56.816428571428524,False,True,False,red,gray
2025-07-30 21:45:00,-59.94249999999994,False,True,False,red,gray
2025-07-30 22:00:00,-59.49714285714285,False,True,False,maroon,gray
2025-07-30 22:15:00,-62.49749999999986,False,True,False,red,gray
2025-07-30 22:30:00,-62.51535714285682,False,True,False,red,gray
2025-07-30 22:45:00,-63.73428571428539,False,True,False,red,gray
2025-07-30 23:00:00,-65.05178571428556,False,True,False,red,gray
2025-07-30 23:15:00,-68.94321428571413,False,True,False,red,gray
2025-07-30 23:30:00,-70.1839285714284,False,True,False,red,gray
2025-07-30 23:45:00,-67.52714285714264,False,True,False,maroon,gray
2025-07-31 00:00:00,-61.48321428571419,False,True,False,maroon,gray
2025-07-31 00:15:00,-53.273571428571415,False,True,False,maroon,gray
2025-07-31 00:30:00,-43.389285714285776,False,True,False,maroon,gray
2025-07-31 00:45:00,-33.57321428571446,False,True,False,maroon,gray
2025-07-31 01:00:00,-25.055357142857254,False,True,False,maroon,gray
2025-07-31 01:15:00,-15.471785714286,False,True,False,maroon,gray
2025-07-31 01:30:00,-5.745000000000076,False,True,False,maroon,gray
2025-07-31 01:45:00,6.893214285714393,True,False,False,lime,black
2025-07-31 02:00:00,5.289285714285839,True,False,False,green,black
2025-07-31 02:15:00,4.065714285714336,True,False,False,green,black
2025-07-31 09:00:00,-5.514642857142775,False,True,False,red,gray
2025-07-31 09:15:00,-18.45107142857129,False,True,False,red,gray
2025-07-31 09:30:00,-30.26499999999983,False,True,False,red,gray
2025-07-31 09:45:00,-43.510357142856975,False,True,False,red,gray
2025-07-31 10:00:00,-51.13964285714255,False,True,False,red,gray
2025-07-31 10:30:00,-57.42642857142826,False,True,False,red,gray
2025-07-31 10:45:00,-60.13749999999984,False,True,False,red,gray
2025-07-31 11:00:00,-65.3110714285712,False,True,False,red,gray
2025-07-31 11:15:00,-66.66785714285683,False,True,False,red,gray
2025-07-31 13:30:00,-68.2049999999996,False,True,False,red,gray
2025-07-31 13:45:00,-65.6964285714284,False,True,False,maroon,gray
2025-07-31 14:00:00,-62.182499999999806,False,True,False,maroon,gray
2025-07-31 14:15:00,-57.758214285714274,False,True,False,maroon,gray
2025-07-31 14:30:00,-53.85571428571443,False,True,False,maroon,gray
2025-07-31 14:45:00,-48.92428571428597,False,True,False,maroon,gray
2025-07-31 21:00:00,-54.593214285714744,False,True,False,red,gray
2025-07-31 21:15:00,-58.170000000000314,False,True,False,red,gray
2025-07-31 21:30:00,-59.39321428571461,False,True,False,red,gray
2025-07-31 21:45:00,-59.25214285714313,False,True,False,maroon,gray
2025-07-31 22:00:00,-55.92678571428589,False,True,False,maroon,gray
2025-07-31 22:15:00,-56.446071428571734,False,True,False,red,gray
2025-07-31 22:30:00,-57.174285714286,False,True,False,red,gray
2025-07-31 22:45:00,-60.09321428571445,False,True,False,red,gray
2025-07-31 23:00:00,-60.743214285714586,False,True,False,red,gray
2025-07-31 23:15:00,-60.55535714285722,False,True,False,maroon,gray
2025-07-31 23:30:00,-58.18607142857156,False,True,False,maroon,gray
2025-07-31 23:45:00,-54.34321428571448,False,True,False,maroon,gray
2025-08-01 00:00:00,-52.55464285714291,False,True,False,maroon,gray
2025-08-01 00:15:00,-48.19107142857153,False,True,False,maroon,gray
2025-08-01 00:30:00,-41.7850000000001,False,True,False,maroon,gray
2025-08-01 00:45:00,-35.464285714285815,False,True,False,maroon,gray
2025-08-01 01:00:00,-27.893571428571292,False,True,False,maroon,gray
2025-08-01 01:15:00,-20.893928571428553,False,True,False,maroon,gray
2025-08-01 01:30:00,-13.386785714285693,False,True,False,maroon,gray
2025-08-01 01:45:00,-3.3132142857143805,True,False,False,maroon,black
2025-08-01 02:00:00,1.7664285714285626,True,False,False,lime,black
2025-08-01 02:15:00,7.0246428571427515,True,False,False,lime,black
2025-08-01 09:00:00,8.290714285714245,True,False,False,lime,black
2025-08-01 09:15:00,8.8435714285715,True,False,False,lime,black
2025-08-01 09:30:00,7.713571428571541,True,False,False,green,black
2025-08-01 09:45:00,5.365357142857334,True,False,False,green,black
2025-08-01 10:00:00,5.431785714285901,True,False,False,lime,black
2025-08-01 10:30:00,3.2221428571432114,True,False,False,green,black
2025-08-01 10:45:00,3.3160714285717674,True,False,False,lime,black
2025-08-01 11:00:00,3.4964285714290924,True,False,False,lime,black
2025-08-01 11:15:00,3.1825000000005907,True,False,False,green,black
2025-08-01 13:30:00,3.030714285714801,True,False,False,green,black
2025-08-01 13:45:00,5.869285714286082,True,False,False,lime,black
2025-08-01 14:00:00,7.914642857143193,True,False,False,lime,black
2025-08-01 14:15:00,7.903928571428954,True,False,False,green,black
2025-08-01 14:30:00,7.556428571428894,True,False,False,green,black
2025-08-01 14:45:00,6.37928571428591,True,False,False,green,black
2025-08-01 21:00:00,16.771071428571616,False,True,False,lime,gray
2025-08-01 21:15:00,30.233214285714553,False,True,False,lime,gray
2025-08-01 21:30:00,39.32428571428575,False,True,False,lime,gray
2025-08-01 21:45:00,45.05250000000013,False,True,False,lime,gray
2025-08-01 22:00:00,52.11178571428577,False,True,False,lime,gray
2025-08-01 22:15:00,56.71285714285723,False,True,False,lime,gray
2025-08-01 22:30:00,58.373928571428635,False,True,False,lime,gray
2025-08-01 22:45:00,58.94607142857142,False,True,False,lime,gray
2025-08-01 23:00:00,57.68928571428567,False,True,False,green,gray
2025-08-01 23:15:00,56.50785714285698,False,True,False,green,gray
2025-08-01 23:30:00,53.92785714285707,False,True,False,green,gray
2025-08-01 23:45:00,50.925,False,True,False,green,gray
2025-08-02 00:00:00,46.94142857142853,False,True,False,green,gray
2025-08-02 00:15:00,39.14071428571423,False,True,False,green,gray
2025-08-02 00:30:00,30.880714285714102,False,True,False,green,gray
2025-08-02 00:45:00,26.038571428571316,False,True,False,green,gray
2025-08-02 01:00:00,20.56464285714283,False,True,False,green,gray
2025-08-02 01:15:00,13.40714285714288,False,True,False,green,gray
2025-08-02 01:30:00,6.481071428571319,True,False,False,green,black
2025-08-02 01:45:00,-3.9057142857143248,True,False,False,red,black
2025-08-02 02:00:00,-7.127500000000097,True,False,False,red,black
2025-08-02 02:15:00,-7.247142857142947,True,False,False,red,black
2025-08-04 09:00:00,-12.52035714285735,True,False,False,red,black
2025-08-04 09:15:00,-18.352500000000248,True,False,False,red,black
2025-08-04 09:30:00,-21.235714285714423,True,False,False,red,black
2025-08-04 09:45:00,-21.369285714285922,True,False,False,red,black
2025-08-04 10:00:00,-22.286785714285827,True,False,False,red,black
2025-08-04 10:30:00,-19.448214285714442,True,False,False,maroon,black
2025-08-04 10:45:00,-12.508571428571589,True,False,False,maroon,black
2025-08-04 11:00:00,-6.698571428571736,False,True,False,maroon,gray
2025-08-04 11:15:00,0.5107142857141831,False,True,False,lime,gray
2025-08-04 13:30:00,7.207142857142884,False,True,False,lime,gray
2025-08-04 13:45:00,14.73714285714294,False,True,False,lime,gray
2025-08-04 14:00:00,21.608571428571352,False,True,False,lime,gray
2025-08-04 14:15:00,26.435714285714024,False,True,False,lime,gray
2025-08-04 14:30:00,31.918214285714253,False,True,False,lime,gray
2025-08-04 14:45:00,37.82571428571438,False,True,False,lime,gray
2025-08-04 21:00:00,44.478571428571605,False,True,False,lime,gray
2025-08-04 21:15:00,51.88428571428584,False,True,False,lime,gray
2025-08-04 21:30:00,57.6696428571432,False,True,False,lime,gray
2025-08-04 21:45:00,61.698928571428745,False,True,False,lime,gray
2025-08-04 22:00:00,63.96857142857159,False,True,False,lime,gray
2025-08-04 22:15:00,66.74785714285711,False,True,False,lime,gray
2025-08-04 22:30:00,67.32250000000009,False,True,False,lime,gray
2025-08-04 22:45:00,63.96964285714291,False,True,False,green,gray
2025-08-04 23:00:00,58.785000000000004,False,True,False,green,gray
2025-08-04 23:15:00,52.475714285714304,False,True,False,green,gray
2025-08-04 23:30:00,47.08999999999992,False,True,False,green,gray
2025-08-04 23:45:00,43.02321428571412,False,True,False,green,gray
2025-08-05 00:00:00,37.35607142857133,False,True,False,green,gray
2025-08-05 00:15:00,31.353214285714177,False,True,False,green,gray
2025-08-05 00:30:00,24.689285714285592,False,True,False,green,gray
2025-08-05 00:45:00,18.336071428571344,False,True,False,green,gray
2025-08-05 01:00:00,12.99642857142836,False,True,False,green,gray
2025-08-05 01:15:00,7.434642857142592,False,True,False,green,gray
2025-08-05 01:30:00,2.329642857142666,True,False,False,green,black
2025-08-05 01:45:00,-2.186071428571587,True,False,False,red,black
2025-08-05 02:00:00,-6.953214285714317,True,False,False,red,black
2025-08-05 02:15:00,-10.242142857142738,True,False,False,red,black
2025-08-05 09:00:00,-11.633928571428442,True,False,False,red,black
2025-08-05 09:15:00,-9.91535714285699,True,False,False,maroon,black
2025-08-05 09:30:00,-7.814285714285425,True,False,False,maroon,black
2025-08-05 09:45:00,-4.742142857142575,True,False,False,maroon,black
2025-08-05 10:00:00,1.3014285714289677,True,False,False,lime,black
2025-08-05 10:30:00,4.621785714286123,False,True,False,lime,gray
2025-08-05 10:45:00,7.1503571428575246,False,True,False,lime,gray
2025-08-05 11:00:00,7.741785714285939,False,True,False,lime,gray
2025-08-05 11:15:00,8.365714285714523,False,True,False,lime,gray
2025-08-05 13:30:00,10.078928571428749,False,True,False,lime,gray
2025-08-05 13:45:00,13.02821428571437,False,True,False,lime,gray
2025-08-05 14:00:00,12.335357142857044,False,True,False,green,gray
2025-08-05 14:15:00,11.133928571428363,False,True,False,green,gray
2025-08-05 14:30:00,9.434285714285501,True,False,False,green,black
2025-08-05 14:45:00,6.496428571428182,True,False,False,green,black
2025-08-05 21:00:00,10.430714285713762,True,False,False,lime,black
2025-08-05 21:15:00,10.663214285713703,True,False,False,lime,black
2025-08-05 21:30:00,13.449999999999301,True,False,False,lime,black
2025-08-05 21:45:00,14.488928571427797,True,False,False,lime,black
2025-08-05 22:00:00,15.403214285713695,True,False,False,lime,black
2025-08-05 22:15:00,22.121071428570918,False,True,False,lime,gray
2025-08-05 22:30:00,31.98821428571391,False,True,False,lime,gray
2025-08-05 22:45:00,38.507857142856736,False,True,False,lime,gray
2025-08-05 23:00:00,42.84535714285677,False,True,False,lime,gray
2025-08-05 23:15:00,48.827499999999716,False,True,False,lime,gray
2025-08-05 23:30:00,52.36142857142828,False,True,False,lime,gray
2025-08-05 23:45:00,56.21142857142843,False,True,False,lime,gray
2025-08-06 00:00:00,57.208214285714085,False,True,False,lime,gray
2025-08-06 00:15:00,57.14178571428549,False,True,False,green,gray
2025-08-06 00:30:00,55.70571428571424,False,True,False,green,gray
2025-08-06 00:45:00,55.40035714285704,False,True,False,green,gray
2025-08-06 01:00:00,52.626071428571464,False,True,False,green,gray
2025-08-06 01:15:00,49.597500000000046,False,True,False,green,gray
2025-08-06 01:30:00,46.60964285714297,False,True,False,green,gray
2025-08-06 01:45:00,40.21285714285711,False,True,False,green,gray
2025-08-06 02:00:00,37.02285714285708,False,True,False,green,gray
2025-08-06 02:15:00,31.3575000000001,False,True,False,green,gray
2025-08-06 09:00:00,24.67107142857151,False,True,False,green,gray
2025-08-06 09:15:00,18.182142857142743,True,False,False,green,black
2025-08-06 09:30:00,14.27678571428551,True,False,False,green,black
2025-08-06 09:45:00,11.417142857142792,True,False,False,green,black
2025-08-06 10:00:00,9.429642857142994,True,False,False,green,black
2025-08-06 10:30:00,5.877857142857309,True,False,False,green,black
2025-08-06 10:45:00,2.9282142857145033,True,False,False,green,black
2025-08-06 11:00:00,2.1000000000002856,True,False,False,green,black
2025-08-06 11:15:00,1.9396428571431414,True,False,False,green,black
2025-08-06 13:30:00,0.7596428571431559,True,False,False,green,black
2025-08-06 13:45:00,0.38714285714304,True,False,False,green,black
2025-08-06 14:00:00,-0.056785714285751965,True,False,False,red,black
2025-08-06 14:15:00,-1.2317857142857278,True,False,False,red,black
2025-08-06 14:30:00,-1.3271428571429027,True,False,False,red,black
2025-08-06 14:45:00,-2.4707142857142728,True,False,False,red,black
2025-08-06 21:00:00,-2.757142857142906,True,False,False,red,black
2025-08-06 21:15:00,-1.6575000000000415,True,False,False,maroon,black
2025-08-06 21:30:00,-3.0582142857143992,True,False,False,red,black
2025-08-06 21:45:00,-1.5607142857143383,True,False,False,maroon,black
2025-08-06 22:00:00,-0.02214285714284614,True,False,False,maroon,black
2025-08-06 22:15:00,0.5632142857144302,True,False,False,lime,black
2025-08-06 22:30:00,1.2696428571429887,True,False,False,lime,black
2025-08-06 22:45:00,5.436785714285881,True,False,False,lime,black
2025-08-06 23:00:00,6.257500000000021,True,False,False,lime,black
2025-08-06 23:15:00,6.560000000000063,True,False,False,lime,black
2025-08-06 23:30:00,5.030357142857222,True,False,False,green,black
2025-08-06 23:45:00,4.807857142857106,True,False,False,green,black
2025-08-07 00:00:00,4.945714285714218,True,False,False,lime,black
2025-08-07 00:15:00,5.755714285714332,True,False,False,lime,black
2025-08-07 00:30:00,4.732142857142779,True,False,False,green,black
2025-08-07 00:45:00,4.41071428571426,True,False,False,green,black
2025-08-07 01:00:00,4.55035714285719,True,False,False,lime,black
2025-08-07 01:15:00,4.277142857142826,True,False,False,green,black
2025-08-07 01:30:00,5.649642857142888,True,False,False,lime,black
2025-08-07 01:45:00,5.713571428571518,True,False,False,lime,black
2025-08-07 02:00:00,3.3460714285713298,True,False,False,green,black
2025-08-07 02:15:00,0.998571428571319,True,False,False,green,black
2025-08-07 09:00:00,2.7489285714285874,True,False,False,lime,black
2025-08-07 09:15:00,5.664285714285611,True,False,False,lime,black
2025-08-07 09:30:00,8.148928571428328,True,False,False,lime,black
2025-08-07 09:45:00,10.407499999999969,True,False,False,lime,black
2025-08-07 10:00:00,12.452500000000146,True,False,False,lime,black
2025-08-07 10:30:00,16.180000000000085,False,True,False,lime,gray
2025-08-07 10:45:00,18.326428571428604,False,True,False,lime,gray
2025-08-07 11:00:00,20.49821428571426,False,True,False,lime,gray
2025-08-07 11:15:00,21.923928571428558,False,True,False,lime,gray
2025-08-07 13:30:00,22.33178571428551,False,True,False,lime,gray
2025-08-07 13:45:00,24.32107142857107,False,True,False,lime,gray
2025-08-07 14:00:00,26.269999999999623,False,True,False,lime,gray
2025-08-07 14:15:00,27.898928571428094,False,True,False,lime,gray
2025-08-07 14:30:00,29.32749999999966,False,True,False,lime,gray
2025-08-07 14:45:00,32.73749999999981,False,True,False,lime,gray
2025-08-07 21:00:00,40.57035714285682,False,True,False,lime,gray
2025-08-07 21:15:00,47.27428571428546,False,True,False,lime,gray
2025-08-07 21:30:00,54.67785714285697,False,True,False,lime,gray
2025-08-07 21:45:00,56.12642857142823,False,True,False,lime,gray
2025-08-07 22:00:00,53.84499999999957,False,True,False,green,gray
2025-08-07 22:15:00,49.64392857142834,False,True,False,green,gray
2025-08-07 22:30:00,45.62964285714256,False,True,False,green,gray
2025-08-07 22:45:00,39.97714285714254,False,True,False,green,gray
2025-08-07 23:00:00,35.45142857142824,False,True,False,green,gray
2025-08-07 23:15:00,28.90607142857123,False,True,False,green,gray
2025-08-07 23:30:00,23.05357142857137,False,True,False,green,gray
