horizon,approx_minutes,feature,folds,median_q50_high_minus_low,mean_q50_high_minus_low,q50_spread_sign_consistency,median_width_high_minus_low,width_spread_sign_consistency,median_asym_high_minus_low,asym_spread_sign_consistency,median_positive_rate_high_minus_low,median_q50_bin_monotonicity,median_width_bin_monotonicity,median_asym_bin_monotonicity
4,60,feat_5m_4h_gap_sq,5,0.0010386718717346503,0.0010817524474145018,1.0,-0.0034912164986659368,0.6,0.0016682313964751358,0.6,0.09261150834184545,0.3,-0.6,0.09999999999999999
4,60,feat_5m_4h_jump_share,5,0.0006208315010039,0.0016404747236097802,0.6,-0.000731166715796502,0.6,0.0010027456197121152,0.6,0.021666666666666612,0.3,-0.19999999999999998,0.09999999999999999
4,60,feat_5m_4h_neg_semivar_share,5,0.0008307076900972001,0.0001278934347459301,0.8,0.004117402038960501,0.6,0.0018528181716362408,0.8,0.05122535470794176,0.39999999999999997,0.3,0.39999999999999997
4,60,feat_5m_4h_ret_sum,5,-0.0017032229759543498,-0.0006077439874356279,0.8,-0.001392736016205284,0.6,-0.005354612131547582,0.6,-0.11535029004908526,-0.3,-0.3,-0.19999999999999998
4,60,feat_5m_4h_rv,5,-4.739330331979998e-05,-0.00019139042509223,0.6,-0.004027367737345074,0.6,-0.0001494003597119157,0.6,-0.0021637216011539673,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999
4,60,feat_5m_8h_rv,5,0.00044621973860925,0.0015143276865788602,0.6,-0.008483153721131856,0.8,0.0036795258821561176,0.8,0.05349794238683131,0.09999999999999999,-0.7,0.6
4,60,feat_5m_rv_rate_ratio_1h_4h,5,0.0016248972492426,0.00075260388211015,0.8,0.0030411638265494013,1.0,0.003082131447387439,0.8,0.11008403361344543,0.3,0.39999999999999997,0.3
4,60,feat_5m_rv_rate_ratio_4h_8h,5,-4.141017352639998e-05,0.00025061883396778,0.6,0.0038374053967314727,0.8,-0.00482313110628858,0.6,-0.004540763673890558,0.0,0.49999999999999994,-0.09999999999999999
4,60,feat_time_after_long_gap,5,-0.0002918629979436,-0.00036143282856237997,0.8,0.0006428610526299228,0.6,-0.00037644763409354614,0.6,-0.003109452736318463,,,
4,60,feat_time_bars_since_segment_start,5,-0.00142027834237195,-0.0011370938046431159,0.8,0.0010564577476335005,0.8,-0.00013194660491291574,0.6,-0.130952380952381,-0.49999999999999994,0.0,-0.3
8,120,feat_15m_location_32,5,0.00035581332536389985,0.00013361814696333994,0.6,-0.008085276165072663,0.8,0.008695371557209503,0.6,0.008842925659472423,0.09999999999999999,-0.7,0.49999999999999994
8,120,feat_15m_oi_log_change_4,5,-0.00016775720928945007,0.0011519561226938097,0.6,-0.005744155208767893,1.0,0.005430825358595539,0.6,0.014492753623188415,-0.09999999999999999,-0.6,0.3
8,120,feat_15m_ret_1,5,0.0006899870505971436,0.00016484690684511868,0.6,-0.002072867387755091,0.8,0.0018968849543638568,0.6,-0.007520176082171703,0.19999999999999998,-0.3,0.0
8,120,feat_15m_ret_16,5,-0.0017610565516235999,-0.00130117306310262,0.8,-0.007542953800002469,0.6,-0.0037191690435876123,0.6,-0.12318238471125886,-0.3,-0.7,-0.19999999999999998
8,120,feat_15m_ret_4,5,0.00075297098117255,0.00034128126284628995,0.8,0.000954166206344368,0.6,0.004104858148644934,0.6,0.06559684684684686,0.3,0.09999999999999999,0.09999999999999999
8,120,feat_15m_ret_8,5,-0.0019278797550439,-0.00122900334972745,0.8,0.000553739861691719,0.6,0.001646829821239015,0.6,-0.11455417832866854,-0.39999999999999997,0.09999999999999999,0.09999999999999999
8,120,feat_15m_volume_ratio_32,5,0.0022647548817814,0.0014389709741557406,0.6,-0.0019029620382239147,0.6,0.0006535222762258791,0.6,0.13634873811864962,0.09999999999999999,-0.09999999999999999,0.09999999999999999
8,120,feat_5m_1h_jump_share,5,-0.00033393457439064977,-0.0006365469181125699,0.6,0.00010094145780330244,0.6,-0.004501693756795164,0.6,-0.02476746701276228,0.0,0.19999999999999998,-0.39999999999999997
8,120,feat_5m_1h_max_abs_return,5,-0.0004205865033362504,5.6583024181148034e-05,0.6,0.004958360085087536,0.8,0.0014938000967337928,0.8,-0.016369764082811766,0.19999999999999998,0.49999999999999994,0.19999999999999998
8,120,feat_5m_1h_neg_semivar_share,5,-2.7761571386794305e-07,0.0004366425999364364,0.6,0.0011540481607239528,0.6,0.004371429494752107,0.6,0.001585288522511108,0.0,0.09999999999999999,0.09999999999999999
8,120,feat_5m_1h_positive_return_share,5,0.0022233335098068,0.002352528256469761,0.8,0.004995012899253113,0.8,0.0021521663065321803,0.6,0.10082848580997705,0.3,0.3,0.49999999999999994
8,120,feat_5m_1h_ret_sum,5,0.00075297098117255,0.00034128126284628995,0.8,0.000954166206344368,0.6,0.004104858148644934,0.6,0.06559684684684686,0.3,0.09999999999999999,0.09999999999999999
8,120,feat_5m_1h_rv,5,0.002010823237139763,0.0002510236361263735,0.6,0.005797731447766033,0.8,0.008023112561385805,0.6,0.05959411575217438,0.7,0.19999999999999998,0.49999999999999994
8,120,feat_5m_4h_gap_sq,5,0.0014644181706711997,0.0028699058183863702,1.0,-0.00966127555971346,0.8,0.00248190721558807,0.8,0.16163793103448276,0.6,-0.49999999999999994,0.3
8,120,feat_5m_4h_jump_share,5,-0.0016066032630979998,0.0014425593096543897,0.6,0.001974897069764319,0.6,-0.00682789410856054,0.8,-0.07157894736842108,-0.09999999999999999,0.09999999999999999,-0.49999999999999994
8,120,feat_5m_4h_neg_semivar_share,5,0.0017365994433948002,0.0010608269912684497,0.8,0.015968997924102647,0.6,0.008472022574315423,0.8,0.08326618318560308,0.39999999999999997,0.7,0.39999999999999997
8,120,feat_5m_4h_ret_sum,5,-0.0017610565516235999,-0.00130117306310262,0.8,-0.007542953800002469,0.6,-0.0037191690435876123,0.6,-0.12318238471125886,-0.3,-0.7,-0.19999999999999998
8,120,feat_5m_4h_rv,5,-0.0017821762839920002,-0.0008875274957775,0.6,0.006807585042784815,0.6,0.001647609032203845,0.8,-0.03721374045801529,-0.09999999999999999,0.09999999999999999,0.39999999999999997
8,120,feat_5m_8h_rv,5,-0.000903624987633,0.00156979054520803,0.6,-0.0006606513220621946,0.6,0.0104376032990785,0.8,-0.041785375118708445,-0.09999999999999999,-0.09999999999999999,0.49999999999999994
8,120,feat_5m_rv_rate_ratio_1h_4h,5,0.0018486556511761,0.00141709581805713,0.8,0.0071470743940894865,0.6,-0.0004670538441316763,0.6,0.0698858647936787,0.3,0.39999999999999997,-0.3
8,120,feat_5m_rv_rate_ratio_4h_8h,5,-0.0008545754251059502,-0.0007937127613889507,0.6,0.004780307888967925,0.8,0.00047288832303971594,0.6,-0.023181818181818192,0.0,0.09999999999999999,-0.09999999999999999
8,120,feat_time_after_long_gap,5,0.0009707162262836,0.00017728498564101744,0.6,-0.0007762892199867019,0.6,0.0019047569166313026,0.6,0.016169154228855787,,,
8,120,feat_time_bars_since_segment_start,5,-0.0036544201014428,-0.003436614232381229,0.8,0.0038505674777035703,0.6,-0.0007253998428186307,0.8,-0.07879901960784308,-0.7999999999999999,-0.19999999999999998,-0.3
16,240,feat_15m_location_32,5,0.0009517909424560499,0.00228457323414459,0.6,-0.006385074495588519,0.6,-0.0008504105399102721,0.6,0.04363636363636364,0.3,-0.3,-0.09999999999999999
16,240,feat_15m_oi_log_change_4,5,-0.0008372209399686004,-4.403147264685041e-05,0.6,-0.008533941817098892,1.0,0.007206003826751749,0.6,-0.09846547314578002,-0.39999999999999997,-0.7,0.09999999999999999
16,240,feat_15m_ret_1,5,3.998407452174995e-05,0.00111595599368359,0.6,0.004075439141669315,0.8,-0.00040857688844662954,0.8,0.03242793791574278,0.3,0.3,-0.3
16,240,feat_15m_ret_16,5,0.004691017875056251,0.0019172332862207402,0.6,-0.0057001094758159995,0.8,-0.002209641361519578,0.6,0.05372308907762191,0.3,-0.49999999999999994,-0.19999999999999998
16,240,feat_15m_ret_4,5,-8.29698315034e-05,-0.0004159730930972001,0.6,-0.002619998023724819,0.6,-0.0027924140467206274,0.6,0.007042253521126751,-0.09999999999999999,-0.09999999999999999,-0.3
16,240,feat_15m_ret_8,5,0.0020954507757477,0.0003200450554835548,0.6,-0.0023964012202541823,0.6,-0.01110971352506278,0.6,0.0024231409965167483,0.3,-0.09999999999999999,-0.7
16,240,feat_15m_volume_ratio_32,5,-0.0015494833335417996,-0.0007150826650520698,0.6,-0.0049718489874299165,0.8,-0.0003907612967412842,0.6,0.06522961574507968,-0.09999999999999999,-0.6,-0.09999999999999999
16,240,feat_5m_1h_jump_share,5,5.4309500678050016e-05,0.0008382385731864307,0.6,0.006258405129837677,0.8,-0.01206991300227454,0.8,0.03432267884322676,0.19999999999999998,0.39999999999999997,-0.39999999999999997
16,240,feat_5m_1h_max_abs_return,5,-0.0026898662024905013,-0.00244933399393751,0.6,0.0017849688080237777,0.8,0.001395312608512729,0.6,-0.03983382209188657,-0.09999999999999999,0.6,0.3
16,240,feat_5m_1h_neg_semivar_share,5,0.0014026288883357985,0.0010230418402217651,0.8,0.0008238446035765887,0.6,0.00505500952389331,0.8,0.06361149110807118,0.09999999999999999,0.39999999999999997,0.0
16,240,feat_5m_1h_positive_return_share,5,-0.0012218986058638,-0.0005746140752189197,0.8,0.004456764448054797,0.6,-0.009124694942230682,0.6,-0.009204191447182097,-0.39999999999999997,0.09999999999999999,-0.39999999999999997
16,240,feat_5m_1h_ret_sum,5,-8.29698315034e-05,-0.0004159730930972001,0.6,-0.002619998023724819,0.6,-0.0027924140467206274,0.6,0.007042253521126751,-0.09999999999999999,-0.09999999999999999,-0.3
16,240,feat_5m_1h_rv,5,0.0011196670347275999,9.44239150545801e-05,0.6,0.016394992210096812,0.6,0.00720317910102489,0.6,0.0850855212986164,0.7,0.49999999999999994,0.3
16,240,feat_5m_4h_gap_sq,5,0.004738638103571701,0.00361778864126742,0.8,0.004231235525408064,0.6,0.0037681445701482456,0.6,0.16782579897333993,0.3,-0.09999999999999999,0.0
16,240,feat_5m_4h_jump_share,5,0.0033037032726910003,0.0037515085510382304,0.6,0.019407799742053082,0.6,-0.005657265371517218,0.6,0.04349627174813586,0.7,0.6,-0.09999999999999999
16,240,feat_5m_4h_neg_semivar_share,5,0.004166484030351,0.0026354353784907303,0.6,0.02227845345692398,0.8,0.01104225037148031,0.6,0.039508340649692664,0.09999999999999999,0.6,0.3
16,240,feat_5m_4h_ret_sum,5,0.004691017875056251,0.0019172332862207402,0.6,-0.0057001094758159995,0.8,-0.002209641361519578,0.6,0.05372308907762191,0.3,-0.49999999999999994,-0.19999999999999998
16,240,feat_5m_4h_rv,5,-0.005563052823263699,-0.0015327936309473497,0.6,0.0069596952301048814,0.6,-0.009748077880629457,0.8,-0.11805555555555558,-0.09999999999999999,0.0,-0.09999999999999999
16,240,feat_5m_8h_rv,5,-0.00031910076973009987,0.00420085632144472,0.6,-0.0041077955174633335,0.6,0.019770161987980376,1.0,0.026717557251908386,-0.09999999999999999,0.19999999999999998,0.49999999999999994
16,240,feat_5m_rv_rate_ratio_1h_4h,5,0.0015929519524375997,0.0005547585208753897,0.6,0.0037052558263344706,0.8,0.0055412810334128475,0.6,0.10285714285714287,0.3,0.0,0.39999999999999997
16,240,feat_5m_rv_rate_ratio_4h_8h,5,-0.0056214520803648995,-0.0042004673708014,0.6,-0.008984507870019129,0.8,-0.009803788175469029,0.8,-0.04760496747486698,-0.09999999999999999,-0.6,-0.7
16,240,feat_time_after_long_gap,5,0.0022552854430159504,0.0016995187301825094,0.8,0.004732880469933358,0.8,-0.0038464201467258985,0.6,0.031094527363184077,,,
16,240,feat_time_bars_since_segment_start,5,-0.005136875996294061,-0.00410888043539539,0.8,-0.0038960858696763245,0.6,-0.0017998663402852277,0.6,-0.11904761904761907,-0.8999999999999998,-0.6,-0.19999999999999998
