horizon,approx_minutes,feature,fold,train_rows,test_rows,purge_rows,state_bin,feature_min,feature_max,n,q10,q50,q90,width_90_10,asym_90_plus_10,mean,positive_rate,norm_q10,norm_q50,norm_q90,baseline_q10,baseline_q50,baseline_q90
4,60,feat_15m_ret_4,4,2800,450,4,2,-0.005357211942746,-0.0017680120789087,77,-0.0085525384782063,0.0004891769695199,0.011075295099268244,0.019627833577474545,0.002522756621061944,0.0006108373376050771,0.5714285714285714,-1.2538147298151434,0.0576758911027442,1.512359389308631,-0.008264559369691369,0.0006739652392835,0.00948869160142159
4,60,feat_15m_ret_4,4,2800,450,4,3,-0.0017237796642159,0.0013511341930012,103,-0.007621436223693258,0.0004126263726793,0.010642366791121578,0.018263803014814835,0.0030209305674283203,0.0008214436472339863,0.5145631067961165,-1.160395827365938,0.0584803377207829,1.8706659482595283,-0.008264559369691369,0.0006739652392835,0.00948869160142159
4,60,feat_15m_ret_4,4,2800,450,4,4,0.0013591795238276,0.0053114562339882,96,-0.00607272271308545,2.9768106459558996e-05,0.009684148587665649,0.0157568713007511,0.0036114258745801988,0.0010464598706215946,0.5,-0.85704898882058,0.0048627755848895,1.4811133425594845,-0.008264559369691369,0.0006739652392835,0.00948869160142159
4,60,feat_15m_ret_4,4,2800,450,4,5,0.0053789860745006,0.0353633671716711,96,-0.0128525716135971,0.0005500419333174999,0.00858763713693015,0.02144020875052725,-0.0042649344766669504,-0.0008860381688713437,0.53125,-1.6310621911320236,0.09227772959321165,0.9888855798845397,-0.008264559369691369,0.0006739652392835,0.00948869160142159
4,60,feat_15m_ret_8,0,1000,450,4,1,-0.046780575458678,-0.0108835711077492,108,-0.01442450258703619,-0.00137479445693785,0.011691261531144347,0.026115764118180534,-0.0027332410558918423,-0.0014473884935447174,0.4444444444444444,-1.4110359227279032,-0.0870114666816701,0.9451300617750479,-0.013335218261450368,-0.0010512340440892,0.0111461172860627
4,60,feat_15m_ret_8,0,1000,450,4,2,-0.0107333434735963,-0.0026788122100267,103,-0.01683569612854072,-0.0025957185242816,0.007903905577889917,0.024739601706430636,-0.008931790550650803,-0.003936008120545427,0.33980582524271846,-1.7910152243874817,-0.2939433829113247,0.8804408900633296,-0.013335218261450368,-0.0010512340440892,0.0111461172860627
4,60,feat_15m_ret_8,0,1000,450,4,3,-0.0026046306088343,0.0016178809293503,70,-0.00920124140550048,0.00041085939678175,0.00951488815171222,0.018716129557212698,0.0003136467462117407,0.00019477419357179554,0.5142857142857142,-1.4600908887275392,0.040935469124187995,0.9378377522219346,-0.013335218261450368,-0.0010512340440892,0.0111461172860627
4,60,feat_15m_ret_8,0,1000,450,4,4,0.0017899766115778,0.0081179681024465,66,-0.0068027543463543005,-0.00030835873349085,0.01088368441667955,0.01768643876303385,0.004080930070325249,-0.0006512775614769481,0.45454545454545453,-0.9027576833308595,-0.03541789016282585,1.386929913766838,-0.013335218261450368,-0.0010512340440892,0.0111461172860627
4,60,feat_15m_ret_8,0,1000,450,4,5,0.0085481043157482,0.0464305537480829,103,-0.0098580864220477,0.0006417341301911,0.014737411219959496,0.024595497642007195,0.0048793247979117965,0.0004141640480809777,0.5145631067961165,-1.0404845897606412,0.033454362526676,1.0225271105757157,-0.013335218261450368,-0.0010512340440892,0.0111461172860627
4,60,feat_15m_ret_8,1,1450,450,4,1,-0.0535558869939531,-0.0117777023474605,62,-0.00793052438113474,-0.00028460096142669995,0.00970491998208054,0.017635444363215277,0.0017743956009457999,0.00039969243354052915,0.4838709677419355,-0.7573505696176946,-0.0212204382881578,1.1221607664607347,-0.00794898013442538,-0.0006248779804781,0.010189694516449974
4,60,feat_15m_ret_8,1,1450,450,4,2,-0.0117437105407294,-0.0031765106298902,133,-0.00575500824053876,-0.0004889463304198,0.008557808478031156,0.014312816718569916,0.0028028002374923967,0.0011677974720750136,0.46616541353383456,-0.9100550217302976,-0.0867831423882298,1.2892540739210345,-0.00794898013442538,-0.0006248779804781,0.010189694516449974
4,60,feat_15m_ret_8,1,1450,450,4,3,-0.0030544737815567,0.0016382256223597,94,-0.011322727244870849,-0.00155824298479155,0.0040760231570689115,0.01539875040193976,-0.007246704087801937,-0.0018666476798304922,0.425531914893617,-1.8306093223818893,-0.21593432801449236,0.7307626645432054,-0.00794898013442538,-0.0006248779804781,0.010189694516449974
4,60,feat_15m_ret_8,1,1450,450,4,4,0.0017261988086669,0.0083996806217196,79,-0.00984081298745808,-0.0015766656793949,0.0114505117940608,0.021291324781518878,0.00160969880660272,-0.00026274062842633795,0.4050632911392405,-1.9056512433751003,-0.2515970514770442,1.761704530184805,-0.00794898013442538,-0.0006248779804781,0.010189694516449974
4,60,feat_15m_ret_8,1,1450,450,4,5,0.0089499604854257,0.0518768370774456,82,-0.00795302286900864,0.00044487387049659997,0.014038503003260521,0.02199152587226916,0.006085480134251881,0.0007408960846226537,0.5121951219512195,-0.6559442080802504,0.05228929358146235,1.2083627439454836,-0.00794898013442538,-0.0006248779804781,0.010189694516449974
4,60,feat_15m_ret_8,2,1900,450,4,1,-0.0460307542639828,-0.0107350920006261,64,-0.008393593005567168,0.0008931594256748,0.011358359429196632,0.019751952434763798,0.0029647664236294637,0.0009455044494848562,0.53125,-0.7121807790326979,0.09646755664869955,1.3813664074489957,-0.00899180414671229,-0.00028311364846585,0.009799676000810893
