horizon,pair,feature_x,feature_y,x_bin,y_bin,n,q10,q50,q90,width_90_10,asym_90_plus_10,mean,positive_rate,norm_q10,norm_q50,norm_q90,folds
4,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,2,3,287,-0.00737821334086396,0.0001390917312207,0.011316256928359874,0.018694470269223835,0.0039380435874959135,0.000516016336597314,0.5156794425087108,-0.971530863640837,0.0220893917383877,1.568364120784041,5
4,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,3,1,205,-0.00940312745500846,0.0007288388594957,0.008645772382753238,0.0180488998377617,-0.0007573550722552221,-8.125141425984877e-05,0.5121951219512195,-1.148085017746018,0.0872769751255585,0.9159900764893107,5
4,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,3,2,238,-0.009000811777598027,0.00070958819223085,0.010603874490815263,0.019604686268413288,0.0016030627132172359,0.0003265135747557195,0.5462184873949579,-1.1842491629204253,0.08484566871704549,1.3107739027453038,5
4,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,3,3,321,-0.0076383709154173,0.0,0.0094508605179854,0.0170892314334027,0.0018124896025680992,9.046473635893613e-05,0.49221183800623053,-1.18458297990436,0.0,1.1882228278564488,5
4,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,1,1,0.0090926518152711,0.0090926518152711,0.0090926518152711,0.0,0.0181853036305422,0.0090926518152711,1.0,1.0131723270341066,1.0131723270341066,1.0131723270341066,1
4,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,2,115,-0.008648728730359859,0.0,0.0094948104420327,0.01814353917239256,0.0008460817116728407,0.00022355298284827061,0.4956521739130435,-1.0949595987560605,0.0,1.0437240991371928,5
4,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,3,565,-0.00941234169108382,0.0007248525901372,0.009945673426227385,0.019358015117311205,0.0005333317351435655,0.00014960017208784867,0.5256637168141592,-1.1294400166814205,0.0857192748397838,1.1182175441446103,5
4,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,2,1,112,-0.0061602893011764494,0.0006996552591032499,0.013570483546744793,0.01973077284792124,0.007410194245568344,0.0013861545264924678,0.5535714285714286,-1.1923749773939822,0.11169159901510735,2.4763593686720298,5
4,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,2,2,561,-0.0095563867202181,-0.0009495388667861,0.0099420868640666,0.0194984735842847,0.00038570014384850006,-0.000559102965707394,0.43315508021390375,-1.4115811965846967,-0.0973353045144398,1.4432257734940177,5
4,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,2,3,120,-0.01128824272638111,-0.00023978133585155,0.0060098984395540265,0.017298141165935137,-0.005278344286827084,-0.0010906993153779953,0.48333333333333334,-1.6363592344842968,-0.0357298158352186,0.8851370970980537,5
4,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,3,1,678,-0.00866007976195127,-0.00014322265342555,0.00991547710355917,0.01857555686551044,0.0012553973416079,3.677037942797208e-05,0.4911504424778761,-1.11523158889299,-0.0153038585950422,1.2811367757505128,5
4,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,3,2,98,-0.0071082628551503,0.0007818050648897,0.014518997097622369,0.02162725995277267,0.007410734242472069,0.0022271603913979025,0.5816326530612245,-0.6291573240699809,0.0756774177970172,1.8695711294315,5
4,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,1,1,146,-0.00756079421459235,-0.00063652234266925,0.0104991981576769,0.01805999237226925,0.0029384039430845506,0.00011400610901366541,0.4657534246575342,-0.7748622313014939,-0.0707725798254644,0.9225094061511945,5
4,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,1,2,238,-0.00923174943390181,0.00083519165056345,0.008773168014517125,0.018004917448418936,-0.00045858141938468454,0.0002508664999012688,0.5462184873949579,-1.1342392175289011,0.0996008283117921,1.0671572616553666,5
4,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,1,3,297,-0.01048860454969516,0.0007817775175184,0.010743181047373066,0.021231785597068224,0.000254576497677907,0.00014469435414127824,0.5286195286195287,-1.2139190012804102,0.0985894340943539,1.2524912433573467,5
4,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,2,1,349,-0.0082042051547112,-0.0004356620576143,0.0069330313062799355,0.015137236460991136,-0.001271173848431264,-0.00036467328401740636,0.45558739255014324,-1.027294434770411,-0.0479757055859056,0.9310192449667198,5
4,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,2,2,329,-0.01128683292099786,-0.0009266189764549,0.010731044057110398,0.02201787697810826,-0.0005557888638874613,-0.0006197866963398463,0.44376899696048633,-1.751092204056362,-0.1450704996485223,1.650965544540257,5
4,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,2,3,115,-0.00870564461399498,0.0001783007939109,0.010485986501852194,0.019191631115847173,0.0017803418878572144,0.00036425586589420217,0.5043478260869565,-1.4519959639104647,0.0321993444308156,2.0023487581668915,5
4,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,3,1,187,-0.0071458388804104996,-0.0003221753306001,0.008868958769791562,0.016014797650202063,0.0017231198893810622,0.00019186404682049253,0.47593582887700536,-0.7700524410225297,-0.0486319899657606,0.7797291616885265,5
4,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,3,2,275,-0.0075354011462008,-0.0003154474648409,0.0095998166794747,0.0171352178256755,0.002064415533273899,0.00043764528439273377,0.48363636363636364,-0.92602198760732,-0.0310156413825353,1.333347162079574,5
4,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,3,3,314,-0.00994120590870269,0.0003950867870231,0.01146000653365452,0.02140121244235721,0.0015188006249518306,0.0002769458778526292,0.535031847133758,-1.3750831488650967,0.06101075847058695,1.6000693109328685,5
4,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,1,1,297,-0.01081322551653356,6.867424375195383e-05,0.011406806419828244,0.022220031936361802,0.0005935809032946836,0.0001993508726445947,0.5016835016835017,-1.7170818636412775,0.0076396483047094,1.881294041024867,5
4,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,1,2,282,-0.010420077972118798,0.00021496821342200002,0.01103952116660802,0.021459599138726818,0.0006194431944892224,-0.00017786429996615003,0.5070921985815603,-1.4492654071987332,0.0364923274578714,1.4885095038190328,5
4,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,1,3,164,-0.00756444198809413,0.00079919918367595,0.010476151533864705,0.018040593521958834,0.0029117095457705756,0.00036580507364525095,0.5365853658536586,-0.9952325056953095,0.0894390375607313,1.0503761916896521,5
4,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,2,1,348,-0.008720828917717029,-0.0006854453963034499,0.012170497757259303,0.020891326674976333,0.0034496688395422737,9.159115846646542e-05,0.4367816091954023,-1.2745588907833036,-0.09567323115146731,1.9213257594488449,5
4,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,2,2,264,-0.00641859229707411,0.0004925237489600499,0.00912636114726414,0.01554495344433825,0.0027077688501900296,0.0004470693560554556,0.5265151515151515,-1.0049164852266956,0.07827224297349211,1.1683507784949534,5
4,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,2,3,173,-0.0081389643868378,0.0011688313018993,0.009171649143186644,0.017310613530024443,0.0010326847563488437,0.0005263459875063695,0.5838150289017341,-0.9928870516072851,0.1107596603629613,1.0240804705006505,5
4,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,3,1,75,-0.0061340563129617005,-0.0015650568749073,0.0037661686359150813,0.009900224948876782,-0.0023678876770466192,-0.0014281549734704226,0.4,-1.0160353537603335,-0.1573698147418016,0.5133680335380226,5
4,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,3,2,233,-0.008295874453237699,-0.0013554529582109,0.010455909962676604,0.018751784415914304,0.0021600355094389054,-0.0007544250903413804,0.3905579399141631,-1.0467305209327038,-0.1517977576139122,1.1720115176128894,5
4,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,3,3,414,-0.00877344912585543,0.0002600927345768,0.00950327337455413,0.01827672250040956,0.000729824248698701,0.00011139921365943195,0.5193236714975845,-1.0937401053608642,0.0328268534787458,1.0848675279367905,5
8,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,1,1,259,-0.01298765843211374,0.0004190738529317,0.014885636057844343,0.02787329448995808,0.001897977625730603,0.0010736506237583976,0.5173745173745173,-1.621889438972413,0.0473237484749862,2.2521211048094787,5
8,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,1,2,265,-0.011730342274243721,0.0004485598101546,0.015581090067820899,0.02731143234206462,0.0038507477935771778,0.001060167442506352,0.5207547169811321,-1.131608978383782,0.0297707854505679,1.5791763129838825,5
8,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,1,3,266,-0.01517287820289515,-0.00088583294829985,0.0148209294776144,0.02999380768050955,-0.0003519487252807499,-0.0008665284500747716,0.47368421052631576,-1.4736688998274483,-0.0576700532266439,0.956697533616952,5
8,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,2,1,403,-0.0150294302128289,-0.0008228195746731,0.014697366554176524,0.029726796767005424,-0.0003320636586523762,-0.0005935186511548782,0.45905707196029777,-1.6427456888097347,-0.0735890550354368,1.8023994183342582,5
8,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,2,2,257,-0.015117457262310018,-0.0001363605374717,0.01258113906816728,0.027698596330477297,-0.0025363181941427376,-0.0007298194238519335,0.48249027237354086,-1.2537635833297425,-0.0171746396738471,1.131680653709578,5
8,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,2,3,113,-0.0104320596462456,-0.0001893521007961,0.02020523205841358,0.03063729170465918,0.00977317241216798,0.0023731517555775476,0.48672566371681414,-0.691413436536063,-0.0084834230925853,1.5735608632488804,5
8,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,3,1,215,-0.0179009471291264,-0.0009918527203495,0.014001892297815458,0.03190283942694186,-0.0038990548313109427,-0.001806041663494528,0.4418604651162791,-2.1990717716344297,-0.1204286687866651,1.8320053760767216,5
8,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,3,2,197,-0.012665740231422959,-0.0007125506374359,0.019855034516344947,0.032520774747767905,0.007189294284921988,0.0009813994677597196,0.4873096446700508,-1.282329964102399,-0.0608258953467563,1.651313490922376,5
8,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,3,3,275,-0.01377577146642184,0.0012362289324829,0.0146559754428344,0.02843174690925624,0.0008802039764125597,0.0008634840948440792,0.5272727272727272,-0.872772876356335,0.0765655313383986,1.1994195913076375,5
8,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,1,1,205,-0.01490459652194682,-0.0002117970991714,0.017139848882919577,0.032044445404866395,0.002235252360972757,-0.0001443337207061655,0.4634146341463415,-1.5217593156911038,-0.0113708034354962,1.342854895657061,5
8,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,1,2,241,-0.0140666416272675,0.000819952215396,0.0175073248638766,0.0315739664911441,0.0034406832366091003,0.0015277573102113508,0.5435684647302904,-1.5316866891033545,0.0728134561038132,1.7683612411008407,5
8,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,1,3,306,-0.0101931581508813,-0.0004995961928454,0.0121966621802988,0.022389820331180102,0.002003504029417501,0.0004722715691452643,0.4869281045751634,-0.8982487059620746,-0.040831534138237105,1.4366596383759505,5
8,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,2,1,257,-0.01540733003791436,-0.0005169294506424,0.015034204304104683,0.030441534342019044,-0.0003731257338096764,-0.00014397448933749213,0.47470817120622566,-1.5977414573917839,-0.0562302470667298,1.416199144125941,5
8,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,2,2,192,-0.01447536385788579,-0.00098753862652685,0.01715554564809411,0.0316309095059799,0.002680181790208321,-0.00038431038978186657,0.4635416666666667,-1.5818843318989841,-0.0776283734955915,1.4218481434504722,5
8,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,2,3,286,-0.0125724942382611,0.0005368479298771499,0.01596246251509975,0.028534956753360853,0.003389968276838651,0.0009288781370455627,0.5244755244755245,-1.3412680505970083,0.041734751060440306,2.0374858830290385,5
8,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,3,1,205,-0.01525544289948778,-0.0007124537206463,0.012393962307140516,0.027649405206628296,-0.0028614805923472646,-0.001189610180511951,0.4585365853658537,-1.1859714869454465,-0.0544431419925746,1.1434604665677055,5
8,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,3,2,238,-0.016133473762761568,-0.00090724225378955,0.01564522697523985,0.03177870073800142,-0.0004882467875217192,-0.0009666815965537978,0.4579831932773109,-1.6009040373142376,-0.07523931591581226,1.6342341339342352,5
8,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,3,3,320,-0.01454483507720606,0.0,0.014505892451564813,0.029050727528770873,-3.8942625641247286e-05,0.000151208496640739,0.496875,-1.5043815497816408,0.0,1.5838312090172597,5
8,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,1,1,0.0152550952038554,0.0152550952038554,0.0152550952038554,0.0,0.0305101904077108,0.0152550952038554,1.0,1.2019673834741498,1.2019673834741498,1.2019673834741498,1
8,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,2,115,-0.01754693906832406,-0.0014468596239646,0.012119384373976192,0.029666323442300253,-0.005427554694347867,-0.0011283707394666273,0.41739130434782606,-1.3454760945065518,-0.1154890864456236,0.9858722052420233,5
8,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,3,566,-0.0142845446115133,-0.00026876948918355,0.015277120397335451,0.02956166500884875,0.0009925757858221512,0.00015674720449631845,0.48939929328621906,-1.184577647746079,-0.0164404676659669,1.3608551154994624,5
8,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,2,1,112,-0.01122238783311974,0.00178745156233075,0.01487679010489731,0.02609917793801705,0.0036544022717775702,0.0023432452032502798,0.5446428571428571,-1.4154274603218884,0.2001965063851218,2.359688641949783,5
8,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,2,2,561,-0.0152820548109395,-0.0005345211708557,0.0147546609988749,0.0300367158098144,-0.0005273938120645989,-0.0005309442576416466,0.46702317290552586,-1.5867685141420258,-0.0440919597176262,1.5390751527436923,5
8,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,2,3,121,-0.0187880322817069,0.0,0.0154312097143875,0.0342192419960944,-0.0033568225673194004,-0.0003820169765739933,0.48760330578512395,-2.572350667572421,0.0,1.972150272703147,5
8,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,3,1,677,-0.01313152317847754,-0.0001363140678229,0.015364918835198096,0.028496442013675634,0.0022333956567205573,7.507349797611858e-05,0.4963072378138848,-1.4419454667100882,-0.0147790790005535,1.5194282075726906,5
8,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,3,2,97,-0.00684854920238034,0.0005593710329515,0.01602615990229195,0.02287470910467229,0.00917761069991161,0.002773576325881709,0.5567010309278351,-0.6593817251521554,0.058441401053656,1.5689169641152176,5
8,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,1,1,147,-0.0157204566328563,-0.0011119606399755,0.017003140996506946,0.03272359762936325,0.001282684363650647,-0.00023719068388178575,0.4489795918367347,-1.1132493668049834,-0.0877827707921619,0.9195231010307059,5
8,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,1,2,238,-0.015452679629874138,-0.0007555385698141,0.016115731625448798,0.031568411255322934,0.0006630519955746605,-0.00010481911269484812,0.46218487394957986,-1.8045524602424512,-0.06873024464490296,1.6524430254083307,5
8,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,1,3,297,-0.013989225191736919,0.0001450641911588,0.013285590479858434,0.027274815671595353,-0.0007036347118784848,0.00011456349246500312,0.5050505050505051,-1.0133389503165593,0.0119980345640156,1.2987592058019826,5
8,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,2,1,351,-0.0150959035282486,-0.000314693019559,0.0144955945985812,0.0295914981268298,-0.0006003089296673994,-0.0005120455474970208,0.47863247863247865,-1.4485323515837956,-0.0309571029945304,1.526304991682795,5
8,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,2,2,328,-0.015363162269903058,-9.24698704975e-05,0.014928451574571951,0.03029161384447501,-0.00043471069533110654,5.207087859736019e-05,0.4969512195121951,-1.9905410259693936,-0.0100912214943051,2.0845873949917193,5
8,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,2,3,115,-0.01093528525581206,-0.0007227095350864,0.015359351975258667,0.026294637231070728,0.004424066719446607,0.0007044210352446515,0.4434782608695652,-1.3135166282878408,-0.0716252859953567,1.85820074014522,5
8,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,3,1,187,-0.01216413981175152,-0.0005900401398467,0.013848483662375963,0.026012623474127482,0.0016843438506244438,0.00013778732217146052,0.45454545454545453,-0.9239922729456649,-0.0377992822708864,1.1988423375835802,5
8,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,3,2,273,-0.012004635417382479,0.0,0.01331439858811002,0.0253190340054925,0.0013097631707275417,-0.0004932199150287411,0.4981684981684982,-1.3709981403326588,0.0,1.495195357235769,5
8,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,3,3,314,-0.013128463679523639,0.0007334147617389999,0.01808496989538647,0.031213433574910108,0.0049565062158628305,0.0013654282461692388,0.5382165605095541,-1.4433667743418062,0.061596426719740555,1.5735778728684915,5
8,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,1,1,300,-0.01723396682595199,-0.0009053984770137,0.0186495893246797,0.03588355615063169,0.0014156224987277102,-0.000268490232407953,0.47,-1.9530339280558013,-0.08499480036148395,2.315055566278658,5
8,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,1,2,280,-0.013089490578377369,-0.0007868287981597499,0.01808407681500341,0.03117356739338078,0.0049945862366260405,0.000812024520656627,0.45357142857142857,-1.097029240148973,-0.08237703650445755,1.5885410641767665,5
8,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,1,3,164,-0.015545705294433209,3.6950468274749736e-05,0.019057263183099162,0.03460296847753237,0.0035115578886659535,0.00025204345941405034,0.5,-1.4200831757639212,0.00584507585114675,1.5018628209428677,5
8,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,2,1,349,-0.0145492339883182,-6.56318708600916e-05,0.01639382835606752,0.030943062344385718,0.0018445943677493186,0.0008271565490852363,0.49283667621776506,-1.8463478155833093,-0.0088038475985545,2.353015395722312,5
8,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,2,2,263,-0.010911685015057598,0.0003556314273407,0.015396100797120981,0.02630778581217858,0.004484415782063383,0.0005290721732571926,0.5171102661596958,-1.1181089965212896,0.0435492129482325,1.4447406771952849,5
8,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,2,3,172,-0.016179326503725718,0.00087341068698755,0.014409164473115412,0.03058849097684113,-0.0017701620306103064,-0.00036978561554055513,0.5174418604651163,-1.5663510222048582,0.06718900763340895,1.2551927750344916,5
8,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,3,1,75,-0.01704794908025456,-0.0010946908591815,0.0044381977570881,0.021486146837342658,-0.01260975132316646,-0.0031949977257235986,0.4,-1.539426190818038,-0.1284394670597194,0.5415935624284879,5
8,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,3,2,233,-0.01317017166059768,-0.0010623230460809,0.013168484578617122,0.026338656239214803,-1.687081980557975e-06,-0.0007292512170677811,0.44206008583690987,-1.0819316636865193,-0.078896570030299,1.2434395894318917,5
8,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,3,3,414,-0.01178585060593566,0.00042458094257685004,0.01301707484767513,0.02480292545361079,0.00123122424173947,0.00016811030915062208,0.5265700483091788,-0.9067492958609543,0.0347016027123773,1.0325615245603608,5
16,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,1,1,262,-0.020576914554999968,0.00360036385414525,0.025213518515578435,0.0457904330705784,0.004636603960578467,0.002409324221133018,0.5687022900763359,-1.7429192444427304,0.2420409970823246,2.1633787338958124,5
16,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,1,2,264,-0.019281320987242837,0.00196423584847395,0.02008035810285399,0.03936167909009683,0.0007990371156111516,0.001121944858800691,0.5265151515151515,-1.1858124516310862,0.12379310680580435,1.5691563035062561,5
16,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,1,3,267,-0.02579207978905462,-0.0017850772323129,0.017905328331509124,0.04369740812056375,-0.007886751457545495,-0.002932745166864702,0.4606741573033708,-1.462913769308767,-0.1073425300211559,1.039339154872479,5
16,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,2,1,407,-0.01968872954040226,-0.0021898960730359,0.0188898260877666,0.038578555628168865,-0.0007989034526356582,-0.0009368350499831948,0.44963144963144963,-1.6632764036217507,-0.162029882099125,1.5223709232471359,5
16,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,2,2,255,-0.02028604973399372,-0.0009609445450831,0.022232092778660537,0.04251814251265426,0.0019460430446668169,0.0004110881410041199,0.4745098039215686,-0.9931959995221313,-0.0638472563979329,1.351976877418321,5
