factor,bucket,mechanism_status,selected_action,symbol,trades,effective_weight,win_rate,loss_rate,zero_rate,avg_win_R,avg_loss_R,realized_payoff_ratio,realized_breakeven_win_rate,expectancy_R,median_R,profit_factor,gross_signal_total_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,daily_sharpe_252,max_drawdown_R,max_losing_streak,active_days,trading_days,active_day_rate,trades_per_active_day
source_tf,1h,COLLAPSES_AFTER_GEOMETRY_CONTROL,FADE_2.0R,M,83,51.43257575757576,0.2574568057621776,0.7036573330780223,0.038885861159800264,1.6427004496260964,-0.9962136770063612,1.648943883768429,0.3775089408754799,-0.2780686485533186,-1.0,0.6033218233356016,-14.301786832525268,0.18551796261654707,0.6987966004330473,0.11568543695040578,0.0,-2.035457489905943,11.234278106892308,14,45,123,0.36585365853658536,1.8444444444444446
source_tf,1h,COLLAPSES_AFTER_GEOMETRY_CONTROL,FADE_2.0R,RB,70,45.49563492063492,0.24840164327643502,0.7039747402942895,0.047623616429275435,1.3745841440131576,-0.9848861259766136,1.395678249249495,0.41741832414819247,-0.3518859945592353,-1.0,0.4924733101273246,-16.009276742151496,0.12070755087266351,0.681994609634624,0.19729783949271254,0.0,-3.361463203468669,16.71549228077204,9,42,123,0.34146341463414637,1.6666666666666667
touch_bin,1,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_1.5R,AG,559,373.91468253968253,0.3799992571091996,0.6186635394501546,0.0013372034406456783,1.3516637330828305,-0.9673532882823368,1.397280341583257,0.417139365244017,-0.0848349947945733,-1.0,0.8582459736464005,-31.7210501468685,0.3171061219508312,0.5932566740778868,0.08963720397128197,0.0,-1.6570325485623663,11.316959010335328,13,123,123,1.0,4.544715447154472
touch_bin,1,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_1.5R,CU,439,293.1583333333333,0.4284658461013673,0.564711901986981,0.006822251911651839,1.3648054118396231,-0.9686707043811975,1.4089467201462265,0.41511918534225556,0.037752629677414704,-1.0,1.069015096786674,11.067497995181432,0.365075755422269,0.5345802893771853,0.09693282924471988,0.0034111259558259194,1.0620894789127509,7.527558166832515,14,121,123,0.983739837398374,3.628099173553719
touch_bin,1,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_1.5R,M,241,150.83939393939394,0.4602426823633405,0.5331277497639472,0.006629567872712297,1.4697045644932634,-0.9923791444672205,1.4809909828186736,0.4030647458717855,0.14735591084154423,-1.0,1.2785214477959268,22.2270762847259,0.44267432750065283,0.5231833979548787,0.03414227454446833,0.0,1.8968276452488093,9.125,13,101,123,0.8211382113821138,2.386138613861386
touch_bin,1,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_1.5R,RB,199,138.03333333333333,0.38336150688239556,0.5949046124124607,0.021733880705143687,1.2808191731546492,-0.9487312568408386,1.3500337044018382,0.4255258118753379,-0.07338783237005565,-1.0,0.8699730082151079,-10.129967128146681,0.3072929244143927,0.5333252837478868,0.15938179183772036,0.0,-1.9375603834967112,12.337476675142256,14,89,123,0.7235772357723578,2.235955056179775
touch_bin,4+,COLLAPSES_AFTER_GEOMETRY_CONTROL,FADE_2.5R,AG,184,118.69126984126984,0.39738951929442135,0.6026104807055787,0.0,1.7466426978297627,-0.9432518379405344,1.851724669461897,0.3506649890533415,0.1256840585819146,-1.0,1.2211138037318776,14.917600511891992,0.21343889375530753,0.5562717735087028,0.23028933273598973,0.0,1.266902573398957,8.378049831342743,15,63,123,0.5121951219512195,2.9206349206349205
touch_bin,4+,COLLAPSES_AFTER_GEOMETRY_CONTROL,FADE_2.5R,CU,176,117.61666666666667,0.3247839025081479,0.6582117046903784,0.017004392801473714,1.4598982912456189,-0.9165284908293555,1.5928564205620872,0.3856750385673947,-0.12911831605036092,-1.0,0.7859691961094304,-15.18646593945662,0.137027065325209,0.5717727079495535,0.2912002267252373,0.0,0.47183992972288075,4.467254438527565,13,60,123,0.4878048780487805,2.933333333333333
touch_bin,4+,COLLAPSES_AFTER_GEOMETRY_CONTROL,FADE_2.5R,M,112,67.92586580086581,0.33676420212384583,0.6337919332095884,0.029443864666565758,1.7984581899519183,-0.9517810321914164,1.889571371065339,0.3460720887580347,0.0024251970074385507,-1.0,1.0040203445165172,0.16473360646793234,0.16917953906330907,0.5638627546264946,0.26695770631019616,0.0,0.47252023414305,9.536478056262728,15,61,123,0.4959349593495935,1.8360655737704918
touch_bin,4+,COLLAPSES_AFTER_GEOMETRY_CONTROL,FADE_2.5R,RB,182,113.96230158730158,0.3748628932569598,0.5827254208959383,0.04241168584710204,1.3953559142068028,-0.935689803364426,1.4912590787989481,0.4014034543858467,-0.022183079370800593,-1.0,0.9593157820621496,-2.5280347813902253,0.11590090011664955,0.5213016000139283,0.36279749986942217,0.0,-0.7442852742318119,8.348138255873712,11,68,123,0.5528455284552846,2.676470588235294
ob_width_bucket,MEDIUM_0.5_1.0,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_2.5R,AG,290,206.3642857142857,0.3441094689234248,0.6534676312115653,0.002422899865009865,1.5825930018300656,-0.9802810447637559,1.6144278319810466,0.3824928681402018,-0.09599669486169732,-1.0,0.8501414260537927,-19.810289366066407,0.13430941585038017,0.6365073321564962,0.22918325199312362,0.0,0.43029285851947174,7.470103524304172,12,109,123,0.8861788617886179,2.6605504587155964
ob_width_bucket,MEDIUM_0.5_1.0,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_2.5R,CU,238,166.76666666666665,0.36598041175294826,0.6160303817709374,0.017989206476114333,1.6965201201880105,-0.9429382275376735,1.7991847934919245,0.35724686784702087,0.04001453583712528,-1.0,1.068886228709836,6.673090759771259,0.17609434339396363,0.5620627623425944,0.2618428942634419,0.0,1.8959621355688856,9.7880815987784,13,104,123,0.8455284552845529,2.2884615384615383
ob_width_bucket,MEDIUM_0.5_1.0,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_2.5R,M,128,77.15844155844155,0.46279371170807254,0.5242459435804215,0.012960344711506094,1.9235993191756031,-0.9664055634746591,1.9904679690164504,0.33439582378436067,0.38359547225525714,-0.5738239469087701,1.7571448490871149,29.597628828090045,0.2707646042325905,0.49832525415740936,0.23091014161000029,0.0,1.7935357773975544,7.257441306964841,11,61,123,0.4959349593495935,2.098360655737705
ob_width_bucket,MEDIUM_0.5_1.0,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_2.5R,RB,118,79.07976190476191,0.3393198548782875,0.6227437638309723,0.03793638129074021,1.2812081109860927,-0.92989607840294,1.3777970901721805,0.42055733188217004,-0.14434763354762195,-1.0,0.7507323811850255,-11.414976492461767,0.0864106462733527,0.5342255408192451,0.37936381290740206,0.0,-1.5377196377477476,18.22546331724093,11,67,123,0.5447154471544715,1.7611940298507462
ob_width_bucket,WIDE_GT_1.0,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_1.5R,AG,766,519.0702380952381,0.37370389822461864,0.6234063194493817,0.002889782325999555,1.3500516541703604,-0.9614538039495334,1.4041773495767713,0.41594269248732374,-0.09485681127272763,-1.0,0.8417408245059664,-49.237347612289796,0.3084269263495398,0.587765670762054,0.10188088133773987,0.00192652155066637,-3.590070833181362,19.637900500470586,21,120,123,0.975609756097561,6.383333333333334
ob_width_bucket,WIDE_GT_1.0,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_1.5R,CU,669,450.5416666666667,0.4183667807269028,0.5794136687320817,0.002219550541015444,1.3417502630056348,-0.9655983591264445,1.3895531722107384,0.41848828125252885,0.0018628502900111912,-1.0,1.0033296048724605,0.8392916744121255,0.3482659761398317,0.5431610098954961,0.10857301396467214,0.0,-0.03336274680070553,9.164178086452534,15,119,123,0.967479674796748,5.621848739495798
ob_width_bucket,WIDE_GT_1.0,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_1.5R,M,433,285.69848484848484,0.4472027619709272,0.5457968508864506,0.0070003871426222814,1.4720622257611413,-0.9860292333835778,1.4929194550446867,0.4011361048895479,0.12013864269071522,-1.0,1.2232348035936416,34.32342818849084,0.4319769199357237,0.531796076601206,0.03622700346307031,0.0,1.892873710412929,5.469549931853756,13,110,123,0.8943089430894309,3.9363636363636365
ob_width_bucket,WIDE_GT_1.0,COLLAPSES_AFTER_GEOMETRY_CONTROL,FOLLOW_1.5R,RB,446,299.4706349206349,0.38521677139290766,0.5914086496542842,0.023374578952808263,1.258404204294251,-0.9281245015554128,1.3558571098870178,0.4244739614313697,-0.06414245349044993,-1.0,0.8831438272776574,-19.208781272152336,0.2833703916699573,0.5146064616664856,0.20202314666355714,0.0,-2.48917028027242,13.988660762801732,12,108,123,0.8780487804878049,4.12962962962963
