factor,bucket,split,action,trade_mode,target_R,nominal_breakeven_win_rate,trades,effective_weight,win_rate,loss_rate,zero_rate,avg_win_R,avg_loss_R,realized_payoff_ratio,realized_breakeven_win_rate,expectancy_R,median_R,profit_factor,gross_signal_total_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,daily_sharpe_252,max_drawdown_R,max_losing_streak,active_days,trading_days,active_day_rate,trades_per_active_day
source_tf,15m,DISCOVERY,FOLLOW_1.5R,FOLLOW,1.5,0.4,1982,1222.8530663780664,0.4309552799592488,0.5565057374312143,0.012538982609536807,1.3125331450046154,-0.9582480209297819,1.3697217383564986,0.4219904741615536,0.032372567431727346,-1.0,1.0607057133757856,39.58689335041851,0.34658194573538736,0.5216828020319029,0.13146266565424156,0.00027258657846819143,0.9585421419147249,7.667752708038916,12,276,284,0.971830985915493,7.181159420289855
source_tf,15m,VALIDATION,FOLLOW_1.5R,FOLLOW,1.5,0.4,924,567.7968975468975,0.42112936192328393,0.5727064620920966,0.006164175984619422,1.3554023883133484,-0.9572411229505287,1.4159466782366779,0.4139164200138175,0.022581566045632537,-1.0,1.0411908378769354,12.821743142460518,0.35247218274221326,0.5310248911484797,0.11650292610930708,0.0,0.2527981435605544,6.401965990271812,11,122,123,0.991869918699187,7.573770491803279
source_tf,15m,DISCOVERY,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,1982,1222.8530663780664,0.3988582103446193,0.5865584077073324,0.014583381948048242,1.4965014809838473,-0.9515732011356447,1.5726603893403721,0.3887026846386044,0.03873864080819683,-1.0,1.06940502451233,47.371665699621985,0.23709554044522532,0.5445800746232309,0.21811994499769255,0.0002044399338511436,1.137912317858441,8.450005943180445,13,276,284,0.971830985915493,7.181159420289855
source_tf,15m,VALIDATION,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,924,567.7968975468975,0.3806610573639412,0.6114135735129766,0.007925369123082114,1.597597762224117,-0.9487689190068598,1.6838639316899526,0.3725971306489925,0.02805305820247063,-1.0,1.048359821341939,15.92843941406537,0.2564214613963873,0.5568165862206332,0.18676195238297946,0.0,0.2821458004455856,6.64047301186654,16,122,123,0.991869918699187,7.573770491803279
source_tf,15m,DISCOVERY,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,1982,1222.8530663780664,0.3862033784392336,0.5971688402742067,0.016627781286559676,1.5637562400723521,-0.9492104984839388,1.647428302331205,0.3777250545820053,0.03708901041562011,-1.0,1.0654313038245165,45.3544101156691,0.1548772037289962,0.5509994885461569,0.29412330772484696,0.0,1.0241656403270942,9.282901605398932,14,276,284,0.971830985915493,7.181159420289855
source_tf,15m,VALIDATION,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,924,567.7968975468975,0.3698003663434212,0.6222742645334967,0.007925369123082114,1.7068410936493335,-0.94884145602689,1.7988685915942546,0.35728722777598976,0.04075084251350408,-1.0,1.0690177982435607,23.138201951589835,0.17765279716480942,0.5667966806719219,0.25555052216326873,0.0,0.47454423777354354,8.38114515522675,16,122,123,0.991869918699187,7.573770491803279
source_tf,15m,DISCOVERY,FADE_1.5R,FADE,1.5,0.4,1982,1222.8530663780664,0.40882514388160984,0.5834061386320467,0.0077687174863434565,1.3445705431262172,-0.9626447816104513,1.3967463064380043,0.4172323108682202,-0.011918629161093205,-1.0,0.9787778562538726,-14.574732216665867,0.3449490223272303,0.5490602297450545,0.10530928148154463,0.0006814664461704786,-0.2325254907844517,11.068745181799086,14,276,284,0.971830985915493,7.181159420289855
source_tf,15m,VALIDATION,FADE_1.5R,FADE,1.5,0.4,924,567.7968975468975,0.3827471054994082,0.6066857356698158,0.010567158830776151,1.330567254799746,-0.9645145833461276,1.3795201003428021,0.4202528063771919,-0.07588647411471482,-1.0,0.870314389049399,-43.08810456810802,0.31141878339166923,0.5706106295503048,0.11797058705802599,0.0,-1.5045217508888091,11.777140741444677,26,122,123,0.991869918699187,7.573770491803279
source_tf,15m,DISCOVERY,FADE_2.0R,FADE,2.0,0.3333333333333333,1982,1222.8530663780664,0.3693682366483392,0.6172750210067194,0.013356742344941384,1.5919517115600827,-0.9557977529636269,1.665573816870717,0.3751537450101315,-0.001973681510544802,-1.0,0.996654720843602,-2.413522487223405,0.2553702579781209,0.5755011278564691,0.16885602758694176,0.00027258657846819143,-0.019316121987477577,13.391477060201137,21,276,284,0.971830985915493,7.181159420289855
source_tf,15m,VALIDATION,FADE_2.0R,FADE,2.0,0.3333333333333333,924,567.7968975468975,0.337249616089122,0.649247903182664,0.01350248072821397,1.5435878888892252,-0.9560956473281021,1.6144701559963426,0.3824866762033901,-0.10016867134213263,-1.0,0.8386310338901837,-56.87546081945773,0.2239881240179855,0.6028991704221209,0.1731127055598936,0.0,-1.8236730682236548,12.18154327534338,26,122,123,0.991869918699187,7.573770491803279
source_tf,15m,DISCOVERY,FADE_2.5R,FADE,2.5,0.2857142857142857,1982,1222.8530663780664,0.35069605602326803,0.6359472016317905,0.013356742344941384,1.7291725182878521,-0.9528627858095693,1.8147130353282883,0.3552760041427694,0.0004435601727042089,-1.0,1.0007319832065604,0.5424089173145266,0.18306666803943314,0.5889260168460275,0.22800731511453934,0.0,-0.13808301777529222,15.490239887578678,21,276,284,0.971830985915493,7.181159420289855
source_tf,15m,VALIDATION,FADE_2.5R,FADE,2.5,0.2857142857142857,924,567.7968975468975,0.320673434002591,0.6658240852691951,0.01350248072821397,1.6444629001839457,-0.9498022444456807,1.7313739884281698,0.36611610282467116,-0.10506564530282789,-1.0,0.8338623589856348,-59.65594744170844,0.16429206325809295,0.6126066992686474,0.22310123747325966,0.0,-2.2711870711176756,14.431934059302135,26,122,123,0.991869918699187,7.573770491803279
source_tf,1h,DISCOVERY,FOLLOW_1.5R,FOLLOW,1.5,0.4,801,515.8215728715729,0.42178842449603715,0.5646409914722964,0.013570584031666373,1.3198756336740276,-0.9575664510191252,1.3783645325807954,0.4204569931569264,0.01602699375402982,-1.0,1.029642221090842,8.267069126606538,0.3352228690777136,0.5268372216697972,0.13793990925248906,0.0,-0.7402800377503949,20.30254495435218,13,235,284,0.8274647887323944,3.4085106382978725
source_tf,1h,VALIDATION,FOLLOW_1.5R,FOLLOW,1.5,0.4,427,277.9222582972583,0.4037858230881211,0.5836207271412727,0.012593449770606328,1.3335328008587468,-0.9417855100802471,1.4159623253761038,0.4139137392568096,-0.011183904594391567,-1.0,0.9796525147664298,-3.1082560214543866,0.3363808824111615,0.5260506710470721,0.13756844654176628,0.0,0.19781314831090102,9.047062238312813,14,104,123,0.8455284552845529,4.105769230769231
source_tf,1h,DISCOVERY,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,801,515.8215728715729,0.3734189856974548,0.6091331205475454,0.01744789375499962,1.4221565476792206,-0.9476383464261594,1.5007376527581622,0.3998820103728436,-0.046177647571713845,-1.0,0.9200023987978013,-23.819426801950605,0.19935071847024743,0.5592127578596298,0.24095185995470594,0.0004846637154166562,-1.5258113839774377,30.734647384896537,16,235,284,0.8274647887323944,3.4085106382978725
source_tf,1h,VALIDATION,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,427,277.9222582972583,0.36988345672153644,0.6157240292549137,0.01439251402355009,1.4751616595712636,-0.9334879888867115,1.5802684952921122,0.3875565670102057,-0.0291330919130948,-1.0,0.9493135655175063,-8.0967346956689,0.22730333118942683,0.5473595876430506,0.2253370811675226,0.0,-0.04045752249804101,9.899023937237896,16,104,123,0.8455284552845529,4.105769230769231
source_tf,1h,DISCOVERY,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,801,515.8215728715729,0.3605107754101912,0.6220413308348091,0.01744789375499962,1.531517314145907,-0.9436611566732428,1.62295258559235,0.3812497433209097,-0.03486774727726484,-1.0,0.9405997095090959,-17.985536243047253,0.1419895438524149,0.5684859902812686,0.2895244658663164,0.0,-1.230916444851081,27.191149359478416,16,235,284,0.8274647887323944,3.4085106382978725
source_tf,1h,VALIDATION,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,427,277.9222582972583,0.35968875928818844,0.6259187266882615,0.01439251402355009,1.5511463113705901,-0.9345713081741394,1.6597409933342013,0.3759764588003807,-0.027035791000402584,-1.0,0.953782261461966,-7.513848089684577,0.15016916525884913,0.5575542850763986,0.29227654966475225,0.0,0.07084582354266065,9.65007419411288,16,104,123,0.8455284552845529,4.105769230769231
source_tf,1h,DISCOVERY,FADE_1.5R,FADE,1.5,0.4,801,515.8215728715729,0.4221175482254384,0.5617269945940063,0.016155457180555204,1.3391112584631868,-0.975487793861935,1.3727606505066297,0.421450010049046,0.017304534514359492,-1.0,1.0315800480819537,8.926052211007335,0.3542646280671065,0.5332933899562291,0.11050332711499761,0.0019386548616666247,2.2384428194163704,12.744406891938548,11,235,284,0.8274647887323944,3.4085106382978725
source_tf,1h,VALIDATION,FADE_1.5R,FADE,1.5,0.4,427,277.9222582972583,0.3888720217601105,0.5967354642163395,0.01439251402355009,1.3029584120251998,-0.9528371387181069,1.3674513293826123,0.42239516715250974,-0.061907640341935674,-1.0,0.8911210997219741,-17.205511209685213,0.2932217723119339,0.5607541791574643,0.14602404853060197,0.0,-0.8761262222019112,12.383188293724471,14,104,123,0.8455284552845529,4.105769230769231
source_tf,1h,DISCOVERY,FADE_2.0R,FADE,2.0,0.3333333333333333,801,515.8215728715729,0.3946532710184945,0.5891912718009502,0.016155457180555204,1.586367669289375,-0.9624346516606923,1.6482861112202047,0.3776027052980493,0.059007093285769335,-1.0,1.1040582854852106,30.43713166924517,0.272921901163011,0.5505797291394231,0.17649836969756563,0.0,2.528655460451049,13.68967328506948,11,235,284,0.8274647887323944,3.4085106382978725
source_tf,1h,VALIDATION,FADE_2.0R,FADE,2.0,0.3333333333333333,427,277.9222582972583,0.3681827828512573,0.616825015040878,0.014992202107864675,1.503300611101973,-0.9522924708412133,1.5786123036067097,0.3878054869284918,-0.033908415192426274,-1.0,0.9422735083897884,-9.423903325560172,0.2155278975026626,0.57784528956043,0.2066268129369075,0.0,-0.11570568748053832,11.16776222926239,14,104,123,0.8455284552845529,4.105769230769231
source_tf,1h,DISCOVERY,FADE_2.5R,FADE,2.5,0.2857142857142857,801,515.8215728715729,0.3736511766837728,0.604377401550672,0.02197142176555508,1.6939107863595613,-0.9556794350997593,1.7724675494170712,0.36068952374582575,0.055340704819578396,-1.0,1.095812953585368,28.545929403856363,0.1919022834025267,0.5583343485860898,0.24976336801138346,0.0,2.162739215489527,13.219373440724068,11,235,284,0.8274647887323944,3.4085106382978725
source_tf,1h,VALIDATION,FADE_2.5R,FADE,2.5,0.2857142857142857,427,277.9222582972583,0.35588917712280826,0.6291186207693272,0.014992202107864675,1.6158468276587916,-0.9511483464616893,1.698837866532395,0.3705298537569621,-0.023322738021016684,-1.0,0.9610238680361096,-6.481908020476285,0.1585575294927768,0.5883398310359352,0.25310263947128797,0.0,0.07089168245342603,9.938442034265579,14,104,123,0.8455284552845529,4.105769230769231
touch_bin,1,DISCOVERY,FOLLOW_1.5R,FOLLOW,1.5,0.4,3191,2153.4574314574315,0.43559789418807704,0.5513997591711306,0.013002346640792415,1.3442574082449472,-0.9679917680809049,1.3887074793104996,0.4186364419508788,0.05180526847877323,-1.0,1.097058973221542,111.56044039426165,0.3610699026901268,0.5216027147859812,0.1163212485576401,0.001006133966251794,1.6503979417943562,4.717544588111259,25,283,284,0.9964788732394366,11.275618374558304
touch_bin,1,VALIDATION,FOLLOW_1.5R,FOLLOW,1.5,0.4,1438,955.9457431457431,0.4080095880510284,0.5851908628672314,0.006799549081740105,1.3672945415946909,-0.9686071345237197,1.4116089928111177,0.4146609184909114,-0.008950762170822637,-1.0,0.9842088115047402,-8.556442995107851,0.35021342085623747,0.5555518027673387,0.09318869190230991,0.0010460844741138624,-0.553404195368465,6.370394728985842,17,123,123,1.0,11.691056910569106
touch_bin,1,DISCOVERY,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,3191,2153.4574314574315,0.39483398957078314,0.5905383704583254,0.014627639970891467,1.536542730784546,-0.9604872679203724,1.599753356555613,0.38465187379347787,0.0394747104979823,-1.0,1.0695951892302638,85.00710867651067,0.2449940395859941,0.5534662035479707,0.2008432025817069,0.0006965542843281651,1.1885705056264984,8.224933222706428,25,283,284,0.9964788732394366,11.275618374558304
touch_bin,1,VALIDATION,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,1438,955.9457431457431,0.368409479125407,0.6221757606075683,0.009414760267024761,1.596943441767301,-0.9640615177981863,1.656474625617823,0.3764387547151622,-0.011486606534347342,-1.0,0.9808497737237185,-10.98057261969942,0.24759917575185245,0.5864345410753447,0.1659662831728029,0.0,-0.5445847383974762,6.315031809696764,17,123,123,1.0,11.691056910569106
touch_bin,1,DISCOVERY,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,3191,2153.4574314574315,0.3790183375705098,0.6054252834128279,0.015556379016662356,1.6517687559262972,-0.9580742458917307,1.724050889593539,0.3671003371560404,0.04600827607256205,-1.0,1.079318819288769,99.07686401700387,0.17505441097439867,0.5652766684133572,0.2592045510893586,0.00046436952288544345,1.0384486606147618,9.222341228433962,25,283,284,0.9964788732394366,11.275618374558304
touch_bin,1,VALIDATION,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,1438,955.9457431457431,0.3556821180236883,0.634903121709287,0.009414760267024761,1.7052726366502835,-0.9624723411941092,1.771762744407393,0.36078124003135104,-0.004541710771373731,-1.0,0.9925676910671052,-4.341629078493888,0.17010548697722946,0.5965466909917786,0.2333478220309919,0.0,-0.2986692908883713,6.343245173490272,17,123,123,1.0,11.691056910569106
touch_bin,1,DISCOVERY,FADE_1.5R,FADE,1.5,0.4,3191,2153.4574314574315,0.39323936942237253,0.594609628062125,0.012151002515502435,1.38579020726201,-0.9667344334614906,1.4334755847063891,0.41093488107490295,-0.029882334659974245,-1.0,0.9480153169558361,-64.35033564281952,0.34562859417320113,0.5614459046360563,0.09191936722449084,0.001006133966251794,-0.48235191327935645,14.11696854477582,21,283,284,0.9964788732394366,11.275618374558304
touch_bin,1,VALIDATION,FADE_1.5R,FADE,1.5,0.4,1438,955.9457431457431,0.41496676681705325,0.5813719375235482,0.003661295659398518,1.3569650948567034,-0.9643795962301442,1.4070860687650535,0.41544006796277383,0.002432183727785981,-1.0,1.0043380474743018,2.325035681125353,0.3555142992049154,0.551471356305127,0.0930143444899576,0.0,-0.13746922317720725,4.991353299864864,20,123,123,1.0,11.691056910569106
touch_bin,1,DISCOVERY,FADE_2.0R,FADE,2.0,0.3333333333333333,3191,2153.4574314574315,0.35316427959735874,0.6336398864606464,0.013195833941994682,1.6445455838201661,-0.9560570960951736,1.7201332331897203,0.36762905132678597,-0.025001153444774427,-1.0,0.9587300722247897,-53.83891968065706,0.2518414295344378,0.5890604122636439,0.15832420899710922,0.0007739492048090723,-0.793218626743215,19.421189768179797,21,283,284,0.9964788732394366,11.275618374558304
touch_bin,1,VALIDATION,FADE_2.0R,FADE,2.0,0.3333333333333333,1438,955.9457431457431,0.36754427065722484,0.6230409690757504,0.009414760267024761,1.592623552887519,-0.9544363873416785,1.6686534315014292,0.37472081919508865,-0.009293309512956427,-1.0,0.9843718774556247,-8.883899668646535,0.25627575209398035,0.581807806054429,0.16191644185159063,0.0,-0.1340207870100399,4.323162751555733,22,123,123,1.0,11.691056910569106
touch_bin,1,DISCOVERY,FADE_2.5R,FADE,2.5,0.2857142857142857,3191,2153.4574314574315,0.3339316418578533,0.6510150461086103,0.015053312033536458,1.792171532663269,-0.9525408265838152,1.8814642718157275,0.3470457745324947,-0.021655627745645407,-1.0,0.9650782376533565,-46.63447250173585,0.1835249332259409,0.6021014563646768,0.21390924088649682,0.00046436952288544345,-0.6749622899574312,18.445588292774488,22,283,284,0.9964788732394366,11.275618374558304
touch_bin,1,VALIDATION,FADE_2.5R,FADE,2.5,0.2857142857142857,1438,955.9457431457431,0.34981313882099485,0.6397260164378664,0.010460844741138623,1.7174214891578927,-0.952361297652142,1.8033297797714534,0.3567186448115736,-0.008473697355652458,-1.0,0.9860915991877515,-8.100394915841306,0.18742595895605296,0.5956684253364377,0.21690561570750932,0.0,-0.22373285406734375,4.105904103598509,22,123,123,1.0,11.691056910569106
touch_bin,4+,DISCOVERY,FOLLOW_1.5R,FOLLOW,1.5,0.4,1309,833.5138167388168,0.40674346590649646,0.575560366730963,0.017696167362540486,1.3127176661103337,-0.9726571547807166,1.349620120160719,0.42560071367264163,-0.025883575438680077,-1.0,0.9537647083818596,-21.574317754741326,0.3194480866330119,0.5498659316339409,0.13068598173304716,0.0,-1.485896779829868,21.22122526006447,11,254,284,0.8943661971830986,5.153543307086614
touch_bin,4+,VALIDATION,FOLLOW_1.5R,FOLLOW,1.5,0.4,654,418.1961038961039,0.40468234522009083,0.5809703188193363,0.014347335960572775,1.2826173450109066,-0.9640724965354777,1.3304158656326803,0.4291079608353558,-0.041044910478189825,-1.0,0.9267182766176298,-17.164821646743356,0.31592813081954757,0.5435078304778408,0.14056403870261158,0.0,-0.46250662440524226,13.785414671761115,13,111,123,0.9024390243902439,5.891891891891892
touch_bin,4+,DISCOVERY,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,1309,833.5138167388168,0.3734106851230445,0.6052939270338982,0.021295387843057192,1.4759048566030666,-0.9645391428835239,1.530165849144076,0.39523100840930553,-0.03271104189329865,-1.0,0.9439716021614333,-27.265105377986686,0.21405939657311449,0.5714012675090325,0.21453933591785296,0.0,-1.168540306692578,19.325462369602274,11,254,284,0.8943661971830986,5.153543307086614
touch_bin,4+,VALIDATION,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,654,418.1961038961039,0.37306506782549526,0.612587596213932,0.014347335960572775,1.4948494292155763,-0.9612751893225017,1.5550691891560553,0.3913788339838664,-0.031189153827951906,-1.0,0.947035160540927,-13.043182614665742,0.23255796299574308,0.5679514398921499,0.19949059711210687,0.0,0.4515596034351425,10.497572775595636,14,111,123,0.9024390243902439,5.891891891891892
touch_bin,4+,DISCOVERY,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,1309,833.5138167388168,0.3591137815476587,0.6189909605291978,0.02189525792314331,1.5474890712564906,-0.9593759901854911,1.613016259618182,0.3826994938585348,-0.038120413390974904,-1.0,0.9358074764034002,-31.77389126117299,0.14223252859997465,0.5802993403636433,0.277468131036382,0.0,-0.8884300734961512,17.961830463323025,16,254,284,0.8943661971830986,5.153543307086614
touch_bin,4+,VALIDATION,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,654,418.1961038961039,0.36429725140514524,0.621355412634282,0.014347335960572775,1.611042226180787,-0.9618216270359734,1.6749906436867135,0.37383308325212855,-0.010734819052226586,-1.0,0.9820377761536513,-4.489259503670825,0.16451818933721726,0.5767192563125,0.25876255435028267,0.0,1.0455100426332098,9.025139001969368,16,111,123,0.9024390243902439,5.891891891891892
touch_bin,4+,DISCOVERY,FADE_1.5R,FADE,1.5,0.4,1309,833.5138167388168,0.4264226669868859,0.562979628264926,0.010597704748188086,1.3664385292696928,-0.9581411756442382,1.4261348577895343,0.4121782417779966,0.04326639903530802,-1.0,1.080210009402686,36.063141396464246,0.36680224624943786,0.5265875100730347,0.10661024367752733,0.0,1.9885796839647594,6.043322812756685,15,254,284,0.8943661971830986,5.153543307086614
touch_bin,4+,VALIDATION,FADE_1.5R,FADE,1.5,0.4,654,418.1961038961039,0.4220337193449913,0.5600321107042926,0.017934169950715968,1.3105610147324513,-0.9419500262622438,1.3913275420065483,0.41817776211489044,0.025578678090474115,-1.0,1.0484883387163382,10.69690352024891,0.33375774947646714,0.5077838955812068,0.15845835494232596,0.0,0.3501873949888795,8.12032742417457,17,111,123,0.9024390243902439,5.891891891891892
touch_bin,4+,DISCOVERY,FADE_2.0R,FADE,2.0,0.3333333333333333,1309,833.5138167388168,0.3956893232171405,0.5889140113939825,0.01539666538887703,1.6278126791811056,-0.957042957108448,1.7008773400300452,0.3702500610371576,0.08049209040235675,-1.0,1.1428137054487744,67.09126948855426,0.2849799673256913,0.5488226943748936,0.16619733829941505,0.0,2.1103540990329606,6.182285527862046,15,254,284,0.8943661971830986,5.153543307086614
touch_bin,4+,VALIDATION,FADE_2.0R,FADE,2.0,0.3333333333333333,654,418.1961038961039,0.38058585990333665,0.6006828959259155,0.01873124417074779,1.5339619648419358,-0.9390051929051964,1.633603281890271,0.37970791078383265,0.019759874884613678,-1.0,1.035032483854512,8.263502690219916,0.24441711618547193,0.5400654014924956,0.21551748232203247,0.0,0.05636149939409402,8.72454966183381,17,111,123,0.9024390243902439,5.891891891891892
touch_bin,4+,DISCOVERY,FADE_2.5R,FADE,2.5,0.2857142857142857,1309,833.5138167388168,0.37069473654688545,0.6091096374235485,0.020195626029565976,1.7898908947281271,-0.9527713986837205,1.8786152661602875,0.34738925057320175,0.0831608924691438,-1.0,1.1432962940922955,69.31575288536237,0.20754673782124158,0.5631195979502793,0.22933366422847898,0.0,2.0441247873139816,7.984235466484527,24,254,284,0.8943661971830986,5.153543307086614
touch_bin,4+,VALIDATION,FADE_2.5R,FADE,2.5,0.2857142857142857,654,418.1961038961039,0.36098352747783974,0.6178940056913169,0.021122466830843248,1.5825257172949805,-0.9347231189471792,1.6930422338087139,0.3713272623228492,-0.006294096425013212,-1.0,0.9891022604199695,-2.6321666024869215,0.1581793789653148,0.5523346510936997,0.2894859699409854,0.0,-0.8595785921098016,8.229958358284044,17,111,123,0.9024390243902439,5.891891891891892
ob_width_bucket,MEDIUM_0.5_1.0,DISCOVERY,FOLLOW_1.5R,FOLLOW,1.5,0.4,1803,1223.237121212121,0.4295972296675845,0.5536439591056223,0.01675881122679329,1.2900785565684507,-0.9653776284494477,1.3363460251720616,0.4280187905498093,0.019738681708613988,-1.0,1.0369309388268477,24.14508818976733,0.33238055306672293,0.5194450841631416,0.14708435878790496,0.0010900039822304578,1.8930829692802988,5.054653578144173,12,281,284,0.9894366197183099,6.4163701067615655
